Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
703¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":129,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Program
1031¿VariableDeclarator¿¿1242¿v80¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1032¿UnaryExpression¿!¿1242¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿UnaryExpression
1033¿Identifier¿¿1242¿v79¿¿¿¿¿Identifier
1034¿IfStatement¿¿1242¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":91,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿IfStatement
1035¿Identifier¿¿1242¿v80¿¿¿¿¿Identifier
1036¿VariableDeclarator¿¿1242¿v81¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1037¿CallExpression¿¿1242¿¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿CallExpression
1038¿MemberExpression¿¿1242¿¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿MemberExpression
1039¿Identifier¿¿1242¿console¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1040¿Identifier¿¿1242¿error¿¿¿{"start":{"line":89,"column":20},"end":{"line":89,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1041¿Literal¿string¿1242¿¿'[connection-tester] invalid host: '¿¿{"start":{"line":89,"column":26},"end":{"line":89,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Literal
1042¿Identifier¿¿1242¿host¿¿¿{"start":{"line":89,"column":64},"end":{"line":89,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1043¿ExpressionStatement¿¿1242¿¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ExpressionStatement
1044¿Identifier¿¿1242¿v81¿¿¿¿¿Identifier
1045¿ExpressionStatement¿¿1242¿¿¿¿{"start":{"line":90,"column":12},"end":{"line":90,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ExpressionStatement
1046¿AssignmentExpression¿=¿1242¿¿¿¿{"start":{"line":90,"column":12},"end":{"line":90,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿AssignmentExpression
1047¿Identifier¿¿1242¿host¿¿¿{"start":{"line":90,"column":12},"end":{"line":90,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1048¿Identifier¿¿1242¿undefined¿¿¿{"start":{"line":90,"column":19},"end":{"line":90,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1049¿BlockStatement¿¿1242¿¿¿¿{"start":{"line":88,"column":40},"end":{"line":91,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿BlockStatement
1050¿VariableDeclarator¿¿1242¿originalPort¿¿¿{"start":{"line":93,"column":12},"end":{"line":93,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1051¿Identifier¿¿1242¿port¿¿¿{"start":{"line":93,"column":27},"end":{"line":93,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1052¿VariableDeclarator¿¿1242¿v82¿¿¿{"start":{"line":94,"column":15},"end":{"line":94,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1053¿UnaryExpression¿+¿1242¿¿¿¿{"start":{"line":94,"column":15},"end":{"line":94,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿UnaryExpression
1054¿Identifier¿¿1242¿port¿¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1055¿ExpressionStatement¿¿1242¿¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ExpressionStatement
1056¿AssignmentExpression¿=¿1242¿¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿AssignmentExpression
1057¿Identifier¿¿1242¿port¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1058¿Identifier¿¿1242¿v82¿¿¿¿¿Identifier
1059¿VariableDeclarator¿¿1242¿v83¿¿¿{"start":{"line":95,"column":12},"end":{"line":95,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1060¿UnaryExpression¿!¿1242¿¿¿¿{"start":{"line":95,"column":12},"end":{"line":95,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿UnaryExpression
1061¿Identifier¿¿1242¿port¿¿¿{"start":{"line":95,"column":13},"end":{"line":95,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1062¿VariableDeclarator¿¿1242¿v84¿¿¿{"start":{"line":95,"column":21},"end":{"line":95,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1063¿BinaryExpression¿<¿1242¿¿¿¿{"start":{"line":95,"column":21},"end":{"line":95,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿BinaryExpression
1064¿Identifier¿¿1242¿port¿¿¿{"start":{"line":95,"column":21},"end":{"line":95,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1065¿Literal¿number¿1242¿¿0¿¿{"start":{"line":95,"column":28},"end":{"line":95,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Literal
1066¿VariableDeclarator¿¿1242¿v85¿¿¿{"start":{"line":95,"column":12},"end":{"line":95,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1067¿LogicalExpression¿||¿1242¿¿¿¿{"start":{"line":95,"column":12},"end":{"line":95,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿LogicalExpression
1068¿Identifier¿¿1242¿v83¿¿¿¿¿Identifier
1069¿Identifier¿¿1242¿v84¿¿¿¿¿Identifier
1070¿VariableDeclarator¿¿1242¿v86¿¿¿{"start":{"line":95,"column":33},"end":{"line":95,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1071¿BinaryExpression¿>¿1242¿¿¿¿{"start":{"line":95,"column":33},"end":{"line":95,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿BinaryExpression
1072¿Identifier¿¿1242¿port¿¿¿{"start":{"line":95,"column":33},"end":{"line":95,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1073¿Literal¿number¿1242¿¿65535¿¿{"start":{"line":95,"column":40},"end":{"line":95,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Literal
1074¿VariableDeclarator¿¿1242¿v87¿¿¿{"start":{"line":95,"column":12},"end":{"line":95,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1075¿LogicalExpression¿||¿1242¿¿¿¿{"start":{"line":95,"column":12},"end":{"line":95,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿LogicalExpression
1076¿Identifier¿¿1242¿v85¿¿¿¿¿Identifier
1077¿Identifier¿¿1242¿v86¿¿¿¿¿Identifier
1078¿IfStatement¿¿1242¿¿¿¿{"start":{"line":95,"column":8},"end":{"line":98,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿IfStatement
1079¿Identifier¿¿1242¿v87¿¿¿¿¿Identifier
1080¿VariableDeclarator¿¿1242¿v88¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1081¿CallExpression¿¿1242¿¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿CallExpression
1082¿MemberExpression¿¿1242¿¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿MemberExpression
1083¿Identifier¿¿1242¿console¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1084¿Identifier¿¿1242¿error¿¿¿{"start":{"line":96,"column":20},"end":{"line":96,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1085¿Literal¿string¿1242¿¿'[connection-tester] invalid port: '¿¿{"start":{"line":96,"column":26},"end":{"line":96,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Literal
1086¿Identifier¿¿1242¿originalPort¿¿¿{"start":{"line":96,"column":64},"end":{"line":96,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1087¿ExpressionStatement¿¿1242¿¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ExpressionStatement
1088¿Identifier¿¿1242¿v88¿¿¿¿¿Identifier
1089¿ExpressionStatement¿¿1242¿¿¿¿{"start":{"line":97,"column":12},"end":{"line":97,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ExpressionStatement
1090¿AssignmentExpression¿=¿1242¿¿¿¿{"start":{"line":97,"column":12},"end":{"line":97,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿AssignmentExpression
1091¿Identifier¿¿1242¿port¿¿¿{"start":{"line":97,"column":12},"end":{"line":97,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1092¿Identifier¿¿1242¿undefined¿¿¿{"start":{"line":97,"column":19},"end":{"line":97,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1093¿BlockStatement¿¿1242¿¿¿¿{"start":{"line":95,"column":47},"end":{"line":98,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿BlockStatement
1094¿VariableDeclarator¿¿1242¿v89¿¿¿{"start":{"line":100,"column":12},"end":{"line":100,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1095¿UnaryExpression¿typeof¿1242¿¿¿¿{"start":{"line":100,"column":12},"end":{"line":100,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿UnaryExpression
1096¿Identifier¿¿1242¿connectTimeout¿¿¿{"start":{"line":100,"column":19},"end":{"line":100,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1097¿VariableDeclarator¿¿1242¿v90¿¿¿{"start":{"line":100,"column":12},"end":{"line":100,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1098¿BinaryExpression¿===¿1242¿¿¿¿{"start":{"line":100,"column":12},"end":{"line":100,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿BinaryExpression
1099¿Identifier¿¿1242¿v89¿¿¿¿¿Identifier
1100¿Literal¿string¿1242¿¿'function'¿¿{"start":{"line":100,"column":38},"end":{"line":100,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Literal
1101¿IfStatement¿¿1242¿¿¿¿{"start":{"line":100,"column":8},"end":{"line":104,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿IfStatement
1102¿Identifier¿¿1242¿v90¿¿¿¿¿Identifier
1103¿VariableDeclarator¿¿1242¿v91¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":126},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1104¿CallExpression¿¿1242¿¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":126},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿CallExpression
1105¿MemberExpression¿¿1242¿¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿MemberExpression
1106¿Identifier¿¿1242¿console¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1107¿Identifier¿¿1242¿error¿¿¿{"start":{"line":101,"column":20},"end":{"line":101,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1108¿Literal¿string¿1242¿¿'deprecated: Please migrate to the new interface ConnectionTester\(host, port, timeout, callback\)'¿¿{"start":{"line":101,"column":26},"end":{"line":101,"column":125},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Literal
1109¿ExpressionStatement¿¿1242¿¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":127},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ExpressionStatement
1110¿Identifier¿¿1242¿v91¿¿¿¿¿Identifier
1111¿ExpressionStatement¿¿1242¿¿¿¿{"start":{"line":102,"column":12},"end":{"line":102,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ExpressionStatement
1112¿AssignmentExpression¿=¿1242¿¿¿¿{"start":{"line":102,"column":12},"end":{"line":102,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿AssignmentExpression
1113¿Identifier¿¿1242¿callback¿¿¿{"start":{"line":102,"column":12},"end":{"line":102,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1114¿Identifier¿¿1242¿connectTimeout¿¿¿{"start":{"line":102,"column":23},"end":{"line":102,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1115¿ExpressionStatement¿¿1242¿¿¿¿{"start":{"line":103,"column":12},"end":{"line":103,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ExpressionStatement
1116¿AssignmentExpression¿=¿1242¿¿¿¿{"start":{"line":103,"column":12},"end":{"line":103,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿AssignmentExpression
1117¿Identifier¿¿1242¿connectTimeout¿¿¿{"start":{"line":103,"column":12},"end":{"line":103,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1118¿Identifier¿¿1242¿SOCKET_TIMEOUT¿¿¿{"start":{"line":103,"column":29},"end":{"line":103,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1119¿BlockStatement¿¿1242¿¿¿¿{"start":{"line":100,"column":50},"end":{"line":104,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿BlockStatement
1120¿VariableDeclarator¿¿1242¿v92¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1121¿BinaryExpression¿===¿1242¿¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿BinaryExpression
1122¿Identifier¿¿1242¿connectTimeout¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1123¿Identifier¿¿1242¿undefined¿¿¿{"start":{"line":105,"column":31},"end":{"line":105,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1124¿IfStatement¿¿1242¿¿¿¿{"start":{"line":105,"column":8},"end":{"line":107,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿IfStatement
1125¿Identifier¿¿1242¿v92¿¿¿¿¿Identifier
1126¿ExpressionStatement¿¿1242¿¿¿¿{"start":{"line":106,"column":12},"end":{"line":106,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿ExpressionStatement
1127¿AssignmentExpression¿=¿1242¿¿¿¿{"start":{"line":106,"column":12},"end":{"line":106,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿AssignmentExpression
1128¿Identifier¿¿1242¿connectTimeout¿¿¿{"start":{"line":106,"column":12},"end":{"line":106,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1129¿Identifier¿¿1242¿SOCKET_TIMEOUT¿¿¿{"start":{"line":106,"column":29},"end":{"line":106,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1130¿BlockStatement¿¿1242¿¿¿¿{"start":{"line":105,"column":42},"end":{"line":107,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿BlockStatement
1131¿VariableDeclarator¿¿1242¿v93¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1132¿UnaryExpression¿typeof¿1242¿¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿UnaryExpression
1133¿Identifier¿¿1242¿connectTimeout¿¿¿{"start":{"line":109,"column":19},"end":{"line":109,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1134¿VariableDeclarator¿¿1242¿v94¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1135¿BinaryExpression¿===¿1242¿¿¿¿{"start":{"line":109,"column":12},"end":{"line":109,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿BinaryExpression
1136¿Identifier¿¿1242¿v93¿¿¿¿¿Identifier
1137¿Literal¿string¿1242¿¿'number'¿¿{"start":{"line":109,"column":38},"end":{"line":109,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Literal
1138¿IfStatement¿¿1242¿¿¿¿{"start":{"line":109,"column":8},"end":{"line":127,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿IfStatement
1139¿Identifier¿¿1242¿v94¿¿¿¿¿Identifier
1140¿VariableDeclarator¿¿1242¿v95¿¿¿{"start":{"line":110,"column":16},"end":{"line":110,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
1141¿UnaryExpression¿!¿1242¿¿¿¿{"start":{"line":110,"column":16},"end":{"line":110,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿UnaryExpression
1142¿Identifier¿¿1242¿port¿¿¿{"start":{"line":110,"column":17},"end":{"line":110,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿Identifier
1143¿VariableDeclarator¿¿1242¿v96¿¿¿{"start":{"line":110,"column":25},"end":{"line":110,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/connection-tester_0.2.0/connection_tester_0.2.1.js"}¿¿VariableDeclarator
