Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3087¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":627,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Program
5039¿VariableDeclarator¿¿5389¿v476¿¿¿{"start":{"line":563,"column":14},"end":{"line":593,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
5040¿ArrowFunctionExpression¿¿5389¿¿¿¿{"start":{"line":563,"column":14},"end":{"line":593,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ArrowFunctionExpression
5041¿Identifier¿¿0¿info¿¿¿{"start":{"line":563,"column":14},"end":{"line":563,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5042¿VariableDeclarator¿¿5391¿v463¿¿¿{"start":{"line":565,"column":46},"end":{"line":565,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
5043¿MemberExpression¿computed¿5391¿¿¿¿{"start":{"line":565,"column":46},"end":{"line":565,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
5044¿Identifier¿¿5391¿info¿¿¿{"start":{"line":565,"column":46},"end":{"line":565,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5045¿Literal¿string¿5391¿¿'ostype'¿¿{"start":{"line":565,"column":51},"end":{"line":565,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
5046¿VariableDeclarator¿¿5391¿isWindows¿¿¿{"start":{"line":565,"column":18},"end":{"line":565,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
5047¿CallExpression¿¿5391¿¿¿¿{"start":{"line":565,"column":30},"end":{"line":565,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
5048¿MemberExpression¿¿5391¿¿¿¿{"start":{"line":565,"column":30},"end":{"line":565,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
5049¿Literal¿object¿5391¿¿/windows/i¿¿{"start":{"line":565,"column":30},"end":{"line":565,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
5050¿Identifier¿¿5391¿test¿¿¿{"start":{"line":565,"column":41},"end":{"line":565,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5051¿Identifier¿¿5391¿v463¿¿¿¿¿Identifier
5052¿VariableDeclarator¿¿5391¿args¿¿¿{"start":{"line":567,"column":18},"end":{"line":567,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
5053¿ArrayExpression¿¿5391¿¿¿¿{"start":{"line":567,"column":25},"end":{"line":567,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ArrayExpression
5054¿Literal¿string¿5391¿¿'guestcontrol'¿¿{"start":{"line":567,"column":26},"end":{"line":567,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
5055¿Identifier¿¿5391¿vmname¿¿¿{"start":{"line":567,"column":42},"end":{"line":567,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5056¿VariableDeclarator¿¿5391¿v464¿¿¿{"start":{"line":568,"column":31},"end":{"line":568,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
5057¿ArrayExpression¿¿5391¿¿¿¿{"start":{"line":568,"column":31},"end":{"line":568,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ArrayExpression
5058¿ExpressionStatement¿¿5391¿¿¿¿{"start":{"line":568,"column":12},"end":{"line":568,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
5059¿AssignmentExpression¿=¿5391¿¿¿¿{"start":{"line":568,"column":12},"end":{"line":568,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿AssignmentExpression
5060¿Identifier¿¿5391¿params¿¿¿{"start":{"line":568,"column":12},"end":{"line":568,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5061¿LogicalExpression¿||¿5391¿¿¿¿{"start":{"line":568,"column":21},"end":{"line":568,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿LogicalExpression
5062¿Identifier¿¿5391¿params¿¿¿{"start":{"line":568,"column":21},"end":{"line":568,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5063¿Identifier¿¿5391¿v464¿¿¿¿¿Identifier
5064¿IfStatement¿¿5391¿¿¿¿{"start":{"line":570,"column":12},"end":{"line":572,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿IfStatement
5065¿Identifier¿¿5391¿username¿¿¿{"start":{"line":570,"column":16},"end":{"line":570,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5066¿VariableDeclarator¿¿5391¿v465¿¿¿{"start":{"line":571,"column":16},"end":{"line":571,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
5067¿CallExpression¿¿5391¿¿¿¿{"start":{"line":571,"column":16},"end":{"line":571,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
5068¿MemberExpression¿¿5391¿¿¿¿{"start":{"line":571,"column":16},"end":{"line":571,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
5069¿Identifier¿¿5391¿args¿¿¿{"start":{"line":571,"column":16},"end":{"line":571,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5070¿Identifier¿¿5391¿push¿¿¿{"start":{"line":571,"column":21},"end":{"line":571,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5071¿Literal¿string¿5391¿¿'--username'¿¿{"start":{"line":571,"column":26},"end":{"line":571,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
5072¿Identifier¿¿5391¿username¿¿¿{"start":{"line":571,"column":40},"end":{"line":571,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5073¿ExpressionStatement¿¿5391¿¿¿¿{"start":{"line":571,"column":16},"end":{"line":571,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
5074¿Identifier¿¿5391¿v465¿¿¿¿¿Identifier
5075¿BlockStatement¿¿5391¿¿¿¿{"start":{"line":570,"column":26},"end":{"line":572,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
5076¿IfStatement¿¿5391¿¿¿¿{"start":{"line":574,"column":12},"end":{"line":576,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿IfStatement
5077¿Identifier¿¿5391¿password¿¿¿{"start":{"line":574,"column":16},"end":{"line":574,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5078¿VariableDeclarator¿¿5391¿v466¿¿¿{"start":{"line":575,"column":16},"end":{"line":575,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
5079¿CallExpression¿¿5391¿¿¿¿{"start":{"line":575,"column":16},"end":{"line":575,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
5080¿MemberExpression¿¿5391¿¿¿¿{"start":{"line":575,"column":16},"end":{"line":575,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
5081¿Identifier¿¿5391¿args¿¿¿{"start":{"line":575,"column":16},"end":{"line":575,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5082¿Identifier¿¿5391¿push¿¿¿{"start":{"line":575,"column":21},"end":{"line":575,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5083¿Literal¿string¿5391¿¿'--password'¿¿{"start":{"line":575,"column":26},"end":{"line":575,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
5084¿Identifier¿¿5391¿password¿¿¿{"start":{"line":575,"column":40},"end":{"line":575,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5085¿ExpressionStatement¿¿5391¿¿¿¿{"start":{"line":575,"column":16},"end":{"line":575,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
5086¿Identifier¿¿5391¿v466¿¿¿¿¿Identifier
5087¿BlockStatement¿¿5391¿¿¿¿{"start":{"line":574,"column":26},"end":{"line":576,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
5088¿IfStatement¿¿5391¿¿¿¿{"start":{"line":578,"column":12},"end":{"line":582,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿IfStatement
5089¿Identifier¿¿5391¿async¿¿¿{"start":{"line":578,"column":16},"end":{"line":578,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5090¿VariableDeclarator¿¿5391¿v467¿¿¿{"start":{"line":579,"column":16},"end":{"line":579,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
5091¿CallExpression¿¿5391¿¿¿¿{"start":{"line":579,"column":16},"end":{"line":579,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
5092¿MemberExpression¿¿5391¿¿¿¿{"start":{"line":579,"column":16},"end":{"line":579,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
5093¿Identifier¿¿5391¿args¿¿¿{"start":{"line":579,"column":16},"end":{"line":579,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5094¿Identifier¿¿5391¿push¿¿¿{"start":{"line":579,"column":21},"end":{"line":579,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5095¿Literal¿string¿5391¿¿'start'¿¿{"start":{"line":579,"column":26},"end":{"line":579,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
5096¿ExpressionStatement¿¿5391¿¿¿¿{"start":{"line":579,"column":16},"end":{"line":579,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
5097¿Identifier¿¿5391¿v467¿¿¿¿¿Identifier
5098¿BlockStatement¿¿5391¿¿¿¿{"start":{"line":578,"column":23},"end":{"line":580,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
5099¿VariableDeclarator¿¿5391¿v468¿¿¿{"start":{"line":581,"column":16},"end":{"line":581,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
5100¿CallExpression¿¿5391¿¿¿¿{"start":{"line":581,"column":16},"end":{"line":581,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
5101¿MemberExpression¿¿5391¿¿¿¿{"start":{"line":581,"column":16},"end":{"line":581,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
5102¿Identifier¿¿5391¿args¿¿¿{"start":{"line":581,"column":16},"end":{"line":581,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5103¿Identifier¿¿5391¿push¿¿¿{"start":{"line":581,"column":21},"end":{"line":581,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5104¿Literal¿string¿5391¿¿'run'¿¿{"start":{"line":581,"column":26},"end":{"line":581,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
5105¿ExpressionStatement¿¿5391¿¿¿¿{"start":{"line":581,"column":16},"end":{"line":581,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
5106¿Identifier¿¿5391¿v468¿¿¿¿¿Identifier
5107¿BlockStatement¿¿5391¿¿¿¿{"start":{"line":580,"column":19},"end":{"line":582,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
5108¿IfStatement¿¿5391¿¿¿¿{"start":{"line":584,"column":12},"end":{"line":588,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿IfStatement
5109¿Identifier¿¿5391¿isWindows¿¿¿{"start":{"line":584,"column":16},"end":{"line":584,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5110¿VariableDeclarator¿¿5391¿v469¿¿¿{"start":{"line":585,"column":16},"end":{"line":585,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
5111¿CallExpression¿¿5391¿¿¿¿{"start":{"line":585,"column":16},"end":{"line":585,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
5112¿MemberExpression¿¿5391¿¿¿¿{"start":{"line":585,"column":16},"end":{"line":585,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
5113¿Identifier¿¿5391¿args¿¿¿{"start":{"line":585,"column":16},"end":{"line":585,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5114¿Identifier¿¿5391¿push¿¿¿{"start":{"line":585,"column":21},"end":{"line":585,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5115¿Literal¿string¿5391¿¿'--exe'¿¿{"start":{"line":585,"column":26},"end":{"line":585,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
5116¿Literal¿string¿5391¿¿'cmd.exe'¿¿{"start":{"line":585,"column":35},"end":{"line":585,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
5117¿Literal¿string¿5391¿¿'--'¿¿{"start":{"line":585,"column":46},"end":{"line":585,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
5118¿Literal¿string¿5391¿¿'cmd.exe'¿¿{"start":{"line":585,"column":63},"end":{"line":585,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
5119¿Literal¿string¿5391¿¿'/c'¿¿{"start":{"line":585,"column":85},"end":{"line":585,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
5120¿ExpressionStatement¿¿5391¿¿¿¿{"start":{"line":585,"column":16},"end":{"line":585,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
5121¿Identifier¿¿5391¿v469¿¿¿¿¿Identifier
5122¿BlockStatement¿¿5391¿¿¿¿{"start":{"line":584,"column":27},"end":{"line":586,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
5123¿VariableDeclarator¿¿5391¿v470¿¿¿{"start":{"line":587,"column":16},"end":{"line":587,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
5124¿CallExpression¿¿5391¿¿¿¿{"start":{"line":587,"column":16},"end":{"line":587,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
5125¿MemberExpression¿¿5391¿¿¿¿{"start":{"line":587,"column":16},"end":{"line":587,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
5126¿Identifier¿¿5391¿args¿¿¿{"start":{"line":587,"column":16},"end":{"line":587,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5127¿Identifier¿¿5391¿push¿¿¿{"start":{"line":587,"column":21},"end":{"line":587,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5128¿Literal¿string¿5391¿¿'--exe'¿¿{"start":{"line":587,"column":26},"end":{"line":587,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
5129¿Literal¿string¿5391¿¿'/bin/sh'¿¿{"start":{"line":587,"column":35},"end":{"line":587,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
5130¿Literal¿string¿5391¿¿'--'¿¿{"start":{"line":587,"column":46},"end":{"line":587,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
5131¿Literal¿string¿5391¿¿'/bin/sh'¿¿{"start":{"line":587,"column":63},"end":{"line":587,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
5132¿Literal¿string¿5391¿¿'-c'¿¿{"start":{"line":587,"column":85},"end":{"line":587,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
5133¿ExpressionStatement¿¿5391¿¿¿¿{"start":{"line":587,"column":16},"end":{"line":587,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿ExpressionStatement
5134¿Identifier¿¿5391¿v470¿¿¿¿¿Identifier
5135¿BlockStatement¿¿5391¿¿¿¿{"start":{"line":586,"column":19},"end":{"line":588,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BlockStatement
5136¿VariableDeclarator¿¿5391¿v471¿¿¿{"start":{"line":590,"column":22},"end":{"line":590,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
5137¿BinaryExpression¿+¿5391¿¿¿¿{"start":{"line":590,"column":22},"end":{"line":590,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BinaryExpression
5138¿Identifier¿¿5391¿cmd¿¿¿{"start":{"line":590,"column":22},"end":{"line":590,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5139¿Literal¿string¿5391¿¿' '¿¿{"start":{"line":590,"column":28},"end":{"line":590,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
5140¿VariableDeclarator¿¿5391¿v472¿¿¿{"start":{"line":590,"column":34},"end":{"line":590,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
5141¿CallExpression¿¿5391¿¿¿¿{"start":{"line":590,"column":34},"end":{"line":590,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
5142¿MemberExpression¿¿5391¿¿¿¿{"start":{"line":590,"column":34},"end":{"line":590,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿MemberExpression
5143¿Identifier¿¿5391¿params¿¿¿{"start":{"line":590,"column":34},"end":{"line":590,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5144¿Identifier¿¿5391¿join¿¿¿{"start":{"line":590,"column":41},"end":{"line":590,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Identifier
5145¿Literal¿string¿5391¿¿' '¿¿{"start":{"line":590,"column":46},"end":{"line":590,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿Literal
5146¿VariableDeclarator¿¿5391¿v473¿¿¿{"start":{"line":590,"column":22},"end":{"line":590,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
5147¿BinaryExpression¿+¿5391¿¿¿¿{"start":{"line":590,"column":22},"end":{"line":590,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿BinaryExpression
5148¿Identifier¿¿5391¿v471¿¿¿¿¿Identifier
5149¿Identifier¿¿5391¿v472¿¿¿¿¿Identifier
5150¿VariableDeclarator¿¿5391¿v474¿¿¿{"start":{"line":590,"column":12},"end":{"line":590,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿VariableDeclarator
5151¿CallExpression¿¿5391¿¿¿¿{"start":{"line":590,"column":12},"end":{"line":590,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/vboxmanage.js_1.0.6/index.js"}¿¿CallExpression
