Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
997¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":160,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Program
1353¿MemberExpression¿¿1732¿¿¿¿{"start":{"line":85,"column":9},"end":{"line":85,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1354¿Identifier¿¿1732¿v126¿¿¿¿¿Identifier
1355¿Identifier¿¿1732¿then¿¿¿{"start":{"line":85,"column":36},"end":{"line":85,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1356¿Identifier¿¿1732¿parseAll¿¿¿{"start":{"line":85,"column":41},"end":{"line":85,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1357¿ReturnStatement¿¿1732¿¿¿¿{"start":{"line":85,"column":2},"end":{"line":85,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ReturnStatement
1358¿Identifier¿¿1732¿v127¿¿¿¿¿Identifier
1359¿BlockStatement¿¿1732¿¿¿¿{"start":{"line":84,"column":19},"end":{"line":86,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1360¿VariableDeclarator¿¿1713¿parseAll¿¿¿{"start":{"line":91,"column":0},"end":{"line":115,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1361¿FunctionExpression¿¿1713¿anon¿¿¿{"start":{"line":91,"column":0},"end":{"line":115,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿FunctionExpression
1362¿Identifier¿¿0¿data¿¿¿{"start":{"line":91,"column":19},"end":{"line":91,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1363¿VariableDeclarator¿¿1734¿v128¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1364¿UnaryExpression¿!¿1734¿¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿UnaryExpression
1365¿Identifier¿¿1734¿data¿¿¿{"start":{"line":92,"column":7},"end":{"line":92,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1366¿VariableDeclarator¿¿1734¿v129¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1367¿MemberExpression¿computed¿1734¿¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1368¿Identifier¿¿1734¿data¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1369¿Literal¿number¿1734¿¿0¿¿{"start":{"line":92,"column":21},"end":{"line":92,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1370¿VariableDeclarator¿¿1734¿v130¿¿¿{"start":{"line":92,"column":15},"end":{"line":92,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1371¿UnaryExpression¿!¿1734¿¿¿¿{"start":{"line":92,"column":15},"end":{"line":92,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿UnaryExpression
1372¿Identifier¿¿1734¿v129¿¿¿¿¿Identifier
1373¿VariableDeclarator¿¿1734¿v131¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1374¿LogicalExpression¿||¿1734¿¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿LogicalExpression
1375¿Identifier¿¿1734¿v128¿¿¿¿¿Identifier
1376¿Identifier¿¿1734¿v130¿¿¿¿¿Identifier
1377¿IfStatement¿¿1734¿¿¿¿{"start":{"line":92,"column":2},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿IfStatement
1378¿Identifier¿¿1734¿v131¿¿¿¿¿Identifier
1379¿VariableDeclarator¿¿1734¿v132¿¿¿{"start":{"line":93,"column":11},"end":{"line":93,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1380¿ArrayExpression¿¿1734¿¿¿¿{"start":{"line":93,"column":11},"end":{"line":93,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ArrayExpression
1381¿ReturnStatement¿¿1734¿¿¿¿{"start":{"line":93,"column":4},"end":{"line":93,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ReturnStatement
1382¿Identifier¿¿1734¿v132¿¿¿¿¿Identifier
1383¿BlockStatement¿¿1734¿¿¿¿{"start":{"line":92,"column":25},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1384¿VariableDeclarator¿¿1734¿v133¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1385¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1386¿Identifier¿¿1734¿process¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1387¿Identifier¿¿1734¿platform¿¿¿{"start":{"line":96,"column":14},"end":{"line":96,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1388¿VariableDeclarator¿¿1734¿v134¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1389¿CallExpression¿¿1734¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1390¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1391¿Identifier¿¿1734¿v133¿¿¿¿¿Identifier
1392¿Identifier¿¿1734¿includes¿¿¿{"start":{"line":96,"column":23},"end":{"line":96,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1393¿Literal¿string¿1734¿¿'linux'¿¿{"start":{"line":96,"column":32},"end":{"line":96,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1394¿IfStatement¿¿1734¿¿¿¿{"start":{"line":96,"column":2},"end":{"line":106,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿IfStatement
1395¿Identifier¿¿1734¿v134¿¿¿¿¿Identifier
1396¿VariableDeclarator¿¿1734¿v135¿¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1397¿MemberExpression¿computed¿1734¿¿¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1398¿Identifier¿¿1734¿data¿¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1399¿Literal¿number¿1734¿¿0¿¿{"start":{"line":97,"column":20},"end":{"line":97,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1400¿VariableDeclarator¿¿1734¿rows¿¿¿{"start":{"line":97,"column":8},"end":{"line":97,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1401¿CallExpression¿¿1734¿¿¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1402¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1403¿Identifier¿¿1734¿v135¿¿¿¿¿Identifier
1404¿Identifier¿¿1734¿split¿¿¿{"start":{"line":97,"column":23},"end":{"line":97,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1405¿Literal¿string¿1734¿¿'\n'¿¿{"start":{"line":97,"column":29},"end":{"line":97,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1406¿VariableDeclarator¿¿1734¿v137¿¿¿{"start":{"line":98,"column":20},"end":{"line":100,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1407¿FunctionExpression¿¿1734¿anon¿¿¿{"start":{"line":98,"column":20},"end":{"line":100,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿FunctionExpression
1408¿Identifier¿¿0¿row¿¿¿{"start":{"line":98,"column":30},"end":{"line":98,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1409¿VariableDeclarator¿¿1737¿v136¿¿¿{"start":{"line":99,"column":13},"end":{"line":99,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1410¿CallExpression¿¿1737¿¿¿¿{"start":{"line":99,"column":13},"end":{"line":99,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1411¿Identifier¿¿1737¿parseLinux¿¿¿{"start":{"line":99,"column":13},"end":{"line":99,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1412¿Identifier¿¿1737¿row¿¿¿{"start":{"line":99,"column":24},"end":{"line":99,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1413¿Identifier¿¿1737¿servers¿¿¿{"start":{"line":99,"column":29},"end":{"line":99,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1414¿ReturnStatement¿¿1737¿¿¿¿{"start":{"line":99,"column":6},"end":{"line":99,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ReturnStatement
1415¿Identifier¿¿1737¿v136¿¿¿¿¿Identifier
1416¿BlockStatement¿¿1737¿¿¿¿{"start":{"line":98,"column":35},"end":{"line":100,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1417¿VariableDeclarator¿¿1734¿v138¿¿¿{"start":{"line":98,"column":11},"end":{"line":100,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1418¿CallExpression¿¿1734¿¿¿¿{"start":{"line":98,"column":11},"end":{"line":100,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1419¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":98,"column":11},"end":{"line":98,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1420¿Identifier¿¿1734¿rows¿¿¿{"start":{"line":98,"column":11},"end":{"line":98,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1421¿Identifier¿¿1734¿map¿¿¿{"start":{"line":98,"column":16},"end":{"line":98,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1422¿Identifier¿¿1734¿v137¿¿¿¿¿Identifier
1423¿VariableDeclarator¿¿1734¿v139¿¿¿{"start":{"line":98,"column":11},"end":{"line":100,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1424¿CallExpression¿¿1734¿¿¿¿{"start":{"line":98,"column":11},"end":{"line":100,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1425¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":98,"column":11},"end":{"line":100,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1426¿Identifier¿¿1734¿v138¿¿¿¿¿Identifier
1427¿Identifier¿¿1734¿filter¿¿¿{"start":{"line":100,"column":7},"end":{"line":100,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1428¿Identifier¿¿1734¿Boolean¿¿¿{"start":{"line":100,"column":14},"end":{"line":100,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1429¿ReturnStatement¿¿1734¿¿¿¿{"start":{"line":98,"column":4},"end":{"line":100,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ReturnStatement
1430¿Identifier¿¿1734¿v139¿¿¿¿¿Identifier
1431¿BlockStatement¿¿1734¿¿¿¿{"start":{"line":96,"column":42},"end":{"line":101,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1432¿VariableDeclarator¿¿1734¿v140¿¿¿{"start":{"line":101,"column":13},"end":{"line":101,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1433¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":101,"column":13},"end":{"line":101,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1434¿Identifier¿¿1734¿process¿¿¿{"start":{"line":101,"column":13},"end":{"line":101,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1435¿Identifier¿¿1734¿platform¿¿¿{"start":{"line":101,"column":21},"end":{"line":101,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1436¿VariableDeclarator¿¿1734¿v141¿¿¿{"start":{"line":101,"column":13},"end":{"line":101,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1437¿CallExpression¿¿1734¿¿¿¿{"start":{"line":101,"column":13},"end":{"line":101,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1438¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":101,"column":13},"end":{"line":101,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1439¿Identifier¿¿1734¿v140¿¿¿¿¿Identifier
1440¿Identifier¿¿1734¿includes¿¿¿{"start":{"line":101,"column":30},"end":{"line":101,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1441¿Literal¿string¿1734¿¿'win32'¿¿{"start":{"line":101,"column":39},"end":{"line":101,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1442¿IfStatement¿¿1734¿¿¿¿{"start":{"line":101,"column":9},"end":{"line":106,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿IfStatement
1443¿Identifier¿¿1734¿v141¿¿¿¿¿Identifier
1444¿VariableDeclarator¿¿1734¿v142¿¿¿{"start":{"line":102,"column":18},"end":{"line":102,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1445¿MemberExpression¿computed¿1734¿¿¿¿{"start":{"line":102,"column":18},"end":{"line":102,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1446¿Identifier¿¿1734¿data¿¿¿{"start":{"line":102,"column":18},"end":{"line":102,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1447¿Literal¿number¿1734¿¿0¿¿{"start":{"line":102,"column":23},"end":{"line":102,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1448¿VariableDeclarator¿¿1734¿v143¿¿¿{"start":{"line":102,"column":18},"end":{"line":102,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1449¿CallExpression¿¿1734¿¿¿¿{"start":{"line":102,"column":18},"end":{"line":102,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1450¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":102,"column":18},"end":{"line":102,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1451¿Identifier¿¿1734¿v142¿¿¿¿¿Identifier
1452¿Identifier¿¿1734¿split¿¿¿{"start":{"line":102,"column":26},"end":{"line":102,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1453¿Literal¿string¿1734¿¿'\n'¿¿{"start":{"line":102,"column":32},"end":{"line":102,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1454¿VariableDeclarator¿¿1734¿winRows¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1455¿CallExpression¿¿1734¿¿¿¿{"start":{"line":102,"column":18},"end":{"line":102,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1456¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":102,"column":18},"end":{"line":102,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1457¿Identifier¿¿1734¿v143¿¿¿¿¿Identifier
1458¿Identifier¿¿1734¿splice¿¿¿{"start":{"line":102,"column":38},"end":{"line":102,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1459¿Literal¿number¿1734¿¿1¿¿{"start":{"line":102,"column":45},"end":{"line":102,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Literal
1460¿VariableDeclarator¿¿1734¿v145¿¿¿{"start":{"line":103,"column":23},"end":{"line":105,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1461¿FunctionExpression¿¿1734¿anon¿¿¿{"start":{"line":103,"column":23},"end":{"line":105,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿FunctionExpression
1462¿Identifier¿¿0¿row¿¿¿{"start":{"line":103,"column":33},"end":{"line":103,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1463¿VariableDeclarator¿¿1739¿v144¿¿¿{"start":{"line":104,"column":13},"end":{"line":104,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1464¿CallExpression¿¿1739¿¿¿¿{"start":{"line":104,"column":13},"end":{"line":104,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1465¿Identifier¿¿1739¿parseWin32¿¿¿{"start":{"line":104,"column":13},"end":{"line":104,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1466¿Identifier¿¿1739¿row¿¿¿{"start":{"line":104,"column":24},"end":{"line":104,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1467¿Identifier¿¿1739¿servers¿¿¿{"start":{"line":104,"column":29},"end":{"line":104,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1468¿ReturnStatement¿¿1739¿¿¿¿{"start":{"line":104,"column":6},"end":{"line":104,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿ReturnStatement
1469¿Identifier¿¿1739¿v144¿¿¿¿¿Identifier
1470¿BlockStatement¿¿1739¿¿¿¿{"start":{"line":103,"column":38},"end":{"line":105,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿BlockStatement
1471¿VariableDeclarator¿¿1734¿v146¿¿¿{"start":{"line":103,"column":11},"end":{"line":105,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿VariableDeclarator
1472¿CallExpression¿¿1734¿¿¿¿{"start":{"line":103,"column":11},"end":{"line":105,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿CallExpression
1473¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":103,"column":11},"end":{"line":103,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿MemberExpression
1474¿Identifier¿¿1734¿winRows¿¿¿{"start":{"line":103,"column":11},"end":{"line":103,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
1475¿Identifier¿¿1734¿map¿¿¿{"start":{"line":103,"column":19},"end":{"line":103,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/local-devices_2.0.0/localdevices.js"}¿¿Identifier
