Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
882¿Program¿¿-1¿¿¿¿{"start":{"line":7,"column":0},"end":{"line":126,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Program
1239¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1240¿Identifier¿¿1575¿v131¿¿¿¿¿Identifier
1241¿Identifier¿¿1575¿startsWith¿¿¿{"start":{"line":80,"column":23},"end":{"line":80,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1242¿Literal¿string¿1575¿¿'.'¿¿{"start":{"line":80,"column":34},"end":{"line":80,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1243¿IfStatement¿¿1575¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿IfStatement
1244¿Identifier¿¿1575¿v132¿¿¿¿¿Identifier
1245¿ReturnStatement¿¿1575¿¿¿¿{"start":{"line":80,"column":40},"end":{"line":80,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ReturnStatement
1246¿BlockStatement¿¿1575¿¿¿¿¿¿BlockStatement
1247¿VariableDeclarator¿¿1575¿v133¿¿¿{"start":{"line":83,"column":13},"end":{"line":83,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1248¿CallExpression¿¿1575¿¿¿¿{"start":{"line":83,"column":13},"end":{"line":83,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1249¿Identifier¿¿1575¿safeInsideBase¿¿¿{"start":{"line":83,"column":13},"end":{"line":83,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1250¿Identifier¿¿1575¿entryPath¿¿¿{"start":{"line":83,"column":28},"end":{"line":83,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1251¿VariableDeclarator¿¿1575¿v134¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1252¿UnaryExpression¿!¿1575¿¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿UnaryExpression
1253¿Identifier¿¿1575¿v133¿¿¿¿¿Identifier
1254¿IfStatement¿¿1575¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿IfStatement
1255¿Identifier¿¿1575¿v134¿¿¿¿¿Identifier
1256¿ReturnStatement¿¿1575¿¿¿¿{"start":{"line":83,"column":40},"end":{"line":83,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ReturnStatement
1257¿BlockStatement¿¿1575¿¿¿¿¿¿BlockStatement
1258¿VariableDeclarator¿¿1575¿v135¿¿¿{"start":{"line":85,"column":12},"end":{"line":85,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1259¿CallExpression¿¿1575¿¿¿¿{"start":{"line":85,"column":12},"end":{"line":85,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1260¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":85,"column":12},"end":{"line":85,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1261¿Identifier¿¿1575¿entry¿¿¿{"start":{"line":85,"column":12},"end":{"line":85,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1262¿Identifier¿¿1575¿isDirectory¿¿¿{"start":{"line":85,"column":18},"end":{"line":85,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1263¿IfStatement¿¿1575¿¿¿¿{"start":{"line":85,"column":8},"end":{"line":102,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿IfStatement
1264¿Identifier¿¿1575¿v135¿¿¿¿¿Identifier
1265¿VariableDeclarator¿¿1575¿v136¿¿¿{"start":{"line":87,"column":18},"end":{"line":87,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1266¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":87,"column":18},"end":{"line":87,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1267¿Identifier¿¿1575¿entry¿¿¿{"start":{"line":87,"column":18},"end":{"line":87,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1268¿Identifier¿¿1575¿name¿¿¿{"start":{"line":87,"column":24},"end":{"line":87,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1269¿VariableDeclarator¿¿1575¿v137¿¿¿{"start":{"line":86,"column":27},"end":{"line":90,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1270¿ObjectExpression¿¿1575¿¿¿¿{"start":{"line":86,"column":27},"end":{"line":90,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ObjectExpression
1271¿Property¿¿1575¿¿¿¿{"start":{"line":87,"column":12},"end":{"line":87,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1272¿Identifier¿¿1575¿name¿¿¿{"start":{"line":87,"column":12},"end":{"line":87,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1273¿Identifier¿¿1575¿v136¿¿¿¿¿Identifier
1274¿Property¿¿1575¿¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1275¿Identifier¿¿1575¿path¿¿¿{"start":{"line":88,"column":12},"end":{"line":88,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1276¿Identifier¿¿1575¿entryPath¿¿¿{"start":{"line":88,"column":18},"end":{"line":88,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1277¿Property¿¿1575¿¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1278¿Identifier¿¿1575¿type¿¿¿{"start":{"line":89,"column":12},"end":{"line":89,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1279¿Literal¿string¿1575¿¿'directory'¿¿{"start":{"line":89,"column":18},"end":{"line":89,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1280¿VariableDeclarator¿¿1575¿v138¿¿¿{"start":{"line":86,"column":10},"end":{"line":90,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1281¿CallExpression¿¿1575¿¿¿¿{"start":{"line":86,"column":10},"end":{"line":90,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1282¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":86,"column":10},"end":{"line":86,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1283¿Identifier¿¿1575¿directories¿¿¿{"start":{"line":86,"column":10},"end":{"line":86,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1284¿Identifier¿¿1575¿push¿¿¿{"start":{"line":86,"column":22},"end":{"line":86,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1285¿Identifier¿¿1575¿v137¿¿¿¿¿Identifier
1286¿ExpressionStatement¿¿1575¿¿¿¿{"start":{"line":86,"column":10},"end":{"line":90,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ExpressionStatement
1287¿Identifier¿¿1575¿v138¿¿¿¿¿Identifier
1288¿BlockStatement¿¿1575¿¿¿¿{"start":{"line":85,"column":33},"end":{"line":91,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿BlockStatement
1289¿VariableDeclarator¿¿1575¿v139¿¿¿{"start":{"line":91,"column":19},"end":{"line":91,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1290¿CallExpression¿¿1575¿¿¿¿{"start":{"line":91,"column":19},"end":{"line":91,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1291¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":91,"column":19},"end":{"line":91,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1292¿Identifier¿¿1575¿entry¿¿¿{"start":{"line":91,"column":19},"end":{"line":91,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1293¿Identifier¿¿1575¿isFile¿¿¿{"start":{"line":91,"column":25},"end":{"line":91,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1294¿IfStatement¿¿1575¿¿¿¿{"start":{"line":91,"column":15},"end":{"line":102,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿IfStatement
1295¿Identifier¿¿1575¿v139¿¿¿¿¿Identifier
1296¿VariableDeclarator¿¿1575¿v140¿¿¿{"start":{"line":92,"column":25},"end":{"line":92,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1297¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":92,"column":25},"end":{"line":92,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1298¿Identifier¿¿1575¿entry¿¿¿{"start":{"line":92,"column":25},"end":{"line":92,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1299¿Identifier¿¿1575¿name¿¿¿{"start":{"line":92,"column":31},"end":{"line":92,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1300¿VariableDeclarator¿¿1575¿v141¿¿¿{"start":{"line":92,"column":25},"end":{"line":92,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1301¿CallExpression¿¿1575¿¿¿¿{"start":{"line":92,"column":25},"end":{"line":92,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1302¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":92,"column":25},"end":{"line":92,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1303¿Identifier¿¿1575¿v140¿¿¿¿¿Identifier
1304¿Identifier¿¿1575¿endsWith¿¿¿{"start":{"line":92,"column":36},"end":{"line":92,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1305¿Identifier¿¿1575¿filter¿¿¿{"start":{"line":92,"column":45},"end":{"line":92,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1306¿VariableDeclarator¿¿1575¿v142¿¿¿{"start":{"line":92,"column":24},"end":{"line":92,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1307¿UnaryExpression¿!¿1575¿¿¿¿{"start":{"line":92,"column":24},"end":{"line":92,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿UnaryExpression
1308¿Identifier¿¿1575¿v141¿¿¿¿¿Identifier
1309¿VariableDeclarator¿¿1575¿v143¿¿¿{"start":{"line":92,"column":14},"end":{"line":92,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1310¿LogicalExpression¿&&¿1575¿¿¿¿{"start":{"line":92,"column":14},"end":{"line":92,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿LogicalExpression
1311¿Identifier¿¿1575¿filter¿¿¿{"start":{"line":92,"column":14},"end":{"line":92,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1312¿Identifier¿¿1575¿v142¿¿¿¿¿Identifier
1313¿IfStatement¿¿1575¿¿¿¿{"start":{"line":92,"column":10},"end":{"line":92,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿IfStatement
1314¿Identifier¿¿1575¿v143¿¿¿¿¿Identifier
1315¿ReturnStatement¿¿1575¿¿¿¿{"start":{"line":92,"column":54},"end":{"line":92,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ReturnStatement
1316¿BlockStatement¿¿1575¿¿¿¿¿¿BlockStatement
1317¿VariableDeclarator¿¿1575¿stat¿¿¿{"start":{"line":94,"column":16},"end":{"line":94,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1318¿CallExpression¿¿1575¿¿¿¿{"start":{"line":94,"column":23},"end":{"line":94,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1319¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":94,"column":23},"end":{"line":94,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1320¿Identifier¿¿1575¿fs¿¿¿{"start":{"line":94,"column":23},"end":{"line":94,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1321¿Identifier¿¿1575¿statSync¿¿¿{"start":{"line":94,"column":26},"end":{"line":94,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1322¿Identifier¿¿1575¿entryPath¿¿¿{"start":{"line":94,"column":35},"end":{"line":94,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1323¿VariableDeclarator¿¿1575¿v144¿¿¿{"start":{"line":96,"column":18},"end":{"line":96,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1324¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":96,"column":18},"end":{"line":96,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1325¿Identifier¿¿1575¿entry¿¿¿{"start":{"line":96,"column":18},"end":{"line":96,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1326¿Identifier¿¿1575¿name¿¿¿{"start":{"line":96,"column":24},"end":{"line":96,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1327¿VariableDeclarator¿¿1575¿v145¿¿¿{"start":{"line":99,"column":18},"end":{"line":99,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1328¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":99,"column":18},"end":{"line":99,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1329¿Identifier¿¿1575¿stat¿¿¿{"start":{"line":99,"column":18},"end":{"line":99,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1330¿Identifier¿¿1575¿size¿¿¿{"start":{"line":99,"column":23},"end":{"line":99,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1331¿VariableDeclarator¿¿1575¿v146¿¿¿{"start":{"line":100,"column":36},"end":{"line":100,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1332¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":100,"column":36},"end":{"line":100,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1333¿Identifier¿¿1575¿entry¿¿¿{"start":{"line":100,"column":36},"end":{"line":100,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1334¿Identifier¿¿1575¿name¿¿¿{"start":{"line":100,"column":42},"end":{"line":100,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1335¿VariableDeclarator¿¿1575¿v147¿¿¿{"start":{"line":100,"column":23},"end":{"line":100,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1336¿CallExpression¿¿1575¿¿¿¿{"start":{"line":100,"column":23},"end":{"line":100,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1337¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":100,"column":23},"end":{"line":100,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1338¿Identifier¿¿1575¿path¿¿¿{"start":{"line":100,"column":23},"end":{"line":100,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1339¿Identifier¿¿1575¿extname¿¿¿{"start":{"line":100,"column":28},"end":{"line":100,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1340¿Identifier¿¿1575¿v146¿¿¿¿¿Identifier
1341¿VariableDeclarator¿¿1575¿v148¿¿¿{"start":{"line":95,"column":21},"end":{"line":101,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1342¿ObjectExpression¿¿1575¿¿¿¿{"start":{"line":95,"column":21},"end":{"line":101,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿ObjectExpression
1343¿Property¿¿1575¿¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1344¿Identifier¿¿1575¿name¿¿¿{"start":{"line":96,"column":12},"end":{"line":96,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1345¿Identifier¿¿1575¿v144¿¿¿¿¿Identifier
1346¿Property¿¿1575¿¿¿¿{"start":{"line":97,"column":12},"end":{"line":97,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1347¿Identifier¿¿1575¿path¿¿¿{"start":{"line":97,"column":12},"end":{"line":97,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1348¿Identifier¿¿1575¿entryPath¿¿¿{"start":{"line":97,"column":18},"end":{"line":97,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1349¿Property¿¿1575¿¿¿¿{"start":{"line":98,"column":12},"end":{"line":98,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1350¿Identifier¿¿1575¿type¿¿¿{"start":{"line":98,"column":12},"end":{"line":98,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1351¿Literal¿string¿1575¿¿'file'¿¿{"start":{"line":98,"column":18},"end":{"line":98,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Literal
1352¿Property¿¿1575¿¿¿¿{"start":{"line":99,"column":12},"end":{"line":99,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1353¿Identifier¿¿1575¿size¿¿¿{"start":{"line":99,"column":12},"end":{"line":99,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1354¿Identifier¿¿1575¿v145¿¿¿¿¿Identifier
1355¿Property¿¿1575¿¿¿¿{"start":{"line":100,"column":12},"end":{"line":100,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Property
1356¿Identifier¿¿1575¿extension¿¿¿{"start":{"line":100,"column":12},"end":{"line":100,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1357¿Identifier¿¿1575¿v147¿¿¿¿¿Identifier
1358¿VariableDeclarator¿¿1575¿v149¿¿¿{"start":{"line":95,"column":10},"end":{"line":101,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿VariableDeclarator
1359¿CallExpression¿¿1575¿¿¿¿{"start":{"line":95,"column":10},"end":{"line":101,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿CallExpression
1360¿MemberExpression¿¿1575¿¿¿¿{"start":{"line":95,"column":10},"end":{"line":95,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿MemberExpression
1361¿Identifier¿¿1575¿files¿¿¿{"start":{"line":95,"column":10},"end":{"line":95,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1362¿Identifier¿¿1575¿push¿¿¿{"start":{"line":95,"column":16},"end":{"line":95,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/memory-graph-interface/fixed_files_router.js"}¿¿Identifier
1363¿Identifier¿¿1575¿v148¿¿¿¿¿Identifier
