Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5201¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":617,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Program
8550¿MemberExpression¿computed¿9273¿¿¿¿{"start":{"line":515,"column":49},"end":{"line":515,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
8551¿Identifier¿¿9273¿v935¿¿¿¿¿Identifier
8552¿Identifier¿¿9273¿agent¿¿¿{"start":{"line":515,"column":67},"end":{"line":515,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8553¿VariableDeclarator¿¿9273¿v937¿¿¿{"start":{"line":515,"column":28},"end":{"line":515,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8554¿LogicalExpression¿&&¿9273¿¿¿¿{"start":{"line":515,"column":28},"end":{"line":515,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿LogicalExpression
8555¿Identifier¿¿9273¿v934¿¿¿¿¿Identifier
8556¿Identifier¿¿9273¿v936¿¿¿¿¿Identifier
8557¿VariableDeclarator¿¿9273¿v938¿¿¿{"start":{"line":516,"column":14},"end":{"line":516,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8558¿MemberExpression¿¿9273¿¿¿¿{"start":{"line":516,"column":14},"end":{"line":516,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
8559¿Identifier¿¿9273¿phase¿¿¿{"start":{"line":516,"column":14},"end":{"line":516,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8560¿Identifier¿¿9273¿agent_tasks¿¿¿{"start":{"line":516,"column":20},"end":{"line":516,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8561¿VariableDeclarator¿¿9273¿v939¿¿¿{"start":{"line":516,"column":14},"end":{"line":516,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8562¿MemberExpression¿computed¿9273¿¿¿¿{"start":{"line":516,"column":14},"end":{"line":516,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
8563¿Identifier¿¿9273¿v938¿¿¿¿¿Identifier
8564¿Identifier¿¿9273¿agent¿¿¿{"start":{"line":516,"column":32},"end":{"line":516,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8565¿IfStatement¿¿9273¿¿¿¿{"start":{"line":515,"column":28},"end":{"line":517,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿IfStatement
8566¿Identifier¿¿9273¿v937¿¿¿¿¿Identifier
8567¿ExpressionStatement¿¿9273¿¿¿¿{"start":{"line":515,"column":28},"end":{"line":517,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
8568¿AssignmentExpression¿=¿9273¿¿¿¿{"start":{"line":515,"column":28},"end":{"line":517,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿AssignmentExpression
8569¿Identifier¿¿9273¿agentTask¿¿¿{"start":{"line":515,"column":28},"end":{"line":517,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8570¿Identifier¿¿9273¿v939¿¿¿¿¿Identifier
8571¿BlockStatement¿¿9273¿¿¿¿¿¿BlockStatement
8572¿ExpressionStatement¿¿9273¿¿¿¿{"start":{"line":515,"column":28},"end":{"line":517,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
8573¿AssignmentExpression¿=¿9273¿¿¿¿{"start":{"line":515,"column":28},"end":{"line":517,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿AssignmentExpression
8574¿Identifier¿¿9273¿agentTask¿¿¿{"start":{"line":515,"column":28},"end":{"line":517,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8575¿Literal¿string¿9273¿¿'assist with this phase'¿¿{"start":{"line":517,"column":14},"end":{"line":517,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
8576¿BlockStatement¿¿9273¿¿¿¿¿¿BlockStatement
8577¿VariableDeclarator¿¿9273¿v940¿¿¿{"start":{"line":518,"column":36},"end":{"line":518,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8578¿CallExpression¿¿9273¿¿¿¿{"start":{"line":518,"column":36},"end":{"line":518,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
8579¿MemberExpression¿¿9273¿¿¿¿{"start":{"line":518,"column":36},"end":{"line":518,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
8580¿ThisExpression¿¿9273¿¿¿¿{"start":{"line":518,"column":36},"end":{"line":518,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ThisExpression
8581¿Identifier¿¿9273¿escapeTemplate¿¿¿{"start":{"line":518,"column":41},"end":{"line":518,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8582¿Identifier¿¿9273¿agent¿¿¿{"start":{"line":518,"column":56},"end":{"line":518,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8583¿VariableDeclarator¿¿9273¿v941¿¿¿{"start":{"line":518,"column":69},"end":{"line":518,"column":99},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8584¿CallExpression¿¿9273¿¿¿¿{"start":{"line":518,"column":69},"end":{"line":518,"column":99},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
8585¿MemberExpression¿¿9273¿¿¿¿{"start":{"line":518,"column":69},"end":{"line":518,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
8586¿ThisExpression¿¿9273¿¿¿¿{"start":{"line":518,"column":69},"end":{"line":518,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ThisExpression
8587¿Identifier¿¿9273¿escapeTemplate¿¿¿{"start":{"line":518,"column":74},"end":{"line":518,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8588¿Identifier¿¿9273¿agentTask¿¿¿{"start":{"line":518,"column":89},"end":{"line":518,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8589¿ExpressionStatement¿¿9273¿¿¿¿{"start":{"line":518,"column":10},"end":{"line":518,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
8590¿AssignmentExpression¿+=¿9273¿¿¿¿{"start":{"line":518,"column":10},"end":{"line":518,"column":103},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿AssignmentExpression
8591¿Identifier¿¿9273¿phasesSection¿¿¿{"start":{"line":518,"column":10},"end":{"line":518,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8592¿TemplateLiteral¿¿9273¿¿¿¿{"start":{"line":518,"column":27},"end":{"line":518,"column":103},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿TemplateLiteral
8593¿Identifier¿¿9273¿v940¿¿¿¿¿Identifier
8594¿Identifier¿¿9273¿v941¿¿¿¿¿Identifier
8595¿BlockStatement¿¿9273¿¿¿¿{"start":{"line":514,"column":38},"end":{"line":519,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿BlockStatement
8596¿VariableDeclarator¿¿9269¿v943¿¿¿{"start":{"line":514,"column":8},"end":{"line":519,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8597¿CallExpression¿¿9269¿¿¿¿{"start":{"line":514,"column":8},"end":{"line":519,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
8598¿MemberExpression¿¿9269¿¿¿¿{"start":{"line":514,"column":8},"end":{"line":514,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
8599¿Identifier¿¿9269¿v933¿¿¿¿¿Identifier
8600¿Identifier¿¿9269¿forEach¿¿¿{"start":{"line":514,"column":21},"end":{"line":514,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8601¿Identifier¿¿9269¿v942¿¿¿¿¿Identifier
8602¿ExpressionStatement¿¿9269¿¿¿¿{"start":{"line":514,"column":8},"end":{"line":519,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
8603¿Identifier¿¿9269¿v943¿¿¿¿¿Identifier
8604¿BlockStatement¿¿9269¿¿¿¿{"start":{"line":512,"column":51},"end":{"line":520,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿BlockStatement
8605¿ExpressionStatement¿¿9269¿¿¿¿{"start":{"line":522,"column":6},"end":{"line":522,"column":115},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
8606¿AssignmentExpression¿+=¿9269¿¿¿¿{"start":{"line":522,"column":6},"end":{"line":522,"column":114},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿AssignmentExpression
8607¿Identifier¿¿9269¿phasesSection¿¿¿{"start":{"line":522,"column":6},"end":{"line":522,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8608¿Literal¿string¿9269¿¿'\n**Session Update Required**: Update context session after completing this phase with:\n'¿¿{"start":{"line":522,"column":23},"end":{"line":522,"column":114},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
8609¿ExpressionStatement¿¿9269¿¿¿¿{"start":{"line":523,"column":6},"end":{"line":523,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
8610¿AssignmentExpression¿+=¿9269¿¿¿¿{"start":{"line":523,"column":6},"end":{"line":523,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿AssignmentExpression
8611¿Identifier¿¿9269¿phasesSection¿¿¿{"start":{"line":523,"column":6},"end":{"line":523,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8612¿Literal¿string¿9269¿¿'- Completed tasks\n'¿¿{"start":{"line":523,"column":23},"end":{"line":523,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
8613¿ExpressionStatement¿¿9269¿¿¿¿{"start":{"line":524,"column":6},"end":{"line":524,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
8614¿AssignmentExpression¿+=¿9269¿¿¿¿{"start":{"line":524,"column":6},"end":{"line":524,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿AssignmentExpression
8615¿Identifier¿¿9269¿phasesSection¿¿¿{"start":{"line":524,"column":6},"end":{"line":524,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8616¿Literal¿string¿9269¿¿'- Files modified\n'¿¿{"start":{"line":524,"column":23},"end":{"line":524,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
8617¿ExpressionStatement¿¿9269¿¿¿¿{"start":{"line":525,"column":6},"end":{"line":525,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
8618¿AssignmentExpression¿+=¿9269¿¿¿¿{"start":{"line":525,"column":6},"end":{"line":525,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿AssignmentExpression
8619¿Identifier¿¿9269¿phasesSection¿¿¿{"start":{"line":525,"column":6},"end":{"line":525,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8620¿Literal¿string¿9269¿¿'- Discoveries made\n'¿¿{"start":{"line":525,"column":23},"end":{"line":525,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
8621¿ExpressionStatement¿¿9269¿¿¿¿{"start":{"line":526,"column":6},"end":{"line":526,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
8622¿AssignmentExpression¿+=¿9269¿¿¿¿{"start":{"line":526,"column":6},"end":{"line":526,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿AssignmentExpression
8623¿Identifier¿¿9269¿phasesSection¿¿¿{"start":{"line":526,"column":6},"end":{"line":526,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8624¿Literal¿string¿9269¿¿'- Any blockers encountered\n\n'¿¿{"start":{"line":526,"column":23},"end":{"line":526,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
8625¿BlockStatement¿¿9269¿¿¿¿{"start":{"line":504,"column":41},"end":{"line":527,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿BlockStatement
8626¿VariableDeclarator¿¿9260¿v945¿¿¿{"start":{"line":504,"column":4},"end":{"line":527,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8627¿CallExpression¿¿9260¿¿¿¿{"start":{"line":504,"column":4},"end":{"line":527,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
8628¿MemberExpression¿¿9260¿¿¿¿{"start":{"line":504,"column":4},"end":{"line":504,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
8629¿Identifier¿¿9260¿v918¿¿¿¿¿Identifier
8630¿Identifier¿¿9260¿forEach¿¿¿{"start":{"line":504,"column":15},"end":{"line":504,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8631¿Identifier¿¿9260¿v944¿¿¿¿¿Identifier
8632¿ExpressionStatement¿¿9260¿¿¿¿{"start":{"line":504,"column":4},"end":{"line":527,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
8633¿Identifier¿¿9260¿v945¿¿¿¿¿Identifier
8634¿ExpressionStatement¿¿9260¿¿¿¿{"start":{"line":528,"column":4},"end":{"line":528,"column":116},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
8635¿AssignmentExpression¿=¿9260¿¿¿¿{"start":{"line":528,"column":4},"end":{"line":528,"column":115},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿AssignmentExpression
8636¿Identifier¿¿9260¿template¿¿¿{"start":{"line":528,"column":4},"end":{"line":528,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8637¿CallExpression¿¿9260¿¿¿¿{"start":{"line":528,"column":15},"end":{"line":528,"column":115},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
8638¿MemberExpression¿¿9260¿¿¿¿{"start":{"line":528,"column":15},"end":{"line":528,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
8639¿Identifier¿¿9260¿template¿¿¿{"start":{"line":528,"column":15},"end":{"line":528,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8640¿Identifier¿¿9260¿replace¿¿¿{"start":{"line":528,"column":24},"end":{"line":528,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8641¿Literal¿object¿9260¿¿/\$\{#foreach lop\.phases as phase index\}[\s\S]*?\$\{\/foreach\}/g¿¿{"start":{"line":528,"column":32},"end":{"line":528,"column":99},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
8642¿Identifier¿¿9260¿phasesSection¿¿¿{"start":{"line":528,"column":101},"end":{"line":528,"column":114},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8643¿VariableDeclarator¿¿9260¿criteriaSection¿¿¿{"start":{"line":531,"column":8},"end":{"line":531,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8644¿Literal¿string¿9260¿¿''¿¿{"start":{"line":531,"column":26},"end":{"line":531,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Literal
8645¿VariableDeclarator¿¿9260¿v946¿¿¿{"start":{"line":532,"column":4},"end":{"line":532,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8646¿MemberExpression¿¿9260¿¿¿¿{"start":{"line":532,"column":4},"end":{"line":532,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
8647¿Identifier¿¿9260¿lop¿¿¿{"start":{"line":532,"column":4},"end":{"line":532,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8648¿Identifier¿¿9260¿verification¿¿¿{"start":{"line":532,"column":8},"end":{"line":532,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8649¿VariableDeclarator¿¿9260¿v947¿¿¿{"start":{"line":532,"column":4},"end":{"line":532,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8650¿MemberExpression¿¿9260¿¿¿¿{"start":{"line":532,"column":4},"end":{"line":532,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
8651¿Identifier¿¿9260¿v946¿¿¿¿¿Identifier
8652¿Identifier¿¿9260¿criteria¿¿¿{"start":{"line":532,"column":21},"end":{"line":532,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8653¿VariableDeclarator¿¿9260¿v949¿¿¿{"start":{"line":532,"column":38},"end":{"line":534,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8654¿ArrowFunctionExpression¿¿9260¿¿¿¿{"start":{"line":532,"column":38},"end":{"line":534,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ArrowFunctionExpression
8655¿Identifier¿¿0¿criterion¿¿¿{"start":{"line":532,"column":38},"end":{"line":532,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8656¿VariableDeclarator¿¿9277¿v948¿¿¿{"start":{"line":533,"column":30},"end":{"line":533,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8657¿CallExpression¿¿9277¿¿¿¿{"start":{"line":533,"column":30},"end":{"line":533,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
8658¿MemberExpression¿¿9277¿¿¿¿{"start":{"line":533,"column":30},"end":{"line":533,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
8659¿ThisExpression¿¿9277¿¿¿¿{"start":{"line":533,"column":30},"end":{"line":533,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ThisExpression
8660¿Identifier¿¿9277¿escapeTemplate¿¿¿{"start":{"line":533,"column":35},"end":{"line":533,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8661¿Identifier¿¿9277¿criterion¿¿¿{"start":{"line":533,"column":50},"end":{"line":533,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8662¿ExpressionStatement¿¿9277¿¿¿¿{"start":{"line":533,"column":6},"end":{"line":533,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
8663¿AssignmentExpression¿+=¿9277¿¿¿¿{"start":{"line":533,"column":6},"end":{"line":533,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿AssignmentExpression
8664¿Identifier¿¿9277¿criteriaSection¿¿¿{"start":{"line":533,"column":6},"end":{"line":533,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8665¿TemplateLiteral¿¿9277¿¿¿¿{"start":{"line":533,"column":25},"end":{"line":533,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿TemplateLiteral
8666¿Identifier¿¿9277¿v948¿¿¿¿¿Identifier
8667¿BlockStatement¿¿9277¿¿¿¿{"start":{"line":532,"column":51},"end":{"line":534,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿BlockStatement
8668¿VariableDeclarator¿¿9260¿v950¿¿¿{"start":{"line":532,"column":4},"end":{"line":534,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿VariableDeclarator
8669¿CallExpression¿¿9260¿¿¿¿{"start":{"line":532,"column":4},"end":{"line":534,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿CallExpression
8670¿MemberExpression¿¿9260¿¿¿¿{"start":{"line":532,"column":4},"end":{"line":532,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿MemberExpression
8671¿Identifier¿¿9260¿v947¿¿¿¿¿Identifier
8672¿Identifier¿¿9260¿forEach¿¿¿{"start":{"line":532,"column":30},"end":{"line":532,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿Identifier
8673¿Identifier¿¿9260¿v949¿¿¿¿¿Identifier
8674¿ExpressionStatement¿¿9260¿¿¿¿{"start":{"line":532,"column":4},"end":{"line":534,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
8675¿Identifier¿¿9260¿v950¿¿¿¿¿Identifier
8676¿ExpressionStatement¿¿9260¿¿¿¿{"start":{"line":535,"column":4},"end":{"line":535,"column":132},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿ExpressionStatement
8677¿AssignmentExpression¿=¿9260¿¿¿¿{"start":{"line":535,"column":4},"end":{"line":535,"column":131},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/multi-agent-claude/index.js"}¿¿AssignmentExpression
