Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
843¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":195,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Program
1224¿VariableDeclarator¿exported¿1462¿shellCommand¿¿¿{"start":{"line":139,"column":0},"end":{"line":151,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1225¿FunctionExpression¿¿1462¿anon¿¿¿{"start":{"line":139,"column":0},"end":{"line":151,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿FunctionExpression
1226¿Identifier¿¿0¿cwd¿¿¿{"start":{"line":139,"column":22},"end":{"line":139,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1227¿Identifier¿¿0¿command¿¿¿{"start":{"line":139,"column":27},"end":{"line":139,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1228¿Identifier¿¿0¿args¿¿¿{"start":{"line":139,"column":36},"end":{"line":139,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1229¿AssignmentPattern¿¿0¿¿¿¿{"start":{"line":139,"column":42},"end":{"line":139,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿AssignmentPattern
1230¿VariableDeclarator¿¿1477¿v97¿¿¿{"start":{"line":142,"column":11},"end":{"line":142,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1231¿IfStatement¿¿1477¿¿¿¿{"start":{"line":142,"column":11},"end":{"line":142,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿IfStatement
1232¿Identifier¿¿1477¿captureOutput¿¿¿{"start":{"line":142,"column":11},"end":{"line":142,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1233¿ExpressionStatement¿¿1477¿¿¿¿{"start":{"line":142,"column":11},"end":{"line":142,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ExpressionStatement
1234¿AssignmentExpression¿=¿1477¿¿¿¿{"start":{"line":142,"column":11},"end":{"line":142,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿AssignmentExpression
1235¿Identifier¿¿1477¿v97¿¿¿¿¿Identifier
1236¿Literal¿string¿1477¿¿'pipe'¿¿{"start":{"line":142,"column":27},"end":{"line":142,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1237¿BlockStatement¿¿1477¿¿¿¿¿¿BlockStatement
1238¿ExpressionStatement¿¿1477¿¿¿¿{"start":{"line":142,"column":11},"end":{"line":142,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ExpressionStatement
1239¿AssignmentExpression¿=¿1477¿¿¿¿{"start":{"line":142,"column":11},"end":{"line":142,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿AssignmentExpression
1240¿Identifier¿¿1477¿v97¿¿¿¿¿Identifier
1241¿Literal¿string¿1477¿¿'inherit'¿¿{"start":{"line":142,"column":36},"end":{"line":142,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1242¿BlockStatement¿¿1477¿¿¿¿¿¿BlockStatement
1243¿VariableDeclarator¿¿1477¿v98¿¿¿{"start":{"line":140,"column":55},"end":{"line":144,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1244¿ObjectExpression¿¿1477¿¿¿¿{"start":{"line":140,"column":55},"end":{"line":144,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ObjectExpression
1245¿Property¿¿1477¿¿¿¿{"start":{"line":141,"column":4},"end":{"line":141,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Property
1246¿Identifier¿¿1477¿cwd¿¿¿{"start":{"line":141,"column":4},"end":{"line":141,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1247¿Identifier¿¿1477¿cwd¿¿¿{"start":{"line":141,"column":4},"end":{"line":141,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1248¿Property¿¿1477¿¿¿¿{"start":{"line":142,"column":4},"end":{"line":142,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Property
1249¿Identifier¿¿1477¿stdio¿¿¿{"start":{"line":142,"column":4},"end":{"line":142,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1250¿Identifier¿¿1477¿v97¿¿¿¿¿Identifier
1251¿Property¿¿1477¿¿¿¿{"start":{"line":143,"column":4},"end":{"line":143,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Property
1252¿Identifier¿¿1477¿shell¿¿¿{"start":{"line":143,"column":4},"end":{"line":143,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1253¿Literal¿boolean¿1477¿¿false¿¿{"start":{"line":143,"column":11},"end":{"line":143,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1254¿VariableDeclarator¿¿1477¿result¿¿¿{"start":{"line":140,"column":8},"end":{"line":144,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1255¿CallExpression¿¿1477¿¿¿¿{"start":{"line":140,"column":17},"end":{"line":144,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿CallExpression
1256¿MemberExpression¿¿1477¿¿¿¿{"start":{"line":140,"column":17},"end":{"line":140,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1257¿Identifier¿¿1477¿childProcess¿¿¿{"start":{"line":140,"column":17},"end":{"line":140,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1258¿Identifier¿¿1477¿spawnSync¿¿¿{"start":{"line":140,"column":30},"end":{"line":140,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1259¿Identifier¿¿1477¿command¿¿¿{"start":{"line":140,"column":40},"end":{"line":140,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1260¿Identifier¿¿1477¿args¿¿¿{"start":{"line":140,"column":49},"end":{"line":140,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1261¿Identifier¿¿1477¿v98¿¿¿¿¿Identifier
1262¿IfStatement¿¿1477¿¿¿¿{"start":{"line":146,"column":2},"end":{"line":150,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿IfStatement
1263¿Identifier¿¿1477¿captureOutput¿¿¿{"start":{"line":146,"column":6},"end":{"line":146,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1264¿VariableDeclarator¿¿1477¿stderr¿¿¿{"start":{"line":147,"column":10},"end":{"line":147,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1265¿VariableDeclarator¿¿1477¿v99¿¿¿{"start":{"line":147,"column":19},"end":{"line":147,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1266¿MemberExpression¿¿1477¿¿¿¿{"start":{"line":147,"column":19},"end":{"line":147,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1267¿Identifier¿¿1477¿result¿¿¿{"start":{"line":147,"column":19},"end":{"line":147,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1268¿Identifier¿¿1477¿stderr¿¿¿{"start":{"line":147,"column":26},"end":{"line":147,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1269¿VariableDeclarator¿¿1477¿v100¿¿¿{"start":{"line":147,"column":35},"end":{"line":147,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1270¿MemberExpression¿¿1477¿¿¿¿{"start":{"line":147,"column":35},"end":{"line":147,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1271¿Identifier¿¿1477¿result¿¿¿{"start":{"line":147,"column":35},"end":{"line":147,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1272¿Identifier¿¿1477¿stderr¿¿¿{"start":{"line":147,"column":42},"end":{"line":147,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1273¿VariableDeclarator¿¿1477¿v101¿¿¿{"start":{"line":147,"column":35},"end":{"line":147,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1274¿CallExpression¿¿1477¿¿¿¿{"start":{"line":147,"column":35},"end":{"line":147,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿CallExpression
1275¿MemberExpression¿¿1477¿¿¿¿{"start":{"line":147,"column":35},"end":{"line":147,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1276¿Identifier¿¿1477¿v100¿¿¿¿¿Identifier
1277¿Identifier¿¿1477¿toString¿¿¿{"start":{"line":147,"column":49},"end":{"line":147,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1278¿IfStatement¿¿1477¿¿¿¿{"start":{"line":147,"column":19},"end":{"line":147,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿IfStatement
1279¿Identifier¿¿1477¿v99¿¿¿¿¿Identifier
1280¿ExpressionStatement¿¿1477¿¿¿¿{"start":{"line":147,"column":19},"end":{"line":147,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ExpressionStatement
1281¿AssignmentExpression¿=¿1477¿¿¿¿{"start":{"line":147,"column":19},"end":{"line":147,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿AssignmentExpression
1282¿Identifier¿¿1477¿stderr¿¿¿{"start":{"line":147,"column":19},"end":{"line":147,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1283¿Identifier¿¿1477¿v101¿¿¿¿¿Identifier
1284¿BlockStatement¿¿1477¿¿¿¿¿¿BlockStatement
1285¿ExpressionStatement¿¿1477¿¿¿¿{"start":{"line":147,"column":19},"end":{"line":147,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ExpressionStatement
1286¿AssignmentExpression¿=¿1477¿¿¿¿{"start":{"line":147,"column":19},"end":{"line":147,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿AssignmentExpression
1287¿Identifier¿¿1477¿stderr¿¿¿{"start":{"line":147,"column":19},"end":{"line":147,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1288¿Literal¿string¿1477¿¿''¿¿{"start":{"line":147,"column":62},"end":{"line":147,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1289¿BlockStatement¿¿1477¿¿¿¿¿¿BlockStatement
1290¿VariableDeclarator¿¿1477¿stdout¿¿¿{"start":{"line":148,"column":10},"end":{"line":148,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1291¿VariableDeclarator¿¿1477¿v102¿¿¿{"start":{"line":148,"column":19},"end":{"line":148,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1292¿MemberExpression¿¿1477¿¿¿¿{"start":{"line":148,"column":19},"end":{"line":148,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1293¿Identifier¿¿1477¿result¿¿¿{"start":{"line":148,"column":19},"end":{"line":148,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1294¿Identifier¿¿1477¿stdout¿¿¿{"start":{"line":148,"column":26},"end":{"line":148,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1295¿VariableDeclarator¿¿1477¿v103¿¿¿{"start":{"line":148,"column":35},"end":{"line":148,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1296¿MemberExpression¿¿1477¿¿¿¿{"start":{"line":148,"column":35},"end":{"line":148,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1297¿Identifier¿¿1477¿result¿¿¿{"start":{"line":148,"column":35},"end":{"line":148,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1298¿Identifier¿¿1477¿stdout¿¿¿{"start":{"line":148,"column":42},"end":{"line":148,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1299¿VariableDeclarator¿¿1477¿v104¿¿¿{"start":{"line":148,"column":35},"end":{"line":148,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1300¿CallExpression¿¿1477¿¿¿¿{"start":{"line":148,"column":35},"end":{"line":148,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿CallExpression
1301¿MemberExpression¿¿1477¿¿¿¿{"start":{"line":148,"column":35},"end":{"line":148,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1302¿Identifier¿¿1477¿v103¿¿¿¿¿Identifier
1303¿Identifier¿¿1477¿toString¿¿¿{"start":{"line":148,"column":49},"end":{"line":148,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1304¿IfStatement¿¿1477¿¿¿¿{"start":{"line":148,"column":19},"end":{"line":148,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿IfStatement
1305¿Identifier¿¿1477¿v102¿¿¿¿¿Identifier
1306¿ExpressionStatement¿¿1477¿¿¿¿{"start":{"line":148,"column":19},"end":{"line":148,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ExpressionStatement
1307¿AssignmentExpression¿=¿1477¿¿¿¿{"start":{"line":148,"column":19},"end":{"line":148,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿AssignmentExpression
1308¿Identifier¿¿1477¿stdout¿¿¿{"start":{"line":148,"column":19},"end":{"line":148,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1309¿Identifier¿¿1477¿v104¿¿¿¿¿Identifier
1310¿BlockStatement¿¿1477¿¿¿¿¿¿BlockStatement
1311¿ExpressionStatement¿¿1477¿¿¿¿{"start":{"line":148,"column":19},"end":{"line":148,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ExpressionStatement
1312¿AssignmentExpression¿=¿1477¿¿¿¿{"start":{"line":148,"column":19},"end":{"line":148,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿AssignmentExpression
1313¿Identifier¿¿1477¿stdout¿¿¿{"start":{"line":148,"column":19},"end":{"line":148,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1314¿Literal¿string¿1477¿¿''¿¿{"start":{"line":148,"column":62},"end":{"line":148,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Literal
1315¿BlockStatement¿¿1477¿¿¿¿¿¿BlockStatement
1316¿VariableDeclarator¿¿1477¿v105¿¿¿{"start":{"line":149,"column":11},"end":{"line":149,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1317¿MemberExpression¿¿1477¿¿¿¿{"start":{"line":149,"column":11},"end":{"line":149,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1318¿Identifier¿¿1477¿stdout¿¿¿{"start":{"line":149,"column":11},"end":{"line":149,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1319¿Identifier¿¿1477¿length¿¿¿{"start":{"line":149,"column":18},"end":{"line":149,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1320¿VariableDeclarator¿¿1477¿v106¿¿¿{"start":{"line":149,"column":27},"end":{"line":149,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1321¿CallExpression¿¿1477¿¿¿¿{"start":{"line":149,"column":27},"end":{"line":149,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿CallExpression
1322¿MemberExpression¿¿1477¿¿¿¿{"start":{"line":149,"column":27},"end":{"line":149,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1323¿Identifier¿¿1477¿stdout¿¿¿{"start":{"line":149,"column":27},"end":{"line":149,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1324¿Identifier¿¿1477¿trim¿¿¿{"start":{"line":149,"column":34},"end":{"line":149,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1325¿VariableDeclarator¿¿1477¿v107¿¿¿{"start":{"line":149,"column":43},"end":{"line":149,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1326¿CallExpression¿¿1477¿¿¿¿{"start":{"line":149,"column":43},"end":{"line":149,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿CallExpression
1327¿MemberExpression¿¿1477¿¿¿¿{"start":{"line":149,"column":43},"end":{"line":149,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1328¿Identifier¿¿1477¿stderr¿¿¿{"start":{"line":149,"column":43},"end":{"line":149,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1329¿Identifier¿¿1477¿trim¿¿¿{"start":{"line":149,"column":50},"end":{"line":149,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1330¿VariableDeclarator¿¿1477¿v108¿¿¿{"start":{"line":149,"column":11},"end":{"line":149,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1331¿IfStatement¿¿1477¿¿¿¿{"start":{"line":149,"column":11},"end":{"line":149,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿IfStatement
1332¿Identifier¿¿1477¿v105¿¿¿¿¿Identifier
1333¿ExpressionStatement¿¿1477¿¿¿¿{"start":{"line":149,"column":11},"end":{"line":149,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ExpressionStatement
1334¿AssignmentExpression¿=¿1477¿¿¿¿{"start":{"line":149,"column":11},"end":{"line":149,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿AssignmentExpression
1335¿Identifier¿¿1477¿v108¿¿¿¿¿Identifier
1336¿Identifier¿¿1477¿v106¿¿¿¿¿Identifier
1337¿BlockStatement¿¿1477¿¿¿¿¿¿BlockStatement
1338¿ExpressionStatement¿¿1477¿¿¿¿{"start":{"line":149,"column":11},"end":{"line":149,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ExpressionStatement
1339¿AssignmentExpression¿=¿1477¿¿¿¿{"start":{"line":149,"column":11},"end":{"line":149,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿AssignmentExpression
1340¿Identifier¿¿1477¿v108¿¿¿¿¿Identifier
1341¿Identifier¿¿1477¿v107¿¿¿¿¿Identifier
1342¿BlockStatement¿¿1477¿¿¿¿¿¿BlockStatement
1343¿ReturnStatement¿¿1477¿¿¿¿{"start":{"line":149,"column":4},"end":{"line":149,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿ReturnStatement
1344¿Identifier¿¿1477¿v108¿¿¿¿¿Identifier
1345¿BlockStatement¿¿1477¿¿¿¿{"start":{"line":146,"column":21},"end":{"line":150,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿BlockStatement
1346¿BlockStatement¿¿1477¿¿¿¿{"start":{"line":139,"column":65},"end":{"line":151,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿BlockStatement
1347¿VariableDeclarator¿exported¿1462¿wpCommand¿¿¿{"start":{"line":159,"column":0},"end":{"line":195,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1348¿FunctionExpression¿¿1462¿anon¿¿¿{"start":{"line":159,"column":0},"end":{"line":195,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿FunctionExpression
1349¿Identifier¿¿0¿commandArgs¿¿¿{"start":{"line":159,"column":19},"end":{"line":159,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1350¿AssignmentPattern¿¿0¿¿¿¿{"start":{"line":159,"column":32},"end":{"line":159,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿AssignmentPattern
1351¿VariableDeclarator¿¿1484¿currentSiteName¿¿¿{"start":{"line":160,"column":8},"end":{"line":160,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1352¿MemberExpression¿¿1484¿¿¿¿{"start":{"line":160,"column":26},"end":{"line":160,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿MemberExpression
1353¿Identifier¿¿1484¿environment¿¿¿{"start":{"line":160,"column":26},"end":{"line":160,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1354¿Identifier¿¿1484¿currentSiteName¿¿¿{"start":{"line":160,"column":38},"end":{"line":160,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿Identifier
1355¿VariableDeclarator¿¿1484¿v109¿¿¿{"start":{"line":162,"column":6},"end":{"line":162,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿VariableDeclarator
1356¿UnaryExpression¿!¿1484¿¿¿¿{"start":{"line":162,"column":6},"end":{"line":162,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/Pilothouse/commands.js"}¿¿UnaryExpression
