Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
810¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":107,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Program
1162¿MemberExpression¿¿1426¿¿¿¿{"start":{"line":76,"column":73},"end":{"line":76,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1163¿Identifier¿¿1426¿file¿¿¿{"start":{"line":76,"column":73},"end":{"line":76,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1164¿Identifier¿¿1426¿name¿¿¿{"start":{"line":76,"column":78},"end":{"line":76,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1165¿VariableDeclarator¿¿1426¿desired_file_path¿¿¿{"start":{"line":76,"column":10},"end":{"line":76,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1166¿CallExpression¿¿1426¿¿¿¿{"start":{"line":76,"column":30},"end":{"line":76,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1167¿MemberExpression¿¿1426¿¿¿¿{"start":{"line":76,"column":30},"end":{"line":76,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1168¿Identifier¿¿1426¿path¿¿¿{"start":{"line":76,"column":30},"end":{"line":76,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1169¿Identifier¿¿1426¿join¿¿¿{"start":{"line":76,"column":35},"end":{"line":76,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1170¿Identifier¿¿1426¿v129¿¿¿¿¿Identifier
1171¿Identifier¿¿1426¿v130¿¿¿¿¿Identifier
1172¿VariableDeclarator¿¿1426¿v131¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1173¿CallExpression¿¿1426¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1174¿MemberExpression¿¿1426¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1175¿Identifier¿¿1426¿console¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1176¿Identifier¿¿1426¿log¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1177¿Literal¿string¿1426¿¿'Checking file extension and MIME type.'¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Literal
1178¿ExpressionStatement¿¿1426¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1179¿Identifier¿¿1426¿v131¿¿¿¿¿Identifier
1180¿VariableDeclarator¿¿1426¿v132¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1181¿MemberExpression¿¿1426¿¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1182¿Identifier¿¿1426¿file¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1183¿Identifier¿¿1426¿name¿¿¿{"start":{"line":79,"column":13},"end":{"line":79,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1184¿VariableDeclarator¿¿1426¿v133¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1185¿CallExpression¿¿1426¿¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1186¿MemberExpression¿¿1426¿¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1187¿Identifier¿¿1426¿v132¿¿¿¿¿Identifier
1188¿Identifier¿¿1426¿endsWith¿¿¿{"start":{"line":79,"column":18},"end":{"line":79,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1189¿Literal¿string¿1426¿¿'.jpg'¿¿{"start":{"line":79,"column":27},"end":{"line":79,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Literal
1190¿VariableDeclarator¿¿1426¿v134¿¿¿{"start":{"line":79,"column":38},"end":{"line":79,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1191¿MemberExpression¿¿1426¿¿¿¿{"start":{"line":79,"column":38},"end":{"line":79,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1192¿Identifier¿¿1426¿file¿¿¿{"start":{"line":79,"column":38},"end":{"line":79,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1193¿Identifier¿¿1426¿mimetype¿¿¿{"start":{"line":79,"column":43},"end":{"line":79,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1194¿VariableDeclarator¿¿1426¿v135¿¿¿{"start":{"line":79,"column":38},"end":{"line":79,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1195¿BinaryExpression¿===¿1426¿¿¿¿{"start":{"line":79,"column":38},"end":{"line":79,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿BinaryExpression
1196¿Identifier¿¿1426¿v134¿¿¿¿¿Identifier
1197¿Literal¿string¿1426¿¿'image/jpeg'¿¿{"start":{"line":79,"column":56},"end":{"line":79,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Literal
1198¿VariableDeclarator¿¿1426¿v136¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1199¿LogicalExpression¿&&¿1426¿¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿LogicalExpression
1200¿Identifier¿¿1426¿v133¿¿¿¿¿Identifier
1201¿Identifier¿¿1426¿v135¿¿¿¿¿Identifier
1202¿IfStatement¿¿1426¿¿¿¿{"start":{"line":79,"column":4},"end":{"line":102,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿IfStatement
1203¿Identifier¿¿1426¿v136¿¿¿¿¿Identifier
1204¿VariableDeclarator¿¿1426¿v137¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1205¿CallExpression¿¿1426¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1206¿MemberExpression¿¿1426¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1207¿Identifier¿¿1426¿console¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1208¿Identifier¿¿1426¿log¿¿¿{"start":{"line":80,"column":16},"end":{"line":80,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1209¿Literal¿string¿1426¿¿'Checking file contents with file command.'¿¿{"start":{"line":80,"column":20},"end":{"line":80,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Literal
1210¿ExpressionStatement¿¿1426¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1211¿Identifier¿¿1426¿v137¿¿¿¿¿Identifier
1212¿VariableDeclarator¿¿1426¿v138¿¿¿{"start":{"line":81,"column":40},"end":{"line":81,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1213¿MemberExpression¿¿1426¿¿¿¿{"start":{"line":81,"column":40},"end":{"line":81,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1214¿Identifier¿¿1426¿file¿¿¿{"start":{"line":81,"column":40},"end":{"line":81,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1215¿Identifier¿¿1426¿tempFilePath¿¿¿{"start":{"line":81,"column":45},"end":{"line":81,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1216¿VariableDeclarator¿¿1426¿v139¿¿¿{"start":{"line":81,"column":32},"end":{"line":81,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1217¿TemplateLiteral¿¿1426¿¿¿¿{"start":{"line":81,"column":32},"end":{"line":81,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿TemplateLiteral
1218¿Identifier¿¿1426¿v138¿¿¿¿¿Identifier
1219¿VariableDeclarator¿¿1426¿stdout¿¿¿{"start":{"line":81,"column":14},"end":{"line":81,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1220¿CallExpression¿¿1426¿¿¿¿{"start":{"line":81,"column":23},"end":{"line":81,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1221¿Identifier¿¿1426¿execSync¿¿¿{"start":{"line":81,"column":23},"end":{"line":81,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1222¿Identifier¿¿1426¿v139¿¿¿¿¿Identifier
1223¿VariableDeclarator¿¿1426¿v140¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1224¿CallExpression¿¿1426¿¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1225¿MemberExpression¿¿1426¿¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1226¿Identifier¿¿1426¿stdout¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1227¿Identifier¿¿1426¿includes¿¿¿{"start":{"line":82,"column":19},"end":{"line":82,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1228¿Literal¿string¿1426¿¿'JPEG'¿¿{"start":{"line":82,"column":28},"end":{"line":82,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Literal
1229¿IfStatement¿¿1426¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":101,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿IfStatement
1230¿Identifier¿¿1426¿v140¿¿¿¿¿Identifier
1231¿VariableDeclarator¿¿1426¿v163¿¿¿{"start":{"line":84,"column":39},"end":{"line":100,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1232¿ArrowFunctionExpression¿¿1426¿¿¿¿{"start":{"line":84,"column":39},"end":{"line":100,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ArrowFunctionExpression
1233¿Identifier¿¿0¿error¿¿¿{"start":{"line":84,"column":40},"end":{"line":84,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1234¿IfStatement¿¿1428¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":89,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿IfStatement
1235¿Identifier¿¿1428¿error¿¿¿{"start":{"line":85,"column":20},"end":{"line":85,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1236¿VariableDeclarator¿¿1428¿v141¿¿¿{"start":{"line":86,"column":34},"end":{"line":86,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1237¿TemplateLiteral¿¿1428¿¿¿¿{"start":{"line":86,"column":34},"end":{"line":86,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿TemplateLiteral
1238¿Identifier¿¿1428¿error¿¿¿{"start":{"line":86,"column":66},"end":{"line":86,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1239¿VariableDeclarator¿¿1428¿v142¿¿¿{"start":{"line":86,"column":20},"end":{"line":86,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1240¿CallExpression¿¿1428¿¿¿¿{"start":{"line":86,"column":20},"end":{"line":86,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1241¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":86,"column":20},"end":{"line":86,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1242¿Identifier¿¿1428¿response¿¿¿{"start":{"line":86,"column":20},"end":{"line":86,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1243¿Identifier¿¿1428¿send¿¿¿{"start":{"line":86,"column":29},"end":{"line":86,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1244¿Identifier¿¿1428¿v141¿¿¿¿¿Identifier
1245¿ExpressionStatement¿¿1428¿¿¿¿{"start":{"line":86,"column":20},"end":{"line":86,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1246¿Identifier¿¿1428¿v142¿¿¿¿¿Identifier
1247¿VariableDeclarator¿¿1428¿v143¿¿¿{"start":{"line":87,"column":20},"end":{"line":87,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1248¿CallExpression¿¿1428¿¿¿¿{"start":{"line":87,"column":20},"end":{"line":87,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1249¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":87,"column":20},"end":{"line":87,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1250¿Identifier¿¿1428¿response¿¿¿{"start":{"line":87,"column":20},"end":{"line":87,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1251¿Identifier¿¿1428¿end¿¿¿{"start":{"line":87,"column":29},"end":{"line":87,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1252¿ExpressionStatement¿¿1428¿¿¿¿{"start":{"line":87,"column":20},"end":{"line":87,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1253¿Identifier¿¿1428¿v143¿¿¿¿¿Identifier
1254¿ReturnStatement¿¿1428¿¿¿¿{"start":{"line":88,"column":20},"end":{"line":88,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ReturnStatement
1255¿BlockStatement¿¿1428¿¿¿¿{"start":{"line":85,"column":27},"end":{"line":89,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿BlockStatement
1256¿ExpressionStatement¿¿1428¿¿¿¿{"start":{"line":91,"column":16},"end":{"line":91,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1257¿AssignmentExpression¿=¿1428¿¿¿¿{"start":{"line":91,"column":16},"end":{"line":91,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿AssignmentExpression
1258¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":91,"column":16},"end":{"line":91,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1259¿Identifier¿¿1428¿response¿¿¿{"start":{"line":91,"column":16},"end":{"line":91,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1260¿Identifier¿¿1428¿statusCode¿¿¿{"start":{"line":91,"column":25},"end":{"line":91,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1261¿Literal¿number¿1428¿¿200¿¿{"start":{"line":91,"column":38},"end":{"line":91,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Literal
1262¿VariableDeclarator¿¿1428¿v144¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1263¿CallExpression¿¿1428¿¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
1264¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1265¿Identifier¿¿1428¿response¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1266¿Identifier¿¿1428¿setHeader¿¿¿{"start":{"line":92,"column":25},"end":{"line":92,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1267¿Literal¿string¿1428¿¿'Content-Type'¿¿{"start":{"line":92,"column":35},"end":{"line":92,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Literal
1268¿Literal¿string¿1428¿¿'text/html'¿¿{"start":{"line":92,"column":51},"end":{"line":92,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Literal
1269¿ExpressionStatement¿¿1428¿¿¿¿{"start":{"line":92,"column":16},"end":{"line":92,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿ExpressionStatement
1270¿Identifier¿¿1428¿v144¿¿¿¿¿Identifier
1271¿VariableDeclarator¿¿1428¿v145¿¿¿{"start":{"line":93,"column":45},"end":{"line":93,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1272¿MemberExpression¿¿1428¿¿¿¿{"start":{"line":93,"column":45},"end":{"line":93,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿MemberExpression
1273¿Identifier¿¿1428¿file¿¿¿{"start":{"line":93,"column":45},"end":{"line":93,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1274¿Identifier¿¿1428¿name¿¿¿{"start":{"line":93,"column":50},"end":{"line":93,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿Identifier
1275¿VariableDeclarator¿¿1428¿v146¿¿¿{"start":{"line":93,"column":31},"end":{"line":93,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1276¿TemplateLiteral¿¿1428¿¿¿¿{"start":{"line":93,"column":31},"end":{"line":93,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿TemplateLiteral
1277¿Identifier¿¿1428¿v145¿¿¿¿¿Identifier
1278¿VariableDeclarator¿¿1428¿v147¿¿¿{"start":{"line":93,"column":16},"end":{"line":93,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿VariableDeclarator
1279¿CallExpression¿¿1428¿¿¿¿{"start":{"line":93,"column":16},"end":{"line":93,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/LectureExamples_W2025/file_attacks.js"}¿¿CallExpression
