Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3673¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":586,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Program
5906¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":465,"column":13},"end":{"line":465,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5907¿Identifier¿¿6590¿args¿¿¿{"start":{"line":465,"column":13},"end":{"line":465,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5908¿Identifier¿¿6590¿options¿¿¿{"start":{"line":465,"column":18},"end":{"line":465,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5909¿VariableDeclarator¿¿6590¿v868¿¿¿{"start":{"line":465,"column":13},"end":{"line":465,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5910¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":465,"column":13},"end":{"line":465,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5911¿Identifier¿¿6590¿v867¿¿¿¿¿Identifier
5912¿Identifier¿¿6590¿file¿¿¿{"start":{"line":465,"column":26},"end":{"line":465,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5913¿IfStatement¿¿6590¿¿¿¿{"start":{"line":465,"column":9},"end":{"line":529,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿IfStatement
5914¿Identifier¿¿6590¿v868¿¿¿¿¿Identifier
5915¿VariableDeclarator¿¿6590¿v869¿¿¿{"start":{"line":467,"column":11},"end":{"line":467,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5916¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":467,"column":11},"end":{"line":467,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5917¿Identifier¿¿6590¿args¿¿¿{"start":{"line":467,"column":11},"end":{"line":467,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5918¿Identifier¿¿6590¿options¿¿¿{"start":{"line":467,"column":16},"end":{"line":467,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5919¿ExpressionStatement¿¿6590¿¿¿¿{"start":{"line":467,"column":4},"end":{"line":467,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
5920¿AssignmentExpression¿=¿6590¿¿¿¿{"start":{"line":467,"column":4},"end":{"line":467,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿AssignmentExpression
5921¿Identifier¿¿6590¿file¿¿¿{"start":{"line":467,"column":4},"end":{"line":467,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5922¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":467,"column":11},"end":{"line":467,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5923¿Identifier¿¿6590¿v869¿¿¿¿¿Identifier
5924¿Identifier¿¿6590¿file¿¿¿{"start":{"line":467,"column":24},"end":{"line":467,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5925¿VariableDeclarator¿¿6590¿v870¿¿¿{"start":{"line":468,"column":4},"end":{"line":468,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5926¿CallExpression¿¿6590¿¿¿¿{"start":{"line":468,"column":4},"end":{"line":468,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
5927¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":468,"column":4},"end":{"line":468,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5928¿Identifier¿¿6590¿console¿¿¿{"start":{"line":468,"column":4},"end":{"line":468,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5929¿Identifier¿¿6590¿log¿¿¿{"start":{"line":468,"column":12},"end":{"line":468,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5930¿Literal¿string¿6590¿¿'==> Targeting specific file'¿¿{"start":{"line":468,"column":16},"end":{"line":468,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5931¿ExpressionStatement¿¿6590¿¿¿¿{"start":{"line":468,"column":4},"end":{"line":468,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
5932¿Identifier¿¿6590¿v870¿¿¿¿¿Identifier
5933¿TryStatement¿¿6590¿¿¿¿{"start":{"line":469,"column":4},"end":{"line":481,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿TryStatement
5934¿VariableDeclarator¿¿6590¿v871¿¿¿{"start":{"line":471,"column":8},"end":{"line":472,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5935¿BinaryExpression¿+¿6590¿¿¿¿{"start":{"line":471,"column":8},"end":{"line":472,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
5936¿Literal¿string¿6590¿¿'# path='¿¿{"start":{"line":471,"column":8},"end":{"line":471,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5937¿Identifier¿¿6590¿file¿¿¿{"start":{"line":472,"column":8},"end":{"line":472,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5938¿VariableDeclarator¿¿6590¿v872¿¿¿{"start":{"line":471,"column":8},"end":{"line":473,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5939¿BinaryExpression¿+¿6590¿¿¿¿{"start":{"line":471,"column":8},"end":{"line":473,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
5940¿Identifier¿¿6590¿v871¿¿¿¿¿Identifier
5941¿Literal¿string¿6590¿¿'\n'¿¿{"start":{"line":473,"column":8},"end":{"line":473,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5942¿VariableDeclarator¿¿6590¿v873¿¿¿{"start":{"line":474,"column":8},"end":{"line":474,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5943¿CallExpression¿¿6590¿¿¿¿{"start":{"line":474,"column":8},"end":{"line":474,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
5944¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":474,"column":8},"end":{"line":474,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5945¿Identifier¿¿6590¿fs¿¿¿{"start":{"line":474,"column":8},"end":{"line":474,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5946¿Identifier¿¿6590¿readFileSync¿¿¿{"start":{"line":474,"column":11},"end":{"line":474,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5947¿Identifier¿¿6590¿file¿¿¿{"start":{"line":474,"column":24},"end":{"line":474,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5948¿Literal¿string¿6590¿¿'utf8'¿¿{"start":{"line":474,"column":30},"end":{"line":474,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5949¿VariableDeclarator¿¿6590¿v874¿¿¿{"start":{"line":474,"column":8},"end":{"line":474,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5950¿CallExpression¿¿6590¿¿¿¿{"start":{"line":474,"column":8},"end":{"line":474,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
5951¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":474,"column":8},"end":{"line":474,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5952¿Identifier¿¿6590¿v873¿¿¿¿¿Identifier
5953¿Identifier¿¿6590¿toString¿¿¿{"start":{"line":474,"column":38},"end":{"line":474,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5954¿VariableDeclarator¿¿6590¿v875¿¿¿{"start":{"line":471,"column":8},"end":{"line":474,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5955¿BinaryExpression¿+¿6590¿¿¿¿{"start":{"line":471,"column":8},"end":{"line":474,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
5956¿Identifier¿¿6590¿v872¿¿¿¿¿Identifier
5957¿Identifier¿¿6590¿v874¿¿¿¿¿Identifier
5958¿ExpressionStatement¿¿6590¿¿¿¿{"start":{"line":470,"column":6},"end":{"line":475,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
5959¿AssignmentExpression¿+=¿6590¿¿¿¿{"start":{"line":470,"column":6},"end":{"line":475,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿AssignmentExpression
5960¿Identifier¿¿6590¿upload¿¿¿{"start":{"line":470,"column":6},"end":{"line":470,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5961¿BinaryExpression¿+¿6590¿¿¿¿{"start":{"line":471,"column":8},"end":{"line":475,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
5962¿Identifier¿¿6590¿v875¿¿¿¿¿Identifier
5963¿Literal¿string¿6590¿¿'\n<<<<<< EOF\n'¿¿{"start":{"line":475,"column":8},"end":{"line":475,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5964¿VariableDeclarator¿¿6590¿v876¿¿¿{"start":{"line":476,"column":18},"end":{"line":476,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5965¿BinaryExpression¿+¿6590¿¿¿¿{"start":{"line":476,"column":18},"end":{"line":476,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
5966¿Literal¿string¿6590¿¿'    + '¿¿{"start":{"line":476,"column":18},"end":{"line":476,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5967¿Identifier¿¿6590¿file¿¿¿{"start":{"line":476,"column":29},"end":{"line":476,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5968¿VariableDeclarator¿¿6590¿v877¿¿¿{"start":{"line":476,"column":6},"end":{"line":476,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5969¿CallExpression¿¿6590¿¿¿¿{"start":{"line":476,"column":6},"end":{"line":476,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
5970¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":476,"column":6},"end":{"line":476,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5971¿Identifier¿¿6590¿console¿¿¿{"start":{"line":476,"column":6},"end":{"line":476,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5972¿Identifier¿¿6590¿log¿¿¿{"start":{"line":476,"column":14},"end":{"line":476,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5973¿Identifier¿¿6590¿v876¿¿¿¿¿Identifier
5974¿ExpressionStatement¿¿6590¿¿¿¿{"start":{"line":476,"column":6},"end":{"line":476,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
5975¿Identifier¿¿6590¿v877¿¿¿¿¿Identifier
5976¿VariableDeclarator¿¿6590¿v878¿¿¿{"start":{"line":477,"column":6},"end":{"line":477,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5977¿CallExpression¿¿6590¿¿¿¿{"start":{"line":477,"column":6},"end":{"line":477,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
5978¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":477,"column":6},"end":{"line":477,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5979¿Identifier¿¿6590¿files¿¿¿{"start":{"line":477,"column":6},"end":{"line":477,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5980¿Identifier¿¿6590¿push¿¿¿{"start":{"line":477,"column":12},"end":{"line":477,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5981¿Identifier¿¿6590¿file¿¿¿{"start":{"line":477,"column":17},"end":{"line":477,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5982¿ExpressionStatement¿¿6590¿¿¿¿{"start":{"line":477,"column":6},"end":{"line":477,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
5983¿Identifier¿¿6590¿v878¿¿¿¿¿Identifier
5984¿BlockStatement¿¿6590¿¿¿¿{"start":{"line":469,"column":8},"end":{"line":478,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BlockStatement
5985¿CatchClause¿¿6590¿¿¿¿{"start":{"line":478,"column":6},"end":{"line":481,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CatchClause
5986¿VariableDeclarator¿¿6590¿v879¿¿¿{"start":{"line":479,"column":30},"end":{"line":479,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5987¿CallExpression¿¿6590¿¿¿¿{"start":{"line":479,"column":30},"end":{"line":479,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
5988¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":479,"column":30},"end":{"line":479,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5989¿Identifier¿¿6590¿file¿¿¿{"start":{"line":479,"column":30},"end":{"line":479,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5990¿Identifier¿¿6590¿split¿¿¿{"start":{"line":479,"column":35},"end":{"line":479,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5991¿Literal¿string¿6590¿¿'/'¿¿{"start":{"line":479,"column":41},"end":{"line":479,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5992¿VariableDeclarator¿¿6590¿v880¿¿¿{"start":{"line":479,"column":30},"end":{"line":479,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5993¿CallExpression¿¿6590¿¿¿¿{"start":{"line":479,"column":30},"end":{"line":479,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
5994¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":479,"column":30},"end":{"line":479,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5995¿Identifier¿¿6590¿v879¿¿¿¿¿Identifier
5996¿Identifier¿¿6590¿pop¿¿¿{"start":{"line":479,"column":46},"end":{"line":479,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5997¿VariableDeclarator¿¿6590¿v881¿¿¿{"start":{"line":479,"column":17},"end":{"line":479,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5998¿BinaryExpression¿+¿6590¿¿¿¿{"start":{"line":479,"column":17},"end":{"line":479,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
5999¿Literal¿string¿6590¿¿'failed: '¿¿{"start":{"line":479,"column":17},"end":{"line":479,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
6000¿Identifier¿¿6590¿v880¿¿¿¿¿Identifier
6001¿VariableDeclarator¿¿6590¿v882¿¿¿{"start":{"line":479,"column":6},"end":{"line":479,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
6002¿CallExpression¿¿6590¿¿¿¿{"start":{"line":479,"column":6},"end":{"line":479,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
6003¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":479,"column":6},"end":{"line":479,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
6004¿Identifier¿¿6590¿debug¿¿¿{"start":{"line":479,"column":6},"end":{"line":479,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
6005¿Identifier¿¿6590¿push¿¿¿{"start":{"line":479,"column":12},"end":{"line":479,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
6006¿Identifier¿¿6590¿v881¿¿¿¿¿Identifier
6007¿ExpressionStatement¿¿6590¿¿¿¿{"start":{"line":479,"column":6},"end":{"line":479,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
6008¿Identifier¿¿6590¿v882¿¿¿¿¿Identifier
6009¿VariableDeclarator¿¿6590¿v883¿¿¿{"start":{"line":480,"column":18},"end":{"line":480,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
6010¿BinaryExpression¿+¿6590¿¿¿¿{"start":{"line":480,"column":18},"end":{"line":480,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
6011¿Literal¿string¿6590¿¿'    X Failed to read file at '¿¿{"start":{"line":480,"column":18},"end":{"line":480,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
6012¿Identifier¿¿6590¿file¿¿¿{"start":{"line":480,"column":52},"end":{"line":480,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
6013¿VariableDeclarator¿¿6590¿v884¿¿¿{"start":{"line":480,"column":6},"end":{"line":480,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
6014¿CallExpression¿¿6590¿¿¿¿{"start":{"line":480,"column":6},"end":{"line":480,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
6015¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":480,"column":6},"end":{"line":480,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
6016¿Identifier¿¿6590¿console¿¿¿{"start":{"line":480,"column":6},"end":{"line":480,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
6017¿Identifier¿¿6590¿log¿¿¿{"start":{"line":480,"column":14},"end":{"line":480,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
6018¿Identifier¿¿6590¿v883¿¿¿¿¿Identifier
6019¿ExpressionStatement¿¿6590¿¿¿¿{"start":{"line":480,"column":6},"end":{"line":480,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
6020¿Identifier¿¿6590¿v884¿¿¿¿¿Identifier
6021¿BlockStatement¿¿6590¿¿¿¿{"start":{"line":478,"column":16},"end":{"line":481,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BlockStatement
6022¿Identifier¿¿6590¿e¿¿¿{"start":{"line":478,"column":13},"end":{"line":478,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
6023¿BlockStatement¿¿6590¿¿¿¿{"start":{"line":465,"column":32},"end":{"line":482,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BlockStatement
6024¿VariableDeclarator¿¿6590¿v885¿¿¿{"start":{"line":482,"column":14},"end":{"line":482,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
6025¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":482,"column":14},"end":{"line":482,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
6026¿Identifier¿¿6590¿args¿¿¿{"start":{"line":482,"column":14},"end":{"line":482,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
6027¿Identifier¿¿6590¿options¿¿¿{"start":{"line":482,"column":19},"end":{"line":482,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
6028¿VariableDeclarator¿¿6590¿v886¿¿¿{"start":{"line":482,"column":14},"end":{"line":482,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
6029¿MemberExpression¿¿6590¿¿¿¿{"start":{"line":482,"column":14},"end":{"line":482,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
