Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
705¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":51,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Program
1096¿VariableDeclarator¿¿1231¿v151¿¿¿{"start":{"line":26,"column":20},"end":{"line":26,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1097¿MemberExpression¿¿1231¿¿¿¿{"start":{"line":26,"column":20},"end":{"line":26,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1098¿Identifier¿¿1231¿module¿¿¿{"start":{"line":26,"column":20},"end":{"line":26,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1099¿Identifier¿¿1231¿exports¿¿¿{"start":{"line":26,"column":27},"end":{"line":26,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1100¿VariableDeclarator¿¿1231¿v155¿¿¿{"start":{"line":26,"column":20},"end":{"line":39,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1101¿ArrowFunctionExpression¿¿1231¿¿¿¿{"start":{"line":26,"column":49},"end":{"line":39,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ArrowFunctionExpression
1102¿Identifier¿¿0¿pid¿¿¿{"start":{"line":26,"column":55},"end":{"line":26,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1103¿VariableDeclarator¿¿1251¿pidNumber¿¿¿{"start":{"line":27,"column":7},"end":{"line":27,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1104¿CallExpression¿¿1251¿¿¿¿{"start":{"line":27,"column":19},"end":{"line":27,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
1105¿Identifier¿¿1251¿parseInt¿¿¿{"start":{"line":27,"column":19},"end":{"line":27,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1106¿Identifier¿¿1251¿pid¿¿¿{"start":{"line":27,"column":28},"end":{"line":27,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1107¿Literal¿number¿1251¿¿10¿¿{"start":{"line":27,"column":33},"end":{"line":27,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
1108¿VariableDeclarator¿¿1251¿v152¿¿¿{"start":{"line":28,"column":5},"end":{"line":28,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1109¿CallExpression¿¿1251¿¿¿¿{"start":{"line":28,"column":5},"end":{"line":28,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
1110¿MemberExpression¿¿1251¿¿¿¿{"start":{"line":28,"column":5},"end":{"line":28,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1111¿Identifier¿¿1251¿Number¿¿¿{"start":{"line":28,"column":5},"end":{"line":28,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1112¿Identifier¿¿1251¿isNaN¿¿¿{"start":{"line":28,"column":12},"end":{"line":28,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1113¿Identifier¿¿1251¿pidNumber¿¿¿{"start":{"line":28,"column":18},"end":{"line":28,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1114¿IfStatement¿¿1251¿¿¿¿{"start":{"line":28,"column":1},"end":{"line":31,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿IfStatement
1115¿Identifier¿¿1251¿v152¿¿¿¿¿Identifier
1116¿VariableDeclarator¿¿1251¿v153¿¿¿{"start":{"line":29,"column":2},"end":{"line":29,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1117¿CallExpression¿¿1251¿¿¿¿{"start":{"line":29,"column":2},"end":{"line":29,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
1118¿MemberExpression¿¿1251¿¿¿¿{"start":{"line":29,"column":2},"end":{"line":29,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1119¿Identifier¿¿1251¿console¿¿¿{"start":{"line":29,"column":2},"end":{"line":29,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1120¿Identifier¿¿1251¿error¿¿¿{"start":{"line":29,"column":10},"end":{"line":29,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1121¿Literal¿string¿1251¿¿'Must provide number for process identifier.'¿¿{"start":{"line":29,"column":16},"end":{"line":29,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
1122¿ExpressionStatement¿¿1251¿¿¿¿{"start":{"line":29,"column":2},"end":{"line":29,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
1123¿Identifier¿¿1251¿v153¿¿¿¿¿Identifier
1124¿ReturnStatement¿¿1251¿¿¿¿{"start":{"line":30,"column":2},"end":{"line":30,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ReturnStatement
1125¿Literal¿boolean¿1251¿¿false¿¿{"start":{"line":30,"column":9},"end":{"line":30,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
1126¿BlockStatement¿¿1251¿¿¿¿{"start":{"line":28,"column":30},"end":{"line":31,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
1127¿TryStatement¿¿1251¿¿¿¿{"start":{"line":33,"column":1},"end":{"line":38,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿TryStatement
1128¿VariableDeclarator¿¿1251¿v154¿¿¿{"start":{"line":34,"column":13},"end":{"line":34,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1129¿TemplateLiteral¿¿1251¿¿¿¿{"start":{"line":34,"column":13},"end":{"line":34,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿TemplateLiteral
1130¿Identifier¿¿1251¿pidNumber¿¿¿{"start":{"line":34,"column":21},"end":{"line":34,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1131¿ExpressionStatement¿¿1251¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
1132¿AwaitExpression¿¿1251¿¿¿¿{"start":{"line":34,"column":2},"end":{"line":34,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿AwaitExpression
1133¿CallExpression¿¿1251¿¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
1134¿Identifier¿¿1251¿exec¿¿¿{"start":{"line":34,"column":8},"end":{"line":34,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1135¿Identifier¿¿1251¿v154¿¿¿¿¿Identifier
1136¿ReturnStatement¿¿1251¿¿¿¿{"start":{"line":35,"column":2},"end":{"line":35,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ReturnStatement
1137¿Literal¿boolean¿1251¿¿true¿¿{"start":{"line":35,"column":9},"end":{"line":35,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
1138¿BlockStatement¿¿1251¿¿¿¿{"start":{"line":33,"column":5},"end":{"line":36,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
1139¿CatchClause¿¿1251¿¿¿¿{"start":{"line":36,"column":3},"end":{"line":38,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CatchClause
1140¿ReturnStatement¿¿1251¿¿¿¿{"start":{"line":37,"column":2},"end":{"line":37,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ReturnStatement
1141¿Literal¿boolean¿1251¿¿false¿¿{"start":{"line":37,"column":9},"end":{"line":37,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Literal
1142¿BlockStatement¿¿1251¿¿¿¿{"start":{"line":36,"column":13},"end":{"line":38,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
1143¿Identifier¿¿1251¿e¿¿¿{"start":{"line":36,"column":10},"end":{"line":36,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1144¿BlockStatement¿¿1251¿¿¿¿{"start":{"line":26,"column":62},"end":{"line":39,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
1145¿ExpressionStatement¿¿1231¿¿¿¿{"start":{"line":26,"column":20},"end":{"line":39,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
1146¿AssignmentExpression¿=¿1231¿¿¿¿{"start":{"line":26,"column":20},"end":{"line":39,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿AssignmentExpression
1147¿MemberExpression¿¿1231¿¿¿¿{"start":{"line":26,"column":20},"end":{"line":26,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1148¿Identifier¿¿1231¿v151¿¿¿¿¿Identifier
1149¿Identifier¿¿1231¿killProcess¿¿¿{"start":{"line":26,"column":35},"end":{"line":26,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1150¿Identifier¿¿1231¿v155¿¿¿¿¿Identifier
1151¿VariableDeclarator¿¿1231¿killProcess¿¿¿{"start":{"line":26,"column":6},"end":{"line":39,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1152¿MemberExpression¿¿1231¿¿¿¿{"start":{"line":26,"column":20},"end":{"line":26,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1153¿Identifier¿¿1231¿v151¿¿¿¿¿Identifier
1154¿Identifier¿¿1231¿killProcess¿¿¿{"start":{"line":26,"column":35},"end":{"line":26,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1155¿VariableDeclarator¿¿1231¿v156¿¿¿{"start":{"line":40,"column":31},"end":{"line":40,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1156¿MemberExpression¿¿1231¿¿¿¿{"start":{"line":40,"column":31},"end":{"line":40,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1157¿Identifier¿¿1231¿module¿¿¿{"start":{"line":40,"column":31},"end":{"line":40,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1158¿Identifier¿¿1231¿exports¿¿¿{"start":{"line":40,"column":38},"end":{"line":40,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1159¿VariableDeclarator¿¿1231¿v162¿¿¿{"start":{"line":40,"column":31},"end":{"line":51,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1160¿ArrowFunctionExpression¿¿1231¿¿¿¿{"start":{"line":40,"column":71},"end":{"line":51,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ArrowFunctionExpression
1161¿Identifier¿¿0¿port¿¿¿{"start":{"line":40,"column":77},"end":{"line":40,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1162¿TryStatement¿¿1255¿¿¿¿{"start":{"line":41,"column":1},"end":{"line":50,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿TryStatement
1163¿VariableDeclarator¿¿1255¿processesOnPort¿¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1164¿AwaitExpression¿¿1255¿¿¿¿{"start":{"line":42,"column":26},"end":{"line":42,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿AwaitExpression
1165¿CallExpression¿¿1255¿¿¿¿{"start":{"line":42,"column":32},"end":{"line":42,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
1166¿Identifier¿¿1255¿listProcessesOnPort¿¿¿{"start":{"line":42,"column":32},"end":{"line":42,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1167¿Identifier¿¿1255¿port¿¿¿{"start":{"line":42,"column":52},"end":{"line":42,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1168¿VariableDeclarator¿¿1255¿v160¿¿¿{"start":{"line":43,"column":48},"end":{"line":46,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1169¿ArrowFunctionExpression¿¿1255¿¿¿¿{"start":{"line":43,"column":48},"end":{"line":46,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ArrowFunctionExpression
1170¿Identifier¿¿0¿theProcess¿¿¿{"start":{"line":43,"column":48},"end":{"line":43,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1171¿VariableDeclarator¿¿1257¿v157¿¿¿{"start":{"line":44,"column":31},"end":{"line":44,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1172¿MemberExpression¿¿1257¿¿¿¿{"start":{"line":44,"column":31},"end":{"line":44,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1173¿Identifier¿¿1257¿theProcess¿¿¿{"start":{"line":44,"column":31},"end":{"line":44,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1174¿Identifier¿¿1257¿pid¿¿¿{"start":{"line":44,"column":42},"end":{"line":44,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1175¿VariableDeclarator¿¿1257¿success¿¿¿{"start":{"line":44,"column":9},"end":{"line":44,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1176¿CallExpression¿¿1257¿¿¿¿{"start":{"line":44,"column":19},"end":{"line":44,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
1177¿Identifier¿¿1257¿killProcess¿¿¿{"start":{"line":44,"column":19},"end":{"line":44,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1178¿Identifier¿¿1257¿v157¿¿¿¿¿Identifier
1179¿VariableDeclarator¿¿1257¿v158¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1180¿MemberExpression¿¿1257¿¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1181¿Identifier¿¿1257¿theProcess¿¿¿{"start":{"line":45,"column":16},"end":{"line":45,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1182¿Identifier¿¿1257¿pid¿¿¿{"start":{"line":45,"column":27},"end":{"line":45,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1183¿VariableDeclarator¿¿1257¿v159¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1184¿ObjectExpression¿¿1257¿¿¿¿¿¿ObjectExpression
1185¿ExpressionStatement¿¿1257¿¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
1186¿AssignmentExpression¿=¿1257¿¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿AssignmentExpression
1187¿MemberExpression¿¿1257¿¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1188¿Identifier¿¿1257¿v159¿¿¿¿¿Identifier
1189¿Identifier¿¿1257¿pid¿¿¿{"start":{"line":45,"column":11},"end":{"line":45,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1190¿Identifier¿¿1257¿v158¿¿¿¿¿Identifier
1191¿ExpressionStatement¿¿1257¿¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ExpressionStatement
1192¿AssignmentExpression¿=¿1257¿¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿AssignmentExpression
1193¿MemberExpression¿¿1257¿¿¿¿{"start":{"line":45,"column":10},"end":{"line":45,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1194¿Identifier¿¿1257¿v159¿¿¿¿¿Identifier
1195¿Identifier¿¿1257¿success¿¿¿{"start":{"line":45,"column":32},"end":{"line":45,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1196¿Identifier¿¿1257¿success¿¿¿{"start":{"line":45,"column":32},"end":{"line":45,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1197¿ReturnStatement¿¿1257¿¿¿¿{"start":{"line":45,"column":3},"end":{"line":45,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ReturnStatement
1198¿Identifier¿¿1257¿v159¿¿¿¿¿Identifier
1199¿BlockStatement¿¿1257¿¿¿¿{"start":{"line":43,"column":62},"end":{"line":46,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
1200¿VariableDeclarator¿¿1255¿killProcessResult¿¿¿{"start":{"line":43,"column":8},"end":{"line":46,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1201¿CallExpression¿¿1255¿¿¿¿{"start":{"line":43,"column":28},"end":{"line":46,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
1202¿MemberExpression¿¿1255¿¿¿¿{"start":{"line":43,"column":28},"end":{"line":43,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1203¿Identifier¿¿1255¿processesOnPort¿¿¿{"start":{"line":43,"column":28},"end":{"line":43,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1204¿Identifier¿¿1255¿map¿¿¿{"start":{"line":43,"column":44},"end":{"line":43,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1205¿Identifier¿¿1255¿v160¿¿¿¿¿Identifier
1206¿ReturnStatement¿¿1255¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿ReturnStatement
1207¿Identifier¿¿1255¿killProcessResult¿¿¿{"start":{"line":47,"column":9},"end":{"line":47,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1208¿BlockStatement¿¿1255¿¿¿¿{"start":{"line":41,"column":5},"end":{"line":48,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿BlockStatement
1209¿CatchClause¿¿1255¿¿¿¿{"start":{"line":48,"column":3},"end":{"line":50,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CatchClause
1210¿VariableDeclarator¿¿1255¿v161¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿VariableDeclarator
1211¿CallExpression¿¿1255¿¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿CallExpression
1212¿MemberExpression¿¿1255¿¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿MemberExpression
1213¿Identifier¿¿1255¿console¿¿¿{"start":{"line":49,"column":2},"end":{"line":49,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1214¿Identifier¿¿1255¿log¿¿¿{"start":{"line":49,"column":10},"end":{"line":49,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
1215¿Identifier¿¿1255¿e¿¿¿{"start":{"line":49,"column":14},"end":{"line":49,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/portprocesses_1.0.4/index.js"}¿¿Identifier
