Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
680¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":99,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Program
1043¿CallExpression¿¿1189¿¿¿¿{"start":{"line":71,"column":10},"end":{"line":71,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
1044¿MemberExpression¿¿1189¿¿¿¿{"start":{"line":71,"column":10},"end":{"line":71,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
1045¿Identifier¿¿1189¿res¿¿¿{"start":{"line":71,"column":10},"end":{"line":71,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1046¿Identifier¿¿1189¿end¿¿¿{"start":{"line":71,"column":14},"end":{"line":71,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1047¿ExpressionStatement¿¿1189¿¿¿¿{"start":{"line":71,"column":10},"end":{"line":71,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ExpressionStatement
1048¿Identifier¿¿1189¿v127¿¿¿¿¿Identifier
1049¿BlockStatement¿¿1189¿¿¿¿{"start":{"line":69,"column":15},"end":{"line":72,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BlockStatement
1050¿BlockStatement¿¿1189¿¿¿¿{"start":{"line":65,"column":43},"end":{"line":73,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BlockStatement
1051¿VariableDeclarator¿¿1183¿v129¿¿¿{"start":{"line":65,"column":6},"end":{"line":73,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1052¿CallExpression¿¿1183¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":73,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
1053¿MemberExpression¿¿1183¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
1054¿Identifier¿¿1183¿readStream¿¿¿{"start":{"line":65,"column":6},"end":{"line":65,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1055¿Identifier¿¿1183¿on¿¿¿{"start":{"line":65,"column":17},"end":{"line":65,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1056¿Literal¿string¿1183¿¿'error'¿¿{"start":{"line":65,"column":20},"end":{"line":65,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
1057¿Identifier¿¿1183¿v128¿¿¿¿¿Identifier
1058¿ExpressionStatement¿¿1183¿¿¿¿{"start":{"line":65,"column":6},"end":{"line":73,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ExpressionStatement
1059¿Identifier¿¿1183¿v129¿¿¿¿¿Identifier
1060¿BlockStatement¿¿1183¿¿¿¿{"start":{"line":31,"column":42},"end":{"line":75,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BlockStatement
1061¿VariableDeclarator¿¿1180¿v131¿¿¿{"start":{"line":31,"column":4},"end":{"line":75,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1062¿CallExpression¿¿1180¿¿¿¿{"start":{"line":31,"column":4},"end":{"line":75,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
1063¿MemberExpression¿¿1180¿¿¿¿{"start":{"line":31,"column":4},"end":{"line":31,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
1064¿Identifier¿¿1180¿fs¿¿¿{"start":{"line":31,"column":4},"end":{"line":31,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1065¿Identifier¿¿1180¿stat¿¿¿{"start":{"line":31,"column":7},"end":{"line":31,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1066¿Identifier¿¿1180¿filePath¿¿¿{"start":{"line":31,"column":12},"end":{"line":31,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1067¿Identifier¿¿1180¿v130¿¿¿¿¿Identifier
1068¿ExpressionStatement¿¿1180¿¿¿¿{"start":{"line":31,"column":4},"end":{"line":75,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ExpressionStatement
1069¿Identifier¿¿1180¿v131¿¿¿¿¿Identifier
1070¿VariableDeclarator¿¿1180¿v145¿¿¿{"start":{"line":78,"column":21},"end":{"line":87,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1071¿FunctionExpression¿¿1180¿anon¿¿¿{"start":{"line":78,"column":21},"end":{"line":87,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿FunctionExpression
1072¿VariableDeclarator¿¿1192¿deltaTime¿¿¿{"start":{"line":79,"column":10},"end":{"line":79,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1073¿CallExpression¿¿1192¿¿¿¿{"start":{"line":79,"column":22},"end":{"line":79,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
1074¿MemberExpression¿¿1192¿¿¿¿{"start":{"line":79,"column":22},"end":{"line":79,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
1075¿Identifier¿¿1192¿process¿¿¿{"start":{"line":79,"column":22},"end":{"line":79,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1076¿Identifier¿¿1192¿hrtime¿¿¿{"start":{"line":79,"column":30},"end":{"line":79,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1077¿Identifier¿¿1192¿startTime¿¿¿{"start":{"line":79,"column":37},"end":{"line":79,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1078¿VariableDeclarator¿¿1192¿v132¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1079¿MemberExpression¿¿1192¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
1080¿Identifier¿¿1192¿res¿¿¿{"start":{"line":82,"column":8},"end":{"line":82,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1081¿Identifier¿¿1192¿statusCode¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1082¿VariableDeclarator¿¿1192¿v133¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1083¿MemberExpression¿¿1192¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
1084¿Identifier¿¿1192¿req¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1085¿Identifier¿¿1192¿method¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1086¿VariableDeclarator¿¿1192¿v134¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1087¿MemberExpression¿¿1192¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
1088¿Identifier¿¿1192¿req¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1089¿Identifier¿¿1192¿url¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1090¿VariableDeclarator¿¿1192¿v135¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1091¿MemberExpression¿computed¿1192¿¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
1092¿Identifier¿¿1192¿deltaTime¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1093¿Literal¿number¿1192¿¿0¿¿{"start":{"line":85,"column":29},"end":{"line":85,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
1094¿VariableDeclarator¿¿1192¿v136¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1095¿BinaryExpression¿*¿1192¿¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BinaryExpression
1096¿Identifier¿¿1192¿v135¿¿¿¿¿Identifier
1097¿Literal¿number¿1192¿¿1e9¿¿{"start":{"line":85,"column":34},"end":{"line":85,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
1098¿VariableDeclarator¿¿1192¿v137¿¿¿{"start":{"line":85,"column":40},"end":{"line":85,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1099¿MemberExpression¿computed¿1192¿¿¿¿{"start":{"line":85,"column":40},"end":{"line":85,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
1100¿Identifier¿¿1192¿deltaTime¿¿¿{"start":{"line":85,"column":40},"end":{"line":85,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1101¿Literal¿number¿1192¿¿1¿¿{"start":{"line":85,"column":50},"end":{"line":85,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
1102¿VariableDeclarator¿¿1192¿v138¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1103¿BinaryExpression¿+¿1192¿¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BinaryExpression
1104¿Identifier¿¿1192¿v136¿¿¿¿¿Identifier
1105¿Identifier¿¿1192¿v137¿¿¿¿¿Identifier
1106¿VariableDeclarator¿¿1192¿v139¿¿¿{"start":{"line":85,"column":18},"end":{"line":85,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1107¿BinaryExpression¿/¿1192¿¿¿¿{"start":{"line":85,"column":18},"end":{"line":85,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BinaryExpression
1108¿Identifier¿¿1192¿v138¿¿¿¿¿Identifier
1109¿Literal¿number¿1192¿¿1e6¿¿{"start":{"line":85,"column":56},"end":{"line":85,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
1110¿VariableDeclarator¿¿1192¿v140¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1111¿CallExpression¿¿1192¿¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
1112¿MemberExpression¿¿1192¿¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
1113¿Identifier¿¿1192¿Math¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1114¿Identifier¿¿1192¿ceil¿¿¿{"start":{"line":85,"column":13},"end":{"line":85,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1115¿Identifier¿¿1192¿v139¿¿¿¿¿Identifier
1116¿VariableDeclarator¿¿1192¿v141¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1117¿BinaryExpression¿+¿1192¿¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BinaryExpression
1118¿Identifier¿¿1192¿v140¿¿¿¿¿Identifier
1119¿Literal¿string¿1192¿¿'ms'¿¿{"start":{"line":85,"column":63},"end":{"line":85,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
1120¿VariableDeclarator¿¿1192¿v142¿¿¿{"start":{"line":81,"column":16},"end":{"line":86,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1121¿ArrayExpression¿¿1192¿¿¿¿{"start":{"line":81,"column":16},"end":{"line":86,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ArrayExpression
1122¿Identifier¿¿1192¿v132¿¿¿¿¿Identifier
1123¿Identifier¿¿1192¿v133¿¿¿¿¿Identifier
1124¿Identifier¿¿1192¿v134¿¿¿¿¿Identifier
1125¿Identifier¿¿1192¿v141¿¿¿¿¿Identifier
1126¿VariableDeclarator¿¿1192¿v143¿¿¿{"start":{"line":81,"column":16},"end":{"line":86,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1127¿CallExpression¿¿1192¿¿¿¿{"start":{"line":81,"column":16},"end":{"line":86,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
1128¿MemberExpression¿¿1192¿¿¿¿{"start":{"line":81,"column":16},"end":{"line":86,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
1129¿Identifier¿¿1192¿v142¿¿¿¿¿Identifier
1130¿Identifier¿¿1192¿join¿¿¿{"start":{"line":86,"column":8},"end":{"line":86,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1131¿Literal¿string¿1192¿¿' '¿¿{"start":{"line":86,"column":13},"end":{"line":86,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
1132¿VariableDeclarator¿¿1192¿v144¿¿¿{"start":{"line":81,"column":6},"end":{"line":86,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1133¿CallExpression¿¿1192¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":86,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
1134¿MemberExpression¿¿1192¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
1135¿Identifier¿¿1192¿debug¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1136¿Identifier¿¿1192¿log¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1137¿Identifier¿¿1192¿v143¿¿¿¿¿Identifier
1138¿ExpressionStatement¿¿1192¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":86,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ExpressionStatement
1139¿Identifier¿¿1192¿v144¿¿¿¿¿Identifier
1140¿BlockStatement¿¿1192¿¿¿¿{"start":{"line":78,"column":32},"end":{"line":87,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BlockStatement
1141¿VariableDeclarator¿¿1180¿v146¿¿¿{"start":{"line":78,"column":4},"end":{"line":87,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1142¿CallExpression¿¿1180¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":87,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
1143¿MemberExpression¿¿1180¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
1144¿Identifier¿¿1180¿res¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1145¿Identifier¿¿1180¿on¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1146¿Literal¿string¿1180¿¿'finish'¿¿{"start":{"line":78,"column":11},"end":{"line":78,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Literal
1147¿Identifier¿¿1180¿v145¿¿¿¿¿Identifier
1148¿ExpressionStatement¿¿1180¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":87,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ExpressionStatement
1149¿Identifier¿¿1180¿v146¿¿¿¿¿Identifier
1150¿BlockStatement¿¿1180¿¿¿¿{"start":{"line":24,"column":42},"end":{"line":89,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BlockStatement
1151¿VariableDeclarator¿¿1178¿v147¿¿¿{"start":{"line":94,"column":2},"end":{"line":96,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿VariableDeclarator
1152¿FunctionExpression¿¿1178¿anon¿¿¿{"start":{"line":94,"column":19},"end":{"line":96,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿FunctionExpression
1153¿ExpressionStatement¿¿1194¿¿¿¿{"start":{"line":95,"column":4},"end":{"line":95,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ExpressionStatement
1154¿AssignmentExpression¿=¿1194¿¿¿¿{"start":{"line":95,"column":4},"end":{"line":95,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿AssignmentExpression
1155¿Identifier¿¿1194¿_seed¿¿¿{"start":{"line":95,"column":4},"end":{"line":95,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1156¿CallExpression¿¿1194¿¿¿¿{"start":{"line":95,"column":12},"end":{"line":95,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿CallExpression
1157¿MemberExpression¿¿1194¿¿¿¿{"start":{"line":95,"column":12},"end":{"line":95,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
1158¿Identifier¿¿1194¿Math¿¿¿{"start":{"line":95,"column":12},"end":{"line":95,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1159¿Identifier¿¿1194¿random¿¿¿{"start":{"line":95,"column":17},"end":{"line":95,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
1160¿BlockStatement¿¿1194¿¿¿¿{"start":{"line":94,"column":30},"end":{"line":96,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿BlockStatement
1161¿ExpressionStatement¿¿1178¿¿¿¿{"start":{"line":94,"column":2},"end":{"line":96,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿ExpressionStatement
1162¿AssignmentExpression¿=¿1178¿¿¿¿{"start":{"line":94,"column":2},"end":{"line":96,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿AssignmentExpression
1163¿MemberExpression¿¿1178¿¿¿¿{"start":{"line":94,"column":2},"end":{"line":94,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿MemberExpression
1164¿Identifier¿¿1178¿_handler¿¿¿{"start":{"line":94,"column":2},"end":{"line":94,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/hostr_2.0.0/statics.js"}¿¿Identifier
