Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
995¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":154,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Program
1347¿Identifier¿¿1698¿options¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1348¿BlockStatement¿¿1698¿¿¿¿{"start":{"line":77,"column":50},"end":{"line":81,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿BlockStatement
1349¿VariableDeclarator¿¿1680¿ps¿¿¿{"start":{"line":83,"column":6},"end":{"line":107,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1350¿ArrowFunctionExpression¿¿1680¿¿¿¿{"start":{"line":83,"column":11},"end":{"line":107,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ArrowFunctionExpression
1351¿Identifier¿¿0¿args¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1352¿Identifier¿¿0¿callback¿¿¿{"start":{"line":83,"column":18},"end":{"line":83,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1353¿VariableDeclarator¿¿1700¿v138¿¿¿{"start":{"line":84,"column":20},"end":{"line":106,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1354¿ArrowFunctionExpression¿¿1700¿¿¿¿{"start":{"line":84,"column":20},"end":{"line":106,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ArrowFunctionExpression
1355¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":84,"column":21},"end":{"line":84,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1356¿Identifier¿¿0¿reject¿¿¿{"start":{"line":84,"column":30},"end":{"line":84,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1357¿VariableDeclarator¿¿1702¿child¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1358¿CallExpression¿¿1702¿¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1359¿Identifier¿¿1702¿spawn¿¿¿{"start":{"line":85,"column":16},"end":{"line":85,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1360¿Literal¿string¿1702¿¿'ps'¿¿{"start":{"line":85,"column":22},"end":{"line":85,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Literal
1361¿Identifier¿¿1702¿args¿¿¿{"start":{"line":85,"column":28},"end":{"line":85,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1362¿VariableDeclarator¿¿1702¿stdout¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1363¿Literal¿string¿1702¿¿''¿¿{"start":{"line":87,"column":15},"end":{"line":87,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Literal
1364¿VariableDeclarator¿¿1702¿stderr¿¿¿{"start":{"line":88,"column":6},"end":{"line":88,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1365¿Literal¿string¿1702¿¿''¿¿{"start":{"line":88,"column":15},"end":{"line":88,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Literal
1366¿VariableDeclarator¿¿1702¿v124¿¿¿{"start":{"line":90,"column":20},"end":{"line":92,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1367¿ArrowFunctionExpression¿¿1702¿¿¿¿{"start":{"line":90,"column":20},"end":{"line":92,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ArrowFunctionExpression
1368¿Identifier¿¿0¿error¿¿¿{"start":{"line":90,"column":21},"end":{"line":90,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1369¿VariableDeclarator¿¿1704¿v123¿¿¿{"start":{"line":91,"column":3},"end":{"line":91,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1370¿CallExpression¿¿1704¿¿¿¿{"start":{"line":91,"column":3},"end":{"line":91,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1371¿Identifier¿¿1704¿reject¿¿¿{"start":{"line":91,"column":3},"end":{"line":91,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1372¿Identifier¿¿1704¿error¿¿¿{"start":{"line":91,"column":10},"end":{"line":91,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1373¿ExpressionStatement¿¿1704¿¿¿¿{"start":{"line":91,"column":3},"end":{"line":91,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ExpressionStatement
1374¿Identifier¿¿1704¿v123¿¿¿¿¿Identifier
1375¿BlockStatement¿¿1704¿¿¿¿{"start":{"line":90,"column":31},"end":{"line":92,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿BlockStatement
1376¿VariableDeclarator¿¿1702¿v125¿¿¿{"start":{"line":90,"column":2},"end":{"line":92,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1377¿CallExpression¿¿1702¿¿¿¿{"start":{"line":90,"column":2},"end":{"line":92,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1378¿MemberExpression¿¿1702¿¿¿¿{"start":{"line":90,"column":2},"end":{"line":90,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿MemberExpression
1379¿Identifier¿¿1702¿child¿¿¿{"start":{"line":90,"column":2},"end":{"line":90,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1380¿Identifier¿¿1702¿on¿¿¿{"start":{"line":90,"column":8},"end":{"line":90,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1381¿Literal¿string¿1702¿¿'error'¿¿{"start":{"line":90,"column":11},"end":{"line":90,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Literal
1382¿Identifier¿¿1702¿v124¿¿¿¿¿Identifier
1383¿ExpressionStatement¿¿1702¿¿¿¿{"start":{"line":90,"column":2},"end":{"line":92,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ExpressionStatement
1384¿Identifier¿¿1702¿v125¿¿¿¿¿Identifier
1385¿VariableDeclarator¿¿1702¿v126¿¿¿{"start":{"line":94,"column":2},"end":{"line":94,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1386¿MemberExpression¿¿1702¿¿¿¿{"start":{"line":94,"column":2},"end":{"line":94,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿MemberExpression
1387¿Identifier¿¿1702¿child¿¿¿{"start":{"line":94,"column":2},"end":{"line":94,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1388¿Identifier¿¿1702¿stdout¿¿¿{"start":{"line":94,"column":8},"end":{"line":94,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1389¿VariableDeclarator¿¿1702¿v127¿¿¿{"start":{"line":94,"column":26},"end":{"line":94,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1390¿ArrowFunctionExpression¿¿1702¿¿¿¿{"start":{"line":94,"column":26},"end":{"line":94,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ArrowFunctionExpression
1391¿Identifier¿¿0¿data¿¿¿{"start":{"line":94,"column":27},"end":{"line":94,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1392¿ReturnStatement¿¿1706¿¿¿¿¿¿ReturnStatement
1393¿AssignmentExpression¿+=¿1706¿¿¿¿{"start":{"line":94,"column":36},"end":{"line":94,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿AssignmentExpression
1394¿Identifier¿¿1706¿stdout¿¿¿{"start":{"line":94,"column":36},"end":{"line":94,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1395¿Identifier¿¿1706¿data¿¿¿{"start":{"line":94,"column":46},"end":{"line":94,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1396¿BlockStatement¿¿1706¿¿¿¿¿¿BlockStatement
1397¿VariableDeclarator¿¿1702¿v128¿¿¿{"start":{"line":94,"column":2},"end":{"line":94,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1398¿CallExpression¿¿1702¿¿¿¿{"start":{"line":94,"column":2},"end":{"line":94,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1399¿MemberExpression¿¿1702¿¿¿¿{"start":{"line":94,"column":2},"end":{"line":94,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿MemberExpression
1400¿Identifier¿¿1702¿v126¿¿¿¿¿Identifier
1401¿Identifier¿¿1702¿on¿¿¿{"start":{"line":94,"column":15},"end":{"line":94,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1402¿Literal¿string¿1702¿¿'data'¿¿{"start":{"line":94,"column":18},"end":{"line":94,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Literal
1403¿Identifier¿¿1702¿v127¿¿¿¿¿Identifier
1404¿ExpressionStatement¿¿1702¿¿¿¿{"start":{"line":94,"column":2},"end":{"line":94,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ExpressionStatement
1405¿Identifier¿¿1702¿v128¿¿¿¿¿Identifier
1406¿VariableDeclarator¿¿1702¿v129¿¿¿{"start":{"line":95,"column":2},"end":{"line":95,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1407¿MemberExpression¿¿1702¿¿¿¿{"start":{"line":95,"column":2},"end":{"line":95,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿MemberExpression
1408¿Identifier¿¿1702¿child¿¿¿{"start":{"line":95,"column":2},"end":{"line":95,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1409¿Identifier¿¿1702¿stderr¿¿¿{"start":{"line":95,"column":8},"end":{"line":95,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1410¿VariableDeclarator¿¿1702¿v130¿¿¿{"start":{"line":95,"column":26},"end":{"line":95,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1411¿ArrowFunctionExpression¿¿1702¿¿¿¿{"start":{"line":95,"column":26},"end":{"line":95,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ArrowFunctionExpression
1412¿Identifier¿¿0¿data¿¿¿{"start":{"line":95,"column":27},"end":{"line":95,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1413¿ReturnStatement¿¿1708¿¿¿¿¿¿ReturnStatement
1414¿AssignmentExpression¿+=¿1708¿¿¿¿{"start":{"line":95,"column":36},"end":{"line":95,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿AssignmentExpression
1415¿Identifier¿¿1708¿stderr¿¿¿{"start":{"line":95,"column":36},"end":{"line":95,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1416¿Identifier¿¿1708¿data¿¿¿{"start":{"line":95,"column":46},"end":{"line":95,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1417¿BlockStatement¿¿1708¿¿¿¿¿¿BlockStatement
1418¿VariableDeclarator¿¿1702¿v131¿¿¿{"start":{"line":95,"column":2},"end":{"line":95,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1419¿CallExpression¿¿1702¿¿¿¿{"start":{"line":95,"column":2},"end":{"line":95,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1420¿MemberExpression¿¿1702¿¿¿¿{"start":{"line":95,"column":2},"end":{"line":95,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿MemberExpression
1421¿Identifier¿¿1702¿v129¿¿¿¿¿Identifier
1422¿Identifier¿¿1702¿on¿¿¿{"start":{"line":95,"column":15},"end":{"line":95,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1423¿Literal¿string¿1702¿¿'data'¿¿{"start":{"line":95,"column":18},"end":{"line":95,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Literal
1424¿Identifier¿¿1702¿v130¿¿¿¿¿Identifier
1425¿ExpressionStatement¿¿1702¿¿¿¿{"start":{"line":95,"column":2},"end":{"line":95,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ExpressionStatement
1426¿Identifier¿¿1702¿v131¿¿¿¿¿Identifier
1427¿VariableDeclarator¿¿1702¿v136¿¿¿{"start":{"line":97,"column":20},"end":{"line":105,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1428¿ArrowFunctionExpression¿¿1702¿¿¿¿{"start":{"line":97,"column":20},"end":{"line":105,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ArrowFunctionExpression
1429¿Identifier¿¿0¿code¿¿¿{"start":{"line":97,"column":21},"end":{"line":97,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1430¿ExpressionStatement¿¿1710¿¿¿¿{"start":{"line":98,"column":3},"end":{"line":98,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ExpressionStatement
1431¿AssignmentExpression¿=¿1710¿¿¿¿{"start":{"line":98,"column":3},"end":{"line":98,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿AssignmentExpression
1432¿Identifier¿¿1710¿stderr¿¿¿{"start":{"line":98,"column":3},"end":{"line":98,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1433¿CallExpression¿¿1710¿¿¿¿{"start":{"line":98,"column":12},"end":{"line":98,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1434¿MemberExpression¿¿1710¿¿¿¿{"start":{"line":98,"column":12},"end":{"line":98,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿MemberExpression
1435¿Identifier¿¿1710¿stderr¿¿¿{"start":{"line":98,"column":12},"end":{"line":98,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1436¿Identifier¿¿1710¿trim¿¿¿{"start":{"line":98,"column":19},"end":{"line":98,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1437¿IfStatement¿¿1710¿¿¿¿{"start":{"line":100,"column":3},"end":{"line":102,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿IfStatement
1438¿Identifier¿¿1710¿stderr¿¿¿{"start":{"line":100,"column":7},"end":{"line":100,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1439¿VariableDeclarator¿¿1710¿v132¿¿¿{"start":{"line":101,"column":18},"end":{"line":101,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1440¿NewExpression¿¿1710¿¿¿¿{"start":{"line":101,"column":18},"end":{"line":101,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿NewExpression
1441¿Identifier¿¿1710¿Error¿¿¿{"start":{"line":101,"column":22},"end":{"line":101,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1442¿Identifier¿¿1710¿stderr¿¿¿{"start":{"line":101,"column":28},"end":{"line":101,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1443¿VariableDeclarator¿¿1710¿v133¿¿¿{"start":{"line":101,"column":11},"end":{"line":101,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1444¿CallExpression¿¿1710¿¿¿¿{"start":{"line":101,"column":11},"end":{"line":101,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1445¿Identifier¿¿1710¿reject¿¿¿{"start":{"line":101,"column":11},"end":{"line":101,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1446¿Identifier¿¿1710¿v132¿¿¿¿¿Identifier
1447¿ReturnStatement¿¿1710¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ReturnStatement
1448¿Identifier¿¿1710¿v133¿¿¿¿¿Identifier
1449¿BlockStatement¿¿1710¿¿¿¿{"start":{"line":100,"column":15},"end":{"line":102,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿BlockStatement
1450¿VariableDeclarator¿¿1710¿v134¿¿¿{"start":{"line":104,"column":11},"end":{"line":104,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1451¿CallExpression¿¿1710¿¿¿¿{"start":{"line":104,"column":11},"end":{"line":104,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1452¿MemberExpression¿¿1710¿¿¿¿{"start":{"line":104,"column":11},"end":{"line":104,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿MemberExpression
1453¿Identifier¿¿1710¿stdout¿¿¿{"start":{"line":104,"column":11},"end":{"line":104,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1454¿Identifier¿¿1710¿trim¿¿¿{"start":{"line":104,"column":18},"end":{"line":104,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1455¿VariableDeclarator¿¿1710¿v135¿¿¿{"start":{"line":104,"column":3},"end":{"line":104,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1456¿CallExpression¿¿1710¿¿¿¿{"start":{"line":104,"column":3},"end":{"line":104,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1457¿Identifier¿¿1710¿resolve¿¿¿{"start":{"line":104,"column":3},"end":{"line":104,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
1458¿Identifier¿¿1710¿v134¿¿¿¿¿Identifier
1459¿ExpressionStatement¿¿1710¿¿¿¿{"start":{"line":104,"column":3},"end":{"line":104,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿ExpressionStatement
1460¿Identifier¿¿1710¿v135¿¿¿¿¿Identifier
1461¿BlockStatement¿¿1710¿¿¿¿{"start":{"line":97,"column":30},"end":{"line":105,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿BlockStatement
1462¿VariableDeclarator¿¿1702¿v137¿¿¿{"start":{"line":97,"column":2},"end":{"line":105,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿VariableDeclarator
1463¿CallExpression¿¿1702¿¿¿¿{"start":{"line":97,"column":2},"end":{"line":105,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿CallExpression
1464¿MemberExpression¿¿1702¿¿¿¿{"start":{"line":97,"column":2},"end":{"line":97,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿MemberExpression
1465¿Identifier¿¿1702¿child¿¿¿{"start":{"line":97,"column":2},"end":{"line":97,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/ps_0.0.2/ps_1.0.0.js"}¿¿Identifier
