Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1747¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":187,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Program
2849¿Literal¿number¿3120¿¿1¿¿{"start":{"line":164,"column":40},"end":{"line":164,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2850¿VariableDeclarator¿¿3120¿v324¿¿¿{"start":{"line":164,"column":22},"end":{"line":164,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2851¿CallExpression¿¿3120¿¿¿¿{"start":{"line":164,"column":22},"end":{"line":164,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2852¿Identifier¿¿3120¿parseFloat¿¿¿{"start":{"line":164,"column":22},"end":{"line":164,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2853¿Identifier¿¿3120¿v323¿¿¿¿¿Identifier
2854¿VariableDeclarator¿¿3120¿stats¿¿¿{"start":{"line":162,"column":10},"end":{"line":165,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2855¿ObjectExpression¿¿3120¿¿¿¿¿¿ObjectExpression
2856¿ExpressionStatement¿¿3120¿¿¿¿{"start":{"line":162,"column":10},"end":{"line":165,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2857¿AssignmentExpression¿=¿3120¿¿¿¿{"start":{"line":162,"column":10},"end":{"line":165,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2858¿MemberExpression¿¿3120¿¿¿¿{"start":{"line":162,"column":10},"end":{"line":165,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2859¿Identifier¿¿3120¿stats¿¿¿{"start":{"line":162,"column":10},"end":{"line":162,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2860¿Identifier¿¿3120¿kernelmodetime¿¿¿{"start":{"line":163,"column":8},"end":{"line":163,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2861¿Identifier¿¿3120¿v322¿¿¿¿¿Identifier
2862¿ExpressionStatement¿¿3120¿¿¿¿{"start":{"line":162,"column":10},"end":{"line":165,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2863¿AssignmentExpression¿=¿3120¿¿¿¿{"start":{"line":162,"column":10},"end":{"line":165,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2864¿MemberExpression¿¿3120¿¿¿¿{"start":{"line":162,"column":10},"end":{"line":165,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2865¿Identifier¿¿3120¿stats¿¿¿{"start":{"line":162,"column":10},"end":{"line":162,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2866¿Identifier¿¿3120¿usermodetime¿¿¿{"start":{"line":164,"column":8},"end":{"line":164,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2867¿Identifier¿¿3120¿v324¿¿¿¿¿Identifier
2868¿VariableDeclarator¿¿3120¿v325¿¿¿{"start":{"line":167,"column":38},"end":{"line":167,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2869¿MemberExpression¿computed¿3120¿¿¿¿{"start":{"line":167,"column":38},"end":{"line":167,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2870¿Identifier¿¿3120¿stdout¿¿¿{"start":{"line":167,"column":38},"end":{"line":167,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2871¿Literal¿number¿3120¿¿2¿¿{"start":{"line":167,"column":45},"end":{"line":167,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2872¿VariableDeclarator¿¿3120¿workingsetsize¿¿¿{"start":{"line":167,"column":10},"end":{"line":167,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2873¿CallExpression¿¿3120¿¿¿¿{"start":{"line":167,"column":27},"end":{"line":167,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2874¿Identifier¿¿3120¿parseFloat¿¿¿{"start":{"line":167,"column":27},"end":{"line":167,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2875¿Identifier¿¿3120¿v325¿¿¿¿¿Identifier
2876¿VariableDeclarator¿¿3120¿v326¿¿¿{"start":{"line":170,"column":18},"end":{"line":170,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2877¿MemberExpression¿¿3120¿¿¿¿{"start":{"line":170,"column":18},"end":{"line":170,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2878¿Identifier¿¿3120¿stats¿¿¿{"start":{"line":170,"column":18},"end":{"line":170,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2879¿Identifier¿¿3120¿kernelmodetime¿¿¿{"start":{"line":170,"column":24},"end":{"line":170,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2880¿VariableDeclarator¿¿3120¿v327¿¿¿{"start":{"line":170,"column":42},"end":{"line":170,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2881¿MemberExpression¿¿3120¿¿¿¿{"start":{"line":170,"column":42},"end":{"line":170,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2882¿Identifier¿¿3120¿history¿¿¿{"start":{"line":170,"column":42},"end":{"line":170,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2883¿Identifier¿¿3120¿kernelmodetime¿¿¿{"start":{"line":170,"column":50},"end":{"line":170,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2884¿VariableDeclarator¿¿3120¿v328¿¿¿{"start":{"line":170,"column":42},"end":{"line":170,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2885¿LogicalExpression¿||¿3120¿¿¿¿{"start":{"line":170,"column":42},"end":{"line":170,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿LogicalExpression
2886¿Identifier¿¿3120¿v327¿¿¿¿¿Identifier
2887¿Literal¿number¿3120¿¿0¿¿{"start":{"line":170,"column":68},"end":{"line":170,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2888¿VariableDeclarator¿¿3120¿v329¿¿¿{"start":{"line":170,"column":18},"end":{"line":170,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2889¿BinaryExpression¿-¿3120¿¿¿¿{"start":{"line":170,"column":18},"end":{"line":170,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2890¿Identifier¿¿3120¿v326¿¿¿¿¿Identifier
2891¿Identifier¿¿3120¿v328¿¿¿¿¿Identifier
2892¿VariableDeclarator¿¿3120¿v330¿¿¿{"start":{"line":170,"column":73},"end":{"line":170,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2893¿MemberExpression¿¿3120¿¿¿¿{"start":{"line":170,"column":73},"end":{"line":170,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2894¿Identifier¿¿3120¿stats¿¿¿{"start":{"line":170,"column":73},"end":{"line":170,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2895¿Identifier¿¿3120¿usermodetime¿¿¿{"start":{"line":170,"column":79},"end":{"line":170,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2896¿VariableDeclarator¿¿3120¿v331¿¿¿{"start":{"line":170,"column":18},"end":{"line":170,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2897¿BinaryExpression¿+¿3120¿¿¿¿{"start":{"line":170,"column":18},"end":{"line":170,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2898¿Identifier¿¿3120¿v329¿¿¿¿¿Identifier
2899¿Identifier¿¿3120¿v330¿¿¿¿¿Identifier
2900¿VariableDeclarator¿¿3120¿v332¿¿¿{"start":{"line":170,"column":95},"end":{"line":170,"column":115},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2901¿MemberExpression¿¿3120¿¿¿¿{"start":{"line":170,"column":95},"end":{"line":170,"column":115},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2902¿Identifier¿¿3120¿history¿¿¿{"start":{"line":170,"column":95},"end":{"line":170,"column":102},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2903¿Identifier¿¿3120¿usermodetime¿¿¿{"start":{"line":170,"column":103},"end":{"line":170,"column":115},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2904¿VariableDeclarator¿¿3120¿v333¿¿¿{"start":{"line":170,"column":95},"end":{"line":170,"column":120},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2905¿LogicalExpression¿||¿3120¿¿¿¿{"start":{"line":170,"column":95},"end":{"line":170,"column":120},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿LogicalExpression
2906¿Identifier¿¿3120¿v332¿¿¿¿¿Identifier
2907¿Literal¿number¿3120¿¿0¿¿{"start":{"line":170,"column":119},"end":{"line":170,"column":120},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2908¿VariableDeclarator¿¿3120¿total¿¿¿{"start":{"line":170,"column":10},"end":{"line":170,"column":121},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2909¿BinaryExpression¿-¿3120¿¿¿¿{"start":{"line":170,"column":18},"end":{"line":170,"column":121},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2910¿Identifier¿¿3120¿v331¿¿¿¿¿Identifier
2911¿Identifier¿¿3120¿v333¿¿¿¿¿Identifier
2912¿ExpressionStatement¿¿3120¿¿¿¿{"start":{"line":171,"column":6},"end":{"line":171,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2913¿AssignmentExpression¿=¿3120¿¿¿¿{"start":{"line":171,"column":6},"end":{"line":171,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2914¿Identifier¿¿3120¿total¿¿¿{"start":{"line":171,"column":6},"end":{"line":171,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2915¿BinaryExpression¿/¿3120¿¿¿¿{"start":{"line":171,"column":14},"end":{"line":171,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2916¿Identifier¿¿3120¿total¿¿¿{"start":{"line":171,"column":14},"end":{"line":171,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2917¿Literal¿number¿3120¿¿10000000¿¿{"start":{"line":171,"column":22},"end":{"line":171,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2918¿VariableDeclarator¿¿3120¿seconds¿¿¿{"start":{"line":174,"column":10},"end":{"line":174,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2919¿VariableDeclarator¿¿3120¿v334¿¿¿{"start":{"line":174,"column":20},"end":{"line":174,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2920¿MemberExpression¿¿3120¿¿¿¿{"start":{"line":174,"column":20},"end":{"line":174,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2921¿Identifier¿¿3120¿history¿¿¿{"start":{"line":174,"column":20},"end":{"line":174,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2922¿Identifier¿¿3120¿uptime¿¿¿{"start":{"line":174,"column":28},"end":{"line":174,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2923¿VariableDeclarator¿¿3120¿v335¿¿¿{"start":{"line":174,"column":20},"end":{"line":174,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2924¿BinaryExpression¿!==¿3120¿¿¿¿{"start":{"line":174,"column":20},"end":{"line":174,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2925¿Identifier¿¿3120¿v334¿¿¿¿¿Identifier
2926¿Identifier¿¿3120¿undefined¿¿¿{"start":{"line":174,"column":39},"end":{"line":174,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2927¿VariableDeclarator¿¿3120¿v336¿¿¿{"start":{"line":174,"column":60},"end":{"line":174,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2928¿MemberExpression¿¿3120¿¿¿¿{"start":{"line":174,"column":60},"end":{"line":174,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2929¿Identifier¿¿3120¿history¿¿¿{"start":{"line":174,"column":60},"end":{"line":174,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2930¿Identifier¿¿3120¿uptime¿¿¿{"start":{"line":174,"column":68},"end":{"line":174,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2931¿VariableDeclarator¿¿3120¿v337¿¿¿{"start":{"line":174,"column":51},"end":{"line":174,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2932¿BinaryExpression¿-¿3120¿¿¿¿{"start":{"line":174,"column":51},"end":{"line":174,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2933¿Identifier¿¿3120¿uptime¿¿¿{"start":{"line":174,"column":51},"end":{"line":174,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2934¿Identifier¿¿3120¿v336¿¿¿¿¿Identifier
2935¿IfStatement¿¿3120¿¿¿¿{"start":{"line":174,"column":20},"end":{"line":174,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿IfStatement
2936¿Identifier¿¿3120¿v335¿¿¿¿¿Identifier
2937¿ExpressionStatement¿¿3120¿¿¿¿{"start":{"line":174,"column":20},"end":{"line":174,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2938¿AssignmentExpression¿=¿3120¿¿¿¿{"start":{"line":174,"column":20},"end":{"line":174,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2939¿Identifier¿¿3120¿seconds¿¿¿{"start":{"line":174,"column":20},"end":{"line":174,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2940¿Identifier¿¿3120¿v337¿¿¿¿¿Identifier
2941¿BlockStatement¿¿3120¿¿¿¿¿¿BlockStatement
2942¿ExpressionStatement¿¿3120¿¿¿¿{"start":{"line":174,"column":20},"end":{"line":174,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2943¿AssignmentExpression¿=¿3120¿¿¿¿{"start":{"line":174,"column":20},"end":{"line":174,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2944¿Identifier¿¿3120¿seconds¿¿¿{"start":{"line":174,"column":20},"end":{"line":174,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2945¿Literal¿number¿3120¿¿0¿¿{"start":{"line":174,"column":77},"end":{"line":174,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2946¿BlockStatement¿¿3120¿¿¿¿¿¿BlockStatement
2947¿ExpressionStatement¿¿3120¿¿¿¿{"start":{"line":175,"column":6},"end":{"line":175,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2948¿AssignmentExpression¿=¿3120¿¿¿¿{"start":{"line":175,"column":6},"end":{"line":175,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2949¿Identifier¿¿3120¿seconds¿¿¿{"start":{"line":175,"column":6},"end":{"line":175,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2950¿CallExpression¿¿3120¿¿¿¿{"start":{"line":175,"column":16},"end":{"line":175,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2951¿MemberExpression¿¿3120¿¿¿¿{"start":{"line":175,"column":16},"end":{"line":175,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2952¿Identifier¿¿3120¿Math¿¿¿{"start":{"line":175,"column":16},"end":{"line":175,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2953¿Identifier¿¿3120¿abs¿¿¿{"start":{"line":175,"column":21},"end":{"line":175,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2954¿Identifier¿¿3120¿seconds¿¿¿{"start":{"line":175,"column":25},"end":{"line":175,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2955¿VariableDeclarator¿¿3120¿v338¿¿¿{"start":{"line":176,"column":16},"end":{"line":176,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2956¿BinaryExpression¿===¿3120¿¿¿¿{"start":{"line":176,"column":16},"end":{"line":176,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2957¿Identifier¿¿3120¿seconds¿¿¿{"start":{"line":176,"column":16},"end":{"line":176,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2958¿Literal¿number¿3120¿¿0¿¿{"start":{"line":176,"column":28},"end":{"line":176,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2959¿IfStatement¿¿3120¿¿¿¿{"start":{"line":176,"column":16},"end":{"line":176,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿IfStatement
2960¿Identifier¿¿3120¿v338¿¿¿¿¿Identifier
2961¿ExpressionStatement¿¿3120¿¿¿¿{"start":{"line":176,"column":16},"end":{"line":176,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2962¿AssignmentExpression¿=¿3120¿¿¿¿{"start":{"line":176,"column":16},"end":{"line":176,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2963¿Identifier¿¿3120¿seconds¿¿¿{"start":{"line":176,"column":6},"end":{"line":176,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2964¿Literal¿number¿3120¿¿1¿¿{"start":{"line":176,"column":32},"end":{"line":176,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2965¿BlockStatement¿¿3120¿¿¿¿¿¿BlockStatement
2966¿ExpressionStatement¿¿3120¿¿¿¿{"start":{"line":176,"column":16},"end":{"line":176,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2967¿AssignmentExpression¿=¿3120¿¿¿¿{"start":{"line":176,"column":16},"end":{"line":176,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2968¿Identifier¿¿3120¿seconds¿¿¿{"start":{"line":176,"column":6},"end":{"line":176,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2969¿Identifier¿¿3120¿seconds¿¿¿{"start":{"line":176,"column":36},"end":{"line":176,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2970¿BlockStatement¿¿3120¿¿¿¿¿¿BlockStatement
2971¿VariableDeclarator¿¿3120¿v339¿¿¿{"start":{"line":178,"column":6},"end":{"line":178,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2972¿MemberExpression¿¿3120¿¿¿¿{"start":{"line":178,"column":6},"end":{"line":178,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2973¿Identifier¿¿3120¿self¿¿¿{"start":{"line":178,"column":6},"end":{"line":178,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2974¿Identifier¿¿3120¿history¿¿¿{"start":{"line":178,"column":11},"end":{"line":178,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
