Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1029¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":135,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Program
1422¿Identifier¿¿1836¿disableAppendPaths¿¿¿{"start":{"line":67,"column":17},"end":{"line":67,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1423¿VariableDeclarator¿¿1836¿v169¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1424¿UnaryExpression¿!¿1836¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿UnaryExpression
1425¿Identifier¿¿1836¿v168¿¿¿¿¿Identifier
1426¿VariableDeclarator¿¿1836¿v170¿¿¿{"start":{"line":67,"column":39},"end":{"line":67,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1427¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":67,"column":39},"end":{"line":67,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1428¿Identifier¿¿1836¿paths¿¿¿{"start":{"line":67,"column":39},"end":{"line":67,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1429¿Identifier¿¿1836¿length¿¿¿{"start":{"line":67,"column":45},"end":{"line":67,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1430¿VariableDeclarator¿¿1836¿v171¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1431¿LogicalExpression¿&&¿1836¿¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿LogicalExpression
1432¿Identifier¿¿1836¿v169¿¿¿¿¿Identifier
1433¿Identifier¿¿1836¿v170¿¿¿¿¿Identifier
1434¿IfStatement¿¿1836¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":69,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿IfStatement
1435¿Identifier¿¿1836¿v171¿¿¿¿¿Identifier
1436¿ExpressionStatement¿¿1836¿¿¿¿{"start":{"line":68,"column":10},"end":{"line":68,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ExpressionStatement
1437¿AssignmentExpression¿=¿1836¿¿¿¿{"start":{"line":68,"column":10},"end":{"line":68,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿AssignmentExpression
1438¿Identifier¿¿1836¿gitArgs¿¿¿{"start":{"line":68,"column":10},"end":{"line":68,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1439¿CallExpression¿¿1836¿¿¿¿{"start":{"line":68,"column":20},"end":{"line":68,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1440¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":68,"column":20},"end":{"line":68,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1441¿Identifier¿¿1836¿gitArgs¿¿¿{"start":{"line":68,"column":20},"end":{"line":68,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1442¿Identifier¿¿1836¿concat¿¿¿{"start":{"line":68,"column":28},"end":{"line":68,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1443¿Identifier¿¿1836¿paths¿¿¿{"start":{"line":68,"column":35},"end":{"line":68,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1444¿BlockStatement¿¿1836¿¿¿¿{"start":{"line":67,"column":53},"end":{"line":69,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BlockStatement
1445¿BlockStatement¿¿1836¿¿¿¿{"start":{"line":58,"column":34},"end":{"line":70,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BlockStatement
1446¿VariableDeclarator¿¿1836¿v172¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1447¿CallExpression¿¿1836¿¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1448¿Identifier¿¿1836¿String¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1449¿Identifier¿¿1836¿message¿¿¿{"start":{"line":71,"column":19},"end":{"line":71,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1450¿VariableDeclarator¿¿1836¿v173¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1451¿CallExpression¿¿1836¿¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1452¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1453¿Identifier¿¿1836¿v172¿¿¿¿¿Identifier
1454¿Identifier¿¿1836¿indexOf¿¿¿{"start":{"line":71,"column":28},"end":{"line":71,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1455¿Literal¿string¿1836¿¿'\n'¿¿{"start":{"line":71,"column":36},"end":{"line":71,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1456¿VariableDeclarator¿¿1836¿v174¿¿¿{"start":{"line":71,"column":46},"end":{"line":71,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1457¿UnaryExpression¿-¿1836¿¿¿¿{"start":{"line":71,"column":46},"end":{"line":71,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿UnaryExpression
1458¿Literal¿number¿1836¿¿1¿¿{"start":{"line":71,"column":47},"end":{"line":71,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1459¿VariableDeclarator¿¿1836¿v175¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1460¿BinaryExpression¿!==¿1836¿¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BinaryExpression
1461¿Identifier¿¿1836¿v173¿¿¿¿¿Identifier
1462¿Identifier¿¿1836¿v174¿¿¿¿¿Identifier
1463¿IfStatement¿¿1836¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":75,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿IfStatement
1464¿Identifier¿¿1836¿v175¿¿¿¿¿Identifier
1465¿ExpressionStatement¿¿1836¿¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ExpressionStatement
1466¿AssignmentExpression¿=¿1836¿¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿AssignmentExpression
1467¿Identifier¿¿1836¿writeStdin¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1468¿Literal¿boolean¿1836¿¿true¿¿{"start":{"line":72,"column":23},"end":{"line":72,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1469¿BlockStatement¿¿1836¿¿¿¿{"start":{"line":71,"column":50},"end":{"line":73,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BlockStatement
1470¿VariableDeclarator¿¿1836¿v176¿¿¿{"start":{"line":74,"column":29},"end":{"line":74,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1471¿CallExpression¿¿1836¿¿¿¿{"start":{"line":74,"column":29},"end":{"line":74,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1472¿Identifier¿¿1836¿String¿¿¿{"start":{"line":74,"column":29},"end":{"line":74,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1473¿Identifier¿¿1836¿message¿¿¿{"start":{"line":74,"column":36},"end":{"line":74,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1474¿VariableDeclarator¿¿1836¿v177¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1475¿CallExpression¿¿1836¿¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1476¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1477¿Identifier¿¿1836¿gitArgs¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1478¿Identifier¿¿1836¿push¿¿¿{"start":{"line":74,"column":18},"end":{"line":74,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1479¿Literal¿string¿1836¿¿'-m'¿¿{"start":{"line":74,"column":23},"end":{"line":74,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1480¿Identifier¿¿1836¿v176¿¿¿¿¿Identifier
1481¿ExpressionStatement¿¿1836¿¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ExpressionStatement
1482¿Identifier¿¿1836¿v177¿¿¿¿¿Identifier
1483¿BlockStatement¿¿1836¿¿¿¿{"start":{"line":73,"column":15},"end":{"line":75,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BlockStatement
1484¿VariableDeclarator¿¿1836¿v178¿¿¿{"start":{"line":76,"column":13},"end":{"line":76,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1485¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":76,"column":13},"end":{"line":76,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1486¿Identifier¿¿1836¿opt¿¿¿{"start":{"line":76,"column":13},"end":{"line":76,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1487¿Identifier¿¿1836¿disableAppendPaths¿¿¿{"start":{"line":76,"column":17},"end":{"line":76,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1488¿VariableDeclarator¿¿1836¿v179¿¿¿{"start":{"line":76,"column":12},"end":{"line":76,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1489¿UnaryExpression¿!¿1836¿¿¿¿{"start":{"line":76,"column":12},"end":{"line":76,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿UnaryExpression
1490¿Identifier¿¿1836¿v178¿¿¿¿¿Identifier
1491¿VariableDeclarator¿¿1836¿v180¿¿¿{"start":{"line":76,"column":39},"end":{"line":76,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1492¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":76,"column":39},"end":{"line":76,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1493¿Identifier¿¿1836¿paths¿¿¿{"start":{"line":76,"column":39},"end":{"line":76,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1494¿Identifier¿¿1836¿length¿¿¿{"start":{"line":76,"column":45},"end":{"line":76,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1495¿VariableDeclarator¿¿1836¿v181¿¿¿{"start":{"line":76,"column":12},"end":{"line":76,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1496¿LogicalExpression¿&&¿1836¿¿¿¿{"start":{"line":76,"column":12},"end":{"line":76,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿LogicalExpression
1497¿Identifier¿¿1836¿v179¿¿¿¿¿Identifier
1498¿Identifier¿¿1836¿v180¿¿¿¿¿Identifier
1499¿IfStatement¿¿1836¿¿¿¿{"start":{"line":76,"column":8},"end":{"line":78,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿IfStatement
1500¿Identifier¿¿1836¿v181¿¿¿¿¿Identifier
1501¿ExpressionStatement¿¿1836¿¿¿¿{"start":{"line":77,"column":10},"end":{"line":77,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ExpressionStatement
1502¿AssignmentExpression¿=¿1836¿¿¿¿{"start":{"line":77,"column":10},"end":{"line":77,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿AssignmentExpression
1503¿Identifier¿¿1836¿gitArgs¿¿¿{"start":{"line":77,"column":10},"end":{"line":77,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1504¿CallExpression¿¿1836¿¿¿¿{"start":{"line":77,"column":20},"end":{"line":77,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1505¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":77,"column":20},"end":{"line":77,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1506¿Identifier¿¿1836¿gitArgs¿¿¿{"start":{"line":77,"column":20},"end":{"line":77,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1507¿Identifier¿¿1836¿concat¿¿¿{"start":{"line":77,"column":28},"end":{"line":77,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1508¿Identifier¿¿1836¿paths¿¿¿{"start":{"line":77,"column":35},"end":{"line":77,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1509¿BlockStatement¿¿1836¿¿¿¿{"start":{"line":76,"column":53},"end":{"line":78,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BlockStatement
1510¿BlockStatement¿¿1836¿¿¿¿{"start":{"line":70,"column":13},"end":{"line":79,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BlockStatement
1511¿BlockStatement¿¿1836¿¿¿¿{"start":{"line":57,"column":29},"end":{"line":80,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BlockStatement
1512¿VariableDeclarator¿¿1836¿v182¿¿¿{"start":{"line":80,"column":15},"end":{"line":80,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1513¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":80,"column":15},"end":{"line":80,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1514¿Identifier¿¿1836¿opt¿¿¿{"start":{"line":80,"column":15},"end":{"line":80,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1515¿Identifier¿¿1836¿disableMessageRequirement¿¿¿{"start":{"line":80,"column":19},"end":{"line":80,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1516¿VariableDeclarator¿¿1836¿v183¿¿¿{"start":{"line":80,"column":15},"end":{"line":80,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1517¿BinaryExpression¿===¿1836¿¿¿¿{"start":{"line":80,"column":15},"end":{"line":80,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BinaryExpression
1518¿Identifier¿¿1836¿v182¿¿¿¿¿Identifier
1519¿Literal¿boolean¿1836¿¿true¿¿{"start":{"line":80,"column":49},"end":{"line":80,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1520¿IfStatement¿¿1836¿¿¿¿{"start":{"line":80,"column":11},"end":{"line":88,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿IfStatement
1521¿Identifier¿¿1836¿v183¿¿¿¿¿Identifier
1522¿BlockStatement¿¿1836¿¿¿¿{"start":{"line":80,"column":55},"end":{"line":82,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BlockStatement
1523¿VariableDeclarator¿¿1836¿v184¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1524¿CallExpression¿¿1836¿¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1525¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1526¿Identifier¿¿1836¿gitArgs¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1527¿Identifier¿¿1836¿push¿¿¿{"start":{"line":84,"column":14},"end":{"line":84,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1528¿Literal¿string¿1836¿¿'-a'¿¿{"start":{"line":84,"column":19},"end":{"line":84,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1529¿ExpressionStatement¿¿1836¿¿¿¿{"start":{"line":84,"column":6},"end":{"line":84,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ExpressionStatement
1530¿Identifier¿¿1836¿v184¿¿¿¿¿Identifier
1531¿VariableDeclarator¿¿1836¿v185¿¿¿{"start":{"line":85,"column":10},"end":{"line":85,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1532¿CallExpression¿¿1836¿¿¿¿{"start":{"line":85,"column":10},"end":{"line":85,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
1533¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":85,"column":10},"end":{"line":85,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿MemberExpression
1534¿Identifier¿¿1836¿userArgs¿¿¿{"start":{"line":85,"column":10},"end":{"line":85,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1535¿Identifier¿¿1836¿indexOf¿¿¿{"start":{"line":85,"column":19},"end":{"line":85,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1536¿Literal¿string¿1836¿¿'--no-edit'¿¿{"start":{"line":85,"column":27},"end":{"line":85,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1537¿VariableDeclarator¿¿1836¿v186¿¿¿{"start":{"line":85,"column":44},"end":{"line":85,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1538¿UnaryExpression¿-¿1836¿¿¿¿{"start":{"line":85,"column":44},"end":{"line":85,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿UnaryExpression
1539¿Literal¿number¿1836¿¿1¿¿{"start":{"line":85,"column":45},"end":{"line":85,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1540¿VariableDeclarator¿¿1836¿v187¿¿¿{"start":{"line":85,"column":10},"end":{"line":85,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1541¿BinaryExpression¿===¿1836¿¿¿¿{"start":{"line":85,"column":10},"end":{"line":85,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿BinaryExpression
1542¿Identifier¿¿1836¿v185¿¿¿¿¿Identifier
1543¿Identifier¿¿1836¿v186¿¿¿¿¿Identifier
1544¿IfStatement¿¿1836¿¿¿¿{"start":{"line":85,"column":6},"end":{"line":87,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿IfStatement
1545¿Identifier¿¿1836¿v187¿¿¿¿¿Identifier
1546¿VariableDeclarator¿¿1836¿v188¿¿¿{"start":{"line":86,"column":35},"end":{"line":86,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿VariableDeclarator
1547¿ArrayExpression¿¿1836¿¿¿¿{"start":{"line":86,"column":35},"end":{"line":86,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ArrayExpression
1548¿Literal¿string¿1836¿¿'--no-edit'¿¿{"start":{"line":86,"column":36},"end":{"line":86,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Literal
1549¿ExpressionStatement¿¿1836¿¿¿¿{"start":{"line":86,"column":8},"end":{"line":86,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿ExpressionStatement
1550¿AssignmentExpression¿=¿1836¿¿¿¿{"start":{"line":86,"column":8},"end":{"line":86,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿AssignmentExpression
1551¿Identifier¿¿1836¿userArgs¿¿¿{"start":{"line":86,"column":8},"end":{"line":86,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿Identifier
1552¿CallExpression¿¿1836¿¿¿¿{"start":{"line":86,"column":19},"end":{"line":86,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/gulp-git/commit.js"}¿¿CallExpression
