Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1011¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":129,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Program
1385¿Identifier¿¿1767¿req¿¿¿{"start":{"line":75,"column":9},"end":{"line":75,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1386¿Identifier¿¿1767¿files¿¿¿{"start":{"line":75,"column":13},"end":{"line":75,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1387¿VariableDeclarator¿¿1767¿v125¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1388¿UnaryExpression¿!¿1767¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿UnaryExpression
1389¿Identifier¿¿1767¿v124¿¿¿¿¿Identifier
1390¿VariableDeclarator¿¿1767¿v126¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1391¿MemberExpression¿¿1767¿¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1392¿Identifier¿¿1767¿req¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1393¿Identifier¿¿1767¿files¿¿¿{"start":{"line":75,"column":26},"end":{"line":75,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1394¿VariableDeclarator¿¿1767¿v127¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1395¿MemberExpression¿¿1767¿¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1396¿Identifier¿¿1767¿v126¿¿¿¿¿Identifier
1397¿Identifier¿¿1767¿length¿¿¿{"start":{"line":75,"column":32},"end":{"line":75,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1398¿VariableDeclarator¿¿1767¿v128¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1399¿BinaryExpression¿===¿1767¿¿¿¿{"start":{"line":75,"column":22},"end":{"line":75,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿BinaryExpression
1400¿Identifier¿¿1767¿v127¿¿¿¿¿Identifier
1401¿Literal¿number¿1767¿¿0¿¿{"start":{"line":75,"column":43},"end":{"line":75,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Literal
1402¿VariableDeclarator¿¿1767¿v129¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1403¿LogicalExpression¿||¿1767¿¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿LogicalExpression
1404¿Identifier¿¿1767¿v125¿¿¿¿¿Identifier
1405¿Identifier¿¿1767¿v128¿¿¿¿¿Identifier
1406¿IfStatement¿¿1767¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":77,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿IfStatement
1407¿Identifier¿¿1767¿v129¿¿¿¿¿Identifier
1408¿VariableDeclarator¿¿1767¿v130¿¿¿{"start":{"line":76,"column":13},"end":{"line":76,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1409¿CallExpression¿¿1767¿¿¿¿{"start":{"line":76,"column":13},"end":{"line":76,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1410¿MemberExpression¿¿1767¿¿¿¿{"start":{"line":76,"column":13},"end":{"line":76,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1411¿Identifier¿¿1767¿res¿¿¿{"start":{"line":76,"column":13},"end":{"line":76,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1412¿Identifier¿¿1767¿status¿¿¿{"start":{"line":76,"column":17},"end":{"line":76,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1413¿Literal¿number¿1767¿¿400¿¿{"start":{"line":76,"column":24},"end":{"line":76,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Literal
1414¿VariableDeclarator¿¿1767¿v131¿¿¿{"start":{"line":76,"column":34},"end":{"line":76,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1415¿ObjectExpression¿¿1767¿¿¿¿{"start":{"line":76,"column":34},"end":{"line":76,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ObjectExpression
1416¿Property¿¿1767¿¿¿¿{"start":{"line":76,"column":36},"end":{"line":76,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Property
1417¿Identifier¿¿1767¿error¿¿¿{"start":{"line":76,"column":36},"end":{"line":76,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1418¿Literal¿string¿1767¿¿'No files uploaded'¿¿{"start":{"line":76,"column":43},"end":{"line":76,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Literal
1419¿VariableDeclarator¿¿1767¿v132¿¿¿{"start":{"line":76,"column":13},"end":{"line":76,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1420¿CallExpression¿¿1767¿¿¿¿{"start":{"line":76,"column":13},"end":{"line":76,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1421¿MemberExpression¿¿1767¿¿¿¿{"start":{"line":76,"column":13},"end":{"line":76,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1422¿Identifier¿¿1767¿v130¿¿¿¿¿Identifier
1423¿Identifier¿¿1767¿json¿¿¿{"start":{"line":76,"column":29},"end":{"line":76,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1424¿Identifier¿¿1767¿v131¿¿¿¿¿Identifier
1425¿ReturnStatement¿¿1767¿¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ReturnStatement
1426¿Identifier¿¿1767¿v132¿¿¿¿¿Identifier
1427¿BlockStatement¿¿1767¿¿¿¿{"start":{"line":75,"column":46},"end":{"line":77,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿BlockStatement
1428¿VariableDeclarator¿¿1767¿v133¿¿¿{"start":{"line":79,"column":26},"end":{"line":79,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1429¿MemberExpression¿¿1767¿¿¿¿{"start":{"line":79,"column":26},"end":{"line":79,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1430¿Identifier¿¿1767¿req¿¿¿{"start":{"line":79,"column":26},"end":{"line":79,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1431¿Identifier¿¿1767¿files¿¿¿{"start":{"line":79,"column":30},"end":{"line":79,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1432¿VariableDeclarator¿¿1767¿v138¿¿¿{"start":{"line":79,"column":40},"end":{"line":83,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1433¿ArrowFunctionExpression¿¿1767¿¿¿¿{"start":{"line":79,"column":40},"end":{"line":83,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ArrowFunctionExpression
1434¿Identifier¿¿0¿file¿¿¿{"start":{"line":79,"column":40},"end":{"line":79,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1435¿VariableDeclarator¿¿1770¿v134¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1436¿MemberExpression¿¿1770¿¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1437¿Identifier¿¿1770¿file¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1438¿Identifier¿¿1770¿filename¿¿¿{"start":{"line":80,"column":17},"end":{"line":80,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1439¿VariableDeclarator¿¿1770¿v135¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1440¿MemberExpression¿¿1770¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1441¿Identifier¿¿1770¿file¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1442¿Identifier¿¿1770¿size¿¿¿{"start":{"line":81,"column":17},"end":{"line":81,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1443¿VariableDeclarator¿¿1770¿v136¿¿¿{"start":{"line":82,"column":20},"end":{"line":82,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1444¿MemberExpression¿¿1770¿¿¿¿{"start":{"line":82,"column":20},"end":{"line":82,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1445¿Identifier¿¿1770¿file¿¿¿{"start":{"line":82,"column":20},"end":{"line":82,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1446¿Identifier¿¿1770¿filename¿¿¿{"start":{"line":82,"column":25},"end":{"line":82,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1447¿VariableDeclarator¿¿1770¿v137¿¿¿{"start":{"line":79,"column":49},"end":{"line":83,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1448¿ObjectExpression¿¿1770¿¿¿¿¿¿ObjectExpression
1449¿ExpressionStatement¿¿1770¿¿¿¿{"start":{"line":79,"column":49},"end":{"line":83,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ExpressionStatement
1450¿AssignmentExpression¿=¿1770¿¿¿¿{"start":{"line":79,"column":49},"end":{"line":83,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿AssignmentExpression
1451¿MemberExpression¿¿1770¿¿¿¿{"start":{"line":79,"column":49},"end":{"line":83,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1452¿Identifier¿¿1770¿v137¿¿¿¿¿Identifier
1453¿Identifier¿¿1770¿name¿¿¿{"start":{"line":80,"column":6},"end":{"line":80,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1454¿Identifier¿¿1770¿v134¿¿¿¿¿Identifier
1455¿ExpressionStatement¿¿1770¿¿¿¿{"start":{"line":79,"column":49},"end":{"line":83,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ExpressionStatement
1456¿AssignmentExpression¿=¿1770¿¿¿¿{"start":{"line":79,"column":49},"end":{"line":83,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿AssignmentExpression
1457¿MemberExpression¿¿1770¿¿¿¿{"start":{"line":79,"column":49},"end":{"line":83,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1458¿Identifier¿¿1770¿v137¿¿¿¿¿Identifier
1459¿Identifier¿¿1770¿size¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1460¿Identifier¿¿1770¿v135¿¿¿¿¿Identifier
1461¿ExpressionStatement¿¿1770¿¿¿¿{"start":{"line":79,"column":49},"end":{"line":83,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ExpressionStatement
1462¿AssignmentExpression¿=¿1770¿¿¿¿{"start":{"line":79,"column":49},"end":{"line":83,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿AssignmentExpression
1463¿MemberExpression¿¿1770¿¿¿¿{"start":{"line":79,"column":49},"end":{"line":83,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1464¿Identifier¿¿1770¿v137¿¿¿¿¿Identifier
1465¿Identifier¿¿1770¿url¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1466¿TemplateLiteral¿¿1770¿¿¿¿{"start":{"line":82,"column":11},"end":{"line":82,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿TemplateLiteral
1467¿Identifier¿¿1770¿v136¿¿¿¿¿Identifier
1468¿ReturnStatement¿¿1770¿¿¿¿¿¿ReturnStatement
1469¿Identifier¿¿1770¿v137¿¿¿¿¿Identifier
1470¿BlockStatement¿¿1770¿¿¿¿¿¿BlockStatement
1471¿VariableDeclarator¿¿1767¿uploadedFiles¿¿¿{"start":{"line":79,"column":10},"end":{"line":83,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1472¿CallExpression¿¿1767¿¿¿¿{"start":{"line":79,"column":26},"end":{"line":83,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1473¿MemberExpression¿¿1767¿¿¿¿{"start":{"line":79,"column":26},"end":{"line":79,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1474¿Identifier¿¿1767¿v133¿¿¿¿¿Identifier
1475¿Identifier¿¿1767¿map¿¿¿{"start":{"line":79,"column":36},"end":{"line":79,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1476¿Identifier¿¿1767¿v138¿¿¿¿¿Identifier
1477¿VariableDeclarator¿¿1767¿v139¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1478¿CallExpression¿¿1767¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1479¿MemberExpression¿¿1767¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1480¿Identifier¿¿1767¿res¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1481¿Identifier¿¿1767¿status¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1482¿Literal¿number¿1767¿¿201¿¿{"start":{"line":84,"column":15},"end":{"line":84,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Literal
1483¿VariableDeclarator¿¿1767¿v140¿¿¿{"start":{"line":85,"column":40},"end":{"line":85,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1484¿MemberExpression¿¿1767¿¿¿¿{"start":{"line":85,"column":40},"end":{"line":85,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1485¿Identifier¿¿1767¿req¿¿¿{"start":{"line":85,"column":40},"end":{"line":85,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1486¿Identifier¿¿1767¿files¿¿¿{"start":{"line":85,"column":44},"end":{"line":85,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1487¿VariableDeclarator¿¿1767¿v141¿¿¿{"start":{"line":85,"column":40},"end":{"line":85,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1488¿MemberExpression¿¿1767¿¿¿¿{"start":{"line":85,"column":40},"end":{"line":85,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1489¿Identifier¿¿1767¿v140¿¿¿¿¿Identifier
1490¿Identifier¿¿1767¿length¿¿¿{"start":{"line":85,"column":50},"end":{"line":85,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1491¿VariableDeclarator¿¿1767¿v142¿¿¿{"start":{"line":84,"column":25},"end":{"line":87,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1492¿ObjectExpression¿¿1767¿¿¿¿{"start":{"line":84,"column":25},"end":{"line":87,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ObjectExpression
1493¿Property¿¿1767¿¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Property
1494¿Identifier¿¿1767¿message¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1495¿TemplateLiteral¿¿1767¿¿¿¿{"start":{"line":85,"column":15},"end":{"line":85,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿TemplateLiteral
1496¿Identifier¿¿1767¿v141¿¿¿¿¿Identifier
1497¿Property¿¿1767¿¿¿¿{"start":{"line":86,"column":6},"end":{"line":86,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Property
1498¿Identifier¿¿1767¿files¿¿¿{"start":{"line":86,"column":6},"end":{"line":86,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1499¿Identifier¿¿1767¿uploadedFiles¿¿¿{"start":{"line":86,"column":13},"end":{"line":86,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1500¿VariableDeclarator¿¿1767¿v143¿¿¿{"start":{"line":84,"column":4},"end":{"line":87,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1501¿CallExpression¿¿1767¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":87,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1502¿MemberExpression¿¿1767¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿MemberExpression
1503¿Identifier¿¿1767¿v139¿¿¿¿¿Identifier
1504¿Identifier¿¿1767¿json¿¿¿{"start":{"line":84,"column":20},"end":{"line":84,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1505¿Identifier¿¿1767¿v142¿¿¿¿¿Identifier
1506¿ExpressionStatement¿¿1767¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":87,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ExpressionStatement
1507¿Identifier¿¿1767¿v143¿¿¿¿¿Identifier
1508¿BlockStatement¿¿1767¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":88,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿BlockStatement
1509¿CatchClause¿¿1767¿¿¿¿{"start":{"line":88,"column":4},"end":{"line":88,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CatchClause
1510¿VariableDeclarator¿¿1767¿v144¿¿¿{"start":{"line":88,"column":18},"end":{"line":88,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿VariableDeclarator
1511¿CallExpression¿¿1767¿¿¿¿{"start":{"line":88,"column":18},"end":{"line":88,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿CallExpression
1512¿Identifier¿¿1767¿next¿¿¿{"start":{"line":88,"column":18},"end":{"line":88,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1513¿Identifier¿¿1767¿err¿¿¿{"start":{"line":88,"column":23},"end":{"line":88,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
1514¿ExpressionStatement¿¿1767¿¿¿¿{"start":{"line":88,"column":18},"end":{"line":88,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿ExpressionStatement
1515¿Identifier¿¿1767¿v144¿¿¿¿¿Identifier
1516¿BlockStatement¿¿1767¿¿¿¿{"start":{"line":88,"column":16},"end":{"line":88,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿BlockStatement
1517¿Identifier¿¿1767¿err¿¿¿{"start":{"line":88,"column":11},"end":{"line":88,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/static-site-host/fixed_files.js"}¿¿Identifier
