Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
2221¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":254,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Program
3536¿CallExpression¿¿3873¿¿¿¿{"start":{"line":190,"column":8},"end":{"line":206,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
3537¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":190,"column":8},"end":{"line":190,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
3538¿Identifier¿¿3873¿client¿¿¿{"start":{"line":190,"column":8},"end":{"line":190,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3539¿Identifier¿¿3873¿ls¿¿¿{"start":{"line":190,"column":15},"end":{"line":190,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3540¿Literal¿string¿3873¿¿'pub/figlet/fonts/ours'¿¿{"start":{"line":190,"column":18},"end":{"line":190,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
3541¿Identifier¿¿3873¿v401¿¿¿¿¿Identifier
3542¿ExpressionStatement¿¿3873¿¿¿¿{"start":{"line":190,"column":8},"end":{"line":206,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿ExpressionStatement
3543¿Identifier¿¿3873¿v402¿¿¿¿¿Identifier
3544¿BreakStatement¿¿3873¿¿¿¿{"start":{"line":207,"column":8},"end":{"line":207,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿BreakStatement
3545¿SwitchCase¿¿3873¿¿¿¿{"start":{"line":208,"column":4},"end":{"line":211,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿SwitchCase
3546¿Literal¿string¿3873¿¿'preview'¿¿{"start":{"line":208,"column":9},"end":{"line":208,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
3547¿VariableDeclarator¿¿3873¿v403¿¿¿{"start":{"line":209,"column":19},"end":{"line":209,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3548¿CallExpression¿¿3873¿¿¿¿{"start":{"line":209,"column":19},"end":{"line":209,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
3549¿Identifier¿¿3873¿require¿¿¿{"start":{"line":209,"column":19},"end":{"line":209,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3550¿Literal¿string¿3873¿¿'child_process'¿¿{"start":{"line":209,"column":27},"end":{"line":209,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
3551¿VariableDeclarator¿¿3873¿exec¿¿¿{"start":{"line":209,"column":12},"end":{"line":209,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3552¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":209,"column":19},"end":{"line":209,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
3553¿Identifier¿¿3873¿v403¿¿¿¿¿Identifier
3554¿Identifier¿¿3873¿exec¿¿¿{"start":{"line":209,"column":44},"end":{"line":209,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3555¿VariableDeclarator¿¿3873¿v404¿¿¿{"start":{"line":210,"column":68},"end":{"line":210,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3556¿CallExpression¿¿3873¿¿¿¿{"start":{"line":210,"column":68},"end":{"line":210,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
3557¿MemberExpression¿¿3873¿¿¿¿{"start":{"line":210,"column":68},"end":{"line":210,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
3558¿Identifier¿¿3873¿target¿¿¿{"start":{"line":210,"column":68},"end":{"line":210,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3559¿Identifier¿¿3873¿toLowerCase¿¿¿{"start":{"line":210,"column":75},"end":{"line":210,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3560¿VariableDeclarator¿¿3873¿v405¿¿¿{"start":{"line":210,"column":13},"end":{"line":210,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3561¿BinaryExpression¿+¿3873¿¿¿¿{"start":{"line":210,"column":13},"end":{"line":210,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿BinaryExpression
3562¿Literal¿string¿3873¿¿'open 'http://www.figlet.org/fontdb_example.cgi?font='¿¿{"start":{"line":210,"column":13},"end":{"line":210,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
3563¿Identifier¿¿3873¿v404¿¿¿¿¿Identifier
3564¿VariableDeclarator¿¿3873¿v406¿¿¿{"start":{"line":210,"column":13},"end":{"line":210,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3565¿BinaryExpression¿+¿3873¿¿¿¿{"start":{"line":210,"column":13},"end":{"line":210,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿BinaryExpression
3566¿Identifier¿¿3873¿v405¿¿¿¿¿Identifier
3567¿Literal¿string¿3873¿¿'.flf''¿¿{"start":{"line":210,"column":89},"end":{"line":210,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
3568¿VariableDeclarator¿¿3873¿v407¿¿¿{"start":{"line":210,"column":8},"end":{"line":210,"column":97},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3569¿CallExpression¿¿3873¿¿¿¿{"start":{"line":210,"column":8},"end":{"line":210,"column":97},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
3570¿Identifier¿¿3873¿exec¿¿¿{"start":{"line":210,"column":8},"end":{"line":210,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3571¿Identifier¿¿3873¿v406¿¿¿¿¿Identifier
3572¿ExpressionStatement¿¿3873¿¿¿¿{"start":{"line":210,"column":8},"end":{"line":210,"column":97},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿ExpressionStatement
3573¿Identifier¿¿3873¿v407¿¿¿¿¿Identifier
3574¿BreakStatement¿¿3873¿¿¿¿{"start":{"line":211,"column":8},"end":{"line":211,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿BreakStatement
3575¿SwitchCase¿¿3873¿¿¿¿{"start":{"line":212,"column":4},"end":{"line":252,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿SwitchCase
3576¿Literal¿string¿3873¿¿'install'¿¿{"start":{"line":212,"column":9},"end":{"line":212,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
3577¿VariableDeclarator¿¿3873¿JSFtp¿¿¿{"start":{"line":213,"column":12},"end":{"line":213,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3578¿LogicalExpression¿||¿3873¿¿¿¿{"start":{"line":213,"column":20},"end":{"line":213,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿LogicalExpression
3579¿Identifier¿¿3873¿ftp¿¿¿{"start":{"line":213,"column":20},"end":{"line":213,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3580¿AssignmentExpression¿=¿3873¿¿¿¿{"start":{"line":213,"column":28},"end":{"line":213,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿AssignmentExpression
3581¿Identifier¿¿3873¿ftp¿¿¿{"start":{"line":213,"column":28},"end":{"line":213,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3582¿CallExpression¿¿3873¿¿¿¿{"start":{"line":213,"column":34},"end":{"line":213,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
3583¿Identifier¿¿3873¿require¿¿¿{"start":{"line":213,"column":34},"end":{"line":213,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3584¿Literal¿string¿3873¿¿'jsftp'¿¿{"start":{"line":213,"column":42},"end":{"line":213,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
3585¿VariableDeclarator¿¿3873¿v408¿¿¿{"start":{"line":214,"column":28},"end":{"line":216,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3586¿ObjectExpression¿¿3873¿¿¿¿{"start":{"line":214,"column":28},"end":{"line":216,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿ObjectExpression
3587¿Property¿¿3873¿¿¿¿{"start":{"line":215,"column":12},"end":{"line":215,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Property
3588¿Identifier¿¿3873¿host¿¿¿{"start":{"line":215,"column":12},"end":{"line":215,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3589¿Literal¿string¿3873¿¿'ftp.figlet.org'¿¿{"start":{"line":215,"column":18},"end":{"line":215,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
3590¿VariableDeclarator¿¿3873¿ftp¿¿¿{"start":{"line":214,"column":12},"end":{"line":216,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3591¿NewExpression¿¿3873¿¿¿¿{"start":{"line":214,"column":18},"end":{"line":216,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿NewExpression
3592¿Identifier¿¿3873¿JSFtp¿¿¿{"start":{"line":214,"column":22},"end":{"line":214,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3593¿Identifier¿¿3873¿v408¿¿¿¿¿Identifier
3594¿VariableDeclarator¿¿3873¿subdir¿¿¿{"start":{"line":217,"column":12},"end":{"line":217,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3595¿Literal¿string¿3873¿¿'contributed'¿¿{"start":{"line":217,"column":21},"end":{"line":217,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
3596¿VariableDeclarator¿¿3873¿makeURLForDirectory¿¿¿{"start":{"line":219,"column":12},"end":{"line":221,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3597¿FunctionExpression¿¿3873¿anon¿¿¿{"start":{"line":219,"column":34},"end":{"line":221,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿FunctionExpression
3598¿Identifier¿¿0¿dir¿¿¿{"start":{"line":219,"column":43},"end":{"line":219,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3599¿VariableDeclarator¿¿3942¿v409¿¿¿{"start":{"line":220,"column":19},"end":{"line":220,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3600¿BinaryExpression¿+¿3942¿¿¿¿{"start":{"line":220,"column":19},"end":{"line":220,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿BinaryExpression
3601¿Literal¿string¿3942¿¿'pub/figlet/fonts/'¿¿{"start":{"line":220,"column":19},"end":{"line":220,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
3602¿Identifier¿¿3942¿dir¿¿¿{"start":{"line":220,"column":39},"end":{"line":220,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3603¿VariableDeclarator¿¿3942¿v410¿¿¿{"start":{"line":220,"column":19},"end":{"line":220,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3604¿BinaryExpression¿+¿3942¿¿¿¿{"start":{"line":220,"column":19},"end":{"line":220,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿BinaryExpression
3605¿Identifier¿¿3942¿v409¿¿¿¿¿Identifier
3606¿Literal¿string¿3942¿¿'/'¿¿{"start":{"line":220,"column":43},"end":{"line":220,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
3607¿VariableDeclarator¿¿3942¿v411¿¿¿{"start":{"line":220,"column":47},"end":{"line":220,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3608¿CallExpression¿¿3942¿¿¿¿{"start":{"line":220,"column":47},"end":{"line":220,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
3609¿MemberExpression¿¿3942¿¿¿¿{"start":{"line":220,"column":47},"end":{"line":220,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
3610¿Identifier¿¿3942¿target¿¿¿{"start":{"line":220,"column":47},"end":{"line":220,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3611¿Identifier¿¿3942¿toLowerCase¿¿¿{"start":{"line":220,"column":54},"end":{"line":220,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3612¿VariableDeclarator¿¿3942¿v412¿¿¿{"start":{"line":220,"column":19},"end":{"line":220,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3613¿BinaryExpression¿+¿3942¿¿¿¿{"start":{"line":220,"column":19},"end":{"line":220,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿BinaryExpression
3614¿Identifier¿¿3942¿v410¿¿¿¿¿Identifier
3615¿Identifier¿¿3942¿v411¿¿¿¿¿Identifier
3616¿VariableDeclarator¿¿3942¿v413¿¿¿{"start":{"line":220,"column":19},"end":{"line":220,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3617¿BinaryExpression¿+¿3942¿¿¿¿{"start":{"line":220,"column":19},"end":{"line":220,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿BinaryExpression
3618¿Identifier¿¿3942¿v412¿¿¿¿¿Identifier
3619¿Literal¿string¿3942¿¿'.flf'¿¿{"start":{"line":220,"column":68},"end":{"line":220,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
3620¿ReturnStatement¿¿3942¿¿¿¿{"start":{"line":220,"column":12},"end":{"line":220,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿ReturnStatement
3621¿Identifier¿¿3942¿v413¿¿¿¿¿Identifier
3622¿BlockStatement¿¿3942¿¿¿¿{"start":{"line":219,"column":47},"end":{"line":221,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿BlockStatement
3623¿VariableDeclarator¿¿3873¿handle¿¿¿{"start":{"line":222,"column":12},"end":{"line":240,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3624¿FunctionExpression¿¿3873¿anon¿¿¿{"start":{"line":222,"column":21},"end":{"line":240,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿FunctionExpression
3625¿Identifier¿¿0¿sock¿¿¿{"start":{"line":222,"column":30},"end":{"line":222,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3626¿VariableDeclarator¿¿3944¿str¿¿¿{"start":{"line":223,"column":16},"end":{"line":223,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3627¿Literal¿string¿3944¿¿''¿¿{"start":{"line":223,"column":22},"end":{"line":223,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
3628¿VariableDeclarator¿¿3944¿v414¿¿¿{"start":{"line":224,"column":28},"end":{"line":224,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3629¿FunctionExpression¿¿3944¿anon¿¿¿{"start":{"line":224,"column":28},"end":{"line":224,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿FunctionExpression
3630¿Identifier¿¿0¿d¿¿¿{"start":{"line":224,"column":37},"end":{"line":224,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3631¿ExpressionStatement¿¿3946¿¿¿¿{"start":{"line":224,"column":42},"end":{"line":224,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿ExpressionStatement
3632¿AssignmentExpression¿+=¿3946¿¿¿¿{"start":{"line":224,"column":42},"end":{"line":224,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿AssignmentExpression
3633¿Identifier¿¿3946¿str¿¿¿{"start":{"line":224,"column":42},"end":{"line":224,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3634¿CallExpression¿¿3946¿¿¿¿{"start":{"line":224,"column":49},"end":{"line":224,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
3635¿MemberExpression¿¿3946¿¿¿¿{"start":{"line":224,"column":49},"end":{"line":224,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
3636¿Identifier¿¿3946¿d¿¿¿{"start":{"line":224,"column":49},"end":{"line":224,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3637¿Identifier¿¿3946¿toString¿¿¿{"start":{"line":224,"column":51},"end":{"line":224,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3638¿BlockStatement¿¿3946¿¿¿¿{"start":{"line":224,"column":40},"end":{"line":224,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿BlockStatement
3639¿VariableDeclarator¿¿3944¿v415¿¿¿{"start":{"line":224,"column":12},"end":{"line":224,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3640¿CallExpression¿¿3944¿¿¿¿{"start":{"line":224,"column":12},"end":{"line":224,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿CallExpression
3641¿MemberExpression¿¿3944¿¿¿¿{"start":{"line":224,"column":12},"end":{"line":224,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿MemberExpression
3642¿Identifier¿¿3944¿sock¿¿¿{"start":{"line":224,"column":12},"end":{"line":224,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3643¿Identifier¿¿3944¿on¿¿¿{"start":{"line":224,"column":17},"end":{"line":224,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3644¿Literal¿string¿3944¿¿'data'¿¿{"start":{"line":224,"column":20},"end":{"line":224,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Literal
3645¿Identifier¿¿3944¿v414¿¿¿¿¿Identifier
3646¿ExpressionStatement¿¿3944¿¿¿¿{"start":{"line":224,"column":12},"end":{"line":224,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿ExpressionStatement
3647¿Identifier¿¿3944¿v415¿¿¿¿¿Identifier
3648¿VariableDeclarator¿¿3944¿v432¿¿¿{"start":{"line":225,"column":29},"end":{"line":238,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3649¿FunctionExpression¿¿3944¿anon¿¿¿{"start":{"line":225,"column":29},"end":{"line":238,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿FunctionExpression
3650¿Identifier¿¿0¿err¿¿¿{"start":{"line":225,"column":38},"end":{"line":225,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3651¿IfStatement¿¿3948¿¿¿¿{"start":{"line":226,"column":16},"end":{"line":236,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿IfStatement
3652¿Identifier¿¿3948¿err¿¿¿{"start":{"line":226,"column":20},"end":{"line":226,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿Identifier
3653¿VariableDeclarator¿¿3948¿v416¿¿¿{"start":{"line":227,"column":34},"end":{"line":227,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿VariableDeclarator
3654¿BinaryExpression¿+¿3948¿¿¿¿{"start":{"line":227,"column":34},"end":{"line":227,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/ascii-art/ascii-art.js"}¿¿BinaryExpression
