Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
586¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":132,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Program
974¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":114,"column":6},"end":{"line":114,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ExpressionStatement
975¿Identifier¿¿1022¿v91¿¿¿¿¿Identifier
976¿VariableDeclarator¿¿1022¿v92¿¿¿{"start":{"line":120,"column":10},"end":{"line":120,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
977¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":120,"column":10},"end":{"line":120,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
978¿Identifier¿¿1022¿cliOptions¿¿¿{"start":{"line":120,"column":10},"end":{"line":120,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
979¿Identifier¿¿1022¿hook¿¿¿{"start":{"line":120,"column":21},"end":{"line":120,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
980¿IfStatement¿¿1022¿¿¿¿{"start":{"line":120,"column":6},"end":{"line":123,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿IfStatement
981¿Identifier¿¿1022¿v92¿¿¿¿¿Identifier
982¿VariableDeclarator¿¿1022¿v93¿¿¿{"start":{"line":122,"column":8},"end":{"line":122,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
983¿CallExpression¿¿1022¿¿¿¿{"start":{"line":122,"column":8},"end":{"line":122,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
984¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":122,"column":8},"end":{"line":122,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
985¿Identifier¿¿1022¿process¿¿¿{"start":{"line":122,"column":8},"end":{"line":122,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
986¿Identifier¿¿1022¿exit¿¿¿{"start":{"line":122,"column":16},"end":{"line":122,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
987¿Literal¿number¿1022¿¿0¿¿{"start":{"line":122,"column":21},"end":{"line":122,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Literal
988¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":122,"column":8},"end":{"line":122,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ExpressionStatement
989¿Identifier¿¿1022¿v93¿¿¿¿¿Identifier
990¿BlockStatement¿¿1022¿¿¿¿{"start":{"line":120,"column":27},"end":{"line":123,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BlockStatement
991¿VariableDeclarator¿¿1022¿v94¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
992¿CallExpression¿¿1022¿¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
993¿Identifier¿¿1022¿executeCommand¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
994¿Identifier¿¿1022¿command¿¿¿{"start":{"line":125,"column":21},"end":{"line":125,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
995¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":125,"column":6},"end":{"line":125,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ExpressionStatement
996¿Identifier¿¿1022¿v94¿¿¿¿¿Identifier
997¿BlockStatement¿¿1022¿¿¿¿{"start":{"line":113,"column":11},"end":{"line":126,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BlockStatement
998¿BlockStatement¿¿1022¿¿¿¿{"start":{"line":29,"column":6},"end":{"line":127,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BlockStatement
999¿CatchClause¿¿1022¿¿¿¿{"start":{"line":127,"column":4},"end":{"line":129,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CatchClause
1000¿VariableDeclarator¿¿1022¿v95¿¿¿{"start":{"line":128,"column":4},"end":{"line":128,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
1001¿CallExpression¿¿1022¿¿¿¿{"start":{"line":128,"column":4},"end":{"line":128,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
1002¿MemberExpression¿¿1022¿¿¿¿{"start":{"line":128,"column":4},"end":{"line":128,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿MemberExpression
1003¿Identifier¿¿1022¿signale¿¿¿{"start":{"line":128,"column":4},"end":{"line":128,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
1004¿Identifier¿¿1022¿fatal¿¿¿{"start":{"line":128,"column":12},"end":{"line":128,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
1005¿Identifier¿¿1022¿error¿¿¿{"start":{"line":128,"column":18},"end":{"line":128,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
1006¿ExpressionStatement¿¿1022¿¿¿¿{"start":{"line":128,"column":4},"end":{"line":128,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ExpressionStatement
1007¿Identifier¿¿1022¿v95¿¿¿¿¿Identifier
1008¿BlockStatement¿¿1022¿¿¿¿{"start":{"line":127,"column":18},"end":{"line":129,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BlockStatement
1009¿Identifier¿¿1022¿error¿¿¿{"start":{"line":127,"column":11},"end":{"line":127,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
1010¿BlockStatement¿¿1022¿¿¿¿{"start":{"line":28,"column":25},"end":{"line":130,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿BlockStatement
1011¿VariableDeclarator¿¿1016¿v96¿¿¿{"start":{"line":132,"column":0},"end":{"line":132,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿VariableDeclarator
1012¿CallExpression¿¿1016¿¿¿¿{"start":{"line":132,"column":0},"end":{"line":132,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿CallExpression
1013¿Identifier¿¿1016¿main¿¿¿{"start":{"line":132,"column":0},"end":{"line":132,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿Identifier
1014¿ExpressionStatement¿¿1016¿¿¿¿{"start":{"line":132,"column":0},"end":{"line":132,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/git-cz/cli.js"}¿¿ExpressionStatement
1015¿Identifier¿¿1016¿v96¿¿¿¿¿Identifier
1016¿CFG_F_START¿¿1016¿__main__¿¿¿¿¿CFG_F_START
1017¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1018¿CFG_F_START¿¿1018¿644_anon¿¿¿¿¿CFG_F_START
1019¿CFG_F_END¿¿0¿644_anon¿¿¿¿¿CFG_F_END
1020¿CFG_F_START¿¿1020¿672_anon¿¿¿¿¿CFG_F_START
1021¿CFG_F_END¿¿0¿672_anon¿¿¿¿¿CFG_F_END
1022¿CFG_F_START¿¿1022¿694_anon¿¿¿¿¿CFG_F_START
1023¿CFG_F_END¿¿0¿694_anon¿¿¿¿¿CFG_F_END
1024¿CFG_IF_END¿¿0¿717¿¿¿¿¿CFG_IF_END
1025¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1026¿CFG_IF_END¿¿0¿785¿¿¿¿¿CFG_IF_END
1027¿CFG_IF_END¿¿0¿745¿¿¿¿¿CFG_IF_END
1028¿CFG_IF_END¿¿0¿820¿¿¿¿¿CFG_IF_END
1029¿CFG_IF_END¿¿0¿858¿¿¿¿¿CFG_IF_END
1030¿CFG_IF_END¿¿0¿890¿¿¿¿¿CFG_IF_END
1031¿FOR_END¿¿0¿¿¿¿¿¿FOR_END
1032¿CFG_IF_END¿¿0¿980¿¿¿¿¿CFG_IF_END
1033¿CFG_IF_END¿¿0¿925¿¿¿¿¿CFG_IF_END
1034¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1035¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1036¿PDG_CALL¿¿1016¿1016.CALL->require-o123¿¿¿¿¿PDG_CALL
1037¿PDG_OBJECT¿¿0¿1016.v49-o124¿¿¿¿¿PDG_OBJECT
1038¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1039¿PDG_OBJECT¿¿0¿1016.v49.spawn-o125¿¿¿¿¿PDG_OBJECT
1040¿PDG_OBJECT¿¿0¿1016.v49.execSync-o126¿¿¿¿¿PDG_OBJECT
1041¿PDG_CALL¿¿1016¿1016.CALL->require-o127¿¿¿¿¿PDG_CALL
1042¿PDG_OBJECT¿¿0¿1016.fs-o128¿¿¿¿¿PDG_OBJECT
1043¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1044¿PDG_CALL¿¿1016¿1016.CALL->require-o129¿¿¿¿¿PDG_CALL
1045¿PDG_OBJECT¿¿0¿1016.v50-o130¿¿¿¿¿PDG_OBJECT
1046¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1047¿PDG_OBJECT¿¿0¿1016.v50.join-o131¿¿¿¿¿PDG_OBJECT
1048¿PDG_CALL¿¿1016¿1016.CALL->require-o132¿¿¿¿¿PDG_CALL
1049¿PDG_OBJECT¿¿0¿1016.shellescape-o133¿¿¿¿¿PDG_OBJECT
1050¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1051¿PDG_CALL¿¿1016¿1016.CALL->require-o134¿¿¿¿¿PDG_CALL
1052¿PDG_OBJECT¿¿0¿1016.signale-o135¿¿¿¿¿PDG_OBJECT
1053¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1054¿PDG_CALL¿¿1016¿1016.CALL->require-o136¿¿¿¿¿PDG_CALL
1055¿PDG_OBJECT¿¿0¿1016.parseArgs-o137¿¿¿¿¿PDG_OBJECT
1056¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1057¿PDG_CALL¿¿1016¿1016.CALL->require-o138¿¿¿¿¿PDG_CALL
1058¿PDG_OBJECT¿¿0¿1016.createState-o139¿¿¿¿¿PDG_OBJECT
1059¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1060¿PDG_CALL¿¿1016¿1016.CALL->require-o140¿¿¿¿¿PDG_CALL
1061¿PDG_OBJECT¿¿0¿1016.runInteractiveQuestions-o141¿¿¿¿¿PDG_OBJECT
1062¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1063¿PDG_CALL¿¿1016¿1016.CALL->require-o142¿¿¿¿¿PDG_CALL
1064¿PDG_OBJECT¿¿0¿1016.runNonInteractiveMode-o143¿¿¿¿¿PDG_OBJECT
1065¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1066¿PDG_CALL¿¿1016¿1016.CALL->require-o144¿¿¿¿¿PDG_CALL
1067¿PDG_OBJECT¿¿0¿1016.formatCommitMessage-o145¿¿¿¿¿PDG_OBJECT
1068¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1069¿PDG_CALL¿¿1016¿1016.CALL->require-o146¿¿¿¿¿PDG_CALL
1070¿PDG_OBJECT¿¿0¿1016.getGitDir-o147¿¿¿¿¿PDG_OBJECT
1071¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1072¿PDG_OBJECT¿¿0¿1018.this-o148¿¿¿¿¿PDG_OBJECT
1073¿PDG_OBJECT¿¿0¿1018.command-o149¿¿¿¿¿PDG_OBJECT
1074¿PDG_OBJECT¿¿0¿1018.env-o150¿¿¿¿¿PDG_OBJECT
1075¿PDG_OBJECT¿¿0¿1016.executeCommand-o151¿¿¿¿¿PDG_OBJECT
1076¿PDG_OBJECT¿¿0¿1022.this-o152¿¿¿¿¿PDG_OBJECT
1077¿PDG_OBJECT¿¿0¿1016.main-o153¿¿¿¿¿PDG_OBJECT
1078¿PDG_CALL¿¿1016¿1016.CALL->main-o154¿¿¿¿¿PDG_CALL
1079¿PDG_OBJECT¿¿0¿1016.v96-o155¿¿¿¿¿PDG_OBJECT
1080¿PDG_OBJECT¿¿0¿1018.v51-o156¿¿¿¿¿PDG_OBJECT
1081¿PDG_OBJECT¿¿0¿1018.v52-o157¿¿¿¿¿PDG_OBJECT
1082¿PDG_OBJECT¿¿0¿1018.v52.0-o158¿¿¿¿¿PDG_OBJECT
1083¿PDG_OBJECT¿¿0¿1018.v52.1-o159¿¿¿¿¿PDG_OBJECT
1084¿PDG_OBJECT¿¿0¿1018.v52.2-o160¿¿¿¿¿PDG_OBJECT
1085¿PDG_OBJECT¿¿0¿1018.v53-o161¿¿¿¿¿PDG_OBJECT
1086¿PDG_CALL¿¿1018¿1018.CALL->spawn-o162¿¿¿¿¿PDG_CALL
1087¿PDG_OBJECT¿¿0¿1018.proc-o163¿¿¿¿¿PDG_OBJECT
1088¿TAINT_SINK¿¿0¿spawn¿¿¿¿¿TAINT_SINK
1089¿PDG_OBJECT¿¿0¿1020.this-o164¿¿¿¿¿PDG_OBJECT
1090¿PDG_OBJECT¿¿0¿1020.code-o165¿¿¿¿¿PDG_OBJECT
1091¿PDG_OBJECT¿¿0¿1018.v55-o166¿¿¿¿¿PDG_OBJECT
1092¿PDG_CALL¿¿1018¿1018.CALL->proc.on-o167¿¿¿¿¿PDG_CALL
1093¿PDG_OBJECT¿¿0¿1018.v56-o168¿¿¿¿¿PDG_OBJECT
1094¿PDG_CALL¿¿1020¿1020.CALL->process.exit-o169¿¿¿¿¿PDG_CALL
1095¿PDG_OBJECT¿¿0¿1020.v54-o170¿¿¿¿¿PDG_OBJECT
1096¿PDG_CALL¿¿1022¿1022.CALL->parseArgs-o171¿¿¿¿¿PDG_CALL
1097¿PDG_OBJECT¿¿0¿1022.v57-o172¿¿¿¿¿PDG_OBJECT
1098¿PDG_OBJECT¿¿0¿1022.v57.cliAnswers-o173¿¿¿¿¿PDG_OBJECT
1099¿PDG_OBJECT¿¿0¿1022.v57.cliOptions-o174¿¿¿¿¿PDG_OBJECT
1100¿PDG_OBJECT¿¿0¿1022.v57.passThroughParams-o175¿¿¿¿¿PDG_OBJECT
1101¿PDG_OBJECT¿¿0¿1022.cliOptions.disableEmoji-o176¿¿¿¿¿PDG_OBJECT
1102¿PDG_OBJECT¿¿0¿1022.v60-o177¿¿¿¿¿PDG_OBJECT
1103¿PDG_CALL¿¿1022¿1022.CALL->createState-o178¿¿¿¿¿PDG_CALL
1104¿PDG_OBJECT¿¿0¿1022.state-o179¿¿¿¿¿PDG_OBJECT
1105¿PDG_CALL¿¿1022¿1022.CALL->createState-o180¿¿¿¿¿PDG_CALL
1106¿PDG_OBJECT¿¿0¿1022.state-o181¿¿¿¿¿PDG_OBJECT
1107¿PDG_OBJECT¿¿0¿1022.cliOptions.dryRun-o182¿¿¿¿¿PDG_OBJECT
1108¿PDG_CALL¿¿1022¿1022.CALL->console.log-o183¿¿¿¿¿PDG_CALL
1109¿PDG_OBJECT¿¿0¿1022.v62-o184¿¿¿¿¿PDG_OBJECT
1110¿PDG_OBJECT¿¿0¿1022.passThroughParams.'allow-empty'-o185¿¿¿¿¿PDG_OBJECT
1111¿PDG_OBJECT¿¿0¿1022.passThroughParams.a-o186¿¿¿¿¿PDG_OBJECT
1112¿PDG_OBJECT¿¿0¿1022.v67-o187¿¿¿¿¿PDG_OBJECT
1113¿PDG_OBJECT¿¿0¿1022.passThroughParams.amend-o188¿¿¿¿¿PDG_OBJECT
1114¿PDG_OBJECT¿¿0¿1022.v70-o189¿¿¿¿¿PDG_OBJECT
1115¿PDG_CALL¿¿1022¿1022.CALL->execSync-o190¿¿¿¿¿PDG_CALL
1116¿PDG_OBJECT¿¿0¿1022.v71-o191¿¿¿¿¿PDG_OBJECT
1117¿TAINT_SINK¿¿0¿execSync¿¿¿¿¿TAINT_SINK
1118¿PDG_CALL¿¿1022¿1022.CALL->signale.error-o192¿¿¿¿¿PDG_CALL
1119¿PDG_OBJECT¿¿0¿1022.v72-o193¿¿¿¿¿PDG_OBJECT
1120¿PDG_CALL¿¿1022¿1022.CALL->process.exit-o194¿¿¿¿¿PDG_CALL
1121¿PDG_OBJECT¿¿0¿1022.v73-o195¿¿¿¿¿PDG_OBJECT
1122¿PDG_OBJECT¿¿0¿1022.cliOptions.nonInteractive-o196¿¿¿¿¿PDG_OBJECT
1123¿PDG_CALL¿¿1022¿1022.CALL->formatCommitMessage-o197¿¿¿¿¿PDG_CALL
1124¿PDG_OBJECT¿¿0¿1022.message-o198¿¿¿¿¿PDG_OBJECT
1125¿PDG_OBJECT¿¿0¿1022.appendedArgs-o199¿¿¿¿¿PDG_OBJECT
1126¿PDG_OBJECT¿¿0¿1022.key-o200¿¿¿¿¿PDG_OBJECT
1127¿PDG_OBJECT¿¿0¿1022.key-o201¿¿¿¿¿PDG_OBJECT
1128¿PDG_OBJECT¿¿0¿1022.passThroughParams.*-o202¿¿¿¿¿PDG_OBJECT
1129¿PDG_OBJECT¿¿0¿1022.key.length-o203¿¿¿¿¿PDG_OBJECT
1130¿PDG_OBJECT¿¿0¿1022.v76-o204¿¿¿¿¿PDG_OBJECT
1131¿PDG_OBJECT¿¿0¿1022.v77-o205¿¿¿¿¿PDG_OBJECT
1132¿PDG_CALL¿¿1022¿1022.CALL->appendedArgs.push-o206¿¿¿¿¿PDG_CALL
1133¿PDG_OBJECT¿¿0¿1022.v78-o207¿¿¿¿¿PDG_OBJECT
1134¿PDG_OBJECT¿¿0¿1022.v79-o208¿¿¿¿¿PDG_OBJECT
1135¿PDG_CALL¿¿1022¿1022.CALL->appendedArgs.push-o209¿¿¿¿¿PDG_CALL
1136¿PDG_OBJECT¿¿0¿1022.v80-o210¿¿¿¿¿PDG_OBJECT
1137¿PDG_OBJECT¿¿0¿1022.v81-o211¿¿¿¿¿PDG_OBJECT
1138¿PDG_CALL¿¿1022¿1022.CALL->appendedArgs.push-o212¿¿¿¿¿PDG_CALL
1139¿PDG_OBJECT¿¿0¿1022.v82-o213¿¿¿¿¿PDG_OBJECT
1140¿PDG_CALL¿¿1022¿1022.CALL->getGitDir-o214¿¿¿¿¿PDG_CALL
1141¿PDG_OBJECT¿¿0¿1022.v83-o215¿¿¿¿¿PDG_OBJECT
1142¿PDG_CALL¿¿1022¿1022.CALL->join-o216¿¿¿¿¿PDG_CALL
1143¿PDG_OBJECT¿¿0¿1022.commitMsgFile-o217¿¿¿¿¿PDG_OBJECT
1144¿PDG_OBJECT¿¿0¿1022.v84-o218¿¿¿¿¿PDG_OBJECT
1145¿PDG_OBJECT¿¿0¿1022.v84.0-o219¿¿¿¿¿PDG_OBJECT
1146¿PDG_OBJECT¿¿0¿1022.v84.1-o220¿¿¿¿¿PDG_OBJECT
1147¿PDG_OBJECT¿¿0¿1022.v84.2-o221¿¿¿¿¿PDG_OBJECT
1148¿PDG_OBJECT¿¿0¿1022.v84.3-o222¿¿¿¿¿PDG_OBJECT
1149¿PDG_OBJECT¿¿0¿1022.v84.4-o223¿¿¿¿¿PDG_OBJECT
1150¿PDG_CALL¿¿1022¿1022.CALL->shellescape-o224¿¿¿¿¿PDG_CALL
1151¿PDG_OBJECT¿¿0¿1022.command-o225¿¿¿¿¿PDG_OBJECT
1152¿PDG_CALL¿¿1022¿1022.CALL->console.log-o226¿¿¿¿¿PDG_CALL
1153¿PDG_OBJECT¿¿0¿1022.v86-o227¿¿¿¿¿PDG_OBJECT
1154¿PDG_CALL¿¿1022¿1022.CALL->command.replace-o228¿¿¿¿¿PDG_CALL
1155¿PDG_OBJECT¿¿0¿1022.v87-o229¿¿¿¿¿PDG_OBJECT
1156¿PDG_CALL¿¿1022¿1022.CALL->console.log-o230¿¿¿¿¿PDG_CALL
1157¿PDG_OBJECT¿¿0¿1022.v88-o231¿¿¿¿¿PDG_OBJECT
1158¿PDG_CALL¿¿1022¿1022.CALL->console.log-o232¿¿¿¿¿PDG_CALL
1159¿PDG_OBJECT¿¿0¿1022.v89-o233¿¿¿¿¿PDG_OBJECT
1160¿PDG_CALL¿¿1022¿1022.CALL->console.log-o234¿¿¿¿¿PDG_CALL
1161¿PDG_OBJECT¿¿0¿1022.v90-o235¿¿¿¿¿PDG_OBJECT
1162¿PDG_CALL¿¿1022¿1022.CALL->fs.writeFileSync-o236¿¿¿¿¿PDG_CALL
1163¿PDG_OBJECT¿¿0¿1022.v91-o237¿¿¿¿¿PDG_OBJECT
1164¿TAINT_SINK¿¿0¿writeFileSync¿¿¿¿¿TAINT_SINK
1165¿PDG_OBJECT¿¿0¿1022.cliOptions.hook-o238¿¿¿¿¿PDG_OBJECT
1166¿PDG_CALL¿¿1022¿1022.CALL->process.exit-o239¿¿¿¿¿PDG_CALL
1167¿PDG_OBJECT¿¿0¿1022.v93-o240¿¿¿¿¿PDG_OBJECT
1168¿PDG_CALL¿¿1022¿1022.CALL->executeCommand-o241¿¿¿¿¿PDG_CALL
1169¿PDG_OBJECT¿¿0¿1022.v94-o242¿¿¿¿¿PDG_OBJECT
1170¿PDG_CALL¿¿1022¿1022.CALL->signale.fatal-o243¿¿¿¿¿PDG_CALL
1171¿PDG_OBJECT¿¿0¿1022.v95-o244¿¿¿¿¿PDG_OBJECT
