Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
854¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":113,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Program
1239¿Identifier¿¿1471¿push¿¿¿{"start":{"line":60,"column":15},"end":{"line":60,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1240¿Identifier¿¿1471¿v122¿¿¿¿¿Identifier
1241¿ExpressionStatement¿¿1471¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":63,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ExpressionStatement
1242¿Identifier¿¿1471¿v123¿¿¿¿¿Identifier
1243¿BlockStatement¿¿1471¿¿¿¿{"start":{"line":59,"column":11},"end":{"line":64,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1244¿BlockStatement¿¿1471¿¿¿¿{"start":{"line":56,"column":24},"end":{"line":65,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1245¿VariableDeclarator¿¿1469¿v125¿¿¿{"start":{"line":56,"column":2},"end":{"line":65,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1246¿CallExpression¿¿1469¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":65,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1247¿MemberExpression¿¿1469¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1248¿Identifier¿¿1469¿files¿¿¿{"start":{"line":56,"column":2},"end":{"line":56,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1249¿Identifier¿¿1469¿forEach¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1250¿Identifier¿¿1469¿v124¿¿¿¿¿Identifier
1251¿ExpressionStatement¿¿1469¿¿¿¿{"start":{"line":56,"column":2},"end":{"line":65,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ExpressionStatement
1252¿Identifier¿¿1469¿v125¿¿¿¿¿Identifier
1253¿ReturnStatement¿¿1469¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ReturnStatement
1254¿Identifier¿¿1469¿filelist¿¿¿{"start":{"line":66,"column":9},"end":{"line":66,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1255¿BlockStatement¿¿1469¿¿¿¿{"start":{"line":53,"column":33},"end":{"line":67,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1256¿VariableDeclarator¿exported¿1449¿checkForExistingFolder¿¿¿{"start":{"line":69,"column":0},"end":{"line":113,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1257¿FunctionExpression¿¿1449¿anon¿¿¿{"start":{"line":69,"column":0},"end":{"line":113,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿FunctionExpression
1258¿Identifier¿¿0¿ui¿¿¿{"start":{"line":69,"column":38},"end":{"line":69,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1259¿Identifier¿¿0¿projectName¿¿¿{"start":{"line":69,"column":42},"end":{"line":69,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1260¿VariableDeclarator¿¿1474¿v153¿¿¿{"start":{"line":70,"column":21},"end":{"line":112,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1261¿ArrowFunctionExpression¿¿1474¿¿¿¿{"start":{"line":70,"column":21},"end":{"line":112,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ArrowFunctionExpression
1262¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":70,"column":22},"end":{"line":70,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1263¿Identifier¿¿0¿reject¿¿¿{"start":{"line":70,"column":31},"end":{"line":70,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1264¿VariableDeclarator¿¿1476¿v126¿¿¿{"start":{"line":71,"column":35},"end":{"line":71,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1265¿TemplateLiteral¿¿1476¿¿¿¿{"start":{"line":71,"column":35},"end":{"line":71,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿TemplateLiteral
1266¿Identifier¿¿1476¿projectName¿¿¿{"start":{"line":71,"column":40},"end":{"line":71,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1267¿VariableDeclarator¿¿1476¿directory¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1268¿CallExpression¿¿1476¿¿¿¿{"start":{"line":71,"column":20},"end":{"line":71,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1269¿MemberExpression¿¿1476¿¿¿¿{"start":{"line":71,"column":20},"end":{"line":71,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1270¿Identifier¿¿1476¿path¿¿¿{"start":{"line":71,"column":20},"end":{"line":71,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1271¿Identifier¿¿1476¿join¿¿¿{"start":{"line":71,"column":25},"end":{"line":71,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1272¿Identifier¿¿1476¿cwd¿¿¿{"start":{"line":71,"column":30},"end":{"line":71,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1273¿Identifier¿¿1476¿v126¿¿¿¿¿Identifier
1274¿VariableDeclarator¿¿1476¿directoryExists¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1275¿CallExpression¿¿1476¿¿¿¿{"start":{"line":72,"column":26},"end":{"line":72,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1276¿MemberExpression¿¿1476¿¿¿¿{"start":{"line":72,"column":26},"end":{"line":72,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1277¿Identifier¿¿1476¿fs¿¿¿{"start":{"line":72,"column":26},"end":{"line":72,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1278¿Identifier¿¿1476¿existsSync¿¿¿{"start":{"line":72,"column":29},"end":{"line":72,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1279¿Identifier¿¿1476¿directory¿¿¿{"start":{"line":72,"column":40},"end":{"line":72,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1280¿IfStatement¿¿1476¿¿¿¿{"start":{"line":73,"column":4},"end":{"line":111,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿IfStatement
1281¿Identifier¿¿1476¿directoryExists¿¿¿{"start":{"line":73,"column":8},"end":{"line":73,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1282¿VariableDeclarator¿¿1476¿v131¿¿¿{"start":{"line":81,"column":20},"end":{"line":87,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1283¿ArrowFunctionExpression¿¿1476¿¿¿¿{"start":{"line":81,"column":20},"end":{"line":87,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ArrowFunctionExpression
1284¿Identifier¿¿0¿val¿¿¿{"start":{"line":81,"column":20},"end":{"line":81,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1285¿VariableDeclarator¿¿1478¿v127¿¿¿{"start":{"line":82,"column":21},"end":{"line":83,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1286¿CallExpression¿¿1478¿¿¿¿{"start":{"line":82,"column":21},"end":{"line":83,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1287¿MemberExpression¿¿1478¿¿¿¿{"start":{"line":82,"column":21},"end":{"line":83,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1288¿Identifier¿¿1478¿val¿¿¿{"start":{"line":82,"column":21},"end":{"line":82,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1289¿Identifier¿¿1478¿replace¿¿¿{"start":{"line":83,"column":17},"end":{"line":83,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1290¿Literal¿object¿1478¿¿/\W+/g¿¿{"start":{"line":83,"column":25},"end":{"line":83,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Literal
1291¿Literal¿string¿1478¿¿' '¿¿{"start":{"line":83,"column":33},"end":{"line":83,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Literal
1292¿VariableDeclarator¿¿1478¿v128¿¿¿{"start":{"line":82,"column":21},"end":{"line":84,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1293¿CallExpression¿¿1478¿¿¿¿{"start":{"line":82,"column":21},"end":{"line":84,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1294¿MemberExpression¿¿1478¿¿¿¿{"start":{"line":82,"column":21},"end":{"line":84,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1295¿Identifier¿¿1478¿v127¿¿¿¿¿Identifier
1296¿Identifier¿¿1478¿trimRight¿¿¿{"start":{"line":84,"column":17},"end":{"line":84,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1297¿VariableDeclarator¿¿1478¿v129¿¿¿{"start":{"line":82,"column":21},"end":{"line":85,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1298¿CallExpression¿¿1478¿¿¿¿{"start":{"line":82,"column":21},"end":{"line":85,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1299¿MemberExpression¿¿1478¿¿¿¿{"start":{"line":82,"column":21},"end":{"line":85,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1300¿Identifier¿¿1478¿v128¿¿¿¿¿Identifier
1301¿Identifier¿¿1478¿replace¿¿¿{"start":{"line":85,"column":17},"end":{"line":85,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1302¿Literal¿object¿1478¿¿/ /g¿¿{"start":{"line":85,"column":25},"end":{"line":85,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Literal
1303¿Literal¿string¿1478¿¿'-'¿¿{"start":{"line":85,"column":31},"end":{"line":85,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Literal
1304¿VariableDeclarator¿¿1478¿v130¿¿¿{"start":{"line":82,"column":21},"end":{"line":86,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1305¿CallExpression¿¿1478¿¿¿¿{"start":{"line":82,"column":21},"end":{"line":86,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1306¿MemberExpression¿¿1478¿¿¿¿{"start":{"line":82,"column":21},"end":{"line":86,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1307¿Identifier¿¿1478¿v129¿¿¿¿¿Identifier
1308¿Identifier¿¿1478¿toLowerCase¿¿¿{"start":{"line":86,"column":17},"end":{"line":86,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1309¿ReturnStatement¿¿1478¿¿¿¿{"start":{"line":82,"column":14},"end":{"line":86,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ReturnStatement
1310¿Identifier¿¿1478¿v130¿¿¿¿¿Identifier
1311¿BlockStatement¿¿1478¿¿¿¿{"start":{"line":81,"column":27},"end":{"line":87,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BlockStatement
1312¿VariableDeclarator¿¿1476¿v132¿¿¿{"start":{"line":76,"column":10},"end":{"line":88,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1313¿ObjectExpression¿¿1476¿¿¿¿{"start":{"line":76,"column":10},"end":{"line":88,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ObjectExpression
1314¿Property¿¿1476¿¿¿¿{"start":{"line":77,"column":12},"end":{"line":77,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Property
1315¿Identifier¿¿1476¿type¿¿¿{"start":{"line":77,"column":12},"end":{"line":77,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1316¿Literal¿string¿1476¿¿'input'¿¿{"start":{"line":77,"column":18},"end":{"line":77,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Literal
1317¿Property¿¿1476¿¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Property
1318¿Identifier¿¿1476¿name¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1319¿Literal¿string¿1476¿¿'projectName'¿¿{"start":{"line":78,"column":18},"end":{"line":78,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Literal
1320¿Property¿¿1476¿¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":128},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Property
1321¿Identifier¿¿1476¿message¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1322¿TemplateLiteral¿¿1476¿¿¿¿{"start":{"line":79,"column":21},"end":{"line":79,"column":128},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿TemplateLiteral
1323¿Identifier¿¿1476¿directory¿¿¿{"start":{"line":79,"column":24},"end":{"line":79,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1324¿Property¿¿1476¿¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Property
1325¿Identifier¿¿1476¿default¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1326¿TemplateLiteral¿¿1476¿¿¿¿{"start":{"line":80,"column":21},"end":{"line":80,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿TemplateLiteral
1327¿Identifier¿¿1476¿projectName¿¿¿{"start":{"line":80,"column":24},"end":{"line":80,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1328¿Property¿¿1476¿¿¿¿{"start":{"line":81,"column":12},"end":{"line":87,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Property
1329¿Identifier¿¿1476¿filter¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1330¿Identifier¿¿1476¿v131¿¿¿¿¿Identifier
1331¿VariableDeclarator¿¿1476¿v133¿¿¿{"start":{"line":75,"column":16},"end":{"line":89,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1332¿ArrayExpression¿¿1476¿¿¿¿{"start":{"line":75,"column":16},"end":{"line":89,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ArrayExpression
1333¿Identifier¿¿1476¿v132¿¿¿¿¿Identifier
1334¿VariableDeclarator¿¿1476¿v134¿¿¿{"start":{"line":74,"column":6},"end":{"line":89,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1335¿CallExpression¿¿1476¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":89,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1336¿MemberExpression¿¿1476¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":75,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1337¿Identifier¿¿1476¿inquirer¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1338¿Identifier¿¿1476¿prompt¿¿¿{"start":{"line":75,"column":9},"end":{"line":75,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1339¿Identifier¿¿1476¿v133¿¿¿¿¿Identifier
1340¿VariableDeclarator¿¿1476¿v150¿¿¿{"start":{"line":90,"column":14},"end":{"line":108,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1341¿ArrowFunctionExpression¿¿1476¿¿¿¿{"start":{"line":90,"column":14},"end":{"line":108,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ArrowFunctionExpression
1342¿Identifier¿¿0¿directoryAnswers¿¿¿{"start":{"line":90,"column":14},"end":{"line":90,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1343¿VariableDeclarator¿¿1480¿v135¿¿¿{"start":{"line":91,"column":14},"end":{"line":91,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1344¿MemberExpression¿¿1480¿¿¿¿{"start":{"line":91,"column":14},"end":{"line":91,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1345¿Identifier¿¿1480¿directoryAnswers¿¿¿{"start":{"line":91,"column":14},"end":{"line":91,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1346¿Identifier¿¿1480¿projectName¿¿¿{"start":{"line":91,"column":31},"end":{"line":91,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1347¿VariableDeclarator¿¿1480¿v136¿¿¿{"start":{"line":91,"column":14},"end":{"line":91,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1348¿BinaryExpression¿===¿1480¿¿¿¿{"start":{"line":91,"column":14},"end":{"line":91,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿BinaryExpression
1349¿Identifier¿¿1480¿v135¿¿¿¿¿Identifier
1350¿Identifier¿¿1480¿projectName¿¿¿{"start":{"line":91,"column":47},"end":{"line":91,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1351¿IfStatement¿¿1480¿¿¿¿{"start":{"line":91,"column":10},"end":{"line":107,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿IfStatement
1352¿Identifier¿¿1480¿v136¿¿¿¿¿Identifier
1353¿VariableDeclarator¿¿1480¿v137¿¿¿{"start":{"line":92,"column":12},"end":{"line":93,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1354¿CallExpression¿¿1480¿¿¿¿{"start":{"line":92,"column":12},"end":{"line":93,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿CallExpression
1355¿MemberExpression¿¿1480¿¿¿¿{"start":{"line":92,"column":12},"end":{"line":93,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1356¿Identifier¿¿1480¿fs¿¿¿{"start":{"line":92,"column":12},"end":{"line":92,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1357¿Identifier¿¿1480¿remove¿¿¿{"start":{"line":93,"column":15},"end":{"line":93,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1358¿Identifier¿¿1480¿directory¿¿¿{"start":{"line":93,"column":22},"end":{"line":93,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1359¿VariableDeclarator¿¿1480¿v142¿¿¿{"start":{"line":94,"column":20},"end":{"line":97,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1360¿ArrowFunctionExpression¿¿1480¿¿¿¿{"start":{"line":94,"column":20},"end":{"line":97,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿ArrowFunctionExpression
1361¿VariableDeclarator¿¿1482¿v138¿¿¿{"start":{"line":95,"column":16},"end":{"line":95,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿VariableDeclarator
1362¿MemberExpression¿¿1482¿¿¿¿{"start":{"line":95,"column":16},"end":{"line":95,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿MemberExpression
1363¿Identifier¿¿1482¿ui¿¿¿{"start":{"line":95,"column":16},"end":{"line":95,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
1364¿Identifier¿¿1482¿log¿¿¿{"start":{"line":95,"column":19},"end":{"line":95,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ezbake/filesystem.js"}¿¿Identifier
