Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
648¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":79,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Program
1024¿Identifier¿¿1140¿FilePath¿¿¿{"start":{"line":35,"column":24},"end":{"line":35,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1025¿Identifier¿¿1140¿v133¿¿¿¿¿Identifier
1026¿ExpressionStatement¿¿1140¿¿¿¿{"start":{"line":35,"column":3},"end":{"line":62,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
1027¿Identifier¿¿1140¿v134¿¿¿¿¿Identifier
1028¿BlockStatement¿¿1140¿¿¿¿{"start":{"line":17,"column":58},"end":{"line":63,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BlockStatement
1029¿VariableDeclarator¿¿1137¿v136¿¿¿{"start":{"line":17,"column":2},"end":{"line":63,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
1030¿CallExpression¿¿1137¿¿¿¿{"start":{"line":17,"column":16},"end":{"line":63,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
1031¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":17,"column":16},"end":{"line":17,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1032¿Identifier¿¿1137¿HTTP¿¿¿{"start":{"line":17,"column":16},"end":{"line":17,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1033¿Identifier¿¿1137¿createServer¿¿¿{"start":{"line":17,"column":21},"end":{"line":17,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1034¿Identifier¿¿1137¿v135¿¿¿¿¿Identifier
1035¿ExpressionStatement¿¿1137¿¿¿¿{"start":{"line":17,"column":2},"end":{"line":63,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
1036¿AssignmentExpression¿=¿1137¿¿¿¿{"start":{"line":17,"column":2},"end":{"line":63,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿AssignmentExpression
1037¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":17,"column":2},"end":{"line":17,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1038¿ThisExpression¿¿1137¿¿¿¿{"start":{"line":17,"column":2},"end":{"line":17,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ThisExpression
1039¿Identifier¿¿1137¿Server¿¿¿{"start":{"line":17,"column":7},"end":{"line":17,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1040¿Identifier¿¿1137¿v136¿¿¿¿¿Identifier
1041¿BlockStatement¿¿1137¿¿¿¿{"start":{"line":8,"column":28},"end":{"line":64,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BlockStatement
1042¿VariableDeclarator¿¿1135¿Start¿¿¿{"start":{"line":6,"column":0},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
1043¿FunctionExpression¿¿1135¿Start¿¿¿{"start":{"line":66,"column":7},"end":{"line":70,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿FunctionExpression
1044¿VariableDeclarator¿¿1147¿v137¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
1045¿MemberExpression¿¿1147¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1046¿ThisExpression¿¿1147¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ThisExpression
1047¿Identifier¿¿1147¿Server¿¿¿{"start":{"line":68,"column":7},"end":{"line":68,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1048¿VariableDeclarator¿¿1147¿v138¿¿¿{"start":{"line":68,"column":22},"end":{"line":68,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
1049¿MemberExpression¿¿1147¿¿¿¿{"start":{"line":68,"column":22},"end":{"line":68,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1050¿ThisExpression¿¿1147¿¿¿¿{"start":{"line":68,"column":22},"end":{"line":68,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ThisExpression
1051¿Identifier¿¿1147¿Options¿¿¿{"start":{"line":68,"column":27},"end":{"line":68,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1052¿VariableDeclarator¿¿1147¿v139¿¿¿{"start":{"line":68,"column":22},"end":{"line":68,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
1053¿MemberExpression¿¿1147¿¿¿¿{"start":{"line":68,"column":22},"end":{"line":68,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1054¿Identifier¿¿1147¿v138¿¿¿¿¿Identifier
1055¿Identifier¿¿1147¿Port¿¿¿{"start":{"line":68,"column":35},"end":{"line":68,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1056¿VariableDeclarator¿¿1147¿v140¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
1057¿CallExpression¿¿1147¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
1058¿MemberExpression¿¿1147¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1059¿Identifier¿¿1147¿v137¿¿¿¿¿Identifier
1060¿Identifier¿¿1147¿listen¿¿¿{"start":{"line":68,"column":14},"end":{"line":68,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1061¿Identifier¿¿1147¿v139¿¿¿¿¿Identifier
1062¿ExpressionStatement¿¿1147¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
1063¿Identifier¿¿1147¿v140¿¿¿¿¿Identifier
1064¿VariableDeclarator¿¿1147¿v141¿¿¿{"start":{"line":69,"column":35},"end":{"line":69,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
1065¿MemberExpression¿¿1147¿¿¿¿{"start":{"line":69,"column":35},"end":{"line":69,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1066¿ThisExpression¿¿1147¿¿¿¿{"start":{"line":69,"column":35},"end":{"line":69,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ThisExpression
1067¿Identifier¿¿1147¿Options¿¿¿{"start":{"line":69,"column":40},"end":{"line":69,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1068¿VariableDeclarator¿¿1147¿v142¿¿¿{"start":{"line":69,"column":35},"end":{"line":69,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
1069¿MemberExpression¿¿1147¿¿¿¿{"start":{"line":69,"column":35},"end":{"line":69,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1070¿Identifier¿¿1147¿v141¿¿¿¿¿Identifier
1071¿Identifier¿¿1147¿RootFolder¿¿¿{"start":{"line":69,"column":48},"end":{"line":69,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1072¿VariableDeclarator¿¿1147¿v143¿¿¿{"start":{"line":69,"column":70},"end":{"line":69,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
1073¿MemberExpression¿¿1147¿¿¿¿{"start":{"line":69,"column":70},"end":{"line":69,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1074¿ThisExpression¿¿1147¿¿¿¿{"start":{"line":69,"column":70},"end":{"line":69,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ThisExpression
1075¿Identifier¿¿1147¿Options¿¿¿{"start":{"line":69,"column":75},"end":{"line":69,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1076¿VariableDeclarator¿¿1147¿v144¿¿¿{"start":{"line":69,"column":70},"end":{"line":69,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
1077¿MemberExpression¿¿1147¿¿¿¿{"start":{"line":69,"column":70},"end":{"line":69,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1078¿Identifier¿¿1147¿v143¿¿¿¿¿Identifier
1079¿Identifier¿¿1147¿Port¿¿¿{"start":{"line":69,"column":83},"end":{"line":69,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1080¿VariableDeclarator¿¿1147¿v145¿¿¿{"start":{"line":69,"column":15},"end":{"line":69,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
1081¿TemplateLiteral¿¿1147¿¿¿¿{"start":{"line":69,"column":15},"end":{"line":69,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿TemplateLiteral
1082¿Identifier¿¿1147¿v142¿¿¿¿¿Identifier
1083¿Identifier¿¿1147¿v144¿¿¿¿¿Identifier
1084¿VariableDeclarator¿¿1147¿v146¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
1085¿CallExpression¿¿1147¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
1086¿MemberExpression¿¿1147¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1087¿Identifier¿¿1147¿console¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1088¿Identifier¿¿1147¿log¿¿¿{"start":{"line":69,"column":10},"end":{"line":69,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1089¿Identifier¿¿1147¿v145¿¿¿¿¿Identifier
1090¿ExpressionStatement¿¿1147¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
1091¿Identifier¿¿1147¿v146¿¿¿¿¿Identifier
1092¿BlockStatement¿¿1147¿¿¿¿{"start":{"line":66,"column":10},"end":{"line":70,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BlockStatement
1093¿ExpressionStatement¿¿1135¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
1094¿AssignmentExpression¿=¿1135¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿AssignmentExpression
1095¿MemberExpression¿¿1135¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1096¿Identifier¿¿1135¿Server¿¿¿{"start":{"line":6,"column":6},"end":{"line":6,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1097¿Identifier¿¿1135¿Start¿¿¿{"start":{"line":66,"column":1},"end":{"line":66,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1098¿Identifier¿¿1135¿Start¿¿¿{"start":{"line":66,"column":1},"end":{"line":66,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1099¿VariableDeclarator¿¿1135¿Stop¿¿¿{"start":{"line":6,"column":0},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
1100¿FunctionExpression¿¿1135¿Stop¿¿¿{"start":{"line":72,"column":6},"end":{"line":76,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿FunctionExpression
1101¿VariableDeclarator¿¿1149¿v147¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
1102¿CallExpression¿¿1149¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
1103¿MemberExpression¿¿1149¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1104¿Identifier¿¿1149¿console¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1105¿Identifier¿¿1149¿log¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1106¿Literal¿string¿1149¿¿'Server stoped'¿¿{"start":{"line":74,"column":15},"end":{"line":74,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Literal
1107¿ExpressionStatement¿¿1149¿¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
1108¿Identifier¿¿1149¿v147¿¿¿¿¿Identifier
1109¿VariableDeclarator¿¿1149¿v148¿¿¿{"start":{"line":75,"column":2},"end":{"line":75,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
1110¿CallExpression¿¿1149¿¿¿¿{"start":{"line":75,"column":2},"end":{"line":75,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
1111¿MemberExpression¿¿1149¿¿¿¿{"start":{"line":75,"column":2},"end":{"line":75,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1112¿Identifier¿¿1149¿process¿¿¿{"start":{"line":75,"column":2},"end":{"line":75,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1113¿Identifier¿¿1149¿exit¿¿¿{"start":{"line":75,"column":10},"end":{"line":75,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1114¿ExpressionStatement¿¿1149¿¿¿¿{"start":{"line":75,"column":2},"end":{"line":75,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
1115¿Identifier¿¿1149¿v148¿¿¿¿¿Identifier
1116¿BlockStatement¿¿1149¿¿¿¿{"start":{"line":72,"column":9},"end":{"line":76,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BlockStatement
1117¿ExpressionStatement¿¿1135¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
1118¿AssignmentExpression¿=¿1135¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿AssignmentExpression
1119¿MemberExpression¿¿1135¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1120¿Identifier¿¿1135¿Server¿¿¿{"start":{"line":6,"column":6},"end":{"line":6,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1121¿Identifier¿¿1135¿Stop¿¿¿{"start":{"line":72,"column":1},"end":{"line":72,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1122¿Identifier¿¿1135¿Stop¿¿¿{"start":{"line":72,"column":1},"end":{"line":72,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1123¿ExpressionStatement¿¿1135¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
1124¿AssignmentExpression¿=¿1135¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿AssignmentExpression
1125¿MemberExpression¿computed¿1135¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1126¿Identifier¿¿1135¿Server¿¿¿{"start":{"line":6,"column":6},"end":{"line":6,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1127¿Literal¿string¿1135¿¿is_class¿¿¿¿Literal
1128¿Literal¿boolean¿1135¿¿true¿¿¿¿Literal
1129¿ExpressionStatement¿¿1135¿¿¿¿{"start":{"line":79,"column":0},"end":{"line":79,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
1130¿AssignmentExpression¿=¿1135¿¿¿¿{"start":{"line":79,"column":0},"end":{"line":79,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿AssignmentExpression
1131¿MemberExpression¿¿1135¿¿¿¿{"start":{"line":79,"column":0},"end":{"line":79,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1132¿Identifier¿¿1135¿module¿¿¿{"start":{"line":79,"column":0},"end":{"line":79,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1133¿Identifier¿¿1135¿exports¿¿¿{"start":{"line":79,"column":7},"end":{"line":79,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1134¿Identifier¿¿1135¿Server¿¿¿{"start":{"line":79,"column":17},"end":{"line":79,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1135¿CFG_F_START¿¿1135¿__main__¿¿¿¿¿CFG_F_START
1136¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1137¿CFG_F_START¿¿1137¿670_Server¿¿¿¿¿CFG_F_START
1138¿CFG_F_END¿¿0¿670_Server¿¿¿¿¿CFG_F_END
1139¿CFG_IF_END¿¿0¿695¿¿¿¿¿CFG_IF_END
1140¿CFG_F_START¿¿1140¿750_anon¿¿¿¿¿CFG_F_START
1141¿CFG_F_END¿¿0¿750_anon¿¿¿¿¿CFG_F_END
1142¿CFG_IF_END¿¿0¿798¿¿¿¿¿CFG_IF_END
1143¿CFG_F_START¿¿1143¿847_anon¿¿¿¿¿CFG_F_START
1144¿CFG_F_END¿¿0¿847_anon¿¿¿¿¿CFG_F_END
1145¿CFG_IF_END¿¿0¿920¿¿¿¿¿CFG_IF_END
1146¿CFG_IF_END¿¿0¿853¿¿¿¿¿CFG_IF_END
1147¿CFG_F_START¿¿1147¿1043_Start¿¿¿¿¿CFG_F_START
1148¿CFG_F_END¿¿0¿1043_Start¿¿¿¿¿CFG_F_END
1149¿CFG_F_START¿¿1149¿1100_Stop¿¿¿¿¿CFG_F_START
1150¿CFG_F_END¿¿0¿1100_Stop¿¿¿¿¿CFG_F_END
1151¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1152¿PDG_CALL¿¿1135¿1135.CALL->require-o141¿¿¿¿¿PDG_CALL
1153¿PDG_OBJECT¿¿0¿1135.HTTP-o142¿¿¿¿¿PDG_OBJECT
1154¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1155¿PDG_CALL¿¿1135¿1135.CALL->require-o143¿¿¿¿¿PDG_CALL
1156¿PDG_OBJECT¿¿0¿1135.FileSystem-o144¿¿¿¿¿PDG_OBJECT
1157¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1158¿PDG_CALL¿¿1135¿1135.CALL->require-o145¿¿¿¿¿PDG_CALL
1159¿PDG_OBJECT¿¿0¿1135.v75-o146¿¿¿¿¿PDG_OBJECT
1160¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1161¿PDG_OBJECT¿¿0¿1135.v75.ConfigureFilePath-o147¿¿¿¿¿PDG_OBJECT
1162¿PDG_OBJECT¿¿0¿1135.v75.ConfigureHead-o148¿¿¿¿¿PDG_OBJECT
1163¿PDG_OBJECT¿¿0¿1137.this-o149¿¿¿¿¿PDG_OBJECT
1164¿PDG_OBJECT¿¿0¿1137.Options-o150¿¿¿¿¿PDG_OBJECT
1165¿PDG_OBJECT¿¿0¿1135.Server-o151¿¿¿¿¿PDG_OBJECT
