Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
7564¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":955,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Program
12380¿ExpressionStatement¿¿13509¿¿¿¿{"start":{"line":789,"column":2},"end":{"line":789,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ExpressionStatement
12381¿Identifier¿¿13509¿v1369¿¿¿¿¿Identifier
12382¿BlockStatement¿¿13509¿¿¿¿{"start":{"line":783,"column":75},"end":{"line":790,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BlockStatement
12383¿ExpressionStatement¿¿13276¿¿¿¿{"start":{"line":783,"column":0},"end":{"line":790,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ExpressionStatement
12384¿AssignmentExpression¿=¿13276¿¿¿¿{"start":{"line":783,"column":0},"end":{"line":790,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿AssignmentExpression
12385¿MemberExpression¿¿13276¿¿¿¿{"start":{"line":783,"column":0},"end":{"line":783,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
12386¿Identifier¿¿13276¿v1358¿¿¿¿¿Identifier
12387¿Identifier¿¿13276¿_transform¿¿¿{"start":{"line":783,"column":32},"end":{"line":783,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12388¿Identifier¿¿13276¿v1370¿¿¿¿¿Identifier
12389¿VariableDeclarator¿¿13276¿v1371¿¿¿{"start":{"line":791,"column":0},"end":{"line":791,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
12390¿MemberExpression¿¿13276¿¿¿¿{"start":{"line":791,"column":0},"end":{"line":791,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
12391¿Identifier¿¿13276¿AssertByteCountStream¿¿¿{"start":{"line":791,"column":0},"end":{"line":791,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12392¿Identifier¿¿13276¿prototype¿¿¿{"start":{"line":791,"column":22},"end":{"line":791,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12393¿VariableDeclarator¿¿13276¿v1382¿¿¿{"start":{"line":791,"column":0},"end":{"line":797,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
12394¿FunctionExpression¿¿13276¿anon¿¿¿{"start":{"line":791,"column":41},"end":{"line":797,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿FunctionExpression
12395¿Identifier¿¿0¿cb¿¿¿{"start":{"line":791,"column":50},"end":{"line":791,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12396¿VariableDeclarator¿¿13512¿v1372¿¿¿{"start":{"line":792,"column":6},"end":{"line":792,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
12397¿MemberExpression¿¿13512¿¿¿¿{"start":{"line":792,"column":6},"end":{"line":792,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
12398¿ThisExpression¿¿13512¿¿¿¿{"start":{"line":792,"column":6},"end":{"line":792,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ThisExpression
12399¿Identifier¿¿13512¿actualByteCount¿¿¿{"start":{"line":792,"column":11},"end":{"line":792,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12400¿VariableDeclarator¿¿13512¿v1373¿¿¿{"start":{"line":792,"column":29},"end":{"line":792,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
12401¿MemberExpression¿¿13512¿¿¿¿{"start":{"line":792,"column":29},"end":{"line":792,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
12402¿ThisExpression¿¿13512¿¿¿¿{"start":{"line":792,"column":29},"end":{"line":792,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ThisExpression
12403¿Identifier¿¿13512¿expectedByteCount¿¿¿{"start":{"line":792,"column":34},"end":{"line":792,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12404¿VariableDeclarator¿¿13512¿v1374¿¿¿{"start":{"line":792,"column":6},"end":{"line":792,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
12405¿BinaryExpression¿<¿13512¿¿¿¿{"start":{"line":792,"column":6},"end":{"line":792,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BinaryExpression
12406¿Identifier¿¿13512¿v1372¿¿¿¿¿Identifier
12407¿Identifier¿¿13512¿v1373¿¿¿¿¿Identifier
12408¿IfStatement¿¿13512¿¿¿¿{"start":{"line":792,"column":2},"end":{"line":795,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿IfStatement
12409¿Identifier¿¿13512¿v1374¿¿¿¿¿Identifier
12410¿VariableDeclarator¿¿13512¿v1375¿¿¿{"start":{"line":793,"column":60},"end":{"line":793,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
12411¿MemberExpression¿¿13512¿¿¿¿{"start":{"line":793,"column":60},"end":{"line":793,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
12412¿ThisExpression¿¿13512¿¿¿¿{"start":{"line":793,"column":60},"end":{"line":793,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ThisExpression
12413¿Identifier¿¿13512¿expectedByteCount¿¿¿{"start":{"line":793,"column":65},"end":{"line":793,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12414¿VariableDeclarator¿¿13512¿v1376¿¿¿{"start":{"line":793,"column":14},"end":{"line":793,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
12415¿BinaryExpression¿+¿13512¿¿¿¿{"start":{"line":793,"column":14},"end":{"line":793,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BinaryExpression
12416¿Literal¿string¿13512¿¿'not enough bytes in the stream. expected '¿¿{"start":{"line":793,"column":14},"end":{"line":793,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
12417¿Identifier¿¿13512¿v1375¿¿¿¿¿Identifier
12418¿VariableDeclarator¿¿13512¿v1377¿¿¿{"start":{"line":793,"column":14},"end":{"line":793,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
12419¿BinaryExpression¿+¿13512¿¿¿¿{"start":{"line":793,"column":14},"end":{"line":793,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BinaryExpression
12420¿Identifier¿¿13512¿v1376¿¿¿¿¿Identifier
12421¿Literal¿string¿13512¿¿'. got only '¿¿{"start":{"line":793,"column":85},"end":{"line":793,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
12422¿VariableDeclarator¿¿13512¿v1378¿¿¿{"start":{"line":793,"column":101},"end":{"line":793,"column":121},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
12423¿MemberExpression¿¿13512¿¿¿¿{"start":{"line":793,"column":101},"end":{"line":793,"column":121},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
12424¿ThisExpression¿¿13512¿¿¿¿{"start":{"line":793,"column":101},"end":{"line":793,"column":105},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ThisExpression
12425¿Identifier¿¿13512¿actualByteCount¿¿¿{"start":{"line":793,"column":106},"end":{"line":793,"column":121},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12426¿VariableDeclarator¿¿13512¿msg¿¿¿{"start":{"line":793,"column":8},"end":{"line":793,"column":121},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
12427¿BinaryExpression¿+¿13512¿¿¿¿{"start":{"line":793,"column":14},"end":{"line":793,"column":121},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BinaryExpression
12428¿Identifier¿¿13512¿v1377¿¿¿¿¿Identifier
12429¿Identifier¿¿13512¿v1378¿¿¿¿¿Identifier
12430¿VariableDeclarator¿¿13512¿v1379¿¿¿{"start":{"line":794,"column":14},"end":{"line":794,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
12431¿NewExpression¿¿13512¿¿¿¿{"start":{"line":794,"column":14},"end":{"line":794,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿NewExpression
12432¿Identifier¿¿13512¿Error¿¿¿{"start":{"line":794,"column":18},"end":{"line":794,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12433¿Identifier¿¿13512¿msg¿¿¿{"start":{"line":794,"column":24},"end":{"line":794,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12434¿VariableDeclarator¿¿13512¿v1380¿¿¿{"start":{"line":794,"column":11},"end":{"line":794,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
12435¿CallExpression¿¿13512¿¿¿¿{"start":{"line":794,"column":11},"end":{"line":794,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿CallExpression
12436¿Identifier¿¿13512¿cb¿¿¿{"start":{"line":794,"column":11},"end":{"line":794,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12437¿Identifier¿¿13512¿v1379¿¿¿¿¿Identifier
12438¿ReturnStatement¿¿13512¿¿¿¿{"start":{"line":794,"column":4},"end":{"line":794,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ReturnStatement
12439¿Identifier¿¿13512¿v1380¿¿¿¿¿Identifier
12440¿BlockStatement¿¿13512¿¿¿¿{"start":{"line":792,"column":53},"end":{"line":795,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BlockStatement
12441¿VariableDeclarator¿¿13512¿v1381¿¿¿{"start":{"line":796,"column":2},"end":{"line":796,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
12442¿CallExpression¿¿13512¿¿¿¿{"start":{"line":796,"column":2},"end":{"line":796,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿CallExpression
12443¿Identifier¿¿13512¿cb¿¿¿{"start":{"line":796,"column":2},"end":{"line":796,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12444¿ExpressionStatement¿¿13512¿¿¿¿{"start":{"line":796,"column":2},"end":{"line":796,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ExpressionStatement
12445¿Identifier¿¿13512¿v1381¿¿¿¿¿Identifier
12446¿BlockStatement¿¿13512¿¿¿¿{"start":{"line":791,"column":54},"end":{"line":797,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BlockStatement
12447¿ExpressionStatement¿¿13276¿¿¿¿{"start":{"line":791,"column":0},"end":{"line":797,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ExpressionStatement
12448¿AssignmentExpression¿=¿13276¿¿¿¿{"start":{"line":791,"column":0},"end":{"line":797,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿AssignmentExpression
12449¿MemberExpression¿¿13276¿¿¿¿{"start":{"line":791,"column":0},"end":{"line":791,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
12450¿Identifier¿¿13276¿v1371¿¿¿¿¿Identifier
12451¿Identifier¿¿13276¿_flush¿¿¿{"start":{"line":791,"column":32},"end":{"line":791,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12452¿Identifier¿¿13276¿v1382¿¿¿¿¿Identifier
12453¿VariableDeclarator¿¿13276¿v1383¿¿¿{"start":{"line":799,"column":0},"end":{"line":799,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
12454¿CallExpression¿¿13276¿¿¿¿{"start":{"line":799,"column":0},"end":{"line":799,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿CallExpression
12455¿MemberExpression¿¿13276¿¿¿¿{"start":{"line":799,"column":0},"end":{"line":799,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
12456¿Identifier¿¿13276¿util¿¿¿{"start":{"line":799,"column":0},"end":{"line":799,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12457¿Identifier¿¿13276¿inherits¿¿¿{"start":{"line":799,"column":5},"end":{"line":799,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12458¿Identifier¿¿13276¿RandomAccessReader¿¿¿{"start":{"line":799,"column":14},"end":{"line":799,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12459¿Identifier¿¿13276¿EventEmitter¿¿¿{"start":{"line":799,"column":34},"end":{"line":799,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12460¿ExpressionStatement¿¿13276¿¿¿¿{"start":{"line":799,"column":0},"end":{"line":799,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ExpressionStatement
12461¿Identifier¿¿13276¿v1383¿¿¿¿¿Identifier
12462¿VariableDeclarator¿exported¿13276¿RandomAccessReader¿¿¿{"start":{"line":800,"column":0},"end":{"line":803,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
12463¿FunctionExpression¿¿13276¿anon¿¿¿{"start":{"line":800,"column":0},"end":{"line":803,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿FunctionExpression
12464¿VariableDeclarator¿¿13515¿v1384¿¿¿{"start":{"line":801,"column":2},"end":{"line":801,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
12465¿CallExpression¿¿13515¿¿¿¿{"start":{"line":801,"column":2},"end":{"line":801,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿CallExpression
12466¿MemberExpression¿¿13515¿¿¿¿{"start":{"line":801,"column":2},"end":{"line":801,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
12467¿Identifier¿¿13515¿EventEmitter¿¿¿{"start":{"line":801,"column":2},"end":{"line":801,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12468¿Identifier¿¿13515¿call¿¿¿{"start":{"line":801,"column":15},"end":{"line":801,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12469¿ThisExpression¿¿13515¿¿¿¿{"start":{"line":801,"column":20},"end":{"line":801,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ThisExpression
12470¿ExpressionStatement¿¿13515¿¿¿¿{"start":{"line":801,"column":2},"end":{"line":801,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ExpressionStatement
12471¿Identifier¿¿13515¿v1384¿¿¿¿¿Identifier
12472¿ExpressionStatement¿¿13515¿¿¿¿{"start":{"line":802,"column":2},"end":{"line":802,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ExpressionStatement
12473¿AssignmentExpression¿=¿13515¿¿¿¿{"start":{"line":802,"column":2},"end":{"line":802,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿AssignmentExpression
12474¿MemberExpression¿¿13515¿¿¿¿{"start":{"line":802,"column":2},"end":{"line":802,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
12475¿ThisExpression¿¿13515¿¿¿¿{"start":{"line":802,"column":2},"end":{"line":802,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ThisExpression
12476¿Identifier¿¿13515¿refCount¿¿¿{"start":{"line":802,"column":7},"end":{"line":802,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12477¿Literal¿number¿13515¿¿0¿¿{"start":{"line":802,"column":18},"end":{"line":802,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
12478¿BlockStatement¿¿13515¿¿¿¿{"start":{"line":800,"column":30},"end":{"line":803,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BlockStatement
12479¿VariableDeclarator¿¿13276¿v1385¿¿¿{"start":{"line":804,"column":0},"end":{"line":804,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
12480¿MemberExpression¿¿13276¿¿¿¿{"start":{"line":804,"column":0},"end":{"line":804,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
12481¿Identifier¿¿13276¿RandomAccessReader¿¿¿{"start":{"line":804,"column":0},"end":{"line":804,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12482¿Identifier¿¿13276¿prototype¿¿¿{"start":{"line":804,"column":19},"end":{"line":804,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12483¿VariableDeclarator¿¿13276¿v1386¿¿¿{"start":{"line":804,"column":0},"end":{"line":806,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
12484¿FunctionExpression¿¿13276¿anon¿¿¿{"start":{"line":804,"column":35},"end":{"line":806,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿FunctionExpression
12485¿ExpressionStatement¿¿13517¿¿¿¿{"start":{"line":805,"column":2},"end":{"line":805,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ExpressionStatement
12486¿AssignmentExpression¿+=¿13517¿¿¿¿{"start":{"line":805,"column":2},"end":{"line":805,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿AssignmentExpression
12487¿MemberExpression¿¿13517¿¿¿¿{"start":{"line":805,"column":2},"end":{"line":805,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
12488¿ThisExpression¿¿13517¿¿¿¿{"start":{"line":805,"column":2},"end":{"line":805,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ThisExpression
12489¿Identifier¿¿13517¿refCount¿¿¿{"start":{"line":805,"column":7},"end":{"line":805,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12490¿Literal¿number¿13517¿¿1¿¿{"start":{"line":805,"column":19},"end":{"line":805,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Literal
12491¿BlockStatement¿¿13517¿¿¿¿{"start":{"line":804,"column":46},"end":{"line":806,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿BlockStatement
12492¿ExpressionStatement¿¿13276¿¿¿¿{"start":{"line":804,"column":0},"end":{"line":806,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ExpressionStatement
12493¿AssignmentExpression¿=¿13276¿¿¿¿{"start":{"line":804,"column":0},"end":{"line":806,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿AssignmentExpression
12494¿MemberExpression¿¿13276¿¿¿¿{"start":{"line":804,"column":0},"end":{"line":804,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
12495¿Identifier¿¿13276¿v1385¿¿¿¿¿Identifier
12496¿Identifier¿¿13276¿ref¿¿¿{"start":{"line":804,"column":29},"end":{"line":804,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12497¿Identifier¿¿13276¿v1386¿¿¿¿¿Identifier
12498¿VariableDeclarator¿¿13276¿v1387¿¿¿{"start":{"line":807,"column":0},"end":{"line":807,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
12499¿MemberExpression¿¿13276¿¿¿¿{"start":{"line":807,"column":0},"end":{"line":807,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
12500¿Identifier¿¿13276¿RandomAccessReader¿¿¿{"start":{"line":807,"column":0},"end":{"line":807,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12501¿Identifier¿¿13276¿prototype¿¿¿{"start":{"line":807,"column":19},"end":{"line":807,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
12502¿VariableDeclarator¿¿13276¿v1396¿¿¿{"start":{"line":807,"column":0},"end":{"line":820,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
12503¿FunctionExpression¿¿13276¿anon¿¿¿{"start":{"line":807,"column":37},"end":{"line":820,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿FunctionExpression
12504¿VariableDeclarator¿¿13519¿self¿¿¿{"start":{"line":808,"column":6},"end":{"line":808,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿VariableDeclarator
12505¿ThisExpression¿¿13519¿¿¿¿{"start":{"line":808,"column":13},"end":{"line":808,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ThisExpression
12506¿ExpressionStatement¿¿13519¿¿¿¿{"start":{"line":809,"column":2},"end":{"line":809,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿ExpressionStatement
12507¿AssignmentExpression¿-=¿13519¿¿¿¿{"start":{"line":809,"column":2},"end":{"line":809,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿AssignmentExpression
12508¿MemberExpression¿¿13519¿¿¿¿{"start":{"line":809,"column":2},"end":{"line":809,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿MemberExpression
12509¿Identifier¿¿13519¿self¿¿¿{"start":{"line":809,"column":2},"end":{"line":809,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/yauzl/index.js"}¿¿Identifier
