Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
724¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":99,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Program
1096¿Literal¿string¿1227¿¿'--filter'¿¿{"start":{"line":71,"column":45},"end":{"line":71,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1097¿Literal¿string¿1227¿¿'name=traefik'¿¿{"start":{"line":71,"column":57},"end":{"line":71,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1098¿Literal¿string¿1227¿¿'--format'¿¿{"start":{"line":71,"column":73},"end":{"line":71,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1099¿Literal¿string¿1227¿¿'{{.Status}}'¿¿{"start":{"line":71,"column":85},"end":{"line":71,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1100¿VariableDeclarator¿¿1227¿v95¿¿¿{"start":{"line":71,"column":11},"end":{"line":71,"column":100},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1101¿CallExpression¿¿1227¿¿¿¿{"start":{"line":71,"column":11},"end":{"line":71,"column":100},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿CallExpression
1102¿Identifier¿¿1227¿executeCommand¿¿¿{"start":{"line":71,"column":11},"end":{"line":71,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1103¿Identifier¿¿1227¿v94¿¿¿¿¿Identifier
1104¿ReturnStatement¿¿1227¿¿¿¿{"start":{"line":71,"column":4},"end":{"line":71,"column":101},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ReturnStatement
1105¿Identifier¿¿1227¿v95¿¿¿¿¿Identifier
1106¿BlockStatement¿¿1227¿¿¿¿{"start":{"line":70,"column":34},"end":{"line":72,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿BlockStatement
1107¿VariableDeclarator¿¿1211¿v99¿¿¿{"start":{"line":74,"column":18},"end":{"line":76,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1108¿ArrowFunctionExpression¿¿1211¿¿¿¿{"start":{"line":74,"column":18},"end":{"line":76,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ArrowFunctionExpression
1109¿VariableDeclarator¿¿1229¿v97¿¿¿{"start":{"line":75,"column":26},"end":{"line":75,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1110¿ArrayExpression¿¿1229¿¿¿¿{"start":{"line":75,"column":26},"end":{"line":75,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ArrayExpression
1111¿Identifier¿¿1229¿DOCKER_BIN¿¿¿{"start":{"line":75,"column":27},"end":{"line":75,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1112¿Literal¿string¿1229¿¿'restart'¿¿{"start":{"line":75,"column":39},"end":{"line":75,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1113¿Literal¿string¿1229¿¿'traefik'¿¿{"start":{"line":75,"column":50},"end":{"line":75,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1114¿VariableDeclarator¿¿1229¿v98¿¿¿{"start":{"line":75,"column":11},"end":{"line":75,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1115¿CallExpression¿¿1229¿¿¿¿{"start":{"line":75,"column":11},"end":{"line":75,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿CallExpression
1116¿Identifier¿¿1229¿executeCommand¿¿¿{"start":{"line":75,"column":11},"end":{"line":75,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1117¿Identifier¿¿1229¿v97¿¿¿¿¿Identifier
1118¿ReturnStatement¿¿1229¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":75,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ReturnStatement
1119¿Identifier¿¿1229¿v98¿¿¿¿¿Identifier
1120¿BlockStatement¿¿1229¿¿¿¿{"start":{"line":74,"column":30},"end":{"line":76,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿BlockStatement
1121¿VariableDeclarator¿¿1211¿traefikCommands¿¿¿{"start":{"line":69,"column":6},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1122¿ObjectExpression¿¿1211¿¿¿¿¿¿ObjectExpression
1123¿ExpressionStatement¿¿1211¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
1124¿AssignmentExpression¿=¿1211¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
1125¿MemberExpression¿¿1211¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
1126¿Identifier¿¿1211¿traefikCommands¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1127¿Identifier¿¿1211¿checkTraefikHealth¿¿¿{"start":{"line":70,"column":2},"end":{"line":70,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1128¿Identifier¿¿1211¿v96¿¿¿¿¿Identifier
1129¿ExpressionStatement¿¿1211¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
1130¿AssignmentExpression¿=¿1211¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
1131¿MemberExpression¿¿1211¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
1132¿Identifier¿¿1211¿traefikCommands¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1133¿Identifier¿¿1211¿restartTraefik¿¿¿{"start":{"line":74,"column":2},"end":{"line":74,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1134¿Identifier¿¿1211¿v99¿¿¿¿¿Identifier
1135¿VariableDeclarator¿¿1211¿v101¿¿¿{"start":{"line":83,"column":20},"end":{"line":91,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1136¿ArrowFunctionExpression¿¿1211¿¿¿¿{"start":{"line":83,"column":20},"end":{"line":91,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ArrowFunctionExpression
1137¿VariableDeclarator¿¿1231¿containers¿¿¿{"start":{"line":84,"column":10},"end":{"line":84,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1138¿ArrayExpression¿¿1231¿¿¿¿{"start":{"line":84,"column":23},"end":{"line":84,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ArrayExpression
1139¿Literal¿string¿1231¿¿'pangolin'¿¿{"start":{"line":84,"column":24},"end":{"line":84,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1140¿Literal¿string¿1231¿¿'gerbil'¿¿{"start":{"line":84,"column":36},"end":{"line":84,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1141¿Literal¿string¿1231¿¿'traefik'¿¿{"start":{"line":84,"column":46},"end":{"line":84,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1142¿Literal¿string¿1231¿¿'crowdsec'¿¿{"start":{"line":84,"column":57},"end":{"line":84,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1143¿VariableDeclarator¿¿1231¿results¿¿¿{"start":{"line":85,"column":10},"end":{"line":85,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1144¿ObjectExpression¿¿1231¿¿¿¿¿¿ObjectExpression
1145¿VariableDeclarator¿¿1231¿container¿¿¿{"start":{"line":87,"column":15},"end":{"line":87,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1146¿ForOfStatement¿¿1231¿¿¿¿{"start":{"line":87,"column":4},"end":{"line":89,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ForOfStatement
1147¿Identifier¿¿1231¿container¿¿¿{"start":{"line":87,"column":15},"end":{"line":87,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1148¿Identifier¿¿1231¿containers¿¿¿{"start":{"line":87,"column":28},"end":{"line":87,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1149¿VariableDeclarator¿¿1231¿v100¿¿¿{"start":{"line":88,"column":48},"end":{"line":88,"column":126},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1150¿ArrayExpression¿¿1231¿¿¿¿{"start":{"line":88,"column":48},"end":{"line":88,"column":126},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ArrayExpression
1151¿Identifier¿¿1231¿DOCKER_BIN¿¿¿{"start":{"line":88,"column":49},"end":{"line":88,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1152¿Literal¿string¿1231¿¿'ps'¿¿{"start":{"line":88,"column":61},"end":{"line":88,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1153¿Literal¿string¿1231¿¿'--filter'¿¿{"start":{"line":88,"column":67},"end":{"line":88,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1154¿TemplateLiteral¿¿1231¿¿¿¿{"start":{"line":88,"column":79},"end":{"line":88,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿TemplateLiteral
1155¿Identifier¿¿1231¿container¿¿¿{"start":{"line":88,"column":87},"end":{"line":88,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1156¿Literal¿string¿1231¿¿'--format'¿¿{"start":{"line":88,"column":100},"end":{"line":88,"column":110},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1157¿Literal¿string¿1231¿¿'{{.Status}}'¿¿{"start":{"line":88,"column":112},"end":{"line":88,"column":125},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Literal
1158¿ExpressionStatement¿¿1231¿¿¿¿{"start":{"line":88,"column":6},"end":{"line":88,"column":128},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
1159¿AssignmentExpression¿=¿1231¿¿¿¿{"start":{"line":88,"column":6},"end":{"line":88,"column":127},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
1160¿MemberExpression¿computed¿1231¿¿¿¿{"start":{"line":88,"column":6},"end":{"line":88,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
1161¿Identifier¿¿1231¿results¿¿¿{"start":{"line":88,"column":6},"end":{"line":88,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1162¿Identifier¿¿1231¿container¿¿¿{"start":{"line":88,"column":14},"end":{"line":88,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1163¿AwaitExpression¿¿1231¿¿¿¿{"start":{"line":88,"column":27},"end":{"line":88,"column":127},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AwaitExpression
1164¿CallExpression¿¿1231¿¿¿¿{"start":{"line":88,"column":33},"end":{"line":88,"column":127},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿CallExpression
1165¿Identifier¿¿1231¿executeCommand¿¿¿{"start":{"line":88,"column":33},"end":{"line":88,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1166¿Identifier¿¿1231¿v100¿¿¿¿¿Identifier
1167¿BlockStatement¿¿1231¿¿¿¿{"start":{"line":87,"column":40},"end":{"line":89,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿BlockStatement
1168¿ReturnStatement¿¿1231¿¿¿¿{"start":{"line":90,"column":4},"end":{"line":90,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ReturnStatement
1169¿Identifier¿¿1231¿results¿¿¿{"start":{"line":90,"column":11},"end":{"line":90,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1170¿BlockStatement¿¿1231¿¿¿¿{"start":{"line":83,"column":32},"end":{"line":91,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿BlockStatement
1171¿VariableDeclarator¿¿1211¿stackCommands¿¿¿{"start":{"line":82,"column":6},"end":{"line":92,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1172¿ObjectExpression¿¿1211¿¿¿¿¿¿ObjectExpression
1173¿ExpressionStatement¿¿1211¿¿¿¿{"start":{"line":82,"column":6},"end":{"line":92,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
1174¿AssignmentExpression¿=¿1211¿¿¿¿{"start":{"line":82,"column":6},"end":{"line":92,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
1175¿MemberExpression¿¿1211¿¿¿¿{"start":{"line":82,"column":6},"end":{"line":92,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
1176¿Identifier¿¿1211¿stackCommands¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1177¿Identifier¿¿1211¿checkStackHealth¿¿¿{"start":{"line":83,"column":2},"end":{"line":83,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1178¿Identifier¿¿1211¿v101¿¿¿¿¿Identifier
1179¿VariableDeclarator¿¿1211¿v102¿¿¿{"start":{"line":94,"column":17},"end":{"line":99,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿VariableDeclarator
1180¿ObjectExpression¿¿1211¿¿¿¿¿¿ObjectExpression
1181¿ExpressionStatement¿¿1211¿¿¿¿{"start":{"line":94,"column":17},"end":{"line":99,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
1182¿AssignmentExpression¿=¿1211¿¿¿¿{"start":{"line":94,"column":17},"end":{"line":99,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
1183¿MemberExpression¿¿1211¿¿¿¿{"start":{"line":94,"column":17},"end":{"line":99,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
1184¿Identifier¿¿1211¿v102¿¿¿¿¿Identifier
1185¿Identifier¿¿1211¿executeCommand¿¿¿{"start":{"line":95,"column":2},"end":{"line":95,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1186¿Identifier¿¿1211¿executeCommand¿¿¿{"start":{"line":95,"column":2},"end":{"line":95,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1187¿ExpressionStatement¿¿1211¿¿¿¿{"start":{"line":94,"column":17},"end":{"line":99,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
1188¿AssignmentExpression¿=¿1211¿¿¿¿{"start":{"line":94,"column":17},"end":{"line":99,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
1189¿MemberExpression¿¿1211¿¿¿¿{"start":{"line":94,"column":17},"end":{"line":99,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
1190¿Identifier¿¿1211¿v102¿¿¿¿¿Identifier
1191¿Identifier¿¿1211¿crowdsecCommands¿¿¿{"start":{"line":96,"column":2},"end":{"line":96,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1192¿Identifier¿¿1211¿crowdsecCommands¿¿¿{"start":{"line":96,"column":2},"end":{"line":96,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1193¿ExpressionStatement¿¿1211¿¿¿¿{"start":{"line":94,"column":17},"end":{"line":99,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
1194¿AssignmentExpression¿=¿1211¿¿¿¿{"start":{"line":94,"column":17},"end":{"line":99,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
1195¿MemberExpression¿¿1211¿¿¿¿{"start":{"line":94,"column":17},"end":{"line":99,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
1196¿Identifier¿¿1211¿v102¿¿¿¿¿Identifier
1197¿Identifier¿¿1211¿traefikCommands¿¿¿{"start":{"line":97,"column":2},"end":{"line":97,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1198¿Identifier¿¿1211¿traefikCommands¿¿¿{"start":{"line":97,"column":2},"end":{"line":97,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1199¿ExpressionStatement¿¿1211¿¿¿¿{"start":{"line":94,"column":17},"end":{"line":99,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
1200¿AssignmentExpression¿=¿1211¿¿¿¿{"start":{"line":94,"column":17},"end":{"line":99,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
1201¿MemberExpression¿¿1211¿¿¿¿{"start":{"line":94,"column":17},"end":{"line":99,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
1202¿Identifier¿¿1211¿v102¿¿¿¿¿Identifier
1203¿Identifier¿¿1211¿stackCommands¿¿¿{"start":{"line":98,"column":2},"end":{"line":98,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1204¿Identifier¿¿1211¿stackCommands¿¿¿{"start":{"line":98,"column":2},"end":{"line":98,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1205¿ExpressionStatement¿¿1211¿¿¿¿{"start":{"line":94,"column":0},"end":{"line":99,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿ExpressionStatement
1206¿AssignmentExpression¿=¿1211¿¿¿¿{"start":{"line":94,"column":0},"end":{"line":99,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿AssignmentExpression
1207¿MemberExpression¿¿1211¿¿¿¿{"start":{"line":94,"column":0},"end":{"line":94,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿MemberExpression
1208¿Identifier¿¿1211¿module¿¿¿{"start":{"line":94,"column":0},"end":{"line":94,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1209¿Identifier¿¿1211¿exports¿¿¿{"start":{"line":94,"column":7},"end":{"line":94,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/pangolin-managment-bot/shellCommands.js"}¿¿Identifier
1210¿Identifier¿¿1211¿v102¿¿¿¿¿Identifier
1211¿CFG_F_START¿¿1211¿__main__¿¿¿¿¿CFG_F_START
1212¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1213¿CFG_F_START¿¿1213¿764_anon¿¿¿¿¿CFG_F_START
1214¿CFG_F_END¿¿0¿764_anon¿¿¿¿¿CFG_F_END
1215¿CFG_IF_END¿¿0¿776¿¿¿¿¿CFG_IF_END
1216¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1217¿CFG_F_START¿¿1217¿917_anon¿¿¿¿¿CFG_F_START
1218¿CFG_F_END¿¿0¿917_anon¿¿¿¿¿CFG_F_END
1219¿CFG_F_START¿¿1219¿936_anon¿¿¿¿¿CFG_F_START
1220¿CFG_F_END¿¿0¿936_anon¿¿¿¿¿CFG_F_END
1221¿CFG_IF_END¿¿0¿949¿¿¿¿¿CFG_IF_END
1222¿CFG_F_START¿¿1222¿990_anon¿¿¿¿¿CFG_F_START
1223¿CFG_F_END¿¿0¿990_anon¿¿¿¿¿CFG_F_END
1224¿CFG_IF_END¿¿0¿1003¿¿¿¿¿CFG_IF_END
1225¿CFG_F_START¿¿1225¿1048_anon¿¿¿¿¿CFG_F_START
1226¿CFG_F_END¿¿0¿1048_anon¿¿¿¿¿CFG_F_END
1227¿CFG_F_START¿¿1227¿1091_anon¿¿¿¿¿CFG_F_START
1228¿CFG_F_END¿¿0¿1091_anon¿¿¿¿¿CFG_F_END
