Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1051¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":147,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Program
1418¿VariableDeclarator¿¿1845¿v137¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1419¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1420¿Identifier¿¿1845¿v136¿¿¿¿¿Identifier
1421¿Identifier¿¿1845¿size¿¿¿{"start":{"line":83,"column":20},"end":{"line":83,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1422¿VariableDeclarator¿¿1845¿v138¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1423¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":83,"column":34},"end":{"line":83,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1424¿Identifier¿¿1845¿oldStats¿¿¿{"start":{"line":83,"column":34},"end":{"line":83,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1425¿Identifier¿¿1845¿size¿¿¿{"start":{"line":83,"column":43},"end":{"line":83,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1426¿ExpressionStatement¿¿1845¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ExpressionStatement
1427¿AssignmentExpression¿+=¿1845¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿AssignmentExpression
1428¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1429¿Identifier¿¿1845¿v137¿¿¿¿¿Identifier
1430¿Identifier¿¿1845¿start¿¿¿{"start":{"line":83,"column":25},"end":{"line":83,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1431¿Identifier¿¿1845¿v138¿¿¿¿¿Identifier
1432¿VariableDeclarator¿¿1845¿v139¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1433¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1434¿Identifier¿¿1845¿self¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1435¿Identifier¿¿1845¿report¿¿¿{"start":{"line":84,"column":13},"end":{"line":84,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1436¿VariableDeclarator¿¿1845¿v140¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1437¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1438¿Identifier¿¿1845¿v139¿¿¿¿¿Identifier
1439¿Identifier¿¿1845¿size¿¿¿{"start":{"line":84,"column":20},"end":{"line":84,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1440¿VariableDeclarator¿¿1845¿v141¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1441¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":84,"column":32},"end":{"line":84,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1442¿Identifier¿¿1845¿newStats¿¿¿{"start":{"line":84,"column":32},"end":{"line":84,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1443¿Identifier¿¿1845¿size¿¿¿{"start":{"line":84,"column":41},"end":{"line":84,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1444¿ExpressionStatement¿¿1845¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ExpressionStatement
1445¿AssignmentExpression¿+=¿1845¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿AssignmentExpression
1446¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1447¿Identifier¿¿1845¿v140¿¿¿¿¿Identifier
1448¿Identifier¿¿1845¿end¿¿¿{"start":{"line":84,"column":25},"end":{"line":84,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1449¿Identifier¿¿1845¿v141¿¿¿¿¿Identifier
1450¿VariableDeclarator¿¿1845¿v142¿¿¿{"start":{"line":88,"column":19},"end":{"line":88,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1451¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":88,"column":19},"end":{"line":88,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1452¿Identifier¿¿1845¿oldStats¿¿¿{"start":{"line":88,"column":19},"end":{"line":88,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1453¿Identifier¿¿1845¿size¿¿¿{"start":{"line":88,"column":28},"end":{"line":88,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1454¿VariableDeclarator¿¿1845¿v143¿¿¿{"start":{"line":89,"column":19},"end":{"line":89,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1455¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":89,"column":19},"end":{"line":89,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1456¿Identifier¿¿1845¿newStats¿¿¿{"start":{"line":89,"column":19},"end":{"line":89,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1457¿Identifier¿¿1845¿size¿¿¿{"start":{"line":89,"column":28},"end":{"line":89,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1458¿VariableDeclarator¿¿1845¿v144¿¿¿{"start":{"line":86,"column":33},"end":{"line":90,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1459¿ObjectExpression¿¿1845¿¿¿¿{"start":{"line":86,"column":33},"end":{"line":90,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ObjectExpression
1460¿Property¿¿1845¿¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Property
1461¿Identifier¿¿1845¿filename¿¿¿{"start":{"line":87,"column":10},"end":{"line":87,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1462¿Identifier¿¿1845¿filename¿¿¿{"start":{"line":87,"column":20},"end":{"line":87,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1463¿Property¿¿1845¿¿¿¿{"start":{"line":88,"column":10},"end":{"line":88,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Property
1464¿Identifier¿¿1845¿oldSize¿¿¿{"start":{"line":88,"column":10},"end":{"line":88,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1465¿Identifier¿¿1845¿v142¿¿¿¿¿Identifier
1466¿Property¿¿1845¿¿¿¿{"start":{"line":89,"column":10},"end":{"line":89,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Property
1467¿Identifier¿¿1845¿newSize¿¿¿{"start":{"line":89,"column":10},"end":{"line":89,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1468¿Identifier¿¿1845¿v143¿¿¿¿¿Identifier
1469¿VariableDeclarator¿¿1845¿v145¿¿¿{"start":{"line":86,"column":8},"end":{"line":90,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1470¿CallExpression¿¿1845¿¿¿¿{"start":{"line":86,"column":8},"end":{"line":90,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿CallExpression
1471¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":86,"column":8},"end":{"line":86,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1472¿Identifier¿¿1845¿self¿¿¿{"start":{"line":86,"column":8},"end":{"line":86,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1473¿Identifier¿¿1845¿emit¿¿¿{"start":{"line":86,"column":13},"end":{"line":86,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1474¿Literal¿string¿1845¿¿'compression'¿¿{"start":{"line":86,"column":18},"end":{"line":86,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Literal
1475¿Identifier¿¿1845¿v144¿¿¿¿¿Identifier
1476¿ExpressionStatement¿¿1845¿¿¿¿{"start":{"line":86,"column":8},"end":{"line":90,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ExpressionStatement
1477¿Identifier¿¿1845¿v145¿¿¿¿¿Identifier
1478¿VariableDeclarator¿¿1845¿v146¿¿¿{"start":{"line":93,"column":13},"end":{"line":93,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1479¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":93,"column":13},"end":{"line":93,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1480¿Identifier¿¿1845¿self¿¿¿{"start":{"line":93,"column":13},"end":{"line":93,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1481¿Identifier¿¿1845¿settings¿¿¿{"start":{"line":93,"column":18},"end":{"line":93,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1482¿VariableDeclarator¿¿1845¿v147¿¿¿{"start":{"line":93,"column":13},"end":{"line":93,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1483¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":93,"column":13},"end":{"line":93,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1484¿Identifier¿¿1845¿v146¿¿¿¿¿Identifier
1485¿Identifier¿¿1845¿dryRun¿¿¿{"start":{"line":93,"column":27},"end":{"line":93,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1486¿VariableDeclarator¿¿1845¿v148¿¿¿{"start":{"line":93,"column":12},"end":{"line":93,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1487¿UnaryExpression¿!¿1845¿¿¿¿{"start":{"line":93,"column":12},"end":{"line":93,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿UnaryExpression
1488¿Identifier¿¿1845¿v147¿¿¿¿¿Identifier
1489¿VariableDeclarator¿¿1845¿v149¿¿¿{"start":{"line":93,"column":37},"end":{"line":93,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1490¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":93,"column":37},"end":{"line":93,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1491¿Identifier¿¿1845¿newStats¿¿¿{"start":{"line":93,"column":37},"end":{"line":93,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1492¿Identifier¿¿1845¿size¿¿¿{"start":{"line":93,"column":46},"end":{"line":93,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1493¿VariableDeclarator¿¿1845¿v150¿¿¿{"start":{"line":93,"column":53},"end":{"line":93,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1494¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":93,"column":53},"end":{"line":93,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1495¿Identifier¿¿1845¿oldStats¿¿¿{"start":{"line":93,"column":53},"end":{"line":93,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1496¿Identifier¿¿1845¿size¿¿¿{"start":{"line":93,"column":62},"end":{"line":93,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1497¿VariableDeclarator¿¿1845¿v151¿¿¿{"start":{"line":93,"column":37},"end":{"line":93,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1498¿BinaryExpression¿<¿1845¿¿¿¿{"start":{"line":93,"column":37},"end":{"line":93,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿BinaryExpression
1499¿Identifier¿¿1845¿v149¿¿¿¿¿Identifier
1500¿Identifier¿¿1845¿v150¿¿¿¿¿Identifier
1501¿VariableDeclarator¿¿1845¿v152¿¿¿{"start":{"line":93,"column":12},"end":{"line":93,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1502¿LogicalExpression¿&&¿1845¿¿¿¿{"start":{"line":93,"column":12},"end":{"line":93,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿LogicalExpression
1503¿Identifier¿¿1845¿v148¿¿¿¿¿Identifier
1504¿Identifier¿¿1845¿v151¿¿¿¿¿Identifier
1505¿IfStatement¿¿1845¿¿¿¿{"start":{"line":93,"column":8},"end":{"line":98,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿IfStatement
1506¿Identifier¿¿1845¿v152¿¿¿¿¿Identifier
1507¿VariableDeclarator¿¿1845¿v153¿¿¿{"start":{"line":94,"column":10},"end":{"line":94,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1508¿CallExpression¿¿1845¿¿¿¿{"start":{"line":94,"column":10},"end":{"line":94,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿CallExpression
1509¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":94,"column":10},"end":{"line":94,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1510¿Identifier¿¿1845¿fs¿¿¿{"start":{"line":94,"column":10},"end":{"line":94,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1511¿Identifier¿¿1845¿renameSync¿¿¿{"start":{"line":94,"column":13},"end":{"line":94,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1512¿Identifier¿¿1845¿scratchSpace¿¿¿{"start":{"line":94,"column":24},"end":{"line":94,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1513¿Identifier¿¿1845¿filename¿¿¿{"start":{"line":94,"column":38},"end":{"line":94,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1514¿ExpressionStatement¿¿1845¿¿¿¿{"start":{"line":94,"column":10},"end":{"line":94,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ExpressionStatement
1515¿Identifier¿¿1845¿v153¿¿¿¿¿Identifier
1516¿BlockStatement¿¿1845¿¿¿¿{"start":{"line":93,"column":68},"end":{"line":95,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿BlockStatement
1517¿VariableDeclarator¿¿1845¿v154¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1518¿CallExpression¿¿1845¿¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿CallExpression
1519¿MemberExpression¿¿1845¿¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1520¿Identifier¿¿1845¿fs¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1521¿Identifier¿¿1845¿unlinkSync¿¿¿{"start":{"line":97,"column":13},"end":{"line":97,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1522¿Identifier¿¿1845¿scratchSpace¿¿¿{"start":{"line":97,"column":24},"end":{"line":97,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1523¿ExpressionStatement¿¿1845¿¿¿¿{"start":{"line":97,"column":10},"end":{"line":97,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ExpressionStatement
1524¿Identifier¿¿1845¿v154¿¿¿¿¿Identifier
1525¿BlockStatement¿¿1845¿¿¿¿{"start":{"line":95,"column":15},"end":{"line":98,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿BlockStatement
1526¿BlockStatement¿¿1845¿¿¿¿{"start":{"line":80,"column":34},"end":{"line":99,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿BlockStatement
1527¿VariableDeclarator¿¿1843¿v156¿¿¿{"start":{"line":74,"column":6},"end":{"line":99,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1528¿CallExpression¿¿1843¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":99,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿CallExpression
1529¿MemberExpression¿¿1843¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":80,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1530¿Identifier¿¿1843¿v135¿¿¿¿¿Identifier
1531¿Identifier¿¿1843¿then¿¿¿{"start":{"line":80,"column":9},"end":{"line":80,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1532¿Identifier¿¿1843¿v155¿¿¿¿¿Identifier
1533¿ExpressionStatement¿¿1843¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":99,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ExpressionStatement
1534¿Identifier¿¿1843¿v156¿¿¿¿¿Identifier
1535¿BlockStatement¿¿1843¿¿¿¿{"start":{"line":73,"column":83},"end":{"line":100,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿BlockStatement
1536¿VariableDeclarator¿¿1841¿v158¿¿¿{"start":{"line":73,"column":4},"end":{"line":100,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1537¿CallExpression¿¿1841¿¿¿¿{"start":{"line":73,"column":4},"end":{"line":100,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿CallExpression
1538¿Identifier¿¿1841¿exec¿¿¿{"start":{"line":73,"column":4},"end":{"line":73,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
1539¿Identifier¿¿1841¿v132¿¿¿¿¿Identifier
1540¿Identifier¿¿1841¿v157¿¿¿¿¿Identifier
1541¿ExpressionStatement¿¿1841¿¿¿¿{"start":{"line":73,"column":4},"end":{"line":100,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿ExpressionStatement
1542¿Identifier¿¿1841¿v158¿¿¿¿¿Identifier
1543¿BlockStatement¿¿1841¿¿¿¿{"start":{"line":69,"column":46},"end":{"line":101,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿BlockStatement
1544¿VariableDeclarator¿¿1839¿v160¿¿¿{"start":{"line":69,"column":2},"end":{"line":101,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿VariableDeclarator
1545¿CallExpression¿¿1839¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":101,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿CallExpression
1546¿MemberExpression¿¿1839¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿MemberExpression
1547¿Identifier¿¿1839¿temp¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pulverizr/job.js"}¿¿Identifier
