Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3011¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":292,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Program
5069¿Identifier¿¿5388¿v560¿¿¿¿¿Identifier
5070¿Identifier¿¿5388¿json¿¿¿{"start":{"line":263,"column":20},"end":{"line":263,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5071¿Identifier¿¿5388¿v563¿¿¿¿¿Identifier
5072¿ExpressionStatement¿¿5388¿¿¿¿{"start":{"line":263,"column":4},"end":{"line":263,"column":97},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿ExpressionStatement
5073¿Identifier¿¿5388¿v564¿¿¿¿¿Identifier
5074¿BlockStatement¿¿5388¿¿¿¿{"start":{"line":261,"column":18},"end":{"line":264,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿BlockStatement
5075¿Identifier¿¿5388¿error¿¿¿{"start":{"line":261,"column":11},"end":{"line":261,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5076¿BlockStatement¿¿5388¿¿¿¿{"start":{"line":245,"column":57},"end":{"line":265,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿BlockStatement
5077¿VariableDeclarator¿¿5319¿v566¿¿¿{"start":{"line":245,"column":0},"end":{"line":265,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5078¿CallExpression¿¿5319¿¿¿¿{"start":{"line":245,"column":0},"end":{"line":265,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
5079¿MemberExpression¿¿5319¿¿¿¿{"start":{"line":245,"column":0},"end":{"line":245,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
5080¿Identifier¿¿5319¿router¿¿¿{"start":{"line":245,"column":0},"end":{"line":245,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5081¿Identifier¿¿5319¿delete¿¿¿{"start":{"line":245,"column":7},"end":{"line":245,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5082¿Literal¿string¿5319¿¿'/:projectId'¿¿{"start":{"line":245,"column":14},"end":{"line":245,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Literal
5083¿Identifier¿¿5319¿authenticate¿¿¿{"start":{"line":245,"column":29},"end":{"line":245,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5084¿Identifier¿¿5319¿v565¿¿¿¿¿Identifier
5085¿ExpressionStatement¿¿5319¿¿¿¿{"start":{"line":245,"column":0},"end":{"line":265,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿ExpressionStatement
5086¿Identifier¿¿5319¿v566¿¿¿¿¿Identifier
5087¿VariableDeclarator¿¿5319¿v595¿¿¿{"start":{"line":268,"column":47},"end":{"line":290,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5088¿ArrowFunctionExpression¿¿5319¿¿¿¿{"start":{"line":268,"column":47},"end":{"line":290,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿ArrowFunctionExpression
5089¿Identifier¿¿0¿req¿¿¿{"start":{"line":268,"column":48},"end":{"line":268,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5090¿Identifier¿¿0¿res¿¿¿{"start":{"line":268,"column":53},"end":{"line":268,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5091¿TryStatement¿¿5394¿¿¿¿{"start":{"line":269,"column":2},"end":{"line":289,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿TryStatement
5092¿VariableDeclarator¿¿5394¿v567¿¿¿{"start":{"line":270,"column":38},"end":{"line":270,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5093¿MemberExpression¿¿5394¿¿¿¿{"start":{"line":270,"column":38},"end":{"line":270,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
5094¿Identifier¿¿5394¿req¿¿¿{"start":{"line":270,"column":38},"end":{"line":270,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5095¿Identifier¿¿5394¿params¿¿¿{"start":{"line":270,"column":42},"end":{"line":270,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5096¿VariableDeclarator¿¿5394¿v568¿¿¿{"start":{"line":270,"column":38},"end":{"line":270,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5097¿MemberExpression¿¿5394¿¿¿¿{"start":{"line":270,"column":38},"end":{"line":270,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
5098¿Identifier¿¿5394¿v567¿¿¿¿¿Identifier
5099¿Identifier¿¿5394¿projectId¿¿¿{"start":{"line":270,"column":49},"end":{"line":270,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5100¿VariableDeclarator¿¿5394¿projectId¿¿¿{"start":{"line":270,"column":10},"end":{"line":270,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5101¿CallExpression¿¿5394¿¿¿¿{"start":{"line":270,"column":22},"end":{"line":270,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
5102¿Identifier¿¿5394¿assertProjectId¿¿¿{"start":{"line":270,"column":22},"end":{"line":270,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5103¿Identifier¿¿5394¿v568¿¿¿¿¿Identifier
5104¿VariableDeclarator¿¿5394¿v569¿¿¿{"start":{"line":271,"column":26},"end":{"line":271,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5105¿MemberExpression¿¿5394¿¿¿¿{"start":{"line":271,"column":26},"end":{"line":271,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
5106¿Identifier¿¿5394¿req¿¿¿{"start":{"line":271,"column":26},"end":{"line":271,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5107¿Identifier¿¿5394¿body¿¿¿{"start":{"line":271,"column":30},"end":{"line":271,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5108¿VariableDeclarator¿¿5394¿v570¿¿¿{"start":{"line":271,"column":26},"end":{"line":271,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5109¿MemberExpression¿¿5394¿¿¿¿{"start":{"line":271,"column":26},"end":{"line":271,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
5110¿Identifier¿¿5394¿v569¿¿¿¿¿Identifier
5111¿Identifier¿¿5394¿oldPath¿¿¿{"start":{"line":271,"column":35},"end":{"line":271,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5112¿VariableDeclarator¿¿5394¿v571¿¿¿{"start":{"line":271,"column":26},"end":{"line":271,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5113¿LogicalExpression¿||¿5394¿¿¿¿{"start":{"line":271,"column":26},"end":{"line":271,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿LogicalExpression
5114¿Identifier¿¿5394¿v570¿¿¿¿¿Identifier
5115¿Literal¿string¿5394¿¿''¿¿{"start":{"line":271,"column":46},"end":{"line":271,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Literal
5116¿VariableDeclarator¿¿5394¿oldRel¿¿¿{"start":{"line":271,"column":10},"end":{"line":271,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5117¿CallExpression¿¿5394¿¿¿¿{"start":{"line":271,"column":19},"end":{"line":271,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
5118¿Identifier¿¿5394¿String¿¿¿{"start":{"line":271,"column":19},"end":{"line":271,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5119¿Identifier¿¿5394¿v571¿¿¿¿¿Identifier
5120¿VariableDeclarator¿¿5394¿v572¿¿¿{"start":{"line":272,"column":26},"end":{"line":272,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5121¿MemberExpression¿¿5394¿¿¿¿{"start":{"line":272,"column":26},"end":{"line":272,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
5122¿Identifier¿¿5394¿req¿¿¿{"start":{"line":272,"column":26},"end":{"line":272,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5123¿Identifier¿¿5394¿body¿¿¿{"start":{"line":272,"column":30},"end":{"line":272,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5124¿VariableDeclarator¿¿5394¿v573¿¿¿{"start":{"line":272,"column":26},"end":{"line":272,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5125¿MemberExpression¿¿5394¿¿¿¿{"start":{"line":272,"column":26},"end":{"line":272,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
5126¿Identifier¿¿5394¿v572¿¿¿¿¿Identifier
5127¿Identifier¿¿5394¿newPath¿¿¿{"start":{"line":272,"column":35},"end":{"line":272,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5128¿VariableDeclarator¿¿5394¿v574¿¿¿{"start":{"line":272,"column":26},"end":{"line":272,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5129¿LogicalExpression¿||¿5394¿¿¿¿{"start":{"line":272,"column":26},"end":{"line":272,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿LogicalExpression
5130¿Identifier¿¿5394¿v573¿¿¿¿¿Identifier
5131¿Literal¿string¿5394¿¿''¿¿{"start":{"line":272,"column":46},"end":{"line":272,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Literal
5132¿VariableDeclarator¿¿5394¿newRel¿¿¿{"start":{"line":272,"column":10},"end":{"line":272,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5133¿CallExpression¿¿5394¿¿¿¿{"start":{"line":272,"column":19},"end":{"line":272,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
5134¿Identifier¿¿5394¿String¿¿¿{"start":{"line":272,"column":19},"end":{"line":272,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5135¿Identifier¿¿5394¿v574¿¿¿¿¿Identifier
5136¿VariableDeclarator¿¿5394¿base¿¿¿{"start":{"line":273,"column":10},"end":{"line":273,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5137¿CallExpression¿¿5394¿¿¿¿{"start":{"line":273,"column":17},"end":{"line":273,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
5138¿Identifier¿¿5394¿safeResolve¿¿¿{"start":{"line":273,"column":17},"end":{"line":273,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5139¿Identifier¿¿5394¿uploadsRoot¿¿¿{"start":{"line":273,"column":29},"end":{"line":273,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5140¿Identifier¿¿5394¿projectId¿¿¿{"start":{"line":273,"column":42},"end":{"line":273,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5141¿VariableDeclarator¿¿5394¿fullOldPath¿¿¿{"start":{"line":274,"column":10},"end":{"line":274,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5142¿CallExpression¿¿5394¿¿¿¿{"start":{"line":274,"column":24},"end":{"line":274,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
5143¿Identifier¿¿5394¿safeResolve¿¿¿{"start":{"line":274,"column":24},"end":{"line":274,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5144¿Identifier¿¿5394¿base¿¿¿{"start":{"line":274,"column":36},"end":{"line":274,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5145¿Identifier¿¿5394¿oldRel¿¿¿{"start":{"line":274,"column":42},"end":{"line":274,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5146¿VariableDeclarator¿¿5394¿fullNewPath¿¿¿{"start":{"line":275,"column":10},"end":{"line":275,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5147¿CallExpression¿¿5394¿¿¿¿{"start":{"line":275,"column":24},"end":{"line":275,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
5148¿Identifier¿¿5394¿safeResolve¿¿¿{"start":{"line":275,"column":24},"end":{"line":275,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5149¿Identifier¿¿5394¿base¿¿¿{"start":{"line":275,"column":36},"end":{"line":275,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5150¿Identifier¿¿5394¿newRel¿¿¿{"start":{"line":275,"column":42},"end":{"line":275,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5151¿VariableDeclarator¿¿5394¿v575¿¿¿{"start":{"line":277,"column":9},"end":{"line":277,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5152¿CallExpression¿¿5394¿¿¿¿{"start":{"line":277,"column":9},"end":{"line":277,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
5153¿MemberExpression¿¿5394¿¿¿¿{"start":{"line":277,"column":9},"end":{"line":277,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
5154¿Identifier¿¿5394¿fs¿¿¿{"start":{"line":277,"column":9},"end":{"line":277,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5155¿Identifier¿¿5394¿existsSync¿¿¿{"start":{"line":277,"column":12},"end":{"line":277,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5156¿Identifier¿¿5394¿fullOldPath¿¿¿{"start":{"line":277,"column":23},"end":{"line":277,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5157¿VariableDeclarator¿¿5394¿v576¿¿¿{"start":{"line":277,"column":8},"end":{"line":277,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5158¿UnaryExpression¿!¿5394¿¿¿¿{"start":{"line":277,"column":8},"end":{"line":277,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿UnaryExpression
5159¿Identifier¿¿5394¿v575¿¿¿¿¿Identifier
5160¿IfStatement¿¿5394¿¿¿¿{"start":{"line":277,"column":4},"end":{"line":279,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿IfStatement
5161¿Identifier¿¿5394¿v576¿¿¿¿¿Identifier
5162¿VariableDeclarator¿¿5394¿v577¿¿¿{"start":{"line":278,"column":13},"end":{"line":278,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5163¿CallExpression¿¿5394¿¿¿¿{"start":{"line":278,"column":13},"end":{"line":278,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
5164¿MemberExpression¿¿5394¿¿¿¿{"start":{"line":278,"column":13},"end":{"line":278,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
5165¿Identifier¿¿5394¿res¿¿¿{"start":{"line":278,"column":13},"end":{"line":278,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5166¿Identifier¿¿5394¿status¿¿¿{"start":{"line":278,"column":17},"end":{"line":278,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5167¿Literal¿number¿5394¿¿404¿¿{"start":{"line":278,"column":24},"end":{"line":278,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Literal
5168¿VariableDeclarator¿¿5394¿v578¿¿¿{"start":{"line":278,"column":34},"end":{"line":278,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5169¿ObjectExpression¿¿5394¿¿¿¿{"start":{"line":278,"column":34},"end":{"line":278,"column":86},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿ObjectExpression
5170¿Property¿¿5394¿¿¿¿{"start":{"line":278,"column":36},"end":{"line":278,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Property
5171¿Identifier¿¿5394¿success¿¿¿{"start":{"line":278,"column":36},"end":{"line":278,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5172¿Literal¿boolean¿5394¿¿false¿¿{"start":{"line":278,"column":45},"end":{"line":278,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Literal
5173¿Property¿¿5394¿¿¿¿{"start":{"line":278,"column":52},"end":{"line":278,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Property
5174¿Identifier¿¿5394¿message¿¿¿{"start":{"line":278,"column":52},"end":{"line":278,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5175¿Literal¿string¿5394¿¿'Source item not found'¿¿{"start":{"line":278,"column":61},"end":{"line":278,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Literal
5176¿VariableDeclarator¿¿5394¿v579¿¿¿{"start":{"line":278,"column":13},"end":{"line":278,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5177¿CallExpression¿¿5394¿¿¿¿{"start":{"line":278,"column":13},"end":{"line":278,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
5178¿MemberExpression¿¿5394¿¿¿¿{"start":{"line":278,"column":13},"end":{"line":278,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
5179¿Identifier¿¿5394¿v577¿¿¿¿¿Identifier
5180¿Identifier¿¿5394¿json¿¿¿{"start":{"line":278,"column":29},"end":{"line":278,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5181¿Identifier¿¿5394¿v578¿¿¿¿¿Identifier
5182¿ReturnStatement¿¿5394¿¿¿¿{"start":{"line":278,"column":6},"end":{"line":278,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿ReturnStatement
5183¿Identifier¿¿5394¿v579¿¿¿¿¿Identifier
5184¿BlockStatement¿¿5394¿¿¿¿{"start":{"line":277,"column":37},"end":{"line":279,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿BlockStatement
5185¿VariableDeclarator¿¿5394¿v580¿¿¿{"start":{"line":280,"column":8},"end":{"line":280,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
5186¿CallExpression¿¿5394¿¿¿¿{"start":{"line":280,"column":8},"end":{"line":280,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿CallExpression
5187¿MemberExpression¿¿5394¿¿¿¿{"start":{"line":280,"column":8},"end":{"line":280,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿MemberExpression
5188¿Identifier¿¿5394¿fs¿¿¿{"start":{"line":280,"column":8},"end":{"line":280,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5189¿Identifier¿¿5394¿existsSync¿¿¿{"start":{"line":280,"column":11},"end":{"line":280,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5190¿Identifier¿¿5394¿fullNewPath¿¿¿{"start":{"line":280,"column":22},"end":{"line":280,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿Identifier
5191¿IfStatement¿¿5394¿¿¿¿{"start":{"line":280,"column":4},"end":{"line":282,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿IfStatement
5192¿Identifier¿¿5394¿v580¿¿¿¿¿Identifier
5193¿VariableDeclarator¿¿5394¿v581¿¿¿{"start":{"line":281,"column":13},"end":{"line":281,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/team-sync/fixed-filesystem.js"}¿¿VariableDeclarator
