Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
594¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":53,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Program
985¿Identifier¿¿1041¿cp¿¿¿{"start":{"line":48,"column":2},"end":{"line":48,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
986¿Identifier¿¿1041¿exec¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
987¿Identifier¿¿1041¿cmd¿¿¿{"start":{"line":48,"column":10},"end":{"line":48,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
988¿Identifier¿¿1041¿v101¿¿¿¿¿Identifier
989¿ExpressionStatement¿¿1041¿¿¿¿{"start":{"line":48,"column":2},"end":{"line":51,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ExpressionStatement
990¿Identifier¿¿1041¿v102¿¿¿¿¿Identifier
991¿BlockStatement¿¿1041¿¿¿¿{"start":{"line":42,"column":47},"end":{"line":52,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿BlockStatement
992¿VariableDeclarator¿¿1018¿server¿¿¿{"start":{"line":42,"column":6},"end":{"line":52,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
993¿CallExpression¿¿1018¿¿¿¿{"start":{"line":42,"column":15},"end":{"line":52,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
994¿MemberExpression¿¿1018¿¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
995¿Identifier¿¿1018¿http¿¿¿{"start":{"line":42,"column":15},"end":{"line":42,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
996¿Identifier¿¿1018¿createServer¿¿¿{"start":{"line":42,"column":20},"end":{"line":42,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
997¿Identifier¿¿1018¿v103¿¿¿¿¿Identifier
998¿VariableDeclarator¿¿1018¿v105¿¿¿{"start":{"line":53,"column":20},"end":{"line":53,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
999¿ArrowFunctionExpression¿¿1018¿¿¿¿{"start":{"line":53,"column":20},"end":{"line":53,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ArrowFunctionExpression
1000¿VariableDeclarator¿¿1046¿v104¿¿¿{"start":{"line":53,"column":26},"end":{"line":53,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
1001¿CallExpression¿¿1046¿¿¿¿{"start":{"line":53,"column":26},"end":{"line":53,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
1002¿MemberExpression¿¿1046¿¿¿¿{"start":{"line":53,"column":26},"end":{"line":53,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
1003¿Identifier¿¿1046¿console¿¿¿{"start":{"line":53,"column":26},"end":{"line":53,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
1004¿Identifier¿¿1046¿log¿¿¿{"start":{"line":53,"column":34},"end":{"line":53,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
1005¿Literal¿string¿1046¿¿'Listening http://127.0.0.1:8104/curl'¿¿{"start":{"line":53,"column":38},"end":{"line":53,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
1006¿ReturnStatement¿¿1046¿¿¿¿¿¿ReturnStatement
1007¿Identifier¿¿1046¿v104¿¿¿¿¿Identifier
1008¿BlockStatement¿¿1046¿¿¿¿¿¿BlockStatement
1009¿VariableDeclarator¿¿1018¿v106¿¿¿{"start":{"line":53,"column":0},"end":{"line":53,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿VariableDeclarator
1010¿CallExpression¿¿1018¿¿¿¿{"start":{"line":53,"column":0},"end":{"line":53,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿CallExpression
1011¿MemberExpression¿¿1018¿¿¿¿{"start":{"line":53,"column":0},"end":{"line":53,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿MemberExpression
1012¿Identifier¿¿1018¿server¿¿¿{"start":{"line":53,"column":0},"end":{"line":53,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
1013¿Identifier¿¿1018¿listen¿¿¿{"start":{"line":53,"column":7},"end":{"line":53,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Identifier
1014¿Literal¿number¿1018¿¿8104¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿Literal
1015¿Identifier¿¿1018¿v105¿¿¿¿¿Identifier
1016¿ExpressionStatement¿¿1018¿¿¿¿{"start":{"line":53,"column":0},"end":{"line":53,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/synthetic/curl_http.js"}¿¿ExpressionStatement
1017¿Identifier¿¿1018¿v106¿¿¿¿¿Identifier
1018¿CFG_F_START¿¿1018¿__main__¿¿¿¿¿CFG_F_START
1019¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1020¿CFG_F_START¿¿1020¿598_installDryRunShim¿¿¿¿¿CFG_F_START
1021¿CFG_F_END¿¿0¿598_installDryRunShim¿¿¿¿¿CFG_F_END
1022¿CFG_F_START¿¿1022¿616_anon¿¿¿¿¿CFG_F_START
1023¿CFG_F_END¿¿0¿616_anon¿¿¿¿¿CFG_F_END
1024¿CFG_F_START¿¿1024¿633_anon¿¿¿¿¿CFG_F_START
1025¿CFG_F_END¿¿0¿633_anon¿¿¿¿¿CFG_F_END
1026¿CFG_IF_END¿¿0¿644¿¿¿¿¿CFG_IF_END
1027¿CFG_F_START¿¿1027¿667_anon¿¿¿¿¿CFG_F_START
1028¿CFG_F_END¿¿0¿667_anon¿¿¿¿¿CFG_F_END
1029¿CFG_IF_END¿¿0¿664¿¿¿¿¿CFG_IF_END
1030¿CFG_F_START¿¿1030¿688_anon¿¿¿¿¿CFG_F_START
1031¿CFG_F_END¿¿0¿688_anon¿¿¿¿¿CFG_F_END
1032¿CFG_IF_END¿¿0¿700¿¿¿¿¿CFG_IF_END
1033¿CFG_F_START¿¿1033¿724_anon¿¿¿¿¿CFG_F_START
1034¿CFG_F_END¿¿0¿724_anon¿¿¿¿¿CFG_F_END
1035¿CFG_IF_END¿¿0¿721¿¿¿¿¿CFG_IF_END
1036¿CFG_F_START¿¿1036¿745_anon¿¿¿¿¿CFG_F_START
1037¿CFG_F_END¿¿0¿745_anon¿¿¿¿¿CFG_F_END
1038¿CFG_F_START¿¿1038¿763_anon¿¿¿¿¿CFG_F_START
1039¿CFG_F_END¿¿0¿763_anon¿¿¿¿¿CFG_F_END
1040¿CFG_IF_END¿¿0¿622¿¿¿¿¿CFG_IF_END
1041¿CFG_F_START¿¿1041¿855_anon¿¿¿¿¿CFG_F_START
1042¿CFG_F_END¿¿0¿855_anon¿¿¿¿¿CFG_F_END
1043¿CFG_IF_END¿¿0¿877¿¿¿¿¿CFG_IF_END
1044¿CFG_F_START¿¿1044¿939_anon¿¿¿¿¿CFG_F_START
1045¿CFG_F_END¿¿0¿939_anon¿¿¿¿¿CFG_F_END
1046¿CFG_F_START¿¿1046¿999_anon¿¿¿¿¿CFG_F_START
1047¿CFG_F_END¿¿0¿999_anon¿¿¿¿¿CFG_F_END
1048¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1049¿PDG_OBJECT¿¿0¿1020.this-o134¿¿¿¿¿PDG_OBJECT
1050¿PDG_OBJECT¿¿0¿1018.v82-o135¿¿¿¿¿PDG_OBJECT
1051¿PDG_CALL¿¿1018¿1018.CALL->v82-o136¿¿¿¿¿PDG_CALL
1052¿PDG_OBJECT¿¿0¿1018.v83-o137¿¿¿¿¿PDG_OBJECT
1053¿PDG_CALL¿¿1018¿1018.CALL->require-o138¿¿¿¿¿PDG_CALL
1054¿PDG_OBJECT¿¿0¿1018.http-o139¿¿¿¿¿PDG_OBJECT
1055¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1056¿PDG_CALL¿¿1018¿1018.CALL->require-o140¿¿¿¿¿PDG_CALL
1057¿PDG_OBJECT¿¿0¿1018.url-o141¿¿¿¿¿PDG_OBJECT
1058¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1059¿PDG_CALL¿¿1018¿1018.CALL->require-o142¿¿¿¿¿PDG_CALL
1060¿PDG_OBJECT¿¿0¿1018.cp-o143¿¿¿¿¿PDG_OBJECT
1061¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1062¿PDG_OBJECT¿¿0¿1041.this-o144¿¿¿¿¿PDG_OBJECT
1063¿PDG_OBJECT¿¿0¿1041.req-o145¿¿¿¿¿PDG_OBJECT
1064¿PDG_OBJECT¿¿0¿1041.res-o146¿¿¿¿¿PDG_OBJECT
1065¿PDG_OBJECT¿¿0¿1018.v103-o147¿¿¿¿¿PDG_OBJECT
1066¿PDG_CALL¿¿1018¿1018.CALL->http.createServer-o148¿¿¿¿¿PDG_CALL
1067¿PDG_OBJECT¿¿0¿1018.server-o149¿¿¿¿¿PDG_OBJECT
1068¿PDG_OBJECT¿¿0¿1046.this-o150¿¿¿¿¿PDG_OBJECT
1069¿PDG_OBJECT¿¿0¿1018.v105-o151¿¿¿¿¿PDG_OBJECT
1070¿PDG_CALL¿¿1018¿1018.CALL->server.listen-o152¿¿¿¿¿PDG_CALL
1071¿PDG_OBJECT¿¿0¿1018.v106-o153¿¿¿¿¿PDG_OBJECT
1072¿PDG_CALL¿¿1020¿1020.CALL->require-o154¿¿¿¿¿PDG_CALL
1073¿PDG_OBJECT¿¿0¿1020.Module-o155¿¿¿¿¿PDG_OBJECT
1074¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1075¿PDG_OBJECT¿¿0¿1020.Module.prototype-o156¿¿¿¿¿PDG_OBJECT
1076¿PDG_OBJECT¿¿0¿1020.v54.require-o157¿¿¿¿¿PDG_OBJECT
1077¿PDG_OBJECT¿¿0¿1022.this-o158¿¿¿¿¿PDG_OBJECT
1078¿PDG_OBJECT¿¿0¿1022.name-o159¿¿¿¿¿PDG_OBJECT
1079¿PDG_OBJECT¿¿0¿1020.v79-o160¿¿¿¿¿PDG_OBJECT
1080¿PDG_OBJECT¿¿0¿1020.v55-o161¿¿¿¿¿PDG_OBJECT
1081¿PDG_OBJECT¿¿0¿1020.v55.require-o162¿¿¿¿¿PDG_OBJECT
1082¿PDG_CALL¿¿1020¿1020.CALL->Object.freeze-o163¿¿¿¿¿PDG_CALL
1083¿PDG_OBJECT¿¿0¿1020.v81-o164¿¿¿¿¿PDG_OBJECT
1084¿PDG_OBJECT¿¿0¿1022.v56-o165¿¿¿¿¿PDG_OBJECT
1085¿PDG_CALL¿¿1022¿1022.CALL->require-o166¿¿¿¿¿PDG_CALL
1086¿PDG_OBJECT¿¿0¿1022.v57-o167¿¿¿¿¿PDG_OBJECT
1087¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1088¿PDG_OBJECT¿¿0¿1022.v57.EventEmitter-o168¿¿¿¿¿PDG_OBJECT
1089¿PDG_OBJECT¿¿0¿1024.this-o169¿¿¿¿¿PDG_OBJECT
1090¿PDG_OBJECT¿¿0¿1024.cmd-o170¿¿¿¿¿PDG_OBJECT
1091¿PDG_OBJECT¿¿0¿1024.opts-o171¿¿¿¿¿PDG_OBJECT
1092¿PDG_OBJECT¿¿0¿1024.cb-o172¿¿¿¿¿PDG_OBJECT
1093¿PDG_OBJECT¿¿0¿1022.v64-o173¿¿¿¿¿PDG_OBJECT
1094¿PDG_OBJECT¿¿0¿1030.this-o174¿¿¿¿¿PDG_OBJECT
1095¿PDG_OBJECT¿¿0¿1030.file-o175¿¿¿¿¿PDG_OBJECT
1096¿PDG_OBJECT¿¿0¿1030.args-o176¿¿¿¿¿PDG_OBJECT
1097¿PDG_OBJECT¿¿0¿1030.opts-o177¿¿¿¿¿PDG_OBJECT
1098¿PDG_OBJECT¿¿0¿1030.cb-o178¿¿¿¿¿PDG_OBJECT
1099¿PDG_OBJECT¿¿0¿1022.v71-o179¿¿¿¿¿PDG_OBJECT
1100¿PDG_OBJECT¿¿0¿1036.this-o180¿¿¿¿¿PDG_OBJECT
1101¿PDG_OBJECT¿¿0¿1036.file-o181¿¿¿¿¿PDG_OBJECT
1102¿PDG_OBJECT¿¿0¿1036.args-o182¿¿¿¿¿PDG_OBJECT
1103¿PDG_OBJECT¿¿0¿1036.opts-o183¿¿¿¿¿PDG_OBJECT
1104¿PDG_OBJECT¿¿0¿1022.v76-o184¿¿¿¿¿PDG_OBJECT
1105¿PDG_OBJECT¿¿0¿1022.v77-o185¿¿¿¿¿PDG_OBJECT
1106¿PDG_OBJECT¿¿0¿1022.v77-o186¿¿¿¿¿PDG_OBJECT
1107¿PDG_OBJECT¿¿0¿1022.v77.exec-o187¿¿¿¿¿PDG_OBJECT
1108¿PDG_OBJECT¿¿0¿1022.v77-o188¿¿¿¿¿PDG_OBJECT
1109¿PDG_OBJECT¿¿0¿1022.v77.execFile-o189¿¿¿¿¿PDG_OBJECT
1110¿PDG_OBJECT¿¿0¿1022.v77-o190¿¿¿¿¿PDG_OBJECT
1111¿PDG_OBJECT¿¿0¿1022.v77.spawn-o191¿¿¿¿¿PDG_OBJECT
1112¿PDG_RETURN¿¿0¿1022.RET_OBJ-o192¿¿¿¿¿PDG_RETURN
1113¿PDG_CALL¿¿1022¿1022.CALL->origRequire.apply-o193¿¿¿¿¿PDG_CALL
1114¿PDG_OBJECT¿¿0¿1022.v78-o194¿¿¿¿¿PDG_OBJECT
1115¿PDG_RETURN¿¿0¿1022.RET_OBJ-o195¿¿¿¿¿PDG_RETURN
1116¿PDG_OBJECT¿¿0¿1024.v59-o196¿¿¿¿¿PDG_OBJECT
1117¿PDG_OBJECT¿¿0¿1024.opts-o197¿¿¿¿¿PDG_OBJECT
1118¿PDG_CALL¿¿1024¿1024.CALL->console.log-o198¿¿¿¿¿PDG_CALL
1119¿PDG_OBJECT¿¿0¿1024.v60-o199¿¿¿¿¿PDG_OBJECT
1120¿PDG_OBJECT¿¿0¿1027.this-o200¿¿¿¿¿PDG_OBJECT
1121¿PDG_OBJECT¿¿0¿1024.v62-o201¿¿¿¿¿PDG_OBJECT
1122¿PDG_CALL¿¿1024¿1024.CALL->process.nextTick-o202¿¿¿¿¿PDG_CALL
1123¿PDG_OBJECT¿¿0¿1024.v63-o203¿¿¿¿¿PDG_OBJECT
1124¿PDG_CALL¿¿1027¿1027.CALL->cb-o204¿¿¿¿¿PDG_CALL
1125¿PDG_OBJECT¿¿0¿1027.v61-o205¿¿¿¿¿PDG_OBJECT
1126¿PDG_RETURN¿¿0¿1027.RET_OBJ-o206¿¿¿¿¿PDG_RETURN
1127¿PDG_OBJECT¿¿0¿1030.v66-o207¿¿¿¿¿PDG_OBJECT
1128¿PDG_OBJECT¿¿0¿1030.opts-o208¿¿¿¿¿PDG_OBJECT
1129¿PDG_CALL¿¿1030¿1030.CALL->console.log-o209¿¿¿¿¿PDG_CALL
1130¿PDG_OBJECT¿¿0¿1030.v67-o210¿¿¿¿¿PDG_OBJECT
1131¿PDG_OBJECT¿¿0¿1033.this-o211¿¿¿¿¿PDG_OBJECT
1132¿PDG_OBJECT¿¿0¿1030.v69-o212¿¿¿¿¿PDG_OBJECT
1133¿PDG_CALL¿¿1030¿1030.CALL->process.nextTick-o213¿¿¿¿¿PDG_CALL
1134¿PDG_OBJECT¿¿0¿1030.v70-o214¿¿¿¿¿PDG_OBJECT
1135¿PDG_CALL¿¿1033¿1033.CALL->cb-o215¿¿¿¿¿PDG_CALL
1136¿PDG_OBJECT¿¿0¿1033.v68-o216¿¿¿¿¿PDG_OBJECT
1137¿PDG_RETURN¿¿0¿1033.RET_OBJ-o217¿¿¿¿¿PDG_RETURN
1138¿PDG_CALL¿¿1036¿1036.CALL->console.log-o218¿¿¿¿¿PDG_CALL
1139¿PDG_OBJECT¿¿0¿1036.v72-o219¿¿¿¿¿PDG_OBJECT
1140¿PDG_CALL¿¿1036¿1036.CALL->EventEmitter-o220¿¿¿¿¿PDG_CALL
1141¿PDG_OBJECT¿¿0¿1036.ee-o221¿¿¿¿¿PDG_OBJECT
1142¿PDG_OBJECT¿¿0¿1038.this-o222¿¿¿¿¿PDG_OBJECT
1143¿PDG_OBJECT¿¿0¿1036.v74-o223¿¿¿¿¿PDG_OBJECT
1144¿PDG_CALL¿¿1036¿1036.CALL->process.nextTick-o224¿¿¿¿¿PDG_CALL
1145¿PDG_OBJECT¿¿0¿1036.v75-o225¿¿¿¿¿PDG_OBJECT
1146¿PDG_RETURN¿¿0¿1036.RET_OBJ-o226¿¿¿¿¿PDG_RETURN
1147¿PDG_CALL¿¿1038¿1038.CALL->ee.emit-o227¿¿¿¿¿PDG_CALL
1148¿PDG_OBJECT¿¿0¿1038.v73-o228¿¿¿¿¿PDG_OBJECT
1149¿PDG_RETURN¿¿0¿1038.RET_OBJ-o229¿¿¿¿¿PDG_RETURN
1150¿PDG_OBJECT¿¿0¿1041.req.url-o230¿¿¿¿¿PDG_OBJECT
1151¿PDG_CALL¿¿1041¿1041.CALL->url.parse-o231¿¿¿¿¿PDG_CALL
1152¿PDG_OBJECT¿¿0¿1041.parsed-o232¿¿¿¿¿PDG_OBJECT
1153¿PDG_OBJECT¿¿0¿1041.parsed.pathname-o233¿¿¿¿¿PDG_OBJECT
1154¿PDG_OBJECT¿¿0¿1041.v86-o234¿¿¿¿¿PDG_OBJECT
1155¿PDG_OBJECT¿¿0¿1041.res-o235¿¿¿¿¿PDG_OBJECT
1156¿PDG_OBJECT¿¿0¿1041.res.statusCode-o236¿¿¿¿¿PDG_OBJECT
1157¿PDG_CALL¿¿1041¿1041.CALL->res.end-o237¿¿¿¿¿PDG_CALL
1158¿PDG_OBJECT¿¿0¿1041.v87-o238¿¿¿¿¿PDG_OBJECT
1159¿PDG_RETURN¿¿0¿1041.RET_OBJ-o239¿¿¿¿¿PDG_RETURN
1160¿PDG_OBJECT¿¿0¿1041.parsed.query-o240¿¿¿¿¿PDG_OBJECT
1161¿PDG_OBJECT¿¿0¿1041.v88.url-o241¿¿¿¿¿PDG_OBJECT
1162¿PDG_OBJECT¿¿0¿1041.v90-o242¿¿¿¿¿PDG_OBJECT
1163¿PDG_CALL¿¿1041¿1041.CALL->String-o243¿¿¿¿¿PDG_CALL
1164¿PDG_OBJECT¿¿0¿1041.target-o244¿¿¿¿¿PDG_OBJECT
1165¿PDG_OBJECT¿¿0¿1041.v91.out-o245¿¿¿¿¿PDG_OBJECT
1166¿PDG_OBJECT¿¿0¿1041.v93-o246¿¿¿¿¿PDG_OBJECT
1167¿PDG_CALL¿¿1041¿1041.CALL->String-o247¿¿¿¿¿PDG_CALL
1168¿PDG_OBJECT¿¿0¿1041.out-o248¿¿¿¿¿PDG_OBJECT
1169¿PDG_OBJECT¿¿0¿1041.v94-o249¿¿¿¿¿PDG_OBJECT
1170¿PDG_OBJECT¿¿0¿1041.v95-o250¿¿¿¿¿PDG_OBJECT
1171¿PDG_OBJECT¿¿0¿1041.cmd-o251¿¿¿¿¿PDG_OBJECT
1172¿PDG_OBJECT¿¿0¿1044.this-o252¿¿¿¿¿PDG_OBJECT
1173¿PDG_OBJECT¿¿0¿1044.err-o253¿¿¿¿¿PDG_OBJECT
1174¿PDG_OBJECT¿¿0¿1041.v101-o254¿¿¿¿¿PDG_OBJECT
1175¿PDG_CALL¿¿1041¿1041.CALL->cp.exec-o255¿¿¿¿¿PDG_CALL
1176¿PDG_OBJECT¿¿0¿1041.v102-o256¿¿¿¿¿PDG_OBJECT
1177¿TAINT_SINK¿¿0¿exec¿¿¿¿¿TAINT_SINK
1178¿PDG_CALL¿¿1044¿1044.CALL->res.setHeader-o257¿¿¿¿¿PDG_CALL
1179¿PDG_OBJECT¿¿0¿1044.v96-o258¿¿¿¿¿PDG_OBJECT
1180¿PDG_OBJECT¿¿0¿1044.v98-o259¿¿¿¿¿PDG_OBJECT
1181¿PDG_CALL¿¿1044¿1044.CALL->JSON.stringify-o260¿¿¿¿¿PDG_CALL
1182¿PDG_OBJECT¿¿0¿1044.v99-o261¿¿¿¿¿PDG_OBJECT
1183¿PDG_CALL¿¿1044¿1044.CALL->res.end-o262¿¿¿¿¿PDG_CALL
1184¿PDG_OBJECT¿¿0¿1044.v100-o263¿¿¿¿¿PDG_OBJECT
1185¿PDG_CALL¿¿1046¿1046.CALL->console.log-o264¿¿¿¿¿PDG_CALL
1186¿PDG_OBJECT¿¿0¿1046.v104-o265¿¿¿¿¿PDG_OBJECT
1187¿PDG_RETURN¿¿0¿1046.RET_OBJ-o266¿¿¿¿¿PDG_RETURN
