Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
774¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":89,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Program
1150¿BlockStatement¿¿1349¿¿¿¿{"start":{"line":58,"column":84},"end":{"line":61,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿BlockStatement
1151¿VariableDeclarator¿¿1349¿v138¿¿¿{"start":{"line":62,"column":13},"end":{"line":62,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1152¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":62,"column":13},"end":{"line":62,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1153¿Identifier¿¿1349¿options¿¿¿{"start":{"line":62,"column":13},"end":{"line":62,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1154¿Identifier¿¿1349¿skipHostsFile¿¿¿{"start":{"line":62,"column":21},"end":{"line":62,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1155¿VariableDeclarator¿¿1349¿v139¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1156¿UnaryExpression¿!¿1349¿¿¿¿{"start":{"line":62,"column":12},"end":{"line":62,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿UnaryExpression
1157¿Identifier¿¿1349¿v138¿¿¿¿¿Identifier
1158¿IfStatement¿¿1349¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":64,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿IfStatement
1159¿Identifier¿¿1349¿v139¿¿¿¿¿Identifier
1160¿VariableDeclarator¿¿1349¿v140¿¿¿{"start":{"line":63,"column":18},"end":{"line":63,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1161¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":63,"column":18},"end":{"line":63,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1162¿Identifier¿¿1349¿platforms_1¿¿¿{"start":{"line":63,"column":18},"end":{"line":63,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1163¿Identifier¿¿1349¿default¿¿¿{"start":{"line":63,"column":30},"end":{"line":63,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1164¿VariableDeclarator¿¿1349¿v141¿¿¿{"start":{"line":63,"column":18},"end":{"line":63,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1165¿CallExpression¿¿1349¿¿¿¿{"start":{"line":63,"column":18},"end":{"line":63,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
1166¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":63,"column":18},"end":{"line":63,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1167¿Identifier¿¿1349¿v140¿¿¿¿¿Identifier
1168¿Identifier¿¿1349¿addDomainToHostFileIfMissing¿¿¿{"start":{"line":63,"column":38},"end":{"line":63,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1169¿Identifier¿¿1349¿domain¿¿¿{"start":{"line":63,"column":67},"end":{"line":63,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1170¿ExpressionStatement¿¿1349¿¿¿¿{"start":{"line":63,"column":12},"end":{"line":63,"column":75},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿ExpressionStatement
1171¿YieldExpression¿¿1349¿¿¿¿{"start":{"line":63,"column":12},"end":{"line":63,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿YieldExpression
1172¿Identifier¿¿1349¿v141¿¿¿¿¿Identifier
1173¿BlockStatement¿¿1349¿¿¿¿{"start":{"line":62,"column":36},"end":{"line":64,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿BlockStatement
1174¿VariableDeclarator¿¿1349¿v142¿¿¿{"start":{"line":65,"column":14},"end":{"line":65,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1175¿TemplateLiteral¿¿1349¿¿¿¿{"start":{"line":65,"column":14},"end":{"line":65,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿TemplateLiteral
1176¿VariableDeclarator¿¿1349¿v143¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1177¿CallExpression¿¿1349¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
1178¿Identifier¿¿1349¿debug¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1179¿Identifier¿¿1349¿v142¿¿¿¿¿Identifier
1180¿ExpressionStatement¿¿1349¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿ExpressionStatement
1181¿Identifier¿¿1349¿v143¿¿¿¿¿Identifier
1182¿VariableDeclarator¿¿1349¿v144¿¿¿{"start":{"line":67,"column":17},"end":{"line":67,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1183¿CallExpression¿¿1349¿¿¿¿{"start":{"line":67,"column":17},"end":{"line":67,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
1184¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":67,"column":17},"end":{"line":67,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1185¿Identifier¿¿1349¿fs_1¿¿¿{"start":{"line":67,"column":17},"end":{"line":67,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1186¿Identifier¿¿1349¿readFileSync¿¿¿{"start":{"line":67,"column":22},"end":{"line":67,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1187¿Identifier¿¿1349¿domainKeyPath¿¿¿{"start":{"line":67,"column":35},"end":{"line":67,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1188¿VariableDeclarator¿¿1349¿v145¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1189¿CallExpression¿¿1349¿¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
1190¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1191¿Identifier¿¿1349¿fs_1¿¿¿{"start":{"line":68,"column":18},"end":{"line":68,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1192¿Identifier¿¿1349¿readFileSync¿¿¿{"start":{"line":68,"column":23},"end":{"line":68,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1193¿Identifier¿¿1349¿domainCertPath¿¿¿{"start":{"line":68,"column":36},"end":{"line":68,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1194¿VariableDeclarator¿¿1349¿ret¿¿¿{"start":{"line":66,"column":14},"end":{"line":69,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1195¿ObjectExpression¿¿1349¿¿¿¿¿¿ObjectExpression
1196¿ExpressionStatement¿¿1349¿¿¿¿{"start":{"line":66,"column":14},"end":{"line":69,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿ExpressionStatement
1197¿AssignmentExpression¿=¿1349¿¿¿¿{"start":{"line":66,"column":14},"end":{"line":69,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿AssignmentExpression
1198¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":66,"column":14},"end":{"line":69,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1199¿Identifier¿¿1349¿ret¿¿¿{"start":{"line":66,"column":14},"end":{"line":66,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1200¿Identifier¿¿1349¿key¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1201¿Identifier¿¿1349¿v144¿¿¿¿¿Identifier
1202¿ExpressionStatement¿¿1349¿¿¿¿{"start":{"line":66,"column":14},"end":{"line":69,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿ExpressionStatement
1203¿AssignmentExpression¿=¿1349¿¿¿¿{"start":{"line":66,"column":14},"end":{"line":69,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿AssignmentExpression
1204¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":66,"column":14},"end":{"line":69,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1205¿Identifier¿¿1349¿ret¿¿¿{"start":{"line":66,"column":14},"end":{"line":66,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1206¿Identifier¿¿1349¿cert¿¿¿{"start":{"line":68,"column":12},"end":{"line":68,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1207¿Identifier¿¿1349¿v145¿¿¿¿¿Identifier
1208¿VariableDeclarator¿¿1349¿v146¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1209¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1210¿Identifier¿¿1349¿options¿¿¿{"start":{"line":70,"column":12},"end":{"line":70,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1211¿Identifier¿¿1349¿getCaBuffer¿¿¿{"start":{"line":70,"column":20},"end":{"line":70,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1212¿IfStatement¿¿1349¿¿¿¿{"start":{"line":70,"column":8},"end":{"line":71,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿IfStatement
1213¿Identifier¿¿1349¿v146¿¿¿¿¿Identifier
1214¿VariableDeclarator¿¿1349¿v147¿¿¿{"start":{"line":71,"column":39},"end":{"line":71,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1215¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":71,"column":39},"end":{"line":71,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1216¿Identifier¿¿1349¿constants_1¿¿¿{"start":{"line":71,"column":39},"end":{"line":71,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1217¿Identifier¿¿1349¿rootCACertPath¿¿¿{"start":{"line":71,"column":51},"end":{"line":71,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1218¿VariableDeclarator¿¿1349¿v148¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1219¿CallExpression¿¿1349¿¿¿¿{"start":{"line":71,"column":21},"end":{"line":71,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
1220¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":71,"column":21},"end":{"line":71,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1221¿Identifier¿¿1349¿fs_1¿¿¿{"start":{"line":71,"column":21},"end":{"line":71,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1222¿Identifier¿¿1349¿readFileSync¿¿¿{"start":{"line":71,"column":26},"end":{"line":71,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1223¿Identifier¿¿1349¿v147¿¿¿¿¿Identifier
1224¿ExpressionStatement¿¿1349¿¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿ExpressionStatement
1225¿AssignmentExpression¿=¿1349¿¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿AssignmentExpression
1226¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1227¿Identifier¿¿1349¿ret¿¿¿{"start":{"line":71,"column":12},"end":{"line":71,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1228¿Identifier¿¿1349¿ca¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1229¿Identifier¿¿1349¿v148¿¿¿¿¿Identifier
1230¿BlockStatement¿¿1349¿¿¿¿¿¿BlockStatement
1231¿VariableDeclarator¿¿1349¿v149¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1232¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1233¿Identifier¿¿1349¿options¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1234¿Identifier¿¿1349¿getCaPath¿¿¿{"start":{"line":72,"column":20},"end":{"line":72,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1235¿IfStatement¿¿1349¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":73,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿IfStatement
1236¿Identifier¿¿1349¿v149¿¿¿¿¿Identifier
1237¿VariableDeclarator¿¿1349¿v150¿¿¿{"start":{"line":73,"column":12},"end":{"line":73,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1238¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":73,"column":25},"end":{"line":73,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1239¿Identifier¿¿1349¿constants_1¿¿¿{"start":{"line":73,"column":25},"end":{"line":73,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1240¿Identifier¿¿1349¿rootCACertPath¿¿¿{"start":{"line":73,"column":37},"end":{"line":73,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1241¿ExpressionStatement¿¿1349¿¿¿¿{"start":{"line":73,"column":12},"end":{"line":73,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿ExpressionStatement
1242¿AssignmentExpression¿=¿1349¿¿¿¿{"start":{"line":73,"column":12},"end":{"line":73,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿AssignmentExpression
1243¿MemberExpression¿¿1349¿¿¿¿{"start":{"line":73,"column":12},"end":{"line":73,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1244¿Identifier¿¿1349¿ret¿¿¿{"start":{"line":73,"column":12},"end":{"line":73,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1245¿Identifier¿¿1349¿caPath¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1246¿Identifier¿¿1349¿v150¿¿¿¿¿Identifier
1247¿BlockStatement¿¿1349¿¿¿¿¿¿BlockStatement
1248¿ReturnStatement¿¿1349¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿ReturnStatement
1249¿Identifier¿¿1349¿ret¿¿¿{"start":{"line":74,"column":15},"end":{"line":74,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1250¿BlockStatement¿¿1349¿¿¿¿{"start":{"line":34,"column":64},"end":{"line":75,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿BlockStatement
1251¿VariableDeclarator¿¿1347¿v152¿¿¿{"start":{"line":34,"column":11},"end":{"line":75,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1252¿CallExpression¿¿1347¿¿¿¿{"start":{"line":34,"column":11},"end":{"line":75,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
1253¿MemberExpression¿¿1347¿¿¿¿{"start":{"line":34,"column":11},"end":{"line":34,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1254¿Identifier¿¿1347¿tslib_1¿¿¿{"start":{"line":34,"column":11},"end":{"line":34,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1255¿Identifier¿¿1347¿__awaiter¿¿¿{"start":{"line":34,"column":19},"end":{"line":34,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1256¿ThisExpression¿¿1347¿¿¿¿{"start":{"line":34,"column":29},"end":{"line":34,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿ThisExpression
1257¿Identifier¿¿1347¿v90¿¿¿¿¿Identifier
1258¿Identifier¿¿1347¿v91¿¿¿¿¿Identifier
1259¿Identifier¿¿1347¿v151¿¿¿¿¿Identifier
1260¿ReturnStatement¿¿1347¿¿¿¿{"start":{"line":34,"column":4},"end":{"line":75,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿ReturnStatement
1261¿Identifier¿¿1347¿v152¿¿¿¿¿Identifier
1262¿BlockStatement¿¿1347¿¿¿¿{"start":{"line":33,"column":46},"end":{"line":76,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿BlockStatement
1263¿ExpressionStatement¿¿1345¿¿¿¿{"start":{"line":77,"column":0},"end":{"line":77,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿ExpressionStatement
1264¿AssignmentExpression¿=¿1345¿¿¿¿{"start":{"line":77,"column":0},"end":{"line":77,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿AssignmentExpression
1265¿MemberExpression¿¿1345¿¿¿¿{"start":{"line":77,"column":0},"end":{"line":77,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿MemberExpression
1266¿Identifier¿¿1345¿exports¿¿¿{"start":{"line":77,"column":0},"end":{"line":77,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1267¿Identifier¿¿1345¿certificateFor¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1268¿Identifier¿¿1345¿certificateFor¿¿¿{"start":{"line":77,"column":25},"end":{"line":77,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1269¿VariableDeclarator¿exported¿1345¿hasCertificateFor¿¿¿{"start":{"line":78,"column":0},"end":{"line":80,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1270¿FunctionExpression¿¿1345¿anon¿¿¿{"start":{"line":78,"column":0},"end":{"line":80,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿FunctionExpression
1271¿Identifier¿¿0¿domain¿¿¿{"start":{"line":78,"column":27},"end":{"line":78,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿Identifier
1272¿VariableDeclarator¿¿1361¿v153¿¿¿{"start":{"line":79,"column":61},"end":{"line":79,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1273¿TemplateLiteral¿¿1361¿¿¿¿{"start":{"line":79,"column":61},"end":{"line":79,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿TemplateLiteral
1274¿VariableDeclarator¿¿1361¿v154¿¿¿{"start":{"line":79,"column":27},"end":{"line":79,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿VariableDeclarator
1275¿CallExpression¿¿1361¿¿¿¿{"start":{"line":79,"column":27},"end":{"line":79,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/devcert_index/index.js"}¿¿CallExpression
