Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1048¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":144,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Program
1408¿VariableDeclarator¿¿1832¿v137¿¿¿{"start":{"line":70,"column":19},"end":{"line":70,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1409¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":70,"column":19},"end":{"line":70,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1410¿Identifier¿¿1832¿req¿¿¿{"start":{"line":70,"column":19},"end":{"line":70,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1411¿Identifier¿¿1832¿method¿¿¿{"start":{"line":70,"column":23},"end":{"line":70,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1412¿VariableDeclarator¿¿1832¿v138¿¿¿{"start":{"line":70,"column":2},"end":{"line":70,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1413¿CallExpression¿¿1832¿¿¿¿{"start":{"line":70,"column":19},"end":{"line":70,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿CallExpression
1414¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":70,"column":19},"end":{"line":70,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1415¿Identifier¿¿1832¿v137¿¿¿¿¿Identifier
1416¿Identifier¿¿1832¿toLowerCase¿¿¿{"start":{"line":70,"column":30},"end":{"line":70,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1417¿ExpressionStatement¿¿1832¿¿¿¿{"start":{"line":70,"column":2},"end":{"line":70,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ExpressionStatement
1418¿AssignmentExpression¿=¿1832¿¿¿¿{"start":{"line":70,"column":2},"end":{"line":70,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿AssignmentExpression
1419¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":70,"column":2},"end":{"line":70,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1420¿Identifier¿¿1832¿request¿¿¿{"start":{"line":70,"column":2},"end":{"line":70,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1421¿Identifier¿¿1832¿method¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1422¿Identifier¿¿1832¿v138¿¿¿¿¿Identifier
1423¿ExpressionStatement¿¿1832¿¿¿¿{"start":{"line":71,"column":2},"end":{"line":71,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ExpressionStatement
1424¿AssignmentExpression¿=¿1832¿¿¿¿{"start":{"line":71,"column":2},"end":{"line":71,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿AssignmentExpression
1425¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":71,"column":2},"end":{"line":71,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1426¿Identifier¿¿1832¿request¿¿¿{"start":{"line":71,"column":2},"end":{"line":71,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1427¿Identifier¿¿1832¿response¿¿¿{"start":{"line":71,"column":10},"end":{"line":71,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1428¿Identifier¿¿1832¿res¿¿¿{"start":{"line":71,"column":21},"end":{"line":71,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1429¿VariableDeclarator¿¿1832¿v139¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1430¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1431¿Identifier¿¿1832¿request¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1432¿Identifier¿¿1832¿method¿¿¿{"start":{"line":73,"column":14},"end":{"line":73,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1433¿VariableDeclarator¿¿1832¿v140¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1434¿BinaryExpression¿!==¿1832¿¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿BinaryExpression
1435¿Identifier¿¿1832¿v139¿¿¿¿¿Identifier
1436¿Literal¿string¿1832¿¿'get'¿¿{"start":{"line":73,"column":25},"end":{"line":73,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Literal
1437¿IfStatement¿¿1832¿¿¿¿{"start":{"line":73,"column":2},"end":{"line":75,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿IfStatement
1438¿Identifier¿¿1832¿v140¿¿¿¿¿Identifier
1439¿VariableDeclarator¿¿1832¿v141¿¿¿{"start":{"line":74,"column":11},"end":{"line":74,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1440¿CallExpression¿¿1832¿¿¿¿{"start":{"line":74,"column":11},"end":{"line":74,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿CallExpression
1441¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":74,"column":11},"end":{"line":74,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1442¿Identifier¿¿1832¿self¿¿¿{"start":{"line":74,"column":11},"end":{"line":74,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1443¿Identifier¿¿1832¿emit¿¿¿{"start":{"line":74,"column":16},"end":{"line":74,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1444¿Literal¿string¿1832¿¿'error'¿¿{"start":{"line":74,"column":21},"end":{"line":74,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Literal
1445¿Literal¿number¿1832¿¿405¿¿{"start":{"line":74,"column":30},"end":{"line":74,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Literal
1446¿Identifier¿¿1832¿request¿¿¿{"start":{"line":74,"column":35},"end":{"line":74,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1447¿Identifier¿¿1832¿res¿¿¿{"start":{"line":74,"column":44},"end":{"line":74,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1448¿ReturnStatement¿¿1832¿¿¿¿{"start":{"line":74,"column":4},"end":{"line":74,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ReturnStatement
1449¿Identifier¿¿1832¿v141¿¿¿¿¿Identifier
1450¿BlockStatement¿¿1832¿¿¿¿{"start":{"line":73,"column":32},"end":{"line":75,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿BlockStatement
1451¿VariableDeclarator¿¿1832¿v142¿¿¿{"start":{"line":77,"column":6},"end":{"line":77,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1452¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":77,"column":6},"end":{"line":77,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1453¿Identifier¿¿1832¿self¿¿¿{"start":{"line":77,"column":6},"end":{"line":77,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1454¿Identifier¿¿1832¿nodot¿¿¿{"start":{"line":77,"column":11},"end":{"line":77,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1455¿VariableDeclarator¿¿1832¿v143¿¿¿{"start":{"line":77,"column":45},"end":{"line":77,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1456¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":77,"column":45},"end":{"line":77,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1457¿Identifier¿¿1832¿request¿¿¿{"start":{"line":77,"column":45},"end":{"line":77,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1458¿Identifier¿¿1832¿fullPath¿¿¿{"start":{"line":77,"column":53},"end":{"line":77,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1459¿VariableDeclarator¿¿1832¿v144¿¿¿{"start":{"line":77,"column":31},"end":{"line":77,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1460¿CallExpression¿¿1832¿¿¿¿{"start":{"line":77,"column":31},"end":{"line":77,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿CallExpression
1461¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":77,"column":31},"end":{"line":77,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1462¿Identifier¿¿1832¿path¿¿¿{"start":{"line":77,"column":31},"end":{"line":77,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1463¿Identifier¿¿1832¿basename¿¿¿{"start":{"line":77,"column":36},"end":{"line":77,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1464¿Identifier¿¿1832¿v143¿¿¿¿¿Identifier
1465¿VariableDeclarator¿¿1832¿v145¿¿¿{"start":{"line":77,"column":20},"end":{"line":77,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1466¿CallExpression¿¿1832¿¿¿¿{"start":{"line":77,"column":20},"end":{"line":77,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿CallExpression
1467¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":77,"column":20},"end":{"line":77,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1468¿Literal¿object¿1832¿¿/^\./¿¿{"start":{"line":77,"column":20},"end":{"line":77,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Literal
1469¿Identifier¿¿1832¿test¿¿¿{"start":{"line":77,"column":26},"end":{"line":77,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1470¿Identifier¿¿1832¿v144¿¿¿¿¿Identifier
1471¿VariableDeclarator¿¿1832¿v146¿¿¿{"start":{"line":77,"column":6},"end":{"line":77,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1472¿LogicalExpression¿&&¿1832¿¿¿¿{"start":{"line":77,"column":6},"end":{"line":77,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿LogicalExpression
1473¿Identifier¿¿1832¿v142¿¿¿¿¿Identifier
1474¿Identifier¿¿1832¿v145¿¿¿¿¿Identifier
1475¿IfStatement¿¿1832¿¿¿¿{"start":{"line":77,"column":2},"end":{"line":79,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿IfStatement
1476¿Identifier¿¿1832¿v146¿¿¿¿¿Identifier
1477¿VariableDeclarator¿¿1832¿v147¿¿¿{"start":{"line":78,"column":11},"end":{"line":78,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1478¿CallExpression¿¿1832¿¿¿¿{"start":{"line":78,"column":11},"end":{"line":78,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿CallExpression
1479¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":78,"column":11},"end":{"line":78,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1480¿Identifier¿¿1832¿self¿¿¿{"start":{"line":78,"column":11},"end":{"line":78,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1481¿Identifier¿¿1832¿emit¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1482¿Literal¿string¿1832¿¿'error'¿¿{"start":{"line":78,"column":21},"end":{"line":78,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Literal
1483¿Literal¿number¿1832¿¿404¿¿{"start":{"line":78,"column":30},"end":{"line":78,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Literal
1484¿Identifier¿¿1832¿request¿¿¿{"start":{"line":78,"column":35},"end":{"line":78,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1485¿Identifier¿¿1832¿res¿¿¿{"start":{"line":78,"column":44},"end":{"line":78,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1486¿ReturnStatement¿¿1832¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ReturnStatement
1487¿Identifier¿¿1832¿v147¿¿¿¿¿Identifier
1488¿BlockStatement¿¿1832¿¿¿¿{"start":{"line":77,"column":65},"end":{"line":79,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿BlockStatement
1489¿VariableDeclarator¿¿1832¿v148¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1490¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1491¿Identifier¿¿1832¿request¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1492¿Identifier¿¿1832¿fullPath¿¿¿{"start":{"line":81,"column":18},"end":{"line":81,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1493¿VariableDeclarator¿¿1832¿v149¿¿¿{"start":{"line":81,"column":2},"end":{"line":81,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1494¿CallExpression¿¿1832¿¿¿¿{"start":{"line":81,"column":2},"end":{"line":81,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿CallExpression
1495¿MemberExpression¿¿1832¿¿¿¿{"start":{"line":81,"column":2},"end":{"line":81,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1496¿Identifier¿¿1832¿fs¿¿¿{"start":{"line":81,"column":2},"end":{"line":81,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1497¿Identifier¿¿1832¿stat¿¿¿{"start":{"line":81,"column":5},"end":{"line":81,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1498¿Identifier¿¿1832¿v148¿¿¿¿¿Identifier
1499¿Identifier¿¿1832¿statFile¿¿¿{"start":{"line":81,"column":28},"end":{"line":81,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1500¿ExpressionStatement¿¿1832¿¿¿¿{"start":{"line":81,"column":2},"end":{"line":81,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ExpressionStatement
1501¿Identifier¿¿1832¿v149¿¿¿¿¿Identifier
1502¿VariableDeclarator¿¿1832¿statFile¿¿¿{"start":{"line":83,"column":2},"end":{"line":132,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1503¿FunctionExpression¿¿1832¿anon¿¿¿{"start":{"line":83,"column":2},"end":{"line":132,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿FunctionExpression
1504¿Identifier¿¿0¿err¿¿¿{"start":{"line":83,"column":21},"end":{"line":83,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1505¿Identifier¿¿0¿stat¿¿¿{"start":{"line":83,"column":26},"end":{"line":83,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1506¿IfStatement¿¿1836¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":86,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿IfStatement
1507¿Identifier¿¿1836¿err¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1508¿VariableDeclarator¿¿1836¿v150¿¿¿{"start":{"line":85,"column":13},"end":{"line":85,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1509¿CallExpression¿¿1836¿¿¿¿{"start":{"line":85,"column":13},"end":{"line":85,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿CallExpression
1510¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":85,"column":13},"end":{"line":85,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1511¿Identifier¿¿1836¿self¿¿¿{"start":{"line":85,"column":13},"end":{"line":85,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1512¿Identifier¿¿1836¿emit¿¿¿{"start":{"line":85,"column":18},"end":{"line":85,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1513¿Literal¿string¿1836¿¿'error'¿¿{"start":{"line":85,"column":23},"end":{"line":85,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Literal
1514¿Literal¿number¿1836¿¿404¿¿{"start":{"line":85,"column":32},"end":{"line":85,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Literal
1515¿Identifier¿¿1836¿request¿¿¿{"start":{"line":85,"column":37},"end":{"line":85,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1516¿Identifier¿¿1836¿res¿¿¿{"start":{"line":85,"column":46},"end":{"line":85,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1517¿ReturnStatement¿¿1836¿¿¿¿{"start":{"line":85,"column":6},"end":{"line":85,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿ReturnStatement
1518¿Identifier¿¿1836¿v150¿¿¿¿¿Identifier
1519¿BlockStatement¿¿1836¿¿¿¿{"start":{"line":84,"column":13},"end":{"line":86,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿BlockStatement
1520¿VariableDeclarator¿¿1836¿v151¿¿¿{"start":{"line":88,"column":9},"end":{"line":88,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1521¿CallExpression¿¿1836¿¿¿¿{"start":{"line":88,"column":9},"end":{"line":88,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿CallExpression
1522¿MemberExpression¿¿1836¿¿¿¿{"start":{"line":88,"column":9},"end":{"line":88,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿MemberExpression
1523¿Identifier¿¿1836¿stat¿¿¿{"start":{"line":88,"column":9},"end":{"line":88,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1524¿Identifier¿¿1836¿isDirectory¿¿¿{"start":{"line":88,"column":14},"end":{"line":88,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿Identifier
1525¿VariableDeclarator¿¿1836¿v152¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿VariableDeclarator
1526¿UnaryExpression¿!¿1836¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿UnaryExpression
1527¿Identifier¿¿1836¿v151¿¿¿¿¿Identifier
1528¿IfStatement¿¿1836¿¿¿¿{"start":{"line":88,"column":4},"end":{"line":92,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/glance_3.0.0/index.js"}¿¿IfStatement
1529¿Identifier¿¿1836¿v152¿¿¿¿¿Identifier
