Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
818¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":77,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Program
1177¿Identifier¿¿1431¿send¿¿¿{"start":{"line":46,"column":27},"end":{"line":46,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1178¿Literal¿string¿1431¿¿'Invalid path'¿¿{"start":{"line":46,"column":32},"end":{"line":46,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
1179¿ReturnStatement¿¿1431¿¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ReturnStatement
1180¿Identifier¿¿1431¿v128¿¿¿¿¿Identifier
1181¿BlockStatement¿¿1431¿¿¿¿{"start":{"line":45,"column":30},"end":{"line":47,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿BlockStatement
1182¿VariableDeclarator¿¿1431¿v133¿¿¿{"start":{"line":48,"column":28},"end":{"line":51,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1183¿ArrowFunctionExpression¿¿1431¿¿¿¿{"start":{"line":48,"column":28},"end":{"line":51,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ArrowFunctionExpression
1184¿Identifier¿¿0¿err¿¿¿{"start":{"line":48,"column":29},"end":{"line":48,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1185¿Identifier¿¿0¿data¿¿¿{"start":{"line":48,"column":34},"end":{"line":48,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1186¿IfStatement¿¿1434¿¿¿¿{"start":{"line":49,"column":4},"end":{"line":49,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿IfStatement
1187¿Identifier¿¿1434¿err¿¿¿{"start":{"line":49,"column":8},"end":{"line":49,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1188¿VariableDeclarator¿¿1434¿v129¿¿¿{"start":{"line":49,"column":20},"end":{"line":49,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1189¿CallExpression¿¿1434¿¿¿¿{"start":{"line":49,"column":20},"end":{"line":49,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1190¿MemberExpression¿¿1434¿¿¿¿{"start":{"line":49,"column":20},"end":{"line":49,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1191¿Identifier¿¿1434¿res¿¿¿{"start":{"line":49,"column":20},"end":{"line":49,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1192¿Identifier¿¿1434¿status¿¿¿{"start":{"line":49,"column":24},"end":{"line":49,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1193¿Literal¿number¿1434¿¿404¿¿{"start":{"line":49,"column":31},"end":{"line":49,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
1194¿VariableDeclarator¿¿1434¿v130¿¿¿{"start":{"line":49,"column":20},"end":{"line":49,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1195¿CallExpression¿¿1434¿¿¿¿{"start":{"line":49,"column":20},"end":{"line":49,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1196¿MemberExpression¿¿1434¿¿¿¿{"start":{"line":49,"column":20},"end":{"line":49,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1197¿Identifier¿¿1434¿v129¿¿¿¿¿Identifier
1198¿Identifier¿¿1434¿send¿¿¿{"start":{"line":49,"column":36},"end":{"line":49,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1199¿Literal¿string¿1434¿¿'Not found'¿¿{"start":{"line":49,"column":41},"end":{"line":49,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
1200¿ReturnStatement¿¿1434¿¿¿¿{"start":{"line":49,"column":13},"end":{"line":49,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ReturnStatement
1201¿Identifier¿¿1434¿v130¿¿¿¿¿Identifier
1202¿BlockStatement¿¿1434¿¿¿¿¿¿BlockStatement
1203¿VariableDeclarator¿¿1434¿v131¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1204¿CallExpression¿¿1434¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1205¿MemberExpression¿¿1434¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1206¿Identifier¿¿1434¿res¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1207¿Identifier¿¿1434¿type¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1208¿Literal¿string¿1434¿¿'text/plain'¿¿{"start":{"line":50,"column":13},"end":{"line":50,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
1209¿VariableDeclarator¿¿1434¿v132¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1210¿CallExpression¿¿1434¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1211¿MemberExpression¿¿1434¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1212¿Identifier¿¿1434¿v131¿¿¿¿¿Identifier
1213¿Identifier¿¿1434¿send¿¿¿{"start":{"line":50,"column":27},"end":{"line":50,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1214¿Identifier¿¿1434¿data¿¿¿{"start":{"line":50,"column":32},"end":{"line":50,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1215¿ExpressionStatement¿¿1434¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ExpressionStatement
1216¿Identifier¿¿1434¿v132¿¿¿¿¿Identifier
1217¿BlockStatement¿¿1434¿¿¿¿{"start":{"line":48,"column":43},"end":{"line":51,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿BlockStatement
1218¿VariableDeclarator¿¿1431¿v134¿¿¿{"start":{"line":48,"column":2},"end":{"line":51,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1219¿CallExpression¿¿1431¿¿¿¿{"start":{"line":48,"column":2},"end":{"line":51,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1220¿MemberExpression¿¿1431¿¿¿¿{"start":{"line":48,"column":2},"end":{"line":48,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1221¿Identifier¿¿1431¿fs¿¿¿{"start":{"line":48,"column":2},"end":{"line":48,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1222¿Identifier¿¿1431¿readFile¿¿¿{"start":{"line":48,"column":5},"end":{"line":48,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1223¿Identifier¿¿1431¿file¿¿¿{"start":{"line":48,"column":14},"end":{"line":48,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1224¿Literal¿string¿1431¿¿'utf8'¿¿{"start":{"line":48,"column":20},"end":{"line":48,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
1225¿Identifier¿¿1431¿v133¿¿¿¿¿Identifier
1226¿ExpressionStatement¿¿1431¿¿¿¿{"start":{"line":48,"column":2},"end":{"line":51,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ExpressionStatement
1227¿Identifier¿¿1431¿v134¿¿¿¿¿Identifier
1228¿BlockStatement¿¿1431¿¿¿¿{"start":{"line":42,"column":34},"end":{"line":52,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿BlockStatement
1229¿VariableDeclarator¿¿1418¿v136¿¿¿{"start":{"line":42,"column":0},"end":{"line":52,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1230¿CallExpression¿¿1418¿¿¿¿{"start":{"line":42,"column":0},"end":{"line":52,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1231¿MemberExpression¿¿1418¿¿¿¿{"start":{"line":42,"column":0},"end":{"line":42,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1232¿Identifier¿¿1418¿app¿¿¿{"start":{"line":42,"column":0},"end":{"line":42,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1233¿Identifier¿¿1418¿get¿¿¿{"start":{"line":42,"column":4},"end":{"line":42,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1234¿Literal¿string¿1418¿¿'/preview'¿¿{"start":{"line":42,"column":8},"end":{"line":42,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
1235¿Identifier¿¿1418¿v135¿¿¿¿¿Identifier
1236¿ExpressionStatement¿¿1418¿¿¿¿{"start":{"line":42,"column":0},"end":{"line":52,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ExpressionStatement
1237¿Identifier¿¿1418¿v136¿¿¿¿¿Identifier
1238¿VariableDeclarator¿¿1418¿v152¿¿¿{"start":{"line":55,"column":21},"end":{"line":64,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1239¿ArrowFunctionExpression¿¿1418¿¿¿¿{"start":{"line":55,"column":21},"end":{"line":64,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ArrowFunctionExpression
1240¿Identifier¿¿0¿req¿¿¿{"start":{"line":55,"column":22},"end":{"line":55,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1241¿Identifier¿¿0¿res¿¿¿{"start":{"line":55,"column":27},"end":{"line":55,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1242¿VariableDeclarator¿¿1437¿v137¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1243¿MemberExpression¿¿1437¿¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1244¿Identifier¿¿1437¿req¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1245¿Identifier¿¿1437¿query¿¿¿{"start":{"line":56,"column":23},"end":{"line":56,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1246¿VariableDeclarator¿¿1437¿v138¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1247¿MemberExpression¿¿1437¿¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1248¿Identifier¿¿1437¿v137¿¿¿¿¿Identifier
1249¿Identifier¿¿1437¿name¿¿¿{"start":{"line":56,"column":29},"end":{"line":56,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1250¿VariableDeclarator¿¿1437¿v139¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1251¿LogicalExpression¿||¿1437¿¿¿¿{"start":{"line":56,"column":19},"end":{"line":56,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿LogicalExpression
1252¿Identifier¿¿1437¿v138¿¿¿¿¿Identifier
1253¿Literal¿string¿1437¿¿''¿¿{"start":{"line":56,"column":37},"end":{"line":56,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
1254¿VariableDeclarator¿¿1437¿n¿¿¿{"start":{"line":56,"column":8},"end":{"line":56,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1255¿CallExpression¿¿1437¿¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1256¿Identifier¿¿1437¿String¿¿¿{"start":{"line":56,"column":12},"end":{"line":56,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1257¿Identifier¿¿1437¿v139¿¿¿¿¿Identifier
1258¿VariableDeclarator¿¿1437¿fp¿¿¿{"start":{"line":57,"column":8},"end":{"line":57,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1259¿CallExpression¿¿1437¿¿¿¿{"start":{"line":57,"column":13},"end":{"line":57,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1260¿MemberExpression¿¿1437¿¿¿¿{"start":{"line":57,"column":13},"end":{"line":57,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1261¿Identifier¿¿1437¿path¿¿¿{"start":{"line":57,"column":13},"end":{"line":57,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1262¿Identifier¿¿1437¿join¿¿¿{"start":{"line":57,"column":18},"end":{"line":57,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1263¿Identifier¿¿1437¿ROOT¿¿¿{"start":{"line":57,"column":23},"end":{"line":57,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1264¿Identifier¿¿1437¿n¿¿¿{"start":{"line":57,"column":29},"end":{"line":57,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1265¿VariableDeclarator¿¿1437¿v140¿¿¿{"start":{"line":58,"column":7},"end":{"line":58,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1266¿CallExpression¿¿1437¿¿¿¿{"start":{"line":58,"column":7},"end":{"line":58,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1267¿MemberExpression¿¿1437¿¿¿¿{"start":{"line":58,"column":7},"end":{"line":58,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1268¿Identifier¿¿1437¿fp¿¿¿{"start":{"line":58,"column":7},"end":{"line":58,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1269¿Identifier¿¿1437¿startsWith¿¿¿{"start":{"line":58,"column":10},"end":{"line":58,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1270¿Identifier¿¿1437¿ROOT¿¿¿{"start":{"line":58,"column":21},"end":{"line":58,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1271¿VariableDeclarator¿¿1437¿v141¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1272¿UnaryExpression¿!¿1437¿¿¿¿{"start":{"line":58,"column":6},"end":{"line":58,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿UnaryExpression
1273¿Identifier¿¿1437¿v140¿¿¿¿¿Identifier
1274¿IfStatement¿¿1437¿¿¿¿{"start":{"line":58,"column":2},"end":{"line":60,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿IfStatement
1275¿Identifier¿¿1437¿v141¿¿¿¿¿Identifier
1276¿VariableDeclarator¿¿1437¿v142¿¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1277¿CallExpression¿¿1437¿¿¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1278¿MemberExpression¿¿1437¿¿¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1279¿Identifier¿¿1437¿res¿¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1280¿Identifier¿¿1437¿status¿¿¿{"start":{"line":59,"column":15},"end":{"line":59,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1281¿Literal¿number¿1437¿¿400¿¿{"start":{"line":59,"column":22},"end":{"line":59,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
1282¿VariableDeclarator¿¿1437¿v143¿¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1283¿CallExpression¿¿1437¿¿¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1284¿MemberExpression¿¿1437¿¿¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1285¿Identifier¿¿1437¿v142¿¿¿¿¿Identifier
1286¿Identifier¿¿1437¿send¿¿¿{"start":{"line":59,"column":27},"end":{"line":59,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
1287¿Literal¿string¿1437¿¿'Bad request'¿¿{"start":{"line":59,"column":32},"end":{"line":59,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Literal
1288¿ReturnStatement¿¿1437¿¿¿¿{"start":{"line":59,"column":4},"end":{"line":59,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿ReturnStatement
1289¿Identifier¿¿1437¿v143¿¿¿¿¿Identifier
1290¿BlockStatement¿¿1437¿¿¿¿{"start":{"line":58,"column":28},"end":{"line":60,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿BlockStatement
1291¿VariableDeclarator¿¿1437¿v144¿¿¿{"start":{"line":61,"column":7},"end":{"line":61,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿VariableDeclarator
1292¿CallExpression¿¿1437¿¿¿¿{"start":{"line":61,"column":7},"end":{"line":61,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿CallExpression
1293¿MemberExpression¿¿1437¿¿¿¿{"start":{"line":61,"column":7},"end":{"line":61,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿MemberExpression
1294¿Identifier¿¿1437¿fs¿¿¿{"start":{"line":61,"column":7},"end":{"line":61,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln_express_file_browser_downloader.js"}¿¿Identifier
