Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
640¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":85,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Program
996¿FunctionExpression¿¿1122¿deleteMultipleImages¿¿¿{"start":{"line":71,"column":37},"end":{"line":82,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿FunctionExpression
997¿Identifier¿¿0¿imagePaths¿¿¿{"start":{"line":71,"column":38},"end":{"line":71,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
998¿VariableDeclarator¿¿1137¿v95¿¿¿{"start":{"line":72,"column":13},"end":{"line":72,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
999¿CallExpression¿¿1137¿¿¿¿{"start":{"line":72,"column":13},"end":{"line":72,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
1000¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":72,"column":13},"end":{"line":72,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
1001¿Identifier¿¿1137¿Array¿¿¿{"start":{"line":72,"column":13},"end":{"line":72,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1002¿Identifier¿¿1137¿isArray¿¿¿{"start":{"line":72,"column":19},"end":{"line":72,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1003¿Identifier¿¿1137¿imagePaths¿¿¿{"start":{"line":72,"column":27},"end":{"line":72,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1004¿VariableDeclarator¿¿1137¿v96¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
1005¿UnaryExpression¿!¿1137¿¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿UnaryExpression
1006¿Identifier¿¿1137¿v95¿¿¿¿¿Identifier
1007¿VariableDeclarator¿¿1137¿v97¿¿¿{"start":{"line":72,"column":42},"end":{"line":72,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
1008¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":72,"column":42},"end":{"line":72,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
1009¿Identifier¿¿1137¿imagePaths¿¿¿{"start":{"line":72,"column":42},"end":{"line":72,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1010¿Identifier¿¿1137¿length¿¿¿{"start":{"line":72,"column":53},"end":{"line":72,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1011¿VariableDeclarator¿¿1137¿v98¿¿¿{"start":{"line":72,"column":42},"end":{"line":72,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
1012¿BinaryExpression¿===¿1137¿¿¿¿{"start":{"line":72,"column":42},"end":{"line":72,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿BinaryExpression
1013¿Identifier¿¿1137¿v97¿¿¿¿¿Identifier
1014¿Literal¿number¿1137¿¿0¿¿{"start":{"line":72,"column":64},"end":{"line":72,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Literal
1015¿VariableDeclarator¿¿1137¿v99¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
1016¿LogicalExpression¿||¿1137¿¿¿¿{"start":{"line":72,"column":12},"end":{"line":72,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿LogicalExpression
1017¿Identifier¿¿1137¿v96¿¿¿¿¿Identifier
1018¿Identifier¿¿1137¿v98¿¿¿¿¿Identifier
1019¿IfStatement¿¿1137¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":74,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿IfStatement
1020¿Identifier¿¿1137¿v99¿¿¿¿¿Identifier
1021¿VariableDeclarator¿¿1137¿v100¿¿¿{"start":{"line":73,"column":30},"end":{"line":73,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
1022¿ArrayExpression¿¿1137¿¿¿¿{"start":{"line":73,"column":30},"end":{"line":73,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ArrayExpression
1023¿VariableDeclarator¿¿1137¿v101¿¿¿{"start":{"line":73,"column":42},"end":{"line":73,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
1024¿ArrayExpression¿¿1137¿¿¿¿{"start":{"line":73,"column":42},"end":{"line":73,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ArrayExpression
1025¿VariableDeclarator¿¿1137¿v102¿¿¿{"start":{"line":73,"column":19},"end":{"line":73,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
1026¿ObjectExpression¿¿1137¿¿¿¿¿¿ObjectExpression
1027¿ExpressionStatement¿¿1137¿¿¿¿{"start":{"line":73,"column":19},"end":{"line":73,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ExpressionStatement
1028¿AssignmentExpression¿=¿1137¿¿¿¿{"start":{"line":73,"column":19},"end":{"line":73,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿AssignmentExpression
1029¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":73,"column":19},"end":{"line":73,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
1030¿Identifier¿¿1137¿v102¿¿¿¿¿Identifier
1031¿Identifier¿¿1137¿deleted¿¿¿{"start":{"line":73,"column":21},"end":{"line":73,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1032¿Identifier¿¿1137¿v100¿¿¿¿¿Identifier
1033¿ExpressionStatement¿¿1137¿¿¿¿{"start":{"line":73,"column":19},"end":{"line":73,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ExpressionStatement
1034¿AssignmentExpression¿=¿1137¿¿¿¿{"start":{"line":73,"column":19},"end":{"line":73,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿AssignmentExpression
1035¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":73,"column":19},"end":{"line":73,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
1036¿Identifier¿¿1137¿v102¿¿¿¿¿Identifier
1037¿Identifier¿¿1137¿failed¿¿¿{"start":{"line":73,"column":34},"end":{"line":73,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1038¿Identifier¿¿1137¿v101¿¿¿¿¿Identifier
1039¿ReturnStatement¿¿1137¿¿¿¿{"start":{"line":73,"column":12},"end":{"line":73,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ReturnStatement
1040¿Identifier¿¿1137¿v102¿¿¿¿¿Identifier
1041¿BlockStatement¿¿1137¿¿¿¿{"start":{"line":72,"column":67},"end":{"line":74,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿BlockStatement
1042¿VariableDeclarator¿¿1137¿v103¿¿¿{"start":{"line":76,"column":35},"end":{"line":76,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
1043¿ArrayExpression¿¿1137¿¿¿¿{"start":{"line":76,"column":35},"end":{"line":76,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ArrayExpression
1044¿VariableDeclarator¿¿1137¿v104¿¿¿{"start":{"line":76,"column":47},"end":{"line":76,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
1045¿ArrayExpression¿¿1137¿¿¿¿{"start":{"line":76,"column":47},"end":{"line":76,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ArrayExpression
1046¿VariableDeclarator¿¿1137¿results¿¿¿{"start":{"line":76,"column":14},"end":{"line":76,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
1047¿ObjectExpression¿¿1137¿¿¿¿¿¿ObjectExpression
1048¿ExpressionStatement¿¿1137¿¿¿¿{"start":{"line":76,"column":14},"end":{"line":76,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ExpressionStatement
1049¿AssignmentExpression¿=¿1137¿¿¿¿{"start":{"line":76,"column":14},"end":{"line":76,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿AssignmentExpression
1050¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":76,"column":14},"end":{"line":76,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
1051¿Identifier¿¿1137¿results¿¿¿{"start":{"line":76,"column":14},"end":{"line":76,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1052¿Identifier¿¿1137¿deleted¿¿¿{"start":{"line":76,"column":26},"end":{"line":76,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1053¿Identifier¿¿1137¿v103¿¿¿¿¿Identifier
1054¿ExpressionStatement¿¿1137¿¿¿¿{"start":{"line":76,"column":14},"end":{"line":76,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ExpressionStatement
1055¿AssignmentExpression¿=¿1137¿¿¿¿{"start":{"line":76,"column":14},"end":{"line":76,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿AssignmentExpression
1056¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":76,"column":14},"end":{"line":76,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
1057¿Identifier¿¿1137¿results¿¿¿{"start":{"line":76,"column":14},"end":{"line":76,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1058¿Identifier¿¿1137¿failed¿¿¿{"start":{"line":76,"column":39},"end":{"line":76,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1059¿Identifier¿¿1137¿v104¿¿¿¿¿Identifier
1060¿VariableDeclarator¿¿1137¿p¿¿¿{"start":{"line":77,"column":19},"end":{"line":77,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
1061¿ForOfStatement¿¿1137¿¿¿¿{"start":{"line":77,"column":8},"end":{"line":80,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ForOfStatement
1062¿Identifier¿¿1137¿p¿¿¿{"start":{"line":77,"column":19},"end":{"line":77,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1063¿Identifier¿¿1137¿imagePaths¿¿¿{"start":{"line":77,"column":24},"end":{"line":77,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1064¿VariableDeclarator¿¿1137¿ok¿¿¿{"start":{"line":78,"column":18},"end":{"line":78,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
1065¿AwaitExpression¿¿1137¿¿¿¿{"start":{"line":78,"column":23},"end":{"line":78,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿AwaitExpression
1066¿CallExpression¿¿1137¿¿¿¿{"start":{"line":78,"column":29},"end":{"line":78,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
1067¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":78,"column":29},"end":{"line":78,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
1068¿ThisExpression¿¿1137¿¿¿¿{"start":{"line":78,"column":29},"end":{"line":78,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ThisExpression
1069¿Identifier¿¿1137¿deleteImage¿¿¿{"start":{"line":78,"column":34},"end":{"line":78,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1070¿Identifier¿¿1137¿p¿¿¿{"start":{"line":78,"column":46},"end":{"line":78,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1071¿VariableDeclarator¿¿1137¿v105¿¿¿{"start":{"line":79,"column":18},"end":{"line":79,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
1072¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":79,"column":18},"end":{"line":79,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
1073¿Identifier¿¿1137¿results¿¿¿{"start":{"line":79,"column":18},"end":{"line":79,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1074¿Identifier¿¿1137¿deleted¿¿¿{"start":{"line":79,"column":26},"end":{"line":79,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1075¿VariableDeclarator¿¿1137¿v106¿¿¿{"start":{"line":79,"column":36},"end":{"line":79,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
1076¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":79,"column":36},"end":{"line":79,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
1077¿Identifier¿¿1137¿results¿¿¿{"start":{"line":79,"column":36},"end":{"line":79,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1078¿Identifier¿¿1137¿failed¿¿¿{"start":{"line":79,"column":44},"end":{"line":79,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1079¿VariableDeclarator¿¿1137¿v107¿¿¿{"start":{"line":79,"column":13},"end":{"line":79,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
1080¿IfStatement¿¿1137¿¿¿¿{"start":{"line":79,"column":13},"end":{"line":79,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿IfStatement
1081¿Identifier¿¿1137¿ok¿¿¿{"start":{"line":79,"column":13},"end":{"line":79,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1082¿ExpressionStatement¿¿1137¿¿¿¿{"start":{"line":79,"column":13},"end":{"line":79,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ExpressionStatement
1083¿AssignmentExpression¿=¿1137¿¿¿¿{"start":{"line":79,"column":13},"end":{"line":79,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿AssignmentExpression
1084¿Identifier¿¿1137¿v107¿¿¿¿¿Identifier
1085¿Identifier¿¿1137¿v105¿¿¿¿¿Identifier
1086¿BlockStatement¿¿1137¿¿¿¿¿¿BlockStatement
1087¿ExpressionStatement¿¿1137¿¿¿¿{"start":{"line":79,"column":13},"end":{"line":79,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ExpressionStatement
1088¿AssignmentExpression¿=¿1137¿¿¿¿{"start":{"line":79,"column":13},"end":{"line":79,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿AssignmentExpression
1089¿Identifier¿¿1137¿v107¿¿¿¿¿Identifier
1090¿Identifier¿¿1137¿v106¿¿¿¿¿Identifier
1091¿BlockStatement¿¿1137¿¿¿¿¿¿BlockStatement
1092¿VariableDeclarator¿¿1137¿v108¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿VariableDeclarator
1093¿CallExpression¿¿1137¿¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿CallExpression
1094¿MemberExpression¿¿1137¿¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
1095¿Identifier¿¿1137¿v107¿¿¿¿¿Identifier
1096¿Identifier¿¿1137¿push¿¿¿{"start":{"line":79,"column":52},"end":{"line":79,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1097¿Identifier¿¿1137¿p¿¿¿{"start":{"line":79,"column":57},"end":{"line":79,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1098¿ExpressionStatement¿¿1137¿¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ExpressionStatement
1099¿Identifier¿¿1137¿v108¿¿¿¿¿Identifier
1100¿BlockStatement¿¿1137¿¿¿¿{"start":{"line":77,"column":36},"end":{"line":80,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿BlockStatement
1101¿ReturnStatement¿¿1137¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ReturnStatement
1102¿Identifier¿¿1137¿results¿¿¿{"start":{"line":81,"column":15},"end":{"line":81,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1103¿BlockStatement¿¿1137¿¿¿¿{"start":{"line":71,"column":50},"end":{"line":82,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿BlockStatement
1104¿ExpressionStatement¿¿1122¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":83,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ExpressionStatement
1105¿AssignmentExpression¿=¿1122¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":83,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿AssignmentExpression
1106¿MemberExpression¿¿1122¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":83,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
1107¿Identifier¿¿1122¿ImageCleanupService¿¿¿{"start":{"line":5,"column":6},"end":{"line":5,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1108¿Identifier¿¿1122¿deleteMultipleImages¿¿¿{"start":{"line":71,"column":17},"end":{"line":71,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1109¿Identifier¿¿1122¿deleteMultipleImages¿¿¿{"start":{"line":71,"column":17},"end":{"line":71,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1110¿ExpressionStatement¿¿1122¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":83,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ExpressionStatement
1111¿AssignmentExpression¿=¿1122¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":83,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿AssignmentExpression
1112¿MemberExpression¿computed¿1122¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":83,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
1113¿Identifier¿¿1122¿ImageCleanupService¿¿¿{"start":{"line":5,"column":6},"end":{"line":5,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1114¿Literal¿string¿1122¿¿is_class¿¿¿¿Literal
1115¿Literal¿boolean¿1122¿¿true¿¿¿¿Literal
1116¿ExpressionStatement¿¿1122¿¿¿¿{"start":{"line":85,"column":0},"end":{"line":85,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿ExpressionStatement
1117¿AssignmentExpression¿=¿1122¿¿¿¿{"start":{"line":85,"column":0},"end":{"line":85,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿AssignmentExpression
1118¿MemberExpression¿¿1122¿¿¿¿{"start":{"line":85,"column":0},"end":{"line":85,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿MemberExpression
1119¿Identifier¿¿1122¿module¿¿¿{"start":{"line":85,"column":0},"end":{"line":85,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
1120¿Identifier¿¿1122¿exports¿¿¿{"start":{"line":85,"column":7},"end":{"line":85,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/HES-Vault-API/fixed_imagevault.js"}¿¿Identifier
