Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
789¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":135,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Program
1150¿Identifier¿¿1370¿stdout¿¿¿{"start":{"line":93,"column":15},"end":{"line":93,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1151¿VariableDeclarator¿¿1370¿v124¿¿¿{"start":{"line":93,"column":13},"end":{"line":93,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1152¿UnaryExpression¿!¿1370¿¿¿¿{"start":{"line":93,"column":13},"end":{"line":93,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿UnaryExpression
1153¿Identifier¿¿1370¿v123¿¿¿¿¿Identifier
1154¿ReturnStatement¿¿1370¿¿¿¿{"start":{"line":93,"column":6},"end":{"line":93,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ReturnStatement
1155¿Identifier¿¿1370¿v124¿¿¿¿¿Identifier
1156¿BlockStatement¿¿1370¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":94,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
1157¿CatchClause¿¿1370¿¿¿¿{"start":{"line":94,"column":4},"end":{"line":96,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CatchClause
1158¿ReturnStatement¿¿1370¿¿¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ReturnStatement
1159¿Literal¿boolean¿1370¿¿false¿¿{"start":{"line":95,"column":13},"end":{"line":95,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1160¿BlockStatement¿¿1370¿¿¿¿{"start":{"line":94,"column":18},"end":{"line":96,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
1161¿Identifier¿¿1370¿error¿¿¿{"start":{"line":94,"column":11},"end":{"line":94,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1162¿BlockStatement¿¿1370¿¿¿¿{"start":{"line":90,"column":83},"end":{"line":97,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
1163¿VariableDeclarator¿¿1338¿cleanInput¿¿¿{"start":{"line":99,"column":4},"end":{"line":106,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1164¿FunctionExpression¿¿1338¿anon¿¿¿{"start":{"line":99,"column":17},"end":{"line":106,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿FunctionExpression
1165¿Identifier¿¿0¿s¿¿¿{"start":{"line":99,"column":26},"end":{"line":99,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1166¿VariableDeclarator¿¿1373¿v125¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1167¿CallExpression¿¿1373¿¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
1168¿MemberExpression¿¿1373¿¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿MemberExpression
1169¿Literal¿object¿1373¿¿/[^A-Za-z0-9_\/:=-]/¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1170¿Identifier¿¿1373¿test¿¿¿{"start":{"line":100,"column":27},"end":{"line":100,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1171¿Identifier¿¿1373¿s¿¿¿{"start":{"line":100,"column":32},"end":{"line":100,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1172¿IfStatement¿¿1373¿¿¿¿{"start":{"line":100,"column":2},"end":{"line":104,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿IfStatement
1173¿Identifier¿¿1373¿v125¿¿¿¿¿Identifier
1174¿VariableDeclarator¿¿1373¿v126¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1175¿CallExpression¿¿1373¿¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
1176¿MemberExpression¿¿1373¿¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿MemberExpression
1177¿Identifier¿¿1373¿s¿¿¿{"start":{"line":101,"column":12},"end":{"line":101,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1178¿Identifier¿¿1373¿replace¿¿¿{"start":{"line":101,"column":14},"end":{"line":101,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1179¿Literal¿object¿1373¿¿/'/g¿¿{"start":{"line":101,"column":22},"end":{"line":101,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1180¿Literal¿string¿1373¿¿''\\'''¿¿{"start":{"line":101,"column":27},"end":{"line":101,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1181¿VariableDeclarator¿¿1373¿v127¿¿¿{"start":{"line":101,"column":8},"end":{"line":101,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1182¿BinaryExpression¿+¿1373¿¿¿¿{"start":{"line":101,"column":8},"end":{"line":101,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BinaryExpression
1183¿Literal¿string¿1373¿¿'''¿¿{"start":{"line":101,"column":8},"end":{"line":101,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1184¿Identifier¿¿1373¿v126¿¿¿¿¿Identifier
1185¿ExpressionStatement¿¿1373¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ExpressionStatement
1186¿AssignmentExpression¿=¿1373¿¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿AssignmentExpression
1187¿Identifier¿¿1373¿s¿¿¿{"start":{"line":101,"column":4},"end":{"line":101,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1188¿BinaryExpression¿+¿1373¿¿¿¿{"start":{"line":101,"column":8},"end":{"line":101,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BinaryExpression
1189¿Identifier¿¿1373¿v127¿¿¿¿¿Identifier
1190¿Literal¿string¿1373¿¿'''¿¿{"start":{"line":101,"column":36},"end":{"line":101,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1191¿VariableDeclarator¿¿1373¿v128¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1192¿CallExpression¿¿1373¿¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
1193¿MemberExpression¿¿1373¿¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿MemberExpression
1194¿Identifier¿¿1373¿s¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1195¿Identifier¿¿1373¿replace¿¿¿{"start":{"line":102,"column":10},"end":{"line":102,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1196¿Literal¿object¿1373¿¿/^(?:'')+/g¿¿{"start":{"line":102,"column":18},"end":{"line":102,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1197¿Literal¿string¿1373¿¿''¿¿{"start":{"line":102,"column":31},"end":{"line":102,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1198¿ExpressionStatement¿¿1373¿¿¿¿{"start":{"line":102,"column":4},"end":{"line":103,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ExpressionStatement
1199¿AssignmentExpression¿=¿1373¿¿¿¿{"start":{"line":102,"column":4},"end":{"line":103,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿AssignmentExpression
1200¿Identifier¿¿1373¿s¿¿¿{"start":{"line":102,"column":4},"end":{"line":102,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1201¿CallExpression¿¿1373¿¿¿¿{"start":{"line":102,"column":8},"end":{"line":103,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
1202¿MemberExpression¿¿1373¿¿¿¿{"start":{"line":102,"column":8},"end":{"line":103,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿MemberExpression
1203¿Identifier¿¿1373¿v128¿¿¿¿¿Identifier
1204¿Identifier¿¿1373¿replace¿¿¿{"start":{"line":103,"column":7},"end":{"line":103,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1205¿Literal¿object¿1373¿¿/\\'''/g¿¿{"start":{"line":103,"column":15},"end":{"line":103,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1206¿Literal¿string¿1373¿¿'\\''¿¿{"start":{"line":103,"column":25},"end":{"line":103,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1207¿BlockStatement¿¿1373¿¿¿¿{"start":{"line":100,"column":36},"end":{"line":104,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
1208¿ReturnStatement¿¿1373¿¿¿¿{"start":{"line":105,"column":2},"end":{"line":105,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ReturnStatement
1209¿Identifier¿¿1373¿s¿¿¿{"start":{"line":105,"column":9},"end":{"line":105,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1210¿BlockStatement¿¿1373¿¿¿¿{"start":{"line":99,"column":29},"end":{"line":106,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
1211¿VariableDeclarator¿exported¿1338¿commandExists¿¿¿{"start":{"line":108,"column":0},"end":{"line":126,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1212¿FunctionExpression¿¿1338¿anon¿¿¿{"start":{"line":108,"column":17},"end":{"line":126,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿FunctionExpression
1213¿Identifier¿¿0¿commandName¿¿¿{"start":{"line":108,"column":40},"end":{"line":108,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1214¿Identifier¿¿0¿callback¿¿¿{"start":{"line":108,"column":53},"end":{"line":108,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1215¿VariableDeclarator¿¿1376¿cleanedCommandName¿¿¿{"start":{"line":109,"column":6},"end":{"line":109,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1216¿CallExpression¿¿1376¿¿¿¿{"start":{"line":109,"column":27},"end":{"line":109,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
1217¿Identifier¿¿1376¿cleanInput¿¿¿{"start":{"line":109,"column":27},"end":{"line":109,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1218¿Identifier¿¿1376¿commandName¿¿¿{"start":{"line":109,"column":38},"end":{"line":109,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1219¿VariableDeclarator¿¿1376¿v129¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1220¿UnaryExpression¿!¿1376¿¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿UnaryExpression
1221¿Identifier¿¿1376¿callback¿¿¿{"start":{"line":110,"column":7},"end":{"line":110,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1222¿VariableDeclarator¿¿1376¿v130¿¿¿{"start":{"line":110,"column":19},"end":{"line":110,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1223¿UnaryExpression¿typeof¿1376¿¿¿¿{"start":{"line":110,"column":19},"end":{"line":110,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿UnaryExpression
1224¿Identifier¿¿1376¿Promise¿¿¿{"start":{"line":110,"column":26},"end":{"line":110,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1225¿VariableDeclarator¿¿1376¿v131¿¿¿{"start":{"line":110,"column":19},"end":{"line":110,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1226¿BinaryExpression¿!==¿1376¿¿¿¿{"start":{"line":110,"column":19},"end":{"line":110,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BinaryExpression
1227¿Identifier¿¿1376¿v130¿¿¿¿¿Identifier
1228¿Literal¿string¿1376¿¿'undefined'¿¿{"start":{"line":110,"column":38},"end":{"line":110,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Literal
1229¿VariableDeclarator¿¿1376¿v132¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1230¿LogicalExpression¿&&¿1376¿¿¿¿{"start":{"line":110,"column":6},"end":{"line":110,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿LogicalExpression
1231¿Identifier¿¿1376¿v129¿¿¿¿¿Identifier
1232¿Identifier¿¿1376¿v131¿¿¿¿¿Identifier
1233¿IfStatement¿¿1376¿¿¿¿{"start":{"line":110,"column":2},"end":{"line":120,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿IfStatement
1234¿Identifier¿¿1376¿v132¿¿¿¿¿Identifier
1235¿VariableDeclarator¿¿1376¿v137¿¿¿{"start":{"line":111,"column":23},"end":{"line":119,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1236¿FunctionExpression¿¿1376¿anon¿¿¿{"start":{"line":111,"column":23},"end":{"line":119,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿FunctionExpression
1237¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":111,"column":32},"end":{"line":111,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1238¿Identifier¿¿0¿reject¿¿¿{"start":{"line":111,"column":41},"end":{"line":111,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1239¿VariableDeclarator¿¿1378¿v135¿¿¿{"start":{"line":112,"column":33},"end":{"line":118,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1240¿FunctionExpression¿¿1378¿anon¿¿¿{"start":{"line":112,"column":33},"end":{"line":118,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿FunctionExpression
1241¿Identifier¿¿0¿error¿¿¿{"start":{"line":112,"column":42},"end":{"line":112,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1242¿Identifier¿¿0¿output¿¿¿{"start":{"line":112,"column":49},"end":{"line":112,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1243¿IfStatement¿¿1380¿¿¿¿{"start":{"line":113,"column":8},"end":{"line":117,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿IfStatement
1244¿Identifier¿¿1380¿output¿¿¿{"start":{"line":113,"column":12},"end":{"line":113,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1245¿VariableDeclarator¿¿1380¿v133¿¿¿{"start":{"line":114,"column":10},"end":{"line":114,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1246¿CallExpression¿¿1380¿¿¿¿{"start":{"line":114,"column":10},"end":{"line":114,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
1247¿Identifier¿¿1380¿resolve¿¿¿{"start":{"line":114,"column":10},"end":{"line":114,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1248¿Identifier¿¿1380¿commandName¿¿¿{"start":{"line":114,"column":18},"end":{"line":114,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1249¿ExpressionStatement¿¿1380¿¿¿¿{"start":{"line":114,"column":10},"end":{"line":114,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ExpressionStatement
1250¿Identifier¿¿1380¿v133¿¿¿¿¿Identifier
1251¿BlockStatement¿¿1380¿¿¿¿{"start":{"line":113,"column":20},"end":{"line":115,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
1252¿VariableDeclarator¿¿1380¿v134¿¿¿{"start":{"line":116,"column":10},"end":{"line":116,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1253¿CallExpression¿¿1380¿¿¿¿{"start":{"line":116,"column":10},"end":{"line":116,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
1254¿Identifier¿¿1380¿reject¿¿¿{"start":{"line":116,"column":10},"end":{"line":116,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1255¿Identifier¿¿1380¿error¿¿¿{"start":{"line":116,"column":17},"end":{"line":116,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1256¿ExpressionStatement¿¿1380¿¿¿¿{"start":{"line":116,"column":10},"end":{"line":116,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ExpressionStatement
1257¿Identifier¿¿1380¿v134¿¿¿¿¿Identifier
1258¿BlockStatement¿¿1380¿¿¿¿{"start":{"line":115,"column":15},"end":{"line":117,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
1259¿BlockStatement¿¿1380¿¿¿¿{"start":{"line":112,"column":57},"end":{"line":118,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
1260¿VariableDeclarator¿¿1378¿v136¿¿¿{"start":{"line":112,"column":6},"end":{"line":118,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
1261¿CallExpression¿¿1378¿¿¿¿{"start":{"line":112,"column":6},"end":{"line":118,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿CallExpression
1262¿Identifier¿¿1378¿commandExists¿¿¿{"start":{"line":112,"column":6},"end":{"line":112,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1263¿Identifier¿¿1378¿commandName¿¿¿{"start":{"line":112,"column":20},"end":{"line":112,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿Identifier
1264¿Identifier¿¿1378¿v135¿¿¿¿¿Identifier
1265¿ExpressionStatement¿¿1378¿¿¿¿{"start":{"line":112,"column":6},"end":{"line":118,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿ExpressionStatement
1266¿Identifier¿¿1378¿v136¿¿¿¿¿Identifier
1267¿BlockStatement¿¿1378¿¿¿¿{"start":{"line":111,"column":48},"end":{"line":119,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿BlockStatement
1268¿VariableDeclarator¿¿1376¿v138¿¿¿{"start":{"line":111,"column":11},"end":{"line":119,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/command-exists-1.2.2/command-exists.js"}¿¿VariableDeclarator
