Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
836¿Program¿¿-1¿¿¿¿{"start":{"line":18,"column":0},"end":{"line":131,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Program
1208¿VariableDeclarator¿¿1473¿v111¿¿¿{"start":{"line":86,"column":2},"end":{"line":86,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1209¿CallExpression¿¿1473¿¿¿¿{"start":{"line":86,"column":2},"end":{"line":86,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1210¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":86,"column":2},"end":{"line":86,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1211¿Identifier¿¿1473¿console¿¿¿{"start":{"line":86,"column":2},"end":{"line":86,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1212¿Identifier¿¿1473¿log¿¿¿{"start":{"line":86,"column":10},"end":{"line":86,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1213¿Identifier¿¿1473¿v110¿¿¿¿¿Identifier
1214¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":86,"column":2},"end":{"line":86,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1215¿Identifier¿¿1473¿v111¿¿¿¿¿Identifier
1216¿VariableDeclarator¿¿1473¿v112¿¿¿{"start":{"line":87,"column":2},"end":{"line":87,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1217¿CallExpression¿¿1473¿¿¿¿{"start":{"line":87,"column":2},"end":{"line":87,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1218¿Identifier¿¿1473¿resetTmp¿¿¿{"start":{"line":87,"column":2},"end":{"line":87,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1219¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":87,"column":2},"end":{"line":87,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1220¿Identifier¿¿1473¿v112¿¿¿¿¿Identifier
1221¿VariableDeclarator¿¿1473¿v113¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1222¿CallExpression¿¿1473¿¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1223¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1224¿Identifier¿¿1473¿scenario¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1225¿Identifier¿¿1473¿mutate¿¿¿{"start":{"line":88,"column":11},"end":{"line":88,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1226¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":88,"column":2},"end":{"line":88,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1227¿Identifier¿¿1473¿v113¿¿¿¿¿Identifier
1228¿VariableDeclarator¿¿1473¿f¿¿¿{"start":{"line":90,"column":13},"end":{"line":90,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1229¿VariableDeclarator¿¿1473¿v114¿¿¿{"start":{"line":90,"column":18},"end":{"line":90,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1230¿CallExpression¿¿1473¿¿¿¿{"start":{"line":90,"column":18},"end":{"line":90,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1231¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":90,"column":18},"end":{"line":90,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1232¿Identifier¿¿1473¿fs¿¿¿{"start":{"line":90,"column":18},"end":{"line":90,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1233¿Identifier¿¿1473¿readdirSync¿¿¿{"start":{"line":90,"column":21},"end":{"line":90,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1234¿Identifier¿¿1473¿tmpDir¿¿¿{"start":{"line":90,"column":33},"end":{"line":90,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1235¿ForOfStatement¿¿1473¿¿¿¿{"start":{"line":90,"column":2},"end":{"line":92,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ForOfStatement
1236¿Identifier¿¿1473¿f¿¿¿{"start":{"line":90,"column":13},"end":{"line":90,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1237¿Identifier¿¿1473¿v114¿¿¿¿¿Identifier
1238¿VariableDeclarator¿¿1473¿v115¿¿¿{"start":{"line":91,"column":14},"end":{"line":91,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1239¿CallExpression¿¿1473¿¿¿¿{"start":{"line":91,"column":14},"end":{"line":91,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1240¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":91,"column":14},"end":{"line":91,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1241¿Identifier¿¿1473¿path¿¿¿{"start":{"line":91,"column":14},"end":{"line":91,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1242¿Identifier¿¿1473¿join¿¿¿{"start":{"line":91,"column":19},"end":{"line":91,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1243¿Identifier¿¿1473¿tmpDir¿¿¿{"start":{"line":91,"column":24},"end":{"line":91,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1244¿Identifier¿¿1473¿f¿¿¿{"start":{"line":91,"column":32},"end":{"line":91,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1245¿VariableDeclarator¿¿1473¿v116¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1246¿CallExpression¿¿1473¿¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1247¿Identifier¿¿1473¿stageFile¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1248¿Identifier¿¿1473¿v115¿¿¿¿¿Identifier
1249¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":91,"column":4},"end":{"line":91,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1250¿Identifier¿¿1473¿v116¿¿¿¿¿Identifier
1251¿BlockStatement¿¿1473¿¿¿¿{"start":{"line":90,"column":42},"end":{"line":92,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿BlockStatement
1252¿VariableDeclarator¿¿1473¿passed¿¿¿{"start":{"line":93,"column":6},"end":{"line":93,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1253¿Literal¿boolean¿1473¿¿true¿¿{"start":{"line":93,"column":15},"end":{"line":93,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1254¿TryStatement¿¿1473¿¿¿¿{"start":{"line":94,"column":2},"end":{"line":98,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿TryStatement
1255¿VariableDeclarator¿¿1473¿v117¿¿¿{"start":{"line":95,"column":4},"end":{"line":95,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1256¿CallExpression¿¿1473¿¿¿¿{"start":{"line":95,"column":4},"end":{"line":95,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1257¿Identifier¿¿1473¿runHookLike¿¿¿{"start":{"line":95,"column":4},"end":{"line":95,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1258¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":95,"column":4},"end":{"line":95,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1259¿Identifier¿¿1473¿v117¿¿¿¿¿Identifier
1260¿BlockStatement¿¿1473¿¿¿¿{"start":{"line":94,"column":6},"end":{"line":96,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿BlockStatement
1261¿CatchClause¿¿1473¿¿¿¿{"start":{"line":96,"column":4},"end":{"line":98,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CatchClause
1262¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":97,"column":4},"end":{"line":97,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1263¿AssignmentExpression¿=¿1473¿¿¿¿{"start":{"line":97,"column":4},"end":{"line":97,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿AssignmentExpression
1264¿Identifier¿¿1473¿passed¿¿¿{"start":{"line":97,"column":4},"end":{"line":97,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1265¿Literal¿boolean¿1473¿¿false¿¿{"start":{"line":97,"column":13},"end":{"line":97,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1266¿BlockStatement¿¿1473¿¿¿¿{"start":{"line":96,"column":14},"end":{"line":98,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿BlockStatement
1267¿Identifier¿¿1473¿e¿¿¿{"start":{"line":96,"column":11},"end":{"line":96,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1268¿VariableDeclarator¿¿1473¿v118¿¿¿{"start":{"line":100,"column":2},"end":{"line":100,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1269¿CallExpression¿¿1473¿¿¿¿{"start":{"line":100,"column":2},"end":{"line":100,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1270¿Identifier¿¿1473¿execSync¿¿¿{"start":{"line":100,"column":2},"end":{"line":100,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1271¿Literal¿string¿1473¿¿'git reset HEAD .'¿¿{"start":{"line":100,"column":11},"end":{"line":100,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1272¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":100,"column":2},"end":{"line":100,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1273¿Identifier¿¿1473¿v118¿¿¿¿¿Identifier
1274¿VariableDeclarator¿¿1473¿v119¿¿¿{"start":{"line":101,"column":14},"end":{"line":101,"column":113},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1275¿IfStatement¿¿1473¿¿¿¿{"start":{"line":101,"column":14},"end":{"line":101,"column":113},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿IfStatement
1276¿Identifier¿¿1473¿passed¿¿¿{"start":{"line":101,"column":14},"end":{"line":101,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1277¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":101,"column":14},"end":{"line":101,"column":113},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1278¿AssignmentExpression¿=¿1473¿¿¿¿{"start":{"line":101,"column":14},"end":{"line":101,"column":113},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿AssignmentExpression
1279¿Identifier¿¿1473¿v119¿¿¿¿¿Identifier
1280¿TemplateLiteral¿¿1473¿¿¿¿{"start":{"line":101,"column":23},"end":{"line":101,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿TemplateLiteral
1281¿Identifier¿¿1473¿name¿¿¿{"start":{"line":101,"column":38},"end":{"line":101,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1282¿BlockStatement¿¿1473¿¿¿¿¿¿BlockStatement
1283¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":101,"column":14},"end":{"line":101,"column":113},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1284¿AssignmentExpression¿=¿1473¿¿¿¿{"start":{"line":101,"column":14},"end":{"line":101,"column":113},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿AssignmentExpression
1285¿Identifier¿¿1473¿v119¿¿¿¿¿Identifier
1286¿TemplateLiteral¿¿1473¿¿¿¿{"start":{"line":101,"column":55},"end":{"line":101,"column":113},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿TemplateLiteral
1287¿Identifier¿¿1473¿name¿¿¿{"start":{"line":101,"column":70},"end":{"line":101,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1288¿BlockStatement¿¿1473¿¿¿¿¿¿BlockStatement
1289¿VariableDeclarator¿¿1473¿v120¿¿¿{"start":{"line":101,"column":2},"end":{"line":101,"column":114},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1290¿CallExpression¿¿1473¿¿¿¿{"start":{"line":101,"column":2},"end":{"line":101,"column":114},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1291¿MemberExpression¿¿1473¿¿¿¿{"start":{"line":101,"column":2},"end":{"line":101,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1292¿Identifier¿¿1473¿console¿¿¿{"start":{"line":101,"column":2},"end":{"line":101,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1293¿Identifier¿¿1473¿log¿¿¿{"start":{"line":101,"column":10},"end":{"line":101,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1294¿Identifier¿¿1473¿v119¿¿¿¿¿Identifier
1295¿ExpressionStatement¿¿1473¿¿¿¿{"start":{"line":101,"column":2},"end":{"line":101,"column":115},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ExpressionStatement
1296¿Identifier¿¿1473¿v120¿¿¿¿¿Identifier
1297¿ReturnStatement¿¿1473¿¿¿¿{"start":{"line":102,"column":2},"end":{"line":102,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿ReturnStatement
1298¿Identifier¿¿1473¿passed¿¿¿{"start":{"line":102,"column":9},"end":{"line":102,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1299¿BlockStatement¿¿1473¿¿¿¿{"start":{"line":80,"column":24},"end":{"line":103,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿BlockStatement
1300¿VariableDeclarator¿¿1451¿v121¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1301¿MemberExpression¿¿1451¿¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1302¿Identifier¿¿1451¿process¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1303¿Identifier¿¿1451¿argv¿¿¿{"start":{"line":105,"column":20},"end":{"line":105,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1304¿VariableDeclarator¿¿1451¿arg¿¿¿{"start":{"line":105,"column":6},"end":{"line":105,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1305¿MemberExpression¿computed¿1451¿¿¿¿{"start":{"line":105,"column":12},"end":{"line":105,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1306¿Identifier¿¿1451¿v121¿¿¿¿¿Identifier
1307¿Literal¿number¿1451¿¿2¿¿{"start":{"line":105,"column":25},"end":{"line":105,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1308¿IfStatement¿¿1451¿¿¿¿{"start":{"line":106,"column":0},"end":{"line":110,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿IfStatement
1309¿Identifier¿¿1451¿arg¿¿¿{"start":{"line":106,"column":4},"end":{"line":106,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1310¿VariableDeclarator¿¿1451¿success¿¿¿{"start":{"line":107,"column":8},"end":{"line":107,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1311¿CallExpression¿¿1451¿¿¿¿{"start":{"line":107,"column":18},"end":{"line":107,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1312¿Identifier¿¿1451¿simulate¿¿¿{"start":{"line":107,"column":18},"end":{"line":107,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1313¿Identifier¿¿1451¿arg¿¿¿{"start":{"line":107,"column":27},"end":{"line":107,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1314¿VariableDeclarator¿¿1451¿v122¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1315¿UnaryExpression¿!¿1451¿¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿UnaryExpression
1316¿Identifier¿¿1451¿success¿¿¿{"start":{"line":108,"column":7},"end":{"line":108,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1317¿VariableDeclarator¿¿1451¿v123¿¿¿{"start":{"line":108,"column":18},"end":{"line":108,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1318¿BinaryExpression¿===¿1451¿¿¿¿{"start":{"line":108,"column":18},"end":{"line":108,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿BinaryExpression
1319¿Identifier¿¿1451¿arg¿¿¿{"start":{"line":108,"column":18},"end":{"line":108,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1320¿Literal¿string¿1451¿¿'clean'¿¿{"start":{"line":108,"column":26},"end":{"line":108,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Literal
1321¿VariableDeclarator¿¿1451¿v124¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1322¿LogicalExpression¿&&¿1451¿¿¿¿{"start":{"line":108,"column":6},"end":{"line":108,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿LogicalExpression
1323¿Identifier¿¿1451¿v122¿¿¿¿¿Identifier
1324¿Identifier¿¿1451¿v123¿¿¿¿¿Identifier
1325¿IfStatement¿¿1451¿¿¿¿{"start":{"line":108,"column":2},"end":{"line":108,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿IfStatement
1326¿Identifier¿¿1451¿v124¿¿¿¿¿Identifier
1327¿VariableDeclarator¿¿1451¿v125¿¿¿{"start":{"line":108,"column":35},"end":{"line":108,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿VariableDeclarator
1328¿CallExpression¿¿1451¿¿¿¿{"start":{"line":108,"column":35},"end":{"line":108,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿CallExpression
1329¿MemberExpression¿¿1451¿¿¿¿{"start":{"line":108,"column":35},"end":{"line":108,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿MemberExpression
1330¿Identifier¿¿1451¿process¿¿¿{"start":{"line":108,"column":35},"end":{"line":108,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
1331¿Identifier¿¿1451¿exit¿¿¿{"start":{"line":108,"column":43},"end":{"line":108,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/critgenius-listener/precommit-simulate.js"}¿¿Identifier
