Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
977¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":125,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Program
1337¿ReturnStatement¿¿1706¿¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ReturnStatement
1338¿BlockStatement¿¿1706¿¿¿¿{"start":{"line":53,"column":55},"end":{"line":62,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1339¿VariableDeclarator¿¿1702¿v145¿¿¿{"start":{"line":53,"column":4},"end":{"line":62,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1340¿CallExpression¿¿1702¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":62,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1341¿MemberExpression¿¿1702¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1342¿Identifier¿¿1702¿cp¿¿¿{"start":{"line":53,"column":4},"end":{"line":53,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1343¿Identifier¿¿1702¿exec¿¿¿{"start":{"line":53,"column":7},"end":{"line":53,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1344¿Literal¿string¿1702¿¿'arp -a'¿¿{"start":{"line":53,"column":12},"end":{"line":53,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1345¿Identifier¿¿1702¿v144¿¿¿¿¿Identifier
1346¿ExpressionStatement¿¿1702¿¿¿¿{"start":{"line":53,"column":4},"end":{"line":62,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1347¿Identifier¿¿1702¿v145¿¿¿¿¿Identifier
1348¿BlockStatement¿¿1702¿¿¿¿{"start":{"line":47,"column":69},"end":{"line":63,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1349¿VariableDeclarator¿¿1700¿v147¿¿¿{"start":{"line":47,"column":2},"end":{"line":63,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1350¿CallExpression¿¿1700¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":63,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1351¿MemberExpression¿¿1700¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1352¿Identifier¿¿1700¿cp¿¿¿{"start":{"line":47,"column":2},"end":{"line":47,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1353¿Identifier¿¿1700¿exec¿¿¿{"start":{"line":47,"column":5},"end":{"line":47,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1354¿Identifier¿¿1700¿v124¿¿¿¿¿Identifier
1355¿Identifier¿¿1700¿v146¿¿¿¿¿Identifier
1356¿ExpressionStatement¿¿1700¿¿¿¿{"start":{"line":47,"column":2},"end":{"line":63,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1357¿Identifier¿¿1700¿v147¿¿¿¿¿Identifier
1358¿BlockStatement¿¿1700¿¿¿¿{"start":{"line":46,"column":44},"end":{"line":64,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1359¿VariableDeclarator¿¿1683¿getMacInWin32¿¿¿{"start":{"line":66,"column":0},"end":{"line":85,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1360¿FunctionExpression¿¿1683¿anon¿¿¿{"start":{"line":66,"column":0},"end":{"line":85,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿FunctionExpression
1361¿Identifier¿¿0¿ipAddress¿¿¿{"start":{"line":66,"column":23},"end":{"line":66,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1362¿Identifier¿¿0¿callback¿¿¿{"start":{"line":66,"column":34},"end":{"line":66,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1363¿VariableDeclarator¿¿1710¿v148¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1364¿CallExpression¿¿1710¿¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1365¿MemberExpression¿¿1710¿¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1366¿Literal¿string¿1710¿¿'ping  '¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1367¿Identifier¿¿1710¿concat¿¿¿{"start":{"line":67,"column":19},"end":{"line":67,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1368¿Identifier¿¿1710¿ipAddress¿¿¿{"start":{"line":67,"column":26},"end":{"line":67,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1369¿Literal¿string¿1710¿¿' -n 1'¿¿{"start":{"line":67,"column":37},"end":{"line":67,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1370¿VariableDeclarator¿¿1710¿v171¿¿¿{"start":{"line":67,"column":47},"end":{"line":84,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1371¿FunctionExpression¿¿1710¿anon¿¿¿{"start":{"line":67,"column":47},"end":{"line":84,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿FunctionExpression
1372¿Identifier¿¿0¿error¿¿¿{"start":{"line":67,"column":57},"end":{"line":67,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1373¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":67,"column":64},"end":{"line":67,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1374¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":67,"column":72},"end":{"line":67,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1375¿VariableDeclarator¿¿1712¿v149¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1376¿LogicalExpression¿||¿1712¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿LogicalExpression
1377¿Identifier¿¿1712¿error¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1378¿Identifier¿¿1712¿stderr¿¿¿{"start":{"line":68,"column":17},"end":{"line":68,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1379¿IfStatement¿¿1712¿¿¿¿{"start":{"line":68,"column":4},"end":{"line":71,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿IfStatement
1380¿Identifier¿¿1712¿v149¿¿¿¿¿Identifier
1381¿VariableDeclarator¿¿1712¿v150¿¿¿{"start":{"line":69,"column":51},"end":{"line":69,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1382¿IfStatement¿¿1712¿¿¿¿{"start":{"line":69,"column":51},"end":{"line":69,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿IfStatement
1383¿Identifier¿¿1712¿error¿¿¿{"start":{"line":69,"column":51},"end":{"line":69,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1384¿ExpressionStatement¿¿1712¿¿¿¿{"start":{"line":69,"column":51},"end":{"line":69,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1385¿AssignmentExpression¿=¿1712¿¿¿¿{"start":{"line":69,"column":51},"end":{"line":69,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿AssignmentExpression
1386¿Identifier¿¿1712¿v150¿¿¿¿¿Identifier
1387¿Literal¿string¿1712¿¿'exec error'¿¿{"start":{"line":69,"column":59},"end":{"line":69,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1388¿BlockStatement¿¿1712¿¿¿¿¿¿BlockStatement
1389¿ExpressionStatement¿¿1712¿¿¿¿{"start":{"line":69,"column":51},"end":{"line":69,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1390¿AssignmentExpression¿=¿1712¿¿¿¿{"start":{"line":69,"column":51},"end":{"line":69,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿AssignmentExpression
1391¿Identifier¿¿1712¿v150¿¿¿¿¿Identifier
1392¿Literal¿string¿1712¿¿'stderr'¿¿{"start":{"line":69,"column":74},"end":{"line":69,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1393¿BlockStatement¿¿1712¿¿¿¿¿¿BlockStatement
1394¿VariableDeclarator¿¿1712¿v151¿¿¿{"start":{"line":69,"column":41},"end":{"line":69,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1395¿CallExpression¿¿1712¿¿¿¿{"start":{"line":69,"column":41},"end":{"line":69,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1396¿MemberExpression¿¿1712¿¿¿¿{"start":{"line":69,"column":41},"end":{"line":69,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1397¿Literal¿string¿1712¿¿''¿¿{"start":{"line":69,"column":41},"end":{"line":69,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1398¿Identifier¿¿1712¿concat¿¿¿{"start":{"line":69,"column":44},"end":{"line":69,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1399¿Identifier¿¿1712¿v150¿¿¿¿¿Identifier
1400¿Literal¿string¿1712¿¿': '¿¿{"start":{"line":69,"column":84},"end":{"line":69,"column":88},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1401¿VariableDeclarator¿¿1712¿v152¿¿¿{"start":{"line":69,"column":97},"end":{"line":69,"column":112},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1402¿LogicalExpression¿||¿1712¿¿¿¿{"start":{"line":69,"column":97},"end":{"line":69,"column":112},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿LogicalExpression
1403¿Identifier¿¿1712¿error¿¿¿{"start":{"line":69,"column":97},"end":{"line":69,"column":102},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1404¿Identifier¿¿1712¿stderr¿¿¿{"start":{"line":69,"column":106},"end":{"line":69,"column":112},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1405¿VariableDeclarator¿¿1712¿v153¿¿¿{"start":{"line":69,"column":41},"end":{"line":69,"column":113},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1406¿CallExpression¿¿1712¿¿¿¿{"start":{"line":69,"column":41},"end":{"line":69,"column":113},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1407¿MemberExpression¿¿1712¿¿¿¿{"start":{"line":69,"column":41},"end":{"line":69,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1408¿Identifier¿¿1712¿v151¿¿¿¿¿Identifier
1409¿Identifier¿¿1712¿concat¿¿¿{"start":{"line":69,"column":90},"end":{"line":69,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1410¿Identifier¿¿1712¿v152¿¿¿¿¿Identifier
1411¿VariableDeclarator¿¿1712¿v154¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":114},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1412¿CallExpression¿¿1712¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":114},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1413¿Identifier¿¿1712¿callback¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1414¿Literal¿string¿1712¿¿'IP address unreachable'¿¿{"start":{"line":69,"column":15},"end":{"line":69,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1415¿Identifier¿¿1712¿v153¿¿¿¿¿Identifier
1416¿ExpressionStatement¿¿1712¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":115},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1417¿Identifier¿¿1712¿v154¿¿¿¿¿Identifier
1418¿ReturnStatement¿¿1712¿¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ReturnStatement
1419¿BlockStatement¿¿1712¿¿¿¿{"start":{"line":68,"column":25},"end":{"line":71,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿BlockStatement
1420¿VariableDeclarator¿¿1712¿v169¿¿¿{"start":{"line":73,"column":22},"end":{"line":83,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1421¿FunctionExpression¿¿1712¿anon¿¿¿{"start":{"line":73,"column":22},"end":{"line":83,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿FunctionExpression
1422¿Identifier¿¿0¿error¿¿¿{"start":{"line":73,"column":32},"end":{"line":73,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1423¿Identifier¿¿0¿stdout¿¿¿{"start":{"line":73,"column":39},"end":{"line":73,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1424¿Identifier¿¿0¿stderr¿¿¿{"start":{"line":73,"column":47},"end":{"line":73,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1425¿VariableDeclarator¿¿1716¿v155¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1426¿LogicalExpression¿||¿1716¿¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿LogicalExpression
1427¿Identifier¿¿1716¿error¿¿¿{"start":{"line":74,"column":10},"end":{"line":74,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1428¿Identifier¿¿1716¿stderr¿¿¿{"start":{"line":74,"column":19},"end":{"line":74,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1429¿IfStatement¿¿1716¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":77,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿IfStatement
1430¿Identifier¿¿1716¿v155¿¿¿¿¿Identifier
1431¿VariableDeclarator¿¿1716¿v156¿¿¿{"start":{"line":75,"column":53},"end":{"line":75,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1432¿IfStatement¿¿1716¿¿¿¿{"start":{"line":75,"column":53},"end":{"line":75,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿IfStatement
1433¿Identifier¿¿1716¿error¿¿¿{"start":{"line":75,"column":53},"end":{"line":75,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1434¿ExpressionStatement¿¿1716¿¿¿¿{"start":{"line":75,"column":53},"end":{"line":75,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1435¿AssignmentExpression¿=¿1716¿¿¿¿{"start":{"line":75,"column":53},"end":{"line":75,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿AssignmentExpression
1436¿Identifier¿¿1716¿v156¿¿¿¿¿Identifier
1437¿Literal¿string¿1716¿¿'exec error'¿¿{"start":{"line":75,"column":61},"end":{"line":75,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1438¿BlockStatement¿¿1716¿¿¿¿¿¿BlockStatement
1439¿ExpressionStatement¿¿1716¿¿¿¿{"start":{"line":75,"column":53},"end":{"line":75,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿ExpressionStatement
1440¿AssignmentExpression¿=¿1716¿¿¿¿{"start":{"line":75,"column":53},"end":{"line":75,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿AssignmentExpression
1441¿Identifier¿¿1716¿v156¿¿¿¿¿Identifier
1442¿Literal¿string¿1716¿¿'stderr'¿¿{"start":{"line":75,"column":76},"end":{"line":75,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1443¿BlockStatement¿¿1716¿¿¿¿¿¿BlockStatement
1444¿VariableDeclarator¿¿1716¿v157¿¿¿{"start":{"line":75,"column":43},"end":{"line":75,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1445¿CallExpression¿¿1716¿¿¿¿{"start":{"line":75,"column":43},"end":{"line":75,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1446¿MemberExpression¿¿1716¿¿¿¿{"start":{"line":75,"column":43},"end":{"line":75,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1447¿Literal¿string¿1716¿¿''¿¿{"start":{"line":75,"column":43},"end":{"line":75,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1448¿Identifier¿¿1716¿concat¿¿¿{"start":{"line":75,"column":46},"end":{"line":75,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1449¿Identifier¿¿1716¿v156¿¿¿¿¿Identifier
1450¿Literal¿string¿1716¿¿': '¿¿{"start":{"line":75,"column":86},"end":{"line":75,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Literal
1451¿VariableDeclarator¿¿1716¿v158¿¿¿{"start":{"line":75,"column":99},"end":{"line":75,"column":114},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1452¿LogicalExpression¿||¿1716¿¿¿¿{"start":{"line":75,"column":99},"end":{"line":75,"column":114},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿LogicalExpression
1453¿Identifier¿¿1716¿error¿¿¿{"start":{"line":75,"column":99},"end":{"line":75,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1454¿Identifier¿¿1716¿stderr¿¿¿{"start":{"line":75,"column":108},"end":{"line":75,"column":114},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿Identifier
1455¿VariableDeclarator¿¿1716¿v159¿¿¿{"start":{"line":75,"column":43},"end":{"line":75,"column":115},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿VariableDeclarator
1456¿CallExpression¿¿1716¿¿¿¿{"start":{"line":75,"column":43},"end":{"line":75,"column":115},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿CallExpression
1457¿MemberExpression¿¿1716¿¿¿¿{"start":{"line":75,"column":43},"end":{"line":75,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/macfromip_1.1.1/macfromip.js"}¿¿MemberExpression
1458¿Identifier¿¿1716¿v157¿¿¿¿¿Identifier
