Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
3589¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":567,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Program
5723¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":446,"column":33},"end":{"line":446,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5724¿Identifier¿¿6442¿bowerrc¿¿¿{"start":{"line":446,"column":33},"end":{"line":446,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5725¿Identifier¿¿6442¿toString¿¿¿{"start":{"line":446,"column":41},"end":{"line":446,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5726¿VariableDeclarator¿¿6442¿v851¿¿¿{"start":{"line":446,"column":33},"end":{"line":446,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5727¿CallExpression¿¿6442¿¿¿¿{"start":{"line":446,"column":33},"end":{"line":446,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
5728¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":446,"column":33},"end":{"line":446,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5729¿Identifier¿¿6442¿v850¿¿¿¿¿Identifier
5730¿Identifier¿¿6442¿replace¿¿¿{"start":{"line":446,"column":52},"end":{"line":446,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5731¿Literal¿object¿6442¿¿/\/$/¿¿{"start":{"line":446,"column":60},"end":{"line":446,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5732¿Literal¿string¿6442¿¿''¿¿{"start":{"line":446,"column":67},"end":{"line":446,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5733¿VariableDeclarator¿¿6442¿v852¿¿¿{"start":{"line":446,"column":10},"end":{"line":446,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5734¿BinaryExpression¿+¿6442¿¿¿¿{"start":{"line":446,"column":10},"end":{"line":446,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
5735¿Literal¿string¿6442¿¿'| findstr /i /v \\'¿¿{"start":{"line":446,"column":10},"end":{"line":446,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5736¿Identifier¿¿6442¿v851¿¿¿¿¿Identifier
5737¿ExpressionStatement¿¿6442¿¿¿¿{"start":{"line":445,"column":8},"end":{"line":446,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
5738¿AssignmentExpression¿=¿6442¿¿¿¿{"start":{"line":445,"column":8},"end":{"line":446,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿AssignmentExpression
5739¿Identifier¿¿6442¿more_patterns¿¿¿{"start":{"line":445,"column":8},"end":{"line":445,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5740¿BinaryExpression¿+¿6442¿¿¿¿{"start":{"line":446,"column":10},"end":{"line":446,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
5741¿Identifier¿¿6442¿v852¿¿¿¿¿Identifier
5742¿Literal¿string¿6442¿¿'\\'¿¿{"start":{"line":446,"column":73},"end":{"line":446,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5743¿BlockStatement¿¿6442¿¿¿¿{"start":{"line":444,"column":13},"end":{"line":447,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BlockStatement
5744¿BlockStatement¿¿6442¿¿¿¿{"start":{"line":440,"column":17},"end":{"line":448,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BlockStatement
5745¿BlockStatement¿¿6442¿¿¿¿{"start":{"line":438,"column":15},"end":{"line":449,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BlockStatement
5746¿VariableDeclarator¿¿6442¿files¿¿¿{"start":{"line":451,"column":6},"end":{"line":451,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5747¿ArrayExpression¿¿6442¿¿¿¿{"start":{"line":451,"column":14},"end":{"line":451,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ArrayExpression
5748¿VariableDeclarator¿¿6442¿file¿¿¿{"start":{"line":452,"column":4},"end":{"line":452,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5749¿Literal¿object¿6442¿¿null¿¿{"start":{"line":452,"column":11},"end":{"line":452,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5750¿VariableDeclarator¿¿6442¿v853¿¿¿{"start":{"line":453,"column":6},"end":{"line":453,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5751¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":453,"column":6},"end":{"line":453,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5752¿Identifier¿¿6442¿args¿¿¿{"start":{"line":453,"column":6},"end":{"line":453,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5753¿Identifier¿¿6442¿options¿¿¿{"start":{"line":453,"column":11},"end":{"line":453,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5754¿VariableDeclarator¿¿6442¿v854¿¿¿{"start":{"line":453,"column":6},"end":{"line":453,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5755¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":453,"column":6},"end":{"line":453,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5756¿Identifier¿¿6442¿v853¿¿¿¿¿Identifier
5757¿Identifier¿¿6442¿pipe¿¿¿{"start":{"line":453,"column":19},"end":{"line":453,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5758¿IfStatement¿¿6442¿¿¿¿{"start":{"line":453,"column":2},"end":{"line":510,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿IfStatement
5759¿Identifier¿¿6442¿v854¿¿¿¿¿Identifier
5760¿VariableDeclarator¿¿6442¿v855¿¿¿{"start":{"line":455,"column":33},"end":{"line":455,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5761¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":455,"column":33},"end":{"line":455,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5762¿Identifier¿¿6442¿args¿¿¿{"start":{"line":455,"column":33},"end":{"line":455,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5763¿Identifier¿¿6442¿options¿¿¿{"start":{"line":455,"column":38},"end":{"line":455,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5764¿VariableDeclarator¿¿6442¿v856¿¿¿{"start":{"line":455,"column":33},"end":{"line":455,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5765¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":455,"column":33},"end":{"line":455,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5766¿Identifier¿¿6442¿v855¿¿¿¿¿Identifier
5767¿Identifier¿¿6442¿pipe¿¿¿{"start":{"line":455,"column":46},"end":{"line":455,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5768¿VariableDeclarator¿¿6442¿v857¿¿¿{"start":{"line":455,"column":33},"end":{"line":455,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5769¿CallExpression¿¿6442¿¿¿¿{"start":{"line":455,"column":33},"end":{"line":455,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
5770¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":455,"column":33},"end":{"line":455,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5771¿Identifier¿¿6442¿v856¿¿¿¿¿Identifier
5772¿Identifier¿¿6442¿join¿¿¿{"start":{"line":455,"column":51},"end":{"line":455,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5773¿Literal¿string¿6442¿¿''¿¿{"start":{"line":455,"column":56},"end":{"line":455,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5774¿VariableDeclarator¿¿6442¿v858¿¿¿{"start":{"line":455,"column":14},"end":{"line":455,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5775¿BinaryExpression¿+¿6442¿¿¿¿{"start":{"line":455,"column":14},"end":{"line":455,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
5776¿Literal¿string¿6442¿¿'# path=piped\n'¿¿{"start":{"line":455,"column":14},"end":{"line":455,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5777¿Identifier¿¿6442¿v857¿¿¿¿¿Identifier
5778¿ExpressionStatement¿¿6442¿¿¿¿{"start":{"line":455,"column":4},"end":{"line":455,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
5779¿AssignmentExpression¿+=¿6442¿¿¿¿{"start":{"line":455,"column":4},"end":{"line":455,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿AssignmentExpression
5780¿Identifier¿¿6442¿upload¿¿¿{"start":{"line":455,"column":4},"end":{"line":455,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5781¿BinaryExpression¿+¿6442¿¿¿¿{"start":{"line":455,"column":14},"end":{"line":455,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
5782¿Identifier¿¿6442¿v858¿¿¿¿¿Identifier
5783¿Literal¿string¿6442¿¿'\n<<<<<< EOF\n'¿¿{"start":{"line":455,"column":62},"end":{"line":455,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5784¿VariableDeclarator¿¿6442¿v859¿¿¿{"start":{"line":456,"column":4},"end":{"line":456,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5785¿CallExpression¿¿6442¿¿¿¿{"start":{"line":456,"column":4},"end":{"line":456,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
5786¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":456,"column":4},"end":{"line":456,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5787¿Identifier¿¿6442¿console¿¿¿{"start":{"line":456,"column":4},"end":{"line":456,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5788¿Identifier¿¿6442¿log¿¿¿{"start":{"line":456,"column":12},"end":{"line":456,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5789¿Literal¿string¿6442¿¿'==> Reading report from stdin'¿¿{"start":{"line":456,"column":16},"end":{"line":456,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5790¿ExpressionStatement¿¿6442¿¿¿¿{"start":{"line":456,"column":4},"end":{"line":456,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
5791¿Identifier¿¿6442¿v859¿¿¿¿¿Identifier
5792¿BlockStatement¿¿6442¿¿¿¿{"start":{"line":453,"column":25},"end":{"line":457,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BlockStatement
5793¿VariableDeclarator¿¿6442¿v860¿¿¿{"start":{"line":457,"column":13},"end":{"line":457,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5794¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":457,"column":13},"end":{"line":457,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5795¿Identifier¿¿6442¿args¿¿¿{"start":{"line":457,"column":13},"end":{"line":457,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5796¿Identifier¿¿6442¿options¿¿¿{"start":{"line":457,"column":18},"end":{"line":457,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5797¿VariableDeclarator¿¿6442¿v861¿¿¿{"start":{"line":457,"column":13},"end":{"line":457,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5798¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":457,"column":13},"end":{"line":457,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5799¿Identifier¿¿6442¿v860¿¿¿¿¿Identifier
5800¿Identifier¿¿6442¿file¿¿¿{"start":{"line":457,"column":26},"end":{"line":457,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5801¿IfStatement¿¿6442¿¿¿¿{"start":{"line":457,"column":9},"end":{"line":510,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿IfStatement
5802¿Identifier¿¿6442¿v861¿¿¿¿¿Identifier
5803¿VariableDeclarator¿¿6442¿v862¿¿¿{"start":{"line":459,"column":11},"end":{"line":459,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5804¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":459,"column":11},"end":{"line":459,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5805¿Identifier¿¿6442¿args¿¿¿{"start":{"line":459,"column":11},"end":{"line":459,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5806¿Identifier¿¿6442¿options¿¿¿{"start":{"line":459,"column":16},"end":{"line":459,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5807¿ExpressionStatement¿¿6442¿¿¿¿{"start":{"line":459,"column":4},"end":{"line":459,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
5808¿AssignmentExpression¿=¿6442¿¿¿¿{"start":{"line":459,"column":4},"end":{"line":459,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿AssignmentExpression
5809¿Identifier¿¿6442¿file¿¿¿{"start":{"line":459,"column":4},"end":{"line":459,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5810¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":459,"column":11},"end":{"line":459,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5811¿Identifier¿¿6442¿v862¿¿¿¿¿Identifier
5812¿Identifier¿¿6442¿file¿¿¿{"start":{"line":459,"column":24},"end":{"line":459,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5813¿VariableDeclarator¿¿6442¿v863¿¿¿{"start":{"line":460,"column":4},"end":{"line":460,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5814¿CallExpression¿¿6442¿¿¿¿{"start":{"line":460,"column":4},"end":{"line":460,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
5815¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":460,"column":4},"end":{"line":460,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5816¿Identifier¿¿6442¿console¿¿¿{"start":{"line":460,"column":4},"end":{"line":460,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5817¿Identifier¿¿6442¿log¿¿¿{"start":{"line":460,"column":12},"end":{"line":460,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5818¿Literal¿string¿6442¿¿'==> Targeting specific file'¿¿{"start":{"line":460,"column":16},"end":{"line":460,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5819¿ExpressionStatement¿¿6442¿¿¿¿{"start":{"line":460,"column":4},"end":{"line":460,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿ExpressionStatement
5820¿Identifier¿¿6442¿v863¿¿¿¿¿Identifier
5821¿TryStatement¿¿6442¿¿¿¿{"start":{"line":461,"column":4},"end":{"line":473,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿TryStatement
5822¿VariableDeclarator¿¿6442¿v864¿¿¿{"start":{"line":463,"column":8},"end":{"line":464,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5823¿BinaryExpression¿+¿6442¿¿¿¿{"start":{"line":463,"column":8},"end":{"line":464,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
5824¿Literal¿string¿6442¿¿'# path='¿¿{"start":{"line":463,"column":8},"end":{"line":463,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5825¿Identifier¿¿6442¿file¿¿¿{"start":{"line":464,"column":8},"end":{"line":464,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5826¿VariableDeclarator¿¿6442¿v865¿¿¿{"start":{"line":463,"column":8},"end":{"line":465,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5827¿BinaryExpression¿+¿6442¿¿¿¿{"start":{"line":463,"column":8},"end":{"line":465,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿BinaryExpression
5828¿Identifier¿¿6442¿v864¿¿¿¿¿Identifier
5829¿Literal¿string¿6442¿¿'\n'¿¿{"start":{"line":465,"column":8},"end":{"line":465,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5830¿VariableDeclarator¿¿6442¿v866¿¿¿{"start":{"line":466,"column":8},"end":{"line":466,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5831¿CallExpression¿¿6442¿¿¿¿{"start":{"line":466,"column":8},"end":{"line":466,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
5832¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":466,"column":8},"end":{"line":466,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5833¿Identifier¿¿6442¿fs¿¿¿{"start":{"line":466,"column":8},"end":{"line":466,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5834¿Identifier¿¿6442¿readFileSync¿¿¿{"start":{"line":466,"column":11},"end":{"line":466,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5835¿Identifier¿¿6442¿file¿¿¿{"start":{"line":466,"column":24},"end":{"line":466,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
5836¿Literal¿string¿6442¿¿'utf8'¿¿{"start":{"line":466,"column":30},"end":{"line":466,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Literal
5837¿VariableDeclarator¿¿6442¿v867¿¿¿{"start":{"line":466,"column":8},"end":{"line":466,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿VariableDeclarator
5838¿CallExpression¿¿6442¿¿¿¿{"start":{"line":466,"column":8},"end":{"line":466,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿CallExpression
5839¿MemberExpression¿¿6442¿¿¿¿{"start":{"line":466,"column":8},"end":{"line":466,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿MemberExpression
5840¿Identifier¿¿6442¿v866¿¿¿¿¿Identifier
5841¿Identifier¿¿6442¿toString¿¿¿{"start":{"line":466,"column":38},"end":{"line":466,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/codecov_3.6.4/codecov.js"}¿¿Identifier
