Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
871¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":149,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Program
1212¿Identifier¿¿1523¿log¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1213¿Identifier¿¿1523¿v110¿¿¿¿¿Identifier
1214¿ExpressionStatement¿¿1523¿¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1215¿Identifier¿¿1523¿v111¿¿¿¿¿Identifier
1216¿VariableDeclarator¿¿1523¿v112¿¿¿{"start":{"line":75,"column":31},"end":{"line":75,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1217¿ObjectExpression¿¿1523¿¿¿¿{"start":{"line":75,"column":31},"end":{"line":75,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ObjectExpression
1218¿Property¿¿1523¿¿¿¿{"start":{"line":75,"column":33},"end":{"line":75,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Property
1219¿Literal¿string¿1523¿¿'Content-Type'¿¿{"start":{"line":75,"column":33},"end":{"line":75,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1220¿Identifier¿¿1523¿ct¿¿¿{"start":{"line":75,"column":49},"end":{"line":75,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1221¿VariableDeclarator¿¿1523¿v113¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1222¿CallExpression¿¿1523¿¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1223¿MemberExpression¿¿1523¿¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1224¿Identifier¿¿1523¿res¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1225¿Identifier¿¿1523¿writeHead¿¿¿{"start":{"line":75,"column":16},"end":{"line":75,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1226¿Literal¿number¿1523¿¿200¿¿{"start":{"line":75,"column":26},"end":{"line":75,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1227¿Identifier¿¿1523¿v112¿¿¿¿¿Identifier
1228¿ExpressionStatement¿¿1523¿¿¿¿{"start":{"line":75,"column":12},"end":{"line":75,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1229¿Identifier¿¿1523¿v113¿¿¿¿¿Identifier
1230¿BlockStatement¿¿1523¿¿¿¿{"start":{"line":71,"column":36},"end":{"line":77,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1231¿VariableDeclarator¿¿1523¿v114¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1232¿CallExpression¿¿1523¿¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1233¿Identifier¿¿1523¿log¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1234¿Literal¿string¿1523¿¿'Route %s, replacing with index.html'¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1235¿Identifier¿¿1523¿safeFullFilename¿¿¿{"start":{"line":78,"column":55},"end":{"line":78,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1236¿ExpressionStatement¿¿1523¿¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1237¿Identifier¿¿1523¿v114¿¿¿¿¿Identifier
1238¿ExpressionStatement¿¿1523¿¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1239¿AssignmentExpression¿=¿1523¿¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿AssignmentExpression
1240¿Identifier¿¿1523¿fileBuffer¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1241¿CallExpression¿¿1523¿¿¿¿{"start":{"line":79,"column":25},"end":{"line":79,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1242¿Identifier¿¿1523¿returnDistFile¿¿¿{"start":{"line":79,"column":25},"end":{"line":79,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1243¿VariableDeclarator¿¿1523¿v115¿¿¿{"start":{"line":80,"column":31},"end":{"line":80,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1244¿ObjectExpression¿¿1523¿¿¿¿{"start":{"line":80,"column":31},"end":{"line":80,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ObjectExpression
1245¿Property¿¿1523¿¿¿¿{"start":{"line":80,"column":33},"end":{"line":80,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Property
1246¿Literal¿string¿1523¿¿'Content-Type'¿¿{"start":{"line":80,"column":33},"end":{"line":80,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1247¿Literal¿string¿1523¿¿'text/html'¿¿{"start":{"line":80,"column":49},"end":{"line":80,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1248¿VariableDeclarator¿¿1523¿v116¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1249¿CallExpression¿¿1523¿¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1250¿MemberExpression¿¿1523¿¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1251¿Identifier¿¿1523¿res¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1252¿Identifier¿¿1523¿writeHead¿¿¿{"start":{"line":80,"column":16},"end":{"line":80,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1253¿Literal¿number¿1523¿¿200¿¿{"start":{"line":80,"column":26},"end":{"line":80,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1254¿Identifier¿¿1523¿v115¿¿¿¿¿Identifier
1255¿ExpressionStatement¿¿1523¿¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1256¿Identifier¿¿1523¿v116¿¿¿¿¿Identifier
1257¿BlockStatement¿¿1523¿¿¿¿{"start":{"line":77,"column":15},"end":{"line":81,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1258¿VariableDeclarator¿¿1523¿v117¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1259¿CallExpression¿¿1523¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1260¿MemberExpression¿¿1523¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1261¿Identifier¿¿1523¿res¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1262¿Identifier¿¿1523¿write¿¿¿{"start":{"line":83,"column":12},"end":{"line":83,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1263¿Identifier¿¿1523¿fileBuffer¿¿¿{"start":{"line":83,"column":18},"end":{"line":83,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1264¿ExpressionStatement¿¿1523¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1265¿Identifier¿¿1523¿v117¿¿¿¿¿Identifier
1266¿VariableDeclarator¿¿1523¿v118¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1267¿CallExpression¿¿1523¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1268¿MemberExpression¿¿1523¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1269¿Identifier¿¿1523¿res¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1270¿Identifier¿¿1523¿end¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1271¿ExpressionStatement¿¿1523¿¿¿¿{"start":{"line":84,"column":8},"end":{"line":84,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1272¿Identifier¿¿1523¿v118¿¿¿¿¿Identifier
1273¿BlockStatement¿¿1523¿¿¿¿{"start":{"line":69,"column":51},"end":{"line":85,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1274¿VariableDeclarator¿¿1519¿v120¿¿¿{"start":{"line":69,"column":4},"end":{"line":85,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1275¿CallExpression¿¿1519¿¿¿¿{"start":{"line":69,"column":4},"end":{"line":85,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1276¿MemberExpression¿¿1519¿¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1277¿Identifier¿¿1519¿fs¿¿¿{"start":{"line":69,"column":4},"end":{"line":69,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1278¿Identifier¿¿1519¿stat¿¿¿{"start":{"line":69,"column":7},"end":{"line":69,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1279¿Identifier¿¿1519¿safeFullFilename¿¿¿{"start":{"line":69,"column":12},"end":{"line":69,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1280¿Identifier¿¿1519¿v119¿¿¿¿¿Identifier
1281¿ExpressionStatement¿¿1519¿¿¿¿{"start":{"line":69,"column":4},"end":{"line":85,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ExpressionStatement
1282¿Identifier¿¿1519¿v120¿¿¿¿¿Identifier
1283¿BlockStatement¿¿1519¿¿¿¿{"start":{"line":45,"column":35},"end":{"line":86,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1284¿VariableDeclarator¿¿1510¿getPort¿¿¿{"start":{"line":88,"column":0},"end":{"line":99,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1285¿FunctionExpression¿¿1510¿anon¿¿¿{"start":{"line":88,"column":0},"end":{"line":99,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿FunctionExpression
1286¿VariableDeclarator¿¿1526¿v121¿¿¿{"start":{"line":89,"column":8},"end":{"line":89,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1287¿MemberExpression¿¿1526¿¿¿¿{"start":{"line":89,"column":8},"end":{"line":89,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1288¿Identifier¿¿1526¿argv¿¿¿{"start":{"line":89,"column":8},"end":{"line":89,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1289¿Identifier¿¿1526¿p¿¿¿{"start":{"line":89,"column":13},"end":{"line":89,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1290¿IfStatement¿¿1526¿¿¿¿{"start":{"line":89,"column":4},"end":{"line":98,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿IfStatement
1291¿Identifier¿¿1526¿v121¿¿¿¿¿Identifier
1292¿VariableDeclarator¿¿1526¿v122¿¿¿{"start":{"line":90,"column":31},"end":{"line":90,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1293¿MemberExpression¿¿1526¿¿¿¿{"start":{"line":90,"column":31},"end":{"line":90,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿MemberExpression
1294¿Identifier¿¿1526¿argv¿¿¿{"start":{"line":90,"column":31},"end":{"line":90,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1295¿Identifier¿¿1526¿p¿¿¿{"start":{"line":90,"column":36},"end":{"line":90,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1296¿VariableDeclarator¿¿1526¿portNum¿¿¿{"start":{"line":90,"column":12},"end":{"line":90,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1297¿CallExpression¿¿1526¿¿¿¿{"start":{"line":90,"column":22},"end":{"line":90,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1298¿Identifier¿¿1526¿parseInt¿¿¿{"start":{"line":90,"column":22},"end":{"line":90,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1299¿Identifier¿¿1526¿v122¿¿¿¿¿Identifier
1300¿VariableDeclarator¿¿1526¿v123¿¿¿{"start":{"line":91,"column":13},"end":{"line":91,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1301¿CallExpression¿¿1526¿¿¿¿{"start":{"line":91,"column":13},"end":{"line":91,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿CallExpression
1302¿Identifier¿¿1526¿isNaN¿¿¿{"start":{"line":91,"column":13},"end":{"line":91,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1303¿Identifier¿¿1526¿portNum¿¿¿{"start":{"line":91,"column":19},"end":{"line":91,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1304¿VariableDeclarator¿¿1526¿v124¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1305¿UnaryExpression¿!¿1526¿¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿UnaryExpression
1306¿Identifier¿¿1526¿v123¿¿¿¿¿Identifier
1307¿IfStatement¿¿1526¿¿¿¿{"start":{"line":91,"column":8},"end":{"line":95,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿IfStatement
1308¿Identifier¿¿1526¿v124¿¿¿¿¿Identifier
1309¿ReturnStatement¿¿1526¿¿¿¿{"start":{"line":92,"column":12},"end":{"line":92,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ReturnStatement
1310¿Identifier¿¿1526¿portNum¿¿¿{"start":{"line":92,"column":19},"end":{"line":92,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1311¿BlockStatement¿¿1526¿¿¿¿{"start":{"line":91,"column":29},"end":{"line":93,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1312¿VariableDeclarator¿¿1526¿v125¿¿¿{"start":{"line":94,"column":18},"end":{"line":94,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1313¿NewExpression¿¿1526¿¿¿¿{"start":{"line":94,"column":18},"end":{"line":94,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿NewExpression
1314¿Identifier¿¿1526¿Exception¿¿¿{"start":{"line":94,"column":22},"end":{"line":94,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Identifier
1315¿Literal¿string¿1526¿¿'Provided port number is not a number!'¿¿{"start":{"line":94,"column":32},"end":{"line":94,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1316¿ThrowStatement¿¿1526¿¿¿¿{"start":{"line":94,"column":12},"end":{"line":94,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ThrowStatement
1317¿Identifier¿¿1526¿v125¿¿¿¿¿Identifier
1318¿BlockStatement¿¿1526¿¿¿¿{"start":{"line":93,"column":15},"end":{"line":95,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1319¿BlockStatement¿¿1526¿¿¿¿{"start":{"line":89,"column":16},"end":{"line":96,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1320¿ReturnStatement¿¿1526¿¿¿¿{"start":{"line":97,"column":8},"end":{"line":97,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿ReturnStatement
1321¿Literal¿number¿1526¿¿8080¿¿{"start":{"line":97,"column":15},"end":{"line":97,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿Literal
1322¿BlockStatement¿¿1526¿¿¿¿{"start":{"line":96,"column":11},"end":{"line":98,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1323¿BlockStatement¿¿1526¿¿¿¿{"start":{"line":88,"column":19},"end":{"line":99,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿BlockStatement
1324¿VariableDeclarator¿¿1510¿returnDistFile¿¿¿{"start":{"line":101,"column":0},"end":{"line":131,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
1325¿FunctionExpression¿¿1510¿anon¿¿¿{"start":{"line":101,"column":0},"end":{"line":131,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿FunctionExpression
1326¿AssignmentPattern¿¿0¿¿¿¿{"start":{"line":101,"column":24},"end":{"line":101,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿AssignmentPattern
1327¿VariableDeclarator¿¿1530¿distPath¿¿¿{"start":{"line":102,"column":8},"end":{"line":102,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/angular-http-server_1.0.0/angular-http-server.js"}¿¿VariableDeclarator
