Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1720¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":183,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Program
2783¿AssignmentExpression¿=¿3072¿¿¿¿{"start":{"line":156,"column":6},"end":{"line":156,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2784¿Identifier¿¿3072¿stdout¿¿¿{"start":{"line":156,"column":6},"end":{"line":156,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2785¿CallExpression¿¿3072¿¿¿¿{"start":{"line":156,"column":15},"end":{"line":156,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2786¿MemberExpression¿¿3072¿¿¿¿{"start":{"line":156,"column":15},"end":{"line":156,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2787¿Identifier¿¿3072¿v320¿¿¿¿¿Identifier
2788¿Identifier¿¿3072¿split¿¿¿{"start":{"line":156,"column":62},"end":{"line":156,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2789¿Literal¿string¿3072¿¿' '¿¿{"start":{"line":156,"column":68},"end":{"line":156,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2790¿VariableDeclarator¿¿3072¿v321¿¿¿{"start":{"line":159,"column":35},"end":{"line":159,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2791¿MemberExpression¿computed¿3072¿¿¿¿{"start":{"line":159,"column":35},"end":{"line":159,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2792¿Identifier¿¿3072¿stdout¿¿¿{"start":{"line":159,"column":35},"end":{"line":159,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2793¿Literal¿number¿3072¿¿0¿¿{"start":{"line":159,"column":42},"end":{"line":159,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2794¿VariableDeclarator¿¿3072¿v322¿¿¿{"start":{"line":159,"column":24},"end":{"line":159,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2795¿CallExpression¿¿3072¿¿¿¿{"start":{"line":159,"column":24},"end":{"line":159,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2796¿Identifier¿¿3072¿parseFloat¿¿¿{"start":{"line":159,"column":24},"end":{"line":159,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2797¿Identifier¿¿3072¿v321¿¿¿¿¿Identifier
2798¿VariableDeclarator¿¿3072¿v323¿¿¿{"start":{"line":160,"column":33},"end":{"line":160,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2799¿MemberExpression¿computed¿3072¿¿¿¿{"start":{"line":160,"column":33},"end":{"line":160,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2800¿Identifier¿¿3072¿stdout¿¿¿{"start":{"line":160,"column":33},"end":{"line":160,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2801¿Literal¿number¿3072¿¿1¿¿{"start":{"line":160,"column":40},"end":{"line":160,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2802¿VariableDeclarator¿¿3072¿v324¿¿¿{"start":{"line":160,"column":22},"end":{"line":160,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2803¿CallExpression¿¿3072¿¿¿¿{"start":{"line":160,"column":22},"end":{"line":160,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2804¿Identifier¿¿3072¿parseFloat¿¿¿{"start":{"line":160,"column":22},"end":{"line":160,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2805¿Identifier¿¿3072¿v323¿¿¿¿¿Identifier
2806¿VariableDeclarator¿¿3072¿stats¿¿¿{"start":{"line":158,"column":10},"end":{"line":161,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2807¿ObjectExpression¿¿3072¿¿¿¿¿¿ObjectExpression
2808¿ExpressionStatement¿¿3072¿¿¿¿{"start":{"line":158,"column":10},"end":{"line":161,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2809¿AssignmentExpression¿=¿3072¿¿¿¿{"start":{"line":158,"column":10},"end":{"line":161,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2810¿MemberExpression¿¿3072¿¿¿¿{"start":{"line":158,"column":10},"end":{"line":161,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2811¿Identifier¿¿3072¿stats¿¿¿{"start":{"line":158,"column":10},"end":{"line":158,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2812¿Identifier¿¿3072¿kernelmodetime¿¿¿{"start":{"line":159,"column":8},"end":{"line":159,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2813¿Identifier¿¿3072¿v322¿¿¿¿¿Identifier
2814¿ExpressionStatement¿¿3072¿¿¿¿{"start":{"line":158,"column":10},"end":{"line":161,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2815¿AssignmentExpression¿=¿3072¿¿¿¿{"start":{"line":158,"column":10},"end":{"line":161,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2816¿MemberExpression¿¿3072¿¿¿¿{"start":{"line":158,"column":10},"end":{"line":161,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2817¿Identifier¿¿3072¿stats¿¿¿{"start":{"line":158,"column":10},"end":{"line":158,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2818¿Identifier¿¿3072¿usermodetime¿¿¿{"start":{"line":160,"column":8},"end":{"line":160,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2819¿Identifier¿¿3072¿v324¿¿¿¿¿Identifier
2820¿VariableDeclarator¿¿3072¿v325¿¿¿{"start":{"line":163,"column":38},"end":{"line":163,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2821¿MemberExpression¿computed¿3072¿¿¿¿{"start":{"line":163,"column":38},"end":{"line":163,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2822¿Identifier¿¿3072¿stdout¿¿¿{"start":{"line":163,"column":38},"end":{"line":163,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2823¿Literal¿number¿3072¿¿2¿¿{"start":{"line":163,"column":45},"end":{"line":163,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2824¿VariableDeclarator¿¿3072¿workingsetsize¿¿¿{"start":{"line":163,"column":10},"end":{"line":163,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2825¿CallExpression¿¿3072¿¿¿¿{"start":{"line":163,"column":27},"end":{"line":163,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2826¿Identifier¿¿3072¿parseFloat¿¿¿{"start":{"line":163,"column":27},"end":{"line":163,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2827¿Identifier¿¿3072¿v325¿¿¿¿¿Identifier
2828¿VariableDeclarator¿¿3072¿v326¿¿¿{"start":{"line":166,"column":18},"end":{"line":166,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2829¿MemberExpression¿¿3072¿¿¿¿{"start":{"line":166,"column":18},"end":{"line":166,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2830¿Identifier¿¿3072¿stats¿¿¿{"start":{"line":166,"column":18},"end":{"line":166,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2831¿Identifier¿¿3072¿kernelmodetime¿¿¿{"start":{"line":166,"column":24},"end":{"line":166,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2832¿VariableDeclarator¿¿3072¿v327¿¿¿{"start":{"line":166,"column":42},"end":{"line":166,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2833¿MemberExpression¿¿3072¿¿¿¿{"start":{"line":166,"column":42},"end":{"line":166,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2834¿Identifier¿¿3072¿history¿¿¿{"start":{"line":166,"column":42},"end":{"line":166,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2835¿Identifier¿¿3072¿kernelmodetime¿¿¿{"start":{"line":166,"column":50},"end":{"line":166,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2836¿VariableDeclarator¿¿3072¿v328¿¿¿{"start":{"line":166,"column":42},"end":{"line":166,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2837¿LogicalExpression¿||¿3072¿¿¿¿{"start":{"line":166,"column":42},"end":{"line":166,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿LogicalExpression
2838¿Identifier¿¿3072¿v327¿¿¿¿¿Identifier
2839¿Literal¿number¿3072¿¿0¿¿{"start":{"line":166,"column":68},"end":{"line":166,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2840¿VariableDeclarator¿¿3072¿v329¿¿¿{"start":{"line":166,"column":18},"end":{"line":166,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2841¿BinaryExpression¿-¿3072¿¿¿¿{"start":{"line":166,"column":18},"end":{"line":166,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2842¿Identifier¿¿3072¿v326¿¿¿¿¿Identifier
2843¿Identifier¿¿3072¿v328¿¿¿¿¿Identifier
2844¿VariableDeclarator¿¿3072¿v330¿¿¿{"start":{"line":166,"column":73},"end":{"line":166,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2845¿MemberExpression¿¿3072¿¿¿¿{"start":{"line":166,"column":73},"end":{"line":166,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2846¿Identifier¿¿3072¿stats¿¿¿{"start":{"line":166,"column":73},"end":{"line":166,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2847¿Identifier¿¿3072¿usermodetime¿¿¿{"start":{"line":166,"column":79},"end":{"line":166,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2848¿VariableDeclarator¿¿3072¿v331¿¿¿{"start":{"line":166,"column":18},"end":{"line":166,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2849¿BinaryExpression¿+¿3072¿¿¿¿{"start":{"line":166,"column":18},"end":{"line":166,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2850¿Identifier¿¿3072¿v329¿¿¿¿¿Identifier
2851¿Identifier¿¿3072¿v330¿¿¿¿¿Identifier
2852¿VariableDeclarator¿¿3072¿v332¿¿¿{"start":{"line":166,"column":95},"end":{"line":166,"column":115},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2853¿MemberExpression¿¿3072¿¿¿¿{"start":{"line":166,"column":95},"end":{"line":166,"column":115},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2854¿Identifier¿¿3072¿history¿¿¿{"start":{"line":166,"column":95},"end":{"line":166,"column":102},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2855¿Identifier¿¿3072¿usermodetime¿¿¿{"start":{"line":166,"column":103},"end":{"line":166,"column":115},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2856¿VariableDeclarator¿¿3072¿v333¿¿¿{"start":{"line":166,"column":95},"end":{"line":166,"column":120},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2857¿LogicalExpression¿||¿3072¿¿¿¿{"start":{"line":166,"column":95},"end":{"line":166,"column":120},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿LogicalExpression
2858¿Identifier¿¿3072¿v332¿¿¿¿¿Identifier
2859¿Literal¿number¿3072¿¿0¿¿{"start":{"line":166,"column":119},"end":{"line":166,"column":120},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2860¿VariableDeclarator¿¿3072¿total¿¿¿{"start":{"line":166,"column":10},"end":{"line":166,"column":121},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2861¿BinaryExpression¿-¿3072¿¿¿¿{"start":{"line":166,"column":18},"end":{"line":166,"column":121},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2862¿Identifier¿¿3072¿v331¿¿¿¿¿Identifier
2863¿Identifier¿¿3072¿v333¿¿¿¿¿Identifier
2864¿ExpressionStatement¿¿3072¿¿¿¿{"start":{"line":167,"column":6},"end":{"line":167,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2865¿AssignmentExpression¿=¿3072¿¿¿¿{"start":{"line":167,"column":6},"end":{"line":167,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2866¿Identifier¿¿3072¿total¿¿¿{"start":{"line":167,"column":6},"end":{"line":167,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2867¿BinaryExpression¿/¿3072¿¿¿¿{"start":{"line":167,"column":14},"end":{"line":167,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2868¿Identifier¿¿3072¿total¿¿¿{"start":{"line":167,"column":14},"end":{"line":167,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2869¿Literal¿number¿3072¿¿10000000¿¿{"start":{"line":167,"column":22},"end":{"line":167,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2870¿VariableDeclarator¿¿3072¿seconds¿¿¿{"start":{"line":170,"column":10},"end":{"line":170,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2871¿VariableDeclarator¿¿3072¿v334¿¿¿{"start":{"line":170,"column":20},"end":{"line":170,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2872¿MemberExpression¿¿3072¿¿¿¿{"start":{"line":170,"column":20},"end":{"line":170,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2873¿Identifier¿¿3072¿history¿¿¿{"start":{"line":170,"column":20},"end":{"line":170,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2874¿Identifier¿¿3072¿uptime¿¿¿{"start":{"line":170,"column":28},"end":{"line":170,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2875¿VariableDeclarator¿¿3072¿v335¿¿¿{"start":{"line":170,"column":20},"end":{"line":170,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2876¿BinaryExpression¿!==¿3072¿¿¿¿{"start":{"line":170,"column":20},"end":{"line":170,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2877¿Identifier¿¿3072¿v334¿¿¿¿¿Identifier
2878¿Identifier¿¿3072¿undefined¿¿¿{"start":{"line":170,"column":39},"end":{"line":170,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2879¿VariableDeclarator¿¿3072¿v336¿¿¿{"start":{"line":170,"column":60},"end":{"line":170,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2880¿MemberExpression¿¿3072¿¿¿¿{"start":{"line":170,"column":60},"end":{"line":170,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2881¿Identifier¿¿3072¿history¿¿¿{"start":{"line":170,"column":60},"end":{"line":170,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2882¿Identifier¿¿3072¿uptime¿¿¿{"start":{"line":170,"column":68},"end":{"line":170,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2883¿VariableDeclarator¿¿3072¿v337¿¿¿{"start":{"line":170,"column":51},"end":{"line":170,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿VariableDeclarator
2884¿BinaryExpression¿-¿3072¿¿¿¿{"start":{"line":170,"column":51},"end":{"line":170,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿BinaryExpression
2885¿Identifier¿¿3072¿uptime¿¿¿{"start":{"line":170,"column":51},"end":{"line":170,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2886¿Identifier¿¿3072¿v336¿¿¿¿¿Identifier
2887¿IfStatement¿¿3072¿¿¿¿{"start":{"line":170,"column":20},"end":{"line":170,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿IfStatement
2888¿Identifier¿¿3072¿v335¿¿¿¿¿Identifier
2889¿ExpressionStatement¿¿3072¿¿¿¿{"start":{"line":170,"column":20},"end":{"line":170,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2890¿AssignmentExpression¿=¿3072¿¿¿¿{"start":{"line":170,"column":20},"end":{"line":170,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2891¿Identifier¿¿3072¿seconds¿¿¿{"start":{"line":170,"column":20},"end":{"line":170,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2892¿Identifier¿¿3072¿v337¿¿¿¿¿Identifier
2893¿BlockStatement¿¿3072¿¿¿¿¿¿BlockStatement
2894¿ExpressionStatement¿¿3072¿¿¿¿{"start":{"line":170,"column":20},"end":{"line":170,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2895¿AssignmentExpression¿=¿3072¿¿¿¿{"start":{"line":170,"column":20},"end":{"line":170,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2896¿Identifier¿¿3072¿seconds¿¿¿{"start":{"line":170,"column":20},"end":{"line":170,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2897¿Literal¿number¿3072¿¿0¿¿{"start":{"line":170,"column":77},"end":{"line":170,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Literal
2898¿BlockStatement¿¿3072¿¿¿¿¿¿BlockStatement
2899¿ExpressionStatement¿¿3072¿¿¿¿{"start":{"line":171,"column":6},"end":{"line":171,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿ExpressionStatement
2900¿AssignmentExpression¿=¿3072¿¿¿¿{"start":{"line":171,"column":6},"end":{"line":171,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿AssignmentExpression
2901¿Identifier¿¿3072¿seconds¿¿¿{"start":{"line":171,"column":6},"end":{"line":171,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2902¿CallExpression¿¿3072¿¿¿¿{"start":{"line":171,"column":16},"end":{"line":171,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿CallExpression
2903¿MemberExpression¿¿3072¿¿¿¿{"start":{"line":171,"column":16},"end":{"line":171,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿MemberExpression
2904¿Identifier¿¿3072¿Math¿¿¿{"start":{"line":171,"column":16},"end":{"line":171,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
2905¿Identifier¿¿3072¿abs¿¿¿{"start":{"line":171,"column":21},"end":{"line":171,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/secbench/pidusage_1.0.0/stats.js"}¿¿Identifier
