Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1594¿Program¿¿-1¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":225,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Program
2566¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":201,"column":2},"end":{"line":201,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2567¿Identifier¿¿2817¿v325¿¿¿¿¿Identifier
2568¿Identifier¿¿2817¿write¿¿¿{"start":{"line":201,"column":16},"end":{"line":201,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2569¿Literal¿string¿2817¿¿'plot'¿¿{"start":{"line":201,"column":22},"end":{"line":201,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
2570¿ExpressionStatement¿¿2817¿¿¿¿{"start":{"line":201,"column":2},"end":{"line":201,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ExpressionStatement
2571¿Identifier¿¿2817¿v326¿¿¿¿¿Identifier
2572¿AssignmentExpression¿=¿2817¿¿¿¿{"start":{"line":202,"column":7},"end":{"line":202,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿AssignmentExpression
2573¿Identifier¿¿2817¿i¿¿¿{"start":{"line":202,"column":7},"end":{"line":202,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2574¿Literal¿number¿2817¿¿1¿¿{"start":{"line":202,"column":11},"end":{"line":202,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
2575¿VariableDeclarator¿¿2817¿v327¿¿¿{"start":{"line":202,"column":19},"end":{"line":202,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2576¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":202,"column":19},"end":{"line":202,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2577¿Identifier¿¿2817¿series¿¿¿{"start":{"line":202,"column":19},"end":{"line":202,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2578¿Identifier¿¿2817¿length¿¿¿{"start":{"line":202,"column":26},"end":{"line":202,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2579¿VariableDeclarator¿¿2817¿v328¿¿¿{"start":{"line":202,"column":14},"end":{"line":202,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2580¿BinaryExpression¿<=¿2817¿¿¿¿{"start":{"line":202,"column":14},"end":{"line":202,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BinaryExpression
2581¿Identifier¿¿2817¿i¿¿¿{"start":{"line":202,"column":14},"end":{"line":202,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2582¿Identifier¿¿2817¿v327¿¿¿¿¿Identifier
2583¿WhileStatement¿¿2817¿¿¿¿{"start":{"line":202,"column":2},"end":{"line":208,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿WhileStatement
2584¿Identifier¿¿2817¿v328¿¿¿¿¿Identifier
2585¿VariableDeclarator¿¿2817¿v329¿¿¿{"start":{"line":204,"column":4},"end":{"line":204,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2586¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":204,"column":4},"end":{"line":204,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2587¿Identifier¿¿2817¿gnuplot¿¿¿{"start":{"line":204,"column":4},"end":{"line":204,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2588¿Identifier¿¿2817¿stdin¿¿¿{"start":{"line":204,"column":12},"end":{"line":204,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2589¿VariableDeclarator¿¿2817¿v330¿¿¿{"start":{"line":204,"column":59},"end":{"line":204,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2590¿BinaryExpression¿-¿2817¿¿¿¿{"start":{"line":204,"column":59},"end":{"line":204,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BinaryExpression
2591¿Identifier¿¿2817¿i¿¿¿{"start":{"line":204,"column":59},"end":{"line":204,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2592¿Literal¿number¿2817¿¿1¿¿{"start":{"line":204,"column":63},"end":{"line":204,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
2593¿VariableDeclarator¿¿2817¿v331¿¿¿{"start":{"line":204,"column":52},"end":{"line":204,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2594¿MemberExpression¿computed¿2817¿¿¿¿{"start":{"line":204,"column":52},"end":{"line":204,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2595¿Identifier¿¿2817¿series¿¿¿{"start":{"line":204,"column":52},"end":{"line":204,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2596¿Identifier¿¿2817¿v330¿¿¿¿¿Identifier
2597¿VariableDeclarator¿¿2817¿v332¿¿¿{"start":{"line":204,"column":24},"end":{"line":204,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2598¿BinaryExpression¿+¿2817¿¿¿¿{"start":{"line":204,"column":24},"end":{"line":204,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BinaryExpression
2599¿Literal¿string¿2817¿¿'\'-\' using 1:2 title\''¿¿{"start":{"line":204,"column":24},"end":{"line":204,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
2600¿Identifier¿¿2817¿v331¿¿¿¿¿Identifier
2601¿VariableDeclarator¿¿2817¿v333¿¿¿{"start":{"line":204,"column":24},"end":{"line":205,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2602¿BinaryExpression¿+¿2817¿¿¿¿{"start":{"line":204,"column":24},"end":{"line":205,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BinaryExpression
2603¿Identifier¿¿2817¿v332¿¿¿¿¿Identifier
2604¿Literal¿string¿2817¿¿'\' with '¿¿{"start":{"line":205,"column":3},"end":{"line":205,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
2605¿VariableDeclarator¿¿2817¿v334¿¿¿{"start":{"line":205,"column":16},"end":{"line":205,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2606¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":205,"column":16},"end":{"line":205,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2607¿Identifier¿¿2817¿options¿¿¿{"start":{"line":205,"column":16},"end":{"line":205,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2608¿Identifier¿¿2817¿style¿¿¿{"start":{"line":205,"column":24},"end":{"line":205,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2609¿VariableDeclarator¿¿2817¿v335¿¿¿{"start":{"line":204,"column":24},"end":{"line":205,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2610¿BinaryExpression¿+¿2817¿¿¿¿{"start":{"line":204,"column":24},"end":{"line":205,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BinaryExpression
2611¿Identifier¿¿2817¿v333¿¿¿¿¿Identifier
2612¿Identifier¿¿2817¿v334¿¿¿¿¿Identifier
2613¿VariableDeclarator¿¿2817¿v336¿¿¿{"start":{"line":204,"column":24},"end":{"line":205,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2614¿BinaryExpression¿+¿2817¿¿¿¿{"start":{"line":204,"column":24},"end":{"line":205,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BinaryExpression
2615¿Identifier¿¿2817¿v335¿¿¿¿¿Identifier
2616¿Literal¿string¿2817¿¿' lt 1 lc '¿¿{"start":{"line":205,"column":32},"end":{"line":205,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
2617¿VariableDeclarator¿¿2817¿v337¿¿¿{"start":{"line":204,"column":24},"end":{"line":205,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2618¿BinaryExpression¿+¿2817¿¿¿¿{"start":{"line":204,"column":24},"end":{"line":205,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BinaryExpression
2619¿Identifier¿¿2817¿v336¿¿¿¿¿Identifier
2620¿Identifier¿¿2817¿i¿¿¿{"start":{"line":205,"column":46},"end":{"line":205,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2621¿VariableDeclarator¿¿2817¿v338¿¿¿{"start":{"line":204,"column":4},"end":{"line":205,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2622¿CallExpression¿¿2817¿¿¿¿{"start":{"line":204,"column":4},"end":{"line":205,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿CallExpression
2623¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":204,"column":4},"end":{"line":204,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2624¿Identifier¿¿2817¿v329¿¿¿¿¿Identifier
2625¿Identifier¿¿2817¿write¿¿¿{"start":{"line":204,"column":18},"end":{"line":204,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2626¿Identifier¿¿2817¿v337¿¿¿¿¿Identifier
2627¿ExpressionStatement¿¿2817¿¿¿¿{"start":{"line":204,"column":4},"end":{"line":205,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ExpressionStatement
2628¿Identifier¿¿2817¿v338¿¿¿¿¿Identifier
2629¿VariableDeclarator¿¿2817¿v339¿¿¿{"start":{"line":207,"column":12},"end":{"line":207,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2630¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":207,"column":12},"end":{"line":207,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2631¿Identifier¿¿2817¿series¿¿¿{"start":{"line":207,"column":12},"end":{"line":207,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2632¿Identifier¿¿2817¿length¿¿¿{"start":{"line":207,"column":19},"end":{"line":207,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2633¿VariableDeclarator¿¿2817¿v340¿¿¿{"start":{"line":207,"column":8},"end":{"line":207,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2634¿BinaryExpression¿<¿2817¿¿¿¿{"start":{"line":207,"column":8},"end":{"line":207,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BinaryExpression
2635¿Identifier¿¿2817¿i¿¿¿{"start":{"line":207,"column":8},"end":{"line":207,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2636¿Identifier¿¿2817¿v339¿¿¿¿¿Identifier
2637¿IfStatement¿¿2817¿¿¿¿{"start":{"line":207,"column":4},"end":{"line":207,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿IfStatement
2638¿Identifier¿¿2817¿v340¿¿¿¿¿Identifier
2639¿VariableDeclarator¿¿2817¿v341¿¿¿{"start":{"line":207,"column":29},"end":{"line":207,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2640¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":207,"column":29},"end":{"line":207,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2641¿Identifier¿¿2817¿gnuplot¿¿¿{"start":{"line":207,"column":29},"end":{"line":207,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2642¿Identifier¿¿2817¿stdin¿¿¿{"start":{"line":207,"column":37},"end":{"line":207,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2643¿VariableDeclarator¿¿2817¿v342¿¿¿{"start":{"line":207,"column":29},"end":{"line":207,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2644¿CallExpression¿¿2817¿¿¿¿{"start":{"line":207,"column":29},"end":{"line":207,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿CallExpression
2645¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":207,"column":29},"end":{"line":207,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2646¿Identifier¿¿2817¿v341¿¿¿¿¿Identifier
2647¿Identifier¿¿2817¿write¿¿¿{"start":{"line":207,"column":43},"end":{"line":207,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2648¿Literal¿string¿2817¿¿','¿¿{"start":{"line":207,"column":49},"end":{"line":207,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
2649¿ExpressionStatement¿¿2817¿¿¿¿{"start":{"line":207,"column":29},"end":{"line":207,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ExpressionStatement
2650¿Identifier¿¿2817¿v342¿¿¿¿¿Identifier
2651¿BlockStatement¿¿2817¿¿¿¿{"start":{"line":207,"column":27},"end":{"line":207,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BlockStatement
2652¿ExpressionStatement¿¿2817¿¿¿¿{"start":{"line":202,"column":2},"end":{"line":208,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ExpressionStatement
2653¿AssignmentExpression¿=¿2817¿¿¿¿{"start":{"line":202,"column":2},"end":{"line":208,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿AssignmentExpression
2654¿Identifier¿¿2817¿v328¿¿¿{"start":{"line":202,"column":2},"end":{"line":208,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2655¿BinaryExpression¿<=¿2817¿¿¿¿{"start":{"line":202,"column":14},"end":{"line":202,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BinaryExpression
2656¿Identifier¿¿2817¿i¿¿¿{"start":{"line":202,"column":14},"end":{"line":202,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2657¿Identifier¿¿2817¿v327¿¿¿¿¿Identifier
2658¿BlockStatement¿¿2817¿¿¿¿{"start":{"line":202,"column":42},"end":{"line":208,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BlockStatement
2659¿VariableDeclarator¿¿2817¿v343¿¿¿{"start":{"line":209,"column":2},"end":{"line":209,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2660¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":209,"column":2},"end":{"line":209,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2661¿Identifier¿¿2817¿gnuplot¿¿¿{"start":{"line":209,"column":2},"end":{"line":209,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2662¿Identifier¿¿2817¿stdin¿¿¿{"start":{"line":209,"column":10},"end":{"line":209,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2663¿VariableDeclarator¿¿2817¿v344¿¿¿{"start":{"line":209,"column":2},"end":{"line":209,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2664¿CallExpression¿¿2817¿¿¿¿{"start":{"line":209,"column":2},"end":{"line":209,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿CallExpression
2665¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":209,"column":2},"end":{"line":209,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2666¿Identifier¿¿2817¿v343¿¿¿¿¿Identifier
2667¿Identifier¿¿2817¿write¿¿¿{"start":{"line":209,"column":16},"end":{"line":209,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2668¿Literal¿string¿2817¿¿'\n'¿¿{"start":{"line":209,"column":22},"end":{"line":209,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
2669¿ExpressionStatement¿¿2817¿¿¿¿{"start":{"line":209,"column":2},"end":{"line":209,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿ExpressionStatement
2670¿Identifier¿¿2817¿v344¿¿¿¿¿Identifier
2671¿AssignmentExpression¿=¿2817¿¿¿¿{"start":{"line":212,"column":7},"end":{"line":212,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿AssignmentExpression
2672¿Identifier¿¿2817¿i¿¿¿{"start":{"line":212,"column":7},"end":{"line":212,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2673¿Literal¿number¿2817¿¿0¿¿{"start":{"line":212,"column":11},"end":{"line":212,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Literal
2674¿VariableDeclarator¿¿2817¿v345¿¿¿{"start":{"line":212,"column":18},"end":{"line":212,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2675¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":212,"column":18},"end":{"line":212,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2676¿Identifier¿¿2817¿series¿¿¿{"start":{"line":212,"column":18},"end":{"line":212,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2677¿Identifier¿¿2817¿length¿¿¿{"start":{"line":212,"column":25},"end":{"line":212,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2678¿VariableDeclarator¿¿2817¿v346¿¿¿{"start":{"line":212,"column":14},"end":{"line":212,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2679¿BinaryExpression¿<¿2817¿¿¿¿{"start":{"line":212,"column":14},"end":{"line":212,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿BinaryExpression
2680¿Identifier¿¿2817¿i¿¿¿{"start":{"line":212,"column":14},"end":{"line":212,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2681¿Identifier¿¿2817¿v345¿¿¿¿¿Identifier
2682¿WhileStatement¿¿2817¿¿¿¿{"start":{"line":212,"column":2},"end":{"line":218,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿WhileStatement
2683¿Identifier¿¿2817¿v346¿¿¿¿¿Identifier
2684¿VariableDeclarator¿¿2817¿v347¿¿¿{"start":{"line":213,"column":16},"end":{"line":213,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2685¿MemberExpression¿¿2817¿¿¿¿{"start":{"line":213,"column":16},"end":{"line":213,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
2686¿Identifier¿¿2817¿options¿¿¿{"start":{"line":213,"column":16},"end":{"line":213,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2687¿Identifier¿¿2817¿data¿¿¿{"start":{"line":213,"column":24},"end":{"line":213,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿Identifier
2688¿VariableDeclarator¿¿2817¿v348¿¿¿{"start":{"line":213,"column":29},"end":{"line":213,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿VariableDeclarator
2689¿MemberExpression¿computed¿2817¿¿¿¿{"start":{"line":213,"column":29},"end":{"line":213,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/plotter_0.5.0/plotter.js"}¿¿MemberExpression
