Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
840¿Program¿¿-1¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":88,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Program
1195¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1196¿Identifier¿¿1465¿res¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1197¿Identifier¿¿1465¿setHeader¿¿¿{"start":{"line":61,"column":6},"end":{"line":61,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1198¿Literal¿string¿1465¿¿'Content-Type'¿¿{"start":{"line":61,"column":16},"end":{"line":61,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Literal
1199¿Literal¿string¿1465¿¿'audio/mpeg'¿¿{"start":{"line":61,"column":32},"end":{"line":61,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Literal
1200¿ExpressionStatement¿¿1465¿¿¿¿{"start":{"line":61,"column":2},"end":{"line":61,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿ExpressionStatement
1201¿Identifier¿¿1465¿v143¿¿¿¿¿Identifier
1202¿VariableDeclarator¿¿1465¿v144¿¿¿{"start":{"line":62,"column":2},"end":{"line":62,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1203¿CallExpression¿¿1465¿¿¿¿{"start":{"line":62,"column":2},"end":{"line":62,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1204¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":62,"column":2},"end":{"line":62,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1205¿Identifier¿¿1465¿fs¿¿¿{"start":{"line":62,"column":2},"end":{"line":62,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1206¿Identifier¿¿1465¿createReadStream¿¿¿{"start":{"line":62,"column":5},"end":{"line":62,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1207¿Identifier¿¿1465¿file¿¿¿{"start":{"line":62,"column":22},"end":{"line":62,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1208¿VariableDeclarator¿¿1465¿v147¿¿¿{"start":{"line":62,"column":40},"end":{"line":62,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1209¿ArrowFunctionExpression¿¿1465¿¿¿¿{"start":{"line":62,"column":40},"end":{"line":62,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿ArrowFunctionExpression
1210¿VariableDeclarator¿¿1469¿v145¿¿¿{"start":{"line":62,"column":46},"end":{"line":62,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1211¿CallExpression¿¿1469¿¿¿¿{"start":{"line":62,"column":46},"end":{"line":62,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1212¿MemberExpression¿¿1469¿¿¿¿{"start":{"line":62,"column":46},"end":{"line":62,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1213¿Identifier¿¿1469¿res¿¿¿{"start":{"line":62,"column":46},"end":{"line":62,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1214¿Identifier¿¿1469¿status¿¿¿{"start":{"line":62,"column":50},"end":{"line":62,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1215¿Literal¿number¿1469¿¿500¿¿{"start":{"line":62,"column":57},"end":{"line":62,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Literal
1216¿VariableDeclarator¿¿1469¿v146¿¿¿{"start":{"line":62,"column":46},"end":{"line":62,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1217¿CallExpression¿¿1469¿¿¿¿{"start":{"line":62,"column":46},"end":{"line":62,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1218¿MemberExpression¿¿1469¿¿¿¿{"start":{"line":62,"column":46},"end":{"line":62,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1219¿Identifier¿¿1469¿v145¿¿¿¿¿Identifier
1220¿Identifier¿¿1469¿end¿¿¿{"start":{"line":62,"column":62},"end":{"line":62,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1221¿ReturnStatement¿¿1469¿¿¿¿¿¿ReturnStatement
1222¿Identifier¿¿1469¿v146¿¿¿¿¿Identifier
1223¿BlockStatement¿¿1469¿¿¿¿¿¿BlockStatement
1224¿VariableDeclarator¿¿1465¿v148¿¿¿{"start":{"line":62,"column":2},"end":{"line":62,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1225¿CallExpression¿¿1465¿¿¿¿{"start":{"line":62,"column":2},"end":{"line":62,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1226¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":62,"column":2},"end":{"line":62,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1227¿Identifier¿¿1465¿v144¿¿¿¿¿Identifier
1228¿Identifier¿¿1465¿on¿¿¿{"start":{"line":62,"column":28},"end":{"line":62,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1229¿Literal¿string¿1465¿¿'error'¿¿{"start":{"line":62,"column":31},"end":{"line":62,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Literal
1230¿Identifier¿¿1465¿v147¿¿¿¿¿Identifier
1231¿VariableDeclarator¿¿1465¿v149¿¿¿{"start":{"line":62,"column":2},"end":{"line":62,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1232¿CallExpression¿¿1465¿¿¿¿{"start":{"line":62,"column":2},"end":{"line":62,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1233¿MemberExpression¿¿1465¿¿¿¿{"start":{"line":62,"column":2},"end":{"line":62,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1234¿Identifier¿¿1465¿v148¿¿¿¿¿Identifier
1235¿Identifier¿¿1465¿pipe¿¿¿{"start":{"line":62,"column":69},"end":{"line":62,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1236¿Identifier¿¿1465¿res¿¿¿{"start":{"line":62,"column":74},"end":{"line":62,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1237¿ExpressionStatement¿¿1465¿¿¿¿{"start":{"line":62,"column":2},"end":{"line":62,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿ExpressionStatement
1238¿Identifier¿¿1465¿v149¿¿¿¿¿Identifier
1239¿BlockStatement¿¿1465¿¿¿¿{"start":{"line":50,"column":33},"end":{"line":63,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿BlockStatement
1240¿VariableDeclarator¿¿1453¿v151¿¿¿{"start":{"line":50,"column":0},"end":{"line":63,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1241¿CallExpression¿¿1453¿¿¿¿{"start":{"line":50,"column":0},"end":{"line":63,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1242¿MemberExpression¿¿1453¿¿¿¿{"start":{"line":50,"column":0},"end":{"line":50,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1243¿Identifier¿¿1453¿app¿¿¿{"start":{"line":50,"column":0},"end":{"line":50,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1244¿Identifier¿¿1453¿get¿¿¿{"start":{"line":50,"column":4},"end":{"line":50,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1245¿Literal¿string¿1453¿¿'/stream'¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Literal
1246¿Identifier¿¿1453¿v150¿¿¿¿¿Identifier
1247¿ExpressionStatement¿¿1453¿¿¿¿{"start":{"line":50,"column":0},"end":{"line":63,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿ExpressionStatement
1248¿Identifier¿¿1453¿v151¿¿¿¿¿Identifier
1249¿VariableDeclarator¿¿1453¿v170¿¿¿{"start":{"line":66,"column":18},"end":{"line":73,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1250¿ArrowFunctionExpression¿¿1453¿¿¿¿{"start":{"line":66,"column":18},"end":{"line":73,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿ArrowFunctionExpression
1251¿Identifier¿¿0¿req¿¿¿{"start":{"line":66,"column":19},"end":{"line":66,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1252¿Identifier¿¿0¿res¿¿¿{"start":{"line":66,"column":24},"end":{"line":66,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1253¿VariableDeclarator¿¿1471¿v152¿¿¿{"start":{"line":67,"column":21},"end":{"line":67,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1254¿MemberExpression¿¿1471¿¿¿¿{"start":{"line":67,"column":21},"end":{"line":67,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1255¿Identifier¿¿1471¿req¿¿¿{"start":{"line":67,"column":21},"end":{"line":67,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1256¿Identifier¿¿1471¿query¿¿¿{"start":{"line":67,"column":25},"end":{"line":67,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1257¿VariableDeclarator¿¿1471¿v153¿¿¿{"start":{"line":67,"column":21},"end":{"line":67,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1258¿MemberExpression¿¿1471¿¿¿¿{"start":{"line":67,"column":21},"end":{"line":67,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1259¿Identifier¿¿1471¿v152¿¿¿¿¿Identifier
1260¿Identifier¿¿1471¿img¿¿¿{"start":{"line":67,"column":31},"end":{"line":67,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1261¿VariableDeclarator¿¿1471¿v154¿¿¿{"start":{"line":67,"column":21},"end":{"line":67,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1262¿LogicalExpression¿||¿1471¿¿¿¿{"start":{"line":67,"column":21},"end":{"line":67,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿LogicalExpression
1263¿Identifier¿¿1471¿v153¿¿¿¿¿Identifier
1264¿Literal¿string¿1471¿¿'cover.jpg'¿¿{"start":{"line":67,"column":38},"end":{"line":67,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Literal
1265¿VariableDeclarator¿¿1471¿img¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1266¿CallExpression¿¿1471¿¿¿¿{"start":{"line":67,"column":14},"end":{"line":67,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1267¿Identifier¿¿1471¿String¿¿¿{"start":{"line":67,"column":14},"end":{"line":67,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1268¿Identifier¿¿1471¿v154¿¿¿¿¿Identifier
1269¿VariableDeclarator¿¿1471¿file¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1270¿CallExpression¿¿1471¿¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1271¿MemberExpression¿¿1471¿¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1272¿Identifier¿¿1471¿path¿¿¿{"start":{"line":68,"column":15},"end":{"line":68,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1273¿Identifier¿¿1471¿join¿¿¿{"start":{"line":68,"column":20},"end":{"line":68,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1274¿Identifier¿¿1471¿ROOT¿¿¿{"start":{"line":68,"column":25},"end":{"line":68,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1275¿Identifier¿¿1471¿img¿¿¿{"start":{"line":68,"column":31},"end":{"line":68,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1276¿VariableDeclarator¿¿1471¿v155¿¿¿{"start":{"line":69,"column":7},"end":{"line":69,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1277¿CallExpression¿¿1471¿¿¿¿{"start":{"line":69,"column":7},"end":{"line":69,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1278¿MemberExpression¿¿1471¿¿¿¿{"start":{"line":69,"column":7},"end":{"line":69,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1279¿Identifier¿¿1471¿file¿¿¿{"start":{"line":69,"column":7},"end":{"line":69,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1280¿Identifier¿¿1471¿startsWith¿¿¿{"start":{"line":69,"column":12},"end":{"line":69,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1281¿Identifier¿¿1471¿ROOT¿¿¿{"start":{"line":69,"column":23},"end":{"line":69,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1282¿VariableDeclarator¿¿1471¿v156¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1283¿UnaryExpression¿!¿1471¿¿¿¿{"start":{"line":69,"column":6},"end":{"line":69,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿UnaryExpression
1284¿Identifier¿¿1471¿v155¿¿¿¿¿Identifier
1285¿IfStatement¿¿1471¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿IfStatement
1286¿Identifier¿¿1471¿v156¿¿¿¿¿Identifier
1287¿VariableDeclarator¿¿1471¿v157¿¿¿{"start":{"line":69,"column":37},"end":{"line":69,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1288¿CallExpression¿¿1471¿¿¿¿{"start":{"line":69,"column":37},"end":{"line":69,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1289¿MemberExpression¿¿1471¿¿¿¿{"start":{"line":69,"column":37},"end":{"line":69,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1290¿Identifier¿¿1471¿res¿¿¿{"start":{"line":69,"column":37},"end":{"line":69,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1291¿Identifier¿¿1471¿status¿¿¿{"start":{"line":69,"column":41},"end":{"line":69,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1292¿Literal¿number¿1471¿¿400¿¿{"start":{"line":69,"column":48},"end":{"line":69,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Literal
1293¿VariableDeclarator¿¿1471¿v158¿¿¿{"start":{"line":69,"column":37},"end":{"line":69,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1294¿CallExpression¿¿1471¿¿¿¿{"start":{"line":69,"column":37},"end":{"line":69,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1295¿MemberExpression¿¿1471¿¿¿¿{"start":{"line":69,"column":37},"end":{"line":69,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1296¿Identifier¿¿1471¿v157¿¿¿¿¿Identifier
1297¿Identifier¿¿1471¿send¿¿¿{"start":{"line":69,"column":53},"end":{"line":69,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1298¿Literal¿string¿1471¿¿'Invalid path'¿¿{"start":{"line":69,"column":58},"end":{"line":69,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Literal
1299¿ReturnStatement¿¿1471¿¿¿¿{"start":{"line":69,"column":30},"end":{"line":69,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿ReturnStatement
1300¿Identifier¿¿1471¿v158¿¿¿¿¿Identifier
1301¿BlockStatement¿¿1471¿¿¿¿¿¿BlockStatement
1302¿VariableDeclarator¿¿1471¿v159¿¿¿{"start":{"line":70,"column":7},"end":{"line":70,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1303¿CallExpression¿¿1471¿¿¿¿{"start":{"line":70,"column":7},"end":{"line":70,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
1304¿MemberExpression¿¿1471¿¿¿¿{"start":{"line":70,"column":7},"end":{"line":70,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿MemberExpression
1305¿Identifier¿¿1471¿fs¿¿¿{"start":{"line":70,"column":7},"end":{"line":70,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1306¿Identifier¿¿1471¿existsSync¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1307¿Identifier¿¿1471¿file¿¿¿{"start":{"line":70,"column":21},"end":{"line":70,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿Identifier
1308¿VariableDeclarator¿¿1471¿v160¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1309¿UnaryExpression¿!¿1471¿¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿UnaryExpression
1310¿Identifier¿¿1471¿v159¿¿¿¿¿Identifier
1311¿IfStatement¿¿1471¿¿¿¿{"start":{"line":70,"column":2},"end":{"line":70,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿IfStatement
1312¿Identifier¿¿1471¿v160¿¿¿¿¿Identifier
1313¿VariableDeclarator¿¿1471¿v161¿¿¿{"start":{"line":70,"column":35},"end":{"line":70,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿VariableDeclarator
1314¿CallExpression¿¿1471¿¿¿¿{"start":{"line":70,"column":35},"end":{"line":70,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-m3u-playlist-streamer.js"}¿¿CallExpression
