Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
547¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":87,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Program
922¿BlockStatement¿¿974¿¿¿¿{"start":{"line":77,"column":18},"end":{"line":80,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BlockStatement
923¿VariableDeclarator¿¿974¿v100¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
924¿CallExpression¿¿974¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿CallExpression
925¿Identifier¿¿974¿cb¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
926¿Identifier¿¿974¿error¿¿¿{"start":{"line":81,"column":9},"end":{"line":81,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
927¿ExpressionStatement¿¿974¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":81,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿ExpressionStatement
928¿Identifier¿¿974¿v100¿¿¿¿¿Identifier
929¿BlockStatement¿¿974¿¿¿¿{"start":{"line":73,"column":64},"end":{"line":82,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BlockStatement
930¿VariableDeclarator¿¿964¿v102¿¿¿{"start":{"line":73,"column":4},"end":{"line":82,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
931¿CallExpression¿¿964¿¿¿¿{"start":{"line":73,"column":4},"end":{"line":82,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿CallExpression
932¿Identifier¿¿964¿exec¿¿¿{"start":{"line":73,"column":4},"end":{"line":73,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
933¿Identifier¿¿964¿v96¿¿¿¿¿Identifier
934¿Identifier¿¿964¿v97¿¿¿¿¿Identifier
935¿Identifier¿¿964¿v101¿¿¿¿¿Identifier
936¿ExpressionStatement¿¿964¿¿¿¿{"start":{"line":73,"column":4},"end":{"line":82,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿ExpressionStatement
937¿Identifier¿¿964¿v102¿¿¿¿¿Identifier
938¿BlockStatement¿¿964¿¿¿¿{"start":{"line":42,"column":22},"end":{"line":84,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BlockStatement
939¿VariableDeclarator¿¿957¿v103¿¿¿{"start":{"line":86,"column":9},"end":{"line":86,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿VariableDeclarator
940¿CallExpression¿¿957¿¿¿¿{"start":{"line":86,"column":9},"end":{"line":86,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿CallExpression
941¿MemberExpression¿¿957¿¿¿¿{"start":{"line":86,"column":9},"end":{"line":86,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
942¿Identifier¿¿957¿through¿¿¿{"start":{"line":86,"column":9},"end":{"line":86,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
943¿Identifier¿¿957¿obj¿¿¿{"start":{"line":86,"column":17},"end":{"line":86,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
944¿Identifier¿¿957¿transform¿¿¿{"start":{"line":86,"column":21},"end":{"line":86,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
945¿Identifier¿¿957¿flush¿¿¿{"start":{"line":86,"column":32},"end":{"line":86,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
946¿ReturnStatement¿¿957¿¿¿¿{"start":{"line":86,"column":2},"end":{"line":86,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿ReturnStatement
947¿Identifier¿¿957¿v103¿¿¿¿¿Identifier
948¿BlockStatement¿¿957¿¿¿¿{"start":{"line":9,"column":36},"end":{"line":87,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿BlockStatement
949¿ExpressionStatement¿¿955¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":87,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿ExpressionStatement
950¿AssignmentExpression¿=¿955¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":87,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿AssignmentExpression
951¿MemberExpression¿¿955¿¿¿¿{"start":{"line":9,"column":0},"end":{"line":9,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿MemberExpression
952¿Identifier¿¿955¿module¿¿¿{"start":{"line":9,"column":0},"end":{"line":9,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
953¿Identifier¿¿955¿exports¿¿¿{"start":{"line":9,"column":7},"end":{"line":9,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-styledocco/index.js"}¿¿Identifier
954¿Identifier¿¿955¿v104¿¿¿¿¿Identifier
955¿CFG_F_START¿¿955¿__main__¿¿¿¿¿CFG_F_START
956¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
957¿CFG_F_START¿¿957¿575_anon¿¿¿¿¿CFG_F_START
958¿CFG_F_END¿¿0¿575_anon¿¿¿¿¿CFG_F_END
959¿CFG_F_START¿¿959¿609_anon¿¿¿¿¿CFG_F_START
960¿CFG_F_END¿¿0¿609_anon¿¿¿¿¿CFG_F_END
961¿CFG_IF_END¿¿0¿618¿¿¿¿¿CFG_IF_END
962¿CFG_IF_END¿¿0¿639¿¿¿¿¿CFG_IF_END
963¿CFG_IF_END¿¿0¿669¿¿¿¿¿CFG_IF_END
964¿CFG_F_START¿¿964¿683_anon¿¿¿¿¿CFG_F_START
965¿CFG_F_END¿¿0¿683_anon¿¿¿¿¿CFG_F_END
966¿CFG_IF_END¿¿0¿710¿¿¿¿¿CFG_IF_END
967¿CFG_IF_END¿¿0¿742¿¿¿¿¿CFG_IF_END
968¿CFG_F_START¿¿968¿773_anon¿¿¿¿¿CFG_F_START
969¿CFG_F_END¿¿0¿773_anon¿¿¿¿¿CFG_F_END
970¿CFG_IF_END¿¿0¿766¿¿¿¿¿CFG_IF_END
971¿CFG_IF_END¿¿0¿798¿¿¿¿¿CFG_IF_END
972¿CFG_IF_END¿¿0¿818¿¿¿¿¿CFG_IF_END
973¿CFG_IF_END¿¿0¿833¿¿¿¿¿CFG_IF_END
974¿CFG_F_START¿¿974¿890_anon¿¿¿¿¿CFG_F_START
975¿CFG_F_END¿¿0¿890_anon¿¿¿¿¿CFG_F_END
976¿CFG_IF_END¿¿0¿894¿¿¿¿¿CFG_IF_END
977¿CFG_IF_END¿¿0¿905¿¿¿¿¿CFG_IF_END
978¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
979¿PDG_CALL¿¿955¿955.CALL->require-o111¿¿¿¿¿PDG_CALL
980¿PDG_OBJECT¿¿0¿955.gutil-o112¿¿¿¿¿PDG_OBJECT
981¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
982¿PDG_OBJECT¿¿0¿955.gutil.PluginError-o113¿¿¿¿¿PDG_OBJECT
983¿PDG_CALL¿¿955¿955.CALL->require-o114¿¿¿¿¿PDG_CALL
984¿PDG_OBJECT¿¿0¿955.through-o115¿¿¿¿¿PDG_OBJECT
985¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
986¿PDG_CALL¿¿955¿955.CALL->require-o116¿¿¿¿¿PDG_CALL
987¿PDG_OBJECT¿¿0¿955.defaults-o117¿¿¿¿¿PDG_OBJECT
988¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
989¿PDG_CALL¿¿955¿955.CALL->require-o118¿¿¿¿¿PDG_CALL
990¿PDG_OBJECT¿¿0¿955.v53-o119¿¿¿¿¿PDG_OBJECT
991¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
992¿PDG_OBJECT¿¿0¿955.v53.execFile-o120¿¿¿¿¿PDG_OBJECT
993¿PDG_OBJECT¿¿0¿957.this-o121¿¿¿¿¿PDG_OBJECT
994¿PDG_OBJECT¿¿0¿957.options-o122¿¿¿¿¿PDG_OBJECT
995¿PDG_OBJECT¿¿0¿955.v104-o123¿¿¿¿¿PDG_OBJECT
996¿PDG_OBJECT¿¿0¿955.module-o124¿¿¿¿¿PDG_OBJECT
997¿PDG_OBJECT¿¿0¿955.module.exports-o125¿¿¿¿¿PDG_OBJECT
998¿PDG_OBJECT¿¿0¿957.v54-o126¿¿¿¿¿PDG_OBJECT
999¿PDG_OBJECT¿¿0¿957.v56-o127¿¿¿¿¿PDG_OBJECT
1000¿PDG_CALL¿¿957¿957.CALL->defaults-o128¿¿¿¿¿PDG_CALL
1001¿PDG_OBJECT¿¿0¿957.opts-o129¿¿¿¿¿PDG_OBJECT
1002¿PDG_OBJECT¿¿0¿959.this-o130¿¿¿¿¿PDG_OBJECT
1003¿PDG_OBJECT¿¿0¿959.file-o131¿¿¿¿¿PDG_OBJECT
1004¿PDG_OBJECT¿¿0¿959.encoding-o132¿¿¿¿¿PDG_OBJECT
1005¿PDG_OBJECT¿¿0¿959.cb-o133¿¿¿¿¿PDG_OBJECT
1006¿PDG_OBJECT¿¿0¿957.transform-o134¿¿¿¿¿PDG_OBJECT
1007¿PDG_OBJECT¿¿0¿964.this-o135¿¿¿¿¿PDG_OBJECT
1008¿PDG_OBJECT¿¿0¿964.cb-o136¿¿¿¿¿PDG_OBJECT
1009¿PDG_OBJECT¿¿0¿957.flush-o137¿¿¿¿¿PDG_OBJECT
1010¿PDG_CALL¿¿957¿957.CALL->through.obj-o138¿¿¿¿¿PDG_CALL
1011¿PDG_OBJECT¿¿0¿957.v103-o139¿¿¿¿¿PDG_OBJECT
1012¿PDG_RETURN¿¿0¿957.RET_OBJ-o140¿¿¿¿¿PDG_RETURN
1013¿PDG_CALL¿¿959¿959.CALL->file.isNull-o141¿¿¿¿¿PDG_CALL
1014¿PDG_OBJECT¿¿0¿959.v57-o142¿¿¿¿¿PDG_OBJECT
1015¿PDG_CALL¿¿959¿959.CALL->this.push-o143¿¿¿¿¿PDG_CALL
1016¿PDG_OBJECT¿¿0¿959.v58-o144¿¿¿¿¿PDG_OBJECT
1017¿PDG_CALL¿¿959¿959.CALL->cb-o145¿¿¿¿¿PDG_CALL
1018¿PDG_OBJECT¿¿0¿959.v59-o146¿¿¿¿¿PDG_OBJECT
1019¿PDG_RETURN¿¿0¿959.RET_OBJ-o147¿¿¿¿¿PDG_RETURN
1020¿PDG_CALL¿¿959¿959.CALL->file.isStream-o148¿¿¿¿¿PDG_CALL
1021¿PDG_OBJECT¿¿0¿959.v60-o149¿¿¿¿¿PDG_OBJECT
1022¿PDG_CALL¿¿959¿959.CALL->PluginError-o150¿¿¿¿¿PDG_CALL
1023¿PDG_OBJECT¿¿0¿959.v61-o151¿¿¿¿¿PDG_OBJECT
1024¿PDG_CALL¿¿959¿959.CALL->this.emit-o152¿¿¿¿¿PDG_CALL
1025¿PDG_OBJECT¿¿0¿959.v62-o153¿¿¿¿¿PDG_OBJECT
1026¿PDG_CALL¿¿959¿959.CALL->cb-o154¿¿¿¿¿PDG_CALL
1027¿PDG_OBJECT¿¿0¿959.v63-o155¿¿¿¿¿PDG_OBJECT
1028¿PDG_RETURN¿¿0¿959.RET_OBJ-o156¿¿¿¿¿PDG_RETURN
1029¿PDG_CALL¿¿959¿959.CALL->cb-o157¿¿¿¿¿PDG_CALL
1030¿PDG_OBJECT¿¿0¿959.v66-o158¿¿¿¿¿PDG_OBJECT
1031¿PDG_OBJECT¿¿0¿964.args-o159¿¿¿¿¿PDG_OBJECT
1032¿PDG_OBJECT¿¿0¿964.opts.out-o160¿¿¿¿¿PDG_OBJECT
1033¿PDG_CALL¿¿964¿964.CALL->args.push-o161¿¿¿¿¿PDG_CALL
1034¿PDG_OBJECT¿¿0¿964.v68-o162¿¿¿¿¿PDG_OBJECT
1035¿PDG_OBJECT¿¿0¿964.opts.name-o163¿¿¿¿¿PDG_OBJECT
1036¿PDG_OBJECT¿¿0¿964.v70-o164¿¿¿¿¿PDG_OBJECT
1037¿PDG_OBJECT¿¿0¿964.v72-o165¿¿¿¿¿PDG_OBJECT
1038¿PDG_OBJECT¿¿0¿964.v73-o166¿¿¿¿¿PDG_OBJECT
1039¿PDG_CALL¿¿964¿964.CALL->args.push-o167¿¿¿¿¿PDG_CALL
1040¿PDG_OBJECT¿¿0¿964.v74-o168¿¿¿¿¿PDG_OBJECT
1041¿PDG_OBJECT¿¿0¿964.opts.preprocessor-o169¿¿¿¿¿PDG_OBJECT
1042¿PDG_OBJECT¿¿0¿964.v76-o170¿¿¿¿¿PDG_OBJECT
1043¿PDG_CALL¿¿964¿964.CALL->args.push-o171¿¿¿¿¿PDG_CALL
1044¿PDG_OBJECT¿¿0¿964.v78-o172¿¿¿¿¿PDG_OBJECT
1045¿PDG_OBJECT¿¿0¿964.opts.include-o173¿¿¿¿¿PDG_OBJECT
1046¿PDG_OBJECT¿¿0¿964.v80-o174¿¿¿¿¿PDG_OBJECT
1047¿PDG_OBJECT¿¿0¿968.this-o175¿¿¿¿¿PDG_OBJECT
1048¿PDG_OBJECT¿¿0¿968.value-o176¿¿¿¿¿PDG_OBJECT
1049¿PDG_OBJECT¿¿0¿964.v83-o177¿¿¿¿¿PDG_OBJECT
1050¿PDG_CALL¿¿964¿964.CALL->v81.forEach-o178¿¿¿¿¿PDG_CALL
1051¿PDG_OBJECT¿¿0¿964.v84-o179¿¿¿¿¿PDG_OBJECT
1052¿PDG_OBJECT¿¿0¿964.opts.verbose-o180¿¿¿¿¿PDG_OBJECT
1053¿PDG_CALL¿¿964¿964.CALL->args.push-o181¿¿¿¿¿PDG_CALL
1054¿PDG_OBJECT¿¿0¿964.v87-o182¿¿¿¿¿PDG_OBJECT
1055¿PDG_OBJECT¿¿0¿964.opts.'no-minify'-o183¿¿¿¿¿PDG_OBJECT
1056¿PDG_CALL¿¿964¿964.CALL->args.push-o184¿¿¿¿¿PDG_CALL
1057¿PDG_OBJECT¿¿0¿964.v89-o185¿¿¿¿¿PDG_OBJECT
1058¿PDG_OBJECT¿¿0¿964.v90-o186¿¿¿¿¿PDG_OBJECT
1059¿PDG_OBJECT¿¿0¿964.firstFile-o187¿¿¿¿¿PDG_OBJECT
1060¿PDG_OBJECT¿¿0¿964.firstFile.base-o188¿¿¿¿¿PDG_OBJECT
1061¿PDG_CALL¿¿964¿964.CALL->args.push-o189¿¿¿¿¿PDG_CALL
1062¿PDG_OBJECT¿¿0¿964.v92-o190¿¿¿¿¿PDG_OBJECT
1063¿PDG_OBJECT¿¿0¿964.firstFile-o191¿¿¿¿¿PDG_OBJECT
1064¿PDG_OBJECT¿¿0¿964.firstFile.path-o192¿¿¿¿¿PDG_OBJECT
1065¿PDG_CALL¿¿964¿964.CALL->args.push-o193¿¿¿¿¿PDG_CALL
1066¿PDG_OBJECT¿¿0¿964.v94-o194¿¿¿¿¿PDG_OBJECT
1067¿PDG_CALL¿¿964¿964.CALL->args.join-o195¿¿¿¿¿PDG_CALL
1068¿PDG_OBJECT¿¿0¿964.v95-o196¿¿¿¿¿PDG_OBJECT
1069¿PDG_OBJECT¿¿0¿964.cmd-o197¿¿¿¿¿PDG_OBJECT
1070¿PDG_CALL¿¿964¿964.CALL->cmd.split-o198¿¿¿¿¿PDG_CALL
1071¿PDG_OBJECT¿¿0¿964.cmd-o199¿¿¿¿¿PDG_OBJECT
1072¿PDG_OBJECT¿¿0¿964.cmd.0-o200¿¿¿¿¿PDG_OBJECT
1073¿PDG_CALL¿¿964¿964.CALL->cmd.slice-o201¿¿¿¿¿PDG_CALL
1074¿PDG_OBJECT¿¿0¿964.v97-o202¿¿¿¿¿PDG_OBJECT
1075¿PDG_OBJECT¿¿0¿974.this-o203¿¿¿¿¿PDG_OBJECT
1076¿PDG_OBJECT¿¿0¿974.error-o204¿¿¿¿¿PDG_OBJECT
1077¿PDG_OBJECT¿¿0¿974.stdout-o205¿¿¿¿¿PDG_OBJECT
1078¿PDG_OBJECT¿¿0¿974.stderr-o206¿¿¿¿¿PDG_OBJECT
1079¿PDG_OBJECT¿¿0¿964.v101-o207¿¿¿¿¿PDG_OBJECT
1080¿PDG_CALL¿¿964¿964.CALL->exec-o208¿¿¿¿¿PDG_CALL
1081¿PDG_OBJECT¿¿0¿964.v102-o209¿¿¿¿¿PDG_OBJECT
1082¿TAINT_SINK¿¿0¿execFile¿¿¿¿¿TAINT_SINK
1083¿PDG_CALL¿¿968¿968.CALL->args.push-o210¿¿¿¿¿PDG_CALL
1084¿PDG_OBJECT¿¿0¿968.v82-o211¿¿¿¿¿PDG_OBJECT
1085¿PDG_RETURN¿¿0¿968.RET_OBJ-o212¿¿¿¿¿PDG_RETURN
1086¿PDG_CALL¿¿974¿974.CALL->gutil.log-o213¿¿¿¿¿PDG_CALL
1087¿PDG_OBJECT¿¿0¿974.v98-o214¿¿¿¿¿PDG_OBJECT
1088¿PDG_CALL¿¿974¿974.CALL->stdout.trim-o215¿¿¿¿¿PDG_CALL
1089¿PDG_OBJECT¿¿0¿974.stdout-o216¿¿¿¿¿PDG_OBJECT
1090¿PDG_CALL¿¿974¿974.CALL->gutil.log-o217¿¿¿¿¿PDG_CALL
1091¿PDG_OBJECT¿¿0¿974.v99-o218¿¿¿¿¿PDG_OBJECT
1092¿PDG_CALL¿¿974¿974.CALL->cb-o219¿¿¿¿¿PDG_CALL
1093¿PDG_OBJECT¿¿0¿974.v100-o220¿¿¿¿¿PDG_OBJECT
