Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
5936¿Program¿¿-1¿¿¿¿{"start":{"line":27,"column":0},"end":{"line":761,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Program
9454¿CallExpression¿¿10602¿¿¿¿{"start":{"line":566,"column":8},"end":{"line":566,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿CallExpression
9455¿MemberExpression¿¿10602¿¿¿¿{"start":{"line":566,"column":8},"end":{"line":566,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
9456¿Identifier¿¿10602¿v974¿¿¿¿¿Identifier
9457¿Identifier¿¿10602¿background¿¿¿{"start":{"line":566,"column":31},"end":{"line":566,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9458¿Identifier¿¿10602¿v975¿¿¿¿¿Identifier
9459¿VariableDeclarator¿¿10602¿v977¿¿¿{"start":{"line":566,"column":8},"end":{"line":566,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
9460¿CallExpression¿¿10602¿¿¿¿{"start":{"line":566,"column":8},"end":{"line":566,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿CallExpression
9461¿MemberExpression¿¿10602¿¿¿¿{"start":{"line":566,"column":8},"end":{"line":566,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
9462¿Identifier¿¿10602¿v976¿¿¿¿¿Identifier
9463¿Identifier¿¿10602¿align¿¿¿{"start":{"line":566,"column":67},"end":{"line":566,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9464¿Literal¿string¿10602¿¿'center'¿¿{"start":{"line":566,"column":73},"end":{"line":566,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
9465¿VariableDeclarator¿¿10602¿v978¿¿¿{"start":{"line":566,"column":8},"end":{"line":566,"column":93},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
9466¿CallExpression¿¿10602¿¿¿¿{"start":{"line":566,"column":8},"end":{"line":566,"column":93},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿CallExpression
9467¿MemberExpression¿¿10602¿¿¿¿{"start":{"line":566,"column":8},"end":{"line":566,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
9468¿Identifier¿¿10602¿v977¿¿¿¿¿Identifier
9469¿Identifier¿¿10602¿crop¿¿¿{"start":{"line":566,"column":83},"end":{"line":566,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9470¿Identifier¿¿10602¿w¿¿¿{"start":{"line":566,"column":88},"end":{"line":566,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9471¿Identifier¿¿10602¿h¿¿¿{"start":{"line":566,"column":91},"end":{"line":566,"column":92},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9472¿ReturnStatement¿¿10602¿¿¿¿{"start":{"line":566,"column":1},"end":{"line":566,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ReturnStatement
9473¿Identifier¿¿10602¿v978¿¿¿¿¿Identifier
9474¿BlockStatement¿¿10602¿¿¿¿{"start":{"line":565,"column":75},"end":{"line":567,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿BlockStatement
9475¿ExpressionStatement¿¿10435¿¿¿¿{"start":{"line":565,"column":0},"end":{"line":567,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
9476¿AssignmentExpression¿=¿10435¿¿¿¿{"start":{"line":565,"column":0},"end":{"line":567,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
9477¿MemberExpression¿¿10435¿¿¿¿{"start":{"line":565,"column":0},"end":{"line":567,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
9478¿Identifier¿¿10435¿ImageProto¿¿¿{"start":{"line":565,"column":26},"end":{"line":565,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9479¿Identifier¿¿10435¿resize_center¿¿¿{"start":{"line":565,"column":37},"end":{"line":565,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9480¿Identifier¿¿10435¿v979¿¿¿¿¿Identifier
9481¿ExpressionStatement¿¿10435¿¿¿¿{"start":{"line":565,"column":0},"end":{"line":567,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
9482¿AssignmentExpression¿=¿10435¿¿¿¿{"start":{"line":565,"column":0},"end":{"line":567,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
9483¿MemberExpression¿¿10435¿¿¿¿{"start":{"line":565,"column":0},"end":{"line":565,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
9484¿Identifier¿¿10435¿ImageProto¿¿¿{"start":{"line":565,"column":0},"end":{"line":565,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9485¿Identifier¿¿10435¿resizeCenter¿¿¿{"start":{"line":565,"column":11},"end":{"line":565,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9486¿MemberExpression¿¿10435¿¿¿¿{"start":{"line":565,"column":26},"end":{"line":565,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
9487¿Identifier¿¿10435¿ImageProto¿¿¿{"start":{"line":565,"column":26},"end":{"line":565,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9488¿Identifier¿¿10435¿resize_center¿¿¿{"start":{"line":565,"column":37},"end":{"line":565,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9489¿VariableDeclarator¿¿10435¿v986¿¿¿{"start":{"line":577,"column":25},"end":{"line":579,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
9490¿FunctionExpression¿¿10435¿anon¿¿¿{"start":{"line":577,"column":51},"end":{"line":579,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿FunctionExpression
9491¿Identifier¿¿0¿w¿¿¿{"start":{"line":577,"column":60},"end":{"line":577,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9492¿Identifier¿¿0¿h¿¿¿{"start":{"line":577,"column":63},"end":{"line":577,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9493¿Identifier¿¿0¿align¿¿¿{"start":{"line":577,"column":66},"end":{"line":577,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9494¿Identifier¿¿0¿color¿¿¿{"start":{"line":577,"column":73},"end":{"line":577,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9495¿VariableDeclarator¿¿10605¿v980¿¿¿{"start":{"line":578,"column":8},"end":{"line":578,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
9496¿CallExpression¿¿10605¿¿¿¿{"start":{"line":578,"column":8},"end":{"line":578,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿CallExpression
9497¿MemberExpression¿¿10605¿¿¿¿{"start":{"line":578,"column":8},"end":{"line":578,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
9498¿ThisExpression¿¿10605¿¿¿¿{"start":{"line":578,"column":8},"end":{"line":578,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ThisExpression
9499¿Identifier¿¿10605¿resize¿¿¿{"start":{"line":578,"column":13},"end":{"line":578,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9500¿Identifier¿¿10605¿w¿¿¿{"start":{"line":578,"column":20},"end":{"line":578,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9501¿Identifier¿¿10605¿h¿¿¿{"start":{"line":578,"column":23},"end":{"line":578,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9502¿Literal¿string¿10605¿¿'^'¿¿{"start":{"line":578,"column":26},"end":{"line":578,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
9503¿VariableDeclarator¿¿10605¿v981¿¿¿{"start":{"line":578,"column":42},"end":{"line":578,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
9504¿IfStatement¿¿10605¿¿¿¿{"start":{"line":578,"column":42},"end":{"line":578,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿IfStatement
9505¿Identifier¿¿10605¿color¿¿¿{"start":{"line":578,"column":42},"end":{"line":578,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9506¿ExpressionStatement¿¿10605¿¿¿¿{"start":{"line":578,"column":42},"end":{"line":578,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
9507¿AssignmentExpression¿=¿10605¿¿¿¿{"start":{"line":578,"column":42},"end":{"line":578,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
9508¿Identifier¿¿10605¿v981¿¿¿¿¿Identifier
9509¿Identifier¿¿10605¿color¿¿¿{"start":{"line":578,"column":50},"end":{"line":578,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9510¿BlockStatement¿¿10605¿¿¿¿¿¿BlockStatement
9511¿ExpressionStatement¿¿10605¿¿¿¿{"start":{"line":578,"column":42},"end":{"line":578,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
9512¿AssignmentExpression¿=¿10605¿¿¿¿{"start":{"line":578,"column":42},"end":{"line":578,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
9513¿Identifier¿¿10605¿v981¿¿¿¿¿Identifier
9514¿Literal¿string¿10605¿¿'white'¿¿{"start":{"line":578,"column":58},"end":{"line":578,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
9515¿BlockStatement¿¿10605¿¿¿¿¿¿BlockStatement
9516¿VariableDeclarator¿¿10605¿v982¿¿¿{"start":{"line":578,"column":8},"end":{"line":578,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
9517¿CallExpression¿¿10605¿¿¿¿{"start":{"line":578,"column":8},"end":{"line":578,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿CallExpression
9518¿MemberExpression¿¿10605¿¿¿¿{"start":{"line":578,"column":8},"end":{"line":578,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
9519¿Identifier¿¿10605¿v980¿¿¿¿¿Identifier
9520¿Identifier¿¿10605¿background¿¿¿{"start":{"line":578,"column":31},"end":{"line":578,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9521¿Identifier¿¿10605¿v981¿¿¿¿¿Identifier
9522¿VariableDeclarator¿¿10605¿v983¿¿¿{"start":{"line":578,"column":73},"end":{"line":578,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
9523¿LogicalExpression¿||¿10605¿¿¿¿{"start":{"line":578,"column":73},"end":{"line":578,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿LogicalExpression
9524¿Identifier¿¿10605¿align¿¿¿{"start":{"line":578,"column":73},"end":{"line":578,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9525¿Literal¿string¿10605¿¿'center'¿¿{"start":{"line":578,"column":82},"end":{"line":578,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
9526¿VariableDeclarator¿¿10605¿v984¿¿¿{"start":{"line":578,"column":8},"end":{"line":578,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
9527¿CallExpression¿¿10605¿¿¿¿{"start":{"line":578,"column":8},"end":{"line":578,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿CallExpression
9528¿MemberExpression¿¿10605¿¿¿¿{"start":{"line":578,"column":8},"end":{"line":578,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
9529¿Identifier¿¿10605¿v982¿¿¿¿¿Identifier
9530¿Identifier¿¿10605¿align¿¿¿{"start":{"line":578,"column":67},"end":{"line":578,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9531¿Identifier¿¿10605¿v983¿¿¿¿¿Identifier
9532¿VariableDeclarator¿¿10605¿v985¿¿¿{"start":{"line":578,"column":8},"end":{"line":578,"column":102},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
9533¿CallExpression¿¿10605¿¿¿¿{"start":{"line":578,"column":8},"end":{"line":578,"column":102},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿CallExpression
9534¿MemberExpression¿¿10605¿¿¿¿{"start":{"line":578,"column":8},"end":{"line":578,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
9535¿Identifier¿¿10605¿v984¿¿¿¿¿Identifier
9536¿Identifier¿¿10605¿crop¿¿¿{"start":{"line":578,"column":92},"end":{"line":578,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9537¿Identifier¿¿10605¿w¿¿¿{"start":{"line":578,"column":97},"end":{"line":578,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9538¿Identifier¿¿10605¿h¿¿¿{"start":{"line":578,"column":100},"end":{"line":578,"column":101},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9539¿ReturnStatement¿¿10605¿¿¿¿{"start":{"line":578,"column":1},"end":{"line":578,"column":103},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ReturnStatement
9540¿Identifier¿¿10605¿v985¿¿¿¿¿Identifier
9541¿BlockStatement¿¿10605¿¿¿¿{"start":{"line":577,"column":80},"end":{"line":579,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿BlockStatement
9542¿ExpressionStatement¿¿10435¿¿¿¿{"start":{"line":577,"column":0},"end":{"line":579,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
9543¿AssignmentExpression¿=¿10435¿¿¿¿{"start":{"line":577,"column":0},"end":{"line":579,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
9544¿MemberExpression¿¿10435¿¿¿¿{"start":{"line":577,"column":0},"end":{"line":579,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
9545¿Identifier¿¿10435¿ImageProto¿¿¿{"start":{"line":577,"column":25},"end":{"line":577,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9546¿Identifier¿¿10435¿resize_align¿¿¿{"start":{"line":577,"column":36},"end":{"line":577,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9547¿Identifier¿¿10435¿v986¿¿¿¿¿Identifier
9548¿ExpressionStatement¿¿10435¿¿¿¿{"start":{"line":577,"column":0},"end":{"line":579,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
9549¿AssignmentExpression¿=¿10435¿¿¿¿{"start":{"line":577,"column":0},"end":{"line":579,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
9550¿MemberExpression¿¿10435¿¿¿¿{"start":{"line":577,"column":0},"end":{"line":577,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
9551¿Identifier¿¿10435¿ImageProto¿¿¿{"start":{"line":577,"column":0},"end":{"line":577,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9552¿Identifier¿¿10435¿resizeAlign¿¿¿{"start":{"line":577,"column":11},"end":{"line":577,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9553¿MemberExpression¿¿10435¿¿¿¿{"start":{"line":577,"column":25},"end":{"line":577,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿MemberExpression
9554¿Identifier¿¿10435¿ImageProto¿¿¿{"start":{"line":577,"column":25},"end":{"line":577,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9555¿Identifier¿¿10435¿resize_align¿¿¿{"start":{"line":577,"column":36},"end":{"line":577,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9556¿VariableDeclarator¿¿10435¿v995¿¿¿{"start":{"line":581,"column":0},"end":{"line":595,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
9557¿FunctionExpression¿¿10435¿anon¿¿¿{"start":{"line":581,"column":19},"end":{"line":595,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿FunctionExpression
9558¿Identifier¿¿0¿w¿¿¿{"start":{"line":581,"column":28},"end":{"line":581,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9559¿Identifier¿¿0¿h¿¿¿{"start":{"line":581,"column":31},"end":{"line":581,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9560¿Identifier¿¿0¿options¿¿¿{"start":{"line":581,"column":34},"end":{"line":581,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9561¿ExpressionStatement¿¿10608¿¿¿¿{"start":{"line":582,"column":1},"end":{"line":582,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ExpressionStatement
9562¿AssignmentExpression¿=¿10608¿¿¿¿{"start":{"line":582,"column":1},"end":{"line":582,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿AssignmentExpression
9563¿Identifier¿¿10608¿options¿¿¿{"start":{"line":582,"column":1},"end":{"line":582,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9564¿LogicalExpression¿||¿10608¿¿¿¿{"start":{"line":582,"column":11},"end":{"line":582,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿LogicalExpression
9565¿Identifier¿¿10608¿options¿¿¿{"start":{"line":582,"column":11},"end":{"line":582,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9566¿Literal¿string¿10608¿¿''¿¿{"start":{"line":582,"column":22},"end":{"line":582,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
9567¿VariableDeclarator¿¿10608¿self¿¿¿{"start":{"line":584,"column":5},"end":{"line":584,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
9568¿ThisExpression¿¿10608¿¿¿¿{"start":{"line":584,"column":12},"end":{"line":584,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿ThisExpression
9569¿VariableDeclarator¿¿10608¿size¿¿¿{"start":{"line":585,"column":5},"end":{"line":585,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
9570¿Literal¿string¿10608¿¿''¿¿{"start":{"line":585,"column":12},"end":{"line":585,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Literal
9571¿VariableDeclarator¿¿10608¿v987¿¿¿{"start":{"line":587,"column":5},"end":{"line":587,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
9572¿LogicalExpression¿&&¿10608¿¿¿¿{"start":{"line":587,"column":5},"end":{"line":587,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿LogicalExpression
9573¿Identifier¿¿10608¿w¿¿¿{"start":{"line":587,"column":5},"end":{"line":587,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9574¿Identifier¿¿10608¿h¿¿¿{"start":{"line":587,"column":10},"end":{"line":587,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿Identifier
9575¿IfStatement¿¿10608¿¿¿¿{"start":{"line":587,"column":1},"end":{"line":592,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿IfStatement
9576¿Identifier¿¿10608¿v987¿¿¿¿¿Identifier
9577¿VariableDeclarator¿¿10608¿v988¿¿¿{"start":{"line":588,"column":9},"end":{"line":588,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿VariableDeclarator
9578¿BinaryExpression¿+¿10608¿¿¿¿{"start":{"line":588,"column":9},"end":{"line":588,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/total.js_3.4.6/image.js"}¿¿BinaryExpression
