Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1034¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":138,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Program
1411¿Identifier¿¿1803¿uploadsBase¿¿¿{"start":{"line":67,"column":55},"end":{"line":67,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1412¿VariableDeclarator¿¿1803¿v143¿¿¿{"start":{"line":67,"column":0},"end":{"line":67,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1413¿CallExpression¿¿1803¿¿¿¿{"start":{"line":67,"column":0},"end":{"line":67,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1414¿MemberExpression¿¿1803¿¿¿¿{"start":{"line":67,"column":0},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1415¿Identifier¿¿1803¿app¿¿¿{"start":{"line":67,"column":0},"end":{"line":67,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1416¿Identifier¿¿1803¿use¿¿¿{"start":{"line":67,"column":4},"end":{"line":67,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1417¿Literal¿string¿1803¿¿'/uploads'¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1418¿Identifier¿¿1803¿uploadsStaticGuard¿¿¿{"start":{"line":67,"column":20},"end":{"line":67,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1419¿Identifier¿¿1803¿v142¿¿¿¿¿Identifier
1420¿ExpressionStatement¿¿1803¿¿¿¿{"start":{"line":67,"column":0},"end":{"line":67,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ExpressionStatement
1421¿Identifier¿¿1803¿v143¿¿¿¿¿Identifier
1422¿VariableDeclarator¿¿1803¿requestsRouter¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1423¿CallExpression¿¿1803¿¿¿¿{"start":{"line":70,"column":23},"end":{"line":70,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1424¿Identifier¿¿1803¿require¿¿¿{"start":{"line":70,"column":23},"end":{"line":70,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1425¿Literal¿string¿1803¿¿'./routes/requests'¿¿{"start":{"line":70,"column":31},"end":{"line":70,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1426¿VariableDeclarator¿¿1803¿uploadController¿¿¿{"start":{"line":71,"column":6},"end":{"line":71,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1427¿CallExpression¿¿1803¿¿¿¿{"start":{"line":71,"column":25},"end":{"line":71,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1428¿Identifier¿¿1803¿require¿¿¿{"start":{"line":71,"column":25},"end":{"line":71,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1429¿Literal¿string¿1803¿¿'./controllers/uploadController'¿¿{"start":{"line":71,"column":33},"end":{"line":71,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1430¿VariableDeclarator¿¿1803¿upload¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1431¿CallExpression¿¿1803¿¿¿¿{"start":{"line":72,"column":15},"end":{"line":72,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1432¿Identifier¿¿1803¿require¿¿¿{"start":{"line":72,"column":15},"end":{"line":72,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1433¿Literal¿string¿1803¿¿'./middleware/uploadMiddleware'¿¿{"start":{"line":72,"column":23},"end":{"line":72,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1434¿VariableDeclarator¿¿1803¿pathTraversalProtection¿¿¿{"start":{"line":75,"column":6},"end":{"line":123,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1435¿ArrowFunctionExpression¿¿1803¿¿¿¿{"start":{"line":75,"column":32},"end":{"line":123,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ArrowFunctionExpression
1436¿Identifier¿¿0¿req¿¿¿{"start":{"line":75,"column":33},"end":{"line":75,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1437¿Identifier¿¿0¿res¿¿¿{"start":{"line":75,"column":38},"end":{"line":75,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1438¿Identifier¿¿0¿next¿¿¿{"start":{"line":75,"column":43},"end":{"line":75,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1439¿VariableDeclarator¿¿1814¿v144¿¿¿{"start":{"line":76,"column":15},"end":{"line":76,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1440¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":76,"column":15},"end":{"line":76,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1441¿Identifier¿¿1814¿req¿¿¿{"start":{"line":76,"column":15},"end":{"line":76,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1442¿Identifier¿¿1814¿params¿¿¿{"start":{"line":76,"column":19},"end":{"line":76,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1443¿VariableDeclarator¿¿1814¿name¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1444¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":76,"column":15},"end":{"line":76,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1445¿Identifier¿¿1814¿v144¿¿¿¿¿Identifier
1446¿Identifier¿¿1814¿filename¿¿¿{"start":{"line":76,"column":26},"end":{"line":76,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1447¿VariableDeclarator¿¿1814¿v145¿¿¿{"start":{"line":80,"column":4},"end":{"line":80,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1448¿UnaryExpression¿!¿1814¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":80,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿UnaryExpression
1449¿Identifier¿¿1814¿name¿¿¿{"start":{"line":80,"column":5},"end":{"line":80,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1450¿VariableDeclarator¿¿1814¿v146¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1451¿UnaryExpression¿typeof¿1814¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿UnaryExpression
1452¿Identifier¿¿1814¿name¿¿¿{"start":{"line":81,"column":11},"end":{"line":81,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1453¿VariableDeclarator¿¿1814¿v147¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1454¿BinaryExpression¿!==¿1814¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿BinaryExpression
1455¿Identifier¿¿1814¿v146¿¿¿¿¿Identifier
1456¿Literal¿string¿1814¿¿'string'¿¿{"start":{"line":81,"column":20},"end":{"line":81,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1457¿VariableDeclarator¿¿1814¿v148¿¿¿{"start":{"line":80,"column":4},"end":{"line":81,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1458¿LogicalExpression¿||¿1814¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":81,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿LogicalExpression
1459¿Identifier¿¿1814¿v145¿¿¿¿¿Identifier
1460¿Identifier¿¿1814¿v147¿¿¿¿¿Identifier
1461¿VariableDeclarator¿¿1814¿v149¿¿¿{"start":{"line":82,"column":4},"end":{"line":82,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1462¿CallExpression¿¿1814¿¿¿¿{"start":{"line":82,"column":4},"end":{"line":82,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1463¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":82,"column":4},"end":{"line":82,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1464¿Identifier¿¿1814¿name¿¿¿{"start":{"line":82,"column":4},"end":{"line":82,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1465¿Identifier¿¿1814¿includes¿¿¿{"start":{"line":82,"column":9},"end":{"line":82,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1466¿Literal¿string¿1814¿¿'..'¿¿{"start":{"line":82,"column":18},"end":{"line":82,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1467¿VariableDeclarator¿¿1814¿v150¿¿¿{"start":{"line":80,"column":4},"end":{"line":82,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1468¿LogicalExpression¿||¿1814¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":82,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿LogicalExpression
1469¿Identifier¿¿1814¿v148¿¿¿¿¿Identifier
1470¿Identifier¿¿1814¿v149¿¿¿¿¿Identifier
1471¿VariableDeclarator¿¿1814¿v151¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1472¿CallExpression¿¿1814¿¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1473¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1474¿Identifier¿¿1814¿name¿¿¿{"start":{"line":83,"column":4},"end":{"line":83,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1475¿Identifier¿¿1814¿includes¿¿¿{"start":{"line":83,"column":9},"end":{"line":83,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1476¿Literal¿string¿1814¿¿'/'¿¿{"start":{"line":83,"column":18},"end":{"line":83,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1477¿VariableDeclarator¿¿1814¿v152¿¿¿{"start":{"line":80,"column":4},"end":{"line":83,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1478¿LogicalExpression¿||¿1814¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":83,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿LogicalExpression
1479¿Identifier¿¿1814¿v150¿¿¿¿¿Identifier
1480¿Identifier¿¿1814¿v151¿¿¿¿¿Identifier
1481¿VariableDeclarator¿¿1814¿v153¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1482¿CallExpression¿¿1814¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1483¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1484¿Identifier¿¿1814¿name¿¿¿{"start":{"line":84,"column":4},"end":{"line":84,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1485¿Identifier¿¿1814¿includes¿¿¿{"start":{"line":84,"column":9},"end":{"line":84,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1486¿Literal¿string¿1814¿¿'\\'¿¿{"start":{"line":84,"column":18},"end":{"line":84,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1487¿VariableDeclarator¿¿1814¿v154¿¿¿{"start":{"line":80,"column":4},"end":{"line":84,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1488¿LogicalExpression¿||¿1814¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":84,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿LogicalExpression
1489¿Identifier¿¿1814¿v152¿¿¿¿¿Identifier
1490¿Identifier¿¿1814¿v153¿¿¿¿¿Identifier
1491¿IfStatement¿¿1814¿¿¿¿{"start":{"line":79,"column":2},"end":{"line":90,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿IfStatement
1492¿Identifier¿¿1814¿v154¿¿¿¿¿Identifier
1493¿VariableDeclarator¿¿1814¿v155¿¿¿{"start":{"line":86,"column":11},"end":{"line":86,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1494¿CallExpression¿¿1814¿¿¿¿{"start":{"line":86,"column":11},"end":{"line":86,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1495¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":86,"column":11},"end":{"line":86,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1496¿Identifier¿¿1814¿res¿¿¿{"start":{"line":86,"column":11},"end":{"line":86,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1497¿Identifier¿¿1814¿status¿¿¿{"start":{"line":86,"column":15},"end":{"line":86,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1498¿Literal¿number¿1814¿¿400¿¿{"start":{"line":86,"column":22},"end":{"line":86,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1499¿VariableDeclarator¿¿1814¿v156¿¿¿{"start":{"line":88,"column":13},"end":{"line":88,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1500¿ObjectExpression¿¿1814¿¿¿¿¿¿ObjectExpression
1501¿ExpressionStatement¿¿1814¿¿¿¿{"start":{"line":88,"column":13},"end":{"line":88,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ExpressionStatement
1502¿AssignmentExpression¿=¿1814¿¿¿¿{"start":{"line":88,"column":13},"end":{"line":88,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿AssignmentExpression
1503¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":88,"column":13},"end":{"line":88,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1504¿Identifier¿¿1814¿v156¿¿¿¿¿Identifier
1505¿Identifier¿¿1814¿message¿¿¿{"start":{"line":88,"column":15},"end":{"line":88,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1506¿Literal¿string¿1814¿¿'Invalid filename - path traversal attempt detected'¿¿{"start":{"line":88,"column":24},"end":{"line":88,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1507¿ExpressionStatement¿¿1814¿¿¿¿{"start":{"line":88,"column":13},"end":{"line":88,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ExpressionStatement
1508¿AssignmentExpression¿=¿1814¿¿¿¿{"start":{"line":88,"column":13},"end":{"line":88,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿AssignmentExpression
1509¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":88,"column":13},"end":{"line":88,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1510¿Identifier¿¿1814¿v156¿¿¿¿¿Identifier
1511¿Identifier¿¿1814¿code¿¿¿{"start":{"line":88,"column":78},"end":{"line":88,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1512¿Literal¿string¿1814¿¿'VALIDATION_ERROR'¿¿{"start":{"line":88,"column":84},"end":{"line":88,"column":102},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1513¿VariableDeclarator¿¿1814¿v157¿¿¿{"start":{"line":86,"column":32},"end":{"line":89,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1514¿ObjectExpression¿¿1814¿¿¿¿{"start":{"line":86,"column":32},"end":{"line":89,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ObjectExpression
1515¿Property¿¿1814¿¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Property
1516¿Identifier¿¿1814¿success¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1517¿Literal¿boolean¿1814¿¿false¿¿{"start":{"line":87,"column":15},"end":{"line":87,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Literal
1518¿Property¿¿1814¿¿¿¿{"start":{"line":88,"column":6},"end":{"line":88,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Property
1519¿Identifier¿¿1814¿error¿¿¿{"start":{"line":88,"column":6},"end":{"line":88,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1520¿Identifier¿¿1814¿v156¿¿¿¿¿Identifier
1521¿VariableDeclarator¿¿1814¿v158¿¿¿{"start":{"line":86,"column":11},"end":{"line":89,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1522¿CallExpression¿¿1814¿¿¿¿{"start":{"line":86,"column":11},"end":{"line":89,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1523¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":86,"column":11},"end":{"line":86,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1524¿Identifier¿¿1814¿v155¿¿¿¿¿Identifier
1525¿Identifier¿¿1814¿json¿¿¿{"start":{"line":86,"column":27},"end":{"line":86,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1526¿Identifier¿¿1814¿v157¿¿¿¿¿Identifier
1527¿ReturnStatement¿¿1814¿¿¿¿{"start":{"line":86,"column":4},"end":{"line":89,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿ReturnStatement
1528¿Identifier¿¿1814¿v158¿¿¿¿¿Identifier
1529¿BlockStatement¿¿1814¿¿¿¿{"start":{"line":85,"column":4},"end":{"line":90,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿BlockStatement
1530¿TryStatement¿¿1814¿¿¿¿{"start":{"line":93,"column":2},"end":{"line":122,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿TryStatement
1531¿VariableDeclarator¿¿1814¿target¿¿¿{"start":{"line":94,"column":10},"end":{"line":94,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿VariableDeclarator
1532¿CallExpression¿¿1814¿¿¿¿{"start":{"line":94,"column":19},"end":{"line":94,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿CallExpression
1533¿MemberExpression¿¿1814¿¿¿¿{"start":{"line":94,"column":19},"end":{"line":94,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿MemberExpression
1534¿Identifier¿¿1814¿path¿¿¿{"start":{"line":94,"column":19},"end":{"line":94,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1535¿Identifier¿¿1814¿resolve¿¿¿{"start":{"line":94,"column":24},"end":{"line":94,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1536¿Identifier¿¿1814¿uploadsBase¿¿¿{"start":{"line":94,"column":32},"end":{"line":94,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
1537¿Identifier¿¿1814¿name¿¿¿{"start":{"line":94,"column":45},"end":{"line":94,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/sonoverse/fixed_app.js"}¿¿Identifier
