Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
677¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":124,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Program
1052¿Identifier¿¿1170¿v52¿¿¿¿¿Identifier
1053¿Identifier¿¿1170¿processed¿¿¿{"start":{"line":108,"column":17},"end":{"line":108,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1054¿Literal¿boolean¿1170¿¿true¿¿{"start":{"line":108,"column":28},"end":{"line":108,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Literal
1055¿ExpressionStatement¿¿1170¿¿¿¿{"start":{"line":108,"column":15},"end":{"line":108,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
1056¿AssignmentExpression¿=¿1170¿¿¿¿{"start":{"line":108,"column":15},"end":{"line":108,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
1057¿MemberExpression¿¿1170¿¿¿¿{"start":{"line":108,"column":15},"end":{"line":108,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
1058¿Identifier¿¿1170¿v52¿¿¿¿¿Identifier
1059¿Identifier¿¿1170¿data¿¿¿{"start":{"line":108,"column":34},"end":{"line":108,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1060¿Identifier¿¿1170¿data¿¿¿{"start":{"line":108,"column":34},"end":{"line":108,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1061¿ReturnStatement¿¿1170¿¿¿¿{"start":{"line":108,"column":8},"end":{"line":108,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ReturnStatement
1062¿Identifier¿¿1170¿v52¿¿¿¿¿Identifier
1063¿BlockStatement¿¿1170¿¿¿¿{"start":{"line":107,"column":50},"end":{"line":109,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿BlockStatement
1064¿VariableDeclarator¿¿1170¿v53¿¿¿{"start":{"line":110,"column":11},"end":{"line":110,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
1065¿ObjectExpression¿¿1170¿¿¿¿¿¿ObjectExpression
1066¿ExpressionStatement¿¿1170¿¿¿¿{"start":{"line":110,"column":11},"end":{"line":110,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
1067¿AssignmentExpression¿=¿1170¿¿¿¿{"start":{"line":110,"column":11},"end":{"line":110,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
1068¿MemberExpression¿¿1170¿¿¿¿{"start":{"line":110,"column":11},"end":{"line":110,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
1069¿Identifier¿¿1170¿v53¿¿¿¿¿Identifier
1070¿Identifier¿¿1170¿processed¿¿¿{"start":{"line":110,"column":13},"end":{"line":110,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1071¿Literal¿boolean¿1170¿¿false¿¿{"start":{"line":110,"column":24},"end":{"line":110,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Literal
1072¿ExpressionStatement¿¿1170¿¿¿¿{"start":{"line":110,"column":11},"end":{"line":110,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
1073¿AssignmentExpression¿=¿1170¿¿¿¿{"start":{"line":110,"column":11},"end":{"line":110,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
1074¿MemberExpression¿¿1170¿¿¿¿{"start":{"line":110,"column":11},"end":{"line":110,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
1075¿Identifier¿¿1170¿v53¿¿¿¿¿Identifier
1076¿Identifier¿¿1170¿error¿¿¿{"start":{"line":110,"column":31},"end":{"line":110,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1077¿Literal¿string¿1170¿¿'Invalid content type'¿¿{"start":{"line":110,"column":38},"end":{"line":110,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Literal
1078¿ReturnStatement¿¿1170¿¿¿¿{"start":{"line":110,"column":4},"end":{"line":110,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ReturnStatement
1079¿Identifier¿¿1170¿v53¿¿¿¿¿Identifier
1080¿BlockStatement¿¿1170¿¿¿¿{"start":{"line":105,"column":40},"end":{"line":111,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿BlockStatement
1081¿VariableDeclarator¿¿1149¿v54¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿VariableDeclarator
1082¿ObjectExpression¿¿1149¿¿¿¿¿¿ObjectExpression
1083¿ExpressionStatement¿¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
1084¿AssignmentExpression¿=¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
1085¿MemberExpression¿¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
1086¿Identifier¿¿1149¿v54¿¿¿¿¿Identifier
1087¿Identifier¿¿1149¿searchWorkers¿¿¿{"start":{"line":114,"column":4},"end":{"line":114,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1088¿Identifier¿¿1149¿searchWorkers¿¿¿{"start":{"line":114,"column":4},"end":{"line":114,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1089¿ExpressionStatement¿¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
1090¿AssignmentExpression¿=¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
1091¿MemberExpression¿¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
1092¿Identifier¿¿1149¿v54¿¿¿¿¿Identifier
1093¿Identifier¿¿1149¿getWorkerRecord¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1094¿Identifier¿¿1149¿getWorkerRecord¿¿¿{"start":{"line":115,"column":4},"end":{"line":115,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1095¿ExpressionStatement¿¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
1096¿AssignmentExpression¿=¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
1097¿MemberExpression¿¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
1098¿Identifier¿¿1149¿v54¿¿¿¿¿Identifier
1099¿Identifier¿¿1149¿saveDocument¿¿¿{"start":{"line":116,"column":4},"end":{"line":116,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1100¿Identifier¿¿1149¿saveDocument¿¿¿{"start":{"line":116,"column":4},"end":{"line":116,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1101¿ExpressionStatement¿¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
1102¿AssignmentExpression¿=¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
1103¿MemberExpression¿¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
1104¿Identifier¿¿1149¿v54¿¿¿¿¿Identifier
1105¿Identifier¿¿1149¿getDocument¿¿¿{"start":{"line":117,"column":4},"end":{"line":117,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1106¿Identifier¿¿1149¿getDocument¿¿¿{"start":{"line":117,"column":4},"end":{"line":117,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1107¿ExpressionStatement¿¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
1108¿AssignmentExpression¿=¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
1109¿MemberExpression¿¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
1110¿Identifier¿¿1149¿v54¿¿¿¿¿Identifier
1111¿Identifier¿¿1149¿updateStatus¿¿¿{"start":{"line":118,"column":4},"end":{"line":118,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1112¿Identifier¿¿1149¿updateStatus¿¿¿{"start":{"line":118,"column":4},"end":{"line":118,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1113¿ExpressionStatement¿¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
1114¿AssignmentExpression¿=¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
1115¿MemberExpression¿¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
1116¿Identifier¿¿1149¿v54¿¿¿¿¿Identifier
1117¿Identifier¿¿1149¿getAllWorkers¿¿¿{"start":{"line":119,"column":4},"end":{"line":119,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1118¿Identifier¿¿1149¿getAllWorkers¿¿¿{"start":{"line":119,"column":4},"end":{"line":119,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1119¿ExpressionStatement¿¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
1120¿AssignmentExpression¿=¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
1121¿MemberExpression¿¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
1122¿Identifier¿¿1149¿v54¿¿¿¿¿Identifier
1123¿Identifier¿¿1149¿logEvent¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1124¿Identifier¿¿1149¿logEvent¿¿¿{"start":{"line":120,"column":4},"end":{"line":120,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1125¿ExpressionStatement¿¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
1126¿AssignmentExpression¿=¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
1127¿MemberExpression¿¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
1128¿Identifier¿¿1149¿v54¿¿¿¿¿Identifier
1129¿Identifier¿¿1149¿getBackupFlags¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1130¿Identifier¿¿1149¿getBackupFlags¿¿¿{"start":{"line":121,"column":4},"end":{"line":121,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1131¿ExpressionStatement¿¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
1132¿AssignmentExpression¿=¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
1133¿MemberExpression¿¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
1134¿Identifier¿¿1149¿v54¿¿¿¿¿Identifier
1135¿Identifier¿¿1149¿getStatus¿¿¿{"start":{"line":122,"column":4},"end":{"line":122,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1136¿Identifier¿¿1149¿getStatus¿¿¿{"start":{"line":122,"column":4},"end":{"line":122,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1137¿ExpressionStatement¿¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
1138¿AssignmentExpression¿=¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
1139¿MemberExpression¿¿1149¿¿¿¿{"start":{"line":113,"column":17},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
1140¿Identifier¿¿1149¿v54¿¿¿¿¿Identifier
1141¿Identifier¿¿1149¿processForm¿¿¿{"start":{"line":123,"column":4},"end":{"line":123,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1142¿Identifier¿¿1149¿processForm¿¿¿{"start":{"line":123,"column":4},"end":{"line":123,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1143¿ExpressionStatement¿¿1149¿¿¿¿{"start":{"line":113,"column":0},"end":{"line":124,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿ExpressionStatement
1144¿AssignmentExpression¿=¿1149¿¿¿¿{"start":{"line":113,"column":0},"end":{"line":124,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿AssignmentExpression
1145¿MemberExpression¿¿1149¿¿¿¿{"start":{"line":113,"column":0},"end":{"line":113,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿MemberExpression
1146¿Identifier¿¿1149¿module¿¿¿{"start":{"line":113,"column":0},"end":{"line":113,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1147¿Identifier¿¿1149¿exports¿¿¿{"start":{"line":113,"column":7},"end":{"line":113,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/vuln-gov-labor/service.js"}¿¿Identifier
1148¿Identifier¿¿1149¿v54¿¿¿¿¿Identifier
1149¿CFG_F_START¿¿1149¿__main__¿¿¿¿¿CFG_F_START
1150¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1151¿CFG_F_START¿¿1151¿747_anon¿¿¿¿¿CFG_F_START
1152¿CFG_F_END¿¿0¿747_anon¿¿¿¿¿CFG_F_END
1153¿CFG_F_START¿¿1153¿772_anon¿¿¿¿¿CFG_F_START
1154¿CFG_F_END¿¿0¿772_anon¿¿¿¿¿CFG_F_END
1155¿CFG_F_START¿¿1155¿808_anon¿¿¿¿¿CFG_F_START
1156¿CFG_F_END¿¿0¿808_anon¿¿¿¿¿CFG_F_END
1157¿CFG_F_START¿¿1157¿853_anon¿¿¿¿¿CFG_F_START
1158¿CFG_F_END¿¿0¿853_anon¿¿¿¿¿CFG_F_END
1159¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1160¿CFG_F_START¿¿1160¿895_anon¿¿¿¿¿CFG_F_START
1161¿CFG_F_END¿¿0¿895_anon¿¿¿¿¿CFG_F_END
1162¿CFG_F_START¿¿1162¿922_anon¿¿¿¿¿CFG_F_START
1163¿CFG_F_END¿¿0¿922_anon¿¿¿¿¿CFG_F_END
1164¿CFG_F_START¿¿1164¿965_anon¿¿¿¿¿CFG_F_START
1165¿CFG_F_END¿¿0¿965_anon¿¿¿¿¿CFG_F_END
1166¿CFG_F_START¿¿1166¿990_anon¿¿¿¿¿CFG_F_START
1167¿CFG_F_END¿¿0¿990_anon¿¿¿¿¿CFG_F_END
1168¿CFG_F_START¿¿1168¿1017_anon¿¿¿¿¿CFG_F_START
1169¿CFG_F_END¿¿0¿1017_anon¿¿¿¿¿CFG_F_END
1170¿CFG_F_START¿¿1170¿1036_anon¿¿¿¿¿CFG_F_START
1171¿CFG_F_END¿¿0¿1036_anon¿¿¿¿¿CFG_F_END
1172¿CFG_IF_END¿¿0¿1045¿¿¿¿¿CFG_IF_END
1173¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1174¿PDG_CALL¿¿1149¿1149.CALL->require-o177¿¿¿¿¿PDG_CALL
1175¿PDG_OBJECT¿¿0¿1149.fs-o178¿¿¿¿¿PDG_OBJECT
1176¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1177¿PDG_CALL¿¿1149¿1149.CALL->require-o179¿¿¿¿¿PDG_CALL
1178¿PDG_OBJECT¿¿0¿1149.path-o180¿¿¿¿¿PDG_OBJECT
1179¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1180¿PDG_OBJECT¿¿0¿1149.FLAGS-o181¿¿¿¿¿PDG_OBJECT
1181¿PDG_OBJECT¿¿0¿1149.FLAGS-o182¿¿¿¿¿PDG_OBJECT
1182¿PDG_OBJECT¿¿0¿1149.FLAGS.main-o183¿¿¿¿¿PDG_OBJECT
1183¿PDG_OBJECT¿¿0¿1149.FLAGS-o184¿¿¿¿¿PDG_OBJECT
1184¿PDG_OBJECT¿¿0¿1149.FLAGS.backup-o185¿¿¿¿¿PDG_OBJECT
1185¿PDG_OBJECT¿¿0¿1149.FLAGS-o186¿¿¿¿¿PDG_OBJECT
1186¿PDG_OBJECT¿¿0¿1149.FLAGS.admin-o187¿¿¿¿¿PDG_OBJECT
1187¿PDG_OBJECT¿¿0¿1149.CREDENTIALS-o188¿¿¿¿¿PDG_OBJECT
1188¿PDG_OBJECT¿¿0¿1149.CREDENTIALS-o189¿¿¿¿¿PDG_OBJECT
1189¿PDG_OBJECT¿¿0¿1149.CREDENTIALS.admin-o190¿¿¿¿¿PDG_OBJECT
1190¿PDG_OBJECT¿¿0¿1149.CREDENTIALS-o191¿¿¿¿¿PDG_OBJECT
1191¿PDG_OBJECT¿¿0¿1149.CREDENTIALS.password-o192¿¿¿¿¿PDG_OBJECT
1192¿PDG_OBJECT¿¿0¿1149.DB_CONFIG-o193¿¿¿¿¿PDG_OBJECT
1193¿PDG_OBJECT¿¿0¿1149.DB_CONFIG-o194¿¿¿¿¿PDG_OBJECT
1194¿PDG_OBJECT¿¿0¿1149.DB_CONFIG.host-o195¿¿¿¿¿PDG_OBJECT
1195¿PDG_OBJECT¿¿0¿1149.DB_CONFIG-o196¿¿¿¿¿PDG_OBJECT
1196¿PDG_OBJECT¿¿0¿1149.DB_CONFIG.user-o197¿¿¿¿¿PDG_OBJECT
1197¿PDG_OBJECT¿¿0¿1149.DB_CONFIG-o198¿¿¿¿¿PDG_OBJECT
1198¿PDG_OBJECT¿¿0¿1149.DB_CONFIG.password-o199¿¿¿¿¿PDG_OBJECT
1199¿PDG_OBJECT¿¿0¿1149.DB_CONFIG-o200¿¿¿¿¿PDG_OBJECT
1200¿PDG_OBJECT¿¿0¿1149.DB_CONFIG.database-o201¿¿¿¿¿PDG_OBJECT
1201¿PDG_OBJECT¿¿0¿1151.this-o202¿¿¿¿¿PDG_OBJECT
1202¿PDG_OBJECT¿¿0¿1151.query-o203¿¿¿¿¿PDG_OBJECT
1203¿PDG_OBJECT¿¿0¿1149.searchWorkers-o204¿¿¿¿¿PDG_OBJECT
1204¿PDG_OBJECT¿¿0¿1153.this-o205¿¿¿¿¿PDG_OBJECT
1205¿PDG_OBJECT¿¿0¿1153.workerId-o206¿¿¿¿¿PDG_OBJECT
1206¿PDG_OBJECT¿¿0¿1149.getWorkerRecord-o207¿¿¿¿¿PDG_OBJECT
1207¿PDG_OBJECT¿¿0¿1155.this-o208¿¿¿¿¿PDG_OBJECT
1208¿PDG_OBJECT¿¿0¿1155.file-o209¿¿¿¿¿PDG_OBJECT
1209¿PDG_OBJECT¿¿0¿1149.saveDocument-o210¿¿¿¿¿PDG_OBJECT
1210¿PDG_OBJECT¿¿0¿1157.this-o211¿¿¿¿¿PDG_OBJECT
1211¿PDG_OBJECT¿¿0¿1157.docPath-o212¿¿¿¿¿PDG_OBJECT
1212¿PDG_OBJECT¿¿0¿1149.getDocument-o213¿¿¿¿¿PDG_OBJECT
1213¿PDG_OBJECT¿¿0¿1160.this-o214¿¿¿¿¿PDG_OBJECT
1214¿PDG_OBJECT¿¿0¿1160.workerId-o215¿¿¿¿¿PDG_OBJECT
1215¿PDG_OBJECT¿¿0¿1160.status-o216¿¿¿¿¿PDG_OBJECT
1216¿PDG_OBJECT¿¿0¿1149.updateStatus-o217¿¿¿¿¿PDG_OBJECT
1217¿PDG_OBJECT¿¿0¿1162.this-o218¿¿¿¿¿PDG_OBJECT
1218¿PDG_OBJECT¿¿0¿1149.getAllWorkers-o219¿¿¿¿¿PDG_OBJECT
1219¿PDG_OBJECT¿¿0¿1164.this-o220¿¿¿¿¿PDG_OBJECT
