Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
805¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":96,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Program
1164¿VariableDeclarator¿¿1422¿v108¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1165¿CallExpression¿¿1422¿¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1166¿MemberExpression¿¿1422¿¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1167¿Identifier¿¿1422¿v107¿¿¿¿¿Identifier
1168¿Identifier¿¿1422¿json¿¿¿{"start":{"line":62,"column":20},"end":{"line":62,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1169¿Identifier¿¿1422¿challs¿¿¿{"start":{"line":62,"column":25},"end":{"line":62,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1170¿ExpressionStatement¿¿1422¿¿¿¿{"start":{"line":62,"column":4},"end":{"line":62,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ExpressionStatement
1171¿Identifier¿¿1422¿v108¿¿¿¿¿Identifier
1172¿BlockStatement¿¿1422¿¿¿¿{"start":{"line":60,"column":6},"end":{"line":63,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿BlockStatement
1173¿CatchClause¿¿1422¿¿¿¿{"start":{"line":63,"column":4},"end":{"line":66,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CatchClause
1174¿VariableDeclarator¿¿1422¿v109¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1175¿CallExpression¿¿1422¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1176¿MemberExpression¿¿1422¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1177¿Identifier¿¿1422¿console¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1178¿Identifier¿¿1422¿error¿¿¿{"start":{"line":64,"column":12},"end":{"line":64,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1179¿Identifier¿¿1422¿error¿¿¿{"start":{"line":64,"column":18},"end":{"line":64,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1180¿ExpressionStatement¿¿1422¿¿¿¿{"start":{"line":64,"column":4},"end":{"line":64,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ExpressionStatement
1181¿Identifier¿¿1422¿v109¿¿¿¿¿Identifier
1182¿VariableDeclarator¿¿1422¿v110¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1183¿CallExpression¿¿1422¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1184¿MemberExpression¿¿1422¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1185¿Identifier¿¿1422¿res¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1186¿Identifier¿¿1422¿status¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1187¿Literal¿number¿1422¿¿500¿¿{"start":{"line":65,"column":15},"end":{"line":65,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1188¿VariableDeclarator¿¿1422¿v111¿¿¿{"start":{"line":65,"column":25},"end":{"line":65,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1189¿ObjectExpression¿¿1422¿¿¿¿{"start":{"line":65,"column":25},"end":{"line":65,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ObjectExpression
1190¿Property¿¿1422¿¿¿¿{"start":{"line":65,"column":27},"end":{"line":65,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Property
1191¿Identifier¿¿1422¿error¿¿¿{"start":{"line":65,"column":27},"end":{"line":65,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1192¿Literal¿string¿1422¿¿'Database error'¿¿{"start":{"line":65,"column":34},"end":{"line":65,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1193¿VariableDeclarator¿¿1422¿v112¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1194¿CallExpression¿¿1422¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1195¿MemberExpression¿¿1422¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1196¿Identifier¿¿1422¿v110¿¿¿¿¿Identifier
1197¿Identifier¿¿1422¿json¿¿¿{"start":{"line":65,"column":20},"end":{"line":65,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1198¿Identifier¿¿1422¿v111¿¿¿¿¿Identifier
1199¿ExpressionStatement¿¿1422¿¿¿¿{"start":{"line":65,"column":4},"end":{"line":65,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ExpressionStatement
1200¿Identifier¿¿1422¿v112¿¿¿¿¿Identifier
1201¿BlockStatement¿¿1422¿¿¿¿{"start":{"line":63,"column":18},"end":{"line":66,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿BlockStatement
1202¿Identifier¿¿1422¿error¿¿¿{"start":{"line":63,"column":11},"end":{"line":63,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1203¿BlockStatement¿¿1422¿¿¿¿{"start":{"line":59,"column":46},"end":{"line":67,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿BlockStatement
1204¿VariableDeclarator¿¿1409¿v114¿¿¿{"start":{"line":59,"column":0},"end":{"line":67,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1205¿CallExpression¿¿1409¿¿¿¿{"start":{"line":59,"column":0},"end":{"line":67,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1206¿MemberExpression¿¿1409¿¿¿¿{"start":{"line":59,"column":0},"end":{"line":59,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1207¿Identifier¿¿1409¿router¿¿¿{"start":{"line":59,"column":0},"end":{"line":59,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1208¿Identifier¿¿1409¿get¿¿¿{"start":{"line":59,"column":7},"end":{"line":59,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1209¿Literal¿string¿1409¿¿'/challenges'¿¿{"start":{"line":59,"column":11},"end":{"line":59,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1210¿Identifier¿¿1409¿v113¿¿¿¿¿Identifier
1211¿ExpressionStatement¿¿1409¿¿¿¿{"start":{"line":59,"column":0},"end":{"line":67,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ExpressionStatement
1212¿Identifier¿¿1409¿v114¿¿¿¿¿Identifier
1213¿VariableDeclarator¿¿1409¿v122¿¿¿{"start":{"line":69,"column":24},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1214¿ArrowFunctionExpression¿¿1409¿¿¿¿{"start":{"line":69,"column":24},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ArrowFunctionExpression
1215¿Identifier¿¿0¿req¿¿¿{"start":{"line":69,"column":31},"end":{"line":69,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1216¿Identifier¿¿0¿res¿¿¿{"start":{"line":69,"column":36},"end":{"line":69,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1217¿TryStatement¿¿1425¿¿¿¿{"start":{"line":70,"column":2},"end":{"line":76,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿TryStatement
1218¿VariableDeclarator¿¿1425¿v115¿¿¿{"start":{"line":71,"column":44},"end":{"line":71,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1219¿ObjectExpression¿¿1425¿¿¿¿{"start":{"line":71,"column":44},"end":{"line":71,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ObjectExpression
1220¿VariableDeclarator¿¿1425¿projects¿¿¿{"start":{"line":71,"column":10},"end":{"line":71,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1221¿AwaitExpression¿¿1425¿¿¿¿{"start":{"line":71,"column":21},"end":{"line":71,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿AwaitExpression
1222¿CallExpression¿¿1425¿¿¿¿{"start":{"line":71,"column":27},"end":{"line":71,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1223¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":71,"column":27},"end":{"line":71,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1224¿Identifier¿¿1425¿ProjectsTbl¿¿¿{"start":{"line":71,"column":27},"end":{"line":71,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1225¿Identifier¿¿1425¿find¿¿¿{"start":{"line":71,"column":39},"end":{"line":71,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1226¿Identifier¿¿1425¿v115¿¿¿¿¿Identifier
1227¿VariableDeclarator¿¿1425¿v116¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1228¿CallExpression¿¿1425¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1229¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1230¿Identifier¿¿1425¿res¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1231¿Identifier¿¿1425¿status¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1232¿Literal¿number¿1425¿¿200¿¿{"start":{"line":72,"column":15},"end":{"line":72,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1233¿VariableDeclarator¿¿1425¿v117¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1234¿CallExpression¿¿1425¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1235¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1236¿Identifier¿¿1425¿v116¿¿¿¿¿Identifier
1237¿Identifier¿¿1425¿json¿¿¿{"start":{"line":72,"column":20},"end":{"line":72,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1238¿Identifier¿¿1425¿projects¿¿¿{"start":{"line":72,"column":25},"end":{"line":72,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1239¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":72,"column":4},"end":{"line":72,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ExpressionStatement
1240¿Identifier¿¿1425¿v117¿¿¿¿¿Identifier
1241¿BlockStatement¿¿1425¿¿¿¿{"start":{"line":70,"column":6},"end":{"line":73,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿BlockStatement
1242¿CatchClause¿¿1425¿¿¿¿{"start":{"line":73,"column":4},"end":{"line":76,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CatchClause
1243¿VariableDeclarator¿¿1425¿v118¿¿¿{"start":{"line":74,"column":4},"end":{"line":74,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1244¿CallExpression¿¿1425¿¿¿¿{"start":{"line":74,"column":4},"end":{"line":74,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1245¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":74,"column":4},"end":{"line":74,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1246¿Identifier¿¿1425¿console¿¿¿{"start":{"line":74,"column":4},"end":{"line":74,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1247¿Identifier¿¿1425¿error¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1248¿Identifier¿¿1425¿error¿¿¿{"start":{"line":74,"column":18},"end":{"line":74,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1249¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":74,"column":4},"end":{"line":74,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ExpressionStatement
1250¿Identifier¿¿1425¿v118¿¿¿¿¿Identifier
1251¿VariableDeclarator¿¿1425¿v119¿¿¿{"start":{"line":75,"column":4},"end":{"line":75,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1252¿CallExpression¿¿1425¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":75,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1253¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":75,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1254¿Identifier¿¿1425¿res¿¿¿{"start":{"line":75,"column":4},"end":{"line":75,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1255¿Identifier¿¿1425¿status¿¿¿{"start":{"line":75,"column":8},"end":{"line":75,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1256¿Literal¿number¿1425¿¿500¿¿{"start":{"line":75,"column":15},"end":{"line":75,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1257¿VariableDeclarator¿¿1425¿v120¿¿¿{"start":{"line":75,"column":25},"end":{"line":75,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1258¿ObjectExpression¿¿1425¿¿¿¿{"start":{"line":75,"column":25},"end":{"line":75,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ObjectExpression
1259¿Property¿¿1425¿¿¿¿{"start":{"line":75,"column":27},"end":{"line":75,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Property
1260¿Identifier¿¿1425¿error¿¿¿{"start":{"line":75,"column":27},"end":{"line":75,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1261¿Literal¿string¿1425¿¿'Database error'¿¿{"start":{"line":75,"column":34},"end":{"line":75,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1262¿VariableDeclarator¿¿1425¿v121¿¿¿{"start":{"line":75,"column":4},"end":{"line":75,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1263¿CallExpression¿¿1425¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":75,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1264¿MemberExpression¿¿1425¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":75,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1265¿Identifier¿¿1425¿v119¿¿¿¿¿Identifier
1266¿Identifier¿¿1425¿json¿¿¿{"start":{"line":75,"column":20},"end":{"line":75,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1267¿Identifier¿¿1425¿v120¿¿¿¿¿Identifier
1268¿ExpressionStatement¿¿1425¿¿¿¿{"start":{"line":75,"column":4},"end":{"line":75,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ExpressionStatement
1269¿Identifier¿¿1425¿v121¿¿¿¿¿Identifier
1270¿BlockStatement¿¿1425¿¿¿¿{"start":{"line":73,"column":18},"end":{"line":76,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿BlockStatement
1271¿Identifier¿¿1425¿error¿¿¿{"start":{"line":73,"column":11},"end":{"line":73,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1272¿BlockStatement¿¿1425¿¿¿¿{"start":{"line":69,"column":44},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿BlockStatement
1273¿VariableDeclarator¿¿1409¿v123¿¿¿{"start":{"line":69,"column":0},"end":{"line":77,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1274¿CallExpression¿¿1409¿¿¿¿{"start":{"line":69,"column":0},"end":{"line":77,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿CallExpression
1275¿MemberExpression¿¿1409¿¿¿¿{"start":{"line":69,"column":0},"end":{"line":69,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿MemberExpression
1276¿Identifier¿¿1409¿router¿¿¿{"start":{"line":69,"column":0},"end":{"line":69,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1277¿Identifier¿¿1409¿get¿¿¿{"start":{"line":69,"column":7},"end":{"line":69,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1278¿Literal¿string¿1409¿¿'/projects'¿¿{"start":{"line":69,"column":11},"end":{"line":69,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Literal
1279¿Identifier¿¿1409¿v122¿¿¿¿¿Identifier
1280¿ExpressionStatement¿¿1409¿¿¿¿{"start":{"line":69,"column":0},"end":{"line":77,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ExpressionStatement
1281¿Identifier¿¿1409¿v123¿¿¿¿¿Identifier
1282¿VariableDeclarator¿¿1409¿v137¿¿¿{"start":{"line":79,"column":42},"end":{"line":94,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿VariableDeclarator
1283¿ArrowFunctionExpression¿¿1409¿¿¿¿{"start":{"line":79,"column":42},"end":{"line":94,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿ArrowFunctionExpression
1284¿Identifier¿¿0¿req¿¿¿{"start":{"line":79,"column":49},"end":{"line":79,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
1285¿Identifier¿¿0¿res¿¿¿{"start":{"line":79,"column":54},"end":{"line":79,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/rctf-server/fixed_apiRoute.js"}¿¿Identifier
