Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
586¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":78,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Program
951¿VariableDeclarator¿¿1042¿v97¿¿¿{"start":{"line":68,"column":22},"end":{"line":68,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
952¿TemplateLiteral¿¿1042¿¿¿¿{"start":{"line":68,"column":22},"end":{"line":68,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿TemplateLiteral
953¿Identifier¿¿1042¿outputFileName¿¿¿{"start":{"line":68,"column":54},"end":{"line":68,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
954¿VariableDeclarator¿¿1042¿v98¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
955¿CallExpression¿¿1042¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
956¿MemberExpression¿¿1042¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
957¿Identifier¿¿1042¿console¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
958¿Identifier¿¿1042¿error¿¿¿{"start":{"line":68,"column":16},"end":{"line":68,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
959¿Identifier¿¿1042¿v97¿¿¿¿¿Identifier
960¿ExpressionStatement¿¿1042¿¿¿¿{"start":{"line":68,"column":8},"end":{"line":68,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ExpressionStatement
961¿Identifier¿¿1042¿v98¿¿¿¿¿Identifier
962¿BlockStatement¿¿1042¿¿¿¿{"start":{"line":67,"column":35},"end":{"line":69,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿BlockStatement
963¿VariableDeclarator¿¿1042¿v99¿¿¿{"start":{"line":70,"column":22},"end":{"line":70,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
964¿TemplateLiteral¿¿1042¿¿¿¿{"start":{"line":70,"column":22},"end":{"line":70,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿TemplateLiteral
965¿Identifier¿¿1042¿outputFileName¿¿¿{"start":{"line":70,"column":45},"end":{"line":70,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
966¿VariableDeclarator¿¿1042¿v100¿¿¿{"start":{"line":70,"column":65},"end":{"line":70,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
967¿MemberExpression¿¿1042¿¿¿¿{"start":{"line":70,"column":65},"end":{"line":70,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
968¿Identifier¿¿1042¿error¿¿¿{"start":{"line":70,"column":65},"end":{"line":70,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
969¿Identifier¿¿1042¿message¿¿¿{"start":{"line":70,"column":71},"end":{"line":70,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
970¿VariableDeclarator¿¿1042¿v101¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
971¿CallExpression¿¿1042¿¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
972¿MemberExpression¿¿1042¿¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
973¿Identifier¿¿1042¿console¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
974¿Identifier¿¿1042¿error¿¿¿{"start":{"line":70,"column":16},"end":{"line":70,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
975¿Identifier¿¿1042¿v99¿¿¿¿¿Identifier
976¿Identifier¿¿1042¿v100¿¿¿¿¿Identifier
977¿ExpressionStatement¿¿1042¿¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":80},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ExpressionStatement
978¿Identifier¿¿1042¿v101¿¿¿¿¿Identifier
979¿BlockStatement¿¿1042¿¿¿¿{"start":{"line":69,"column":13},"end":{"line":71,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿BlockStatement
980¿VariableDeclarator¿¿1042¿v102¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
981¿CallExpression¿¿1042¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
982¿MemberExpression¿¿1042¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
983¿Identifier¿¿1042¿process¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
984¿Identifier¿¿1042¿exit¿¿¿{"start":{"line":72,"column":14},"end":{"line":72,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
985¿Literal¿number¿1042¿¿1¿¿{"start":{"line":72,"column":19},"end":{"line":72,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Literal
986¿ExpressionStatement¿¿1042¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ExpressionStatement
987¿Identifier¿¿1042¿v102¿¿¿¿¿Identifier
988¿BlockStatement¿¿1042¿¿¿¿{"start":{"line":66,"column":20},"end":{"line":73,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿BlockStatement
989¿Identifier¿¿1042¿error¿¿¿{"start":{"line":66,"column":13},"end":{"line":66,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
990¿BlockStatement¿¿1042¿¿¿¿{"start":{"line":62,"column":15},"end":{"line":74,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿BlockStatement
991¿VariableDeclarator¿¿1034¿v104¿¿¿{"start":{"line":61,"column":0},"end":{"line":74,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
992¿CallExpression¿¿1034¿¿¿¿{"start":{"line":61,"column":0},"end":{"line":74,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
993¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":61,"column":0},"end":{"line":62,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
994¿Identifier¿¿1034¿v92¿¿¿¿¿Identifier
995¿Identifier¿¿1034¿then¿¿¿{"start":{"line":62,"column":3},"end":{"line":62,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
996¿Identifier¿¿1034¿v103¿¿¿¿¿Identifier
997¿VariableDeclarator¿¿1034¿v109¿¿¿{"start":{"line":75,"column":9},"end":{"line":78,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
998¿ArrowFunctionExpression¿¿1034¿¿¿¿{"start":{"line":75,"column":9},"end":{"line":78,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ArrowFunctionExpression
999¿Identifier¿¿0¿error¿¿¿{"start":{"line":75,"column":9},"end":{"line":75,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
1000¿VariableDeclarator¿¿1046¿v105¿¿¿{"start":{"line":76,"column":49},"end":{"line":76,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
1001¿MemberExpression¿¿1046¿¿¿¿{"start":{"line":76,"column":49},"end":{"line":76,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
1002¿Identifier¿¿1046¿error¿¿¿{"start":{"line":76,"column":49},"end":{"line":76,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
1003¿Identifier¿¿1046¿message¿¿¿{"start":{"line":76,"column":55},"end":{"line":76,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
1004¿VariableDeclarator¿¿1046¿v106¿¿¿{"start":{"line":76,"column":49},"end":{"line":76,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
1005¿LogicalExpression¿||¿1046¿¿¿¿{"start":{"line":76,"column":49},"end":{"line":76,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿LogicalExpression
1006¿Identifier¿¿1046¿v105¿¿¿¿¿Identifier
1007¿Identifier¿¿1046¿error¿¿¿{"start":{"line":76,"column":66},"end":{"line":76,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
1008¿VariableDeclarator¿¿1046¿v107¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
1009¿CallExpression¿¿1046¿¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
1010¿MemberExpression¿¿1046¿¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
1011¿Identifier¿¿1046¿console¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
1012¿Identifier¿¿1046¿error¿¿¿{"start":{"line":76,"column":12},"end":{"line":76,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
1013¿Literal¿string¿1046¿¿'Error rendering DOT string:'¿¿{"start":{"line":76,"column":18},"end":{"line":76,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Literal
1014¿Identifier¿¿1046¿v106¿¿¿¿¿Identifier
1015¿ExpressionStatement¿¿1046¿¿¿¿{"start":{"line":76,"column":4},"end":{"line":76,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ExpressionStatement
1016¿Identifier¿¿1046¿v107¿¿¿¿¿Identifier
1017¿VariableDeclarator¿¿1046¿v108¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
1018¿CallExpression¿¿1046¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
1019¿MemberExpression¿¿1046¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
1020¿Identifier¿¿1046¿process¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
1021¿Identifier¿¿1046¿exit¿¿¿{"start":{"line":77,"column":12},"end":{"line":77,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
1022¿Literal¿number¿1046¿¿1¿¿{"start":{"line":77,"column":17},"end":{"line":77,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Literal
1023¿ExpressionStatement¿¿1046¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ExpressionStatement
1024¿Identifier¿¿1046¿v108¿¿¿¿¿Identifier
1025¿BlockStatement¿¿1046¿¿¿¿{"start":{"line":75,"column":18},"end":{"line":78,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿BlockStatement
1026¿VariableDeclarator¿¿1034¿v110¿¿¿{"start":{"line":61,"column":0},"end":{"line":78,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿VariableDeclarator
1027¿CallExpression¿¿1034¿¿¿¿{"start":{"line":61,"column":0},"end":{"line":78,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿CallExpression
1028¿MemberExpression¿¿1034¿¿¿¿{"start":{"line":61,"column":0},"end":{"line":75,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿MemberExpression
1029¿Identifier¿¿1034¿v104¿¿¿¿¿Identifier
1030¿Identifier¿¿1034¿catch¿¿¿{"start":{"line":75,"column":3},"end":{"line":75,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿Identifier
1031¿Identifier¿¿1034¿v109¿¿¿¿¿Identifier
1032¿ExpressionStatement¿¿1034¿¿¿¿{"start":{"line":61,"column":0},"end":{"line":78,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/app-state-diagram/fixed_dot.js"}¿¿ExpressionStatement
1033¿Identifier¿¿1034¿v110¿¿¿¿¿Identifier
1034¿CFG_F_START¿¿1034¿__main__¿¿¿¿¿CFG_F_START
1035¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1036¿CFG_IF_END¿¿0¿622¿¿¿¿¿CFG_IF_END
1037¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1038¿CFG_IF_END¿¿0¿720¿¿¿¿¿CFG_IF_END
1039¿CFG_IF_END¿¿0¿763¿¿¿¿¿CFG_IF_END
1040¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1041¿CFG_IF_END¿¿0¿886¿¿¿¿¿CFG_IF_END
1042¿CFG_F_START¿¿1042¿921_anon¿¿¿¿¿CFG_F_START
1043¿CFG_F_END¿¿0¿921_anon¿¿¿¿¿CFG_F_END
1044¿CFG_IF_END¿¿0¿949¿¿¿¿¿CFG_IF_END
1045¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1046¿CFG_F_START¿¿1046¿998_anon¿¿¿¿¿CFG_F_START
1047¿CFG_F_END¿¿0¿998_anon¿¿¿¿¿CFG_F_END
1048¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1049¿PDG_CALL¿¿1034¿1034.CALL->require-o118¿¿¿¿¿PDG_CALL
1050¿PDG_OBJECT¿¿0¿1034.Viz-o119¿¿¿¿¿PDG_OBJECT
1051¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1052¿PDG_CALL¿¿1034¿1034.CALL->require-o120¿¿¿¿¿PDG_CALL
1053¿PDG_OBJECT¿¿0¿1034.v56-o121¿¿¿¿¿PDG_OBJECT
1054¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1055¿PDG_OBJECT¿¿0¿1034.v56.Module-o122¿¿¿¿¿PDG_OBJECT
1056¿PDG_OBJECT¿¿0¿1034.v56.render-o123¿¿¿¿¿PDG_OBJECT
1057¿PDG_CALL¿¿1034¿1034.CALL->require-o124¿¿¿¿¿PDG_CALL
1058¿PDG_OBJECT¿¿0¿1034.fs-o125¿¿¿¿¿PDG_OBJECT
1059¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1060¿PDG_CALL¿¿1034¿1034.CALL->require-o126¿¿¿¿¿PDG_CALL
1061¿PDG_OBJECT¿¿0¿1034.path-o127¿¿¿¿¿PDG_OBJECT
1062¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1063¿PDG_OBJECT¿¿0¿1034.process-o128¿¿¿¿¿PDG_OBJECT
1064¿PDG_OBJECT¿¿0¿1034.process.argv-o129¿¿¿¿¿PDG_OBJECT
1065¿PDG_OBJECT¿¿0¿1034.v57.2-o130¿¿¿¿¿PDG_OBJECT
1066¿PDG_CALL¿¿1034¿1034.CALL->console.error-o131¿¿¿¿¿PDG_CALL
1067¿PDG_OBJECT¿¿0¿1034.v59-o132¿¿¿¿¿PDG_OBJECT
1068¿PDG_CALL¿¿1034¿1034.CALL->process.exit-o133¿¿¿¿¿PDG_CALL
1069¿PDG_OBJECT¿¿0¿1034.v60-o134¿¿¿¿¿PDG_OBJECT
1070¿PDG_CALL¿¿1034¿1034.CALL->process.cwd-o135¿¿¿¿¿PDG_CALL
1071¿PDG_OBJECT¿¿0¿1034.v61-o136¿¿¿¿¿PDG_OBJECT
1072¿PDG_CALL¿¿1034¿1034.CALL->fs.realpathSync-o137¿¿¿¿¿PDG_CALL
1073¿PDG_OBJECT¿¿0¿1034.BASE_DIR-o138¿¿¿¿¿PDG_OBJECT
1074¿PDG_CALL¿¿1034¿1034.CALL->path.resolve-o139¿¿¿¿¿PDG_CALL
1075¿PDG_OBJECT¿¿0¿1034.candidate-o140¿¿¿¿¿PDG_OBJECT
1076¿PDG_OBJECT¿¿0¿1034.filePath-o141¿¿¿¿¿PDG_OBJECT
1077¿PDG_CALL¿¿1034¿1034.CALL->fs.realpathSync-o142¿¿¿¿¿PDG_CALL
1078¿PDG_OBJECT¿¿0¿1034.filePath-o143¿¿¿¿¿PDG_OBJECT
1079¿PDG_CALL¿¿1034¿1034.CALL->path.relative-o144¿¿¿¿¿PDG_CALL
1080¿PDG_OBJECT¿¿0¿1034.rel-o145¿¿¿¿¿PDG_OBJECT
1081¿PDG_CALL¿¿1034¿1034.CALL->rel.startsWith-o146¿¿¿¿¿PDG_CALL
1082¿PDG_OBJECT¿¿0¿1034.v66-o147¿¿¿¿¿PDG_OBJECT
1083¿PDG_CALL¿¿1034¿1034.CALL->path.isAbsolute-o148¿¿¿¿¿PDG_CALL
1084¿PDG_OBJECT¿¿0¿1034.v67-o149¿¿¿¿¿PDG_OBJECT
1085¿PDG_CALL¿¿1034¿1034.CALL->console.error-o150¿¿¿¿¿PDG_CALL
1086¿PDG_OBJECT¿¿0¿1034.v69-o151¿¿¿¿¿PDG_OBJECT
1087¿PDG_CALL¿¿1034¿1034.CALL->process.exit-o152¿¿¿¿¿PDG_CALL
1088¿PDG_OBJECT¿¿0¿1034.v70-o153¿¿¿¿¿PDG_OBJECT
1089¿PDG_CALL¿¿1034¿1034.CALL->path.extname-o154¿¿¿¿¿PDG_CALL
1090¿PDG_OBJECT¿¿0¿1034.v71-o155¿¿¿¿¿PDG_OBJECT
1091¿PDG_CALL¿¿1034¿1034.CALL->v71.toLowerCase-o156¿¿¿¿¿PDG_CALL
1092¿PDG_OBJECT¿¿0¿1034.inExt-o157¿¿¿¿¿PDG_OBJECT
1093¿PDG_OBJECT¿¿0¿1034.v72-o158¿¿¿¿¿PDG_OBJECT
1094¿PDG_OBJECT¿¿0¿1034.v72.0-o159¿¿¿¿¿PDG_OBJECT
1095¿PDG_OBJECT¿¿0¿1034.v72.1-o160¿¿¿¿¿PDG_OBJECT
1096¿PDG_CALL¿¿1034¿1034.CALL->v72.includes-o161¿¿¿¿¿PDG_CALL
1097¿PDG_OBJECT¿¿0¿1034.v73-o162¿¿¿¿¿PDG_OBJECT
1098¿PDG_CALL¿¿1034¿1034.CALL->console.error-o163¿¿¿¿¿PDG_CALL
1099¿PDG_OBJECT¿¿0¿1034.v75-o164¿¿¿¿¿PDG_OBJECT
1100¿PDG_CALL¿¿1034¿1034.CALL->process.exit-o165¿¿¿¿¿PDG_CALL
1101¿PDG_OBJECT¿¿0¿1034.v76-o166¿¿¿¿¿PDG_OBJECT
1102¿PDG_OBJECT¿¿0¿1034.dotString-o167¿¿¿¿¿PDG_OBJECT
1103¿PDG_CALL¿¿1034¿1034.CALL->fs.readFileSync-o168¿¿¿¿¿PDG_CALL
1104¿PDG_OBJECT¿¿0¿1034.dotString-o169¿¿¿¿¿PDG_OBJECT
1105¿TAINT_SINK¿¿0¿readFileSync¿¿¿¿¿TAINT_SINK
1106¿PDG_OBJECT¿¿0¿1034.v81-o170¿¿¿¿¿PDG_OBJECT
1107¿PDG_CALL¿¿1034¿1034.CALL->Viz-o171¿¿¿¿¿PDG_CALL
1108¿PDG_OBJECT¿¿0¿1034.viz-o172¿¿¿¿¿PDG_OBJECT
1109¿PDG_CALL¿¿1034¿1034.CALL->path.dirname-o173¿¿¿¿¿PDG_CALL
1110¿PDG_OBJECT¿¿0¿1034.v82-o174¿¿¿¿¿PDG_OBJECT
1111¿PDG_CALL¿¿1034¿1034.CALL->path.extname-o175¿¿¿¿¿PDG_CALL
1112¿PDG_OBJECT¿¿0¿1034.v83-o176¿¿¿¿¿PDG_OBJECT
1113¿PDG_CALL¿¿1034¿1034.CALL->path.basename-o177¿¿¿¿¿PDG_CALL
1114¿PDG_OBJECT¿¿0¿1034.v84-o178¿¿¿¿¿PDG_OBJECT
1115¿PDG_OBJECT¿¿0¿1034.v85-o179¿¿¿¿¿PDG_OBJECT
1116¿PDG_CALL¿¿1034¿1034.CALL->path.join-o180¿¿¿¿¿PDG_CALL
1117¿PDG_OBJECT¿¿0¿1034.outputFileName-o181¿¿¿¿¿PDG_OBJECT
1118¿PDG_CALL¿¿1034¿1034.CALL->path.relative-o182¿¿¿¿¿PDG_CALL
1119¿PDG_OBJECT¿¿0¿1034.outRel-o183¿¿¿¿¿PDG_OBJECT
1120¿PDG_CALL¿¿1034¿1034.CALL->outRel.startsWith-o184¿¿¿¿¿PDG_CALL
1121¿PDG_OBJECT¿¿0¿1034.v86-o185¿¿¿¿¿PDG_OBJECT
1122¿PDG_CALL¿¿1034¿1034.CALL->path.isAbsolute-o186¿¿¿¿¿PDG_CALL
1123¿PDG_OBJECT¿¿0¿1034.v87-o187¿¿¿¿¿PDG_OBJECT
1124¿PDG_CALL¿¿1034¿1034.CALL->console.error-o188¿¿¿¿¿PDG_CALL
1125¿PDG_OBJECT¿¿0¿1034.v89-o189¿¿¿¿¿PDG_OBJECT
1126¿PDG_CALL¿¿1034¿1034.CALL->process.exit-o190¿¿¿¿¿PDG_CALL
1127¿PDG_OBJECT¿¿0¿1034.v90-o191¿¿¿¿¿PDG_OBJECT
1128¿PDG_OBJECT¿¿0¿1034.v91-o192¿¿¿¿¿PDG_OBJECT
1129¿PDG_CALL¿¿1034¿1034.CALL->viz.renderString-o193¿¿¿¿¿PDG_CALL
1130¿PDG_OBJECT¿¿0¿1034.v92-o194¿¿¿¿¿PDG_OBJECT
1131¿PDG_OBJECT¿¿0¿1042.this-o195¿¿¿¿¿PDG_OBJECT
1132¿PDG_OBJECT¿¿0¿1042.svg-o196¿¿¿¿¿PDG_OBJECT
1133¿PDG_OBJECT¿¿0¿1034.v103-o197¿¿¿¿¿PDG_OBJECT
1134¿PDG_CALL¿¿1034¿1034.CALL->v92.then-o198¿¿¿¿¿PDG_CALL
