Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
600¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":79,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Program
982¿AssignmentExpression¿=¿1049¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿AssignmentExpression
983¿MemberExpression¿¿1049¿¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
984¿Identifier¿¿1049¿finder¿¿¿{"start":{"line":68,"column":2},"end":{"line":68,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
985¿Identifier¿¿1049¿rootDir¿¿¿{"start":{"line":68,"column":9},"end":{"line":68,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
986¿Literal¿string¿1049¿¿'.'¿¿{"start":{"line":68,"column":19},"end":{"line":68,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Literal
987¿ExpressionStatement¿¿1049¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ExpressionStatement
988¿AssignmentExpression¿=¿1049¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿AssignmentExpression
989¿MemberExpression¿¿1049¿¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
990¿Identifier¿¿1049¿finder¿¿¿{"start":{"line":69,"column":2},"end":{"line":69,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
991¿Identifier¿¿1049¿options¿¿¿{"start":{"line":69,"column":9},"end":{"line":69,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
992¿Identifier¿¿1049¿options¿¿¿{"start":{"line":69,"column":19},"end":{"line":69,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
993¿VariableDeclarator¿¿1049¿v105¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿VariableDeclarator
994¿UnaryExpression¿typeof¿1049¿¿¿¿{"start":{"line":70,"column":10},"end":{"line":70,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿UnaryExpression
995¿Identifier¿¿1049¿rootDir¿¿¿{"start":{"line":70,"column":17},"end":{"line":70,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
996¿SwitchStatement¿¿1049¿¿¿¿{"start":{"line":70,"column":2},"end":{"line":77,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿SwitchStatement
997¿Identifier¿¿1049¿v105¿¿¿¿¿Identifier
998¿SwitchCase¿¿1049¿¿¿¿{"start":{"line":71,"column":4},"end":{"line":73,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿SwitchCase
999¿Literal¿string¿1049¿¿'string'¿¿{"start":{"line":71,"column":9},"end":{"line":71,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Literal
1000¿ExpressionStatement¿¿1049¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ExpressionStatement
1001¿AssignmentExpression¿=¿1049¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿AssignmentExpression
1002¿MemberExpression¿¿1049¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
1003¿Identifier¿¿1049¿finder¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
1004¿Identifier¿¿1049¿rootDir¿¿¿{"start":{"line":72,"column":13},"end":{"line":72,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
1005¿Identifier¿¿1049¿rootDir¿¿¿{"start":{"line":72,"column":23},"end":{"line":72,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
1006¿BreakStatement¿¿1049¿¿¿¿{"start":{"line":73,"column":6},"end":{"line":73,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿BreakStatement
1007¿SwitchCase¿¿1049¿¿¿¿{"start":{"line":74,"column":4},"end":{"line":76,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿SwitchCase
1008¿Literal¿string¿1049¿¿'object'¿¿{"start":{"line":74,"column":9},"end":{"line":74,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Literal
1009¿ExpressionStatement¿¿1049¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ExpressionStatement
1010¿AssignmentExpression¿=¿1049¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿AssignmentExpression
1011¿MemberExpression¿¿1049¿¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
1012¿Identifier¿¿1049¿finder¿¿¿{"start":{"line":75,"column":6},"end":{"line":75,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
1013¿Identifier¿¿1049¿options¿¿¿{"start":{"line":75,"column":13},"end":{"line":75,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
1014¿Identifier¿¿1049¿rootDir¿¿¿{"start":{"line":75,"column":23},"end":{"line":75,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
1015¿BreakStatement¿¿1049¿¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿BreakStatement
1016¿ReturnStatement¿¿1049¿¿¿¿{"start":{"line":78,"column":2},"end":{"line":78,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ReturnStatement
1017¿Identifier¿¿1049¿finder¿¿¿{"start":{"line":78,"column":9},"end":{"line":78,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
1018¿BlockStatement¿¿1049¿¿¿¿{"start":{"line":65,"column":44},"end":{"line":79,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿BlockStatement
1019¿ExpressionStatement¿¿1025¿¿¿¿{"start":{"line":65,"column":0},"end":{"line":79,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿ExpressionStatement
1020¿AssignmentExpression¿=¿1025¿¿¿¿{"start":{"line":65,"column":0},"end":{"line":79,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿AssignmentExpression
1021¿MemberExpression¿¿1025¿¿¿¿{"start":{"line":65,"column":0},"end":{"line":65,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿MemberExpression
1022¿Identifier¿¿1025¿module¿¿¿{"start":{"line":65,"column":0},"end":{"line":65,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
1023¿Identifier¿¿1025¿exports¿¿¿{"start":{"line":65,"column":7},"end":{"line":65,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/node-shell-find/shell_find.js"}¿¿Identifier
1024¿Identifier¿¿1025¿v106¿¿¿¿¿Identifier
1025¿CFG_F_START¿¿1025¿__main__¿¿¿¿¿CFG_F_START
1026¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1027¿CFG_F_START¿¿1027¿626_anon¿¿¿¿¿CFG_F_START
1028¿CFG_F_END¿¿0¿626_anon¿¿¿¿¿CFG_F_END
1029¿CFG_F_START¿¿1029¿645_anon¿¿¿¿¿CFG_F_START
1030¿CFG_F_END¿¿0¿645_anon¿¿¿¿¿CFG_F_END
1031¿CFG_F_START¿¿1031¿666_anon¿¿¿¿¿CFG_F_START
1032¿CFG_F_END¿¿0¿666_anon¿¿¿¿¿CFG_F_END
1033¿CFG_F_START¿¿1033¿685_anon¿¿¿¿¿CFG_F_START
1034¿CFG_F_END¿¿0¿685_anon¿¿¿¿¿CFG_F_END
1035¿CFG_F_START¿¿1035¿708_anon¿¿¿¿¿CFG_F_START
1036¿CFG_F_END¿¿0¿708_anon¿¿¿¿¿CFG_F_END
1037¿CFG_F_START¿¿1037¿736_anon¿¿¿¿¿CFG_F_START
1038¿CFG_F_END¿¿0¿736_anon¿¿¿¿¿CFG_F_END
1039¿CFG_IF_END¿¿0¿755¿¿¿¿¿CFG_IF_END
1040¿CFG_IF_END¿¿0¿774¿¿¿¿¿CFG_IF_END
1041¿CFG_F_START¿¿1041¿809_anon¿¿¿¿¿CFG_F_START
1042¿CFG_F_END¿¿0¿809_anon¿¿¿¿¿CFG_F_END
1043¿CFG_F_START¿¿1043¿826_anon¿¿¿¿¿CFG_F_START
1044¿CFG_F_END¿¿0¿826_anon¿¿¿¿¿CFG_F_END
1045¿CFG_F_START¿¿1045¿844_anon¿¿¿¿¿CFG_F_START
1046¿CFG_F_END¿¿0¿844_anon¿¿¿¿¿CFG_F_END
1047¿CFG_IF_END¿¿0¿848¿¿¿¿¿CFG_IF_END
1048¿CFG_IF_END¿¿0¿887¿¿¿¿¿CFG_IF_END
1049¿CFG_F_START¿¿1049¿966_anon¿¿¿¿¿CFG_F_START
1050¿CFG_F_END¿¿0¿966_anon¿¿¿¿¿CFG_F_END
1051¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1052¿CFG_SWITCH_CASE_END¿¿0¿¿¿¿¿¿CFG_SWITCH_CASE_END
1053¿CFG_SWITCH_END¿¿0¿¿¿¿¿¿CFG_SWITCH_END
1054¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1055¿PDG_CALL¿¿1025¿1025.CALL->require-o141¿¿¿¿¿PDG_CALL
1056¿PDG_OBJECT¿¿0¿1025.v54-o142¿¿¿¿¿PDG_OBJECT
1057¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1058¿PDG_OBJECT¿¿0¿1025.v54.execFile-o143¿¿¿¿¿PDG_OBJECT
1059¿PDG_CALL¿¿1025¿1025.CALL->require-o144¿¿¿¿¿PDG_CALL
1060¿PDG_OBJECT¿¿0¿1025.v55-o145¿¿¿¿¿PDG_OBJECT
1061¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1062¿PDG_OBJECT¿¿0¿1025.v55.exec-o146¿¿¿¿¿PDG_OBJECT
1063¿PDG_CALL¿¿1025¿1025.CALL->require-o147¿¿¿¿¿PDG_CALL
1064¿PDG_OBJECT¿¿0¿1025.escape-o148¿¿¿¿¿PDG_OBJECT
1065¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1066¿PDG_CALL¿¿1025¿1025.CALL->require-o149¿¿¿¿¿PDG_CALL
1067¿PDG_OBJECT¿¿0¿1025.path-o150¿¿¿¿¿PDG_OBJECT
1068¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1069¿PDG_OBJECT¿¿0¿1027.this-o151¿¿¿¿¿PDG_OBJECT
1070¿PDG_OBJECT¿¿0¿1027.pattern-o152¿¿¿¿¿PDG_OBJECT
1071¿PDG_OBJECT¿¿0¿1025.v58-o153¿¿¿¿¿PDG_OBJECT
1072¿PDG_OBJECT¿¿0¿1029.this-o154¿¿¿¿¿PDG_OBJECT
1073¿PDG_OBJECT¿¿0¿1029.pattern-o155¿¿¿¿¿PDG_OBJECT
1074¿PDG_OBJECT¿¿0¿1025.v61-o156¿¿¿¿¿PDG_OBJECT
1075¿PDG_OBJECT¿¿0¿1031.this-o157¿¿¿¿¿PDG_OBJECT
1076¿PDG_OBJECT¿¿0¿1031.filepath-o158¿¿¿¿¿PDG_OBJECT
1077¿PDG_OBJECT¿¿0¿1025.v64-o159¿¿¿¿¿PDG_OBJECT
1078¿PDG_OBJECT¿¿0¿1033.this-o160¿¿¿¿¿PDG_OBJECT
1079¿PDG_OBJECT¿¿0¿1033.filetype-o161¿¿¿¿¿PDG_OBJECT
1080¿PDG_OBJECT¿¿0¿1025.v68-o162¿¿¿¿¿PDG_OBJECT
1081¿PDG_OBJECT¿¿0¿1035.this-o163¿¿¿¿¿PDG_OBJECT
1082¿PDG_OBJECT¿¿0¿1025.v74-o164¿¿¿¿¿PDG_OBJECT
1083¿PDG_OBJECT¿¿0¿1037.this-o165¿¿¿¿¿PDG_OBJECT
1084¿PDG_OBJECT¿¿0¿1025.v86-o166¿¿¿¿¿PDG_OBJECT
1085¿PDG_OBJECT¿¿0¿1041.this-o167¿¿¿¿¿PDG_OBJECT
1086¿PDG_OBJECT¿¿0¿1025.v89-o168¿¿¿¿¿PDG_OBJECT
1087¿PDG_OBJECT¿¿0¿1043.this-o169¿¿¿¿¿PDG_OBJECT
1088¿PDG_OBJECT¿¿0¿1043.callback-o170¿¿¿¿¿PDG_OBJECT
1089¿PDG_OBJECT¿¿0¿1025.v104-o171¿¿¿¿¿PDG_OBJECT
1090¿PDG_OBJECT¿¿0¿1025.shellFind-o172¿¿¿¿¿PDG_OBJECT
1091¿PDG_OBJECT¿¿0¿1025.shellFind-o173¿¿¿¿¿PDG_OBJECT
1092¿PDG_OBJECT¿¿0¿1025.shellFind.name-o174¿¿¿¿¿PDG_OBJECT
1093¿PDG_OBJECT¿¿0¿1025.shellFind-o175¿¿¿¿¿PDG_OBJECT
1094¿PDG_OBJECT¿¿0¿1025.shellFind.prune-o176¿¿¿¿¿PDG_OBJECT
1095¿PDG_OBJECT¿¿0¿1025.shellFind-o177¿¿¿¿¿PDG_OBJECT
1096¿PDG_OBJECT¿¿0¿1025.shellFind.newer-o178¿¿¿¿¿PDG_OBJECT
1097¿PDG_OBJECT¿¿0¿1025.shellFind-o179¿¿¿¿¿PDG_OBJECT
1098¿PDG_OBJECT¿¿0¿1025.shellFind.type-o180¿¿¿¿¿PDG_OBJECT
1099¿PDG_OBJECT¿¿0¿1025.shellFind-o181¿¿¿¿¿PDG_OBJECT
1100¿PDG_OBJECT¿¿0¿1025.shellFind.command-o182¿¿¿¿¿PDG_OBJECT
1101¿PDG_OBJECT¿¿0¿1025.shellFind-o183¿¿¿¿¿PDG_OBJECT
1102¿PDG_OBJECT¿¿0¿1025.shellFind._argv-o184¿¿¿¿¿PDG_OBJECT
1103¿PDG_OBJECT¿¿0¿1025.shellFind-o185¿¿¿¿¿PDG_OBJECT
1104¿PDG_OBJECT¿¿0¿1025.shellFind.follow-o186¿¿¿¿¿PDG_OBJECT
1105¿PDG_OBJECT¿¿0¿1025.shellFind-o187¿¿¿¿¿PDG_OBJECT
1106¿PDG_OBJECT¿¿0¿1025.shellFind.exec-o188¿¿¿¿¿PDG_OBJECT
1107¿PDG_OBJECT¿¿0¿1049.this-o189¿¿¿¿¿PDG_OBJECT
1108¿PDG_OBJECT¿¿0¿1049.rootDir-o190¿¿¿¿¿PDG_OBJECT
1109¿PDG_OBJECT¿¿0¿1049.options-o191¿¿¿¿¿PDG_OBJECT
1110¿PDG_OBJECT¿¿0¿1025.v106-o192¿¿¿¿¿PDG_OBJECT
1111¿PDG_OBJECT¿¿0¿1025.module-o193¿¿¿¿¿PDG_OBJECT
1112¿PDG_OBJECT¿¿0¿1025.module.exports-o194¿¿¿¿¿PDG_OBJECT
1113¿PDG_OBJECT¿¿0¿1027.this._command-o195¿¿¿¿¿PDG_OBJECT
1114¿PDG_CALL¿¿1027¿1027.CALL->v56.push-o196¿¿¿¿¿PDG_CALL
1115¿PDG_OBJECT¿¿0¿1027.v57-o197¿¿¿¿¿PDG_OBJECT
1116¿PDG_RETURN¿¿0¿1027.RET_OBJ-o198¿¿¿¿¿PDG_RETURN
1117¿PDG_OBJECT¿¿0¿1029.this._command-o199¿¿¿¿¿PDG_OBJECT
1118¿PDG_CALL¿¿1029¿1029.CALL->v59.unshift-o200¿¿¿¿¿PDG_CALL
1119¿PDG_OBJECT¿¿0¿1029.v60-o201¿¿¿¿¿PDG_OBJECT
1120¿PDG_RETURN¿¿0¿1029.RET_OBJ-o202¿¿¿¿¿PDG_RETURN
1121¿PDG_OBJECT¿¿0¿1031.this._command-o203¿¿¿¿¿PDG_OBJECT
1122¿PDG_CALL¿¿1031¿1031.CALL->v62.push-o204¿¿¿¿¿PDG_CALL
1123¿PDG_OBJECT¿¿0¿1031.v63-o205¿¿¿¿¿PDG_OBJECT
1124¿PDG_RETURN¿¿0¿1031.RET_OBJ-o206¿¿¿¿¿PDG_RETURN
1125¿PDG_OBJECT¿¿0¿1033.this._command-o207¿¿¿¿¿PDG_OBJECT
1126¿PDG_OBJECT¿¿0¿1033.filetype.0-o208¿¿¿¿¿PDG_OBJECT
1127¿PDG_CALL¿¿1033¿1033.CALL->v65.push-o209¿¿¿¿¿PDG_CALL
1128¿PDG_OBJECT¿¿0¿1033.v67-o210¿¿¿¿¿PDG_OBJECT
1129¿PDG_RETURN¿¿0¿1033.RET_OBJ-o211¿¿¿¿¿PDG_RETURN
1130¿PDG_OBJECT¿¿0¿1035.this.rootDir-o212¿¿¿¿¿PDG_OBJECT
1131¿PDG_OBJECT¿¿0¿1035.v70-o213¿¿¿¿¿PDG_OBJECT
1132¿PDG_OBJECT¿¿0¿1035.v70.0-o214¿¿¿¿¿PDG_OBJECT
1133¿PDG_OBJECT¿¿0¿1035.v70.1-o215¿¿¿¿¿PDG_OBJECT
1134¿PDG_OBJECT¿¿0¿1035.this._command-o216¿¿¿¿¿PDG_OBJECT
1135¿PDG_CALL¿¿1035¿1035.CALL->v70.concat-o217¿¿¿¿¿PDG_CALL
1136¿PDG_OBJECT¿¿0¿1035.v72-o218¿¿¿¿¿PDG_OBJECT
1137¿PDG_CALL¿¿1035¿1035.CALL->escape-o219¿¿¿¿¿PDG_CALL
1138¿PDG_OBJECT¿¿0¿1035.v73-o220¿¿¿¿¿PDG_OBJECT
1139¿PDG_RETURN¿¿0¿1035.RET_OBJ-o221¿¿¿¿¿PDG_RETURN
1140¿PDG_OBJECT¿¿0¿1037.this.rootDir-o222¿¿¿¿¿PDG_OBJECT
1141¿PDG_OBJECT¿¿0¿1037.v76-o223¿¿¿¿¿PDG_OBJECT
1142¿PDG_CALL¿¿1037¿1037.CALL->path.basename-o224¿¿¿¿¿PDG_CALL
1143¿PDG_OBJECT¿¿0¿1037.v79-o225¿¿¿¿¿PDG_OBJECT
1144¿PDG_CALL¿¿1037¿1037.CALL->v79.startsWith-o226¿¿¿¿¿PDG_CALL
1145¿PDG_OBJECT¿¿0¿1037.v80-o227¿¿¿¿¿PDG_OBJECT
1146¿PDG_OBJECT¿¿0¿1037.root-o228¿¿¿¿¿PDG_OBJECT
1147¿PDG_OBJECT¿¿0¿1037.v81-o229¿¿¿¿¿PDG_OBJECT
1148¿PDG_OBJECT¿¿0¿1037.v81.0-o230¿¿¿¿¿PDG_OBJECT
1149¿PDG_OBJECT¿¿0¿1037.this._command-o231¿¿¿¿¿PDG_OBJECT
1150¿PDG_CALL¿¿1037¿1037.CALL->v81.concat-o232¿¿¿¿¿PDG_CALL
1151¿PDG_OBJECT¿¿0¿1037.v83-o233¿¿¿¿¿PDG_OBJECT
1152¿PDG_OBJECT¿¿0¿1037.v84-o234¿¿¿¿¿PDG_OBJECT
1153¿PDG_OBJECT¿¿0¿1037.v84.0-o235¿¿¿¿¿PDG_OBJECT
1154¿PDG_CALL¿¿1037¿1037.CALL->v83.concat-o236¿¿¿¿¿PDG_CALL
1155¿PDG_OBJECT¿¿0¿1037.v85-o237¿¿¿¿¿PDG_OBJECT
1156¿PDG_RETURN¿¿0¿1037.RET_OBJ-o238¿¿¿¿¿PDG_RETURN
1157¿PDG_OBJECT¿¿0¿1041.this._command-o239¿¿¿¿¿PDG_OBJECT
1158¿PDG_CALL¿¿1041¿1041.CALL->v87.push-o240¿¿¿¿¿PDG_CALL
1159¿PDG_OBJECT¿¿0¿1041.v88-o241¿¿¿¿¿PDG_OBJECT
1160¿PDG_RETURN¿¿0¿1041.RET_OBJ-o242¿¿¿¿¿PDG_RETURN
1161¿PDG_CALL¿¿1043¿1043.CALL->this._argv-o243¿¿¿¿¿PDG_CALL
1162¿PDG_OBJECT¿¿0¿1043.args-o244¿¿¿¿¿PDG_OBJECT
1163¿PDG_OBJECT¿¿0¿1043.this.options-o245¿¿¿¿¿PDG_OBJECT
1164¿PDG_OBJECT¿¿0¿1043.v91-o246¿¿¿¿¿PDG_OBJECT
1165¿PDG_OBJECT¿¿0¿1045.this-o247¿¿¿¿¿PDG_OBJECT
1166¿PDG_OBJECT¿¿0¿1045.err-o248¿¿¿¿¿PDG_OBJECT
1167¿PDG_OBJECT¿¿0¿1045.stdout-o249¿¿¿¿¿PDG_OBJECT
1168¿PDG_OBJECT¿¿0¿1045.stderr-o250¿¿¿¿¿PDG_OBJECT
1169¿PDG_OBJECT¿¿0¿1043.v102-o251¿¿¿¿¿PDG_OBJECT
1170¿PDG_CALL¿¿1043¿1043.CALL->execFile-o252¿¿¿¿¿PDG_CALL
1171¿PDG_OBJECT¿¿0¿1043.v103-o253¿¿¿¿¿PDG_OBJECT
1172¿TAINT_SINK¿¿0¿execFile¿¿¿¿¿TAINT_SINK
1173¿PDG_OBJECT¿¿0¿1045.err.message-o254¿¿¿¿¿PDG_OBJECT
1174¿PDG_CALL¿¿1045¿1045.CALL->callback-o255¿¿¿¿¿PDG_CALL
1175¿PDG_OBJECT¿¿0¿1045.v95-o256¿¿¿¿¿PDG_OBJECT
1176¿PDG_RETURN¿¿0¿1045.RET_OBJ-o257¿¿¿¿¿PDG_RETURN
1177¿PDG_CALL¿¿1045¿1045.CALL->stdout.split-o258¿¿¿¿¿PDG_CALL
1178¿PDG_OBJECT¿¿0¿1045.files-o259¿¿¿¿¿PDG_OBJECT
1179¿PDG_OBJECT¿¿0¿1045.files.length-o260¿¿¿¿¿PDG_OBJECT
1180¿PDG_OBJECT¿¿0¿1045.v97-o261¿¿¿¿¿PDG_OBJECT
1181¿PDG_OBJECT¿¿0¿1045.files.*-o262¿¿¿¿¿PDG_OBJECT
1182¿PDG_OBJECT¿¿0¿1045.v99-o263¿¿¿¿¿PDG_OBJECT
1183¿PDG_CALL¿¿1045¿1045.CALL->files.pop-o264¿¿¿¿¿PDG_CALL
1184¿PDG_OBJECT¿¿0¿1045.v100-o265¿¿¿¿¿PDG_OBJECT
1185¿PDG_CALL¿¿1045¿1045.CALL->callback-o266¿¿¿¿¿PDG_CALL
1186¿PDG_OBJECT¿¿0¿1045.v101-o267¿¿¿¿¿PDG_OBJECT
1187¿PDG_CALL¿¿1049¿1049.CALL->Object.create-o268¿¿¿¿¿PDG_CALL
1188¿PDG_OBJECT¿¿0¿1049.finder-o269¿¿¿¿¿PDG_OBJECT
1189¿PDG_OBJECT¿¿0¿1049.finder-o270¿¿¿¿¿PDG_OBJECT
1190¿PDG_OBJECT¿¿0¿1049.finder._command-o271¿¿¿¿¿PDG_OBJECT
1191¿PDG_OBJECT¿¿0¿1049.finder-o272¿¿¿¿¿PDG_OBJECT
1192¿PDG_OBJECT¿¿0¿1049.finder.rootDir-o273¿¿¿¿¿PDG_OBJECT
1193¿PDG_OBJECT¿¿0¿1049.finder-o274¿¿¿¿¿PDG_OBJECT
1194¿PDG_OBJECT¿¿0¿1049.finder.options-o275¿¿¿¿¿PDG_OBJECT
1195¿PDG_OBJECT¿¿0¿1049.finder-o276¿¿¿¿¿PDG_OBJECT
1196¿PDG_OBJECT¿¿0¿1049.finder.rootDir-o277¿¿¿¿¿PDG_OBJECT
1197¿PDG_RETURN¿¿0¿1049.RET_OBJ-o278¿¿¿¿¿PDG_RETURN
1198¿PDG_OBJECT¿¿0¿1049.finder-o279¿¿¿¿¿PDG_OBJECT
1199¿PDG_OBJECT¿¿0¿1049.finder.options-o280¿¿¿¿¿PDG_OBJECT
