Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
763¿Program¿¿-1¿¿¿¿{"start":{"line":10,"column":0},"end":{"line":116,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Program
1140¿Literal¿string¿1355¿¿'3. Decide if these breaking changes are intentional:'¿¿{"start":{"line":86,"column":18},"end":{"line":86,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1141¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":86,"column":6},"end":{"line":86,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1142¿Identifier¿¿1355¿v122¿¿¿¿¿Identifier
1143¿VariableDeclarator¿¿1355¿v123¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1144¿CallExpression¿¿1355¿¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1145¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1146¿Identifier¿¿1355¿console¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1147¿Identifier¿¿1355¿log¿¿¿{"start":{"line":87,"column":14},"end":{"line":87,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1148¿Literal¿string¿1355¿¿''¿¿{"start":{"line":87,"column":18},"end":{"line":87,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1149¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":87,"column":6},"end":{"line":87,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1150¿Identifier¿¿1355¿v123¿¿¿¿¿Identifier
1151¿VariableDeclarator¿¿1355¿v124¿¿¿{"start":{"line":88,"column":6},"end":{"line":88,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1152¿CallExpression¿¿1355¿¿¿¿{"start":{"line":88,"column":6},"end":{"line":88,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1153¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":88,"column":6},"end":{"line":88,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1154¿Identifier¿¿1355¿console¿¿¿{"start":{"line":88,"column":6},"end":{"line":88,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1155¿Identifier¿¿1355¿log¿¿¿{"start":{"line":88,"column":14},"end":{"line":88,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1156¿Literal¿string¿1355¿¿'   🎯 If INTENTIONAL (new major version):'¿¿{"start":{"line":88,"column":18},"end":{"line":88,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1157¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":88,"column":6},"end":{"line":88,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1158¿Identifier¿¿1355¿v124¿¿¿¿¿Identifier
1159¿VariableDeclarator¿¿1355¿v125¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1160¿CallExpression¿¿1355¿¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1161¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1162¿Identifier¿¿1355¿console¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1163¿Identifier¿¿1355¿log¿¿¿{"start":{"line":89,"column":14},"end":{"line":89,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1164¿Literal¿string¿1355¿¿'   - Plan for major version release (e.g., 1.0.0 → 2.0.0)'¿¿{"start":{"line":89,"column":18},"end":{"line":89,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1165¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1166¿Identifier¿¿1355¿v125¿¿¿¿¿Identifier
1167¿VariableDeclarator¿¿1355¿v126¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1168¿CallExpression¿¿1355¿¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1169¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1170¿Identifier¿¿1355¿console¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1171¿Identifier¿¿1355¿log¿¿¿{"start":{"line":90,"column":14},"end":{"line":90,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1172¿Literal¿string¿1355¿¿'   - Update API contract tests to match new API'¿¿{"start":{"line":90,"column":18},"end":{"line":90,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1173¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":90,"column":6},"end":{"line":90,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1174¿Identifier¿¿1355¿v126¿¿¿¿¿Identifier
1175¿VariableDeclarator¿¿1355¿v127¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1176¿CallExpression¿¿1355¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1177¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1178¿Identifier¿¿1355¿console¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1179¿Identifier¿¿1355¿log¿¿¿{"start":{"line":91,"column":14},"end":{"line":91,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1180¿Literal¿string¿1355¿¿'   - Document changes in CHANGELOG.md'¿¿{"start":{"line":91,"column":18},"end":{"line":91,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1181¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":91,"column":6},"end":{"line":91,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1182¿Identifier¿¿1355¿v127¿¿¿¿¿Identifier
1183¿VariableDeclarator¿¿1355¿v128¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1184¿CallExpression¿¿1355¿¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1185¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1186¿Identifier¿¿1355¿console¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1187¿Identifier¿¿1355¿log¿¿¿{"start":{"line":92,"column":14},"end":{"line":92,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1188¿Literal¿string¿1355¿¿'   - Provide migration guide for users'¿¿{"start":{"line":92,"column":18},"end":{"line":92,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1189¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":92,"column":6},"end":{"line":92,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1190¿Identifier¿¿1355¿v128¿¿¿¿¿Identifier
1191¿VariableDeclarator¿¿1355¿v129¿¿¿{"start":{"line":93,"column":6},"end":{"line":93,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1192¿CallExpression¿¿1355¿¿¿¿{"start":{"line":93,"column":6},"end":{"line":93,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1193¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":93,"column":6},"end":{"line":93,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1194¿Identifier¿¿1355¿console¿¿¿{"start":{"line":93,"column":6},"end":{"line":93,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1195¿Identifier¿¿1355¿log¿¿¿{"start":{"line":93,"column":14},"end":{"line":93,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1196¿Literal¿string¿1355¿¿''¿¿{"start":{"line":93,"column":18},"end":{"line":93,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1197¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":93,"column":6},"end":{"line":93,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1198¿Identifier¿¿1355¿v129¿¿¿¿¿Identifier
1199¿VariableDeclarator¿¿1355¿v130¿¿¿{"start":{"line":94,"column":6},"end":{"line":94,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1200¿CallExpression¿¿1355¿¿¿¿{"start":{"line":94,"column":6},"end":{"line":94,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1201¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":94,"column":6},"end":{"line":94,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1202¿Identifier¿¿1355¿console¿¿¿{"start":{"line":94,"column":6},"end":{"line":94,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1203¿Identifier¿¿1355¿log¿¿¿{"start":{"line":94,"column":14},"end":{"line":94,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1204¿Literal¿string¿1355¿¿'   🔧 If UNINTENTIONAL (maintain compatibility):'¿¿{"start":{"line":94,"column":18},"end":{"line":94,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1205¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":94,"column":6},"end":{"line":94,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1206¿Identifier¿¿1355¿v130¿¿¿¿¿Identifier
1207¿VariableDeclarator¿¿1355¿v131¿¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1208¿CallExpression¿¿1355¿¿¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1209¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1210¿Identifier¿¿1355¿console¿¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1211¿Identifier¿¿1355¿log¿¿¿{"start":{"line":95,"column":14},"end":{"line":95,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1212¿Literal¿string¿1355¿¿'   - Modify your changes to avoid breaking the API'¿¿{"start":{"line":95,"column":18},"end":{"line":95,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1213¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":95,"column":6},"end":{"line":95,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1214¿Identifier¿¿1355¿v131¿¿¿¿¿Identifier
1215¿VariableDeclarator¿¿1355¿v132¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1216¿CallExpression¿¿1355¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1217¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1218¿Identifier¿¿1355¿console¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1219¿Identifier¿¿1355¿log¿¿¿{"start":{"line":96,"column":14},"end":{"line":96,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1220¿Literal¿string¿1355¿¿'   - Ensure backward compatibility is maintained'¿¿{"start":{"line":96,"column":18},"end":{"line":96,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1221¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":96,"column":6},"end":{"line":96,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1222¿Identifier¿¿1355¿v132¿¿¿¿¿Identifier
1223¿VariableDeclarator¿¿1355¿v133¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1224¿CallExpression¿¿1355¿¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1225¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1226¿Identifier¿¿1355¿console¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1227¿Identifier¿¿1355¿log¿¿¿{"start":{"line":97,"column":14},"end":{"line":97,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1228¿Literal¿string¿1355¿¿'   - Run this script again to verify'¿¿{"start":{"line":97,"column":18},"end":{"line":97,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1229¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":97,"column":6},"end":{"line":97,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1230¿Identifier¿¿1355¿v133¿¿¿¿¿Identifier
1231¿VariableDeclarator¿¿1355¿v134¿¿¿{"start":{"line":98,"column":6},"end":{"line":98,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1232¿CallExpression¿¿1355¿¿¿¿{"start":{"line":98,"column":6},"end":{"line":98,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1233¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":98,"column":6},"end":{"line":98,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1234¿Identifier¿¿1355¿console¿¿¿{"start":{"line":98,"column":6},"end":{"line":98,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1235¿Identifier¿¿1355¿log¿¿¿{"start":{"line":98,"column":14},"end":{"line":98,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1236¿Literal¿string¿1355¿¿''¿¿{"start":{"line":98,"column":18},"end":{"line":98,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1237¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":98,"column":6},"end":{"line":98,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1238¿Identifier¿¿1355¿v134¿¿¿¿¿Identifier
1239¿VariableDeclarator¿¿1355¿v135¿¿¿{"start":{"line":99,"column":6},"end":{"line":99,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1240¿CallExpression¿¿1355¿¿¿¿{"start":{"line":99,"column":6},"end":{"line":99,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1241¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":99,"column":6},"end":{"line":99,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1242¿Identifier¿¿1355¿console¿¿¿{"start":{"line":99,"column":6},"end":{"line":99,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1243¿Identifier¿¿1355¿log¿¿¿{"start":{"line":99,"column":14},"end":{"line":99,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1244¿Literal¿string¿1355¿¿'💡 Tip: Run individual contract test suites:'¿¿{"start":{"line":99,"column":18},"end":{"line":99,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1245¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":99,"column":6},"end":{"line":99,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1246¿Identifier¿¿1355¿v135¿¿¿¿¿Identifier
1247¿VariableDeclarator¿¿1355¿v136¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1248¿CallExpression¿¿1355¿¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1249¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1250¿Identifier¿¿1355¿console¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1251¿Identifier¿¿1355¿log¿¿¿{"start":{"line":100,"column":14},"end":{"line":100,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1252¿Literal¿string¿1355¿¿'   - npm test test/api-contract/api-contract.test.ts'¿¿{"start":{"line":100,"column":18},"end":{"line":100,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1253¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":100,"column":6},"end":{"line":100,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1254¿Identifier¿¿1355¿v136¿¿¿¿¿Identifier
1255¿VariableDeclarator¿¿1355¿v137¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1256¿CallExpression¿¿1355¿¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
1257¿MemberExpression¿¿1355¿¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿MemberExpression
1258¿Identifier¿¿1355¿console¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1259¿Identifier¿¿1355¿log¿¿¿{"start":{"line":101,"column":14},"end":{"line":101,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Identifier
1260¿Literal¿string¿1355¿¿'   - npm test test/api-contract/cli-contract.test.ts'¿¿{"start":{"line":101,"column":18},"end":{"line":101,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿Literal
1261¿ExpressionStatement¿¿1355¿¿¿¿{"start":{"line":101,"column":6},"end":{"line":101,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿ExpressionStatement
1262¿Identifier¿¿1355¿v137¿¿¿¿¿Identifier
1263¿VariableDeclarator¿¿1355¿v138¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿VariableDeclarator
1264¿CallExpression¿¿1355¿¿¿¿{"start":{"line":102,"column":6},"end":{"line":102,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/ksuid/check-api-contract.js"}¿¿CallExpression
