Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
791¿Program¿¿-1¿¿¿¿{"start":{"line":2,"column":0},"end":{"line":92,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Program
1158¿VariableDeclarator¿¿1392¿v115¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1159¿CallExpression¿¿1392¿¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1160¿MemberExpression¿¿1392¿¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1161¿Identifier¿¿1392¿print¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1162¿Identifier¿¿1392¿push¿¿¿{"start":{"line":61,"column":14},"end":{"line":61,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1163¿Literal¿string¿1392¿¿'You can open the floowing urls to view files.'¿¿{"start":{"line":61,"column":19},"end":{"line":61,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Literal
1164¿ExpressionStatement¿¿1392¿¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
1165¿Identifier¿¿1392¿v115¿¿¿¿¿Identifier
1166¿VariableDeclarator¿¿1392¿v116¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1167¿CallExpression¿¿1392¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1168¿MemberExpression¿¿1392¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1169¿Identifier¿¿1392¿utils¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1170¿Identifier¿¿1392¿getIP¿¿¿{"start":{"line":62,"column":14},"end":{"line":62,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1171¿VariableDeclarator¿¿1392¿v123¿¿¿{"start":{"line":62,"column":30},"end":{"line":64,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1172¿FunctionExpression¿¿1392¿anon¿¿¿{"start":{"line":62,"column":30},"end":{"line":64,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿FunctionExpression
1173¿Identifier¿¿0¿val¿¿¿{"start":{"line":62,"column":40},"end":{"line":62,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1174¿VariableDeclarator¿¿1394¿v117¿¿¿{"start":{"line":63,"column":23},"end":{"line":63,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1175¿BinaryExpression¿+¿1394¿¿¿¿{"start":{"line":63,"column":23},"end":{"line":63,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BinaryExpression
1176¿Literal¿string¿1394¿¿'\x1b[32m'¿¿{"start":{"line":63,"column":23},"end":{"line":63,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Literal
1177¿Identifier¿¿1394¿val¿¿¿{"start":{"line":63,"column":36},"end":{"line":63,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1178¿VariableDeclarator¿¿1394¿v118¿¿¿{"start":{"line":63,"column":23},"end":{"line":63,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1179¿BinaryExpression¿+¿1394¿¿¿¿{"start":{"line":63,"column":23},"end":{"line":63,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BinaryExpression
1180¿Identifier¿¿1394¿v117¿¿¿¿¿Identifier
1181¿Literal¿string¿1394¿¿':'¿¿{"start":{"line":63,"column":42},"end":{"line":63,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Literal
1182¿VariableDeclarator¿¿1394¿v119¿¿¿{"start":{"line":63,"column":48},"end":{"line":63,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1183¿MemberExpression¿¿1394¿¿¿¿{"start":{"line":63,"column":48},"end":{"line":63,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1184¿Identifier¿¿1394¿option¿¿¿{"start":{"line":63,"column":48},"end":{"line":63,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1185¿Identifier¿¿1394¿port¿¿¿{"start":{"line":63,"column":55},"end":{"line":63,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1186¿VariableDeclarator¿¿1394¿v120¿¿¿{"start":{"line":63,"column":23},"end":{"line":63,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1187¿BinaryExpression¿+¿1394¿¿¿¿{"start":{"line":63,"column":23},"end":{"line":63,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BinaryExpression
1188¿Identifier¿¿1394¿v118¿¿¿¿¿Identifier
1189¿Identifier¿¿1394¿v119¿¿¿¿¿Identifier
1190¿VariableDeclarator¿¿1394¿v121¿¿¿{"start":{"line":63,"column":23},"end":{"line":63,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1191¿BinaryExpression¿+¿1394¿¿¿¿{"start":{"line":63,"column":23},"end":{"line":63,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BinaryExpression
1192¿Identifier¿¿1394¿v120¿¿¿¿¿Identifier
1193¿Literal¿string¿1394¿¿'\x1b[0m'¿¿{"start":{"line":63,"column":62},"end":{"line":63,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Literal
1194¿VariableDeclarator¿¿1394¿v122¿¿¿{"start":{"line":63,"column":12},"end":{"line":63,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1195¿CallExpression¿¿1394¿¿¿¿{"start":{"line":63,"column":12},"end":{"line":63,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1196¿MemberExpression¿¿1394¿¿¿¿{"start":{"line":63,"column":12},"end":{"line":63,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1197¿Identifier¿¿1394¿print¿¿¿{"start":{"line":63,"column":12},"end":{"line":63,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1198¿Identifier¿¿1394¿push¿¿¿{"start":{"line":63,"column":18},"end":{"line":63,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1199¿Identifier¿¿1394¿v121¿¿¿¿¿Identifier
1200¿ExpressionStatement¿¿1394¿¿¿¿{"start":{"line":63,"column":12},"end":{"line":63,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
1201¿Identifier¿¿1394¿v122¿¿¿¿¿Identifier
1202¿BlockStatement¿¿1394¿¿¿¿{"start":{"line":62,"column":45},"end":{"line":64,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BlockStatement
1203¿VariableDeclarator¿¿1392¿v124¿¿¿{"start":{"line":62,"column":8},"end":{"line":64,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1204¿CallExpression¿¿1392¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":64,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1205¿MemberExpression¿¿1392¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1206¿Identifier¿¿1392¿v116¿¿¿¿¿Identifier
1207¿Identifier¿¿1392¿forEach¿¿¿{"start":{"line":62,"column":22},"end":{"line":62,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1208¿Identifier¿¿1392¿v123¿¿¿¿¿Identifier
1209¿ExpressionStatement¿¿1392¿¿¿¿{"start":{"line":62,"column":8},"end":{"line":64,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
1210¿Identifier¿¿1392¿v124¿¿¿¿¿Identifier
1211¿VariableDeclarator¿¿1392¿v125¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1212¿CallExpression¿¿1392¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1213¿MemberExpression¿¿1392¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1214¿Identifier¿¿1392¿print¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1215¿Identifier¿¿1392¿push¿¿¿{"start":{"line":65,"column":14},"end":{"line":65,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1216¿Literal¿string¿1392¿¿'Have fun ^_^'¿¿{"start":{"line":65,"column":19},"end":{"line":65,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Literal
1217¿ExpressionStatement¿¿1392¿¿¿¿{"start":{"line":65,"column":8},"end":{"line":65,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
1218¿Identifier¿¿1392¿v125¿¿¿¿¿Identifier
1219¿VariableDeclarator¿¿1392¿v126¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1220¿CallExpression¿¿1392¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1221¿MemberExpression¿¿1392¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1222¿Identifier¿¿1392¿print¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1223¿Identifier¿¿1392¿push¿¿¿{"start":{"line":66,"column":14},"end":{"line":66,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1224¿Literal¿string¿1392¿¿'-------------------------------------------------------------'¿¿{"start":{"line":66,"column":19},"end":{"line":66,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Literal
1225¿ExpressionStatement¿¿1392¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
1226¿Identifier¿¿1392¿v126¿¿¿¿¿Identifier
1227¿VariableDeclarator¿¿1392¿prev¿¿¿{"start":{"line":67,"column":12},"end":{"line":67,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1228¿Literal¿string¿1392¿¿'\t'¿¿{"start":{"line":67,"column":19},"end":{"line":67,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Literal
1229¿VariableDeclarator¿¿1392¿length¿¿¿{"start":{"line":68,"column":12},"end":{"line":68,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1230¿MemberExpression¿¿1392¿¿¿¿{"start":{"line":68,"column":21},"end":{"line":68,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1231¿Identifier¿¿1392¿print¿¿¿{"start":{"line":68,"column":21},"end":{"line":68,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1232¿Identifier¿¿1392¿length¿¿¿{"start":{"line":68,"column":27},"end":{"line":68,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1233¿VariableDeclarator¿¿1392¿v134¿¿¿{"start":{"line":69,"column":22},"end":{"line":75,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1234¿FunctionExpression¿¿1392¿anon¿¿¿{"start":{"line":69,"column":22},"end":{"line":75,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿FunctionExpression
1235¿Identifier¿¿0¿val¿¿¿{"start":{"line":69,"column":32},"end":{"line":69,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1236¿Identifier¿¿0¿ind¿¿¿{"start":{"line":69,"column":37},"end":{"line":69,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1237¿VariableDeclarator¿¿1396¿v127¿¿¿{"start":{"line":70,"column":16},"end":{"line":70,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1238¿BinaryExpression¿===¿1396¿¿¿¿{"start":{"line":70,"column":16},"end":{"line":70,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BinaryExpression
1239¿Identifier¿¿1396¿ind¿¿¿{"start":{"line":70,"column":16},"end":{"line":70,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1240¿Literal¿number¿1396¿¿0¿¿{"start":{"line":70,"column":24},"end":{"line":70,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Literal
1241¿VariableDeclarator¿¿1396¿v128¿¿¿{"start":{"line":70,"column":37},"end":{"line":70,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1242¿BinaryExpression¿-¿1396¿¿¿¿{"start":{"line":70,"column":37},"end":{"line":70,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BinaryExpression
1243¿Identifier¿¿1396¿length¿¿¿{"start":{"line":70,"column":37},"end":{"line":70,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1244¿Literal¿number¿1396¿¿1¿¿{"start":{"line":70,"column":46},"end":{"line":70,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Literal
1245¿VariableDeclarator¿¿1396¿v129¿¿¿{"start":{"line":70,"column":29},"end":{"line":70,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1246¿BinaryExpression¿===¿1396¿¿¿¿{"start":{"line":70,"column":29},"end":{"line":70,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BinaryExpression
1247¿Identifier¿¿1396¿ind¿¿¿{"start":{"line":70,"column":29},"end":{"line":70,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1248¿Identifier¿¿1396¿v128¿¿¿¿¿Identifier
1249¿VariableDeclarator¿¿1396¿v130¿¿¿{"start":{"line":70,"column":16},"end":{"line":70,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1250¿LogicalExpression¿||¿1396¿¿¿¿{"start":{"line":70,"column":16},"end":{"line":70,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿LogicalExpression
1251¿Identifier¿¿1396¿v127¿¿¿¿¿Identifier
1252¿Identifier¿¿1396¿v129¿¿¿¿¿Identifier
1253¿IfStatement¿¿1396¿¿¿¿{"start":{"line":70,"column":12},"end":{"line":74,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿IfStatement
1254¿Identifier¿¿1396¿v130¿¿¿¿¿Identifier
1255¿VariableDeclarator¿¿1396¿v131¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1256¿CallExpression¿¿1396¿¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1257¿MemberExpression¿¿1396¿¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1258¿Identifier¿¿1396¿console¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1259¿Identifier¿¿1396¿log¿¿¿{"start":{"line":71,"column":24},"end":{"line":71,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1260¿Identifier¿¿1396¿val¿¿¿{"start":{"line":71,"column":28},"end":{"line":71,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1261¿ExpressionStatement¿¿1396¿¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
1262¿Identifier¿¿1396¿v131¿¿¿¿¿Identifier
1263¿BlockStatement¿¿1396¿¿¿¿{"start":{"line":70,"column":49},"end":{"line":72,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BlockStatement
1264¿VariableDeclarator¿¿1396¿v132¿¿¿{"start":{"line":73,"column":28},"end":{"line":73,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1265¿BinaryExpression¿+¿1396¿¿¿¿{"start":{"line":73,"column":28},"end":{"line":73,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BinaryExpression
1266¿Identifier¿¿1396¿prev¿¿¿{"start":{"line":73,"column":28},"end":{"line":73,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1267¿Identifier¿¿1396¿val¿¿¿{"start":{"line":73,"column":35},"end":{"line":73,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1268¿VariableDeclarator¿¿1396¿v133¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1269¿CallExpression¿¿1396¿¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1270¿MemberExpression¿¿1396¿¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1271¿Identifier¿¿1396¿console¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1272¿Identifier¿¿1396¿log¿¿¿{"start":{"line":73,"column":24},"end":{"line":73,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1273¿Identifier¿¿1396¿v132¿¿¿¿¿Identifier
1274¿ExpressionStatement¿¿1396¿¿¿¿{"start":{"line":73,"column":16},"end":{"line":73,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿ExpressionStatement
1275¿Identifier¿¿1396¿v133¿¿¿¿¿Identifier
1276¿BlockStatement¿¿1396¿¿¿¿{"start":{"line":72,"column":19},"end":{"line":74,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BlockStatement
1277¿BlockStatement¿¿1396¿¿¿¿{"start":{"line":69,"column":42},"end":{"line":75,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿BlockStatement
1278¿VariableDeclarator¿¿1392¿v135¿¿¿{"start":{"line":69,"column":8},"end":{"line":75,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿VariableDeclarator
1279¿CallExpression¿¿1392¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":75,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿CallExpression
1280¿MemberExpression¿¿1392¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿MemberExpression
1281¿Identifier¿¿1392¿print¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1282¿Identifier¿¿1392¿forEach¿¿¿{"start":{"line":69,"column":14},"end":{"line":69,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/secbench/m-server_1.4.0/index.js"}¿¿Identifier
1283¿Identifier¿¿1392¿v134¿¿¿¿¿Identifier
