Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4334¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":381,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Program
6827¿Identifier¿¿7722¿key¿¿¿{"start":{"line":296,"column":22},"end":{"line":296,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6828¿VariableDeclarator¿¿7722¿v737¿¿¿{"start":{"line":297,"column":15},"end":{"line":297,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
6829¿MemberExpression¿¿7722¿¿¿¿{"start":{"line":297,"column":15},"end":{"line":297,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
6830¿Identifier¿¿7722¿acc¿¿¿{"start":{"line":297,"column":15},"end":{"line":297,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6831¿Identifier¿¿7722¿$id¿¿¿{"start":{"line":297,"column":19},"end":{"line":297,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6832¿VariableDeclarator¿¿7722¿v738¿¿¿{"start":{"line":297,"column":15},"end":{"line":297,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
6833¿BinaryExpression¿+¿7722¿¿¿¿{"start":{"line":297,"column":15},"end":{"line":297,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿BinaryExpression
6834¿Identifier¿¿7722¿v737¿¿¿¿¿Identifier
6835¿Literal¿string¿7722¿¿'~'¿¿{"start":{"line":297,"column":25},"end":{"line":297,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Literal
6836¿VariableDeclarator¿¿7722¿id¿¿¿{"start":{"line":297,"column":10},"end":{"line":297,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
6837¿BinaryExpression¿+¿7722¿¿¿¿{"start":{"line":297,"column":15},"end":{"line":297,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿BinaryExpression
6838¿Identifier¿¿7722¿v738¿¿¿¿¿Identifier
6839¿Identifier¿¿7722¿key¿¿¿{"start":{"line":297,"column":31},"end":{"line":297,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6840¿VariableDeclarator¿¿7722¿v739¿¿¿{"start":{"line":298,"column":8},"end":{"line":298,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
6841¿BinaryExpression¿!==¿7722¿¿¿¿{"start":{"line":298,"column":8},"end":{"line":298,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿BinaryExpression
6842¿Identifier¿¿7722¿exist¿¿¿{"start":{"line":298,"column":8},"end":{"line":298,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6843¿Identifier¿¿7722¿undefined¿¿¿{"start":{"line":298,"column":18},"end":{"line":298,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6844¿IfStatement¿¿7722¿¿¿¿{"start":{"line":298,"column":4},"end":{"line":304,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿IfStatement
6845¿Identifier¿¿7722¿v739¿¿¿¿¿Identifier
6846¿VariableDeclarator¿¿7722¿v740¿¿¿{"start":{"line":299,"column":10},"end":{"line":299,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
6847¿MemberExpression¿computed¿7722¿¿¿¿{"start":{"line":299,"column":10},"end":{"line":299,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
6848¿Identifier¿¿7722¿index¿¿¿{"start":{"line":299,"column":10},"end":{"line":299,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6849¿Identifier¿¿7722¿id¿¿¿{"start":{"line":299,"column":16},"end":{"line":299,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6850¿VariableDeclarator¿¿7722¿v741¿¿¿{"start":{"line":299,"column":8},"end":{"line":299,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
6851¿UpdateExpression¿¿7722¿¿¿¿{"start":{"line":299,"column":8},"end":{"line":299,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿UpdateExpression
6852¿Identifier¿¿7722¿v740¿¿¿¿¿Identifier
6853¿VariableDeclarator¿¿7722¿v742¿¿¿{"start":{"line":299,"column":8},"end":{"line":299,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
6854¿BinaryExpression¿>¿7722¿¿¿¿{"start":{"line":299,"column":8},"end":{"line":299,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿BinaryExpression
6855¿Identifier¿¿7722¿v741¿¿¿¿¿Identifier
6856¿Literal¿number¿7722¿¿2¿¿{"start":{"line":299,"column":22},"end":{"line":299,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Literal
6857¿VariableDeclarator¿¿7722¿v743¿¿¿{"start":{"line":299,"column":26},"end":{"line":299,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
6858¿CallExpression¿¿7722¿¿¿¿{"start":{"line":299,"column":26},"end":{"line":299,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿CallExpression
6859¿MemberExpression¿¿7722¿¿¿¿{"start":{"line":299,"column":26},"end":{"line":299,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
6860¿Identifier¿¿7722¿exist¿¿¿{"start":{"line":299,"column":26},"end":{"line":299,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6861¿Identifier¿¿7722¿push¿¿¿{"start":{"line":299,"column":32},"end":{"line":299,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6862¿Identifier¿¿7722¿val¿¿¿{"start":{"line":299,"column":37},"end":{"line":299,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6863¿VariableDeclarator¿¿7722¿v744¿¿¿{"start":{"line":299,"column":8},"end":{"line":299,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
6864¿IfStatement¿¿7722¿¿¿¿{"start":{"line":299,"column":8},"end":{"line":299,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿IfStatement
6865¿Identifier¿¿7722¿v742¿¿¿¿¿Identifier
6866¿ExpressionStatement¿¿7722¿¿¿¿{"start":{"line":299,"column":8},"end":{"line":299,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ExpressionStatement
6867¿AssignmentExpression¿=¿7722¿¿¿¿{"start":{"line":299,"column":8},"end":{"line":299,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿AssignmentExpression
6868¿Identifier¿¿7722¿v744¿¿¿¿¿Identifier
6869¿Identifier¿¿7722¿v743¿¿¿¿¿Identifier
6870¿BlockStatement¿¿7722¿¿¿¿¿¿BlockStatement
6871¿ExpressionStatement¿¿7722¿¿¿¿{"start":{"line":299,"column":8},"end":{"line":299,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ExpressionStatement
6872¿AssignmentExpression¿=¿7722¿¿¿¿{"start":{"line":299,"column":8},"end":{"line":299,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿AssignmentExpression
6873¿Identifier¿¿7722¿v744¿¿¿¿¿Identifier
6874¿AssignmentExpression¿=¿7722¿¿¿¿{"start":{"line":299,"column":45},"end":{"line":299,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿AssignmentExpression
6875¿MemberExpression¿computed¿7722¿¿¿¿{"start":{"line":299,"column":45},"end":{"line":299,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
6876¿Identifier¿¿7722¿acc¿¿¿{"start":{"line":299,"column":45},"end":{"line":299,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6877¿Identifier¿¿7722¿key¿¿¿{"start":{"line":299,"column":49},"end":{"line":299,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6878¿ArrayExpression¿¿7722¿¿¿¿{"start":{"line":299,"column":56},"end":{"line":299,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ArrayExpression
6879¿Identifier¿¿7722¿exist¿¿¿{"start":{"line":299,"column":57},"end":{"line":299,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6880¿Identifier¿¿7722¿val¿¿¿{"start":{"line":299,"column":64},"end":{"line":299,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6881¿BlockStatement¿¿7722¿¿¿¿¿¿BlockStatement
6882¿ExpressionStatement¿¿7722¿¿¿¿{"start":{"line":299,"column":8},"end":{"line":299,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ExpressionStatement
6883¿Identifier¿¿7722¿v744¿¿¿¿¿Identifier
6884¿BlockStatement¿¿7722¿¿¿¿{"start":{"line":298,"column":29},"end":{"line":300,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿BlockStatement
6885¿ExpressionStatement¿¿7722¿¿¿¿{"start":{"line":302,"column":8},"end":{"line":302,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ExpressionStatement
6886¿AssignmentExpression¿=¿7722¿¿¿¿{"start":{"line":302,"column":8},"end":{"line":302,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿AssignmentExpression
6887¿MemberExpression¿computed¿7722¿¿¿¿{"start":{"line":302,"column":8},"end":{"line":302,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
6888¿Identifier¿¿7722¿acc¿¿¿{"start":{"line":302,"column":8},"end":{"line":302,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6889¿Identifier¿¿7722¿key¿¿¿{"start":{"line":302,"column":12},"end":{"line":302,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6890¿Identifier¿¿7722¿val¿¿¿{"start":{"line":302,"column":19},"end":{"line":302,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6891¿ExpressionStatement¿¿7722¿¿¿¿{"start":{"line":303,"column":8},"end":{"line":303,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ExpressionStatement
6892¿AssignmentExpression¿=¿7722¿¿¿¿{"start":{"line":303,"column":8},"end":{"line":303,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿AssignmentExpression
6893¿MemberExpression¿computed¿7722¿¿¿¿{"start":{"line":303,"column":8},"end":{"line":303,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
6894¿Identifier¿¿7722¿index¿¿¿{"start":{"line":303,"column":8},"end":{"line":303,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6895¿Identifier¿¿7722¿id¿¿¿{"start":{"line":303,"column":14},"end":{"line":303,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6896¿Literal¿number¿7722¿¿1¿¿{"start":{"line":303,"column":20},"end":{"line":303,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Literal
6897¿BlockStatement¿¿7722¿¿¿¿{"start":{"line":301,"column":9},"end":{"line":304,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿BlockStatement
6898¿BlockStatement¿¿7722¿¿¿¿{"start":{"line":295,"column":42},"end":{"line":305,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿BlockStatement
6899¿VariableDeclarator¿¿7600¿parseRef¿¿¿{"start":{"line":306,"column":6},"end":{"line":319,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
6900¿ArrowFunctionExpression¿¿7600¿¿¿¿{"start":{"line":306,"column":17},"end":{"line":319,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ArrowFunctionExpression
6901¿Identifier¿¿0¿id¿¿¿{"start":{"line":306,"column":18},"end":{"line":306,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6902¿Identifier¿¿0¿ctx¿¿¿{"start":{"line":306,"column":22},"end":{"line":306,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6903¿VariableDeclarator¿¿7726¿v745¿¿¿{"start":{"line":307,"column":4},"end":{"line":307,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
6904¿MemberExpression¿¿7726¿¿¿¿{"start":{"line":307,"column":4},"end":{"line":307,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
6905¿Identifier¿¿7726¿ctx¿¿¿{"start":{"line":307,"column":4},"end":{"line":307,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6906¿Identifier¿¿7726¿opts¿¿¿{"start":{"line":307,"column":8},"end":{"line":307,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6907¿VariableDeclarator¿¿7726¿v746¿¿¿{"start":{"line":307,"column":4},"end":{"line":307,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
6908¿MemberExpression¿¿7726¿¿¿¿{"start":{"line":307,"column":4},"end":{"line":307,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
6909¿Identifier¿¿7726¿v745¿¿¿¿¿Identifier
6910¿Identifier¿¿7726¿prefixes¿¿¿{"start":{"line":307,"column":13},"end":{"line":307,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6911¿VariableDeclarator¿¿7726¿v747¿¿¿{"start":{"line":307,"column":43},"end":{"line":307,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
6912¿MemberExpression¿¿7726¿¿¿¿{"start":{"line":307,"column":43},"end":{"line":307,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
6913¿Identifier¿¿7726¿ctx¿¿¿{"start":{"line":307,"column":43},"end":{"line":307,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6914¿Identifier¿¿7726¿prefixes¿¿¿{"start":{"line":307,"column":47},"end":{"line":307,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6915¿VariableDeclarator¿¿7726¿v748¿¿¿{"start":{"line":307,"column":4},"end":{"line":307,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
6916¿LogicalExpression¿&&¿7726¿¿¿¿{"start":{"line":307,"column":4},"end":{"line":307,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿LogicalExpression
6917¿Identifier¿¿7726¿v746¿¿¿¿¿Identifier
6918¿AssignmentExpression¿=¿7726¿¿¿¿{"start":{"line":307,"column":26},"end":{"line":307,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿AssignmentExpression
6919¿Identifier¿¿7726¿id¿¿¿{"start":{"line":307,"column":26},"end":{"line":307,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6920¿CallExpression¿¿7726¿¿¿¿{"start":{"line":307,"column":31},"end":{"line":307,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿CallExpression
6921¿Identifier¿¿7726¿qualifiedID¿¿¿{"start":{"line":307,"column":31},"end":{"line":307,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6922¿Identifier¿¿7726¿v747¿¿¿¿¿Identifier
6923¿Identifier¿¿7726¿id¿¿¿{"start":{"line":307,"column":57},"end":{"line":307,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6924¿ExpressionStatement¿¿7726¿¿¿¿{"start":{"line":307,"column":4},"end":{"line":307,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿ExpressionStatement
6925¿Identifier¿¿7726¿v748¿¿¿¿¿Identifier
6926¿VariableDeclarator¿¿7726¿v749¿¿¿{"start":{"line":308,"column":11},"end":{"line":308,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
6927¿MemberExpression¿¿7726¿¿¿¿{"start":{"line":308,"column":11},"end":{"line":308,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
6928¿Identifier¿¿7726¿ctx¿¿¿{"start":{"line":308,"column":11},"end":{"line":308,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6929¿Identifier¿¿7726¿opts¿¿¿{"start":{"line":308,"column":15},"end":{"line":308,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6930¿VariableDeclarator¿¿7726¿v750¿¿¿{"start":{"line":308,"column":11},"end":{"line":308,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
6931¿MemberExpression¿¿7726¿¿¿¿{"start":{"line":308,"column":11},"end":{"line":308,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
6932¿Identifier¿¿7726¿v749¿¿¿¿¿Identifier
6933¿Identifier¿¿7726¿resolve¿¿¿{"start":{"line":308,"column":20},"end":{"line":308,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6934¿VariableDeclarator¿¿7726¿v751¿¿¿{"start":{"line":309,"column":10},"end":{"line":309,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
6935¿MemberExpression¿¿7726¿¿¿¿{"start":{"line":309,"column":10},"end":{"line":309,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
6936¿Identifier¿¿7726¿ctx¿¿¿{"start":{"line":309,"column":10},"end":{"line":309,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6937¿Identifier¿¿7726¿nodes¿¿¿{"start":{"line":309,"column":14},"end":{"line":309,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6938¿VariableDeclarator¿¿7726¿v752¿¿¿{"start":{"line":309,"column":10},"end":{"line":309,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
6939¿MemberExpression¿computed¿7726¿¿¿¿{"start":{"line":309,"column":10},"end":{"line":309,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
6940¿Identifier¿¿7726¿v751¿¿¿¿¿Identifier
6941¿Identifier¿¿7726¿id¿¿¿{"start":{"line":309,"column":20},"end":{"line":309,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6942¿VariableDeclarator¿¿7726¿v753¿¿¿{"start":{"line":309,"column":28},"end":{"line":309,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
6943¿MemberExpression¿¿7726¿¿¿¿{"start":{"line":309,"column":28},"end":{"line":309,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿MemberExpression
6944¿Identifier¿¿7726¿ctx¿¿¿{"start":{"line":309,"column":28},"end":{"line":309,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6945¿Identifier¿¿7726¿nodes¿¿¿{"start":{"line":309,"column":32},"end":{"line":309,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿Identifier
6946¿VariableDeclarator¿¿7726¿v754¿¿¿{"start":{"line":309,"column":44},"end":{"line":309,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/secbench/thi.ng-egf_0.3.0/index.js"}¿¿VariableDeclarator
6947¿ObjectExpression¿¿7726¿¿¿¿¿¿ObjectExpression
