Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1038¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":136,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Program
1413¿Identifier¿¿1850¿glob¿¿¿{"start":{"line":76,"column":72},"end":{"line":76,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1414¿VariableDeclarator¿¿1850¿v144¿¿¿{"start":{"line":76,"column":58},"end":{"line":76,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1415¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":76,"column":58},"end":{"line":76,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1416¿Identifier¿¿1850¿v143¿¿¿¿¿Identifier
1417¿Identifier¿¿1850¿include¿¿¿{"start":{"line":76,"column":77},"end":{"line":76,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1418¿VariableDeclarator¿¿1850¿v145¿¿¿{"start":{"line":76,"column":96},"end":{"line":76,"column":109},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1419¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":76,"column":96},"end":{"line":76,"column":109},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1420¿Identifier¿¿1850¿OPTS¿¿¿{"start":{"line":76,"column":96},"end":{"line":76,"column":100},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1421¿Identifier¿¿1850¿nunjucks¿¿¿{"start":{"line":76,"column":101},"end":{"line":76,"column":109},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1422¿VariableDeclarator¿¿1850¿v146¿¿¿{"start":{"line":76,"column":96},"end":{"line":76,"column":118},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1423¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":76,"column":96},"end":{"line":76,"column":118},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1424¿Identifier¿¿1850¿v145¿¿¿¿¿Identifier
1425¿Identifier¿¿1850¿inputDir¿¿¿{"start":{"line":76,"column":110},"end":{"line":76,"column":118},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1426¿VariableDeclarator¿¿1850¿v147¿¿¿{"start":{"line":76,"column":144},"end":{"line":76,"column":157},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1427¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":76,"column":144},"end":{"line":76,"column":157},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1428¿Identifier¿¿1850¿OPTS¿¿¿{"start":{"line":76,"column":144},"end":{"line":76,"column":148},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1429¿Identifier¿¿1850¿nunjucks¿¿¿{"start":{"line":76,"column":149},"end":{"line":76,"column":157},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1430¿VariableDeclarator¿¿1850¿v148¿¿¿{"start":{"line":76,"column":144},"end":{"line":76,"column":172},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1431¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":76,"column":144},"end":{"line":76,"column":172},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1432¿Identifier¿¿1850¿v147¿¿¿¿¿Identifier
1433¿Identifier¿¿1850¿extensionsFile¿¿¿{"start":{"line":76,"column":158},"end":{"line":76,"column":172},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1434¿VariableDeclarator¿¿1850¿v149¿¿¿{"start":{"line":76,"column":182},"end":{"line":76,"column":195},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1435¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":76,"column":182},"end":{"line":76,"column":195},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1436¿Identifier¿¿1850¿OPTS¿¿¿{"start":{"line":76,"column":182},"end":{"line":76,"column":186},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1437¿Identifier¿¿1850¿nunjucks¿¿¿{"start":{"line":76,"column":187},"end":{"line":76,"column":195},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1438¿VariableDeclarator¿¿1850¿v150¿¿¿{"start":{"line":76,"column":182},"end":{"line":76,"column":205},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1439¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":76,"column":182},"end":{"line":76,"column":205},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1440¿Identifier¿¿1850¿v149¿¿¿¿¿Identifier
1441¿Identifier¿¿1850¿outputDir¿¿¿{"start":{"line":76,"column":196},"end":{"line":76,"column":205},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1442¿VariableDeclarator¿¿1850¿v151¿¿¿{"start":{"line":76,"column":20},"end":{"line":76,"column":207},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1443¿TemplateLiteral¿¿1850¿¿¿¿{"start":{"line":76,"column":20},"end":{"line":76,"column":207},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿TemplateLiteral
1444¿Identifier¿¿1850¿v144¿¿¿¿¿Identifier
1445¿Identifier¿¿1850¿v146¿¿¿¿¿Identifier
1446¿Identifier¿¿1850¿v148¿¿¿¿¿Identifier
1447¿Identifier¿¿1850¿v150¿¿¿¿¿Identifier
1448¿VariableDeclarator¿¿1850¿v152¿¿¿{"start":{"line":76,"column":9},"end":{"line":76,"column":208},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1449¿CallExpression¿¿1850¿¿¿¿{"start":{"line":76,"column":9},"end":{"line":76,"column":208},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1450¿MemberExpression¿¿1850¿¿¿¿{"start":{"line":76,"column":9},"end":{"line":76,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1451¿Identifier¿¿1850¿shell¿¿¿{"start":{"line":76,"column":9},"end":{"line":76,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1452¿Identifier¿¿1850¿exec¿¿¿{"start":{"line":76,"column":15},"end":{"line":76,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1453¿Identifier¿¿1850¿v151¿¿¿¿¿Identifier
1454¿ReturnStatement¿¿1850¿¿¿¿{"start":{"line":76,"column":2},"end":{"line":76,"column":209},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ReturnStatement
1455¿Identifier¿¿1850¿v152¿¿¿¿¿Identifier
1456¿BlockStatement¿¿1850¿¿¿¿{"start":{"line":75,"column":43},"end":{"line":77,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿BlockStatement
1457¿VariableDeclarator¿¿1841¿v153¿¿¿{"start":{"line":80,"column":7},"end":{"line":80,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1458¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":80,"column":7},"end":{"line":80,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1459¿Identifier¿¿1841¿process¿¿¿{"start":{"line":80,"column":7},"end":{"line":80,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1460¿Identifier¿¿1841¿argv¿¿¿{"start":{"line":80,"column":15},"end":{"line":80,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1461¿VariableDeclarator¿¿1841¿v154¿¿¿{"start":{"line":80,"column":7},"end":{"line":80,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1462¿CallExpression¿¿1841¿¿¿¿{"start":{"line":80,"column":7},"end":{"line":80,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1463¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":80,"column":7},"end":{"line":80,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1464¿Identifier¿¿1841¿v153¿¿¿¿¿Identifier
1465¿Identifier¿¿1841¿slice¿¿¿{"start":{"line":80,"column":20},"end":{"line":80,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1466¿Literal¿number¿1841¿¿2¿¿{"start":{"line":80,"column":26},"end":{"line":80,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Literal
1467¿VariableDeclarator¿¿1841¿v155¿¿¿{"start":{"line":80,"column":30},"end":{"line":83,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1468¿ObjectExpression¿¿1841¿¿¿¿{"start":{"line":80,"column":30},"end":{"line":83,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ObjectExpression
1469¿Property¿¿1841¿¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Property
1470¿Identifier¿¿1841¿live¿¿¿{"start":{"line":81,"column":4},"end":{"line":81,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1471¿Identifier¿¿1841¿budoLiveOpts¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1472¿Property¿¿1841¿¿¿¿{"start":{"line":82,"column":4},"end":{"line":82,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Property
1473¿Identifier¿¿1841¿middleware¿¿¿{"start":{"line":82,"column":4},"end":{"line":82,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1474¿Identifier¿¿1841¿budoMiddleware¿¿¿{"start":{"line":82,"column":16},"end":{"line":82,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1475¿VariableDeclarator¿¿1841¿v156¿¿¿{"start":{"line":79,"column":10},"end":{"line":83,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1476¿CallExpression¿¿1841¿¿¿¿{"start":{"line":79,"column":10},"end":{"line":83,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1477¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":79,"column":10},"end":{"line":80,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1478¿Identifier¿¿1841¿budo¿¿¿{"start":{"line":79,"column":10},"end":{"line":79,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1479¿Identifier¿¿1841¿cli¿¿¿{"start":{"line":80,"column":3},"end":{"line":80,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1480¿Identifier¿¿1841¿v154¿¿¿¿¿Identifier
1481¿Identifier¿¿1841¿v155¿¿¿¿¿Identifier
1482¿VariableDeclarator¿¿1841¿v171¿¿¿{"start":{"line":84,"column":17},"end":{"line":98,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1483¿FunctionExpression¿¿1841¿anon¿¿¿{"start":{"line":84,"column":17},"end":{"line":98,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿FunctionExpression
1484¿Identifier¿¿0¿evt¿¿¿{"start":{"line":84,"column":27},"end":{"line":84,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1485¿VariableDeclarator¿¿1852¿wss¿¿¿{"start":{"line":85,"column":8},"end":{"line":85,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1486¿MemberExpression¿¿1852¿¿¿¿{"start":{"line":85,"column":14},"end":{"line":85,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1487¿Identifier¿¿1852¿evt¿¿¿{"start":{"line":85,"column":14},"end":{"line":85,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1488¿Identifier¿¿1852¿webSocketServer¿¿¿{"start":{"line":85,"column":18},"end":{"line":85,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1489¿VariableDeclarator¿¿1852¿v158¿¿¿{"start":{"line":88,"column":25},"end":{"line":93,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1490¿FunctionExpression¿¿1852¿anon¿¿¿{"start":{"line":88,"column":25},"end":{"line":93,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿FunctionExpression
1491¿Identifier¿¿0¿socket¿¿¿{"start":{"line":88,"column":35},"end":{"line":88,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1492¿VariableDeclarator¿¿1854¿v157¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1493¿CallExpression¿¿1854¿¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1494¿MemberExpression¿¿1854¿¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1495¿Identifier¿¿1854¿console¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1496¿Identifier¿¿1854¿log¿¿¿{"start":{"line":89,"column":14},"end":{"line":89,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1497¿Literal¿string¿1854¿¿'[LiveReload] Client Connected'¿¿{"start":{"line":89,"column":18},"end":{"line":89,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Literal
1498¿ExpressionStatement¿¿1854¿¿¿¿{"start":{"line":89,"column":6},"end":{"line":89,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1499¿Identifier¿¿1854¿v157¿¿¿¿¿Identifier
1500¿BlockStatement¿¿1854¿¿¿¿{"start":{"line":88,"column":43},"end":{"line":93,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿BlockStatement
1501¿VariableDeclarator¿¿1852¿v159¿¿¿{"start":{"line":88,"column":4},"end":{"line":93,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1502¿CallExpression¿¿1852¿¿¿¿{"start":{"line":88,"column":4},"end":{"line":93,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1503¿MemberExpression¿¿1852¿¿¿¿{"start":{"line":88,"column":4},"end":{"line":88,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1504¿Identifier¿¿1852¿wss¿¿¿{"start":{"line":88,"column":4},"end":{"line":88,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1505¿Identifier¿¿1852¿on¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1506¿Literal¿string¿1852¿¿'connection'¿¿{"start":{"line":88,"column":11},"end":{"line":88,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Literal
1507¿Identifier¿¿1852¿v158¿¿¿¿¿Identifier
1508¿ExpressionStatement¿¿1852¿¿¿¿{"start":{"line":88,"column":4},"end":{"line":93,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1509¿Identifier¿¿1852¿v159¿¿¿¿¿Identifier
1510¿VariableDeclarator¿¿1852¿v160¿¿¿{"start":{"line":95,"column":20},"end":{"line":95,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1511¿MemberExpression¿¿1852¿¿¿¿{"start":{"line":95,"column":20},"end":{"line":95,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1512¿Identifier¿¿1852¿OPTS¿¿¿{"start":{"line":95,"column":20},"end":{"line":95,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1513¿Identifier¿¿1852¿assets¿¿¿{"start":{"line":95,"column":25},"end":{"line":95,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1514¿VariableDeclarator¿¿1852¿v161¿¿¿{"start":{"line":95,"column":20},"end":{"line":95,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1515¿MemberExpression¿¿1852¿¿¿¿{"start":{"line":95,"column":20},"end":{"line":95,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1516¿Identifier¿¿1852¿v160¿¿¿¿¿Identifier
1517¿Identifier¿¿1852¿outputDir¿¿¿{"start":{"line":95,"column":32},"end":{"line":95,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1518¿VariableDeclarator¿¿1852¿v162¿¿¿{"start":{"line":95,"column":43},"end":{"line":95,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1519¿MemberExpression¿¿1852¿¿¿¿{"start":{"line":95,"column":43},"end":{"line":95,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1520¿Identifier¿¿1852¿OPTS¿¿¿{"start":{"line":95,"column":43},"end":{"line":95,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1521¿Identifier¿¿1852¿nunjucks¿¿¿{"start":{"line":95,"column":48},"end":{"line":95,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1522¿VariableDeclarator¿¿1852¿v163¿¿¿{"start":{"line":95,"column":43},"end":{"line":95,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1523¿MemberExpression¿¿1852¿¿¿¿{"start":{"line":95,"column":43},"end":{"line":95,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1524¿Identifier¿¿1852¿v162¿¿¿¿¿Identifier
1525¿Identifier¿¿1852¿outputDir¿¿¿{"start":{"line":95,"column":57},"end":{"line":95,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1526¿VariableDeclarator¿¿1852¿v164¿¿¿{"start":{"line":95,"column":4},"end":{"line":95,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1527¿CallExpression¿¿1852¿¿¿¿{"start":{"line":95,"column":4},"end":{"line":95,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿CallExpression
1528¿MemberExpression¿¿1852¿¿¿¿{"start":{"line":95,"column":4},"end":{"line":95,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1529¿Identifier¿¿1852¿shell¿¿¿{"start":{"line":95,"column":4},"end":{"line":95,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1530¿Identifier¿¿1852¿rm¿¿¿{"start":{"line":95,"column":10},"end":{"line":95,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1531¿Literal¿string¿1852¿¿'-rf'¿¿{"start":{"line":95,"column":13},"end":{"line":95,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Literal
1532¿Identifier¿¿1852¿v161¿¿¿¿¿Identifier
1533¿Identifier¿¿1852¿v163¿¿¿¿¿Identifier
1534¿ExpressionStatement¿¿1852¿¿¿¿{"start":{"line":95,"column":4},"end":{"line":95,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿ExpressionStatement
1535¿Identifier¿¿1852¿v164¿¿¿¿¿Identifier
1536¿VariableDeclarator¿¿1852¿v165¿¿¿{"start":{"line":96,"column":19},"end":{"line":96,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿VariableDeclarator
1537¿MemberExpression¿¿1852¿¿¿¿{"start":{"line":96,"column":19},"end":{"line":96,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿MemberExpression
1538¿Identifier¿¿1852¿OPTS¿¿¿{"start":{"line":96,"column":19},"end":{"line":96,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
1539¿Identifier¿¿1852¿assets¿¿¿{"start":{"line":96,"column":24},"end":{"line":96,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/webvrrocks/dev.js"}¿¿Identifier
