Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
620¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":58,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Program
1008¿BlockStatement¿¿1106¿¿¿¿{"start":{"line":44,"column":64},"end":{"line":46,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BlockStatement
1009¿VariableDeclarator¿¿1106¿v131¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
1010¿MemberExpression¿¿1106¿¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
1011¿Identifier¿¿1106¿options¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
1012¿Identifier¿¿1106¿maxFileSize¿¿¿{"start":{"line":47,"column":16},"end":{"line":47,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
1013¿VariableDeclarator¿¿1106¿v132¿¿¿{"start":{"line":47,"column":31},"end":{"line":47,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
1014¿MemberExpression¿¿1106¿¿¿¿{"start":{"line":47,"column":31},"end":{"line":47,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
1015¿Identifier¿¿1106¿options¿¿¿{"start":{"line":47,"column":31},"end":{"line":47,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
1016¿Identifier¿¿1106¿maxFileSize¿¿¿{"start":{"line":47,"column":39},"end":{"line":47,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
1017¿VariableDeclarator¿¿1106¿v133¿¿¿{"start":{"line":47,"column":53},"end":{"line":47,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
1018¿MemberExpression¿¿1106¿¿¿¿{"start":{"line":47,"column":53},"end":{"line":47,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
1019¿ThisExpression¿¿1106¿¿¿¿{"start":{"line":47,"column":53},"end":{"line":47,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ThisExpression
1020¿Identifier¿¿1106¿size¿¿¿{"start":{"line":47,"column":58},"end":{"line":47,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
1021¿VariableDeclarator¿¿1106¿v134¿¿¿{"start":{"line":47,"column":31},"end":{"line":47,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
1022¿BinaryExpression¿<¿1106¿¿¿¿{"start":{"line":47,"column":31},"end":{"line":47,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BinaryExpression
1023¿Identifier¿¿1106¿v132¿¿¿¿¿Identifier
1024¿Identifier¿¿1106¿v133¿¿¿¿¿Identifier
1025¿VariableDeclarator¿¿1106¿v135¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
1026¿LogicalExpression¿&&¿1106¿¿¿¿{"start":{"line":47,"column":8},"end":{"line":47,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿LogicalExpression
1027¿Identifier¿¿1106¿v131¿¿¿¿¿Identifier
1028¿Identifier¿¿1106¿v134¿¿¿¿¿Identifier
1029¿IfStatement¿¿1106¿¿¿¿{"start":{"line":47,"column":4},"end":{"line":49,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿IfStatement
1030¿Identifier¿¿1106¿v135¿¿¿¿¿Identifier
1031¿ExpressionStatement¿¿1106¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ExpressionStatement
1032¿AssignmentExpression¿=¿1106¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿AssignmentExpression
1033¿MemberExpression¿¿1106¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
1034¿ThisExpression¿¿1106¿¿¿¿{"start":{"line":48,"column":8},"end":{"line":48,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ThisExpression
1035¿Identifier¿¿1106¿error¿¿¿{"start":{"line":48,"column":13},"end":{"line":48,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
1036¿Literal¿string¿1106¿¿'File is too big'¿¿{"start":{"line":48,"column":21},"end":{"line":48,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Literal
1037¿BlockStatement¿¿1106¿¿¿¿{"start":{"line":47,"column":64},"end":{"line":49,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BlockStatement
1038¿VariableDeclarator¿¿1106¿v136¿¿¿{"start":{"line":50,"column":9},"end":{"line":50,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
1039¿MemberExpression¿¿1106¿¿¿¿{"start":{"line":50,"column":9},"end":{"line":50,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
1040¿Identifier¿¿1106¿options¿¿¿{"start":{"line":50,"column":9},"end":{"line":50,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
1041¿Identifier¿¿1106¿acceptFileTypes¿¿¿{"start":{"line":50,"column":17},"end":{"line":50,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
1042¿VariableDeclarator¿¿1106¿v137¿¿¿{"start":{"line":50,"column":38},"end":{"line":50,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
1043¿MemberExpression¿¿1106¿¿¿¿{"start":{"line":50,"column":38},"end":{"line":50,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
1044¿ThisExpression¿¿1106¿¿¿¿{"start":{"line":50,"column":38},"end":{"line":50,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ThisExpression
1045¿Identifier¿¿1106¿type¿¿¿{"start":{"line":50,"column":43},"end":{"line":50,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
1046¿VariableDeclarator¿¿1106¿v138¿¿¿{"start":{"line":50,"column":9},"end":{"line":50,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
1047¿CallExpression¿¿1106¿¿¿¿{"start":{"line":50,"column":9},"end":{"line":50,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿CallExpression
1048¿MemberExpression¿¿1106¿¿¿¿{"start":{"line":50,"column":9},"end":{"line":50,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
1049¿Identifier¿¿1106¿v136¿¿¿¿¿Identifier
1050¿Identifier¿¿1106¿test¿¿¿{"start":{"line":50,"column":33},"end":{"line":50,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
1051¿Identifier¿¿1106¿v137¿¿¿¿¿Identifier
1052¿VariableDeclarator¿¿1106¿v139¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
1053¿UnaryExpression¿!¿1106¿¿¿¿{"start":{"line":50,"column":8},"end":{"line":50,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿UnaryExpression
1054¿Identifier¿¿1106¿v138¿¿¿¿¿Identifier
1055¿IfStatement¿¿1106¿¿¿¿{"start":{"line":50,"column":4},"end":{"line":52,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿IfStatement
1056¿Identifier¿¿1106¿v139¿¿¿¿¿Identifier
1057¿ExpressionStatement¿¿1106¿¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ExpressionStatement
1058¿AssignmentExpression¿=¿1106¿¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿AssignmentExpression
1059¿MemberExpression¿¿1106¿¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
1060¿ThisExpression¿¿1106¿¿¿¿{"start":{"line":51,"column":8},"end":{"line":51,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ThisExpression
1061¿Identifier¿¿1106¿error¿¿¿{"start":{"line":51,"column":13},"end":{"line":51,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
1062¿Literal¿string¿1106¿¿'File type not wrong'¿¿{"start":{"line":51,"column":21},"end":{"line":51,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Literal
1063¿BlockStatement¿¿1106¿¿¿¿{"start":{"line":50,"column":50},"end":{"line":52,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BlockStatement
1064¿VariableDeclarator¿¿1106¿v140¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
1065¿MemberExpression¿¿1106¿¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
1066¿ThisExpression¿¿1106¿¿¿¿{"start":{"line":54,"column":12},"end":{"line":54,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ThisExpression
1067¿Identifier¿¿1106¿error¿¿¿{"start":{"line":54,"column":17},"end":{"line":54,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
1068¿VariableDeclarator¿¿1106¿v141¿¿¿{"start":{"line":54,"column":11},"end":{"line":54,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿VariableDeclarator
1069¿UnaryExpression¿!¿1106¿¿¿¿{"start":{"line":54,"column":11},"end":{"line":54,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿UnaryExpression
1070¿Identifier¿¿1106¿v140¿¿¿¿¿Identifier
1071¿ReturnStatement¿¿1106¿¿¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ReturnStatement
1072¿Identifier¿¿1106¿v141¿¿¿¿¿Identifier
1073¿BlockStatement¿¿1106¿¿¿¿{"start":{"line":43,"column":42},"end":{"line":55,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿BlockStatement
1074¿ExpressionStatement¿¿1090¿¿¿¿{"start":{"line":43,"column":0},"end":{"line":55,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ExpressionStatement
1075¿AssignmentExpression¿=¿1090¿¿¿¿{"start":{"line":43,"column":0},"end":{"line":55,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿AssignmentExpression
1076¿MemberExpression¿¿1090¿¿¿¿{"start":{"line":43,"column":0},"end":{"line":43,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
1077¿Identifier¿¿1090¿v125¿¿¿¿¿Identifier
1078¿Identifier¿¿1090¿validate¿¿¿{"start":{"line":43,"column":19},"end":{"line":43,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
1079¿Identifier¿¿1090¿v142¿¿¿¿¿Identifier
1080¿ExpressionStatement¿¿1090¿¿¿¿{"start":{"line":58,"column":0},"end":{"line":58,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ExpressionStatement
1081¿AssignmentExpression¿=¿1090¿¿¿¿{"start":{"line":58,"column":0},"end":{"line":58,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿AssignmentExpression
1082¿Identifier¿¿1090¿exports¿¿¿{"start":{"line":58,"column":0},"end":{"line":58,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
1083¿Identifier¿¿1090¿FileInfo¿¿¿{"start":{"line":58,"column":27},"end":{"line":58,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
1084¿ExpressionStatement¿¿1090¿¿¿¿{"start":{"line":58,"column":0},"end":{"line":58,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿ExpressionStatement
1085¿AssignmentExpression¿=¿1090¿¿¿¿{"start":{"line":58,"column":0},"end":{"line":58,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿AssignmentExpression
1086¿MemberExpression¿¿1090¿¿¿¿{"start":{"line":58,"column":0},"end":{"line":58,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿MemberExpression
1087¿Identifier¿¿1090¿module¿¿¿{"start":{"line":58,"column":0},"end":{"line":58,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
1088¿Identifier¿¿1090¿exports¿¿¿{"start":{"line":58,"column":7},"end":{"line":58,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
1089¿Identifier¿¿1090¿exports¿¿¿{"start":{"line":58,"column":17},"end":{"line":58,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/imageserver/fileinfo.js"}¿¿Identifier
1090¿CFG_F_START¿¿1090¿__main__¿¿¿¿¿CFG_F_START
1091¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1092¿CFG_F_START¿¿1092¿648_anon¿¿¿¿¿CFG_F_START
1093¿CFG_F_END¿¿0¿648_anon¿¿¿¿¿CFG_F_END
1094¿CFG_F_START¿¿1094¿685_anon¿¿¿¿¿CFG_F_START
1095¿CFG_F_END¿¿0¿685_anon¿¿¿¿¿CFG_F_END
1096¿CFG_F_START¿¿1096¿729_anon¿¿¿¿¿CFG_F_START
1097¿CFG_F_END¿¿0¿729_anon¿¿¿¿¿CFG_F_END
1098¿CFG_IF_END¿¿0¿747¿¿¿¿¿CFG_IF_END
1099¿CFG_F_START¿¿1099¿814_anon¿¿¿¿¿CFG_F_START
1100¿CFG_F_END¿¿0¿814_anon¿¿¿¿¿CFG_F_END
1101¿CFG_IF_END¿¿0¿844¿¿¿¿¿CFG_IF_END
1102¿CFG_IF_END¿¿0¿738¿¿¿¿¿CFG_IF_END
1103¿CFG_F_START¿¿1103¿897_anon¿¿¿¿¿CFG_F_START
1104¿CFG_F_END¿¿0¿897_anon¿¿¿¿¿CFG_F_END
1105¿CFG_WHILE_END¿¿0¿¿¿¿¿¿CFG_WHILE_END
1106¿CFG_F_START¿¿1106¿979_anon¿¿¿¿¿CFG_F_START
1107¿CFG_F_END¿¿0¿979_anon¿¿¿¿¿CFG_F_END
1108¿CFG_IF_END¿¿0¿1000¿¿¿¿¿CFG_IF_END
1109¿CFG_IF_END¿¿0¿1029¿¿¿¿¿CFG_IF_END
1110¿CFG_IF_END¿¿0¿1055¿¿¿¿¿CFG_IF_END
1111¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1112¿PDG_CALL¿¿1090¿1090.CALL->require-o126¿¿¿¿¿PDG_CALL
1113¿PDG_OBJECT¿¿0¿1090.options-o127¿¿¿¿¿PDG_OBJECT
1114¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1115¿PDG_CALL¿¿1090¿1090.CALL->require-o128¿¿¿¿¿PDG_CALL
1116¿PDG_OBJECT¿¿0¿1090.fs-o129¿¿¿¿¿PDG_OBJECT
1117¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1118¿PDG_CALL¿¿1090¿1090.CALL->require-o130¿¿¿¿¿PDG_CALL
1119¿PDG_OBJECT¿¿0¿1090.path-o131¿¿¿¿¿PDG_OBJECT
1120¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1121¿PDG_OBJECT¿¿0¿1090.fs.existsSync-o132¿¿¿¿¿PDG_OBJECT
1122¿PDG_OBJECT¿¿0¿1090.path.existsSync-o133¿¿¿¿¿PDG_OBJECT
1123¿PDG_OBJECT¿¿0¿1092.this-o134¿¿¿¿¿PDG_OBJECT
1124¿PDG_OBJECT¿¿0¿1092.s-o135¿¿¿¿¿PDG_OBJECT
1125¿PDG_OBJECT¿¿0¿1092.index-o136¿¿¿¿¿PDG_OBJECT
1126¿PDG_OBJECT¿¿0¿1092.ext-o137¿¿¿¿¿PDG_OBJECT
1127¿PDG_OBJECT¿¿0¿1090.nameCountFunc-o138¿¿¿¿¿PDG_OBJECT
1128¿PDG_OBJECT¿¿0¿1094.this-o139¿¿¿¿¿PDG_OBJECT
1129¿PDG_OBJECT¿¿0¿1094.file-o140¿¿¿¿¿PDG_OBJECT
1130¿PDG_OBJECT¿¿0¿1090.FileInfo-o141¿¿¿¿¿PDG_OBJECT
1131¿PDG_OBJECT¿¿0¿1090.FileInfo.prototype-o142¿¿¿¿¿PDG_OBJECT
1132¿PDG_OBJECT¿¿0¿1096.this-o143¿¿¿¿¿PDG_OBJECT
1133¿PDG_OBJECT¿¿0¿1096.req-o144¿¿¿¿¿PDG_OBJECT
1134¿PDG_OBJECT¿¿0¿1090.v112-o145¿¿¿¿¿PDG_OBJECT
1135¿PDG_OBJECT¿¿0¿1090.v84-o146¿¿¿¿¿PDG_OBJECT
1136¿PDG_OBJECT¿¿0¿1090.v84.initUrl-o147¿¿¿¿¿PDG_OBJECT
1137¿PDG_OBJECT¿¿0¿1103.this-o148¿¿¿¿¿PDG_OBJECT
1138¿PDG_OBJECT¿¿0¿1090.v124-o149¿¿¿¿¿PDG_OBJECT
1139¿PDG_OBJECT¿¿0¿1090.v113-o150¿¿¿¿¿PDG_OBJECT
1140¿PDG_OBJECT¿¿0¿1090.v113.safeName-o151¿¿¿¿¿PDG_OBJECT
1141¿PDG_OBJECT¿¿0¿1106.this-o152¿¿¿¿¿PDG_OBJECT
1142¿PDG_OBJECT¿¿0¿1090.v142-o153¿¿¿¿¿PDG_OBJECT
1143¿PDG_OBJECT¿¿0¿1090.v125-o154¿¿¿¿¿PDG_OBJECT
1144¿PDG_OBJECT¿¿0¿1090.v125.validate-o155¿¿¿¿¿PDG_OBJECT
1145¿PDG_OBJECT¿¿0¿1090.module-o156¿¿¿¿¿PDG_OBJECT
1146¿PDG_OBJECT¿¿0¿1090.module.exports-o157¿¿¿¿¿PDG_OBJECT
1147¿PDG_CALL¿¿1092¿1092.CALL->parseInt-o158¿¿¿¿¿PDG_CALL
1148¿PDG_OBJECT¿¿0¿1092.v74-o159¿¿¿¿¿PDG_OBJECT
1149¿PDG_OBJECT¿¿0¿1092.v75-o160¿¿¿¿¿PDG_OBJECT
1150¿PDG_OBJECT¿¿0¿1092.v76-o161¿¿¿¿¿PDG_OBJECT
1151¿PDG_OBJECT¿¿0¿1092.v77-o162¿¿¿¿¿PDG_OBJECT
1152¿PDG_OBJECT¿¿0¿1092.v78-o163¿¿¿¿¿PDG_OBJECT
1153¿PDG_OBJECT¿¿0¿1092.v79-o164¿¿¿¿¿PDG_OBJECT
1154¿PDG_OBJECT¿¿0¿1092.v80-o165¿¿¿¿¿PDG_OBJECT
1155¿PDG_RETURN¿¿0¿1092.RET_OBJ-o166¿¿¿¿¿PDG_RETURN
1156¿PDG_OBJECT¿¿0¿1094.file.name-o167¿¿¿¿¿PDG_OBJECT
1157¿PDG_OBJECT¿¿0¿1094.this-o168¿¿¿¿¿PDG_OBJECT
1158¿PDG_OBJECT¿¿0¿1094.this.name-o169¿¿¿¿¿PDG_OBJECT
1159¿PDG_OBJECT¿¿0¿1094.file.size-o170¿¿¿¿¿PDG_OBJECT
1160¿PDG_OBJECT¿¿0¿1094.this-o171¿¿¿¿¿PDG_OBJECT
1161¿PDG_OBJECT¿¿0¿1094.this.size-o172¿¿¿¿¿PDG_OBJECT
1162¿PDG_OBJECT¿¿0¿1094.file.type-o173¿¿¿¿¿PDG_OBJECT
1163¿PDG_OBJECT¿¿0¿1094.this-o174¿¿¿¿¿PDG_OBJECT
1164¿PDG_OBJECT¿¿0¿1094.this.type-o175¿¿¿¿¿PDG_OBJECT
1165¿PDG_OBJECT¿¿0¿1094.this-o176¿¿¿¿¿PDG_OBJECT
1166¿PDG_OBJECT¿¿0¿1094.this.deleteType-o177¿¿¿¿¿PDG_OBJECT
1167¿PDG_OBJECT¿¿0¿1096.this.error-o178¿¿¿¿¿PDG_OBJECT
1168¿PDG_OBJECT¿¿0¿1096.options.ssl-o179¿¿¿¿¿PDG_OBJECT
1169¿PDG_OBJECT¿¿0¿1096.v88-o180¿¿¿¿¿PDG_OBJECT
1170¿PDG_OBJECT¿¿0¿1096.v89-o181¿¿¿¿¿PDG_OBJECT
1171¿PDG_OBJECT¿¿0¿1096.req.headers-o182¿¿¿¿¿PDG_OBJECT
1172¿PDG_OBJECT¿¿0¿1096.v90.host-o183¿¿¿¿¿PDG_OBJECT
1173¿PDG_OBJECT¿¿0¿1096.v92-o184¿¿¿¿¿PDG_OBJECT
1174¿PDG_OBJECT¿¿0¿1096.options.uploadUrl-o185¿¿¿¿¿PDG_OBJECT
1175¿PDG_OBJECT¿¿0¿1096.baseUrl-o186¿¿¿¿¿PDG_OBJECT
1176¿PDG_OBJECT¿¿0¿1096.this.name-o187¿¿¿¿¿PDG_OBJECT
1177¿PDG_CALL¿¿1096¿1096.CALL->encodeURIComponent-o188¿¿¿¿¿PDG_CALL
1178¿PDG_OBJECT¿¿0¿1096.v95-o189¿¿¿¿¿PDG_OBJECT
1179¿PDG_OBJECT¿¿0¿1096.this-o190¿¿¿¿¿PDG_OBJECT
1180¿PDG_OBJECT¿¿0¿1096.this.url-o191¿¿¿¿¿PDG_OBJECT
1181¿PDG_OBJECT¿¿0¿1096.options.imageVersions-o192¿¿¿¿¿PDG_OBJECT
1182¿PDG_CALL¿¿1096¿1096.CALL->Object.keys-o193¿¿¿¿¿PDG_CALL
1183¿PDG_OBJECT¿¿0¿1096.v97-o194¿¿¿¿¿PDG_OBJECT
1184¿PDG_OBJECT¿¿0¿1099.this-o195¿¿¿¿¿PDG_OBJECT
1185¿PDG_OBJECT¿¿0¿1099.version-o196¿¿¿¿¿PDG_OBJECT
1186¿PDG_OBJECT¿¿0¿1096.v110-o197¿¿¿¿¿PDG_OBJECT
1187¿PDG_CALL¿¿1096¿1096.CALL->v97.forEach-o198¿¿¿¿¿PDG_CALL
1188¿PDG_OBJECT¿¿0¿1096.v111-o199¿¿¿¿¿PDG_OBJECT
1189¿PDG_OBJECT¿¿0¿1099.options.uploadDir-o200¿¿¿¿¿PDG_OBJECT
1190¿PDG_OBJECT¿¿0¿1099.v99-o201¿¿¿¿¿PDG_OBJECT
1191¿PDG_OBJECT¿¿0¿1099.v100-o202¿¿¿¿¿PDG_OBJECT
1192¿PDG_OBJECT¿¿0¿1099.v101-o203¿¿¿¿¿PDG_OBJECT
1193¿PDG_OBJECT¿¿0¿1099.v103-o204¿¿¿¿¿PDG_OBJECT
1194¿PDG_CALL¿¿1099¿1099.CALL->_existsSync-o205¿¿¿¿¿PDG_CALL
1195¿PDG_OBJECT¿¿0¿1099.v104-o206¿¿¿¿¿PDG_OBJECT
