Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
809¿Program¿¿-1¿¿¿¿{"start":{"line":3,"column":0},"end":{"line":106,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Program
1188¿Identifier¿¿1430¿v125¿¿¿¿¿Identifier
1189¿ReturnStatement¿¿1430¿¿¿¿{"start":{"line":70,"column":4},"end":{"line":70,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ReturnStatement
1190¿BlockStatement¿¿1430¿¿¿¿{"start":{"line":68,"column":32},"end":{"line":71,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿BlockStatement
1191¿VariableDeclarator¿¿1430¿v126¿¿¿{"start":{"line":72,"column":7},"end":{"line":72,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1192¿CallExpression¿¿1430¿¿¿¿{"start":{"line":72,"column":7},"end":{"line":72,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1193¿MemberExpression¿¿1430¿¿¿¿{"start":{"line":72,"column":7},"end":{"line":72,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1194¿Identifier¿¿1430¿fs¿¿¿{"start":{"line":72,"column":7},"end":{"line":72,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1195¿Identifier¿¿1430¿existsSync¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1196¿Identifier¿¿1430¿defaultName¿¿¿{"start":{"line":72,"column":21},"end":{"line":72,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1197¿VariableDeclarator¿¿1430¿v127¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1198¿UnaryExpression¿!¿1430¿¿¿¿{"start":{"line":72,"column":6},"end":{"line":72,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿UnaryExpression
1199¿Identifier¿¿1430¿v126¿¿¿¿¿Identifier
1200¿IfStatement¿¿1430¿¿¿¿{"start":{"line":72,"column":2},"end":{"line":75,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿IfStatement
1201¿Identifier¿¿1430¿v127¿¿¿¿¿Identifier
1202¿VariableDeclarator¿¿1430¿v128¿¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1203¿TemplateLiteral¿¿1430¿¿¿¿{"start":{"line":73,"column":18},"end":{"line":73,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿TemplateLiteral
1204¿Identifier¿¿1430¿defaultName¿¿¿{"start":{"line":73,"column":39},"end":{"line":73,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1205¿VariableDeclarator¿¿1430¿v129¿¿¿{"start":{"line":73,"column":4},"end":{"line":73,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1206¿CallExpression¿¿1430¿¿¿¿{"start":{"line":73,"column":4},"end":{"line":73,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1207¿MemberExpression¿¿1430¿¿¿¿{"start":{"line":73,"column":4},"end":{"line":73,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1208¿Identifier¿¿1430¿console¿¿¿{"start":{"line":73,"column":4},"end":{"line":73,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1209¿Identifier¿¿1430¿error¿¿¿{"start":{"line":73,"column":12},"end":{"line":73,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1210¿Identifier¿¿1430¿v128¿¿¿¿¿Identifier
1211¿ExpressionStatement¿¿1430¿¿¿¿{"start":{"line":73,"column":4},"end":{"line":73,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1212¿Identifier¿¿1430¿v129¿¿¿¿¿Identifier
1213¿ReturnStatement¿¿1430¿¿¿¿{"start":{"line":74,"column":4},"end":{"line":74,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ReturnStatement
1214¿BlockStatement¿¿1430¿¿¿¿{"start":{"line":72,"column":35},"end":{"line":75,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿BlockStatement
1215¿TryStatement¿¿1430¿¿¿¿{"start":{"line":76,"column":2},"end":{"line":81,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿TryStatement
1216¿VariableDeclarator¿¿1430¿v130¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1217¿CallExpression¿¿1430¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1218¿MemberExpression¿¿1430¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1219¿Identifier¿¿1430¿fs¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1220¿Identifier¿¿1430¿renameSync¿¿¿{"start":{"line":77,"column":7},"end":{"line":77,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1221¿Identifier¿¿1430¿defaultName¿¿¿{"start":{"line":77,"column":18},"end":{"line":77,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1222¿Identifier¿¿1430¿newName¿¿¿{"start":{"line":77,"column":31},"end":{"line":77,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1223¿ExpressionStatement¿¿1430¿¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1224¿Identifier¿¿1430¿v130¿¿¿¿¿Identifier
1225¿VariableDeclarator¿¿1430¿v131¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1226¿TemplateLiteral¿¿1430¿¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿TemplateLiteral
1227¿Identifier¿¿1430¿newName¿¿¿{"start":{"line":78,"column":53},"end":{"line":78,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1228¿VariableDeclarator¿¿1430¿v132¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1229¿CallExpression¿¿1430¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1230¿MemberExpression¿¿1430¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1231¿Identifier¿¿1430¿console¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1232¿Identifier¿¿1430¿log¿¿¿{"start":{"line":78,"column":12},"end":{"line":78,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1233¿Identifier¿¿1430¿v131¿¿¿¿¿Identifier
1234¿ExpressionStatement¿¿1430¿¿¿¿{"start":{"line":78,"column":4},"end":{"line":78,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1235¿Identifier¿¿1430¿v132¿¿¿¿¿Identifier
1236¿BlockStatement¿¿1430¿¿¿¿{"start":{"line":76,"column":6},"end":{"line":79,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿BlockStatement
1237¿CatchClause¿¿1430¿¿¿¿{"start":{"line":79,"column":4},"end":{"line":81,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CatchClause
1238¿VariableDeclarator¿¿1430¿v133¿¿¿{"start":{"line":80,"column":46},"end":{"line":80,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1239¿MemberExpression¿¿1430¿¿¿¿{"start":{"line":80,"column":46},"end":{"line":80,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1240¿Identifier¿¿1430¿error¿¿¿{"start":{"line":80,"column":46},"end":{"line":80,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1241¿Identifier¿¿1430¿message¿¿¿{"start":{"line":80,"column":52},"end":{"line":80,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1242¿VariableDeclarator¿¿1430¿v134¿¿¿{"start":{"line":80,"column":18},"end":{"line":80,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1243¿TemplateLiteral¿¿1430¿¿¿¿{"start":{"line":80,"column":18},"end":{"line":80,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿TemplateLiteral
1244¿Identifier¿¿1430¿v133¿¿¿¿¿Identifier
1245¿VariableDeclarator¿¿1430¿v135¿¿¿{"start":{"line":80,"column":4},"end":{"line":80,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1246¿CallExpression¿¿1430¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":80,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1247¿MemberExpression¿¿1430¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":80,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1248¿Identifier¿¿1430¿console¿¿¿{"start":{"line":80,"column":4},"end":{"line":80,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1249¿Identifier¿¿1430¿error¿¿¿{"start":{"line":80,"column":12},"end":{"line":80,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1250¿Identifier¿¿1430¿v134¿¿¿¿¿Identifier
1251¿ExpressionStatement¿¿1430¿¿¿¿{"start":{"line":80,"column":4},"end":{"line":80,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ExpressionStatement
1252¿Identifier¿¿1430¿v135¿¿¿¿¿Identifier
1253¿BlockStatement¿¿1430¿¿¿¿{"start":{"line":79,"column":18},"end":{"line":81,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿BlockStatement
1254¿Identifier¿¿1430¿error¿¿¿{"start":{"line":79,"column":11},"end":{"line":79,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1255¿BlockStatement¿¿1430¿¿¿¿{"start":{"line":67,"column":45},"end":{"line":82,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿BlockStatement
1256¿VariableDeclarator¿¿1413¿downloadAndExtractZip¿¿¿{"start":{"line":84,"column":0},"end":{"line":104,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1257¿FunctionExpression¿¿1413¿anon¿¿¿{"start":{"line":84,"column":0},"end":{"line":104,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿FunctionExpression
1258¿Identifier¿¿0¿url¿¿¿{"start":{"line":84,"column":37},"end":{"line":84,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1259¿Identifier¿¿0¿outputPath¿¿¿{"start":{"line":84,"column":42},"end":{"line":84,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1260¿VariableDeclarator¿¿1435¿v160¿¿¿{"start":{"line":85,"column":21},"end":{"line":103,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1261¿ArrowFunctionExpression¿¿1435¿¿¿¿{"start":{"line":85,"column":21},"end":{"line":103,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ArrowFunctionExpression
1262¿Identifier¿¿0¿resolve¿¿¿{"start":{"line":85,"column":22},"end":{"line":85,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1263¿Identifier¿¿0¿reject¿¿¿{"start":{"line":85,"column":31},"end":{"line":85,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1264¿VariableDeclarator¿¿1437¿v136¿¿¿{"start":{"line":86,"column":10},"end":{"line":86,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1265¿ObjectExpression¿¿1437¿¿¿¿{"start":{"line":86,"column":10},"end":{"line":86,"column":56},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ObjectExpression
1266¿Property¿¿1437¿¿¿¿{"start":{"line":86,"column":12},"end":{"line":86,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Property
1267¿Identifier¿¿1437¿method¿¿¿{"start":{"line":86,"column":12},"end":{"line":86,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1268¿Literal¿string¿1437¿¿'get'¿¿{"start":{"line":86,"column":20},"end":{"line":86,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Literal
1269¿Property¿¿1437¿¿¿¿{"start":{"line":86,"column":27},"end":{"line":86,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Property
1270¿Identifier¿¿1437¿url¿¿¿{"start":{"line":86,"column":27},"end":{"line":86,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1271¿Identifier¿¿1437¿url¿¿¿{"start":{"line":86,"column":27},"end":{"line":86,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1272¿Property¿¿1437¿¿¿¿{"start":{"line":86,"column":32},"end":{"line":86,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Property
1273¿Identifier¿¿1437¿responseType¿¿¿{"start":{"line":86,"column":32},"end":{"line":86,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1274¿Literal¿string¿1437¿¿'stream'¿¿{"start":{"line":86,"column":46},"end":{"line":86,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Literal
1275¿VariableDeclarator¿¿1437¿v137¿¿¿{"start":{"line":86,"column":4},"end":{"line":86,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1276¿CallExpression¿¿1437¿¿¿¿{"start":{"line":86,"column":4},"end":{"line":86,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1277¿Identifier¿¿1437¿axios¿¿¿{"start":{"line":86,"column":4},"end":{"line":86,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1278¿Identifier¿¿1437¿v136¿¿¿¿¿Identifier
1279¿VariableDeclarator¿¿1437¿v152¿¿¿{"start":{"line":87,"column":12},"end":{"line":98,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1280¿ArrowFunctionExpression¿¿1437¿¿¿¿{"start":{"line":87,"column":12},"end":{"line":98,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ArrowFunctionExpression
1281¿Identifier¿¿0¿response¿¿¿{"start":{"line":87,"column":13},"end":{"line":87,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1282¿VariableDeclarator¿¿1439¿v138¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1283¿MemberExpression¿¿1439¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1284¿Identifier¿¿1439¿response¿¿¿{"start":{"line":88,"column":8},"end":{"line":88,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1285¿Identifier¿¿1439¿data¿¿¿{"start":{"line":88,"column":17},"end":{"line":88,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1286¿VariableDeclarator¿¿1439¿v139¿¿¿{"start":{"line":89,"column":33},"end":{"line":89,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1287¿ObjectExpression¿¿1439¿¿¿¿{"start":{"line":89,"column":33},"end":{"line":89,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ObjectExpression
1288¿Property¿¿1439¿¿¿¿{"start":{"line":89,"column":35},"end":{"line":89,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Property
1289¿Identifier¿¿1439¿path¿¿¿{"start":{"line":89,"column":35},"end":{"line":89,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1290¿Identifier¿¿1439¿outputPath¿¿¿{"start":{"line":89,"column":41},"end":{"line":89,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1291¿VariableDeclarator¿¿1439¿v140¿¿¿{"start":{"line":89,"column":16},"end":{"line":89,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1292¿CallExpression¿¿1439¿¿¿¿{"start":{"line":89,"column":16},"end":{"line":89,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1293¿MemberExpression¿¿1439¿¿¿¿{"start":{"line":89,"column":16},"end":{"line":89,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1294¿Identifier¿¿1439¿unzipper¿¿¿{"start":{"line":89,"column":16},"end":{"line":89,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1295¿Identifier¿¿1439¿Extract¿¿¿{"start":{"line":89,"column":25},"end":{"line":89,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1296¿Identifier¿¿1439¿v139¿¿¿¿¿Identifier
1297¿VariableDeclarator¿¿1439¿v141¿¿¿{"start":{"line":88,"column":8},"end":{"line":89,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1298¿CallExpression¿¿1439¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":89,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1299¿MemberExpression¿¿1439¿¿¿¿{"start":{"line":88,"column":8},"end":{"line":89,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1300¿Identifier¿¿1439¿v138¿¿¿¿¿Identifier
1301¿Identifier¿¿1439¿pipe¿¿¿{"start":{"line":89,"column":11},"end":{"line":89,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1302¿Identifier¿¿1439¿v140¿¿¿¿¿Identifier
1303¿VariableDeclarator¿¿1439¿v144¿¿¿{"start":{"line":90,"column":23},"end":{"line":93,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1304¿ArrowFunctionExpression¿¿1439¿¿¿¿{"start":{"line":90,"column":23},"end":{"line":93,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿ArrowFunctionExpression
1305¿VariableDeclarator¿¿1441¿v142¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿VariableDeclarator
1306¿CallExpression¿¿1441¿¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿CallExpression
1307¿MemberExpression¿¿1441¿¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿MemberExpression
1308¿Identifier¿¿1441¿console¿¿¿{"start":{"line":91,"column":12},"end":{"line":91,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1309¿Identifier¿¿1441¿log¿¿¿{"start":{"line":91,"column":20},"end":{"line":91,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Identifier
1310¿Literal¿string¿1441¿¿'Download and extraction complete.'¿¿{"start":{"line":91,"column":24},"end":{"line":91,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/devrev-snapin/getTemplate.js"}¿¿Literal
