Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1052¿Program¿¿-1¿¿¿¿{"start":{"line":5,"column":0},"end":{"line":97,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Program
1425¿CallExpression¿¿1838¿¿¿¿{"start":{"line":51,"column":11},"end":{"line":51,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1426¿MemberExpression¿¿1838¿¿¿¿{"start":{"line":51,"column":11},"end":{"line":51,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1427¿Identifier¿¿1838¿v156¿¿¿¿¿Identifier
1428¿Identifier¿¿1838¿send¿¿¿{"start":{"line":51,"column":27},"end":{"line":51,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1429¿Literal¿string¿1838¿¿'Bad path'¿¿{"start":{"line":51,"column":32},"end":{"line":51,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1430¿ReturnStatement¿¿1838¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":51,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ReturnStatement
1431¿Identifier¿¿1838¿v157¿¿¿¿¿Identifier
1432¿BlockStatement¿¿1838¿¿¿¿{"start":{"line":50,"column":30},"end":{"line":52,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿BlockStatement
1433¿VariableDeclarator¿¿1838¿v162¿¿¿{"start":{"line":53,"column":28},"end":{"line":56,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1434¿ArrowFunctionExpression¿¿1838¿¿¿¿{"start":{"line":53,"column":28},"end":{"line":56,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ArrowFunctionExpression
1435¿Identifier¿¿0¿err¿¿¿{"start":{"line":53,"column":29},"end":{"line":53,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1436¿Identifier¿¿0¿data¿¿¿{"start":{"line":53,"column":34},"end":{"line":53,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1437¿IfStatement¿¿1841¿¿¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿IfStatement
1438¿Identifier¿¿1841¿err¿¿¿{"start":{"line":54,"column":8},"end":{"line":54,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1439¿VariableDeclarator¿¿1841¿v158¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1440¿CallExpression¿¿1841¿¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1441¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1442¿Identifier¿¿1841¿res¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1443¿Identifier¿¿1841¿status¿¿¿{"start":{"line":54,"column":24},"end":{"line":54,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1444¿Literal¿number¿1841¿¿404¿¿{"start":{"line":54,"column":31},"end":{"line":54,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1445¿VariableDeclarator¿¿1841¿v159¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1446¿CallExpression¿¿1841¿¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":53},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1447¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":54,"column":20},"end":{"line":54,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1448¿Identifier¿¿1841¿v158¿¿¿¿¿Identifier
1449¿Identifier¿¿1841¿send¿¿¿{"start":{"line":54,"column":36},"end":{"line":54,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1450¿Literal¿string¿1841¿¿'Not found'¿¿{"start":{"line":54,"column":41},"end":{"line":54,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1451¿ReturnStatement¿¿1841¿¿¿¿{"start":{"line":54,"column":13},"end":{"line":54,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ReturnStatement
1452¿Identifier¿¿1841¿v159¿¿¿¿¿Identifier
1453¿BlockStatement¿¿1841¿¿¿¿¿¿BlockStatement
1454¿VariableDeclarator¿¿1841¿v160¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1455¿CallExpression¿¿1841¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1456¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1457¿Identifier¿¿1841¿res¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1458¿Identifier¿¿1841¿type¿¿¿{"start":{"line":55,"column":8},"end":{"line":55,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1459¿Literal¿string¿1841¿¿'text/plain'¿¿{"start":{"line":55,"column":13},"end":{"line":55,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1460¿VariableDeclarator¿¿1841¿v161¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1461¿CallExpression¿¿1841¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1462¿MemberExpression¿¿1841¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1463¿Identifier¿¿1841¿v160¿¿¿¿¿Identifier
1464¿Identifier¿¿1841¿send¿¿¿{"start":{"line":55,"column":27},"end":{"line":55,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1465¿Identifier¿¿1841¿data¿¿¿{"start":{"line":55,"column":32},"end":{"line":55,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1466¿ExpressionStatement¿¿1841¿¿¿¿{"start":{"line":55,"column":4},"end":{"line":55,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ExpressionStatement
1467¿Identifier¿¿1841¿v161¿¿¿¿¿Identifier
1468¿BlockStatement¿¿1841¿¿¿¿{"start":{"line":53,"column":43},"end":{"line":56,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿BlockStatement
1469¿VariableDeclarator¿¿1838¿v163¿¿¿{"start":{"line":53,"column":2},"end":{"line":56,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1470¿CallExpression¿¿1838¿¿¿¿{"start":{"line":53,"column":2},"end":{"line":56,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1471¿MemberExpression¿¿1838¿¿¿¿{"start":{"line":53,"column":2},"end":{"line":53,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1472¿Identifier¿¿1838¿fs¿¿¿{"start":{"line":53,"column":2},"end":{"line":53,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1473¿Identifier¿¿1838¿readFile¿¿¿{"start":{"line":53,"column":5},"end":{"line":53,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1474¿Identifier¿¿1838¿file¿¿¿{"start":{"line":53,"column":14},"end":{"line":53,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1475¿Literal¿string¿1838¿¿'utf8'¿¿{"start":{"line":53,"column":20},"end":{"line":53,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1476¿Identifier¿¿1838¿v162¿¿¿¿¿Identifier
1477¿ExpressionStatement¿¿1838¿¿¿¿{"start":{"line":53,"column":2},"end":{"line":56,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ExpressionStatement
1478¿Identifier¿¿1838¿v163¿¿¿¿¿Identifier
1479¿BlockStatement¿¿1838¿¿¿¿{"start":{"line":46,"column":34},"end":{"line":57,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿BlockStatement
1480¿VariableDeclarator¿¿1823¿v165¿¿¿{"start":{"line":46,"column":0},"end":{"line":57,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1481¿CallExpression¿¿1823¿¿¿¿{"start":{"line":46,"column":0},"end":{"line":57,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1482¿MemberExpression¿¿1823¿¿¿¿{"start":{"line":46,"column":0},"end":{"line":46,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1483¿Identifier¿¿1823¿app¿¿¿{"start":{"line":46,"column":0},"end":{"line":46,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1484¿Identifier¿¿1823¿get¿¿¿{"start":{"line":46,"column":4},"end":{"line":46,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1485¿Literal¿string¿1823¿¿'/preview'¿¿{"start":{"line":46,"column":8},"end":{"line":46,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1486¿Identifier¿¿1823¿v164¿¿¿¿¿Identifier
1487¿ExpressionStatement¿¿1823¿¿¿¿{"start":{"line":46,"column":0},"end":{"line":57,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ExpressionStatement
1488¿Identifier¿¿1823¿v165¿¿¿¿¿Identifier
1489¿VariableDeclarator¿¿1823¿v181¿¿¿{"start":{"line":60,"column":21},"end":{"line":67,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1490¿ArrowFunctionExpression¿¿1823¿¿¿¿{"start":{"line":60,"column":21},"end":{"line":67,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ArrowFunctionExpression
1491¿Identifier¿¿0¿req¿¿¿{"start":{"line":60,"column":22},"end":{"line":60,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1492¿Identifier¿¿0¿res¿¿¿{"start":{"line":60,"column":27},"end":{"line":60,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1493¿VariableDeclarator¿¿1844¿v166¿¿¿{"start":{"line":61,"column":19},"end":{"line":61,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1494¿MemberExpression¿¿1844¿¿¿¿{"start":{"line":61,"column":19},"end":{"line":61,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1495¿Identifier¿¿1844¿req¿¿¿{"start":{"line":61,"column":19},"end":{"line":61,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1496¿Identifier¿¿1844¿query¿¿¿{"start":{"line":61,"column":23},"end":{"line":61,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1497¿VariableDeclarator¿¿1844¿v167¿¿¿{"start":{"line":61,"column":19},"end":{"line":61,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1498¿MemberExpression¿¿1844¿¿¿¿{"start":{"line":61,"column":19},"end":{"line":61,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1499¿Identifier¿¿1844¿v166¿¿¿¿¿Identifier
1500¿Identifier¿¿1844¿name¿¿¿{"start":{"line":61,"column":29},"end":{"line":61,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1501¿VariableDeclarator¿¿1844¿v168¿¿¿{"start":{"line":61,"column":19},"end":{"line":61,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1502¿LogicalExpression¿||¿1844¿¿¿¿{"start":{"line":61,"column":19},"end":{"line":61,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿LogicalExpression
1503¿Identifier¿¿1844¿v167¿¿¿¿¿Identifier
1504¿Literal¿string¿1844¿¿''¿¿{"start":{"line":61,"column":37},"end":{"line":61,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1505¿VariableDeclarator¿¿1844¿n¿¿¿{"start":{"line":61,"column":8},"end":{"line":61,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1506¿CallExpression¿¿1844¿¿¿¿{"start":{"line":61,"column":12},"end":{"line":61,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1507¿Identifier¿¿1844¿String¿¿¿{"start":{"line":61,"column":12},"end":{"line":61,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1508¿Identifier¿¿1844¿v168¿¿¿¿¿Identifier
1509¿VariableDeclarator¿¿1844¿fp¿¿¿{"start":{"line":62,"column":8},"end":{"line":62,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1510¿CallExpression¿¿1844¿¿¿¿{"start":{"line":62,"column":13},"end":{"line":62,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1511¿MemberExpression¿¿1844¿¿¿¿{"start":{"line":62,"column":13},"end":{"line":62,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1512¿Identifier¿¿1844¿path¿¿¿{"start":{"line":62,"column":13},"end":{"line":62,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1513¿Identifier¿¿1844¿join¿¿¿{"start":{"line":62,"column":18},"end":{"line":62,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1514¿Identifier¿¿1844¿ROOT¿¿¿{"start":{"line":62,"column":23},"end":{"line":62,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1515¿Identifier¿¿1844¿n¿¿¿{"start":{"line":62,"column":29},"end":{"line":62,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1516¿VariableDeclarator¿¿1844¿v169¿¿¿{"start":{"line":63,"column":7},"end":{"line":63,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1517¿CallExpression¿¿1844¿¿¿¿{"start":{"line":63,"column":7},"end":{"line":63,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1518¿MemberExpression¿¿1844¿¿¿¿{"start":{"line":63,"column":7},"end":{"line":63,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1519¿Identifier¿¿1844¿fp¿¿¿{"start":{"line":63,"column":7},"end":{"line":63,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1520¿Identifier¿¿1844¿startsWith¿¿¿{"start":{"line":63,"column":10},"end":{"line":63,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1521¿Identifier¿¿1844¿ROOT¿¿¿{"start":{"line":63,"column":21},"end":{"line":63,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1522¿VariableDeclarator¿¿1844¿v170¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1523¿UnaryExpression¿!¿1844¿¿¿¿{"start":{"line":63,"column":6},"end":{"line":63,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿UnaryExpression
1524¿Identifier¿¿1844¿v169¿¿¿¿¿Identifier
1525¿IfStatement¿¿1844¿¿¿¿{"start":{"line":63,"column":2},"end":{"line":63,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿IfStatement
1526¿Identifier¿¿1844¿v170¿¿¿¿¿Identifier
1527¿VariableDeclarator¿¿1844¿v171¿¿¿{"start":{"line":63,"column":35},"end":{"line":63,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1528¿CallExpression¿¿1844¿¿¿¿{"start":{"line":63,"column":35},"end":{"line":63,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1529¿MemberExpression¿¿1844¿¿¿¿{"start":{"line":63,"column":35},"end":{"line":63,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1530¿Identifier¿¿1844¿res¿¿¿{"start":{"line":63,"column":35},"end":{"line":63,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1531¿Identifier¿¿1844¿status¿¿¿{"start":{"line":63,"column":39},"end":{"line":63,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1532¿Literal¿number¿1844¿¿400¿¿{"start":{"line":63,"column":46},"end":{"line":63,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1533¿VariableDeclarator¿¿1844¿v172¿¿¿{"start":{"line":63,"column":35},"end":{"line":63,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1534¿CallExpression¿¿1844¿¿¿¿{"start":{"line":63,"column":35},"end":{"line":63,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1535¿MemberExpression¿¿1844¿¿¿¿{"start":{"line":63,"column":35},"end":{"line":63,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1536¿Identifier¿¿1844¿v171¿¿¿¿¿Identifier
1537¿Identifier¿¿1844¿send¿¿¿{"start":{"line":63,"column":51},"end":{"line":63,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1538¿Literal¿string¿1844¿¿'Bad path'¿¿{"start":{"line":63,"column":56},"end":{"line":63,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Literal
1539¿ReturnStatement¿¿1844¿¿¿¿{"start":{"line":63,"column":28},"end":{"line":63,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿ReturnStatement
1540¿Identifier¿¿1844¿v172¿¿¿¿¿Identifier
1541¿BlockStatement¿¿1844¿¿¿¿¿¿BlockStatement
1542¿VariableDeclarator¿¿1844¿v173¿¿¿{"start":{"line":64,"column":7},"end":{"line":64,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
1543¿CallExpression¿¿1844¿¿¿¿{"start":{"line":64,"column":7},"end":{"line":64,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿CallExpression
1544¿MemberExpression¿¿1844¿¿¿¿{"start":{"line":64,"column":7},"end":{"line":64,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿MemberExpression
1545¿Identifier¿¿1844¿fs¿¿¿{"start":{"line":64,"column":7},"end":{"line":64,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1546¿Identifier¿¿1844¿existsSync¿¿¿{"start":{"line":64,"column":10},"end":{"line":64,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1547¿Identifier¿¿1844¿fp¿¿¿{"start":{"line":64,"column":21},"end":{"line":64,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿Identifier
1548¿VariableDeclarator¿¿1844¿v174¿¿¿{"start":{"line":64,"column":6},"end":{"line":64,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/synthetic/vuln-dochub-express.js"}¿¿VariableDeclarator
