Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
582¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":70,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Program
950¿Identifier¿¿1029¿Options¿¿¿{"start":{"line":60,"column":40},"end":{"line":60,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
951¿VariableDeclarator¿¿1029¿v124¿¿¿{"start":{"line":60,"column":35},"end":{"line":60,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
952¿MemberExpression¿¿1029¿¿¿¿{"start":{"line":60,"column":35},"end":{"line":60,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
953¿Identifier¿¿1029¿v123¿¿¿¿¿Identifier
954¿Identifier¿¿1029¿RootFolder¿¿¿{"start":{"line":60,"column":48},"end":{"line":60,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
955¿VariableDeclarator¿¿1029¿v125¿¿¿{"start":{"line":60,"column":70},"end":{"line":60,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
956¿MemberExpression¿¿1029¿¿¿¿{"start":{"line":60,"column":70},"end":{"line":60,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
957¿ThisExpression¿¿1029¿¿¿¿{"start":{"line":60,"column":70},"end":{"line":60,"column":74},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ThisExpression
958¿Identifier¿¿1029¿Options¿¿¿{"start":{"line":60,"column":75},"end":{"line":60,"column":82},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
959¿VariableDeclarator¿¿1029¿v126¿¿¿{"start":{"line":60,"column":70},"end":{"line":60,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
960¿MemberExpression¿¿1029¿¿¿¿{"start":{"line":60,"column":70},"end":{"line":60,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
961¿Identifier¿¿1029¿v125¿¿¿¿¿Identifier
962¿Identifier¿¿1029¿Port¿¿¿{"start":{"line":60,"column":83},"end":{"line":60,"column":87},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
963¿VariableDeclarator¿¿1029¿v127¿¿¿{"start":{"line":60,"column":15},"end":{"line":60,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
964¿TemplateLiteral¿¿1029¿¿¿¿{"start":{"line":60,"column":15},"end":{"line":60,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿TemplateLiteral
965¿Identifier¿¿1029¿v124¿¿¿¿¿Identifier
966¿Identifier¿¿1029¿v126¿¿¿¿¿Identifier
967¿VariableDeclarator¿¿1029¿v128¿¿¿{"start":{"line":60,"column":2},"end":{"line":60,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
968¿CallExpression¿¿1029¿¿¿¿{"start":{"line":60,"column":2},"end":{"line":60,"column":90},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
969¿MemberExpression¿¿1029¿¿¿¿{"start":{"line":60,"column":2},"end":{"line":60,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
970¿Identifier¿¿1029¿console¿¿¿{"start":{"line":60,"column":2},"end":{"line":60,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
971¿Identifier¿¿1029¿log¿¿¿{"start":{"line":60,"column":10},"end":{"line":60,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
972¿Identifier¿¿1029¿v127¿¿¿¿¿Identifier
973¿ExpressionStatement¿¿1029¿¿¿¿{"start":{"line":60,"column":2},"end":{"line":60,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
974¿Identifier¿¿1029¿v128¿¿¿¿¿Identifier
975¿BlockStatement¿¿1029¿¿¿¿{"start":{"line":57,"column":10},"end":{"line":61,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BlockStatement
976¿ExpressionStatement¿¿1018¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":68,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
977¿AssignmentExpression¿=¿1018¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":68,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿AssignmentExpression
978¿MemberExpression¿¿1018¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":68,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
979¿Identifier¿¿1018¿Server¿¿¿{"start":{"line":6,"column":6},"end":{"line":6,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
980¿Identifier¿¿1018¿Start¿¿¿{"start":{"line":57,"column":1},"end":{"line":57,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
981¿Identifier¿¿1018¿Start¿¿¿{"start":{"line":57,"column":1},"end":{"line":57,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
982¿VariableDeclarator¿¿1018¿Stop¿¿¿{"start":{"line":6,"column":0},"end":{"line":68,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
983¿FunctionExpression¿¿1018¿Stop¿¿¿{"start":{"line":63,"column":6},"end":{"line":67,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿FunctionExpression
984¿VariableDeclarator¿¿1031¿v129¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
985¿CallExpression¿¿1031¿¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
986¿MemberExpression¿¿1031¿¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
987¿Identifier¿¿1031¿console¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
988¿Identifier¿¿1031¿log¿¿¿{"start":{"line":65,"column":10},"end":{"line":65,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
989¿Literal¿string¿1031¿¿'Server stoped'¿¿{"start":{"line":65,"column":15},"end":{"line":65,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Literal
990¿ExpressionStatement¿¿1031¿¿¿¿{"start":{"line":65,"column":2},"end":{"line":65,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
991¿Identifier¿¿1031¿v129¿¿¿¿¿Identifier
992¿VariableDeclarator¿¿1031¿v130¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿VariableDeclarator
993¿CallExpression¿¿1031¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿CallExpression
994¿MemberExpression¿¿1031¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
995¿Identifier¿¿1031¿process¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
996¿Identifier¿¿1031¿exit¿¿¿{"start":{"line":66,"column":10},"end":{"line":66,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
997¿ExpressionStatement¿¿1031¿¿¿¿{"start":{"line":66,"column":2},"end":{"line":66,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
998¿Identifier¿¿1031¿v130¿¿¿¿¿Identifier
999¿BlockStatement¿¿1031¿¿¿¿{"start":{"line":63,"column":9},"end":{"line":67,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿BlockStatement
1000¿ExpressionStatement¿¿1018¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":68,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
1001¿AssignmentExpression¿=¿1018¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":68,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿AssignmentExpression
1002¿MemberExpression¿¿1018¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":68,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1003¿Identifier¿¿1018¿Server¿¿¿{"start":{"line":6,"column":6},"end":{"line":6,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1004¿Identifier¿¿1018¿Stop¿¿¿{"start":{"line":63,"column":1},"end":{"line":63,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1005¿Identifier¿¿1018¿Stop¿¿¿{"start":{"line":63,"column":1},"end":{"line":63,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1006¿ExpressionStatement¿¿1018¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":68,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
1007¿AssignmentExpression¿=¿1018¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":68,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿AssignmentExpression
1008¿MemberExpression¿computed¿1018¿¿¿¿{"start":{"line":6,"column":0},"end":{"line":68,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1009¿Identifier¿¿1018¿Server¿¿¿{"start":{"line":6,"column":6},"end":{"line":6,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1010¿Literal¿string¿1018¿¿is_class¿¿¿¿Literal
1011¿Literal¿boolean¿1018¿¿true¿¿¿¿Literal
1012¿ExpressionStatement¿¿1018¿¿¿¿{"start":{"line":70,"column":0},"end":{"line":70,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿ExpressionStatement
1013¿AssignmentExpression¿=¿1018¿¿¿¿{"start":{"line":70,"column":0},"end":{"line":70,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿AssignmentExpression
1014¿MemberExpression¿¿1018¿¿¿¿{"start":{"line":70,"column":0},"end":{"line":70,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿MemberExpression
1015¿Identifier¿¿1018¿module¿¿¿{"start":{"line":70,"column":0},"end":{"line":70,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1016¿Identifier¿¿1018¿exports¿¿¿{"start":{"line":70,"column":7},"end":{"line":70,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1017¿Identifier¿¿1018¿Server¿¿¿{"start":{"line":70,"column":17},"end":{"line":70,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/secbench/serve-here.js_1.1.0/server.js"}¿¿Identifier
1018¿CFG_F_START¿¿1018¿__main__¿¿¿¿¿CFG_F_START
1019¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1020¿CFG_F_START¿¿1020¿604_Server¿¿¿¿¿CFG_F_START
1021¿CFG_F_END¿¿0¿604_Server¿¿¿¿¿CFG_F_END
1022¿CFG_IF_END¿¿0¿629¿¿¿¿¿CFG_IF_END
1023¿CFG_F_START¿¿1023¿684_anon¿¿¿¿¿CFG_F_START
1024¿CFG_F_END¿¿0¿684_anon¿¿¿¿¿CFG_F_END
1025¿CFG_F_START¿¿1025¿730_anon¿¿¿¿¿CFG_F_START
1026¿CFG_F_END¿¿0¿730_anon¿¿¿¿¿CFG_F_END
1027¿CFG_IF_END¿¿0¿803¿¿¿¿¿CFG_IF_END
1028¿CFG_IF_END¿¿0¿736¿¿¿¿¿CFG_IF_END
1029¿CFG_F_START¿¿1029¿926_Start¿¿¿¿¿CFG_F_START
1030¿CFG_F_END¿¿0¿926_Start¿¿¿¿¿CFG_F_END
1031¿CFG_F_START¿¿1031¿983_Stop¿¿¿¿¿CFG_F_START
1032¿CFG_F_END¿¿0¿983_Stop¿¿¿¿¿CFG_F_END
1033¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1034¿PDG_CALL¿¿1018¿1018.CALL->require-o127¿¿¿¿¿PDG_CALL
1035¿PDG_OBJECT¿¿0¿1018.HTTP-o128¿¿¿¿¿PDG_OBJECT
1036¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1037¿PDG_CALL¿¿1018¿1018.CALL->require-o129¿¿¿¿¿PDG_CALL
1038¿PDG_OBJECT¿¿0¿1018.FileSystem-o130¿¿¿¿¿PDG_OBJECT
1039¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1040¿PDG_CALL¿¿1018¿1018.CALL->require-o131¿¿¿¿¿PDG_CALL
1041¿PDG_OBJECT¿¿0¿1018.v66-o132¿¿¿¿¿PDG_OBJECT
1042¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1043¿PDG_OBJECT¿¿0¿1018.v66.ConfigureFilePath-o133¿¿¿¿¿PDG_OBJECT
1044¿PDG_OBJECT¿¿0¿1018.v66.ConfigureHead-o134¿¿¿¿¿PDG_OBJECT
1045¿PDG_OBJECT¿¿0¿1020.this-o135¿¿¿¿¿PDG_OBJECT
1046¿PDG_OBJECT¿¿0¿1020.Options-o136¿¿¿¿¿PDG_OBJECT
1047¿PDG_OBJECT¿¿0¿1018.Server-o137¿¿¿¿¿PDG_OBJECT
1048¿PDG_OBJECT¿¿0¿1029.this-o138¿¿¿¿¿PDG_OBJECT
1049¿PDG_OBJECT¿¿0¿1018.Start-o139¿¿¿¿¿PDG_OBJECT
1050¿PDG_OBJECT¿¿0¿1018.Server-o140¿¿¿¿¿PDG_OBJECT
1051¿PDG_OBJECT¿¿0¿1018.Server.Start-o141¿¿¿¿¿PDG_OBJECT
1052¿PDG_OBJECT¿¿0¿1031.this-o142¿¿¿¿¿PDG_OBJECT
1053¿PDG_OBJECT¿¿0¿1018.Stop-o143¿¿¿¿¿PDG_OBJECT
1054¿PDG_OBJECT¿¿0¿1018.Server-o144¿¿¿¿¿PDG_OBJECT
1055¿PDG_OBJECT¿¿0¿1018.Server.Stop-o145¿¿¿¿¿PDG_OBJECT
1056¿PDG_OBJECT¿¿0¿1018.Server-o146¿¿¿¿¿PDG_OBJECT
1057¿PDG_OBJECT¿¿0¿1018.Server.is_class-o147¿¿¿¿¿PDG_OBJECT
1058¿PDG_OBJECT¿¿0¿1018.module-o148¿¿¿¿¿PDG_OBJECT
1059¿PDG_OBJECT¿¿0¿1018.module.exports-o149¿¿¿¿¿PDG_OBJECT
1060¿PDG_OBJECT¿¿0¿1020.Options.folder-o150¿¿¿¿¿PDG_OBJECT
1061¿PDG_CALL¿¿1020¿1020.CALL->process.cwd-o151¿¿¿¿¿PDG_CALL
1062¿PDG_OBJECT¿¿0¿1020.v68-o152¿¿¿¿¿PDG_OBJECT
1063¿PDG_OBJECT¿¿0¿1020.v70-o153¿¿¿¿¿PDG_OBJECT
1064¿PDG_CALL¿¿1020¿1020.CALL->process.cwd-o154¿¿¿¿¿PDG_CALL
1065¿PDG_OBJECT¿¿0¿1020.v71-o155¿¿¿¿¿PDG_OBJECT
1066¿PDG_OBJECT¿¿0¿1020.v72-o156¿¿¿¿¿PDG_OBJECT
1067¿PDG_OBJECT¿¿0¿1020.Options.index-o157¿¿¿¿¿PDG_OBJECT
1068¿PDG_OBJECT¿¿0¿1020.v74-o158¿¿¿¿¿PDG_OBJECT
1069¿PDG_OBJECT¿¿0¿1020.Options.port-o159¿¿¿¿¿PDG_OBJECT
1070¿PDG_OBJECT¿¿0¿1020.v76-o160¿¿¿¿¿PDG_OBJECT
1071¿PDG_OBJECT¿¿0¿1020.v77-o161¿¿¿¿¿PDG_OBJECT
1072¿PDG_OBJECT¿¿0¿1020.v77-o162¿¿¿¿¿PDG_OBJECT
1073¿PDG_OBJECT¿¿0¿1020.v77.RootFolder-o163¿¿¿¿¿PDG_OBJECT
1074¿PDG_OBJECT¿¿0¿1020.v77-o164¿¿¿¿¿PDG_OBJECT
1075¿PDG_OBJECT¿¿0¿1020.v77.IndexFile-o165¿¿¿¿¿PDG_OBJECT
1076¿PDG_OBJECT¿¿0¿1020.v77-o166¿¿¿¿¿PDG_OBJECT
1077¿PDG_OBJECT¿¿0¿1020.v77.Port-o167¿¿¿¿¿PDG_OBJECT
1078¿PDG_OBJECT¿¿0¿1020.this-o168¿¿¿¿¿PDG_OBJECT
1079¿PDG_OBJECT¿¿0¿1020.this.Options-o169¿¿¿¿¿PDG_OBJECT
1080¿PDG_OBJECT¿¿0¿1023.this-o170¿¿¿¿¿PDG_OBJECT
1081¿PDG_OBJECT¿¿0¿1023.Request-o171¿¿¿¿¿PDG_OBJECT
1082¿PDG_OBJECT¿¿0¿1023.Response-o172¿¿¿¿¿PDG_OBJECT
1083¿PDG_OBJECT¿¿0¿1020.v117-o173¿¿¿¿¿PDG_OBJECT
1084¿PDG_CALL¿¿1020¿1020.CALL->HTTP.createServer-o174¿¿¿¿¿PDG_CALL
1085¿PDG_OBJECT¿¿0¿1020.v118-o175¿¿¿¿¿PDG_OBJECT
1086¿PDG_OBJECT¿¿0¿1020.this-o176¿¿¿¿¿PDG_OBJECT
1087¿PDG_OBJECT¿¿0¿1020.this.Server-o177¿¿¿¿¿PDG_OBJECT
1088¿PDG_CALL¿¿1023¿1023.CALL->Date.now-o178¿¿¿¿¿PDG_CALL
1089¿PDG_OBJECT¿¿0¿1023.ReceivedRequest-o179¿¿¿¿¿PDG_OBJECT
1090¿PDG_OBJECT¿¿0¿1023.this.Options-o180¿¿¿¿¿PDG_OBJECT
1091¿PDG_OBJECT¿¿0¿1023.Request.url-o181¿¿¿¿¿PDG_OBJECT
1092¿PDG_CALL¿¿1023¿1023.CALL->ConfigureFilePath-o182¿¿¿¿¿PDG_CALL
1093¿PDG_OBJECT¿¿0¿1023.FilePath-o183¿¿¿¿¿PDG_OBJECT
1094¿PDG_CALL¿¿1023¿1023.CALL->Date-o184¿¿¿¿¿PDG_CALL
1095¿PDG_OBJECT¿¿0¿1023.v80-o185¿¿¿¿¿PDG_OBJECT
1096¿PDG_CALL¿¿1023¿1023.CALL->v80.toLocaleString-o186¿¿¿¿¿PDG_CALL
1097¿PDG_OBJECT¿¿0¿1023.v81-o187¿¿¿¿¿PDG_OBJECT
1098¿PDG_OBJECT¿¿0¿1023.v83-o188¿¿¿¿¿PDG_OBJECT
1099¿PDG_CALL¿¿1023¿1023.CALL->console.log-o189¿¿¿¿¿PDG_CALL
1100¿PDG_OBJECT¿¿0¿1023.v84-o190¿¿¿¿¿PDG_OBJECT
1101¿PDG_OBJECT¿¿0¿1025.this-o191¿¿¿¿¿PDG_OBJECT
1102¿PDG_OBJECT¿¿0¿1025.SomeError-o192¿¿¿¿¿PDG_OBJECT
1103¿PDG_OBJECT¿¿0¿1025.Data-o193¿¿¿¿¿PDG_OBJECT
1104¿PDG_OBJECT¿¿0¿1023.v115-o194¿¿¿¿¿PDG_OBJECT
1105¿PDG_CALL¿¿1023¿1023.CALL->FileSystem.readFile-o195¿¿¿¿¿PDG_CALL
1106¿PDG_OBJECT¿¿0¿1023.v116-o196¿¿¿¿¿PDG_OBJECT
1107¿TAINT_SINK¿¿0¿readFile¿¿¿¿¿TAINT_SINK
1108¿PDG_CALL¿¿1025¿1025.CALL->ConfigureHead-o197¿¿¿¿¿PDG_CALL
1109¿PDG_OBJECT¿¿0¿1025.v86-o198¿¿¿¿¿PDG_OBJECT
1110¿PDG_CALL¿¿1025¿1025.CALL->Response.writeHead-o199¿¿¿¿¿PDG_CALL
1111¿PDG_OBJECT¿¿0¿1025.v87-o200¿¿¿¿¿PDG_OBJECT
1112¿PDG_CALL¿¿1025¿1025.CALL->Response.end-o201¿¿¿¿¿PDG_CALL
1113¿PDG_OBJECT¿¿0¿1025.v88-o202¿¿¿¿¿PDG_OBJECT
1114¿PDG_CALL¿¿1025¿1025.CALL->Date-o203¿¿¿¿¿PDG_CALL
1115¿PDG_OBJECT¿¿0¿1025.v89-o204¿¿¿¿¿PDG_OBJECT
1116¿PDG_CALL¿¿1025¿1025.CALL->v89.toLocaleString-o205¿¿¿¿¿PDG_CALL
1117¿PDG_OBJECT¿¿0¿1025.v90-o206¿¿¿¿¿PDG_OBJECT
1118¿PDG_CALL¿¿1025¿1025.CALL->Date.now-o207¿¿¿¿¿PDG_CALL
1119¿PDG_OBJECT¿¿0¿1025.v92-o208¿¿¿¿¿PDG_OBJECT
1120¿PDG_OBJECT¿¿0¿1025.v93-o209¿¿¿¿¿PDG_OBJECT
1121¿PDG_OBJECT¿¿0¿1025.v94-o210¿¿¿¿¿PDG_OBJECT
1122¿PDG_CALL¿¿1025¿1025.CALL->console.log-o211¿¿¿¿¿PDG_CALL
1123¿PDG_OBJECT¿¿0¿1025.v95-o212¿¿¿¿¿PDG_OBJECT
1124¿PDG_OBJECT¿¿0¿1025.SomeError.code-o213¿¿¿¿¿PDG_OBJECT
1125¿PDG_OBJECT¿¿0¿1025.v97-o214¿¿¿¿¿PDG_OBJECT
1126¿PDG_CALL¿¿1025¿1025.CALL->Response.writeHead-o215¿¿¿¿¿PDG_CALL
1127¿PDG_OBJECT¿¿0¿1025.v98-o216¿¿¿¿¿PDG_OBJECT
1128¿PDG_CALL¿¿1025¿1025.CALL->Response.end-o217¿¿¿¿¿PDG_CALL
1129¿PDG_OBJECT¿¿0¿1025.v99-o218¿¿¿¿¿PDG_OBJECT
1130¿PDG_CALL¿¿1025¿1025.CALL->Date-o219¿¿¿¿¿PDG_CALL
1131¿PDG_OBJECT¿¿0¿1025.v100-o220¿¿¿¿¿PDG_OBJECT
1132¿PDG_CALL¿¿1025¿1025.CALL->v100.toLocaleString-o221¿¿¿¿¿PDG_CALL
1133¿PDG_OBJECT¿¿0¿1025.v101-o222¿¿¿¿¿PDG_OBJECT
1134¿PDG_OBJECT¿¿0¿1025.v103-o223¿¿¿¿¿PDG_OBJECT
1135¿PDG_CALL¿¿1025¿1025.CALL->console.log-o224¿¿¿¿¿PDG_CALL
1136¿PDG_OBJECT¿¿0¿1025.v104-o225¿¿¿¿¿PDG_OBJECT
1137¿PDG_CALL¿¿1025¿1025.CALL->Response.writeHead-o226¿¿¿¿¿PDG_CALL
1138¿PDG_OBJECT¿¿0¿1025.v105-o227¿¿¿¿¿PDG_OBJECT
1139¿PDG_CALL¿¿1025¿1025.CALL->Response.end-o228¿¿¿¿¿PDG_CALL
1140¿PDG_OBJECT¿¿0¿1025.v106-o229¿¿¿¿¿PDG_OBJECT
1141¿PDG_CALL¿¿1025¿1025.CALL->Date-o230¿¿¿¿¿PDG_CALL
