Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4968¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":997,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Program
8305¿Literal¿string¿8905¿¿'<html lang='en'>\n'¿¿{"start":{"line":840,"column":4},"end":{"line":840,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
8306¿VariableDeclarator¿¿8905¿v941¿¿¿{"start":{"line":839,"column":9},"end":{"line":841,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8307¿BinaryExpression¿+¿8905¿¿¿¿{"start":{"line":839,"column":9},"end":{"line":841,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BinaryExpression
8308¿Identifier¿¿8905¿v940¿¿¿¿¿Identifier
8309¿Literal¿string¿8905¿¿'<head>\n'¿¿{"start":{"line":841,"column":4},"end":{"line":841,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
8310¿VariableDeclarator¿¿8905¿v942¿¿¿{"start":{"line":839,"column":9},"end":{"line":842,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8311¿BinaryExpression¿+¿8905¿¿¿¿{"start":{"line":839,"column":9},"end":{"line":842,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BinaryExpression
8312¿Identifier¿¿8905¿v941¿¿¿¿¿Identifier
8313¿Literal¿string¿8905¿¿'<meta charset='utf-8'>\n'¿¿{"start":{"line":842,"column":4},"end":{"line":842,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
8314¿VariableDeclarator¿¿8905¿v943¿¿¿{"start":{"line":839,"column":9},"end":{"line":843,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8315¿BinaryExpression¿+¿8905¿¿¿¿{"start":{"line":839,"column":9},"end":{"line":843,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BinaryExpression
8316¿Identifier¿¿8905¿v942¿¿¿¿¿Identifier
8317¿Literal¿string¿8905¿¿'<title>'¿¿{"start":{"line":843,"column":4},"end":{"line":843,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
8318¿VariableDeclarator¿¿8905¿v944¿¿¿{"start":{"line":839,"column":9},"end":{"line":843,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8319¿BinaryExpression¿+¿8905¿¿¿¿{"start":{"line":839,"column":9},"end":{"line":843,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BinaryExpression
8320¿Identifier¿¿8905¿v943¿¿¿¿¿Identifier
8321¿Identifier¿¿8905¿title¿¿¿{"start":{"line":843,"column":16},"end":{"line":843,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8322¿VariableDeclarator¿¿8905¿v945¿¿¿{"start":{"line":839,"column":9},"end":{"line":843,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8323¿BinaryExpression¿+¿8905¿¿¿¿{"start":{"line":839,"column":9},"end":{"line":843,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BinaryExpression
8324¿Identifier¿¿8905¿v944¿¿¿¿¿Identifier
8325¿Literal¿string¿8905¿¿'</title>\n'¿¿{"start":{"line":843,"column":24},"end":{"line":843,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
8326¿VariableDeclarator¿¿8905¿v946¿¿¿{"start":{"line":839,"column":9},"end":{"line":844,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8327¿BinaryExpression¿+¿8905¿¿¿¿{"start":{"line":839,"column":9},"end":{"line":844,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BinaryExpression
8328¿Identifier¿¿8905¿v945¿¿¿¿¿Identifier
8329¿Literal¿string¿8905¿¿'</head>\n'¿¿{"start":{"line":844,"column":4},"end":{"line":844,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
8330¿VariableDeclarator¿¿8905¿v947¿¿¿{"start":{"line":839,"column":9},"end":{"line":845,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8331¿BinaryExpression¿+¿8905¿¿¿¿{"start":{"line":839,"column":9},"end":{"line":845,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BinaryExpression
8332¿Identifier¿¿8905¿v946¿¿¿¿¿Identifier
8333¿Literal¿string¿8905¿¿'<body>\n'¿¿{"start":{"line":845,"column":4},"end":{"line":845,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
8334¿VariableDeclarator¿¿8905¿v948¿¿¿{"start":{"line":839,"column":9},"end":{"line":846,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8335¿BinaryExpression¿+¿8905¿¿¿¿{"start":{"line":839,"column":9},"end":{"line":846,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BinaryExpression
8336¿Identifier¿¿8905¿v947¿¿¿¿¿Identifier
8337¿Literal¿string¿8905¿¿'<pre>'¿¿{"start":{"line":846,"column":4},"end":{"line":846,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
8338¿VariableDeclarator¿¿8905¿v949¿¿¿{"start":{"line":839,"column":9},"end":{"line":846,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8339¿BinaryExpression¿+¿8905¿¿¿¿{"start":{"line":839,"column":9},"end":{"line":846,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BinaryExpression
8340¿Identifier¿¿8905¿v948¿¿¿¿¿Identifier
8341¿Identifier¿¿8905¿body¿¿¿{"start":{"line":846,"column":14},"end":{"line":846,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8342¿VariableDeclarator¿¿8905¿v950¿¿¿{"start":{"line":839,"column":9},"end":{"line":846,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8343¿BinaryExpression¿+¿8905¿¿¿¿{"start":{"line":839,"column":9},"end":{"line":846,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BinaryExpression
8344¿Identifier¿¿8905¿v949¿¿¿¿¿Identifier
8345¿Literal¿string¿8905¿¿'</pre>\n'¿¿{"start":{"line":846,"column":21},"end":{"line":846,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
8346¿VariableDeclarator¿¿8905¿v951¿¿¿{"start":{"line":839,"column":9},"end":{"line":847,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8347¿BinaryExpression¿+¿8905¿¿¿¿{"start":{"line":839,"column":9},"end":{"line":847,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BinaryExpression
8348¿Identifier¿¿8905¿v950¿¿¿¿¿Identifier
8349¿Literal¿string¿8905¿¿'</body>\n'¿¿{"start":{"line":847,"column":4},"end":{"line":847,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
8350¿VariableDeclarator¿¿8905¿v952¿¿¿{"start":{"line":839,"column":9},"end":{"line":848,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8351¿BinaryExpression¿+¿8905¿¿¿¿{"start":{"line":839,"column":9},"end":{"line":848,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BinaryExpression
8352¿Identifier¿¿8905¿v951¿¿¿¿¿Identifier
8353¿Literal¿string¿8905¿¿'</html>\n'¿¿{"start":{"line":848,"column":4},"end":{"line":848,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
8354¿ReturnStatement¿¿8905¿¿¿¿{"start":{"line":839,"column":2},"end":{"line":848,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ReturnStatement
8355¿Identifier¿¿8905¿v952¿¿¿¿¿Identifier
8356¿BlockStatement¿¿8905¿¿¿¿{"start":{"line":838,"column":42},"end":{"line":849,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BlockStatement
8357¿VariableDeclarator¿¿8760¿createHttpError¿¿¿{"start":{"line":859,"column":0},"end":{"line":867,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8358¿FunctionExpression¿¿8760¿anon¿¿¿{"start":{"line":859,"column":0},"end":{"line":867,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿FunctionExpression
8359¿Identifier¿¿0¿status¿¿¿{"start":{"line":859,"column":26},"end":{"line":859,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8360¿Identifier¿¿0¿err¿¿¿{"start":{"line":859,"column":34},"end":{"line":859,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8361¿VariableDeclarator¿¿8907¿v953¿¿¿{"start":{"line":860,"column":6},"end":{"line":860,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8362¿UnaryExpression¿!¿8907¿¿¿¿{"start":{"line":860,"column":6},"end":{"line":860,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿UnaryExpression
8363¿Identifier¿¿8907¿err¿¿¿{"start":{"line":860,"column":7},"end":{"line":860,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8364¿IfStatement¿¿8907¿¿¿¿{"start":{"line":860,"column":2},"end":{"line":862,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿IfStatement
8365¿Identifier¿¿8907¿v953¿¿¿¿¿Identifier
8366¿VariableDeclarator¿¿8907¿v954¿¿¿{"start":{"line":861,"column":11},"end":{"line":861,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8367¿CallExpression¿¿8907¿¿¿¿{"start":{"line":861,"column":11},"end":{"line":861,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿CallExpression
8368¿Identifier¿¿8907¿createError¿¿¿{"start":{"line":861,"column":11},"end":{"line":861,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8369¿Identifier¿¿8907¿status¿¿¿{"start":{"line":861,"column":23},"end":{"line":861,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8370¿ReturnStatement¿¿8907¿¿¿¿{"start":{"line":861,"column":4},"end":{"line":861,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ReturnStatement
8371¿Identifier¿¿8907¿v954¿¿¿¿¿Identifier
8372¿BlockStatement¿¿8907¿¿¿¿{"start":{"line":860,"column":12},"end":{"line":862,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BlockStatement
8373¿VariableDeclarator¿¿8907¿v955¿¿¿{"start":{"line":864,"column":9},"end":{"line":864,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8374¿BinaryExpression¿instanceof¿8907¿¿¿¿{"start":{"line":864,"column":9},"end":{"line":864,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BinaryExpression
8375¿Identifier¿¿8907¿err¿¿¿{"start":{"line":864,"column":9},"end":{"line":864,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8376¿Identifier¿¿8907¿Error¿¿¿{"start":{"line":864,"column":24},"end":{"line":864,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8377¿VariableDeclarator¿¿8907¿v956¿¿¿{"start":{"line":865,"column":31},"end":{"line":865,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8378¿ObjectExpression¿¿8907¿¿¿¿{"start":{"line":865,"column":31},"end":{"line":865,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ObjectExpression
8379¿Property¿¿8907¿¿¿¿{"start":{"line":865,"column":33},"end":{"line":865,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Property
8380¿Identifier¿¿8907¿expose¿¿¿{"start":{"line":865,"column":33},"end":{"line":865,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8381¿Literal¿boolean¿8907¿¿false¿¿{"start":{"line":865,"column":41},"end":{"line":865,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
8382¿VariableDeclarator¿¿8907¿v957¿¿¿{"start":{"line":865,"column":6},"end":{"line":865,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8383¿CallExpression¿¿8907¿¿¿¿{"start":{"line":865,"column":6},"end":{"line":865,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿CallExpression
8384¿Identifier¿¿8907¿createError¿¿¿{"start":{"line":865,"column":6},"end":{"line":865,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8385¿Identifier¿¿8907¿status¿¿¿{"start":{"line":865,"column":18},"end":{"line":865,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8386¿Identifier¿¿8907¿err¿¿¿{"start":{"line":865,"column":26},"end":{"line":865,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8387¿Identifier¿¿8907¿v956¿¿¿¿¿Identifier
8388¿VariableDeclarator¿¿8907¿v958¿¿¿{"start":{"line":866,"column":6},"end":{"line":866,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8389¿CallExpression¿¿8907¿¿¿¿{"start":{"line":866,"column":6},"end":{"line":866,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿CallExpression
8390¿Identifier¿¿8907¿createError¿¿¿{"start":{"line":866,"column":6},"end":{"line":866,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8391¿Identifier¿¿8907¿status¿¿¿{"start":{"line":866,"column":18},"end":{"line":866,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8392¿Identifier¿¿8907¿err¿¿¿{"start":{"line":866,"column":26},"end":{"line":866,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8393¿VariableDeclarator¿¿8907¿v959¿¿¿{"start":{"line":864,"column":9},"end":{"line":866,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8394¿IfStatement¿¿8907¿¿¿¿{"start":{"line":864,"column":9},"end":{"line":866,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿IfStatement
8395¿Identifier¿¿8907¿v955¿¿¿¿¿Identifier
8396¿ExpressionStatement¿¿8907¿¿¿¿{"start":{"line":864,"column":9},"end":{"line":866,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ExpressionStatement
8397¿AssignmentExpression¿=¿8907¿¿¿¿{"start":{"line":864,"column":9},"end":{"line":866,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿AssignmentExpression
8398¿Identifier¿¿8907¿v959¿¿¿¿¿Identifier
8399¿Identifier¿¿8907¿v957¿¿¿¿¿Identifier
8400¿BlockStatement¿¿8907¿¿¿¿¿¿BlockStatement
8401¿ExpressionStatement¿¿8907¿¿¿¿{"start":{"line":864,"column":9},"end":{"line":866,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ExpressionStatement
8402¿AssignmentExpression¿=¿8907¿¿¿¿{"start":{"line":864,"column":9},"end":{"line":866,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿AssignmentExpression
8403¿Identifier¿¿8907¿v959¿¿¿¿¿Identifier
8404¿Identifier¿¿8907¿v958¿¿¿¿¿Identifier
8405¿BlockStatement¿¿8907¿¿¿¿¿¿BlockStatement
8406¿ReturnStatement¿¿8907¿¿¿¿{"start":{"line":864,"column":2},"end":{"line":866,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ReturnStatement
8407¿Identifier¿¿8907¿v959¿¿¿¿¿Identifier
8408¿BlockStatement¿¿8907¿¿¿¿{"start":{"line":859,"column":39},"end":{"line":867,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BlockStatement
8409¿VariableDeclarator¿¿8760¿decode¿¿¿{"start":{"line":879,"column":0},"end":{"line":885,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8410¿FunctionExpression¿¿8760¿anon¿¿¿{"start":{"line":879,"column":0},"end":{"line":885,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿FunctionExpression
8411¿Identifier¿¿0¿path¿¿¿{"start":{"line":879,"column":17},"end":{"line":879,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8412¿TryStatement¿¿8911¿¿¿¿{"start":{"line":880,"column":2},"end":{"line":884,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿TryStatement
8413¿VariableDeclarator¿¿8911¿v960¿¿¿{"start":{"line":881,"column":11},"end":{"line":881,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8414¿CallExpression¿¿8911¿¿¿¿{"start":{"line":881,"column":11},"end":{"line":881,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿CallExpression
8415¿Identifier¿¿8911¿decodeURIComponent¿¿¿{"start":{"line":881,"column":11},"end":{"line":881,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8416¿Identifier¿¿8911¿path¿¿¿{"start":{"line":881,"column":30},"end":{"line":881,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8417¿ReturnStatement¿¿8911¿¿¿¿{"start":{"line":881,"column":4},"end":{"line":881,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ReturnStatement
8418¿Identifier¿¿8911¿v960¿¿¿¿¿Identifier
8419¿BlockStatement¿¿8911¿¿¿¿{"start":{"line":880,"column":6},"end":{"line":882,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BlockStatement
8420¿CatchClause¿¿8911¿¿¿¿{"start":{"line":882,"column":4},"end":{"line":884,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿CatchClause
8421¿VariableDeclarator¿¿8911¿v961¿¿¿{"start":{"line":883,"column":11},"end":{"line":883,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8422¿UnaryExpression¿-¿8911¿¿¿¿{"start":{"line":883,"column":11},"end":{"line":883,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿UnaryExpression
8423¿Literal¿number¿8911¿¿1¿¿{"start":{"line":883,"column":12},"end":{"line":883,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
8424¿ReturnStatement¿¿8911¿¿¿¿{"start":{"line":883,"column":4},"end":{"line":883,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿ReturnStatement
8425¿Identifier¿¿8911¿v961¿¿¿¿¿Identifier
8426¿BlockStatement¿¿8911¿¿¿¿{"start":{"line":882,"column":16},"end":{"line":884,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BlockStatement
8427¿Identifier¿¿8911¿err¿¿¿{"start":{"line":882,"column":11},"end":{"line":882,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8428¿BlockStatement¿¿8911¿¿¿¿{"start":{"line":879,"column":23},"end":{"line":885,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BlockStatement
8429¿VariableDeclarator¿¿8760¿hasListeners¿¿¿{"start":{"line":899,"column":0},"end":{"line":905,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8430¿FunctionExpression¿¿8760¿anon¿¿¿{"start":{"line":899,"column":0},"end":{"line":905,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿FunctionExpression
8431¿Identifier¿¿0¿emitter¿¿¿{"start":{"line":899,"column":23},"end":{"line":899,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8432¿Identifier¿¿0¿type¿¿¿{"start":{"line":899,"column":32},"end":{"line":899,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8433¿VariableDeclarator¿¿8914¿count¿¿¿{"start":{"line":900,"column":6},"end":{"line":902,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8434¿VariableDeclarator¿¿8914¿v962¿¿¿{"start":{"line":900,"column":21},"end":{"line":900,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8435¿MemberExpression¿¿8914¿¿¿¿{"start":{"line":900,"column":21},"end":{"line":900,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿MemberExpression
8436¿Identifier¿¿8914¿emitter¿¿¿{"start":{"line":900,"column":21},"end":{"line":900,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8437¿Identifier¿¿8914¿listenerCount¿¿¿{"start":{"line":900,"column":29},"end":{"line":900,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Identifier
8438¿VariableDeclarator¿¿8914¿v963¿¿¿{"start":{"line":900,"column":14},"end":{"line":900,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8439¿UnaryExpression¿typeof¿8914¿¿¿¿{"start":{"line":900,"column":14},"end":{"line":900,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿UnaryExpression
8440¿Identifier¿¿8914¿v962¿¿¿¿¿Identifier
8441¿VariableDeclarator¿¿8914¿v964¿¿¿{"start":{"line":900,"column":14},"end":{"line":900,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿VariableDeclarator
8442¿BinaryExpression¿!==¿8914¿¿¿¿{"start":{"line":900,"column":14},"end":{"line":900,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿BinaryExpression
8443¿Identifier¿¿8914¿v963¿¿¿¿¿Identifier
8444¿Literal¿string¿8914¿¿'function'¿¿{"start":{"line":900,"column":47},"end":{"line":900,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/send/index.js"}¿¿Literal
