Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
668¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":85,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Program
1031¿Identifier¿¿1182¿error¿¿¿{"start":{"line":58,"column":12},"end":{"line":58,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1032¿BlockStatement¿¿1182¿¿¿¿{"start":{"line":54,"column":44},"end":{"line":62,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿BlockStatement
1033¿VariableDeclarator¿¿1169¿v101¿¿¿{"start":{"line":54,"column":0},"end":{"line":62,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1034¿CallExpression¿¿1169¿¿¿¿{"start":{"line":54,"column":0},"end":{"line":62,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
1035¿MemberExpression¿¿1169¿¿¿¿{"start":{"line":54,"column":0},"end":{"line":54,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
1036¿Identifier¿¿1169¿router¿¿¿{"start":{"line":54,"column":0},"end":{"line":54,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1037¿Identifier¿¿1169¿get¿¿¿{"start":{"line":54,"column":7},"end":{"line":54,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1038¿Literal¿string¿1169¿¿'/projects'¿¿{"start":{"line":54,"column":11},"end":{"line":54,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
1039¿Identifier¿¿1169¿v100¿¿¿¿¿Identifier
1040¿ExpressionStatement¿¿1169¿¿¿¿{"start":{"line":54,"column":0},"end":{"line":62,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ExpressionStatement
1041¿Identifier¿¿1169¿v101¿¿¿¿¿Identifier
1042¿VariableDeclarator¿¿1169¿v115¿¿¿{"start":{"line":65,"column":42},"end":{"line":83,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1043¿ArrowFunctionExpression¿¿1169¿¿¿¿{"start":{"line":65,"column":42},"end":{"line":83,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ArrowFunctionExpression
1044¿Identifier¿¿0¿req¿¿¿{"start":{"line":65,"column":49},"end":{"line":65,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1045¿Identifier¿¿0¿res¿¿¿{"start":{"line":65,"column":54},"end":{"line":65,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1046¿VariableDeclarator¿¿1185¿v102¿¿¿{"start":{"line":67,"column":31},"end":{"line":67,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1047¿MemberExpression¿¿1185¿¿¿¿{"start":{"line":67,"column":31},"end":{"line":67,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
1048¿Identifier¿¿1185¿req¿¿¿{"start":{"line":67,"column":31},"end":{"line":67,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1049¿Identifier¿¿1185¿flag¿¿¿{"start":{"line":67,"column":35},"end":{"line":67,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1050¿VariableDeclarator¿¿1185¿flagSign¿¿¿{"start":{"line":67,"column":10},"end":{"line":67,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1051¿CallExpression¿¿1185¿¿¿¿{"start":{"line":67,"column":21},"end":{"line":67,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
1052¿Identifier¿¿1185¿sha256sum¿¿¿{"start":{"line":67,"column":21},"end":{"line":67,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1053¿Identifier¿¿1185¿v102¿¿¿¿¿Identifier
1054¿TryStatement¿¿1185¿¿¿¿{"start":{"line":69,"column":4},"end":{"line":82,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿TryStatement
1055¿VariableDeclarator¿¿1185¿v103¿¿¿{"start":{"line":71,"column":59},"end":{"line":71,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1056¿MemberExpression¿¿1185¿¿¿¿{"start":{"line":71,"column":59},"end":{"line":71,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
1057¿Identifier¿¿1185¿req¿¿¿{"start":{"line":71,"column":59},"end":{"line":71,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1058¿Identifier¿¿1185¿chal_id¿¿¿{"start":{"line":71,"column":63},"end":{"line":71,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1059¿VariableDeclarator¿¿1185¿v104¿¿¿{"start":{"line":71,"column":50},"end":{"line":71,"column":93},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1060¿ObjectExpression¿¿1185¿¿¿¿{"start":{"line":71,"column":50},"end":{"line":71,"column":93},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ObjectExpression
1061¿Property¿¿1185¿¿¿¿{"start":{"line":71,"column":52},"end":{"line":71,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Property
1062¿Identifier¿¿1185¿ch_id¿¿¿{"start":{"line":71,"column":52},"end":{"line":71,"column":57},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1063¿Identifier¿¿1185¿v103¿¿¿¿¿Identifier
1064¿Property¿¿1185¿¿¿¿{"start":{"line":71,"column":72},"end":{"line":71,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Property
1065¿Identifier¿¿1185¿flag_sign¿¿¿{"start":{"line":71,"column":72},"end":{"line":71,"column":81},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1066¿Identifier¿¿1185¿flagSign¿¿¿{"start":{"line":71,"column":83},"end":{"line":71,"column":91},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1067¿VariableDeclarator¿¿1185¿flagExists¿¿¿{"start":{"line":71,"column":14},"end":{"line":71,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1068¿AwaitExpression¿¿1185¿¿¿¿{"start":{"line":71,"column":27},"end":{"line":71,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿AwaitExpression
1069¿CallExpression¿¿1185¿¿¿¿{"start":{"line":71,"column":33},"end":{"line":71,"column":94},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
1070¿MemberExpression¿¿1185¿¿¿¿{"start":{"line":71,"column":33},"end":{"line":71,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
1071¿Identifier¿¿1185¿FlagsTbl¿¿¿{"start":{"line":71,"column":33},"end":{"line":71,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1072¿Identifier¿¿1185¿findOne¿¿¿{"start":{"line":71,"column":42},"end":{"line":71,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1073¿Identifier¿¿1185¿v104¿¿¿¿¿Identifier
1074¿IfStatement¿¿1185¿¿¿¿{"start":{"line":73,"column":8},"end":{"line":75,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿IfStatement
1075¿Identifier¿¿1185¿flagExists¿¿¿{"start":{"line":73,"column":12},"end":{"line":73,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1076¿VariableDeclarator¿¿1185¿v105¿¿¿{"start":{"line":74,"column":44},"end":{"line":74,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1077¿MemberExpression¿¿1185¿¿¿¿{"start":{"line":74,"column":44},"end":{"line":74,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
1078¿Identifier¿¿1185¿req¿¿¿{"start":{"line":74,"column":44},"end":{"line":74,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1079¿Identifier¿¿1185¿chal_id¿¿¿{"start":{"line":74,"column":48},"end":{"line":74,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1080¿VariableDeclarator¿¿1185¿v106¿¿¿{"start":{"line":74,"column":28},"end":{"line":74,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1081¿ObjectExpression¿¿1185¿¿¿¿{"start":{"line":74,"column":28},"end":{"line":74,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ObjectExpression
1082¿Property¿¿1185¿¿¿¿{"start":{"line":74,"column":30},"end":{"line":74,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Property
1083¿Identifier¿¿1185¿challenge_id¿¿¿{"start":{"line":74,"column":30},"end":{"line":74,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1084¿Identifier¿¿1185¿v105¿¿¿¿¿Identifier
1085¿Property¿¿1185¿¿¿¿{"start":{"line":74,"column":57},"end":{"line":74,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Property
1086¿Identifier¿¿1185¿success¿¿¿{"start":{"line":74,"column":57},"end":{"line":74,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1087¿Literal¿boolean¿1185¿¿true¿¿{"start":{"line":74,"column":66},"end":{"line":74,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
1088¿VariableDeclarator¿¿1185¿v107¿¿¿{"start":{"line":74,"column":19},"end":{"line":74,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1089¿CallExpression¿¿1185¿¿¿¿{"start":{"line":74,"column":19},"end":{"line":74,"column":72},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
1090¿MemberExpression¿¿1185¿¿¿¿{"start":{"line":74,"column":19},"end":{"line":74,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
1091¿Identifier¿¿1185¿res¿¿¿{"start":{"line":74,"column":19},"end":{"line":74,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1092¿Identifier¿¿1185¿json¿¿¿{"start":{"line":74,"column":23},"end":{"line":74,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1093¿Identifier¿¿1185¿v106¿¿¿¿¿Identifier
1094¿ReturnStatement¿¿1185¿¿¿¿{"start":{"line":74,"column":12},"end":{"line":74,"column":73},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ReturnStatement
1095¿Identifier¿¿1185¿v107¿¿¿¿¿Identifier
1096¿BlockStatement¿¿1185¿¿¿¿{"start":{"line":73,"column":24},"end":{"line":75,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿BlockStatement
1097¿VariableDeclarator¿¿1185¿v108¿¿¿{"start":{"line":77,"column":40},"end":{"line":77,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1098¿MemberExpression¿¿1185¿¿¿¿{"start":{"line":77,"column":40},"end":{"line":77,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
1099¿Identifier¿¿1185¿req¿¿¿{"start":{"line":77,"column":40},"end":{"line":77,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1100¿Identifier¿¿1185¿chal_id¿¿¿{"start":{"line":77,"column":44},"end":{"line":77,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1101¿VariableDeclarator¿¿1185¿v109¿¿¿{"start":{"line":77,"column":24},"end":{"line":77,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1102¿ObjectExpression¿¿1185¿¿¿¿{"start":{"line":77,"column":24},"end":{"line":77,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ObjectExpression
1103¿Property¿¿1185¿¿¿¿{"start":{"line":77,"column":26},"end":{"line":77,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Property
1104¿Identifier¿¿1185¿challenge_id¿¿¿{"start":{"line":77,"column":26},"end":{"line":77,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1105¿Identifier¿¿1185¿v108¿¿¿¿¿Identifier
1106¿Property¿¿1185¿¿¿¿{"start":{"line":77,"column":53},"end":{"line":77,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Property
1107¿Identifier¿¿1185¿success¿¿¿{"start":{"line":77,"column":53},"end":{"line":77,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1108¿Literal¿boolean¿1185¿¿false¿¿{"start":{"line":77,"column":62},"end":{"line":77,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
1109¿VariableDeclarator¿¿1185¿v110¿¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1110¿CallExpression¿¿1185¿¿¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
1111¿MemberExpression¿¿1185¿¿¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
1112¿Identifier¿¿1185¿res¿¿¿{"start":{"line":77,"column":15},"end":{"line":77,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1113¿Identifier¿¿1185¿json¿¿¿{"start":{"line":77,"column":19},"end":{"line":77,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1114¿Identifier¿¿1185¿v109¿¿¿¿¿Identifier
1115¿ReturnStatement¿¿1185¿¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ReturnStatement
1116¿Identifier¿¿1185¿v110¿¿¿¿¿Identifier
1117¿BlockStatement¿¿1185¿¿¿¿{"start":{"line":69,"column":8},"end":{"line":79,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿BlockStatement
1118¿CatchClause¿¿1185¿¿¿¿{"start":{"line":79,"column":6},"end":{"line":82,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CatchClause
1119¿VariableDeclarator¿¿1185¿v111¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1120¿CallExpression¿¿1185¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
1121¿MemberExpression¿¿1185¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
1122¿Identifier¿¿1185¿console¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1123¿Identifier¿¿1185¿error¿¿¿{"start":{"line":80,"column":16},"end":{"line":80,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1124¿Literal¿string¿1185¿¿'Error:'¿¿{"start":{"line":80,"column":22},"end":{"line":80,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
1125¿Identifier¿¿1185¿err¿¿¿{"start":{"line":80,"column":32},"end":{"line":80,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1126¿ExpressionStatement¿¿1185¿¿¿¿{"start":{"line":80,"column":8},"end":{"line":80,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ExpressionStatement
1127¿Identifier¿¿1185¿v111¿¿¿¿¿Identifier
1128¿VariableDeclarator¿¿1185¿v112¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1129¿CallExpression¿¿1185¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
1130¿MemberExpression¿¿1185¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
1131¿Identifier¿¿1185¿res¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1132¿Identifier¿¿1185¿status¿¿¿{"start":{"line":81,"column":12},"end":{"line":81,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1133¿Literal¿number¿1185¿¿500¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
1134¿VariableDeclarator¿¿1185¿v113¿¿¿{"start":{"line":81,"column":29},"end":{"line":81,"column":97},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1135¿ObjectExpression¿¿1185¿¿¿¿{"start":{"line":81,"column":29},"end":{"line":81,"column":97},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ObjectExpression
1136¿Property¿¿1185¿¿¿¿{"start":{"line":81,"column":31},"end":{"line":81,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Property
1137¿Identifier¿¿1185¿error¿¿¿{"start":{"line":81,"column":31},"end":{"line":81,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1138¿Literal¿string¿1185¿¿'Internal server error, check back later'¿¿{"start":{"line":81,"column":38},"end":{"line":81,"column":79},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
1139¿Property¿¿1185¿¿¿¿{"start":{"line":81,"column":82},"end":{"line":81,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Property
1140¿Identifier¿¿1185¿success¿¿¿{"start":{"line":81,"column":82},"end":{"line":81,"column":89},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1141¿Literal¿boolean¿1185¿¿false¿¿{"start":{"line":81,"column":91},"end":{"line":81,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Literal
1142¿VariableDeclarator¿¿1185¿v114¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿VariableDeclarator
1143¿CallExpression¿¿1185¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":98},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿CallExpression
1144¿MemberExpression¿¿1185¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿MemberExpression
1145¿Identifier¿¿1185¿v112¿¿¿¿¿Identifier
1146¿Identifier¿¿1185¿json¿¿¿{"start":{"line":81,"column":24},"end":{"line":81,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
1147¿Identifier¿¿1185¿v113¿¿¿¿¿Identifier
1148¿ExpressionStatement¿¿1185¿¿¿¿{"start":{"line":81,"column":8},"end":{"line":81,"column":99},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿ExpressionStatement
1149¿Identifier¿¿1185¿v114¿¿¿¿¿Identifier
1150¿BlockStatement¿¿1185¿¿¿¿{"start":{"line":79,"column":17},"end":{"line":82,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿BlockStatement
1151¿Identifier¿¿1185¿err¿¿¿{"start":{"line":79,"column":12},"end":{"line":79,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/path_traversal/github/rctf-server/apiRoutes.js"}¿¿Identifier
