Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
726¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":87,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Program
1106¿Literal¿string¿1271¿¿' '¿¿{"start":{"line":72,"column":31},"end":{"line":72,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Literal
1107¿VariableDeclarator¿¿1271¿v127¿¿¿{"start":{"line":72,"column":19},"end":{"line":72,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1108¿MemberExpression¿computed¿1271¿¿¿¿{"start":{"line":72,"column":19},"end":{"line":72,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1109¿Identifier¿¿1271¿v126¿¿¿¿¿Identifier
1110¿Literal¿number¿1271¿¿0¿¿{"start":{"line":72,"column":36},"end":{"line":72,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Literal
1111¿VariableDeclarator¿¿1271¿v128¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1112¿CallExpression¿¿1271¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1113¿MemberExpression¿¿1271¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1114¿ThisExpression¿¿1271¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ThisExpression
1115¿Identifier¿¿1271¿fetch¿¿¿{"start":{"line":72,"column":13},"end":{"line":72,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1116¿Identifier¿¿1271¿v127¿¿¿¿¿Identifier
1117¿ExpressionStatement¿¿1271¿¿¿¿{"start":{"line":72,"column":8},"end":{"line":72,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1118¿Identifier¿¿1271¿v128¿¿¿¿¿Identifier
1119¿BlockStatement¿¿1271¿¿¿¿{"start":{"line":70,"column":33},"end":{"line":73,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿BlockStatement
1120¿VariableDeclarator¿¿1267¿v130¿¿¿{"start":{"line":70,"column":6},"end":{"line":73,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1121¿CallExpression¿¿1267¿¿¿¿{"start":{"line":70,"column":6},"end":{"line":73,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1122¿MemberExpression¿¿1267¿¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1123¿Identifier¿¿1267¿menu¿¿¿{"start":{"line":70,"column":6},"end":{"line":70,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1124¿Identifier¿¿1267¿on¿¿¿{"start":{"line":70,"column":11},"end":{"line":70,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1125¿Literal¿string¿1267¿¿'select'¿¿{"start":{"line":70,"column":14},"end":{"line":70,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Literal
1126¿Identifier¿¿1267¿v129¿¿¿¿¿Identifier
1127¿ExpressionStatement¿¿1267¿¿¿¿{"start":{"line":70,"column":6},"end":{"line":73,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1128¿Identifier¿¿1267¿v130¿¿¿¿¿Identifier
1129¿VariableDeclarator¿¿1267¿v131¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1130¿MemberExpression¿¿1267¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1131¿Identifier¿¿1267¿process¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1132¿Identifier¿¿1267¿stdin¿¿¿{"start":{"line":74,"column":14},"end":{"line":74,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1133¿VariableDeclarator¿¿1267¿v132¿¿¿{"start":{"line":74,"column":25},"end":{"line":74,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1134¿CallExpression¿¿1267¿¿¿¿{"start":{"line":74,"column":25},"end":{"line":74,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1135¿MemberExpression¿¿1267¿¿¿¿{"start":{"line":74,"column":25},"end":{"line":74,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1136¿Identifier¿¿1267¿menu¿¿¿{"start":{"line":74,"column":25},"end":{"line":74,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1137¿Identifier¿¿1267¿createStream¿¿¿{"start":{"line":74,"column":30},"end":{"line":74,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1138¿VariableDeclarator¿¿1267¿v133¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1139¿CallExpression¿¿1267¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1140¿MemberExpression¿¿1267¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1141¿Identifier¿¿1267¿v131¿¿¿¿¿Identifier
1142¿Identifier¿¿1267¿pipe¿¿¿{"start":{"line":74,"column":20},"end":{"line":74,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1143¿Identifier¿¿1267¿v132¿¿¿¿¿Identifier
1144¿VariableDeclarator¿¿1267¿v134¿¿¿{"start":{"line":74,"column":51},"end":{"line":74,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1145¿MemberExpression¿¿1267¿¿¿¿{"start":{"line":74,"column":51},"end":{"line":74,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1146¿Identifier¿¿1267¿process¿¿¿{"start":{"line":74,"column":51},"end":{"line":74,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1147¿Identifier¿¿1267¿stdout¿¿¿{"start":{"line":74,"column":59},"end":{"line":74,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1148¿VariableDeclarator¿¿1267¿v135¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1149¿CallExpression¿¿1267¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1150¿MemberExpression¿¿1267¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1151¿Identifier¿¿1267¿v133¿¿¿¿¿Identifier
1152¿Identifier¿¿1267¿pipe¿¿¿{"start":{"line":74,"column":46},"end":{"line":74,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1153¿Identifier¿¿1267¿v134¿¿¿¿¿Identifier
1154¿ExpressionStatement¿¿1267¿¿¿¿{"start":{"line":74,"column":6},"end":{"line":74,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1155¿Identifier¿¿1267¿v135¿¿¿¿¿Identifier
1156¿VariableDeclarator¿¿1267¿v136¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1157¿MemberExpression¿¿1267¿¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1158¿Identifier¿¿1267¿process¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1159¿Identifier¿¿1267¿stdin¿¿¿{"start":{"line":76,"column":14},"end":{"line":76,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1160¿VariableDeclarator¿¿1267¿v137¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1161¿CallExpression¿¿1267¿¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1162¿MemberExpression¿¿1267¿¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1163¿Identifier¿¿1267¿v136¿¿¿¿¿Identifier
1164¿Identifier¿¿1267¿setRawMode¿¿¿{"start":{"line":76,"column":20},"end":{"line":76,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1165¿Literal¿boolean¿1267¿¿true¿¿{"start":{"line":76,"column":31},"end":{"line":76,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Literal
1166¿ExpressionStatement¿¿1267¿¿¿¿{"start":{"line":76,"column":6},"end":{"line":76,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1167¿Identifier¿¿1267¿v137¿¿¿¿¿Identifier
1168¿VariableDeclarator¿¿1267¿v142¿¿¿{"start":{"line":77,"column":23},"end":{"line":80,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1169¿ArrowFunctionExpression¿¿1267¿¿¿¿{"start":{"line":77,"column":23},"end":{"line":80,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ArrowFunctionExpression
1170¿VariableDeclarator¿¿1273¿v138¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1171¿MemberExpression¿¿1273¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1172¿Identifier¿¿1273¿process¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1173¿Identifier¿¿1273¿stdin¿¿¿{"start":{"line":78,"column":16},"end":{"line":78,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1174¿VariableDeclarator¿¿1273¿v139¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1175¿CallExpression¿¿1273¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1176¿MemberExpression¿¿1273¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1177¿Identifier¿¿1273¿v138¿¿¿¿¿Identifier
1178¿Identifier¿¿1273¿setRawMode¿¿¿{"start":{"line":78,"column":22},"end":{"line":78,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1179¿Literal¿boolean¿1273¿¿false¿¿{"start":{"line":78,"column":33},"end":{"line":78,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Literal
1180¿ExpressionStatement¿¿1273¿¿¿¿{"start":{"line":78,"column":8},"end":{"line":78,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1181¿Identifier¿¿1273¿v139¿¿¿¿¿Identifier
1182¿VariableDeclarator¿¿1273¿v140¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1183¿MemberExpression¿¿1273¿¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1184¿Identifier¿¿1273¿process¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1185¿Identifier¿¿1273¿stdin¿¿¿{"start":{"line":79,"column":16},"end":{"line":79,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1186¿VariableDeclarator¿¿1273¿v141¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1187¿CallExpression¿¿1273¿¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1188¿MemberExpression¿¿1273¿¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1189¿Identifier¿¿1273¿v140¿¿¿¿¿Identifier
1190¿Identifier¿¿1273¿end¿¿¿{"start":{"line":79,"column":22},"end":{"line":79,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1191¿ExpressionStatement¿¿1273¿¿¿¿{"start":{"line":79,"column":8},"end":{"line":79,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1192¿Identifier¿¿1273¿v141¿¿¿¿¿Identifier
1193¿BlockStatement¿¿1273¿¿¿¿{"start":{"line":77,"column":29},"end":{"line":80,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿BlockStatement
1194¿VariableDeclarator¿¿1267¿v143¿¿¿{"start":{"line":77,"column":6},"end":{"line":80,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1195¿CallExpression¿¿1267¿¿¿¿{"start":{"line":77,"column":6},"end":{"line":80,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1196¿MemberExpression¿¿1267¿¿¿¿{"start":{"line":77,"column":6},"end":{"line":77,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1197¿Identifier¿¿1267¿menu¿¿¿{"start":{"line":77,"column":6},"end":{"line":77,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1198¿Identifier¿¿1267¿on¿¿¿{"start":{"line":77,"column":11},"end":{"line":77,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1199¿Literal¿string¿1267¿¿'close'¿¿{"start":{"line":77,"column":14},"end":{"line":77,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Literal
1200¿Identifier¿¿1267¿v142¿¿¿¿¿Identifier
1201¿ExpressionStatement¿¿1267¿¿¿¿{"start":{"line":77,"column":6},"end":{"line":80,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1202¿Identifier¿¿1267¿v143¿¿¿¿¿Identifier
1203¿BlockStatement¿¿1267¿¿¿¿{"start":{"line":54,"column":41},"end":{"line":81,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿BlockStatement
1204¿VariableDeclarator¿¿1265¿v145¿¿¿{"start":{"line":54,"column":4},"end":{"line":81,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1205¿CallExpression¿¿1265¿¿¿¿{"start":{"line":54,"column":4},"end":{"line":81,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1206¿MemberExpression¿¿1265¿¿¿¿{"start":{"line":54,"column":4},"end":{"line":54,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1207¿Identifier¿¿1265¿v105¿¿¿¿¿Identifier
1208¿Identifier¿¿1265¿then¿¿¿{"start":{"line":54,"column":25},"end":{"line":54,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1209¿Identifier¿¿1265¿v144¿¿¿¿¿Identifier
1210¿VariableDeclarator¿¿1265¿v147¿¿¿{"start":{"line":81,"column":13},"end":{"line":83,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1211¿ArrowFunctionExpression¿¿1265¿¿¿¿{"start":{"line":81,"column":13},"end":{"line":83,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ArrowFunctionExpression
1212¿Identifier¿¿0¿err¿¿¿{"start":{"line":81,"column":13},"end":{"line":81,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1213¿VariableDeclarator¿¿1275¿v146¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":105},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1214¿CallExpression¿¿1275¿¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":105},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1215¿MemberExpression¿¿1275¿¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1216¿Identifier¿¿1275¿console¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1217¿Identifier¿¿1275¿log¿¿¿{"start":{"line":82,"column":14},"end":{"line":82,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1218¿Literal¿string¿1275¿¿'Error: could not display pull requests. Please make sure this is a valid repository.'¿¿{"start":{"line":82,"column":18},"end":{"line":82,"column":104},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Literal
1219¿ExpressionStatement¿¿1275¿¿¿¿{"start":{"line":82,"column":6},"end":{"line":82,"column":105},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1220¿Identifier¿¿1275¿v146¿¿¿¿¿Identifier
1221¿BlockStatement¿¿1275¿¿¿¿{"start":{"line":81,"column":20},"end":{"line":83,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿BlockStatement
1222¿VariableDeclarator¿¿1265¿v148¿¿¿{"start":{"line":54,"column":4},"end":{"line":83,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1223¿CallExpression¿¿1265¿¿¿¿{"start":{"line":54,"column":4},"end":{"line":83,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1224¿MemberExpression¿¿1265¿¿¿¿{"start":{"line":54,"column":4},"end":{"line":81,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1225¿Identifier¿¿1265¿v145¿¿¿¿¿Identifier
1226¿Identifier¿¿1265¿catch¿¿¿{"start":{"line":81,"column":7},"end":{"line":81,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1227¿Identifier¿¿1265¿v147¿¿¿¿¿Identifier
1228¿ExpressionStatement¿¿1265¿¿¿¿{"start":{"line":54,"column":4},"end":{"line":83,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1229¿Identifier¿¿1265¿v148¿¿¿¿¿Identifier
1230¿BlockStatement¿¿1265¿¿¿¿{"start":{"line":53,"column":12},"end":{"line":84,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿BlockStatement
1231¿ExpressionStatement¿¿1249¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":85,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1232¿AssignmentExpression¿=¿1249¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":85,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿AssignmentExpression
1233¿MemberExpression¿¿1249¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":85,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1234¿Identifier¿¿1249¿Pullit¿¿¿{"start":{"line":8,"column":6},"end":{"line":8,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1235¿Identifier¿¿1249¿display¿¿¿{"start":{"line":53,"column":2},"end":{"line":53,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1236¿Identifier¿¿1249¿display¿¿¿{"start":{"line":53,"column":2},"end":{"line":53,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Vulnerable/command-injection/vulcan/pullit/index.js"}¿¿Identifier
