Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
874¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":114,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Program
1231¿Identifier¿¿1532¿execCommand¿¿¿{"start":{"line":77,"column":4},"end":{"line":77,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1232¿Identifier¿¿1532¿command¿¿¿{"start":{"line":77,"column":16},"end":{"line":77,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1233¿Identifier¿¿1532¿options¿¿¿{"start":{"line":77,"column":25},"end":{"line":77,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1234¿VariableDeclarator¿¿1532¿v163¿¿¿{"start":{"line":77,"column":39},"end":{"line":102,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1235¿FunctionExpression¿¿1532¿anon¿¿¿{"start":{"line":77,"column":39},"end":{"line":102,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿FunctionExpression
1236¿Identifier¿¿0¿result¿¿¿{"start":{"line":77,"column":48},"end":{"line":77,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1237¿VariableDeclarator¿¿1534¿error¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1238¿MemberExpression¿¿1534¿¿¿¿{"start":{"line":78,"column":18},"end":{"line":78,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1239¿Identifier¿¿1534¿result¿¿¿{"start":{"line":78,"column":18},"end":{"line":78,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1240¿Identifier¿¿1534¿error¿¿¿{"start":{"line":78,"column":25},"end":{"line":78,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1241¿VariableDeclarator¿¿1534¿report¿¿¿{"start":{"line":79,"column":10},"end":{"line":79,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1242¿MemberExpression¿¿1534¿¿¿¿{"start":{"line":79,"column":19},"end":{"line":79,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1243¿Identifier¿¿1534¿result¿¿¿{"start":{"line":79,"column":19},"end":{"line":79,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1244¿Identifier¿¿1534¿report¿¿¿{"start":{"line":79,"column":26},"end":{"line":79,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1245¿VariableDeclarator¿¿1534¿v120¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1246¿MemberExpression¿¿1534¿¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1247¿Identifier¿¿1534¿error¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1248¿Identifier¿¿1534¿code¿¿¿{"start":{"line":81,"column":25},"end":{"line":81,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1249¿VariableDeclarator¿¿1534¿v121¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1250¿BinaryExpression¿!==¿1534¿¿¿¿{"start":{"line":81,"column":19},"end":{"line":81,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BinaryExpression
1251¿Identifier¿¿1534¿v120¿¿¿¿¿Identifier
1252¿Literal¿number¿1534¿¿1¿¿{"start":{"line":81,"column":34},"end":{"line":81,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1253¿VariableDeclarator¿¿1534¿v122¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1254¿LogicalExpression¿&&¿1534¿¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿LogicalExpression
1255¿Identifier¿¿1534¿error¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1256¿Identifier¿¿1534¿v121¿¿¿¿¿Identifier
1257¿VariableDeclarator¿¿1534¿v123¿¿¿{"start":{"line":81,"column":39},"end":{"line":81,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1258¿MemberExpression¿¿1534¿¿¿¿{"start":{"line":81,"column":39},"end":{"line":81,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1259¿Identifier¿¿1534¿error¿¿¿{"start":{"line":81,"column":39},"end":{"line":81,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1260¿Identifier¿¿1534¿code¿¿¿{"start":{"line":81,"column":45},"end":{"line":81,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1261¿VariableDeclarator¿¿1534¿v124¿¿¿{"start":{"line":81,"column":39},"end":{"line":81,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1262¿BinaryExpression¿!==¿1534¿¿¿¿{"start":{"line":81,"column":39},"end":{"line":81,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BinaryExpression
1263¿Identifier¿¿1534¿v123¿¿¿¿¿Identifier
1264¿Literal¿number¿1534¿¿2¿¿{"start":{"line":81,"column":54},"end":{"line":81,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1265¿VariableDeclarator¿¿1534¿v125¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1266¿LogicalExpression¿&&¿1534¿¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿LogicalExpression
1267¿Identifier¿¿1534¿v122¿¿¿¿¿Identifier
1268¿Identifier¿¿1534¿v124¿¿¿¿¿Identifier
1269¿VariableDeclarator¿¿1534¿v126¿¿¿{"start":{"line":81,"column":59},"end":{"line":81,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1270¿MemberExpression¿¿1534¿¿¿¿{"start":{"line":81,"column":59},"end":{"line":81,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1271¿Identifier¿¿1534¿error¿¿¿{"start":{"line":81,"column":59},"end":{"line":81,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1272¿Identifier¿¿1534¿code¿¿¿{"start":{"line":81,"column":65},"end":{"line":81,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1273¿VariableDeclarator¿¿1534¿v127¿¿¿{"start":{"line":81,"column":59},"end":{"line":81,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1274¿BinaryExpression¿!==¿1534¿¿¿¿{"start":{"line":81,"column":59},"end":{"line":81,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BinaryExpression
1275¿Identifier¿¿1534¿v126¿¿¿¿¿Identifier
1276¿Literal¿number¿1534¿¿65¿¿{"start":{"line":81,"column":74},"end":{"line":81,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1277¿VariableDeclarator¿¿1534¿v128¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1278¿LogicalExpression¿&&¿1534¿¿¿¿{"start":{"line":81,"column":10},"end":{"line":81,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿LogicalExpression
1279¿Identifier¿¿1534¿v125¿¿¿¿¿Identifier
1280¿Identifier¿¿1534¿v127¿¿¿¿¿Identifier
1281¿IfStatement¿¿1534¿¿¿¿{"start":{"line":81,"column":6},"end":{"line":101,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿IfStatement
1282¿Identifier¿¿1534¿v128¿¿¿¿¿Identifier
1283¿VariableDeclarator¿¿1534¿v129¿¿¿{"start":{"line":82,"column":26},"end":{"line":82,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1284¿MemberExpression¿¿1534¿¿¿¿{"start":{"line":82,"column":26},"end":{"line":82,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1285¿Identifier¿¿1534¿error¿¿¿{"start":{"line":82,"column":26},"end":{"line":82,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1286¿Identifier¿¿1534¿code¿¿¿{"start":{"line":82,"column":32},"end":{"line":82,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1287¿VariableDeclarator¿¿1534¿v130¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1288¿MemberExpression¿computed¿1534¿¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1289¿Identifier¿¿1534¿scssLintCodes¿¿¿{"start":{"line":82,"column":12},"end":{"line":82,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1290¿Identifier¿¿1534¿v129¿¿¿¿¿Identifier
1291¿IfStatement¿¿1534¿¿¿¿{"start":{"line":82,"column":8},"end":{"line":92,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿IfStatement
1292¿Identifier¿¿1534¿v130¿¿¿¿¿Identifier
1293¿VariableDeclarator¿¿1534¿v131¿¿¿{"start":{"line":83,"column":14},"end":{"line":83,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1294¿MemberExpression¿¿1534¿¿¿¿{"start":{"line":83,"column":14},"end":{"line":83,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1295¿Identifier¿¿1534¿error¿¿¿{"start":{"line":83,"column":14},"end":{"line":83,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1296¿Identifier¿¿1534¿code¿¿¿{"start":{"line":83,"column":20},"end":{"line":83,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1297¿VariableDeclarator¿¿1534¿v132¿¿¿{"start":{"line":83,"column":14},"end":{"line":83,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1298¿BinaryExpression¿===¿1534¿¿¿¿{"start":{"line":83,"column":14},"end":{"line":83,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BinaryExpression
1299¿Identifier¿¿1534¿v131¿¿¿¿¿Identifier
1300¿Literal¿number¿1534¿¿66¿¿{"start":{"line":83,"column":29},"end":{"line":83,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1301¿VariableDeclarator¿¿1534¿v133¿¿¿{"start":{"line":83,"column":35},"end":{"line":83,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1302¿CallExpression¿¿1534¿¿¿¿{"start":{"line":83,"column":35},"end":{"line":83,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1303¿Identifier¿¿1534¿configFileReadError¿¿¿{"start":{"line":83,"column":35},"end":{"line":83,"column":54},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1304¿Identifier¿¿1534¿report¿¿¿{"start":{"line":83,"column":55},"end":{"line":83,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1305¿Identifier¿¿1534¿options¿¿¿{"start":{"line":83,"column":63},"end":{"line":83,"column":70},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1306¿VariableDeclarator¿¿1534¿v134¿¿¿{"start":{"line":83,"column":14},"end":{"line":83,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1307¿LogicalExpression¿&&¿1534¿¿¿¿{"start":{"line":83,"column":14},"end":{"line":83,"column":71},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿LogicalExpression
1308¿Identifier¿¿1534¿v132¿¿¿¿¿Identifier
1309¿Identifier¿¿1534¿v133¿¿¿¿¿Identifier
1310¿IfStatement¿¿1534¿¿¿¿{"start":{"line":83,"column":10},"end":{"line":87,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿IfStatement
1311¿Identifier¿¿1534¿v134¿¿¿¿¿Identifier
1312¿VariableDeclarator¿¿1534¿v135¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1313¿CallExpression¿¿1534¿¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1314¿Identifier¿¿1534¿reject¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1315¿Literal¿string¿1534¿¿'Config file did not exist or was not readable'¿¿{"start":{"line":84,"column":19},"end":{"line":84,"column":66},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1316¿ExpressionStatement¿¿1534¿¿¿¿{"start":{"line":84,"column":12},"end":{"line":84,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ExpressionStatement
1317¿Identifier¿¿1534¿v135¿¿¿¿¿Identifier
1318¿BlockStatement¿¿1534¿¿¿¿{"start":{"line":83,"column":73},"end":{"line":85,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1319¿VariableDeclarator¿¿1534¿v136¿¿¿{"start":{"line":86,"column":33},"end":{"line":86,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1320¿MemberExpression¿¿1534¿¿¿¿{"start":{"line":86,"column":33},"end":{"line":86,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1321¿Identifier¿¿1534¿error¿¿¿{"start":{"line":86,"column":33},"end":{"line":86,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1322¿Identifier¿¿1534¿code¿¿¿{"start":{"line":86,"column":39},"end":{"line":86,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1323¿VariableDeclarator¿¿1534¿v137¿¿¿{"start":{"line":86,"column":19},"end":{"line":86,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1324¿MemberExpression¿computed¿1534¿¿¿¿{"start":{"line":86,"column":19},"end":{"line":86,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1325¿Identifier¿¿1534¿scssLintCodes¿¿¿{"start":{"line":86,"column":19},"end":{"line":86,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1326¿Identifier¿¿1534¿v136¿¿¿¿¿Identifier
1327¿VariableDeclarator¿¿1534¿v138¿¿¿{"start":{"line":86,"column":12},"end":{"line":86,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1328¿CallExpression¿¿1534¿¿¿¿{"start":{"line":86,"column":12},"end":{"line":86,"column":45},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿CallExpression
1329¿Identifier¿¿1534¿reject¿¿¿{"start":{"line":86,"column":12},"end":{"line":86,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1330¿Identifier¿¿1534¿v137¿¿¿¿¿Identifier
1331¿ExpressionStatement¿¿1534¿¿¿¿{"start":{"line":86,"column":12},"end":{"line":86,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿ExpressionStatement
1332¿Identifier¿¿1534¿v138¿¿¿¿¿Identifier
1333¿BlockStatement¿¿1534¿¿¿¿{"start":{"line":85,"column":17},"end":{"line":87,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1334¿BlockStatement¿¿1534¿¿¿¿{"start":{"line":82,"column":39},"end":{"line":88,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BlockStatement
1335¿VariableDeclarator¿¿1534¿v139¿¿¿{"start":{"line":88,"column":19},"end":{"line":88,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1336¿MemberExpression¿¿1534¿¿¿¿{"start":{"line":88,"column":19},"end":{"line":88,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1337¿Identifier¿¿1534¿error¿¿¿{"start":{"line":88,"column":19},"end":{"line":88,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1338¿Identifier¿¿1534¿code¿¿¿{"start":{"line":88,"column":25},"end":{"line":88,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1339¿IfStatement¿¿1534¿¿¿¿{"start":{"line":88,"column":15},"end":{"line":92,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿IfStatement
1340¿Identifier¿¿1534¿v139¿¿¿¿¿Identifier
1341¿VariableDeclarator¿¿1534¿v140¿¿¿{"start":{"line":89,"column":33},"end":{"line":89,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1342¿MemberExpression¿¿1534¿¿¿¿{"start":{"line":89,"column":33},"end":{"line":89,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿MemberExpression
1343¿Identifier¿¿1534¿error¿¿¿{"start":{"line":89,"column":33},"end":{"line":89,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1344¿Identifier¿¿1534¿code¿¿¿{"start":{"line":89,"column":39},"end":{"line":89,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1345¿VariableDeclarator¿¿1534¿v141¿¿¿{"start":{"line":89,"column":17},"end":{"line":89,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1346¿BinaryExpression¿+¿1534¿¿¿¿{"start":{"line":89,"column":17},"end":{"line":89,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BinaryExpression
1347¿Literal¿string¿1534¿¿'Error code '¿¿{"start":{"line":89,"column":17},"end":{"line":89,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1348¿Identifier¿¿1534¿v140¿¿¿¿¿Identifier
1349¿VariableDeclarator¿¿1534¿v142¿¿¿{"start":{"line":89,"column":17},"end":{"line":89,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1350¿BinaryExpression¿+¿1534¿¿¿¿{"start":{"line":89,"column":17},"end":{"line":89,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BinaryExpression
1351¿Identifier¿¿1534¿v141¿¿¿¿¿Identifier
1352¿Literal¿string¿1534¿¿'\n'¿¿{"start":{"line":89,"column":46},"end":{"line":89,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Literal
1353¿VariableDeclarator¿¿1534¿v143¿¿¿{"start":{"line":89,"column":17},"end":{"line":89,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
1354¿BinaryExpression¿+¿1534¿¿¿¿{"start":{"line":89,"column":17},"end":{"line":89,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿BinaryExpression
1355¿Identifier¿¿1534¿v142¿¿¿¿¿Identifier
1356¿Identifier¿¿1534¿error¿¿¿{"start":{"line":89,"column":53},"end":{"line":89,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿Identifier
1357¿VariableDeclarator¿¿1534¿v144¿¿¿{"start":{"line":89,"column":10},"end":{"line":89,"column":59},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/gulp-scss-lint/commands.js"}¿¿VariableDeclarator
