Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
4329¿Program¿¿-1¿¿¿¿{"start":{"line":8,"column":0},"end":{"line":1142,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Program
7113¿VariableDeclarator¿¿7731¿done¿¿¿{"start":{"line":991,"column":6},"end":{"line":991,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
7114¿Identifier¿¿7731¿callback¿¿¿{"start":{"line":991,"column":13},"end":{"line":991,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7115¿VariableDeclarator¿¿7731¿v685¿¿¿{"start":{"line":992,"column":24},"end":{"line":992,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
7116¿ObjectExpression¿¿7731¿¿¿¿{"start":{"line":992,"column":24},"end":{"line":992,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ObjectExpression
7117¿VariableDeclarator¿¿7731¿opts¿¿¿{"start":{"line":992,"column":6},"end":{"line":992,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
7118¿LogicalExpression¿||¿7731¿¿¿¿{"start":{"line":992,"column":13},"end":{"line":992,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿LogicalExpression
7119¿Identifier¿¿7731¿options¿¿¿{"start":{"line":992,"column":13},"end":{"line":992,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7120¿Identifier¿¿7731¿v685¿¿¿¿¿Identifier
7121¿VariableDeclarator¿¿7731¿req¿¿¿{"start":{"line":993,"column":6},"end":{"line":993,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
7122¿MemberExpression¿¿7731¿¿¿¿{"start":{"line":993,"column":12},"end":{"line":993,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
7123¿ThisExpression¿¿7731¿¿¿¿{"start":{"line":993,"column":12},"end":{"line":993,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ThisExpression
7124¿Identifier¿¿7731¿req¿¿¿{"start":{"line":993,"column":17},"end":{"line":993,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7125¿VariableDeclarator¿¿7731¿self¿¿¿{"start":{"line":994,"column":6},"end":{"line":994,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
7126¿ThisExpression¿¿7731¿¿¿¿{"start":{"line":994,"column":13},"end":{"line":994,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ThisExpression
7127¿VariableDeclarator¿¿7731¿v686¿¿¿{"start":{"line":997,"column":6},"end":{"line":997,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
7128¿UnaryExpression¿typeof¿7731¿¿¿¿{"start":{"line":997,"column":6},"end":{"line":997,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿UnaryExpression
7129¿Identifier¿¿7731¿options¿¿¿{"start":{"line":997,"column":13},"end":{"line":997,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7130¿VariableDeclarator¿¿7731¿v687¿¿¿{"start":{"line":997,"column":6},"end":{"line":997,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
7131¿BinaryExpression¿===¿7731¿¿¿¿{"start":{"line":997,"column":6},"end":{"line":997,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BinaryExpression
7132¿Identifier¿¿7731¿v686¿¿¿¿¿Identifier
7133¿Literal¿string¿7731¿¿'function'¿¿{"start":{"line":997,"column":25},"end":{"line":997,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
7134¿IfStatement¿¿7731¿¿¿¿{"start":{"line":997,"column":2},"end":{"line":1000,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿IfStatement
7135¿Identifier¿¿7731¿v687¿¿¿¿¿Identifier
7136¿ExpressionStatement¿¿7731¿¿¿¿{"start":{"line":998,"column":4},"end":{"line":998,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
7137¿AssignmentExpression¿=¿7731¿¿¿¿{"start":{"line":998,"column":4},"end":{"line":998,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
7138¿Identifier¿¿7731¿done¿¿¿{"start":{"line":998,"column":4},"end":{"line":998,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7139¿Identifier¿¿7731¿options¿¿¿{"start":{"line":998,"column":11},"end":{"line":998,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7140¿ExpressionStatement¿¿7731¿¿¿¿{"start":{"line":999,"column":4},"end":{"line":999,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
7141¿AssignmentExpression¿=¿7731¿¿¿¿{"start":{"line":999,"column":4},"end":{"line":999,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
7142¿Identifier¿¿7731¿opts¿¿¿{"start":{"line":999,"column":4},"end":{"line":999,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7143¿ObjectExpression¿¿7731¿¿¿¿¿¿ObjectExpression
7144¿BlockStatement¿¿7731¿¿¿¿{"start":{"line":997,"column":37},"end":{"line":1000,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BlockStatement
7145¿VariableDeclarator¿¿7731¿v688¿¿¿{"start":{"line":1003,"column":2},"end":{"line":1003,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
7146¿MemberExpression¿¿7731¿¿¿¿{"start":{"line":1003,"column":17},"end":{"line":1003,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
7147¿Identifier¿¿7731¿self¿¿¿{"start":{"line":1003,"column":17},"end":{"line":1003,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7148¿Identifier¿¿7731¿locals¿¿¿{"start":{"line":1003,"column":22},"end":{"line":1003,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7149¿ExpressionStatement¿¿7731¿¿¿¿{"start":{"line":1003,"column":2},"end":{"line":1003,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
7150¿AssignmentExpression¿=¿7731¿¿¿¿{"start":{"line":1003,"column":2},"end":{"line":1003,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
7151¿MemberExpression¿¿7731¿¿¿¿{"start":{"line":1003,"column":2},"end":{"line":1003,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
7152¿Identifier¿¿7731¿opts¿¿¿{"start":{"line":1003,"column":2},"end":{"line":1003,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7153¿Identifier¿¿7731¿_locals¿¿¿{"start":{"line":1003,"column":7},"end":{"line":1003,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7154¿Identifier¿¿7731¿v688¿¿¿¿¿Identifier
7155¿VariableDeclarator¿¿7731¿v691¿¿¿{"start":{"line":1006,"column":17},"end":{"line":1009,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
7156¿FunctionExpression¿¿7731¿anon¿¿¿{"start":{"line":1006,"column":17},"end":{"line":1009,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿FunctionExpression
7157¿Identifier¿¿0¿err¿¿¿{"start":{"line":1006,"column":27},"end":{"line":1006,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7158¿Identifier¿¿0¿str¿¿¿{"start":{"line":1006,"column":32},"end":{"line":1006,"column":35},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7159¿IfStatement¿¿7734¿¿¿¿{"start":{"line":1007,"column":4},"end":{"line":1007,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿IfStatement
7160¿Identifier¿¿7734¿err¿¿¿{"start":{"line":1007,"column":8},"end":{"line":1007,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7161¿VariableDeclarator¿¿7734¿v689¿¿¿{"start":{"line":1007,"column":20},"end":{"line":1007,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
7162¿CallExpression¿¿7734¿¿¿¿{"start":{"line":1007,"column":20},"end":{"line":1007,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
7163¿MemberExpression¿¿7734¿¿¿¿{"start":{"line":1007,"column":20},"end":{"line":1007,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
7164¿Identifier¿¿7734¿req¿¿¿{"start":{"line":1007,"column":20},"end":{"line":1007,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7165¿Identifier¿¿7734¿next¿¿¿{"start":{"line":1007,"column":24},"end":{"line":1007,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7166¿Identifier¿¿7734¿err¿¿¿{"start":{"line":1007,"column":29},"end":{"line":1007,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7167¿ReturnStatement¿¿7734¿¿¿¿{"start":{"line":1007,"column":13},"end":{"line":1007,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ReturnStatement
7168¿Identifier¿¿7734¿v689¿¿¿¿¿Identifier
7169¿BlockStatement¿¿7734¿¿¿¿¿¿BlockStatement
7170¿VariableDeclarator¿¿7734¿v690¿¿¿{"start":{"line":1008,"column":4},"end":{"line":1008,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
7171¿CallExpression¿¿7734¿¿¿¿{"start":{"line":1008,"column":4},"end":{"line":1008,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
7172¿MemberExpression¿¿7734¿¿¿¿{"start":{"line":1008,"column":4},"end":{"line":1008,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
7173¿Identifier¿¿7734¿self¿¿¿{"start":{"line":1008,"column":4},"end":{"line":1008,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7174¿Identifier¿¿7734¿send¿¿¿{"start":{"line":1008,"column":9},"end":{"line":1008,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7175¿Identifier¿¿7734¿str¿¿¿{"start":{"line":1008,"column":14},"end":{"line":1008,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7176¿ExpressionStatement¿¿7734¿¿¿¿{"start":{"line":1008,"column":4},"end":{"line":1008,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
7177¿Identifier¿¿7734¿v690¿¿¿¿¿Identifier
7178¿BlockStatement¿¿7734¿¿¿¿{"start":{"line":1006,"column":37},"end":{"line":1009,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BlockStatement
7179¿ExpressionStatement¿¿7731¿¿¿¿{"start":{"line":1006,"column":2},"end":{"line":1009,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
7180¿AssignmentExpression¿=¿7731¿¿¿¿{"start":{"line":1006,"column":2},"end":{"line":1009,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
7181¿Identifier¿¿7731¿done¿¿¿{"start":{"line":1006,"column":2},"end":{"line":1006,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7182¿LogicalExpression¿||¿7731¿¿¿¿{"start":{"line":1006,"column":9},"end":{"line":1009,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿LogicalExpression
7183¿Identifier¿¿7731¿done¿¿¿{"start":{"line":1006,"column":9},"end":{"line":1006,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7184¿Identifier¿¿7731¿v691¿¿¿¿¿Identifier
7185¿VariableDeclarator¿¿7731¿v692¿¿¿{"start":{"line":1012,"column":2},"end":{"line":1012,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
7186¿CallExpression¿¿7731¿¿¿¿{"start":{"line":1012,"column":2},"end":{"line":1012,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
7187¿MemberExpression¿¿7731¿¿¿¿{"start":{"line":1012,"column":2},"end":{"line":1012,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
7188¿Identifier¿¿7731¿app¿¿¿{"start":{"line":1012,"column":2},"end":{"line":1012,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7189¿Identifier¿¿7731¿render¿¿¿{"start":{"line":1012,"column":6},"end":{"line":1012,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7190¿Identifier¿¿7731¿view¿¿¿{"start":{"line":1012,"column":13},"end":{"line":1012,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7191¿Identifier¿¿7731¿opts¿¿¿{"start":{"line":1012,"column":19},"end":{"line":1012,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7192¿Identifier¿¿7731¿done¿¿¿{"start":{"line":1012,"column":25},"end":{"line":1012,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7193¿ExpressionStatement¿¿7731¿¿¿¿{"start":{"line":1012,"column":2},"end":{"line":1012,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
7194¿Identifier¿¿7731¿v692¿¿¿¿¿Identifier
7195¿BlockStatement¿¿7731¿¿¿¿{"start":{"line":989,"column":54},"end":{"line":1013,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BlockStatement
7196¿ExpressionStatement¿¿7601¿¿¿¿{"start":{"line":989,"column":0},"end":{"line":1013,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
7197¿AssignmentExpression¿=¿7601¿¿¿¿{"start":{"line":989,"column":0},"end":{"line":1013,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
7198¿MemberExpression¿¿7601¿¿¿¿{"start":{"line":989,"column":0},"end":{"line":989,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
7199¿Identifier¿¿7601¿res¿¿¿{"start":{"line":989,"column":0},"end":{"line":989,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7200¿Identifier¿¿7601¿render¿¿¿{"start":{"line":989,"column":4},"end":{"line":989,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7201¿Identifier¿¿7601¿render¿¿¿¿¿Identifier
7202¿VariableDeclarator¿¿7601¿sendfile¿¿¿{"start":{"line":1016,"column":0},"end":{"line":1104,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
7203¿FunctionExpression¿¿7601¿anon¿¿¿{"start":{"line":1016,"column":0},"end":{"line":1104,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿FunctionExpression
7204¿Identifier¿¿0¿res¿¿¿{"start":{"line":1016,"column":18},"end":{"line":1016,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7205¿Identifier¿¿0¿file¿¿¿{"start":{"line":1016,"column":23},"end":{"line":1016,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7206¿Identifier¿¿0¿options¿¿¿{"start":{"line":1016,"column":29},"end":{"line":1016,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7207¿Identifier¿¿0¿callback¿¿¿{"start":{"line":1016,"column":38},"end":{"line":1016,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7208¿VariableDeclarator¿¿7737¿done¿¿¿{"start":{"line":1017,"column":6},"end":{"line":1017,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
7209¿Literal¿boolean¿7737¿¿false¿¿{"start":{"line":1017,"column":13},"end":{"line":1017,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
7210¿VariableDeclarator¿¿7737¿streaming¿¿¿{"start":{"line":1018,"column":6},"end":{"line":1018,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
7211¿VariableDeclarator¿¿7737¿onaborted¿¿¿{"start":{"line":1021,"column":2},"end":{"line":1028,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
7212¿FunctionExpression¿¿7737¿anon¿¿¿{"start":{"line":1021,"column":2},"end":{"line":1028,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿FunctionExpression
7213¿IfStatement¿¿7739¿¿¿¿{"start":{"line":1022,"column":4},"end":{"line":1022,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿IfStatement
7214¿Identifier¿¿7739¿done¿¿¿{"start":{"line":1022,"column":8},"end":{"line":1022,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7215¿ReturnStatement¿¿7739¿¿¿¿{"start":{"line":1022,"column":14},"end":{"line":1022,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ReturnStatement
7216¿BlockStatement¿¿7739¿¿¿¿¿¿BlockStatement
7217¿ExpressionStatement¿¿7739¿¿¿¿{"start":{"line":1023,"column":4},"end":{"line":1023,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
7218¿AssignmentExpression¿=¿7739¿¿¿¿{"start":{"line":1023,"column":4},"end":{"line":1023,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
7219¿Identifier¿¿7739¿done¿¿¿{"start":{"line":1023,"column":4},"end":{"line":1023,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7220¿Literal¿boolean¿7739¿¿true¿¿{"start":{"line":1023,"column":11},"end":{"line":1023,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
7221¿VariableDeclarator¿¿7739¿err¿¿¿{"start":{"line":1025,"column":8},"end":{"line":1025,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
7222¿NewExpression¿¿7739¿¿¿¿{"start":{"line":1025,"column":14},"end":{"line":1025,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿NewExpression
7223¿Identifier¿¿7739¿Error¿¿¿{"start":{"line":1025,"column":18},"end":{"line":1025,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7224¿Literal¿string¿7739¿¿'Request aborted'¿¿{"start":{"line":1025,"column":24},"end":{"line":1025,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
7225¿ExpressionStatement¿¿7739¿¿¿¿{"start":{"line":1026,"column":4},"end":{"line":1026,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
7226¿AssignmentExpression¿=¿7739¿¿¿¿{"start":{"line":1026,"column":4},"end":{"line":1026,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿AssignmentExpression
7227¿MemberExpression¿¿7739¿¿¿¿{"start":{"line":1026,"column":4},"end":{"line":1026,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿MemberExpression
7228¿Identifier¿¿7739¿err¿¿¿{"start":{"line":1026,"column":4},"end":{"line":1026,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7229¿Identifier¿¿7739¿code¿¿¿{"start":{"line":1026,"column":8},"end":{"line":1026,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7230¿Literal¿string¿7739¿¿'ECONNABORTED'¿¿{"start":{"line":1026,"column":15},"end":{"line":1026,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Literal
7231¿VariableDeclarator¿¿7739¿v693¿¿¿{"start":{"line":1027,"column":4},"end":{"line":1027,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
7232¿CallExpression¿¿7739¿¿¿¿{"start":{"line":1027,"column":4},"end":{"line":1027,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿CallExpression
7233¿Identifier¿¿7739¿callback¿¿¿{"start":{"line":1027,"column":4},"end":{"line":1027,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7234¿Identifier¿¿7739¿err¿¿¿{"start":{"line":1027,"column":13},"end":{"line":1027,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
7235¿ExpressionStatement¿¿7739¿¿¿¿{"start":{"line":1027,"column":4},"end":{"line":1027,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿ExpressionStatement
7236¿Identifier¿¿7739¿v693¿¿¿¿¿Identifier
7237¿BlockStatement¿¿7739¿¿¿¿{"start":{"line":1021,"column":23},"end":{"line":1028,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿BlockStatement
7238¿VariableDeclarator¿¿7737¿ondirectory¿¿¿{"start":{"line":1031,"column":2},"end":{"line":1038,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿VariableDeclarator
7239¿FunctionExpression¿¿7737¿anon¿¿¿{"start":{"line":1031,"column":2},"end":{"line":1038,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿FunctionExpression
7240¿IfStatement¿¿7742¿¿¿¿{"start":{"line":1032,"column":4},"end":{"line":1032,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿IfStatement
7241¿Identifier¿¿7742¿done¿¿¿{"start":{"line":1032,"column":8},"end":{"line":1032,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/express/response.js"}¿¿Identifier
