Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
1007¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":95,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Program
1400¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1401¿Identifier¿¿1734¿compile¿¿¿{"start":{"line":50,"column":6},"end":{"line":50,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1402¿Identifier¿¿1734¿on¿¿¿{"start":{"line":50,"column":14},"end":{"line":50,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1403¿Literal¿string¿1734¿¿'close'¿¿{"start":{"line":50,"column":17},"end":{"line":50,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1404¿Identifier¿¿1734¿v155¿¿¿¿¿Identifier
1405¿ExpressionStatement¿¿1734¿¿¿¿{"start":{"line":50,"column":6},"end":{"line":56,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1406¿Identifier¿¿1734¿v156¿¿¿¿¿Identifier
1407¿VariableDeclarator¿¿1734¿v157¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1408¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1409¿Identifier¿¿1734¿compile¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1410¿Identifier¿¿1734¿stderr¿¿¿{"start":{"line":57,"column":14},"end":{"line":57,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1411¿VariableDeclarator¿¿1734¿v160¿¿¿{"start":{"line":57,"column":32},"end":{"line":59,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1412¿FunctionExpression¿¿1734¿anon¿¿¿{"start":{"line":57,"column":32},"end":{"line":59,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿FunctionExpression
1413¿Identifier¿¿0¿data¿¿¿{"start":{"line":57,"column":42},"end":{"line":57,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1414¿VariableDeclarator¿¿1738¿v158¿¿¿{"start":{"line":58,"column":20},"end":{"line":58,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1415¿BinaryExpression¿+¿1738¿¿¿¿{"start":{"line":58,"column":20},"end":{"line":58,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BinaryExpression
1416¿Literal¿string¿1738¿¿''¿¿{"start":{"line":58,"column":20},"end":{"line":58,"column":22},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1417¿Identifier¿¿1738¿data¿¿¿{"start":{"line":58,"column":25},"end":{"line":58,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1418¿VariableDeclarator¿¿1738¿v159¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1419¿CallExpression¿¿1738¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1420¿MemberExpression¿¿1738¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1421¿Identifier¿¿1738¿console¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1422¿Identifier¿¿1738¿log¿¿¿{"start":{"line":58,"column":16},"end":{"line":58,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1423¿Identifier¿¿1738¿v158¿¿¿¿¿Identifier
1424¿ExpressionStatement¿¿1738¿¿¿¿{"start":{"line":58,"column":8},"end":{"line":58,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1425¿Identifier¿¿1738¿v159¿¿¿¿¿Identifier
1426¿BlockStatement¿¿1738¿¿¿¿{"start":{"line":57,"column":48},"end":{"line":59,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BlockStatement
1427¿VariableDeclarator¿¿1734¿v161¿¿¿{"start":{"line":57,"column":6},"end":{"line":59,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1428¿CallExpression¿¿1734¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":59,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1429¿MemberExpression¿¿1734¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":57,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1430¿Identifier¿¿1734¿v157¿¿¿¿¿Identifier
1431¿Identifier¿¿1734¿on¿¿¿{"start":{"line":57,"column":21},"end":{"line":57,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1432¿Literal¿string¿1734¿¿'data'¿¿{"start":{"line":57,"column":24},"end":{"line":57,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1433¿Identifier¿¿1734¿v160¿¿¿¿¿Identifier
1434¿ExpressionStatement¿¿1734¿¿¿¿{"start":{"line":57,"column":6},"end":{"line":59,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1435¿Identifier¿¿1734¿v161¿¿¿¿¿Identifier
1436¿BlockStatement¿¿1734¿¿¿¿{"start":{"line":47,"column":30},"end":{"line":60,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BlockStatement
1437¿VariableDeclarator¿¿1719¿v196¿¿¿{"start":{"line":62,"column":12},"end":{"line":93,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1438¿FunctionExpression¿¿1719¿anon¿¿¿{"start":{"line":62,"column":12},"end":{"line":93,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿FunctionExpression
1439¿Identifier¿¿0¿callback¿¿¿{"start":{"line":62,"column":21},"end":{"line":62,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1440¿VariableDeclarator¿¿1740¿copyBibliography¿¿¿{"start":{"line":63,"column":6},"end":{"line":69,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1441¿FunctionExpression¿¿1740¿anon¿¿¿{"start":{"line":63,"column":6},"end":{"line":69,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿FunctionExpression
1442¿Identifier¿¿0¿cb¿¿¿{"start":{"line":63,"column":32},"end":{"line":63,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1443¿VariableDeclarator¿¿1742¿v163¿¿¿{"start":{"line":64,"column":28},"end":{"line":64,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1444¿CallExpression¿¿1742¿¿¿¿{"start":{"line":64,"column":28},"end":{"line":64,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1445¿MemberExpression¿¿1742¿¿¿¿{"start":{"line":64,"column":28},"end":{"line":64,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1446¿Identifier¿¿1742¿chalk¿¿¿{"start":{"line":64,"column":28},"end":{"line":64,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1447¿Identifier¿¿1742¿magenta¿¿¿{"start":{"line":64,"column":34},"end":{"line":64,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1448¿Literal¿string¿1742¿¿'cp references.bib'¿¿{"start":{"line":64,"column":42},"end":{"line":64,"column":61},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1449¿VariableDeclarator¿¿1742¿v164¿¿¿{"start":{"line":64,"column":20},"end":{"line":64,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1450¿BinaryExpression¿+¿1742¿¿¿¿{"start":{"line":64,"column":20},"end":{"line":64,"column":62},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BinaryExpression
1451¿Literal¿string¿1742¿¿'...'¿¿{"start":{"line":64,"column":20},"end":{"line":64,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1452¿Identifier¿¿1742¿v163¿¿¿¿¿Identifier
1453¿VariableDeclarator¿¿1742¿v165¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1454¿CallExpression¿¿1742¿¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":63},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1455¿MemberExpression¿¿1742¿¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1456¿Identifier¿¿1742¿console¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1457¿Identifier¿¿1742¿log¿¿¿{"start":{"line":64,"column":16},"end":{"line":64,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1458¿Identifier¿¿1742¿v164¿¿¿¿¿Identifier
1459¿ExpressionStatement¿¿1742¿¿¿¿{"start":{"line":64,"column":8},"end":{"line":64,"column":64},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1460¿Identifier¿¿1742¿v165¿¿¿¿¿Identifier
1461¿VariableDeclarator¿¿1742¿v166¿¿¿{"start":{"line":65,"column":49},"end":{"line":65,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1462¿MemberExpression¿¿1742¿¿¿¿{"start":{"line":65,"column":49},"end":{"line":65,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1463¿Identifier¿¿1742¿config¿¿¿{"start":{"line":65,"column":49},"end":{"line":65,"column":55},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1464¿Identifier¿¿1742¿tmpFolder¿¿¿{"start":{"line":65,"column":56},"end":{"line":65,"column":65},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1465¿VariableDeclarator¿¿1742¿v167¿¿¿{"start":{"line":65,"column":39},"end":{"line":65,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1466¿CallExpression¿¿1742¿¿¿¿{"start":{"line":65,"column":39},"end":{"line":65,"column":84},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1467¿MemberExpression¿¿1742¿¿¿¿{"start":{"line":65,"column":39},"end":{"line":65,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1468¿Identifier¿¿1742¿path¿¿¿{"start":{"line":65,"column":39},"end":{"line":65,"column":43},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1469¿Identifier¿¿1742¿join¿¿¿{"start":{"line":65,"column":44},"end":{"line":65,"column":48},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1470¿Identifier¿¿1742¿v166¿¿¿¿¿Identifier
1471¿Literal¿string¿1742¿¿'references.bib'¿¿{"start":{"line":65,"column":67},"end":{"line":65,"column":83},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1472¿VariableDeclarator¿¿1742¿out¿¿¿{"start":{"line":65,"column":12},"end":{"line":65,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1473¿CallExpression¿¿1742¿¿¿¿{"start":{"line":65,"column":18},"end":{"line":65,"column":85},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1474¿MemberExpression¿¿1742¿¿¿¿{"start":{"line":65,"column":18},"end":{"line":65,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1475¿Identifier¿¿1742¿fs¿¿¿{"start":{"line":65,"column":18},"end":{"line":65,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1476¿Identifier¿¿1742¿createWriteStream¿¿¿{"start":{"line":65,"column":21},"end":{"line":65,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1477¿Identifier¿¿1742¿v167¿¿¿¿¿Identifier
1478¿VariableDeclarator¿¿1742¿v168¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1479¿CallExpression¿¿1742¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":28},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1480¿MemberExpression¿¿1742¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1481¿Identifier¿¿1742¿out¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1482¿Identifier¿¿1742¿on¿¿¿{"start":{"line":66,"column":12},"end":{"line":66,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1483¿Literal¿string¿1742¿¿'finish'¿¿{"start":{"line":66,"column":15},"end":{"line":66,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1484¿Identifier¿¿1742¿cb¿¿¿{"start":{"line":66,"column":25},"end":{"line":66,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1485¿ExpressionStatement¿¿1742¿¿¿¿{"start":{"line":66,"column":8},"end":{"line":66,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1486¿Identifier¿¿1742¿v168¿¿¿¿¿Identifier
1487¿VariableDeclarator¿¿1742¿v169¿¿¿{"start":{"line":67,"column":38},"end":{"line":67,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1488¿MemberExpression¿¿1742¿¿¿¿{"start":{"line":67,"column":38},"end":{"line":67,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1489¿Identifier¿¿1742¿config¿¿¿{"start":{"line":67,"column":38},"end":{"line":67,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1490¿Identifier¿¿1742¿contentFolder¿¿¿{"start":{"line":67,"column":45},"end":{"line":67,"column":58},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1491¿VariableDeclarator¿¿1742¿v170¿¿¿{"start":{"line":67,"column":28},"end":{"line":67,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1492¿CallExpression¿¿1742¿¿¿¿{"start":{"line":67,"column":28},"end":{"line":67,"column":77},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1493¿MemberExpression¿¿1742¿¿¿¿{"start":{"line":67,"column":28},"end":{"line":67,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1494¿Identifier¿¿1742¿path¿¿¿{"start":{"line":67,"column":28},"end":{"line":67,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1495¿Identifier¿¿1742¿join¿¿¿{"start":{"line":67,"column":33},"end":{"line":67,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1496¿Identifier¿¿1742¿v169¿¿¿¿¿Identifier
1497¿Literal¿string¿1742¿¿'references.bib'¿¿{"start":{"line":67,"column":60},"end":{"line":67,"column":76},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1498¿VariableDeclarator¿¿1742¿v171¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1499¿CallExpression¿¿1742¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":78},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1500¿MemberExpression¿¿1742¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1501¿Identifier¿¿1742¿fs¿¿¿{"start":{"line":67,"column":8},"end":{"line":67,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1502¿Identifier¿¿1742¿createReadStream¿¿¿{"start":{"line":67,"column":11},"end":{"line":67,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1503¿Identifier¿¿1742¿v170¿¿¿¿¿Identifier
1504¿VariableDeclarator¿¿1742¿v172¿¿¿{"start":{"line":67,"column":8},"end":{"line":68,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1505¿CallExpression¿¿1742¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":68,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1506¿MemberExpression¿¿1742¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":68,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1507¿Identifier¿¿1742¿v171¿¿¿¿¿Identifier
1508¿Identifier¿¿1742¿pipe¿¿¿{"start":{"line":68,"column":11},"end":{"line":68,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1509¿Identifier¿¿1742¿out¿¿¿{"start":{"line":68,"column":16},"end":{"line":68,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1510¿ExpressionStatement¿¿1742¿¿¿¿{"start":{"line":67,"column":8},"end":{"line":68,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿ExpressionStatement
1511¿Identifier¿¿1742¿v172¿¿¿¿¿Identifier
1512¿BlockStatement¿¿1742¿¿¿¿{"start":{"line":63,"column":36},"end":{"line":69,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BlockStatement
1513¿EmptyStatement¿¿1740¿¿¿¿{"start":{"line":69,"column":7},"end":{"line":69,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿EmptyStatement
1514¿VariableDeclarator¿¿1740¿latex¿¿¿{"start":{"line":70,"column":6},"end":{"line":76,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1515¿FunctionExpression¿¿1740¿anon¿¿¿{"start":{"line":70,"column":6},"end":{"line":76,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿FunctionExpression
1516¿Identifier¿¿0¿cb¿¿¿{"start":{"line":70,"column":21},"end":{"line":70,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1517¿VariableDeclarator¿¿1744¿v173¿¿¿{"start":{"line":71,"column":28},"end":{"line":71,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1518¿CallExpression¿¿1744¿¿¿¿{"start":{"line":71,"column":28},"end":{"line":71,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1519¿MemberExpression¿¿1744¿¿¿¿{"start":{"line":71,"column":28},"end":{"line":71,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1520¿Identifier¿¿1744¿chalk¿¿¿{"start":{"line":71,"column":28},"end":{"line":71,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1521¿Identifier¿¿1744¿magenta¿¿¿{"start":{"line":71,"column":34},"end":{"line":71,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1522¿Literal¿string¿1744¿¿'LaTeX'¿¿{"start":{"line":71,"column":42},"end":{"line":71,"column":49},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1523¿VariableDeclarator¿¿1744¿v174¿¿¿{"start":{"line":71,"column":20},"end":{"line":71,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1524¿BinaryExpression¿+¿1744¿¿¿¿{"start":{"line":71,"column":20},"end":{"line":71,"column":50},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿BinaryExpression
1525¿Literal¿string¿1744¿¿'...'¿¿{"start":{"line":71,"column":20},"end":{"line":71,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Literal
1526¿Identifier¿¿1744¿v173¿¿¿¿¿Identifier
1527¿VariableDeclarator¿¿1744¿v175¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿VariableDeclarator
1528¿CallExpression¿¿1744¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":51},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿CallExpression
1529¿MemberExpression¿¿1744¿¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿MemberExpression
1530¿Identifier¿¿1744¿console¿¿¿{"start":{"line":71,"column":8},"end":{"line":71,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1531¿Identifier¿¿1744¿log¿¿¿{"start":{"line":71,"column":16},"end":{"line":71,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/github/writex/tasks.js"}¿¿Identifier
1532¿Identifier¿¿1744¿v174¿¿¿¿¿Identifier
