Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
753¿Program¿¿-1¿¿¿¿{"start":{"line":1,"column":0},"end":{"line":90,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Program
1141¿MemberExpression¿¿1316¿¿¿¿{"start":{"line":71,"column":10},"end":{"line":71,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1142¿Identifier¿¿1316¿menu¿¿¿{"start":{"line":71,"column":10},"end":{"line":71,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1143¿Identifier¿¿1316¿close¿¿¿{"start":{"line":71,"column":15},"end":{"line":71,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1144¿ExpressionStatement¿¿1316¿¿¿¿{"start":{"line":71,"column":10},"end":{"line":71,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1145¿Identifier¿¿1316¿v129¿¿¿¿¿Identifier
1146¿VariableDeclarator¿¿1316¿v130¿¿¿{"start":{"line":72,"column":21},"end":{"line":72,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1147¿CallExpression¿¿1316¿¿¿¿{"start":{"line":72,"column":21},"end":{"line":72,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1148¿MemberExpression¿¿1316¿¿¿¿{"start":{"line":72,"column":21},"end":{"line":72,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1149¿Identifier¿¿1316¿label¿¿¿{"start":{"line":72,"column":21},"end":{"line":72,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1150¿Identifier¿¿1316¿split¿¿¿{"start":{"line":72,"column":27},"end":{"line":72,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1151¿Literal¿string¿1316¿¿' '¿¿{"start":{"line":72,"column":33},"end":{"line":72,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Literal
1152¿VariableDeclarator¿¿1316¿v131¿¿¿{"start":{"line":72,"column":21},"end":{"line":72,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1153¿MemberExpression¿computed¿1316¿¿¿¿{"start":{"line":72,"column":21},"end":{"line":72,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1154¿Identifier¿¿1316¿v130¿¿¿¿¿Identifier
1155¿Literal¿number¿1316¿¿0¿¿{"start":{"line":72,"column":38},"end":{"line":72,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Literal
1156¿VariableDeclarator¿¿1316¿v132¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1157¿CallExpression¿¿1316¿¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1158¿MemberExpression¿¿1316¿¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1159¿ThisExpression¿¿1316¿¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ThisExpression
1160¿Identifier¿¿1316¿fetch¿¿¿{"start":{"line":72,"column":15},"end":{"line":72,"column":20},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1161¿Identifier¿¿1316¿v131¿¿¿¿¿Identifier
1162¿ExpressionStatement¿¿1316¿¿¿¿{"start":{"line":72,"column":10},"end":{"line":72,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1163¿Identifier¿¿1316¿v132¿¿¿¿¿Identifier
1164¿BlockStatement¿¿1316¿¿¿¿{"start":{"line":70,"column":35},"end":{"line":73,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿BlockStatement
1165¿VariableDeclarator¿¿1312¿v134¿¿¿{"start":{"line":70,"column":8},"end":{"line":73,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1166¿CallExpression¿¿1312¿¿¿¿{"start":{"line":70,"column":8},"end":{"line":73,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1167¿MemberExpression¿¿1312¿¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1168¿Identifier¿¿1312¿menu¿¿¿{"start":{"line":70,"column":8},"end":{"line":70,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1169¿Identifier¿¿1312¿on¿¿¿{"start":{"line":70,"column":13},"end":{"line":70,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1170¿Literal¿string¿1312¿¿'select'¿¿{"start":{"line":70,"column":16},"end":{"line":70,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Literal
1171¿Identifier¿¿1312¿v133¿¿¿¿¿Identifier
1172¿ExpressionStatement¿¿1312¿¿¿¿{"start":{"line":70,"column":8},"end":{"line":73,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1173¿Identifier¿¿1312¿v134¿¿¿¿¿Identifier
1174¿VariableDeclarator¿¿1312¿v135¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1175¿MemberExpression¿¿1312¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1176¿Identifier¿¿1312¿process¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1177¿Identifier¿¿1312¿stdin¿¿¿{"start":{"line":74,"column":16},"end":{"line":74,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1178¿VariableDeclarator¿¿1312¿v136¿¿¿{"start":{"line":74,"column":27},"end":{"line":74,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1179¿CallExpression¿¿1312¿¿¿¿{"start":{"line":74,"column":27},"end":{"line":74,"column":46},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1180¿MemberExpression¿¿1312¿¿¿¿{"start":{"line":74,"column":27},"end":{"line":74,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1181¿Identifier¿¿1312¿menu¿¿¿{"start":{"line":74,"column":27},"end":{"line":74,"column":31},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1182¿Identifier¿¿1312¿createStream¿¿¿{"start":{"line":74,"column":32},"end":{"line":74,"column":44},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1183¿VariableDeclarator¿¿1312¿v137¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1184¿CallExpression¿¿1312¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":47},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1185¿MemberExpression¿¿1312¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1186¿Identifier¿¿1312¿v135¿¿¿¿¿Identifier
1187¿Identifier¿¿1312¿pipe¿¿¿{"start":{"line":74,"column":22},"end":{"line":74,"column":26},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1188¿Identifier¿¿1312¿v136¿¿¿¿¿Identifier
1189¿VariableDeclarator¿¿1312¿v138¿¿¿{"start":{"line":74,"column":53},"end":{"line":74,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1190¿MemberExpression¿¿1312¿¿¿¿{"start":{"line":74,"column":53},"end":{"line":74,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1191¿Identifier¿¿1312¿process¿¿¿{"start":{"line":74,"column":53},"end":{"line":74,"column":60},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1192¿Identifier¿¿1312¿stdout¿¿¿{"start":{"line":74,"column":61},"end":{"line":74,"column":67},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1193¿VariableDeclarator¿¿1312¿v139¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1194¿CallExpression¿¿1312¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":68},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1195¿MemberExpression¿¿1312¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1196¿Identifier¿¿1312¿v137¿¿¿¿¿Identifier
1197¿Identifier¿¿1312¿pipe¿¿¿{"start":{"line":74,"column":48},"end":{"line":74,"column":52},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1198¿Identifier¿¿1312¿v138¿¿¿¿¿Identifier
1199¿ExpressionStatement¿¿1312¿¿¿¿{"start":{"line":74,"column":8},"end":{"line":74,"column":69},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1200¿Identifier¿¿1312¿v139¿¿¿¿¿Identifier
1201¿VariableDeclarator¿¿1312¿v140¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1202¿MemberExpression¿¿1312¿¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1203¿Identifier¿¿1312¿process¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1204¿Identifier¿¿1312¿stdin¿¿¿{"start":{"line":76,"column":16},"end":{"line":76,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1205¿VariableDeclarator¿¿1312¿v141¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1206¿CallExpression¿¿1312¿¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":38},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1207¿MemberExpression¿¿1312¿¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1208¿Identifier¿¿1312¿v140¿¿¿¿¿Identifier
1209¿Identifier¿¿1312¿setRawMode¿¿¿{"start":{"line":76,"column":22},"end":{"line":76,"column":32},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1210¿Literal¿boolean¿1312¿¿true¿¿{"start":{"line":76,"column":33},"end":{"line":76,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Literal
1211¿ExpressionStatement¿¿1312¿¿¿¿{"start":{"line":76,"column":8},"end":{"line":76,"column":39},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1212¿Identifier¿¿1312¿v141¿¿¿¿¿Identifier
1213¿VariableDeclarator¿¿1312¿v146¿¿¿{"start":{"line":77,"column":25},"end":{"line":80,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1214¿ArrowFunctionExpression¿¿1312¿¿¿¿{"start":{"line":77,"column":25},"end":{"line":80,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ArrowFunctionExpression
1215¿VariableDeclarator¿¿1318¿v142¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1216¿MemberExpression¿¿1318¿¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1217¿Identifier¿¿1318¿process¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1218¿Identifier¿¿1318¿stdin¿¿¿{"start":{"line":78,"column":18},"end":{"line":78,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1219¿VariableDeclarator¿¿1318¿v143¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1220¿CallExpression¿¿1318¿¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1221¿MemberExpression¿¿1318¿¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1222¿Identifier¿¿1318¿v142¿¿¿¿¿Identifier
1223¿Identifier¿¿1318¿setRawMode¿¿¿{"start":{"line":78,"column":24},"end":{"line":78,"column":34},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1224¿Literal¿boolean¿1318¿¿false¿¿{"start":{"line":78,"column":35},"end":{"line":78,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Literal
1225¿ExpressionStatement¿¿1318¿¿¿¿{"start":{"line":78,"column":10},"end":{"line":78,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1226¿Identifier¿¿1318¿v143¿¿¿¿¿Identifier
1227¿VariableDeclarator¿¿1318¿v144¿¿¿{"start":{"line":79,"column":10},"end":{"line":79,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1228¿MemberExpression¿¿1318¿¿¿¿{"start":{"line":79,"column":10},"end":{"line":79,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1229¿Identifier¿¿1318¿process¿¿¿{"start":{"line":79,"column":10},"end":{"line":79,"column":17},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1230¿Identifier¿¿1318¿stdin¿¿¿{"start":{"line":79,"column":18},"end":{"line":79,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1231¿VariableDeclarator¿¿1318¿v145¿¿¿{"start":{"line":79,"column":10},"end":{"line":79,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1232¿CallExpression¿¿1318¿¿¿¿{"start":{"line":79,"column":10},"end":{"line":79,"column":29},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1233¿MemberExpression¿¿1318¿¿¿¿{"start":{"line":79,"column":10},"end":{"line":79,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1234¿Identifier¿¿1318¿v144¿¿¿¿¿Identifier
1235¿Identifier¿¿1318¿end¿¿¿{"start":{"line":79,"column":24},"end":{"line":79,"column":27},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1236¿ExpressionStatement¿¿1318¿¿¿¿{"start":{"line":79,"column":10},"end":{"line":79,"column":30},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1237¿Identifier¿¿1318¿v145¿¿¿¿¿Identifier
1238¿BlockStatement¿¿1318¿¿¿¿{"start":{"line":77,"column":31},"end":{"line":80,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿BlockStatement
1239¿VariableDeclarator¿¿1312¿v147¿¿¿{"start":{"line":77,"column":8},"end":{"line":80,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1240¿CallExpression¿¿1312¿¿¿¿{"start":{"line":77,"column":8},"end":{"line":80,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1241¿MemberExpression¿¿1312¿¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1242¿Identifier¿¿1312¿menu¿¿¿{"start":{"line":77,"column":8},"end":{"line":77,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1243¿Identifier¿¿1312¿on¿¿¿{"start":{"line":77,"column":13},"end":{"line":77,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1244¿Literal¿string¿1312¿¿'close'¿¿{"start":{"line":77,"column":16},"end":{"line":77,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Literal
1245¿Identifier¿¿1312¿v146¿¿¿¿¿Identifier
1246¿ExpressionStatement¿¿1312¿¿¿¿{"start":{"line":77,"column":8},"end":{"line":80,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1247¿Identifier¿¿1312¿v147¿¿¿¿¿Identifier
1248¿BlockStatement¿¿1312¿¿¿¿{"start":{"line":52,"column":23},"end":{"line":81,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿BlockStatement
1249¿VariableDeclarator¿¿1310¿v149¿¿¿{"start":{"line":51,"column":4},"end":{"line":81,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1250¿CallExpression¿¿1310¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":81,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1251¿MemberExpression¿¿1310¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":52,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1252¿Identifier¿¿1310¿v109¿¿¿¿¿Identifier
1253¿Identifier¿¿1310¿then¿¿¿{"start":{"line":52,"column":7},"end":{"line":52,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1254¿Identifier¿¿1310¿v148¿¿¿¿¿Identifier
1255¿VariableDeclarator¿¿1310¿v151¿¿¿{"start":{"line":82,"column":13},"end":{"line":86,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1256¿ArrowFunctionExpression¿¿1310¿¿¿¿{"start":{"line":82,"column":13},"end":{"line":86,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ArrowFunctionExpression
1257¿Identifier¿¿0¿err¿¿¿{"start":{"line":82,"column":13},"end":{"line":82,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1258¿VariableDeclarator¿¿1320¿v150¿¿¿{"start":{"line":83,"column":8},"end":{"line":85,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1259¿CallExpression¿¿1320¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":85,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1260¿MemberExpression¿¿1320¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1261¿Identifier¿¿1320¿console¿¿¿{"start":{"line":83,"column":8},"end":{"line":83,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1262¿Identifier¿¿1320¿log¿¿¿{"start":{"line":83,"column":16},"end":{"line":83,"column":19},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1263¿Literal¿string¿1320¿¿'Error: could not display pull requests. Please make sure this is a valid repository.'¿¿{"start":{"line":84,"column":10},"end":{"line":84,"column":96},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Literal
1264¿ExpressionStatement¿¿1320¿¿¿¿{"start":{"line":83,"column":8},"end":{"line":85,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1265¿Identifier¿¿1320¿v150¿¿¿¿¿Identifier
1266¿BlockStatement¿¿1320¿¿¿¿{"start":{"line":82,"column":20},"end":{"line":86,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿BlockStatement
1267¿VariableDeclarator¿¿1310¿v152¿¿¿{"start":{"line":51,"column":4},"end":{"line":86,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿VariableDeclarator
1268¿CallExpression¿¿1310¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":86,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿CallExpression
1269¿MemberExpression¿¿1310¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":82,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿MemberExpression
1270¿Identifier¿¿1310¿v149¿¿¿¿¿Identifier
1271¿Identifier¿¿1310¿catch¿¿¿{"start":{"line":82,"column":7},"end":{"line":82,"column":12},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿Identifier
1272¿Identifier¿¿1310¿v151¿¿¿¿¿Identifier
1273¿ExpressionStatement¿¿1310¿¿¿¿{"start":{"line":51,"column":4},"end":{"line":86,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿ExpressionStatement
1274¿Identifier¿¿1310¿v152¿¿¿¿¿Identifier
1275¿BlockStatement¿¿1310¿¿¿¿{"start":{"line":50,"column":12},"end":{"line":87,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/command-injection/vulcan/pullit/index.js"}¿¿BlockStatement
