Id:ID¿Type¿SubType¿FunctionContext¿IdentifierName¿Raw¿InternalStructure¿Location¿Code¿Label:LABEL
635¿Program¿¿-1¿¿¿¿{"start":{"line":18,"column":0},"end":{"line":131,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Program
1028¿Identifier¿¿1116¿baseUrl¿¿¿{"start":{"line":115,"column":11},"end":{"line":115,"column":18},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1029¿Literal¿string¿1116¿¿'/int/documentation/'¿¿{"start":{"line":115,"column":21},"end":{"line":115,"column":42},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
1030¿ExpressionStatement¿¿1116¿¿¿¿{"start":{"line":116,"column":6},"end":{"line":116,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
1031¿AssignmentExpression¿=¿1116¿¿¿¿{"start":{"line":116,"column":6},"end":{"line":116,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿AssignmentExpression
1032¿MemberExpression¿¿1116¿¿¿¿{"start":{"line":116,"column":6},"end":{"line":116,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
1033¿Identifier¿¿1116¿resp¿¿¿{"start":{"line":116,"column":6},"end":{"line":116,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1034¿Identifier¿¿1116¿error¿¿¿{"start":{"line":116,"column":11},"end":{"line":116,"column":16},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1035¿Literal¿boolean¿1116¿¿false¿¿{"start":{"line":116,"column":19},"end":{"line":116,"column":24},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
1036¿BlockStatement¿¿1116¿¿¿¿{"start":{"line":113,"column":9},"end":{"line":117,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BlockStatement
1037¿CatchClause¿¿1116¿¿¿¿{"start":{"line":117,"column":7},"end":{"line":120,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CatchClause
1038¿VariableDeclarator¿¿1116¿v92¿¿¿{"start":{"line":118,"column":12},"end":{"line":118,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
1039¿BinaryExpression¿+¿1116¿¿¿¿{"start":{"line":118,"column":12},"end":{"line":118,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BinaryExpression
1040¿Literal¿string¿1116¿¿'Error loading help '¿¿{"start":{"line":118,"column":12},"end":{"line":118,"column":33},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
1041¿Identifier¿¿1116¿path¿¿¿{"start":{"line":118,"column":36},"end":{"line":118,"column":40},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1042¿VariableDeclarator¿¿1116¿v93¿¿¿{"start":{"line":118,"column":6},"end":{"line":118,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
1043¿CallExpression¿¿1116¿¿¿¿{"start":{"line":118,"column":6},"end":{"line":118,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
1044¿Identifier¿¿1116¿debug¿¿¿{"start":{"line":118,"column":6},"end":{"line":118,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1045¿Identifier¿¿1116¿v92¿¿¿¿¿Identifier
1046¿ExpressionStatement¿¿1116¿¿¿¿{"start":{"line":118,"column":6},"end":{"line":118,"column":41},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
1047¿Identifier¿¿1116¿v93¿¿¿¿¿Identifier
1048¿VariableDeclarator¿¿1116¿v94¿¿¿{"start":{"line":119,"column":6},"end":{"line":119,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
1049¿CallExpression¿¿1116¿¿¿¿{"start":{"line":119,"column":6},"end":{"line":119,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
1050¿Identifier¿¿1116¿debug¿¿¿{"start":{"line":119,"column":6},"end":{"line":119,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1051¿Identifier¿¿1116¿e¿¿¿{"start":{"line":119,"column":12},"end":{"line":119,"column":13},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1052¿ExpressionStatement¿¿1116¿¿¿¿{"start":{"line":119,"column":6},"end":{"line":119,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
1053¿Identifier¿¿1116¿v94¿¿¿¿¿Identifier
1054¿BlockStatement¿¿1116¿¿¿¿{"start":{"line":117,"column":17},"end":{"line":120,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BlockStatement
1055¿Identifier¿¿1116¿e¿¿¿{"start":{"line":117,"column":14},"end":{"line":117,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1056¿BlockStatement¿¿1116¿¿¿¿{"start":{"line":112,"column":29},"end":{"line":121,"column":5},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BlockStatement
1057¿BlockStatement¿¿1116¿¿¿¿{"start":{"line":107,"column":31},"end":{"line":122,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BlockStatement
1058¿VariableDeclarator¿¿1116¿v95¿¿¿{"start":{"line":123,"column":4},"end":{"line":123,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
1059¿CallExpression¿¿1116¿¿¿¿{"start":{"line":123,"column":4},"end":{"line":123,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
1060¿Identifier¿¿1116¿debug¿¿¿{"start":{"line":123,"column":4},"end":{"line":123,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1061¿Literal¿string¿1116¿¿'Invalid get_help request'¿¿{"start":{"line":123,"column":10},"end":{"line":123,"column":36},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
1062¿ExpressionStatement¿¿1116¿¿¿¿{"start":{"line":123,"column":4},"end":{"line":123,"column":37},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
1063¿Identifier¿¿1116¿v95¿¿¿¿¿Identifier
1064¿BlockStatement¿¿1116¿¿¿¿{"start":{"line":122,"column":10},"end":{"line":124,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BlockStatement
1065¿VariableDeclarator¿¿1116¿v96¿¿¿{"start":{"line":126,"column":3},"end":{"line":126,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
1066¿CallExpression¿¿1116¿¿¿¿{"start":{"line":126,"column":3},"end":{"line":126,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
1067¿Identifier¿¿1116¿answer¿¿¿{"start":{"line":126,"column":3},"end":{"line":126,"column":9},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1068¿Identifier¿¿1116¿resp¿¿¿{"start":{"line":126,"column":10},"end":{"line":126,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1069¿ExpressionStatement¿¿1116¿¿¿¿{"start":{"line":126,"column":3},"end":{"line":126,"column":15},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
1070¿Identifier¿¿1116¿v96¿¿¿¿¿Identifier
1071¿BlockStatement¿¿1116¿¿¿¿{"start":{"line":95,"column":50},"end":{"line":127,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BlockStatement
1072¿VariableDeclarator¿¿1110¿v98¿¿¿{"start":{"line":95,"column":2},"end":{"line":127,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
1073¿CallExpression¿¿1110¿¿¿¿{"start":{"line":95,"column":2},"end":{"line":127,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
1074¿MemberExpression¿¿1110¿¿¿¿{"start":{"line":95,"column":2},"end":{"line":95,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
1075¿Identifier¿¿1110¿client¿¿¿{"start":{"line":95,"column":2},"end":{"line":95,"column":8},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1076¿Identifier¿¿1110¿on¿¿¿{"start":{"line":95,"column":9},"end":{"line":95,"column":11},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1077¿Literal¿string¿1110¿¿'get_help_md'¿¿{"start":{"line":95,"column":12},"end":{"line":95,"column":25},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
1078¿Identifier¿¿1110¿v97¿¿¿¿¿Identifier
1079¿ExpressionStatement¿¿1110¿¿¿¿{"start":{"line":95,"column":2},"end":{"line":127,"column":4},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
1080¿Identifier¿¿1110¿v98¿¿¿¿¿Identifier
1081¿BlockStatement¿¿1110¿¿¿¿{"start":{"line":69,"column":43},"end":{"line":128,"column":2},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BlockStatement
1082¿VariableDeclarator¿¿1100¿v100¿¿¿{"start":{"line":69,"column":1},"end":{"line":128,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿VariableDeclarator
1083¿CallExpression¿¿1100¿¿¿¿{"start":{"line":69,"column":1},"end":{"line":128,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿CallExpression
1084¿MemberExpression¿¿1100¿¿¿¿{"start":{"line":69,"column":1},"end":{"line":69,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
1085¿Identifier¿¿1100¿system¿¿¿{"start":{"line":69,"column":1},"end":{"line":69,"column":7},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1086¿Identifier¿¿1100¿on¿¿¿{"start":{"line":69,"column":8},"end":{"line":69,"column":10},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1087¿Literal¿string¿1100¿¿'io_connect'¿¿{"start":{"line":69,"column":11},"end":{"line":69,"column":23},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Literal
1088¿Identifier¿¿1100¿v99¿¿¿¿¿Identifier
1089¿ExpressionStatement¿¿1100¿¿¿¿{"start":{"line":69,"column":1},"end":{"line":128,"column":3},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
1090¿Identifier¿¿1100¿v100¿¿¿¿¿Identifier
1091¿BlockStatement¿¿1100¿¿¿¿{"start":{"line":23,"column":22},"end":{"line":129,"column":1},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿BlockStatement
1092¿ExpressionStatement¿¿1098¿¿¿¿{"start":{"line":131,"column":0},"end":{"line":131,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿ExpressionStatement
1093¿AssignmentExpression¿=¿1098¿¿¿¿{"start":{"line":131,"column":0},"end":{"line":131,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿AssignmentExpression
1094¿MemberExpression¿¿1098¿¿¿¿{"start":{"line":131,"column":0},"end":{"line":131,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿MemberExpression
1095¿Identifier¿¿1098¿module¿¿¿{"start":{"line":131,"column":0},"end":{"line":131,"column":6},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1096¿Identifier¿¿1098¿exports¿¿¿{"start":{"line":131,"column":7},"end":{"line":131,"column":14},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1097¿Identifier¿¿1098¿help¿¿¿{"start":{"line":131,"column":17},"end":{"line":131,"column":21},"fname":"/Users/elza/Documents/Final_Dataset/JS_totals/Secure/path_traversal/github/companion/help.js"}¿¿Identifier
1098¿CFG_F_START¿¿1098¿__main__¿¿¿¿¿CFG_F_START
1099¿CFG_F_END¿¿0¿__main__¿¿¿¿¿CFG_F_END
1100¿CFG_F_START¿¿1100¿657_anon¿¿¿¿¿CFG_F_START
1101¿CFG_F_END¿¿0¿657_anon¿¿¿¿¿CFG_F_END
1102¿CFG_F_START¿¿1102¿662_anon¿¿¿¿¿CFG_F_START
1103¿CFG_F_END¿¿0¿662_anon¿¿¿¿¿CFG_F_END
1104¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1105¿CFG_IF_END¿¿0¿691¿¿¿¿¿CFG_IF_END
1106¿CFG_F_START¿¿1106¿747_anon¿¿¿¿¿CFG_F_START
1107¿CFG_F_END¿¿0¿747_anon¿¿¿¿¿CFG_F_END
1108¿CFG_IF_END¿¿0¿807¿¿¿¿¿CFG_IF_END
1109¿CFG_IF_END¿¿0¿756¿¿¿¿¿CFG_IF_END
1110¿CFG_F_START¿¿1110¿843_anon¿¿¿¿¿CFG_F_START
1111¿CFG_F_END¿¿0¿843_anon¿¿¿¿¿CFG_F_END
1112¿CFG_F_START¿¿1112¿846_anon¿¿¿¿¿CFG_F_START
1113¿CFG_F_END¿¿0¿846_anon¿¿¿¿¿CFG_F_END
1114¿CFG_IF_END¿¿0¿895¿¿¿¿¿CFG_IF_END
1115¿CFG_IF_END¿¿0¿880¿¿¿¿¿CFG_IF_END
1116¿CFG_F_START¿¿1116¿938_anon¿¿¿¿¿CFG_F_START
1117¿CFG_F_END¿¿0¿938_anon¿¿¿¿¿CFG_F_END
1118¿CFG_TRY_STMT_END¿¿0¿¿¿¿¿¿CFG_TRY_STMT_END
1119¿CFG_IF_END¿¿0¿1004¿¿¿¿¿CFG_IF_END
1120¿CFG_IF_END¿¿0¿973¿¿¿¿¿CFG_IF_END
1121¿TAINT_SOURCE¿¿0¿TAINT_SOURCE¿¿¿¿¿TAINT_SOURCE
1122¿PDG_CALL¿¿1098¿1098.CALL->require-o140¿¿¿¿¿PDG_CALL
1123¿PDG_OBJECT¿¿0¿1098.v51-o141¿¿¿¿¿PDG_OBJECT
1124¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1125¿PDG_CALL¿¿1098¿1098.CALL->v51-o142¿¿¿¿¿PDG_CALL
1126¿PDG_OBJECT¿¿0¿1098.debug-o143¿¿¿¿¿PDG_OBJECT
1127¿PDG_CALL¿¿1098¿1098.CALL->require-o144¿¿¿¿¿PDG_CALL
1128¿PDG_OBJECT¿¿0¿1098.path-o145¿¿¿¿¿PDG_OBJECT
1129¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1130¿PDG_CALL¿¿1098¿1098.CALL->require-o146¿¿¿¿¿PDG_CALL
1131¿PDG_OBJECT¿¿0¿1098.fs-o147¿¿¿¿¿PDG_OBJECT
1132¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1133¿PDG_CALL¿¿1098¿1098.CALL->require-o148¿¿¿¿¿PDG_CALL
1134¿PDG_OBJECT¿¿0¿1098.marked-o149¿¿¿¿¿PDG_OBJECT
1135¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1136¿PDG_OBJECT¿¿0¿1100.this-o150¿¿¿¿¿PDG_OBJECT
1137¿PDG_OBJECT¿¿0¿1100.system-o151¿¿¿¿¿PDG_OBJECT
1138¿PDG_OBJECT¿¿0¿1098.help-o152¿¿¿¿¿PDG_OBJECT
1139¿PDG_OBJECT¿¿0¿1098.module-o153¿¿¿¿¿PDG_OBJECT
1140¿PDG_OBJECT¿¿0¿1098.module.exports-o154¿¿¿¿¿PDG_OBJECT
1141¿PDG_OBJECT¿¿0¿1102.this-o155¿¿¿¿¿PDG_OBJECT
1142¿PDG_OBJECT¿¿0¿1102.markdownFilename-o156¿¿¿¿¿PDG_OBJECT
1143¿PDG_OBJECT¿¿0¿1100.getDocumentationFile-o157¿¿¿¿¿PDG_OBJECT
1144¿PDG_OBJECT¿¿0¿1106.this-o158¿¿¿¿¿PDG_OBJECT
1145¿PDG_OBJECT¿¿0¿1106.req-o159¿¿¿¿¿PDG_OBJECT
1146¿PDG_OBJECT¿¿0¿1106.res-o160¿¿¿¿¿PDG_OBJECT
1147¿PDG_OBJECT¿¿0¿1106.done-o161¿¿¿¿¿PDG_OBJECT
1148¿PDG_OBJECT¿¿0¿1100.v72-o162¿¿¿¿¿PDG_OBJECT
1149¿PDG_CALL¿¿1100¿1100.CALL->system.on-o163¿¿¿¿¿PDG_CALL
1150¿PDG_OBJECT¿¿0¿1100.v73-o164¿¿¿¿¿PDG_OBJECT
1151¿PDG_OBJECT¿¿0¿1110.this-o165¿¿¿¿¿PDG_OBJECT
1152¿PDG_OBJECT¿¿0¿1110.client-o166¿¿¿¿¿PDG_OBJECT
1153¿PDG_OBJECT¿¿0¿1100.v99-o167¿¿¿¿¿PDG_OBJECT
1154¿PDG_CALL¿¿1100¿1100.CALL->system.on-o168¿¿¿¿¿PDG_CALL
1155¿PDG_OBJECT¿¿0¿1100.v100-o169¿¿¿¿¿PDG_OBJECT
1156¿PDG_CALL¿¿1102¿1102.CALL->markdownFilename.replace-o170¿¿¿¿¿PDG_CALL
1157¿PDG_OBJECT¿¿0¿1102.markdownFilename-o171¿¿¿¿¿PDG_OBJECT
1158¿PDG_CALL¿¿1102¿1102.CALL->require-o172¿¿¿¿¿PDG_CALL
1159¿PDG_OBJECT¿¿0¿1102.v52-o173¿¿¿¿¿PDG_OBJECT
1160¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1161¿PDG_OBJECT¿¿0¿1102.v53-o174¿¿¿¿¿PDG_OBJECT
1162¿PDG_OBJECT¿¿0¿1102.path-o175¿¿¿¿¿PDG_OBJECT
1163¿PDG_CALL¿¿1102¿1102.CALL->fs.existsSync-o176¿¿¿¿¿PDG_CALL
1164¿PDG_OBJECT¿¿0¿1102.v54-o177¿¿¿¿¿PDG_OBJECT
1165¿PDG_CALL¿¿1102¿1102.CALL->fs.readFileSync-o178¿¿¿¿¿PDG_CALL
1166¿PDG_OBJECT¿¿0¿1102.help-o179¿¿¿¿¿PDG_OBJECT
1167¿TAINT_SINK¿¿0¿readFileSync¿¿¿¿¿TAINT_SINK
1168¿PDG_CALL¿¿1102¿1102.CALL->help.toString-o180¿¿¿¿¿PDG_CALL
1169¿PDG_OBJECT¿¿0¿1102.v55-o181¿¿¿¿¿PDG_OBJECT
1170¿PDG_OBJECT¿¿0¿1102.v56-o182¿¿¿¿¿PDG_OBJECT
1171¿PDG_CALL¿¿1102¿1102.CALL->marked-o183¿¿¿¿¿PDG_CALL
1172¿PDG_OBJECT¿¿0¿1102.help-o184¿¿¿¿¿PDG_OBJECT
1173¿PDG_RETURN¿¿0¿1102.RET_OBJ-o185¿¿¿¿¿PDG_RETURN
1174¿PDG_OBJECT¿¿0¿1102.v57-o186¿¿¿¿¿PDG_OBJECT
1175¿PDG_CALL¿¿1102¿1102.CALL->debug-o187¿¿¿¿¿PDG_CALL
1176¿PDG_OBJECT¿¿0¿1102.v58-o188¿¿¿¿¿PDG_OBJECT
1177¿PDG_CALL¿¿1102¿1102.CALL->debug-o189¿¿¿¿¿PDG_CALL
1178¿PDG_OBJECT¿¿0¿1102.v59-o190¿¿¿¿¿PDG_OBJECT
1179¿PDG_RETURN¿¿0¿1102.RET_OBJ-o191¿¿¿¿¿PDG_RETURN
1180¿PDG_OBJECT¿¿0¿1106.match-o192¿¿¿¿¿PDG_OBJECT
1181¿PDG_OBJECT¿¿0¿1106.req.url-o193¿¿¿¿¿PDG_OBJECT
1182¿PDG_CALL¿¿1106¿1106.CALL->require-o194¿¿¿¿¿PDG_CALL
1183¿PDG_OBJECT¿¿0¿1106.v61-o195¿¿¿¿¿PDG_OBJECT
1184¿TAINT_SINK¿¿0¿require¿¿¿¿¿TAINT_SINK
1185¿PDG_OBJECT¿¿0¿1106.path-o196¿¿¿¿¿PDG_OBJECT
1186¿PDG_OBJECT¿¿0¿1106.match.1-o197¿¿¿¿¿PDG_OBJECT
1187¿PDG_CALL¿¿1106¿1106.CALL->v62.replace-o198¿¿¿¿¿PDG_CALL
1188¿PDG_OBJECT¿¿0¿1106.file-o199¿¿¿¿¿PDG_OBJECT
1189¿PDG_CALL¿¿1106¿1106.CALL->file.match-o200¿¿¿¿¿PDG_CALL
1190¿PDG_OBJECT¿¿0¿1106.v63-o201¿¿¿¿¿PDG_OBJECT
1191¿PDG_OBJECT¿¿0¿1106.v64-o202¿¿¿¿¿PDG_OBJECT
1192¿PDG_OBJECT¿¿0¿1106.v65-o203¿¿¿¿¿PDG_OBJECT
1193¿PDG_CALL¿¿1106¿1106.CALL->fs.existsSync-o204¿¿¿¿¿PDG_CALL
1194¿PDG_OBJECT¿¿0¿1106.v66-o205¿¿¿¿¿PDG_OBJECT
1195¿PDG_OBJECT¿¿0¿1106.v67-o206¿¿¿¿¿PDG_OBJECT
1196¿PDG_CALL¿¿1106¿1106.CALL->done-o207¿¿¿¿¿PDG_CALL
1197¿PDG_OBJECT¿¿0¿1106.v68-o208¿¿¿¿¿PDG_OBJECT
1198¿PDG_OBJECT¿¿0¿1106.v69-o209¿¿¿¿¿PDG_OBJECT
1199¿PDG_OBJECT¿¿0¿1106.v70-o210¿¿¿¿¿PDG_OBJECT
1200¿PDG_CALL¿¿1106¿1106.CALL->res.sendFile-o211¿¿¿¿¿PDG_CALL
1201¿PDG_OBJECT¿¿0¿1106.v71-o212¿¿¿¿¿PDG_OBJECT
1202¿PDG_OBJECT¿¿0¿1112.this-o213¿¿¿¿¿PDG_OBJECT
1203¿PDG_OBJECT¿¿0¿1112.req-o214¿¿¿¿¿PDG_OBJECT
1204¿PDG_OBJECT¿¿0¿1110.v81-o215¿¿¿¿¿PDG_OBJECT
1205¿PDG_CALL¿¿1110¿1110.CALL->client.on-o216¿¿¿¿¿PDG_CALL
1206¿PDG_OBJECT¿¿0¿1110.v82-o217¿¿¿¿¿PDG_OBJECT
1207¿PDG_OBJECT¿¿0¿1116.this-o218¿¿¿¿¿PDG_OBJECT
1208¿PDG_OBJECT¿¿0¿1116.req-o219¿¿¿¿¿PDG_OBJECT
1209¿PDG_OBJECT¿¿0¿1116.answer-o220¿¿¿¿¿PDG_OBJECT
1210¿PDG_OBJECT¿¿0¿1110.v97-o221¿¿¿¿¿PDG_OBJECT
1211¿PDG_CALL¿¿1110¿1110.CALL->client.on-o222¿¿¿¿¿PDG_CALL
1212¿PDG_OBJECT¿¿0¿1110.v98-o223¿¿¿¿¿PDG_OBJECT
1213¿PDG_OBJECT¿¿0¿1112.req.file-o224¿¿¿¿¿PDG_OBJECT
1214¿PDG_OBJECT¿¿0¿1112.resp-o225¿¿¿¿¿PDG_OBJECT
1215¿PDG_OBJECT¿¿0¿1112.resp-o226¿¿¿¿¿PDG_OBJECT
1216¿PDG_OBJECT¿¿0¿1112.resp.error-o227¿¿¿¿¿PDG_OBJECT
1217¿PDG_OBJECT¿¿0¿1112.resp-o228¿¿¿¿¿PDG_OBJECT
1218¿PDG_OBJECT¿¿0¿1112.resp.file-o229¿¿¿¿¿PDG_OBJECT
1219¿PDG_OBJECT¿¿0¿1112.resp-o230¿¿¿¿¿PDG_OBJECT
1220¿PDG_OBJECT¿¿0¿1112.resp.html-o231¿¿¿¿¿PDG_OBJECT
1221¿PDG_OBJECT¿¿0¿1112.v76-o232¿¿¿¿¿PDG_OBJECT
1222¿PDG_OBJECT¿¿0¿1112.html-o233¿¿¿¿¿PDG_OBJECT
1223¿PDG_OBJECT¿¿0¿1112.v78-o234¿¿¿¿¿PDG_OBJECT
1224¿PDG_OBJECT¿¿0¿1112.resp-o235¿¿¿¿¿PDG_OBJECT
1225¿PDG_OBJECT¿¿0¿1112.resp.error-o236¿¿¿¿¿PDG_OBJECT
1226¿PDG_OBJECT¿¿0¿1112.resp-o237¿¿¿¿¿PDG_OBJECT
1227¿PDG_OBJECT¿¿0¿1112.resp.html-o238¿¿¿¿¿PDG_OBJECT
1228¿PDG_CALL¿¿1112¿1112.CALL->debug-o239¿¿¿¿¿PDG_CALL
1229¿PDG_OBJECT¿¿0¿1112.v79-o240¿¿¿¿¿PDG_OBJECT
1230¿PDG_CALL¿¿1112¿1112.CALL->client.emit-o241¿¿¿¿¿PDG_CALL
1231¿PDG_OBJECT¿¿0¿1112.v80-o242¿¿¿¿¿PDG_OBJECT
1232¿PDG_OBJECT¿¿0¿1116.req.file-o243¿¿¿¿¿PDG_OBJECT
1233¿PDG_OBJECT¿¿0¿1116.resp-o244¿¿¿¿¿PDG_OBJECT
1234¿PDG_OBJECT¿¿0¿1116.resp-o245¿¿¿¿¿PDG_OBJECT
1235¿PDG_OBJECT¿¿0¿1116.resp.error-o246¿¿¿¿¿PDG_OBJECT
1236¿PDG_OBJECT¿¿0¿1116.resp-o247¿¿¿¿¿PDG_OBJECT
